agency,use_case_name,bureau_component,current_is_general_llm_access,current_is_generative_ai,ai_sophistication,tool_product_name,stage_of_development,ai_classification,system_name,vendor_name,problem_statement,expected_benefits,system_outputs
DHS,AI to generate testable synthetic data,CBP,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,Improve integration with trade partners and reduce implementation time of new capabilties.,The purpose of using AI to generate test data for trade partners is to create more realistic data for trade partners to use for testing their systems before releasing new ACE capabilities.  Currently there are many data issues where test data does not accurately reflect real production data which results in unrealistic failures when testing which result in wasted time and resources tracking down false positive errors during testing.  By providing trade partners with more realistic test data the expectation is that testing times will be shorter and enhancements and capabilities can be delivered quicker.,The AI capability would generate test data without PII or other trade sensitive data and allow for more accurate simulation of production data.
DHS,AI-Assisted eDiscovery Search,ICE,1,0,general_llm,Aretec SEARCH,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"The use case addresses inefficiencies in traditional document search and retrieval processes, such as time-consuming manual searches, the complexity of crafting SQL queries, low relevance and accuracy in search results, difficulties in digesting lengthy content, and the absence of summarization tools. These challenges hinder users' ability to efficiently access and understand critical information.","The intended purpose of this AI use case is to optimize document search, retrieval, and summarization processes by enabling users to interact with data conversationally and efficiently. The benefits include improved accuracy and relevance in search results, reduced time spent analyzing large datasets, simplified access to complex information, and enhanced decision-making through concise summaries and precise outputs.","The solution’s AI outputs include precise search results and summarized content, enabling users to quickly access information, make informed decisions, and take follow-on actions without requiring technical expertise. The tool does not make legal or case outcomes decisions; it retrieves and summarizes documents, and Office of the Principal Legal Advisor personnel remain responsible for interpreting the results and applying the law."
DHS,Administrative & Productivity Support for IRC Resource Library,FEMA,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"Long-term disaster recovery requires analyzing large amounts of information stored in multiple locations. IRC typically reviews past recovery plans and projects, available federal and state funding options, considers community needs, and other recovery strategies used in the event. High-level reviews are necessary for FEMA Program Areas (IA, PA, etc.) on potential funding gaps and cost share support. Synthesizing that information from the various storage locations, including other departments, IRC SharePoint, and TRAX poses some challenges.","This use case is designed to solve these challenges by reducing inconsistency in manual research, improving access to historical knowledge, and helping staff quickly identify relevant recovery resources. The purpose of this tool is to assist in the identification of patterns in current and past disaster events. Earlier identification will expedite situational awareness and the development of recovery needs and strategies. It allows the IRC team to define a recovery approach and deliver funding and resources that match a community’s needs more quickly. 

With faster decision-support for FEMA staff, more consistent analysis across regions, and better use of federal resources to support communities after disasters we are more capable of delivery of the FEMA mission.","The AI tool will produce a set of organized, easy-to-read listings, such as bibliographies, recovery projects summaries, evaluate strategies from similar disasters, and recommended approaches tailored to the current available funding. These out-puts will be used by the IRC teams to inform planning discussions, prevent benefit duplication, and guide technical assistance to states and local governments."
DHS,Draft Report Generation and Formatting for Investigations,ICE,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"The AI is intended to solve the problem of contract managers having to manually review large numbers of contract records to spot possible duplicates, which makes it easy to miss overlapping agreements and contributes to redundant spending.",The use of AI in contract management is expected to reduce the time required for manual contract review and improve the ability to identify duplicative contracts. This implementation supports efforts to reduce contract costs and aligns with federal procurement consolidation and cost-efficiency initiatives.,"The solution’s AI outputs are alerts and reports. When the AI detects a potential duplicate contract, it generates an alert for the user. The system can also produce detailed reports that highlight identified duplicates and provide relevant contract details. These outputs are intended to support contract managers and other personnel in reviewing and resolving potential duplicate contracts. Users may access detailed reports to understand the nature of the duplicates and take appropriate actions, such as consolidating contracts, renegotiating terms, or canceling redundant agreements. The resolution workflow guides users through the process of addressing duplicate contract alerts. The AI component will not itself modify, consolidate, or cancel contracts; all actions are taken by personnel following existing approval and procurement processes."
DHS,Purchase Card Worksheet Analysis,ICE,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"The AI is intended to solve the problem of reviewers having to manually check each purchase card line item against numerous laws, policies, and contract terms, which is time‑consuming and increases the risk of missed compliance issues.","The AI module is expected to help accelerate compliance checks, streamline processes, and assist in identifying potential risks, while continuously improving through a human-in-the-loop feedback system. This integration is intended to help procurement actions better align with relevant legal and policy requirements.","The outputs of the AI module will include a compliance status for each purchase line item (compliant or non-compliant) and detailed reasoning with citations to the specific policies or legal documents used in the evaluation. The Automated Purchase Card Approval System will use these AI-generated compliance statuses and explanations to help route items and flag potential issues within the approval workflow. AI outputs do not themselves approve or deny purchases. Compliant items may proceed through the workflow consistent with existing business rules, while non-compliant items will be flagged for human review. Human reviewers can access detailed reasoning for non-compliant determinations and may choose to correct requests, raise exceptions, or flag inaccuracies."
DHS,Semantic Search and Summarization for Investigative Data,ICE,1,0,general_llm,Aretec SEARCH,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,This use case intends to solve the problem of searching and extracting relevant information from large volumes of unstructured investigative data.,"The benefits of using this AI include increased efficiency, reduced risk of missing valuable information, and enhanced investigative capabilities.",The outputs of this AI technology are the extracted relevant information and summaries.
DHS,"Semantic Search, Summarization, and Data/Spatial Visualization for NCR Watch COP/Dashboard",FEMA,1,0,general_llm,Aretec SEARCH,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"The speed of information, particularly in a developing incident, challenges the capacity of Analysts to collect, sort, source, and validate in real time.  The volume of information required to confirm with confidence requires time to review.  The time focused on these tasks permit less time for moving from basic situational awareness to providing the contextual value to give national capital region (NCR) stakeholders situational understanding, which allows them to fully utilize the information for operational decision-making.  The AI would provide a tool for collection and synthesize of the available data, as well as geospatial context.","Expedited continuous scraping of data from identified official and unofficial open sources and comparison against pre-defined critical information requirements with summarization and sourcing of information for review and approval by the FEMA NCR Watch Analyst for publication improves the efficiency and effectiveness of the NCR Watch by allowing Analysts to focus on consuming and validating information and adding value with context.  The self-designated federal, state, local, and tribal (FSLT) partners in the NCR who receive NCR Watch products would benefit from greater fidelity in provided information and ability to use the information more easily for operational decision-making.  Anticipate the breadth of sources and speed of review through automation to be increased and allow for created contextualization and analysis products by Analysts based on the improved data production, as well as geospatial automation in combination with incident data. Faster Decision-Making: vast amounts of data instantly, enabling rapid identification of critical information for timely responses. Improved Accuracy: potential of reducing human error by filtering irrelevant data and prioritizing actionable insights. Enhanced Situational Awareness: improve the breadth of information analysis and overall awareness of activities in the NCR. Resource Optimization: helps allocate resources efficiently based on real-time needs. Predictive Insights: forecast potential developments, aiding proactive measures, and reduced Information Overload: streamline data, ensuring decision-makers focus on key priorities.","The anticipated output is a Common Operating Picture platform or Dashboard available to FSLT subscribers (free) in the NCR to display incident reporting and associated contextual information, such as the physical location on an ArcGIS map.  Simultaneously, a non-public COP will contain additional contextual information for providing internal FEMA reporting.  

AI will produce continuous data queries and create alerts for Analysts for items meeting configurable critical information requirements and essential elements of information.  AI will deliver configurable summary of sourced material on pre-defined CIRs to Analyst for review and publication to internal and/or external COP/Dashboard.  AI will have tools for additional contextual analysis and spatial and data visualization for use in the internal and/or external COP/Dashboard."
DOL,EBSA Case File Summarization,EBSA,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,Identify and describe electronic documents received by EBSA investigators for formal investigations - save time by automating the first phase of the document review process,Save time for EBSA investigators by automating the first phase of the document review process,Generation of a document's formal title and description of the document's contents
DOL,Electronic Records Management,OCIO,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"Meeting NARA metadata standards for (permanent) federal documents by using AI to identify data within the document, and also using NLP to classify and summarize documents.",Improved efficiency and mission effectiveness,"NLP Generated Summaries, AI classfication of documents"
DOL,Language Translation,OCIO,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"Eliminates language barriers by translating documents and communications across multiple languages.
Improves access to services and information for non-English-speaking stakeholders",Quick translation to different languages  using natural language processing models.,Translation
DOL,NLP Processing tool for ILAB,CEO-ILAB,1,0,general_llm,,a) Pre-deployment – The use case is in a development or acquisition status.,Generative AI,,,"The Natural Language Processing tool is intended to be a conversational query and synthesis tool that summarizes and synthesizes evaluation and technical assistance reports, as well as responses to requests for public comments, and queries information contained in these reports. The tool uses a Retrieval-Augmented Generation (RAG) approach and will include processing of both publicly available and restricted-access documents to train and test the tool.","Rapidly summarizes and synthesizes large volumes of evaluation and technical assistance reports, thereby increasing efficiency",The tool responds to queries by providing information summarized from reports and other documents.
DOL,Note Taking Bot,OCIO,1,0,general_llm,,c)  Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,AUNTEE BOT,"Synergy PIID: 1605DC19A0004
Azure PIID: NNG15SD60B",The bot will take the transcript and summarize the meeting notes,"An AI bot that converts meeting transcripts into concise, searchable notes improves productivity and information sharing by reducing manual effort.",The output will be a transcript of the meeting and from the transcript summary and action items
SSA,AI Comment Analysis,Chief Information Officer,1,0,general_llm,,b)  Pilot  The use case has been deployed in a limited test or pilot capacity.,Generative AI,,,"The AI comment analysis system supports the decision-making of SSA public comment reviewing staff by making preliminary designations as to whether a given public comment (or select attachment content) contains any of a set of predefined types of flagged content, such as personally identifiable information (PII), offensive content, and other staff-defined categories. The process of reviewing public contents, which can sometimes volumes in the hundreds of thousands, is slow and resource intensive for the agency.  The AI system helps streamline the process by directing staff attention to areas of potential interest.",Improved efficiency of public comment review compared to purely manual methods.  Potential improvements to the consistency and quality of comment review decision-making by introducing a consistent preliminary screen to support decision-making.,"The system outputs a spreadsheet containing a catalog of comment content reviewed, designations as to whether the AI model concluded each targeted form of content was or was not present. If deemed present, it provides quotations of specific comment content that informed its decision."
SSA,Data Governance Product (DGP) -  Data cataloging and predictive analysis of data assets.,Chief Information Officer,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Enterprise Data Catalog,Informatica,"Vendor built in AI engine for data cataloging to automates the discovery, classification, and curation of data assets. And also provides predictive insights for data asset analytics. Uses Natural Language Processing (NLP) enables non-technical stakeholders to contribute to rule creation and facilitates the conversion of plain text into regular expression.",1. Reduced manual effort in assigning Business Terms to data assets in the Technical data catalog. 2. Reduced effort and time through generation of data quality rule code.,Efficient data catalog search results. Plain English conversation with the users to create technical regular expression rule creation
SSA,Training Interaction Simulator,Human Resources,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,Percipio,Skillsoft/Percipio,Employees do not have an avenue to practice interactions with a variety of clients/coworkers with a range of attitudes.,Users gain practice with simulated conversations and receive constructive feedback on their responses.,Responses to situational conversations and coaching on user interactions
SBA,AI-Powered Search and Recovery,OCIO: Office of the Chief Information Officer,1,0,general_llm,Aretec SEARCH,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,Cohesity Data Cloud (FedRAMP Moderate Authorized),"Cohesity, Inc.","During cloud migration (AWS EVS) and disaster recovery operations, locating specific data across backup snapshots, identifying clean recovery points, and performing forensic analysis of backup data requires significant manual effort and specialized knowledge of backup infrastructure.","AI-powered conversational search across enterprise backup data enables faster data discovery during recovery operations, reduces time-to-recovery during cyber incidents, and supports forensic investigation by allowing natural language queries against unstructured backup data. SaaS deployment model reduces operational overhead for backup infrastructure management during AWS EVS migration.","AI assistant providing natural language search, classification, and summarization across Cohesity Data Cloud backup data. Includes: (1) Conversational search — natural language queries against unstructured data in backup snapshots, (2) AI-powered threat detection — continuous anomaly scanning of backup data for ransomware indicators and insider threats, (3) Recovery intelligence — intelligent recovery point recommendations with blast radius analysis. Input: natural language queries, backup data snapshots, threat intelligence feeds. Output: search results with citations, anomaly alerts, recovery recommendations, data classification reports. All recovery actions require human authorization."
SBA,Meeting Minutes Summary Tool,OFO: Office of Field Operations,1,0,general_llm,Microsoft Teams,Pre-deployment – The use case is in a development or acquisition status.,Generative AI,MS-Teams,Microsoft,Manually creating meeting minutes and summaries is time-consuming and may result in inconsistent documentation of key discussion points and action items.,"Automated meeting summaries save staff time, ensure consistent documentation, and allow participants to focus on discussion rather than note-taking. Improves knowledge retention and follow-up on action items.",Today we hosted a Teams meeting with partners and stakeholders and one of them added Read Assistant to the meeting. We did receive an email after the fact providing the meeting summary if we had a Read Assistant account.
