agency,use_case_name,bureau_component,current_is_general_llm_access,current_is_generative_ai,ai_sophistication,tool_product_name,stage_of_development,ai_classification,system_name,vendor_name,problem_statement,expected_benefits,system_outputs
State,WHA/EX Information Management,WHA,1,0,general_llm,,c) Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,DOS-O365,Microsoft,"Knowledge Management for administrative and IT related processes. Formerly known as ""Low Earth Orbit (LEO)  Budget Office Inquiries"" to answer questions frequently asked about budget.",Cost savings and reduced customer wait times.,Generative AI or logic-based responses with answers to administrative/IT related FAQs.
GSA,ASSIST ECF Autoclassification and Summary,,1,0,general_llm,,a) Pre-deployment - The use case is in a development or acquisition status.,Generative AI,,,"The AI is intended to solve the problem of manual document review and categorization by Contracting Officers (COs) within the ASSIST Electronic Contract File (ECF) system. Currently, COs spend significant time reviewing and categorizing 20-50 documents per acquisition, leading to approximately 100-150 monthly help desk calls from new COs seeking guidance due to the manual effort and potential for errors.",,
GSA,Expedited Transfer of Program of Requirements into Test Fit Layouts and Concept Design Options,,1,0,general_llm,,a) Pre-deployment - The use case is in a development or acquisition status.,Generative AI,,,"The AI is intended to solve the time-consuming process of generating initial test fit layouts and concept design options from program requirements, a task that traditionally takes weeks to months. By leveraging AI, the system aims to significantly expedite this process, allowing for preliminary designs to be created within 24 to 72 hours. This addresses the need for faster turnaround times in initial design conversations and concept visualization for potential clients.",,
GSA,LaborMatch IQ - Efficient Services Pricing Market Research,,1,0,general_llm,,a) Pre-deployment - The use case is in a development or acquisition status.,Generative AI,,,"The AI is intended to solve the problem of inefficient and ineffective services pricing market research. By leveraging a RAG (Retrieval-Augmented Generation) AI capability, the system aims to streamline and improve the accuracy of gathering market pricing information for services, which is a crucial aspect of procurement activities.",,
GSA,Lot Description Generation,,1,0,general_llm,,a) Pre-deployment - The use case is in a development or acquisition status.,Generative AI,,,"The AI is intended to solve the problem of simplifying sales creation and the lotting process by automatically generating lot descriptions. This will reduce sales contracting officer time, minimize manual errors, and help sell assets more quickly.",,
GSA,ReDux Toolkit,,1,0,general_llm,,a) Pre-deployment - The use case is in a development or acquisition status.,Generative AI,,,"The AI is intended to solve the challenges associated with application modernization and legacy system assessment, specifically by accelerating requirements generation automation, facilitating migration from current to target language and software stacks, and providing comprehensive documentation for all use cases and system functionalities, thereby addressing issues such as limited availability of Subject Matter Experts (SMEs).",,
GSA,Software Supply Chain Security Research,,1,0,general_llm,,a) Pre-deployment - The use case is in a development or acquisition status.,Generative AI,,,"The AI is intended to solve the problem of time-consuming manual research into security vulnerabilities for third-party software as part of the Software Security Review process. Currently, a manual process handles a limited number of issues per day, and a backlog of over 200 issues exists, with each issue potentially taking hours of human effort for research.",,
GSA,Strategic Atlas,,1,0,general_llm,,c)  Deployed - The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,,,"The AI is intended to solve the problem of difficulty in monitoring strategy execution and related opportunities at GSA, specifically because execution often depends on agency partners whose priorities, progress, and results are hard to track.",,
FDIC,Corporate Impact Analysis Object,Office of Legislative Affairs,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"The Office of Legislative Affairs is the Corporations congressional liaison that closely monitors and responds to legislation important to the FDIC. In doing so, the Office of Legislative Affairs is responsible for identifying legislation in a timely manner and working with the Legal Division to complete a legislative analysis summarizing the impact of the legislation relative to the FDIC, insured depository institutions, and consumers (at a minimum). The Corporate Impact Analysis Object use case will utilize previously generated legislative analysis for both recently introduced legislation in the last six years, as well as full public law analyses since 1993 to source draft impact statements of bills.  The quicker turnaround of draft analyses will address the significant reduction in attorneys available to draft this work product.","Currently, the Office of Legislative Affairs (OLA) spends time reviewing legislative analyses generated by the Legal Division.  The AI solution is intended to enhance this process by decreasing both the time necessary to compile an initial review, as well as allowing for more focus to be placed on the fundamental impacts and thereby leading to productivity gains.","The output of the system will generate a Highlight Overview of the legislation to include the name of the sponsor and bill title; an overall Summary of the bill; a section on the potential impact to FDIC; a section on the potential impact to financial institutions; and a section on the potential impact to Consumers."" Outputs will be used to brief OLA, Legal Division, and Office of the Chairman (as well as other D/Os) on the impact the legislation will have on the Corporation, insured depository institutions, consumers, etc."
FDIC,Criminal Background Investigation,Division of Administration and Office of Inspector General,1,0,general_llm,,c)  Deployed  The use case is being actively authorized or utilized to support the functions or mission of an agency.,Generative AI,CLEAR,CLEAR,"By automating the verification process for conducting background screenings, the tool helps FDIC make faster and more informed hiring and investigatory decisions.","Improving the time in completing background screening.  Reduce inaccurate and/or incomplete information on individuals.  Reduce the manual verification process, which can be cumbersome and place a heavy administration burden on HR staff. Protects FDIC insured institutions from high risk individuals.",Aggregation of public records used to evaluate risk.
FDIC,Enterprise FDIC Chat,Chief Information Officer Organization,1,0,general_llm,Aretec SEARCH,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,"Human capital resources are used on reading and summarizing content, research, generating draft documents, generating briefings, and searching for agency information.","Improvements in speed to skillset and business productivity for employees by introducing a secure, agency compliant Chat that can provide AI-assisted Q&A, content summarization, and basic semantic search.","Generate first drafts of documents, briefings, or communication materials. Create visual representation of data sets for reports or presentations. Search for agency information using knowledge retrieval system."
FDIC,Knowledge Article Generation,Chief Information Officer Organization,1,0,general_llm,,a) Pre-deployment  The use case is in a development or acquisition status.,Generative AI,,,Increase in self-service available answers and a reduction in issue resolution times through improved quantity and quality of information available to provide answers to previously solved problems.,"Decreased effort to produce and validate knowledge articles, which will result in an increase in self-service available answers and a reduction in issue resolution times through improved quantity and quality of information available to provide answers to previously solved problems.",A document containing steps and conclusions to IT issues published via a web based native format.
DOT,Power Platform Use,FAA AJO,1,0,general_llm,,Deployed,Generative AI,,,Speeds up the development of code structure.,,Provides programming language recommendations (C#) to support coding/software development.
FERC,Summarization & Policy Analysis for Regulatory Comments (originally Leverage AI in the Rulemaking Process Use Case),FERC,1,0,nlp_specific,,c)  Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,Natural Language Processing (NLP),Microsoft Azure Commercial,Zvolvant (Small Business),"Addresses duration, efficiencies, and accuracies in initial comment analysis.",Reduces the time required for comment analysis as part of mission processes.,"1.Groups public comments by topic and identifies the overall sentiment: positive, negative, or neutral toward each issue.
2.Provides interactive summaries and visualizations that help analysts quickly understand what commenters are saying and how many are engaged on each topic.
3.Enables analysts to ask questions about the comments and receive AI-generated answers, making it easier to explore large volumes of feedback efficiently."
