canonical_name,vendor,product_type,is_generative_ai_hint,is_frontier_llm_hint,parent_product,description,edge_count,agency_count,sample_use_snippets
FTC Sentinel Graph Analytics,FTC / Leidos,data_analytics,0,0,FTC Sentinel Network Services,,1,1,product_queue_review_2026-06: 'Graph Analytics ... identify relationships and connections between complaints' on Leidos Sentinel — catalog entry 'FTC Sentinel Graph Analytics'.
FTC Sentinel PSC Classification,FTC / Leidos,data_analytics,0,0,FTC Sentinel Network Services,,1,1,product_queue_review_2026-06: 'Automatic PSC Classification ... automatically classifying consumer complaints by PSC' on Leidos Sentinel — catalog entry 'FTC Sentinel PSC Classification'.
FirstTwo,FirstTwo,investigative_data,0,0,,"Geospatial OSINT platform that aggregates address, person, and location data for investigative lookups.",1,1,First Two
Fivecast,Fivecast,other,0,0,,,1,1,"product_queue_review_2026-06: 'Penlink, Fivecast  Open-Source Intelligence for Investigations' - Penlink is in catalog; Fivecast (commercial OSINT analytics vendor, product ONYX) is a real product mis"
Flashpoint,Flashpoint,investigative_data,0,0,,,3,2,flashpoint | Flashpoint | Flashpoint
Flock Safety,Flock Safety,computer_vision,0,0,,Cloud-based license-plate-reader and camera network with AI vehicle and behavior analytics for law enforcement.,1,1,Flock Safety
Freed AI Medical Scribe,Freed,transcription,1,0,,,1,1,freed ai medical scribe
JAWS Screen Reader,Freedom Scientific,productivity,1,0,,,1,1,"product_queue_review_2026-06: ""JAWS (Text-to-Speech Assistant for Accessibility)"" from Freedom Scientific — catalog JAWS Screen Reader."
GAIA AI,GAIA AI,computer_vision,0,0,,,1,1,GAIA AI
GE Healthcare AMX Portable X-ray,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare Critical Care Suite,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare Discovery MI,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare EchoPAC,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare FastStroke CT Perfusion 4D,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare LOGIQ Ultrasound,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare Omni Legend PET/CT,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare SIGNA Artist (AIR Recon DL),GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare TrueFidelity CT,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare Venue Fit,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare Vivid E Ultrasound,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare Vivid iq,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare Voluson Expert,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
GE Healthcare Xeleris V,GE Healthcare,clinical_decision_support,0,0,,,1,1,via add_product
Federal Docket Management System,GSA,document_ai,0,0,,,1,1,Federal Docket Management System
USAi (GSA),GSA,general_llm,1,1,,,6,5,usai.gov | USAi | GSA USAi
VAO Ally,GSA,agent_platform,0,0,,,3,3,VAO Ally | VAO Ally | VAO Ally
Genesys Cloud CX,Genesys,agent_platform,1,0,,,1,1,Genesys Cloud CX
Genetec Security Center,Genetec,physical_security,0,0,,"Unified physical-security platform with video management, access control, and AI-driven video analytics.",1,1,Genetec
Ginnie Mae Automated Draft Narrative Reports,Ginnie Mae / Deloitte,nlp,0,0,,,1,1,product_queue_review_2026-06: 'Automated Draft Narrative Reports' (Deloitte/Ginnie Mae NLG) matches catalog Ginnie Mae Automated Draft Narrative Reports.
Ginnie Mae Counterparty Risk Anomaly Detection,Ginnie Mae / Deloitte,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'Counterparty Risk Anomaly Detection' on Ginnie Mae RFS matches catalog Ginnie Mae Counterparty Risk Anomaly Detection.
Ginnie Mae Subledger Data Quality ML,Ginnie Mae / Ernst & Young,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'Subledger Data Quality Machine Learning' (Ernst & Young / Ginnie Mae) matches catalog Ginnie Mae Subledger Data Quality ML.
Glassbeam Clinsights,Glassbeam,data_analytics,0,0,,,1,1,glassbeam clinsights
GlobalComm Video Surveillance,GlobalComm,computer_vision,0,0,,,1,1,GlobalComm Video Surveillance
Gemini,Google,general_llm,1,1,Google,Google's conversational AI,58,15,gemini 1.5 | gemini code assist | gemini
Google,Google,productivity,0,0,,,18,10,Google | google | Google
Google Agentspace,Google,general_llm,1,0,Google Vertex AI,,2,2,google agentspace | Google Agentspace / NotebookLM
Google Calendar,Google,productivity,0,0,Google Workspace,,1,1,Google Calendar
Google Chrome Generative AI,Google,consumer_feature,1,0,Google,,1,1,Google Chrome Generative AI
Google Cloud Platform,Google,general_llm,1,0,Google,,21,5,google | Google Cloud Platform | Google Cloud Platform
Google Cloud Vision,Google,computer_vision,0,0,Google Cloud Platform,,1,1,Google Cloud Vision
Google Colab,Google,developer_tool,0,0,Google,,1,1,google colab
Google Coral TPU,Google,developer_tool,0,0,Google,,1,1,google coral tpu
Google Distributed Cloud,Google,other,0,0,,,10,1,"product_queue_review_2026-06: Vendor ""OpenAI & Google Distributed Cloud"" — Google Distributed Cloud is a specific Google product missing from catalog; ""OpenAI"" is vendor-only with no product named (ge | product_queue_review_2026-06: Same vendor string ""OpenAI & Google Distributed Cloud"" — GDC is a real Google product absent from catalog; OpenAI vendor-only, not mapped. | product_queue_review_2026-06: Same vendor string ""OpenAI & Google Distributed Cloud"" — GDC is a real Google product absent from catalog; OpenAI vendor-only, not mapped."
Google Earth Engine,Google,data_analytics,0,0,Google,,4,2,Google | Google | Google Earth Engine
Google Lens,Google,computer_vision,1,0,Google,Google's image-recognition product,2,2,Google Lens | Google Lens
Google Maps,Google,consumer_feature,0,0,Google,Google Maps with AI-powered routing,15,15,Google Maps | Google Maps | Google Maps
Google News Brief,Google,consumer_feature,1,0,Google,,4,4,Google News Brief | Google News Brief | Google News Brief
Google Pixel,Google,consumer_feature,0,0,Google,"Google Pixel with on-device AI features (Face Unlock, Magic Eraser)",2,2,Google Pixel | Google Pixel
Google Translate,Google,translation,0,0,Google,,2,2,Google Translate | Google Translate
Google Vertex AI,Google,general_llm,1,0,Google Cloud Platform,,3,3,google | Google Vertex AI Document workbench | google
Google Workspace,Google,productivity,0,0,Google,Google's productivity suite,1,1,Google Workspace
NotebookLM,Google,general_llm,1,0,Google,Google's Gemini-powered research notebook for document Q&A and synthesis,7,4,Google NotebookLM | Google NotebookLM | product_queue_review_2026-06: 'Google Agentspace / NotebookLM ... enable large-scale agent deployment with Google Agentspace' - both catalog entries.
reCAPTCHA,Google,security_tool,0,0,Google,Google reCAPTCHA bot detection service that uses behavioral signals and risk scoring.,1,1,reCAPTCHA
AlphaFold,Google DeepMind,scientific_ml,0,0,,,2,1,Alphafold | AlphaFold
Grammarly,Grammarly,productivity,1,0,,Writing assistant,16,10,grammarly | Grammarly | Grammarly
GrantSolutions AI Writing Assistant,GrantSolutions (HHS Shared Service),general_llm,1,0,GrantSolutions,,1,1,GrantSolutions AI Writing Assistant
GrantSolutions Helpdesk Agent,GrantSolutions (HHS Shared Service),general_llm,1,0,GrantSolutions,,1,1,GrantSolutions Helpdesk Agent
GrantSolutions Recipient Risk Tool,GrantSolutions (HHS Shared Service),data_analytics,0,0,GrantSolutions,,1,1,GrantSolutions Recipient Risk Tool
GrantSolutions Text Analyzer Tool,GrantSolutions (HHS Shared Service),nlp,0,0,GrantSolutions,,1,1,GrantSolutions Text Analyzer Tool
Griffeye Analyze,Griffeye,forensics,0,0,,Forensic media analysis platform used by law enforcement to triage CSAM and other illicit imagery with classifiers.,1,1,Griffeye
Gurucul UEBA,Gurucul,security_tool,0,0,,,1,1,Gurucul ESS User Entity and Behavior Analytics (UEBA)
H2O GPTe,H2O.ai,general_llm,0,0,,,1,1,product_queue_review_2026-06: Vendor field 'H2O.GPTe' powering the NBS Virtual Assistant — catalog entry 'H2O GPTe'.
Grants.gov Applicant Help Chatbot,HHS / Business Performance Systems,general_llm,0,0,,,1,1,product_queue_review_2026-06: 'Business Performance Systems Grants.gov Cloud Applicant Help Chatbot Answer user questions about Grants.gov' — catalog entry 'Grants.gov Applicant Help Chatbot'.
HHS FITARA Tool,HHS / Deloitte,document_ai,0,0,,,1,1,product_queue_review_2026-06: 'Deloitte FITARA Federal IT Acquisition Reform Act (FITARA) Tool' — catalog entry 'HHS FITARA Tool'.
Grants.gov Similar Opportunities,HHS / MicroHealth,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'MicroHealth Grants.gov Cloud Similar Opportunities (KNN)' matches catalog Grants.gov Similar Opportunities (HHS / MicroHealth).
HealthData.gov AI Harvest Service,HHS / Tyler Technologies,data_analytics,1,0,,,1,1,HealthData.gov AI Harvest Service
ORR Unaccompanied Children Policy Research Tool,HHS Office of Refugee Resettlement,general_llm,1,0,,,1,1,product_queue_review_2026-06: 'Unaccompanied Children Program Policy & Procedure Research Tool' for ORR matches catalog ORR Unaccompanied Children Policy Research Tool.
HRSA PRF Program Chatbot,HRSA / GDIT,general_llm,1,0,,,1,1,product_queue_review_2026-06: 'GDIT Inc PRB PRF Program Chatbot' — catalog entry 'HRSA PRF Program Chatbot'.
HRSA AI Audit Resolution Assistant,HRSA / Mindpetal,agent_platform,1,0,,,1,1,product_queue_review_2026-06: 'The DFI PRF AIARA project' by Mindpetal on UiPath Automation Cloud — catalog entry 'HRSA AI Audit Resolution Assistant'.
HRSA Knowledge Navigator,HRSA / Publicis Sapient,general_llm,1,0,,,1,1,product_queue_review_2026-06: 'Publicis Sapient BMISS Knowledge Navigator' answering APG questions for loan repayment/scholarship programs — catalog entry 'HRSA Knowledge Navigator'.
Harvey,Harvey,legal_research,1,0,,Domain-specific generative AI legal assistant for law firms and legal departments.,1,1,harvey.ai
HeyGen,HeyGen,media_analysis,1,0,,,3,2,HeyGen | HeyGen | HeyGen
Hologic 3D Quorum,Hologic,clinical_decision_support,0,0,,,1,1,Identifies clinically relevant regions of interest through overlapping slices (3mm) to ensure no loss
Hologic Genius AI Detection,Hologic,clinical_decision_support,0,0,,,1,1,via add_product
Hootsuite,Hootsuite,social_listening,1,0,,Social media management platform with AI-assisted content generation and analytics.,2,2,Hootsuite | Hootsuite
Hyperscience,Hyperscience,document_ai,0,0,,,4,3,Hyperscience - IDP software | Hyperscience | Hyperscience
IBM ARGOS,IBM,nlp,0,0,IBM Watson,,1,1,IBM ARGOS
IBM CoreDF,IBM,document_ai,0,0,IBM Watson,,1,1,IBM CoreDF
IBM Watson,IBM,ml_platform,0,0,,,1,1,IBM Watson
IBM watsonx Code Assistant,IBM,coding_assistant,1,0,IBM Watson,IBM watsonx Code Assistant including the Code Assistant for Z mainframe modernization variant.,1,1,IBM WatsonX Code Assistant
ID.me,ID.me,identity_verification,0,0,,,2,2,"ID.me | product_queue_review_2026-06: ""Improves identity document verification process for IRS users who complete the registration process ... detect submissions of forged identity documents"" -- IRS online-ac"
IDEMIA CAT-2/AutoCAT,IDEMIA,biometrics,0,0,,,1,1,"product_queue_review_2026-06: 'IDEMIA Identity, Security USA LLC ... Credential Authentication Technology with Camera System (CAT-2) and AutoCAT' - catalog 'IDEMIA CAT-2/AutoCAT'."
Ideation ReadyAI,Ideation,general_llm,1,0,,,3,1,Ideation ReadyAI | product_queue_review_2026-06: 'Microsoft (Azure Commercial OpenAI Cloud Offerings) ReadyAI Executive Summary GPT' - FEMA GPT built on Azure OpenAI within the ReadyAI platform (catalog 'Ideation ReadyA | product_queue_review_2026-06: 'Microsoft (OpenAI part of Azure Commercial Cloud offerings) ReadyAI OCFO Code Assist GPT' - FEMA GPT on Azure OpenAI within the ReadyAI platform (catalog 'Ideation Ready
Illumio,Illumio,security_tool,0,0,,,1,1,Illumio
Custom In-House AI,In-House,custom,1,0,,Agency-built custom AI systems,50,12,custom | custom | custom
Informatica,Informatica,data_catalog,0,0,,,3,3,Informatica | Informatica | Informatica
Invariant Acoustic Signature AI,Invariant Corporation,audio_analysis,0,0,,,1,1,product_queue_review_2026-06: 'Invariant Corporation' vendor on gunshot acoustic-signature AI - catalog 'Invariant Acoustic Signature AI'.
Kiteworks,Kiteworks,security_tool,0,0,,,1,1,Kiteworks
KnowBe4 PhishER,KnowBe4,security_tool,0,0,,,1,1,Knowbe4 PhishER
Knowtex Ambient Scribe,Knowtex,transcription,1,0,,,1,1,knowtex ambient scribe
Koios DS Breast,Koios Medical,clinical_decision_support,0,0,,,1,1,via add_product
Konica Minolta Dispatcher Paragon,Konica Minolta,productivity,0,0,,,1,1,Konica Minolta Dispatcher Paragon
LIGER Generative AI Toolkit,"LMI Consulting, LLC",general_llm,1,0,,,1,1,"LMI Consulting, LLC  LIGER Generative AI Toolkit"
Lambient AI Scribe,Lambient,transcription,1,0,,,1,1,via add_product
Lantheus aPROMISE,Lantheus,clinical_decision_support,0,0,,,1,1,via add_product
LaserAI,LaserAI,document_ai,1,0,,Commercial systematic-review automation product that uses ML to screen and extract from scientific literature.,1,1,LaserAI
Lasso Security,Lasso Security,security_tool,0,0,,,1,1,Lasso ESS AI Security and Monitoring
Cell Hawk,LeadsOnline,investigative_data,0,0,,LeadsOnline Cell Hawk parses and visualizes call detail records and tower data for investigations.,1,1,Cell Hawk
Yurts AI,Legion (formerly Yurts),general_llm,0,0,,,1,1,Legion (Previously Yurts)
Leica Aivia,Leica,computer_vision,0,0,,,1,1,product_queue_review_2026-06: 'Leica Aivia Provides machine-learning-based object classification in microscopy applications' — catalog entry 'Leica Aivia'.
Lenel OnGuard,LenelS2 (Honeywell),physical_security,0,0,,Lenel OnGuard physical access control system with analytics for credential and intrusion events.,1,1,Lenel
ELSAG ALPR,Leonardo,computer_vision,0,0,,Leonardo ELSAG license-plate-reader cameras and back-end analytics used by law enforcement.,1,1,ELSAG/Leonardo
Lexical Intelligence,"Lexical Intelligence, LLC",nlp,0,0,,,4,1,Lexical Intelligence | Lexical Intelligence | Lexical Intelligence
Lexis+ AI,LexisNexis,legal_research,1,0,LexisNexis,Legal research AI,2,2,LexisNexis | LexisNexis
Lexis+ Protege,LexisNexis,legal_research,1,0,Lexis+ AI,LexisNexis Protege is a personalized generative AI legal assistant; distinct from the broader Lexis+ AI platform.,1,1,Lexis Protege
LexisNexis,LexisNexis,investigative_data,0,0,,,6,4,LexisNexis | LexisNexis | lexisnexis
LexisNexis Risk Solutions,LexisNexis,investigative_data,0,0,LexisNexis,,1,1,REX DBA Lexis Nexis
NexisXplore,LexisNexis,investigative_data,0,0,LexisNexis,,1,1,NexisXplore
idiCORE,LexisNexis Risk Solutions,investigative_data,0,0,LexisNexis Risk Solutions,,1,1,idiCORE
LibreChat,LibreChat (Open Source),general_llm,1,0,,,2,2,librechat | librechat
Litera Compare,Litera,document_ai,0,0,,,1,1,Litera-compare
Litera TOA Builder,Litera,legal_research,0,0,,Litera (formerly Levit & James) Word plugin for automated table-of-authorities and legal document drafting.,1,1,Levit & James
Lookout,Lookout,security_tool,0,0,,,2,2,Lookout | Lookout
Lumivero NVivo,Lumivero,data_analytics,1,0,,NVivo qualitative data analysis tool with AI-assisted coding and theme detection.,1,1,NVivo
Lyssn,Lyssn,audio_analysis,0,0,,,1,1,lyssn
MCG Energy Solutions Integrated Asset Manager,MCG Energy Solutions,data_analytics,0,0,,Wholesale-energy bid-capture/scheduling/settlement product,1,1,MCG Energy Solutions Integrated Asset Manager
MIT Lincoln Lab Speech Translation,MIT Lincoln Laboratory,translation,0,0,,,1,1,"product_queue_review_2026-06: Vendor ""MIT Lincoln Laboratory"" automating ""transcription and translation of Spanish and Mandarin Chinese audio"" — catalog MIT Lincoln Lab Speech Translation."
Magnet Forensics,Magnet Forensics,forensics,1,0,,Digital forensics platform with Magnet Copilot AI features,3,2,"product_queue_review_2026-06: ""These tools include, for example, Cellebrite, Magnet Axiom and Griffeye"" — Magnet Axiom maps to Magnet Forensics, Griffeye to Griffeye Analyze; plain ""Cellebrite"" is ven | Magnet Copilot | Magnet Copilot"
Traffic Jam,Marinus Analytics,investigative_data,0,0,,,1,1,Marinus Analytics Traffic Jam
Mark43,Mark43,investigative_data,1,0,,Cloud-based public-safety records management and CAD platform with AI-assisted report writing.,1,1,Mark43 Public Safety Records
Matroid I4 Viewer,Matroid,computer_vision,0,0,,,1,1,Matroid I4 Viewer
MaxQ AI CT CoPilot,MaxQ AI,clinical_decision_support,0,0,,,1,1,via add_product
KESTREL,Maxar,data_analytics,0,0,,,1,1,Maxar KESTREL Aircraft Landing Location Predictor (KESTREL)
Medallia,Medallia,social_listening,1,0,,,5,4,Medallia MASS | Medallia | Medallia
MediaViz AI,MediaViz,media_analysis,1,0,,,2,2,MediaViz AI | MediaViz AI
Medtronic CareLink,Medtronic,clinical_decision_support,0,0,,,1,1,via add_product
Medtronic GI Genius,Medtronic,clinical_decision_support,0,0,,,1,1,via add_product
Medtronic LINQ II,Medtronic,clinical_decision_support,0,0,,,1,1,via add_product
Medtronic O-arm O2,Medtronic,clinical_decision_support,0,0,,,1,1,via add_product
Meltwater,Meltwater,social_listening,0,0,,Media monitoring with AI,6,5,Meltwater | Meltwater | Meltwater
Llama,Meta,general_llm,0,0,,,6,5,Llama | llama | llama
Azure AI Document Intelligence,Microsoft,document_ai,0,0,Microsoft Azure Platform,,2,2,microsoft | Microsoft
Azure AI Foundry,Microsoft,general_llm,1,1,Microsoft Azure Platform,,4,2,microsoft | Azure AI Foundry | Azure AI Foundry
Azure AI Translator,Microsoft,translation,1,0,Microsoft Azure Platform,,1,1,"product_queue_review_2026-06: 'Deloitte, AzureAI AzureAI Translator TIP Report Research Translation' — maps to Azure AI Translator."
Azure Computer Vision,Microsoft,other,0,0,,,1,1,"product_queue_review_2026-06: ""Automating blank page detection with Non-Generative AI (e.g., Azure Computer Vision and Docum[ent Intelligence]"" — Document Intelligence is in catalog; Azure Computer Vi"
Azure Data Factory,Microsoft,data_analytics,0,0,Microsoft Azure Platform,Microsoft Azure data integration service with embedded AI features such as anomaly detection and data-quality scoring.,1,1,Azure Data Factory
Azure OpenAI,Microsoft,general_llm,1,1,Microsoft Azure Platform,OpenAI models hosted on Azure,49,15,Microsoft | Microsoft | Microsoft
Azure Speech,Microsoft,transcription,0,0,Microsoft Azure Platform,,4,4,Microsoft | Microsoft | azure speech
Azure Synapse Analytics,Microsoft,data_analytics,0,0,Microsoft Azure Platform,,1,1,Azure Synapse Analytics
GitHub Copilot,Microsoft,coding_assistant,1,0,Microsoft,AI pair programmer for code generation,27,19,github copilot | github copilot | github copilot
Microsoft,Microsoft,productivity,0,0,,,20,6,Microsoft | microsoft | Microsoft
Microsoft 365,Microsoft,productivity,0,0,Microsoft,,11,7,Microsoft 365 | microsoft 365 | microsoft
Microsoft 365 Apps for Enterprise,Microsoft,coding_assistant,1,0,Microsoft 365,,1,1,Microsoft 365 Apps for Enterprise
Microsoft 365 Copilot,Microsoft,general_llm,1,1,Microsoft 365,Microsoft's enterprise LLM assistant integrated with Office apps,205,41,Microsoft 365 Copilot | Copilot for Microsoft 365 | Microsoft M365 Copilot
Microsoft 365 Copilot Chat,Microsoft,general_llm,1,1,Microsoft 365 Copilot,The free in-app Copilot chat tier within Microsoft 365 (distinct from the paid M365 Copilot SKU),16,9,Microsoft Copilot Chat | Microsoft Copilot Chat | Microsoft Copilot Chat
Microsoft AI Builder,Microsoft,ml_platform,0,0,Microsoft Power Platform,,4,2,AI Builder Document Scraping | Microsoft AI Builder | The 889 Document Processor is an Optical Character Recognition (OCR) model built using Microsoft AI Builder
Microsoft Azure Authoring Tools,Microsoft,developer_tool,0,0,Microsoft Azure Platform,,1,1,Microsoft Azure Authoring Tools
Microsoft Azure Platform,Microsoft,cloud_platform,0,0,Microsoft,,10,6,Microsoft | Microsoft | microsoft
Microsoft Azure PowerShell,Microsoft,developer_tool,0,0,Microsoft Azure Platform,,1,1,Microsoft Azure PowerShell
Microsoft Azure Quantum Elements,Microsoft,scientific_ml,0,0,Microsoft Azure Platform,,1,1,Microsoft Azure Quantum Elements
Microsoft Copilot Studio,Microsoft,agent_platform,1,0,Microsoft Power Platform,Low-code platform for building custom copilots and agents,6,4,Copilot Studio | Microsoft Copilot Studio | microsoft copilot studio
Microsoft Copilot for Security,Microsoft,security_tool,1,0,Microsoft 365,Microsoft's GenAI-assisted security operations copilot,3,3,Microsoft Copilot for Security | Security Copilot | Microsoft Security Copilot
Microsoft Defender,Microsoft,security_tool,0,0,Microsoft 365,Endpoint security with ML-based threat detection,16,16,Microsoft Defender | MS Defender | Microsoft Defender
Microsoft Discovery,Microsoft,scientific_ml,0,0,Microsoft,,1,1,Microsoft Discovery
Microsoft Dynamics 365,Microsoft,productivity,0,0,Microsoft,,1,1,Microsoft Dynamics Online
Microsoft Edge,Microsoft,consumer_feature,0,0,Microsoft,,1,1,Microsoft Edge
Microsoft Exchange Server,Microsoft,productivity,0,0,Microsoft 365,,1,1,Microsoft Exchange Server
Microsoft HoloLens,Microsoft,computer_vision,0,0,Microsoft,,1,1,"product_queue_review_2026-06: ""BGC/CLIRIO Hololens ... train Inspectors to visually inspect unsafe areas"" — HoloLens maps to catalog Microsoft HoloLens; Clirio (BGC Engineering spin-out) is the AR ins"
Microsoft OneDrive,Microsoft,productivity,0,0,Microsoft 365,,2,1,Microsoft OneDrive | Microsoft OneDrive MUI
Microsoft OneNote,Microsoft,productivity,0,0,Microsoft 365,,2,1,Microsoft OneNote | Microsoft OneNote MUI
Microsoft Outlook,Microsoft,productivity,0,0,Microsoft 365,,3,2,Microsoft Outlook MUI | Microsoft Outlook | Microsoft Outlook
Microsoft Power BI,Microsoft,data_analytics,0,0,Microsoft Power Platform,,4,3,Microsoft Power BI Desktop | Microsoft Power BI | Microsoft Power BI
Microsoft Power Platform,Microsoft,ml_platform,0,0,Microsoft,,8,5,Microsoft Power Platform | Microsoft Power Platform | Microsoft
Microsoft PowerPoint,Microsoft,productivity,0,0,Microsoft 365,,1,1,Microsoft PowerPoint MUI
Microsoft Project,Microsoft,productivity,0,0,Microsoft 365,,1,1,Microsoft Project
Microsoft Purview,Microsoft,security_tool,0,0,Microsoft 365,Data governance and compliance with ML classification,4,4,purview | Microsoft Purview | Microsoft Purview
Microsoft Purview eDiscovery,Microsoft,ediscovery,0,0,Microsoft Purview,,1,1,Microsoft eDiscovery Attorney-Client Privilege Detection
Microsoft ScreenSketch,Microsoft,productivity,0,0,Microsoft,,1,1,Microsoft ScreenSketch
Microsoft Search in Bing,Microsoft,search,0,0,Microsoft 365,,2,1,Microsoft | Microsoft Search in Bing
Microsoft Sentinel,Microsoft,security_tool,0,0,Microsoft Azure Platform,,4,1,Microsoft Sentinel | Microsoft Sentinel | Microsoft Sentinel
Microsoft Skype,Microsoft,productivity,0,0,Microsoft,,1,1,Microsoft Skype App
Microsoft Teams,Microsoft,productivity,0,0,Microsoft 365,Collaboration platform with AI features,101,23,teams | teams | teams
Microsoft Viva,Microsoft,productivity,1,0,Microsoft,,2,2,Microsoft Viva | Viva Insights
SQL Server Management Studio,Microsoft,developer_tool,0,0,Microsoft,,2,2,SQL Server Management Studio | Microsoft
Visual Studio,Microsoft,developer_tool,0,0,Microsoft,,3,3,Visual Studio Community | visual studio | Visual Studio
Visual Studio Enterprise,Microsoft,developer_tool,0,0,Visual Studio,,1,1,Visual Studio Enterprise
Milestone XProtect,Milestone Systems,physical_security,0,0,,Milestone XProtect video management software with integrated AI analytics for object and event detection.,3,2,Milestone | Milestone | milestone
Mindray TE X Ultrasound,Mindray,clinical_decision_support,0,0,,,1,1,via add_product
Motorola License Plate Recognition,Motorola,computer_vision,0,0,,,2,2,Motorola | Motorola
Mural,Mural,productivity,1,0,,,1,1,Mural
NARA A1 Museum AI,NARA / Cortina,computer_vision,1,0,,,1,1,product_queue_review_2026-06: 'Cortina Exhibit Personalization System (EPS) A1 Museum AI Project' matches catalog NARA A1 Museum AI (NARA / Cortina).
NASA CAAP Cost Analytics,NASA / Raytheon,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'Cloud Account Allocation Plan (CAAP) Cost Analytics Support' (Raytheon/Earthdata Cloud) matches catalog NASA CAAP Cost Analytics.
NCI MOSSAIC SEER NLP,NCI / Oak Ridge National Lab,nlp,0,0,,,1,1,product_queue_review_2026-06: 'MOSSAIC applies deep learning natural language processing (NLP) ... to population-based cancer data collected by NCI's ... SEER program' — catalog entry 'NCI MOSSAIC SEE
NEC NeoFace,NEC,biometrics,0,0,,,10,1,NEC | NEC | NEC (algorithm only)
NIAID TB Portals (TB DEPOT),NIAID,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'TB DEPOT (Tuberculosis Data Exploration Portal)' matches catalog NIAID TB Portals (TB DEPOT).
NIAID TB Portals Outlier Detection,NIAID,computer_vision,0,0,NIAID TB Portals (TB DEPOT),,1,1,product_queue_review_2026-06: 'TB Portals Outlier Detection Lambda Function' matches catalog NIAID TB Portals Outlier Detection.
NIAID DAIT AIDS Research Prioritization,NIAID / Deloitte,data_analytics,0,0,,,1,1,product_queue_review_2026-06: 'DAIT AIDS-Related Research Solution ... suggests prioritization of grant applications' by Deloitte — catalog entry 'NIAID DAIT AIDS Research Prioritization'.
NIAID OSPIDA Scientific Coding Assistance Tool,NIAID / Deloitte,nlp,0,0,,,1,1,product_queue_review_2026-06: 'Deloitte SCORS Coding Assistance Tool (CAT) OSPIDA RPAB Scientific Coding Assistance Tool' — catalog entry 'NIAID OSPIDA Scientific Coding Assistance Tool'.
NIH SRDMS NLP COI Module,NIH / Deloitte,nlp,0,0,,,1,1,product_queue_review_2026-06: 'SRDMS NLP COI KP/KI Module' matches catalog entry NIH SRDMS NLP COI Module (Deloitte-built for NIH).
NIH Grants Virtual Assistant,NIH / Google,general_llm,0,0,,,1,1,NIH Grants Virtual Assistant
NIH Travel Policy AI Chatbot,NIH / Infer Solutions,general_llm,1,0,,,1,1,NIH Travel Policy AI Chatbot
NIH eRA Internal Referral Module,NIH / Leidos,nlp,0,0,,,1,1,product_queue_review_2026-06: 'Leidos and Highrise eRA Internal Referral Module (IRM)' — catalog entry 'NIH eRA Internal Referral Module'.
MirBot,NIH / Technatomy Axle,nlp,0,0,,,1,1,MirBot
NIAMS GenAI Chatbot,NIH NIAMS,general_llm,1,0,,,1,1,NIAMS GenAI Chatbot
VoiceAtlas,Navteca,general_llm,0,0,,,1,1,VoiceAtlas no-code chatbot framework
NetApp ARP/AI,NetApp,security_tool,0,0,,,1,1,NetApp ARP/AI
NetDocuments,NetDocuments,document_ai,1,0,,Cloud document and email management for legal/professional services with predictive filing and GenAI features.,1,1,NetDocuments
Nightwing PII Detection,Nightwing Intelligence Solutions,nlp,0,0,,,1,1,"product_queue_review_2026-06: 'Nightwing Intelligence Solutions, LLC ... this AI tool uses Natural Language Processing (NLP) to automatically flag potential PII' - catalog 'Nightwing PII Detection'."
Nlets LPR Pointer Index,Nlets,investigative_data,0,0,,Nlets-operated nationwide license-plate-reader pointer index that federates LPR hits across state and local systems.,1,1,Nlets Nationwide License Plate Reader Pointer Index
Nuance Dragon,Nuance (Microsoft),transcription,0,0,,Nuance Dragon professional speech recognition and dictation product family.,3,3,Dragon | dragon | Dragon Professional
Nuance PowerScribe One,Nuance (Microsoft),transcription,1,0,Nuance Dragon,,1,1,via add_product
OATI webSmartTag,OATI,data_analytics,0,0,,Transmission scheduling/e-tagging product,1,1,OATI Transmission Scheduling
FOIAXpress AI,OPEXUS,document_ai,0,0,,,1,1,FOIAXpress AI
Okta Adaptive MFA,Okta,identity_verification,0,0,,,1,1,Okta
