use_case_id_2024,agency_abbreviation,bureau,use_case_name,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,lineage_status,canonical_wave,entry_type,is_generative_ai,ai_sophistication,deployment_scope,is_enterprise_wide,is_general_llm_access,is_coding_tool,is_cots_commercial,tool_product_name,tool_vendor,is_microsoft_copilot,is_openai,is_anthropic,is_google,is_github_copilot,is_aws_ai,architecture_type,use_type,is_public_facing,confidence,canonical_reasoning,wave1_is_generative_ai,wave1_ai_sophistication,wave1_deployment_scope,wave1_entry_type,wave1_reasoning,wave3_reasoning
34913,HHS,HRSA,AI Audit Resolution Assistant,"The objective of this initiative is to reduce the time for HRSA auditors to review/resolve Single audits. HRSA has experienced an exponential increase in Single audits which is attributable in COVID funding attributable to the Provider Relief Fund programs. 

Success will be measured through the increase in the number of Single audits assigned to each auditor.  e.g., improved technological capabilities should allow HRSA Auditors to more efficiently review and closeout Single audits.","HRSA will utilize generative AI to streamline the Single Audit resolution process and the creation of Management Decision Letters to formally close out and resolve Single audit findings.  The AI Audit Resolution Assistant (AIARA) includes a vector database comprised of Single audit documents assigned to HRSA, creates a retrieval augmented generation which integrates with a large language model to intelligently summarize audit findings and recommendations, and provides chatbot capability and reduce the cognitive load on HRSA auditors for any audit-specific questions.",None of the above.,Developed with both contracting and in-house resources.,Implementation and Assessment,renamed,3,bespoke_application,1,general_llm,bureau,0,,,,,,,,,,,,rag_pipeline,administrative,,high,drift_legitimate — kept 2024 tag as filed,1,general_llm,bureau,bespoke_application,In-house wrapper/RAG over foundation model: 'h integrates with a large' → general_llm.,drift_legitimate — kept 2024 tag as filed
34945,HHS,NIH,Detection of Implementation Science focus within incoming grant applications,"Grants management oversight and administration.

Assign the grant application to a particular division for routine grants management oversight and administration.","This tool uses natural language processing and machine learning to calculate an Implementation Science score that is used to predict if a newly submitted grant application proposes to use science that can be categorized as ""Implementation Science.""",None of the above.,Developed with contracting resources.,Operation and Maintenance,continued,3,product_deployment,0,nlp_specific,bureau,0,,,1,,,,,,,,,unknown,mission_critical,,high,drift_legitimate — kept 2024 tag as filed,0,nlp_specific,bureau,product_deployment,Named product deployment: 'ion. This tool uses natural' → nlp_specific.,drift_legitimate — kept 2024 tag as filed
34977,HHS,NIH,NLM-Gene: towards automatic gene indexing in PubMed articles,"NLM is the world’s largest biomedical library. MEDLINE is NLM's bibliographic database that contains references to journal articles in life sciences, with a concentration on biomedicine. Gene indexing improves literature retrieval and information access.

 To assist this time-consuming and resource-intensive process, NLM developed NLM-Gene, an automatic tool for finding gene names in the biomedical literature using advanced natural language processing and deep learning methods.","Gene indexing is part of the NLM's MEDLINE citation indexing efforts for improving literature retrieval and information access. Currently, gene indexing is performed manually by expert indexers.",None of the above.,,Initiated,retired_2024,1,custom_system,0,nlp_specific,pilot,0,,,,,,,,,,,,unknown,mission_critical,,medium,In-house nlp_specific system: 'ture using advanced natural language'.,0,nlp_specific,pilot,custom_system,In-house nlp_specific system: 'ture using advanced natural language'.,
35084,STATE,CA/CST,Innovation and Transformation Measurement and Prediction,"To measure and understand causal impacts of consular service changes and improvements on desired outcomes (e.g., efficiency, effectiveness, customer and employee experiences, actionable behaviors, etc.) using methods such as machine learning and statistical modeling. This will allow Consular Affairs to better predict how these service changes will impact customers and employees before they are implemented.",Improved outcomes.,N/A,N/A,Initiated,continued,1,bespoke_application,0,predictive_analytics,bureau,,,,0,,,,,,,,,unknown,research,0,low,'measure and understand causal impacts of consular service changes' — planning.,0,predictive_analytics,bureau,bespoke_application,'measure and understand causal impacts of consular service changes' — planning.,
35094,STATE,DT,Apptio,Working Capital Fund (IRM/WCF) used Apptio to bill bureaus for consolidated services run from the WCF. Cost models were built in Apptio so bureaus can budget for the service costs in future Fiscal Years (FYs). Apptio had the capability to extrapolate future values using several available formulas. This project is retired.,N/A,None of the above.,N/A,Initiated,retired_2024,1,product_deployment,0,predictive_analytics,office,,,,1,Apptio,Apptio,,,,,,,inference_only,administrative,0,low,"'Apptio to bill bureaus for consolidated services' — financial planning COTS, minimal AI.",0,predictive_analytics,office,product_deployment,"'Apptio to bill bureaus for consolidated services' — financial planning COTS, minimal AI.",
35095,STATE,DT,DT Data Analytics and Assessment (DAA) AI Use Case ITCP data harvest,To allow DT DAA team to parse unstructured text from key DT documents to build structured data indicating compliance to DT data governance and DT FAM related policies.,Plan to have structured data.,None of the above.,N/A,Planned,continued,1,bespoke_application,0,nlp_specific,office,,,,0,,,,,,,,,unknown,it_operations,0,low,'parse unstructured text from key DT documents to build structured data' — planned.,0,nlp_specific,office,bespoke_application,'parse unstructured text from key DT documents to build structured data' — planned.,
35113,STATE,R/GEC,Topic Modeling,Cluster text into themes based on frequency of used words in documents; was applied to digital media articles as well as social media posts; performed using available Python libraries.  This project is retired.,N/A This was retired.,N/A,N/A,Retired,retired_2024,1,custom_system,0,nlp_specific,office,,,,0,,,,,,,,,custom_trained,research,0,high,'Cluster text into themes based on frequency of used words' — topic modeling.,0,nlp_specific,office,custom_system,'Cluster text into themes based on frequency of used words' — topic modeling.,
35114,STATE,R/GEC,Forecasting,"Using statistical models, projecting expected outcomes into the future; this was applied to COVID cases as well as violent events in relation to tweets. This project is retired.",N/A This was retired.,N/A,N/A,Retired,retired_2024,1,custom_system,0,predictive_analytics,office,,,,0,,,,,,,,,custom_trained,research,0,high,"'statistical models, projecting expected outcomes into the future' applied to COVID/violence.",0,predictive_analytics,office,custom_system,"'statistical models, projecting expected outcomes into the future' applied to COVID/violence.",
35122,STATE,R/GPA/RA,Digital Media Analytics Platform,Using open-source neural machine translation models to translate global media articles and Department and public foreign social media posts into English.,Trend analysis,N/A,Developed with both contracting and in-house resources.,Implementation and Assessment,continued,3,custom_system,0,nlp_specific,office,,,,0,,,,,,,,,inference_only,research,0,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",0,nlp_specific,office,custom_system,'open-source neural machine translation models to translate global media articles'.,"material_divergence — kept Wave 1 (no proposal, genAI agrees)"
35192,USAID,USAID/Bureau for Conflict Prevention and Stabilization,"Chemonics International Inc.'s ""Disinformation Monitoring and Sentiment Analysis""","The Transition to New Sudan program, through a program subcontractor, uses AI technology to monitor social media posts for disinformation, and to monitor citizen sentiment analysis.","Reports, visualizations",None of the above.,,Retired,retired_2024,1,custom_system,0,nlp_specific,bureau,0,,,0,,,,,,,,,unknown,mission_critical,0,medium,"""sentiment"" → text/NLP processing.",0,nlp_specific,bureau,custom_system,"""sentiment"" → text/NLP processing.",
35193,USAID,"USAID/Bureau for Inclusive Growth, Partnerships, and Innovation",PEER 8-161: A wood species identification tool to aid in compliance and enforcement of Peruvian timber regulations,"The Xylotron, created by the U.S. Forest Service's Forest Products Laboratory, uses artificial intelligence to rapidly identify wood species with the goal to identify timber prohibited from logging under national law or the Convention on the International Trade of Endangered Species (CITES).",The Xylotron uses AI to identify the timber species in a sample by matching a scanned image with the database of DNA data. The research team added 35 Peruvian species to the Xylotron's database as part of this research project.,None of the above.,,Retired,retired_2024,1,custom_system,0,classical_ml,bureau,0,,,0,,,,,,,,,unknown,mission_critical,0,low,"""artificial intelligence"" → classical ML model.",0,classical_ml,bureau,custom_system,"""artificial intelligence"" → classical ML model.",
35196,USAID,"USAID/Bureau for Inclusive Growth, Partnerships, and Innovation",USING PREDICTIVE ANALYTICS TO IMPROVE CARE,"1) identify high-risk patients for targeted intervention - in this specific use case it's children who are at risk of malnutrition but it is meant to eventually be applicable in other settings beyond health, 2) identify frontline health workers / caregivers in need of additional follow up and support from a community health facilitator (in this project it's a community facilitator but outside of this project it would likely be a supervisor in the future)",,None of the above.,Developed with contracting resources.,Implementation and Assessment,retired_2024,1,custom_system,0,predictive_analytics,bureau,0,,,0,,,,,,,,,custom_trained,mission_critical,0,high,"""USING PREDICTIVE ANALYTICS TO IMPROVE"" → predictive/forecasting model.; contracted build",0,predictive_analytics,bureau,custom_system,"""USING PREDICTIVE ANALYTICS TO IMPROVE"" → predictive/forecasting model.; contracted build",
35209,USAID,USAID/Bureau for Global Health (GH),Global Antimicrobial Resistance Surveillance System,"WHO’s Global Antimicrobial Resistance Surveillance System (GLASS) was developed to support global surveillance and research in order to strengthen the evidence base on antimicrobial resistance (AMR) and help inform decision-making and drive national, regional, and global actions. USAID's Infectious Disease Detection and Surveillance (IDDS) project assisted Ministries of Health in Kenya, Cameroon and Liberia to use GLASS. This support included training for surveillance sites to enhance AMR data collection, analysis, interpretation, and reporting to GLASS. This also included regular supportive supervision.","Reports, visualizations",None of the above.,,Retired,retired_2024,1,custom_system,0,classical_ml,bureau,0,,,0,,,,,,,,,unknown,mission_critical,0,low,"""Global Antimicrobial Resistance Surveillance System"" → classical ML model.",0,classical_ml,bureau,custom_system,"""Global Antimicrobial Resistance Surveillance System"" → classical ML model.",
35210,USAID,USAID/Bureau for Global Health (GH),GXAlert,"System One's GXAlert/Aspect software platform integrates with diagnostic devices to bring test results to clinicians, partners and program staff through a private and secure communications network and flexible reporting mechanisms. USAID's IDDS project supports the implementation of the GXAlert software in Zimbabwe, Tanzania and Vietnam.","Reports, test results",None of the above.,,Retired,retired_2024,1,custom_system,0,classical_ml,bureau,0,,,0,,,,,,,,,unknown,mission_critical,0,low,"""GXAlert"" → classical ML model.",0,classical_ml,bureau,custom_system,"""GXAlert"" → classical ML model.",
35213,USAID,USAID/Ukraine,DeepGreen Ukraine,"Project aimed at the development of the Illegal Logging and Deforestation Alert System in Ukraine (??-version) based on the results of  the DeepForest Project (created ??-version of the system). It is an IT-based service that will allow its users to detect potential illegal and monitor planned forest logging. The system intends to analyze satellite data on forest cover changes and compare it with open source data published by public institutions (e.g. state land use and ownership maps, forest maps, logging tickets, etc.). The service will reflect near real-time deforestation changes indicating how many forests disappeared from the forest map of Ukraine, when and where it happened, and whether there are appropriate government permits (logging tickets) for felling.",Annotated maps,None of the above.,,Retired,retired_2024,1,custom_system,0,classical_ml,office,0,,,0,,,,,,,,,unknown,it_operations,0,low,"""DeepGreen Ukraine"" → classical ML model.; office scope",0,classical_ml,office,custom_system,"""DeepGreen Ukraine"" → classical ML model.; office scope",
35230,USAID,USAID/Colombia,Amazonía Mia - AI for environmental law enforcement in Colombia,"Strengthen the capabilities of the Attorney General's Office for the investigation and prosecution of environmental crimes, with emphasis on deforestation in the Colombian Amazon, by improving technical, technological and human capabilities, facilitating an effective approach to criminal types and identification and prosecution of major drivers of these behaviors.","Reports, visualizations",None of the above.,Developed with contracting resources.,Operation and Maintenance,retired_2024,1,custom_system,0,classical_ml,office,0,,,0,,,,,,,,,custom_trained,mission_critical,0,medium,"""Amazonía Mia - AI for"" → classical ML model.; office scope, contracted build",0,classical_ml,office,custom_system,"""Amazonía Mia - AI for"" → classical ML model.; office scope, contracted build",
35237,USAID,USAID/Colombia,Project Data Machine: Open governance data in Colombia,"This is a technological tool focused on integrating information related to the Congress of the Republic into a homogeneous and easily downloadable format for data extraction or processing. The benefits of this project include (i) Providing data in open and standard formats that are suitable for reuse by the target audience, (ii) Using agreed-upon schemas and vocabularies and providing a defined data structure so that the information can be correctly interpreted when reused, (iii) Offering a consultation point that includes an inventory with descriptive and technical information about the exposed datasets, (iv) Providing accessible data from persistent and user-friendly web addresses, (v) The project serves as a fundamental catalyst for open data initiatives for public and private entities",Text,None of the above.,Developed with contracting resources.,Operation and Maintenance,retired_2024,1,custom_system,0,classical_ml,office,0,,,0,,,,,,,,,custom_trained,mission_critical,0,medium,"""Project Data Machine: Open governance"" → classical ML model.; office scope, contracted build",0,classical_ml,office,custom_system,"""Project Data Machine: Open governance"" → classical ML model.; office scope, contracted build",
35270,USAID,USAID/Bureau for Management,ESDB/IDEA Series Classification,Reduce labor hours involved in classifying new economic and social data indicators to categories in the ESDB/IDEA system by providing automatically suggested categories to data curation staff.,Suggested category assigments for social and economic indicator series.,None of the above.,,Initiated,retired_2024,1,custom_system,0,classical_ml,bureau,0,,,0,,,,,,,,,unknown,mission_critical,0,low,"""ESDB/IDEA Series Classification"" → classical ML model.",0,classical_ml,bureau,custom_system,"""ESDB/IDEA Series Classification"" → classical ML model.",
35294,USAID,USAID/Bureau for Humanitarian Assistance,"AI translation of water, sanitation, and hygiene learning materials",BHA WASH-funded partner CAWST uses AI for translation of online WASH learning materials.,Reports,None of the above.,,Initiated,retired_2024,1,custom_system,0,classical_ml,bureau,0,,,0,,,,,,,,,unknown,mission_critical,0,low,"""AI translation of water, sanitation,"" → classical ML model.",0,classical_ml,bureau,custom_system,"""AI translation of water, sanitation,"" → classical ML model.",
35321,USDA,APHIS: Animal and Plant Health Inspection Service,Detection of Pre-symptomatic HLB Infected Citrus,The purpose of the model is to detect citrus trees infected with Huanglongbing (HLB) disease using images collected by a camera sensor on a small drone. This system would decrease time and cost associated with manual searching for HLB infected trees.,The model outputs GPS Coordinates of potential Huanglongbing (HLB) infected areas.,None of the above.,,Retired,retired_2024,1,custom_system,0,computer_vision,bureau,0,,,0,,,,,,,,,unknown,mission_critical,0,medium,"""drone"" → imagery/CV model.",0,computer_vision,bureau,custom_system,"""drone"" → imagery/CV model.",
35360,USDA,NRCS: Natural Resources Conservation Service,Dam Inspection Report Document Processing,"The purpose of this AI is to pull out and organize data from thousands of dam inspection documents so that we can use Microsoft Power BI to understand the condition of thousands of USDA Watershed program dams. This allows us to identify the biggest issues and trends across our collection of over 2,100 dams in Oklahoma while reducing labor hours required to complete the task manually.","The model outputs text and checkbox responses, including dam metadata, inspection issue tracking (yes and no checkboxes), and further remarks on the issue or what has been/needs to be done on the dam.",None of the above.,Developed in-house.,Operation and Maintenance,continued,1,product_deployment,0,nlp_specific,bureau,0,,,1,MS Power Platform,Microsoft,,,,,,,custom_trained,mission_critical,0,high,"""Dam Inspection Report Document Processing"" → text/NLP processing.; MS Power Platform deployment",0,nlp_specific,bureau,product_deployment,"""Dam Inspection Report Document Processing"" → text/NLP processing.; MS Power Platform deployment",
35640,VA,VHA: Veterans Health Administration,ECG/EKG Machines- Interpretation of Results,This software aids with interpretation of  clinical Electrocardiogram tracings for VA clinicians.,"The system integrates w/ CPRS and outputs patient demographics on the ECG print-out.  It then prints a list of notable findings from the ECG on the form that is later reviewed and confirmed or overturned by a licensed provider.   In many cases, the machine interpretation is correct and is confirmed by the provider.",None of the above.,Developed in-house.,Operation and Maintenance,continued,1,custom_system,0,classical_ml,bureau,0,,,0,,,,,,,,,custom_trained,mission_critical,,medium,In-house classical_ml system: 'This software aids with interpretation of clinical Electrocardiogram tracings for VA'.,0,classical_ml,bureau,custom_system,In-house classical_ml system: 'This software aids with interpretation of clinical Electrocardiogram tracings for VA'.,
35641,VA,OIT: Office of Information & Technology,Appointment Comments Categorization,To deliver additional timely options for patients that are having mental or physical issues during appointment signup.,"Right now, I'm focusing on alerting around mental health, so the model will return, ""Timely_Alert_Needed, 0.xxxxx""",None of the above.,Developed in-house.,Acquisition and/or Development,continued,1,custom_system,0,classical_ml,bureau,0,,,0,,,,,,,,,custom_trained,mission_critical,,medium,In-house classical_ml system: 'To deliver additional timely options for patients that are having mental or'.,0,classical_ml,bureau,custom_system,In-house classical_ml system: 'To deliver additional timely options for patients that are having mental or'.,
35654,VA,VHA: Veterans Health Administration,Roche Digital Pathology,To aid pathologists in diagnosing pathology cases.,It analyzes slide images to aid in diagnosing,None of the above.,Developed with contracting resources.,Acquisition and/or Development,continued,1,product_deployment,0,computer_vision,bureau,0,,,1,,,,,,,,,unknown,mission_critical,,low,Named product deployment: 'slide images to aid in diagnosi' → computer_vision.,0,computer_vision,bureau,product_deployment,Named product deployment: 'slide images to aid in diagnosi' → computer_vision.,
35662,VA,VHA: Veterans Health Administration,TrueFidelity CT Deep Learning Image Reconstruction,Decreases noise in CT images,,None of the above.,,Operation and Maintenance,continued,1,custom_system,0,classical_ml,bureau,0,,,,,,,,,,,,unknown,mission_critical,,low,In-house classical_ml system: 'Decreases noise in CT images'.,0,classical_ml,bureau,custom_system,In-house classical_ml system: 'Decreases noise in CT images'.,
35674,VA,VBA: Veterans Benefits Administration,National Training Team | Schools — FAQ Dashboard,"The model should classify thousands of questions into categories, generate a sample question based on the category, and provide a suggested answer based on previous responses to similar questions.","Classification, list of questions, answers to questions",None of the above.,Developed with contracting resources.,Acquisition and/or Development,renamed,1,product_deployment,0,classical_ml,bureau,0,,,1,,,,,,,,,unknown,administrative,,medium,Named product deployment: 'should classify thousands of quest' → classical_ml.,0,classical_ml,bureau,product_deployment,Named product deployment: 'should classify thousands of quest' → classical_ml.,
35675,VA,VHA: Veterans Health Administration,Audit of Service Connection Designations Associated with Prescriptions,"Reduction in waste, fraud and abuse.",Binary,None of the above.,Developed in-house.,Acquisition and/or Development,renamed,1,custom_system,0,classical_ml,bureau,0,,,0,,,,,,,,,custom_trained,mission_critical,,low,"In-house classical_ml system: 'Reduction in waste, fraud and abuse'.",0,classical_ml,bureau,custom_system,"In-house classical_ml system: 'Reduction in waste, fraud and abuse'.",
35678,VA,VHA: Veterans Health Administration,"Prostate Cancer, Genetic Risk, and Equitable Screening Study (ProGRESS) - Prostate Cancer Risk Prediction Model","This risk model is being used within the framework of a nationwide, VA funded randomized controlled trial to deliver a precision prostate cancer screening intervention to research participants. The model uses machine learning components (e.g., training and validation sets from MVP and other external sources, LASSO-regularized Cox model) and genetic, ancestry, and self-report family history of prostate cancer data to develop and validate a risk prediction model to help stratify new participants into three distinct prostate cancer risk categories (low risk, average risk, high risk). The risk classification is then included as part of a comprehensive report, including a full risk model report from a VA-approved genetic testing laboratory, a monogenic genetic variant report from a VA-approved genetic testing laboratory, and a summary sheet which provide general information and risk-specific recommendations surrounding prostate cancer screening. The report is shared with the participant and their VA healthcare providers as additional information to be used within the  framework of shared decision-making regarding future prostate cancer screening.","The risk model uses new participant data to output a risk classification for prostate cancer based on genetic, ancestry, and self-report family history of prostate cancer data (low risk, average risk, high risk). The classification is is then included as part of a comprehensive report that is delivered to the participant and their VA healthcare providers to be used within the framework of shared decision-making regarding future prostate cancer screening.",None of the above.,Developed with both contracting and in-house resources.,Acquisition and/or Development,continued,3,bespoke_application,0,classical_ml,bureau,0,,,,,,,,,,,,inference_only,administrative,,medium,material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0,1,general_llm,bureau,bespoke_application,"In-house wrapper/RAG over foundation model: 'risk, average risk, high risk' → general_llm.",material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0
35687,VA,OIT: Office of Information & Technology,ESD-Speech Sentiment and Analytics,Utilizing AI to analyze speech sentiment of internal customers (non-veterans) to improve quality of service at the Enterprise Service Desk.,Various reports and dashboards for ESD leadership and the Tier 1 vendor partner to assess quality of service.  The AI component makes it possible to assess and analyze all contacts with the ESD as opposed to the ~2% of contacts we can assess today using manual approaches.,Transcribing and summarizing a recorded meeting or interview using AI.,,Initiated,retired_2024,1,bespoke_application,1,general_llm,pilot,0,,,,,,,,,,,,inference_only,it_operations,,medium,In-house wrapper/RAG over foundation model: 'and summarizing a recorded meeti' → general_llm.,1,general_llm,pilot,bespoke_application,In-house wrapper/RAG over foundation model: 'and summarizing a recorded meeti' → general_llm.,
35773,VA,VHA: Veterans Health Administration,Classify clinical pathway for cancer patients,"The VA National Oncology Program has invested in creating clinical pathways that guide providers to provide high quality evidence-based standard of care treatments to Veterans with cancer. However at this time, it is unclear how many or how often providers are ‘on pathway’ or are concordant with this recommendation. Work will focus on leveraging AI to assess degree of adoption of various pathways. For example:  To assess care quality across the VA in regards to genetic testing in Veterans with prostate cancer, and provide the needed information to engage in quality improvement efforts, the VA NOP proposes to develop, evaluate and implement an informatics workflow that is capable of extracting information regarding whether a Veteran with prostate cancer has been offered access to germline and somatic genetic testing. Work will follow the framework NOP developed to assess germline genetic testing in Veterans with breast cancer in response to the Advances in Mammography and Medical Options (MAMMO) for Veterans Act of 2022. Briefly, Veterans receiving care for prostate cancer in VA will be identified using electronic health information in the VA Corporate Data Warehouse, and their latest relevant clinical notes will be retrieved. Data from VistA CPRS prostate cancer pathway templates will provide a gold standard for developing and evaluating the feasibility of using an open-source generative large language model to determine whether a Veteran has been offered genetic testing according to clinical notes. Earlier work has been successful using zero-shot (or few-shot) prompt development. Model fine tuning can be considered should these approaches fail. Upon achieving acceptable accuracy, the model will then be implemented for near real time determination of access to genetic testing at scale, especially in sites where this information is not available. 
This work will allow assessment of quality of care as it relates to adherence to VA endorsed clinical pathways on genetic testing in Veterans with prostate cancer. It will also facilitate efforts for improving care delivered through identification of sites that can be supported through existing efforts such as the National Tele-oncology Office, or cancer care navigation and tracking initiatives.
We do not anticipate this AI to be either safety impacting or rights impacting. The output does not serve as a principal basis for a decision. Stakeholders are expected to review the output at the population level, increasing their awareness of how the system as a whole is attending to Veteran needs per program office policy. Any use of the system to address needs at the site level or Veteran level will involve human review and corroboration of the output veracity using source information obtained from the EHR. The system resides completely within approved VA IT boundaries that are fully compliant with FISMA and HIPAA rules with availability and reliability set by OI&T. The information that the algorithm uses for input and its output relates to documentation of patient, disease, and prior treatment features related to cancer diagnoses and therefore are unlikely to perpetuate inequalities related to protected characteristics. They are unrelated to educational benefits, housing grants, loans, risk assessment for insurance, job training programs, employment services, vocational rehabilitation, or hiring. It does not impact claims and benefits processing.
While the system is envisioned to increase the effectiveness and efficiency of stakeholders identifying information elements related the Veteran’s cancer diagnoses and treatment, these elements are not envisioned to be related to race, nor creating or promoting disparities. On the contrary, by improving identification of off pathway care, we believe the system will offer the opportunity for stakeholders to identify areas where Veterans, or systems in need more support, decreasing any existing inequities. It will not be used for diagnosing disease","Class for clinical pathway, i.e., which clinical pathway the cancer patient is on. This will be highlighted in the original context and output along with the original context for nurse coordinators to review.",Searching for information using AI.,,Acquisition and/or Development,renamed,3,bespoke_application,1,general_llm,bureau,0,,,,,,,,,,,,fine_tuned,mission_critical,,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),1,general_llm,bureau,bespoke_application,In-house wrapper/RAG over foundation model: 'n-source generative large language model' → general_llm.,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025)
35776,VA,VHA: Veterans Health Administration,Adobe Creative Cloud,Develop nursing education presentations,Used to make animations or to populate AI art.,Creating visually appealing presentations using AI-driven design suggestions.,,Operation and Maintenance,continued,1,custom_system,0,classical_ml,bureau,0,,,,,,,,,,,,unknown,mission_critical,,low,In-house classical_ml system: 'Develop nursing education presentations'.,0,classical_ml,bureau,custom_system,In-house classical_ml system: 'Develop nursing education presentations'.,
35794,VA,VHA: Veterans Health Administration,Intelligent 2D,"Mammography - Produces synthetic 2D images from 3D mammography data to improve the detection of breast lesions while reducing radiation dose. Reduces the 'noise' if the images, helping to eliminate random elements that may distort the image. Provides Interpreting Radiologists improved detection ability through reduction of artifacts that may reduce visibility of lesions - ultimately providing a clearer picture of breast tissue. FDA Approved.",Provides synthetic 2D image to augment the Interpreting Radiologist's ability to detect breast lesions.,None of the above.,,Operation and Maintenance,continued,1,custom_system,0,computer_vision,bureau,0,,,,,,,,,,,,unknown,mission_critical,,medium,In-house computer_vision system: '2D images from 3D mammograph'.,0,computer_vision,bureau,custom_system,In-house computer_vision system: '2D images from 3D mammograph'.,
35820,VA,VHA: Veterans Health Administration,VA CART Percutaneous Coronary Intervention SYNTAX Score,The VA CART SYNTAX risk model predicts 30-day post-PCI mortality using a combination of clinical and anatomic variables. The model is available to facilitate personalized informed consent discussions and appropriate preparation for high-risk PCI cases.,"The calculated score indicates a risk of major adverse cardiovascular events (death, MI, stroke, and repeat revascularization) over time.",None of the above.,Developed in-house.,Operation and Maintenance,renamed,1,custom_system,0,predictive_analytics,bureau,0,,,0,,,,,,,,,custom_trained,mission_critical,,medium,In-house predictive_analytics system: 'model predicts 30-day post-PCI mo'.,0,predictive_analytics,bureau,custom_system,In-house predictive_analytics system: 'model predicts 30-day post-PCI mo'.,
35845,VA,OIG,Transcription Services,Increased efficiency,transcribed meetings and interviews,Transcribing and summarizing a recorded meeting or interview using AI.,Developed in-house.,Operation and Maintenance,retired_2024,1,bespoke_application,1,general_llm,bureau,0,,,0,,,,,,,,,inference_only,administrative,,low,In-house wrapper/RAG over foundation model: 'and summarizing a recorded meeti' → general_llm.,1,general_llm,bureau,bespoke_application,In-house wrapper/RAG over foundation model: 'and summarizing a recorded meeti' → general_llm.,
35952,DOJ,DEA,Supply Chain Analytics,"Purpose: DEA has a mission to protect communities and save lives. It requires an understanding of global drug markets, manufacturing, and distribution channels as well as the impact of illicit drugs on communities and individuals. Supply chain analytics is a tool to further drug trafficking investigations and protecting the American public.

Expected benefits: Supply chain information can further investigative leads and allow dedicated DEA personnel to better understand the impact and trends of drug markets.",Supply chain analytical outputs vary by query and generally focus on specific markets or business entities.,None of the above.,,Operation and Maintenance,continued,1,custom_system,0,classical_ml,bureau,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0,medium,"Says 'DEA has a mission to protect' — classical ML pipeline, DEA-scoped.",0,classical_ml,bureau,custom_system,"Says 'DEA has a mission to protect' — classical ML pipeline, DEA-scoped.",
35967,DOJ,DEA,Data & Analytics: Financial and Cryptocurrency Transactions 1,"Purpose: DEA is a data-driven organization that integrates data and analytics capabilities across its mission. The purpose of this use case is to enhance the investigative process and search for patterns and relationships in financial transactions including cryptocurrencies to support drug trafficking and money laundering investigations.

Expected benefits: Enhances the detection and prevention of financial crimes related to ongoing investigations.",Outputs include recommended results and data visualizations.,None of the above.,,Operation and Maintenance,renamed,3,custom_system,1,agentic,bureau,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0,high,tagging_error_2024 — adopted Wave 2 corrections (and 2025 mirror where Wave 2 cited),0,classical_ml,bureau,custom_system,"Says 'DEA is a data-driven organization that' — classical ML pipeline, DEA-scoped.",tagging_error_2024 — adopted Wave 2 corrections (and 2025 mirror where Wave 2 cited)
35988,DOJ,Department-wide,General Web Search,"Purpose: DOJ employees use services such as Google and Bing to retrieve information on a variety of subjects.

Expected benefits: Streamline the information-gathering processes.",Recommended search results,Searching for information using AI.,,Operation and Maintenance,renamed,3,generic_use_pattern,0,classical_ml,department,0,0,0,0,,,0,0,0,0,0,0,,mission_critical,0,low,material_divergence — narrative thin; kept wave1 tag,0,classical_ml,department,generic_use_pattern,"Says 'AI' — classical ML pipeline, department-wide deployment.",material_divergence — narrative thin; kept wave1 tag
35995,DOJ,ENRD,Parallel Search from CaseText,"Purpose: Parallel Search helps attorneys and paralegals identify cases that are relevant to particular points of law by allowing them to describe the case they are looking for in plain language. 

Expected benefits: Faster legal research",Legal citations to cases.,Searching for information using AI.,,Operation and Maintenance,continued,1,generic_use_pattern,0,classical_ml,bureau,0,0,0,0,,,0,0,0,0,0,0,,mission_critical,0,low,"Says 'AI' — classical ML pipeline, ENRD-scoped.",0,classical_ml,bureau,generic_use_pattern,"Says 'AI' — classical ML pipeline, ENRD-scoped.",
36022,DOJ,FBI,Autonomous Detection and Monitoring (Procurement ID: 15F06721P0002431),"Purpose: Tool provides capabilities to support data and analytics, data synthesis, filtering, and linking of open source & threat intelligence.

Expected benefits: increased analytic capability",-,None of the above.,,Operation and Maintenance,renamed,3,custom_system,0,classical_ml,bureau,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0,medium,material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0,0,classical_ml,bureau,custom_system,"Says 'Tool provides capabilities to support data' — classical ML pipeline, FBI-scoped.",material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0
