uc_2024_id,uc_2025_id,lineage_status,agency_abbreviation,name_2024,name_2025,canonical_wave,category,diverged_fields,tag2024_is_generative_ai,tag2024_ai_sophistication,tag2024_deployment_scope,tag2024_entry_type,tag2025_is_generative_ai,tag2025_ai_sophistication,tag2025_deployment_scope,tag2025_entry_type
34434,132648,continued,DOE,Boston Dynamics Spot Robotics,Boston Dynamics Spot Robotics,1,persistent_disagreement,ai_sophistication|entry_type,0,classical_ml,bureau,custom_system,0,computer_vision,bureau,product_deployment
34435,132708,continued,DOE,Elastic Stack Technology (ELK),Elastic Stack Technology (ELK),1,persistent_disagreement,entry_type,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,product_deployment
34436,132719,continued,DOE,Raytheon Multimedia Monitoring System (M3S),Raytheon Multimedia Monitoring System (M3S),1,persistent_disagreement,entry_type,0,nlp_specific,bureau,custom_system,0,nlp_specific,bureau,product_deployment
34437,132726,continued,DOE,Cognitive Prescreen Tool (CPT),Cognitive Prescreen Tool (CPT),1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34438,132736,continued,DOE,Machine Learning for Linac Improved Performance,Machine Learning for Linac Improved Performance,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34439,132756,continued,DOE,Next-Generation Beam Cooling and Control with Optical Stochastic Cooling,Next-Generation Beam Cooling and Control with Optical Stochastic Cooling,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34440,132776,continued,DOE,high level synthesis for machine learning (previously hls4ml),high level synthesis for machine learning (previously hls4ml),1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34441,132786,continued,DOE,Streamining intelligent detectors for sPHENIX/EIC,Streamining intelligent detectors for sPHENIX/EIC,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34442,132797,continued,DOE,In-pixel AI for future tracking detectors,In-pixel AI for future tracking detectors,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34443,132808,continued,DOE,SONIC: AI acceleration as a service,SONIC: AI acceleration as a service,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34444,132834,continued,DOE,READS: Real-time Edge AI for Distributed Systems,READS: Real-time Edge AI for Distributed Systems,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34445,132854,continued,DOE,Extreme data reduction for the edge,Extreme data reduction for the edge,3,expected_drift,is_generative_ai|ai_sophistication|entry_type,0,predictive_analytics,bureau,custom_system,1,classical_ml,bureau,product_deployment
34446,132865,continued,DOE,Machine Learning for Accelerator Operations Using Big Data Analytics / L-CAPE,Machine Learning for Accelerator Operations Using Big Data Analytics / L-CAPE,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34447,132684,continued,DOE,Soil Moisture Modeling,Soil Moisture Modeling,1,persistent_disagreement,ai_sophistication|entry_type,0,predictive_analytics,bureau,generic_use_pattern,0,classical_ml,bureau,product_deployment
34454,132892,continued,DOI,Use of AI to Enhance Flash Flood Forecast Tool,Use of AI to Enhance Flash Flood Forecast Tool [2024 Inv#WO0000000110323],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34455,132889,continued,DOI,Liable Party Research,Liable Party Research [2024 INV#WO0000000110496],1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34456,132888,continued,DOI,Data Extraction Using MS Power Automate AI Functionality,Data Extraction Using MS Power Automate AI Functionality [2024 INV#WO0000000110500],1,persistent_disagreement,ai_sophistication|entry_type,0,nlp_specific,bureau,product_deployment,0,classical_ml,bureau,custom_system
34457,132893,renamed,DOI,CESU project to detect of bird nests using deep learning to support annual colonial bird monitoring,Bird Nest Detection [2024 Inv#WO0000000110506],1,aligned,,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,custom_system
34458,132903,continued,DOI,Image Generation and Audio Video Editing,Image Generation and Audio Video Editing [2024 Inv#WO0000000110551],3,expected_drift,is_generative_ai|ai_sophistication,1,general_llm,bureau,custom_system,0,computer_vision,bureau,custom_system
34460,132904,continued,DOI,Machine Learning Model Optimization,Machine Learning Model Optimization[2024 INV#WO0000000110563],1,persistent_disagreement,entry_type,0,classical_ml,bureau,product_deployment,0,classical_ml,bureau,custom_system
34466,132890,renamed,DOI,Proposal for the I-NEPA System: Leveraging Artificial Intelligence (AI) for Enhanced Efficiency in E,I-NEPA System: Leveraging Artificial Intelligence (AI) for Enhanced Efficiency [2024 INV# WO0000000111250],3,expected_drift,is_generative_ai|ai_sophistication|deployment_scope,1,general_llm,department,custom_system,0,classical_ml,bureau,custom_system
34467,132891,continued,DOI,Public Comment Analysis Tool (PCAT): Leveraging Artificial Intelligence (AI) for Enhanced Efficiency,Public Comment Analysis Tool (PCAT): Leveraging Artificial Intelligence (AI) for Enhanced Efficiency  [2024 INV#WO0000000106351],1,persistent_disagreement,ai_sophistication|deployment_scope,0,nlp_specific,department,custom_system,0,classical_ml,bureau,custom_system
34469,132971,continued,DOI,Summarization of documents and output to ECOSphere species workflow,Summarization of documents and output to ECOSphere species workflow [2024 INV#DOI-63],1,persistent_disagreement,ai_sophistication,1,general_llm,bureau,custom_system,1,agentic,bureau,custom_system
34471,132901,renamed,DOI,Computer Vision Model to Rapidly Identify Habitat Change,Development of a computer vision model to monitor for early detection of habitat loss across the landscape. [2024 INV#DOI-65],1,persistent_disagreement,ai_sophistication,0,computer_vision,bureau,custom_system,0,classical_ml,bureau,custom_system
34475,132906,continued,DOI,ONRR Video Hosting Platform [OVHP],ONRR Video Hosting Platform [OVHP][2024 Inv#WO0000000110488],3,expected_drift,is_generative_ai|ai_sophistication,1,general_llm,bureau,custom_system,0,classical_ml,bureau,custom_system
34476,132905,continued,DOI,Video Creation and Editing,Video Creation and Editing[2024 Inv#WO0000000110494],3,expected_drift,is_generative_ai|ai_sophistication,1,general_llm,bureau,custom_system,0,classical_ml,bureau,custom_system
34478,133133,continued,DOI,Non-Generative AI use for Trust Information Analysis and Reporting Tool,Non-Generative AI use for Trust Information Analysis and Reporting Tool [2024 INV#WO0000000110516],1,persistent_disagreement,entry_type,1,general_llm,bureau,custom_system,1,general_llm,bureau,product_deployment
34479,132902,continued,DOI,Intelligent Optical Character Recognition,Intelligent Optical Character Recognition [2024 INV#WO0000000110733],1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34484,133094,renamed,DOI,PyForecast,Seasonal Water Supply Forecasting: Pyforecast [2024 INV#DOI-69],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34485,133099,continued,DOI,Improved Processing and Analysis of Test and Operating Data from Rotating Machines,Improved Processing and Analysis of Test and Operating Data from Rotating Machines [2024 INV#DOI-62],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34488,133129,continued,DOI,Effects of vehicle traffic on space use and road crossings of caribou in the Arctic,Effects of vehicle traffic on space use and road crossings of caribou in the Arctic [2024 INV#WO0000000110111],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34489,132908,continued,DOI,Automated Walrus Haulout Monitoring,Automated Walrus Haulout Monitoring [2024 INV#WO0000000110052],1,aligned,,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,custom_system
34490,133014,continued,DOI,Forecasting Earthquake Ground Motion Time Series,Forecasting Earthquake Ground Motion Time Series [2024 INV#WO0000000109733],3,expected_drift,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,general_llm,bureau,custom_system
34491,133108,continued,DOI,CONUS EcoFlows Planning & Prototype,CONUS EcoFlows Planning & Prototype [2024 INV#WO0000000109732],3,expected_drift,ai_sophistication|deployment_scope,0,predictive_analytics,pilot,custom_system,0,classical_ml,bureau,custom_system
34492,132918,continued,DOI,Prioritized Constituents: Sediment,Prioritized Constituents: Sediment [2024 INV#WO0000000109726],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34493,132919,continued,DOI,Avian population estimates from passive acoustic monitoring,Avian population estimates from passive acoustic monitoring [2024 INV#WO0000000109725],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34494,132920,continued,DOI,FEMA mixed population flood-frequency analysis,FEMA mixed population flood-frequency analysis [2024 INV#WO0000000109723],1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34495,133109,renamed,DOI,"Nutrient, Salinity, and temperature model development","Nutrient, Salinity, sediment, temperature, and drought model development",1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34496,132921,continued,DOI,Data-Driven Streamflow Drought,Data-Driven Streamflow Drought [2024 INV#WO0000000109714],3,expected_drift,ai_sophistication|deployment_scope,0,predictive_analytics,pilot,custom_system,0,classical_ml,bureau,custom_system
34498,132922,renamed,DOI,National-Extent Groundwater Quality Prediction for the National Water Census and Regional Integrated,National-Extent Groundwater Quality Prediction for the National Water Census and Regional Integrated Water Availability Assessments [2024 INV#WO0000000109709],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34499,132923,continued,DOI,Use of artificial intelligence tools for optimization and documentation for computer codes,Use of artificial intelligence tools for optimization and documentation for computer codes [2024 INV#WO0000000109681],1,persistent_disagreement,entry_type,1,general_llm,bureau,generic_use_pattern,1,general_llm,bureau,bespoke_application
34500,133007,continued,DOI,Improved earthquake detection for research studies,Improved earthquake detection for research studies [2024 INV#WO0000000108499],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34501,133106,renamed,DOI,NGWOS External R&D - Using advanced computing techniques for image-based monitoring,Using advanced computing techniques for image-based monitoring [2024 INV#WO0000000109674],1,aligned,,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,custom_system
34502,133110,continued,DOI,Water Use Model Development,Water Use Model Development [2024 INV#WO0000000109669],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34507,132924,continued,DOI,Mapping sagebrush from drones to satellites,Mapping sagebrush from drones to satellites [2024 INV#WO0000000109568],1,persistent_disagreement,ai_sophistication,0,computer_vision,bureau,custom_system,0,classical_ml,bureau,custom_system
34508,132925,renamed,DOI,Delineating sub-surface drainage using satellite imager,Delineating sub-surface drainage using satellite imagery [2024 INV#WO0000000109525],1,aligned,,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,custom_system
34509,132926,continued,DOI,Vegetation mapping on the Hawaiian island of Lanai,Vegetation mapping on the Hawaiian island of Lanai [2024 INV#WO0000000109501],1,persistent_disagreement,ai_sophistication,0,computer_vision,bureau,custom_system,0,classical_ml,bureau,custom_system
34510,132999,continued,DOI,Machine Learning for automatic fracture mapping and rock identification,Machine Learning for automatic fracture mapping and rock identification [2024 INV#WO0000000109499],1,persistent_disagreement,ai_sophistication,0,computer_vision,bureau,custom_system,0,classical_ml,bureau,custom_system
34511,132927,continued,DOI,Reinforcement Learning for Helmholtz Coil Operation and Simulation,Reinforcement Learning for Helmholtz Coil Operation and Simulation [2024 INV#WO0000000109497],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34512,133033,renamed,DOI,Deep-learning Integration into NEIC Operations,Deep?learning Integrations into NEIC Operations [2024 INV#WO0000000109496],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34513,133067,renamed,DOI,Predictions of PFAS Concentrations in Groundwater,PFAS Groundwater Model,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34514,133105,renamed,DOI,NGWOS External R&D - Using advanced computing techniques for mobile monitoring platforms,Using advanced computing techniques for mobile monitoring platforms [2024 INV#WO0000000109492],3,expected_drift,is_generative_ai|ai_sophistication,0,classical_ml,bureau,custom_system,1,agentic,bureau,custom_system
34515,132928,continued,DOI,Population and critical habitat modeling of overwintering monarch butterflies,Population and critical habitat modeling of overwintering monarch butterflies [2024 INV#WO0000000109410],1,persistent_disagreement,ai_sophistication,0,computer_vision,bureau,custom_system,0,classical_ml,bureau,custom_system
34516,133070,continued,DOI,Automating the Detection and Classification of Wildlife in Aerial Imagery,Automating the Detection and Classification of Wildlife in Aerial Imagery [2024 INV#WO0000000109409],3,expected_drift,is_generative_ai|ai_sophistication,0,computer_vision,bureau,custom_system,1,agentic,bureau,custom_system
34517,132929,continued,DOI,Machine Learning algorithm for stream velocity prediction,Machine Learning algorithm for stream velocity prediction [2024 INV#WO0000000109319],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34518,132991,continued,DOI,Machine Learning for streamflow forecasting,Machine learning for streamflow forecasting [2024 INV#WO0000000109317],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34519,132930,continued,DOI,Automated otolith aging using image processing,Automated otolith aging using image processing [2024 INV#WO0000000109315],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,computer_vision,bureau,custom_system
34521,132931,continued,DOI,Machine learning for tsunami source zones,Machine learning for tsunami source zones [2024 INV#WO0000000109313],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34522,132970,continued,DOI,Shoreline Modeling,Shoreline modeling [2024 INV#WO0000000108297; 2024 INV#WO0000000109312],1,persistent_disagreement,ai_sophistication,0,computer_vision,bureau,custom_system,0,classical_ml,bureau,custom_system
34523,132992,continued,DOI,Determining the resource potential of critical minerals in seafloor massive sulfide deposits,Determining the resource potential of critical minerals in seafloor massive sulfide deposits [2024 INV#WO0000000109311],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34524,132932,continued,DOI,"Oceanographic, coastal, and geomorphic change analysis: data generation, QC/QA, and data management","Oceanographic, coastal, and geomorphic change analysis: data generation, QC/QA, and data management [2024 INV#WO0000000109310]",1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34525,133036,renamed,DOI,Synthesizing mapping and monitoring data to inform prairie dog management in National Parks,Synthesizing mapping and monitoring data to understand fluctuations in prairie dog colony size and densities in Theodore Roosevelt National Park [2024 INV#WO0000000109308],1,aligned,,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,custom_system
34526,132933,renamed,DOI,"Quantifying the effects of land-use change and bioenergy crop production on pollinators, wildlife, a","Quantifying the effects of land-use change and bioenergy crop production on pollinators, wildlife, and ecosystem services in the Northern Great Plains [2024 INV#WO0000000109305]",1,persistent_disagreement,ai_sophistication,0,computer_vision,bureau,custom_system,0,classical_ml,bureau,custom_system
34527,132934,continued,DOI,Computationally efficient emulation of spheroidal elastic deformation sources using machine learning,Computationally efficient emulation of spheroidal elastic deformation sources using machine learning [2024 INV#WO0000000109302],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34528,132935,continued,DOI,Wildlife species recognition and distance from camera estimation,Wildlife species recognition and distance from camera estimation [2024 INV#WO0000000109245],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34530,132936,continued,DOI,Machine Learning to evaluate water quality,Machine Learning to evaluate water quality [2024 INV#WO0000000109241],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34531,132937,continued,DOI,Ecological niche models for bat species,Ecological niche models for bat species [2024 INV#WO0000000109233],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34533,132938,renamed,DOI,Development of a Strategic Framework for Use and Implementation of Machine Learning in Energy Resour,Development of a Strategic Framework for Use and Implementation of Machine Learning in Energy Resource Program Workflows [2024 INV#WO0000000109216],3,expected_drift,is_generative_ai|ai_sophistication,0,predictive_analytics,bureau,custom_system,1,agentic,bureau,custom_system
34534,132939,continued,DOI,"Quantifying Watershed Controls on Fine Sediment Flux to Lake Tahoe, California/Nevada","Quantifying Watershed Controls on Fine Sediment Flux to Lake Tahoe, California/Nevada [2024 INV#WO0000000109215]",1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34535,132940,continued,DOI,Seismology of Magmatic Injection,Seismology of Magmatic Injection [2024 INV#WO0000000109214],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34536,132941,continued,DOI,Earthquake Catalog Development,Earthquake Catalog Development [2024 INV#WO0000000109208],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34537,132942,continued,DOI,Seedling Identification and Percent Growth Analysis,Seedling Identification and Percent Growth Analysis [2024 INV#WO0000000109200],1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,computer_vision,bureau,custom_system
34538,132943,continued,DOI,Gulf Coast Geologic Energy Machine Learning,Gulf Coast Geologic Energy Machine Learning [2024 INV#WO0000000109198],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34539,133035,renamed,DOI,Flow Photo Explorer to estimate flow,USGS Flow Photo Explorer [2024 INV#WO0000000109196],1,persistent_disagreement,ai_sophistication|entry_type,0,predictive_analytics,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34540,132944,continued,DOI,Predicting Sparse (Geothermal) Resources Availability by using Machine Learning,Predicting Sparse (Geothermal) Resources Availability by using Machine Learning [2024 INV#WO0000000109195],3,expected_drift,is_generative_ai|ai_sophistication,0,nlp_specific,bureau,custom_system,1,agentic,bureau,custom_system
34541,132974,renamed,DOI,National Wildlife Disease Database,National Wildlife Disease Database (NWDD) [2024 INV#WO0000000108149; 2024 INV#WO0000000109192],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34543,133045,renamed,DOI,Using Machine Learning Methods for Automatic Discovery and Catalog of North Dakota Stock Ponds and Other Impoundments,Catalog of stock ponds using machine learning,1,persistent_disagreement,ai_sophistication,0,computer_vision,bureau,custom_system,0,classical_ml,bureau,custom_system
34546,132955,continued,DOI,Predicting inundation dynamics of small forested wetlands,Predicting inundation dynamics of small forested wetlands [2024 INV#WO0000000109089],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34548,132945,continued,DOI,Using machine learning to detect invasive bullfrogs,Using machine learning to detect invasive bullfrogs [2024 INV#WO0000000109159],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34549,132946,renamed,DOI,"Deep Learning application for automated mapping of surficial landforms, surficial geological deposit","Deep Learning application for automated mapping of surficial landforms, surficial geological deposits, and abandoned mine sites from lidar-derived topography [2024 INV#WO0000000109153]",1,persistent_disagreement,ai_sophistication|entry_type,0,computer_vision,bureau,product_deployment,0,classical_ml,bureau,custom_system
34550,132966,continued,DOI,Zero shot segmentation to expedite Quaternary geologic mapping,Zero shot segmentation to expedite Quaternary geologic mapping [2024 INV#WO0000000108739; 2024 INV#WO0000000109150],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34551,132947,renamed,DOI,Oil Spil Response for Ice-Covered Rivers,Oil Spill Response for Ice-Covered Rivers [2024 INV#WO0000000109142],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34553,132948,continued,DOI,Pacific Northwest Stream Flow Permanence,Pacific Northwest Stream Flow Permanence [2024 INV#WO0000000109137],1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34554,132949,continued,DOI,SAMPLE Toolbox,SAMPLE Toolbox [2024 INV#WO0000000109123],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34555,132950,continued,DOI,Mapping wildfire fuels in previously burned landscapes,Mapping wildfire fuels in previously burned landscapes [2024 INV#WO0000000109121],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34556,132967,continued,DOI,Inventorying landforms with convolutional neural networks,Inventorying landforms with convolutional neural networks [2024 INV#WO0000000108738; WO0000000109117],1,aligned,,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,custom_system
34557,132951,renamed,DOI,Lava lake thermal pattern classification using self organizing maps and relationships to eruption pr,"Lava lake thermal pattern classification using self organizing maps and relationships to eruption processes at Kilauea Volcano, Hawaii [2024 INV#WO0000000109098]",1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34558,132952,continued,DOI,Advancing image-based surveys to support sea duck conservation along the Pacific Flyway,Advancing image-based surveys to support sea duck conservation along the Pacific Flyway [2024 INV#WO0000000109096],1,aligned,,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,custom_system
34559,132995,renamed,DOI,Probabilistic source classification of large tephra producing eruptions using supervised machine lea,Tephra classification with machine learning [2024 INV#WO0000000109095],1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34560,132953,continued,DOI,InSAR and other geodetic studies at Volcanoes,InSAR and other geodetic studies at Volcanoes [2024 INV#WO0000000109093],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34561,132954,continued,DOI,Climate Futures for Lizards and Snakes in Western North America,Climate Futures for Lizards and Snakes in Western North America [2024 INV#WO0000000109092],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34564,132956,continued,DOI,Machine-learning model to delineate sub-surface agricultural drainage from satellite imagery,Machine-learning model to delineate sub-surface agricultural drainage from satellite imagery [2024 INV#WO0000000109078],1,aligned,,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,custom_system
34565,132957,continued,DOI,Environmental streamflows in the United States: historical patterns and predictions,Environmental streamflows in the United States: historical patterns and predictions [2024 INV#WO0000000109075],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34566,132998,renamed,DOI,PROSPER,PRObability of Streamflow PERmanence (PROSPER models) [2024 INV#WO0000000109074],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34567,133029,continued,DOI,[Un]supervised clustering of [non-]earthquake signals commonly recorded on regional seismic networks,[Un]supervised clustering of [non-]earthquake signals commonly recorded on regional seismic networks,1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34568,132958,continued,DOI,"Extracting robust, searchable data from narrative geologic descriptions","Extracting robust, searchable data from narrative geologic descriptions [2024 INV#WO0000000109022]",3,error_2025_queue,is_generative_ai,1,general_llm,bureau,custom_system,0,general_llm,bureau,custom_system
34569,132959,renamed,DOI,Classifying GPS data to understand flight behavior of birds.,Classifying GPS data to understand flight behavior of birds [2024 INV#WO0000000109015],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34570,132960,continued,DOI,Whole-lake indexing of round goby abundances with photographic catch data,Whole-lake indexing of round goby abundances with photographic catch data [2024 INV#WO0000000109010],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34571,132961,continued,DOI,Predicting PFAS in shallow soils in northern New England,Predicting PFAS in shallow soils in northern New England [2024 INV#WO0000000108973],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34572,132962,continued,DOI,Improving accuracy and precision of sonar-based estimates of fish abundance,Improving accuracy and precision of sonar-based estimates of fish abundance [2024 INV#WO0000000108800],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34574,132963,continued,DOI,Machine learning-based landscape feature classification using satellite and airborne imagery,Machine learning-based landscape feature classification using satellite and airborne imagery [2024 INV#WO0000000108791; 2024 INV#WO0000000108794],1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,product_deployment
34575,132964,continued,DOI,Predicting PFAS occurrence in groundwater using machine learning,Predicting PFAS occurrence in groundwater using machine learning [2024 INV#WO0000000108780],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34576,132965,renamed,DOI,Machine Learning Image Classification,Machine Learning Image Classification of Wetlands and Soil moisture [2024 INV#WO0000000108779],1,persistent_disagreement,entry_type,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,bespoke_application
34579,132968,continued,DOI,Tracking wetlands and water movement across watersheds,Tracking wetlands and water movement across watersheds [2024 INV#WO0000000108734],1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34580,132969,continued,DOI,"Everglades-Flux, Digital Surveys","Everglades-Flux, Digital Surveys [2024 INV#WO0000000108630]",1,persistent_disagreement,ai_sophistication,0,classical_ml,bureau,custom_system,0,computer_vision,bureau,custom_system
34585,133080,renamed,DOI,Critical Mineral Assessment with AI Support (CriticalMAAS),DARPAs CriticalMAAS [2024 INV#WO0000000108419; WO0000000096527],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34587,132972,continued,DOI,Cell Phone Application for Oil Spill Detection,Cell Phone Application for Oil Spill Detection [2024 INV#WO0000000108285],1,aligned,,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,custom_system
34588,132973,renamed,DOI,Wave runup and total water level observations from time series imagery at several sites with varying,Wave runup and total water level observations from time series imagery at several sites with varying nearshore morphologies [2024 INV#WO0000000108262],1,aligned,,0,computer_vision,bureau,custom_system,0,computer_vision,bureau,custom_system
34590,133041,continued,DOI,Storm Induced Erosion Response Network,Storm Induced Erosion Response Network,1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,computer_vision,bureau,custom_system
34593,132976,renamed,DOI,Sediment Transport in Coastal Environments (funded by San Francisco Bay-Delta PES),Sediment Transport in Coastal Environments [2024 INV#WO0000000108118],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34594,132977,renamed,DOI,"Machine learning based shoreline time-series imputation, classification and forecasting (time-series","Machine learning based shoreline time-series imputation, classification and forecasting (time-series analyses) [2024 INV#WO0000000108117]",1,persistent_disagreement,ai_sophistication,0,nlp_specific,bureau,custom_system,0,classical_ml,bureau,custom_system
34595,132978,continued,DOI,National Oceanographic Partnership Program (NOPP),National Oceanographic Partnership Program (NOPP) [2024 INV#WO0000000108018],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
34596,133040,renamed,DOI,RSCC and TCA projects.,RSCC and TCA projects [2024 INV#WO0000000108017],1,aligned,,0,classical_ml,bureau,custom_system,0,classical_ml,bureau,custom_system
34597,132989,renamed,DOI,Machinine Learning based shoreline detection and sea ice dynamics using coastal cameras,Machine Learning based shoreline detection and sea ice dynamics using coastal cameras [2024 INV#WO0000000108008],1,persistent_disagreement,ai_sophistication,0,predictive_analytics,bureau,custom_system,0,classical_ml,bureau,custom_system
