use_case_id_2024,tagged_by_agent,confidence,reasoning,entry_type,is_generative_ai,ai_sophistication,deployment_scope,scope_detail,is_enterprise_wide,is_general_llm_access,is_coding_tool,is_cots_commercial,tool_product_name,tool_vendor,is_microsoft_copilot,is_openai,is_anthropic,is_google,is_github_copilot,is_aws_ai,architecture_type,use_type,is_public_facing
35122,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",custom_system,0,nlp_specific,office,STATE R/GPA/RA DMAP,,,,0,,,,,,,,,inference_only,research,0
35153,wave3-P2,medium,misclassified_lifecycle — kept Wave 1 (no clean dev_stage signal),product_deployment,0,computer_vision,enterprise_wide,Internal Revenue Service,1,0,0,1,Microsoft 365 Copilot,Microsoft,1,0,0,0,0,0,inference_only,mission_critical,0
35155,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,custom_system,0,nlp_specific,bureau,Internal Revenue Service,0,0,0,1,,,0,0,0,0,0,0,custom_trained,mission_critical,0
35157,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,product_deployment,1,general_llm,pilot,Internal Revenue Service,0,0,0,1,Gemini,Google,0,0,0,1,0,0,rag_pipeline,mission_critical,1
35161,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",product_deployment,0,classical_ml,bureau,Internal Revenue Service,0,0,0,1,,,0,0,0,0,0,0,unknown,mission_critical,0
35164,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,custom_system,0,nlp_specific,bureau,Internal Revenue Service,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0
35166,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,custom_system,1,general_llm,bureau,Internal Revenue Service,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0
35170,wave3-P2,medium,misclassified_lifecycle — kept Wave 1 (no clean dev_stage signal),product_deployment,1,general_llm,enterprise_wide,Internal Revenue Service,1,0,0,1,Microsoft 365 Copilot,Microsoft,1,0,0,0,0,0,inference_only,mission_critical,0
35171,wave3-P2,medium,misclassified_lifecycle — kept Wave 1 (no clean dev_stage signal),product_deployment,1,general_llm,enterprise_wide,Internal Revenue Service,1,0,0,1,Microsoft 365 Copilot,Microsoft,1,0,0,0,0,0,inference_only,mission_critical,0
35172,wave3-P2,medium,misclassified_lifecycle — kept Wave 1 (no clean dev_stage signal),product_deployment,1,general_llm,enterprise_wide,Internal Revenue Service,1,0,0,1,Microsoft 365 Copilot,Microsoft,1,0,0,0,0,0,inference_only,mission_critical,0
35244,wave3-P2,high,misclassified_lifecycle — silently-dropped deployed system (retired_2024 + Operation/Maintenance); marked mission_critical,custom_system,0,computer_vision,bureau,USAID/Moldova,0,,,0,,,,,,,,,custom_trained,mission_critical,0
35317,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,custom_system,0,predictive_analytics,bureau,ARS: Agricultural Research Service,0,,,0,,,,,,,,,custom_trained,administrative,0
35351,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,custom_system,0,classical_ml,bureau,FNS: Food and Nutrition Service,0,,,0,,,,,,,,,custom_trained,mission_critical,0
35357,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",custom_system,0,nlp_specific,bureau,APHIS: Animal and Plant Health Inspection Service; AMS: Agricultural Marketing Service,0,,,0,,,,,,,,,custom_trained,mission_critical,0
35361,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",custom_system,0,predictive_analytics,bureau,ERS: Economic Research Service,0,,,0,,,,,,,,,unknown,research,0
35368,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,custom_system,0,predictive_analytics,pilot,OCIO: Office of the Chief Information Officer,0,,,0,,,,,,,,,custom_trained,it_operations,0
35370,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",custom_system,0,general_llm,bureau,ARS: Agricultural Research Service,0,,,0,,,,,,,,,unknown,administrative,0
35380,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,custom_system,1,general_llm,bureau,NASS: National Agricultural Statistics Service,0,,,0,,,,,,,,,inference_only,mission_critical,0
35382,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,custom_system,0,classical_ml,bureau,FS: Forest Service,0,,,0,,,,,,,,,custom_trained,administrative,0
35384,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,custom_system,0,classical_ml,bureau,FS: Forest Service,0,,,0,,,,,,,,,unknown,mission_critical,0
35385,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",custom_system,0,classical_ml,bureau,FS: Forest Service,0,,,0,,,,,,,,,unknown,mission_critical,0
35401,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,custom_system,0,nlp_specific,bureau,FS: Forest Service,0,,,0,,,,,,,,,unknown,mission_critical,0
35402,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,product_deployment,0,computer_vision,bureau,FS: Forest Service,0,,,1,ArcGIS/Esri,Esri,,,,,,,custom_trained,mission_critical,0
35424,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",custom_system,0,nlp_specific,office,CIO Organization,0,,,0,,,,,,,,,unknown,administrative,0
35427,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",custom_system,0,general_llm,office,CIO Organization,0,,,,,,,,,,,,unknown,it_operations,
35428,wave3-P2,medium,internal_inconsistency — set is_generative_ai=0 (narrative lacks LLM signals),product_deployment,0,coding_assistant,pilot,CIO Organization,0,,1,,,,,,,,,,inference_only,it_operations,
35452,wave3-P2,medium,internal_inconsistency — adopted 2025 reading on the inconsistent fields,product_deployment,0,nlp_specific,office,Division of Administration,0,,,1,,,,,,,,,unknown,administrative,
35455,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",custom_system,0,classical_ml,office,Division of Finance,0,,,,,,,,,,,,unknown,administrative,
35460,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",custom_system,0,classical_ml,office,Division of Finance,0,,,,,,,,,,,,unknown,administrative,
35464,wave3-P2,medium,"material_divergence — 2024 narrative shows no generative AI signals, kept Wave 1",custom_system,1,general_llm,office,DRR,0,,,,,,,,,,,,unknown,mission_critical,
35465,wave3-P2,medium,"material_divergence — 2024 narrative shows no generative AI signals, kept Wave 1",custom_system,1,general_llm,office,DRR,0,,,,,,,,,,,,unknown,mission_critical,
35466,wave3-P2,medium,"material_divergence — 2024 narrative shows no generative AI signals, kept Wave 1",custom_system,1,general_llm,office,DRR,0,,,,,,,,,,,,unknown,mission_critical,
35467,wave3-P2,medium,"material_divergence — 2024 narrative shows no generative AI signals, kept Wave 1",custom_system,1,general_llm,office,DRR,0,,,,,,,,,,,,unknown,mission_critical,
35468,wave3-P2,medium,"material_divergence — 2024 narrative shows no generative AI signals, kept Wave 1",custom_system,1,general_llm,office,DRR,0,,,,,,,,,,,,unknown,mission_critical,
35470,wave3-P2,medium,"material_divergence — 2024 narrative shows no generative AI signals, kept Wave 1",custom_system,1,general_llm,office,DRR,0,,,,,,,,,,,,unknown,mission_critical,
35475,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",custom_system,0,classical_ml,pilot,DRMS Atlanta,0,,,1,,,,,,,,,unknown,administrative,
35478,wave3-P2,medium,internal_inconsistency — adopted 2025 reading on the inconsistent fields,product_deployment,0,nlp_specific,office,Legal Division,0,,,1,,,,,,,,,inference_only,mission_critical,
35479,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",bespoke_application,0,nlp_specific,department,,0,,,,,,,,,,,,fine_tuned,mission_critical,
35480,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,bespoke_application,0,computer_vision,bureau,Dam inspectors,0,,,,,,,,,,,,unknown,mission_critical,
35482,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",bespoke_application,0,classical_ml,department,,0,,,,,,,,,,,,custom_trained,mission_critical,
35485,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",product_deployment,0,classical_ml,enterprise_wide,,1,,,1,PhishER,KnowBe4,,,,,,,inference_only,cybersecurity,
35488,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",product_deployment,0,general_llm,office,OBFM,0,,,1,VAO Ally,VAO,,,,,,,unknown,administrative,
35489,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",product_feature,1,general_llm,enterprise_wide,,1,,,1,Oracle 23AI,Oracle,,,,,,,rag_pipeline,it_operations,
35490,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",generic_use_pattern,0,classical_ml,enterprise_wide,,1,,,,,,,,,,,,unknown,it_operations,
35491,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",generic_use_pattern,0,classical_ml,enterprise_wide,,1,,,,,,,,,,,,unknown,it_operations,
35492,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",product_feature,0,classical_ml,enterprise_wide,,1,,,1,Identity Services Engine,Cisco,,,,,,,inference_only,cybersecurity,
35493,wave3-P2,medium,misclassified_lifecycle — kept Wave 1 (no clean dev_stage signal),product_deployment,1,general_llm,enterprise_wide,,1,,,1,Microsoft 365,Microsoft,0,,,,,,inference_only,administrative,
35494,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",product_feature,0,classical_ml,enterprise_wide,,1,,,1,Citrix,Citrix,,,,,,,inference_only,it_operations,
35495,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",product_feature,0,predictive_analytics,enterprise_wide,,1,,,1,SQL Server,Microsoft,,,,,,,inference_only,it_operations,
35496,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,product_feature,0,predictive_analytics,enterprise_wide,,1,,,1,ServiceNow,ServiceNow,,,,,,,inference_only,it_operations,
35497,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",product_feature,0,classical_ml,enterprise_wide,,1,,,1,Kiteworks,Kiteworks,,,,,,,inference_only,cybersecurity,
35498,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",product_feature,0,classical_ml,enterprise_wide,,1,,,1,WhatsUp Gold / Flowmon,Progress,,,,,,,inference_only,cybersecurity,
35499,wave3-P2,medium,"material_divergence — kept Wave 1 (no proposal, genAI agrees)",product_feature,0,nlp_specific,office,OCIO,0,,,1,CommonLook Online,Allyant,,,,,,,inference_only,administrative,
35521,wave3-P2,high,drift_legitimate — kept 2024 tag as filed,custom_system,0,computer_vision,office,Office of the Inspector General,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0
35534,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",custom_system,0,nlp_specific,bureau,Division of Supervision and Regulation,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0
35536,wave3-P2,medium,"material_divergence — 2024 narrative shows generative AI signals, adopted 2025 reading",custom_system,0,nlp_specific,bureau,Division of Information Technology,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0
