use_case_id_2024,tagged_by_agent,confidence,reasoning,entry_type,is_generative_ai,ai_sophistication,deployment_scope,scope_detail,is_enterprise_wide,is_general_llm_access,is_coding_tool,is_cots_commercial,tool_product_name,tool_vendor,is_microsoft_copilot,is_openai,is_anthropic,is_google,is_github_copilot,is_aws_ai,architecture_type,use_type,is_public_facing
34641,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,office,DOL ETA,,,,1,,,,,,,,,inference_only,mission_critical,0
34642,wave3-P1,high,tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately),bespoke_application,1,general_llm,office,DOL OSHA,,,,0,,,,,,,,,inference_only,administrative,0
34652,wave3-P1,high,"internal_inconsistency: narrative explicitly says '(Blackboard/COTS Product, unmodified)' — restored product_deployment with tool=Blackboard, vendor=Blackboard, is_cots_commercial=1",product_deployment,1,general_llm,office,DOL OSHA,,,,1,Blackboard,Blackboard,,,,,,,inference_only,administrative,0
34662,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (is_generative_ai 2024=1 vs 2025=0; entry_type also shifted generic_use_pattern->bespoke_application),generic_use_pattern,1,general_llm,office,DOL OCIO,,,,1,,,,,,,,,inference_only,administrative,0
34680,wave3-P1,high,internal_inconsistency: applied proposed correction (is_generative_ai=1 but ai_sophistication='classical_ml' (non-generative class)),product_deployment,0,classical_ml,office,DOL OCIO,,,,1,Creative Cloud,Adobe,,,,,,,inference_only,administrative,0
34682,wave3-P1,high,"internal_inconsistency: narrative explicitly says '(Blackboard/COTS Product, unmodified)' — restored product_deployment with tool=Blackboard, vendor=Blackboard, is_cots_commercial=1",product_deployment,1,general_llm,office,DOL OCIO,,,,1,Blackboard,Blackboard,,,,,,,inference_only,administrative,0
34688,wave3-P1,high,internal_inconsistency: applied proposed correction (is_generative_ai=1 but ai_sophistication='nlp_specific' (non-generative class)),product_deployment,0,nlp_specific,office,DOL OCIO,,,,1,Grammarly,Grammarly,,,,,,,inference_only,administrative,0
34689,wave3-P1,high,internal_inconsistency: applied proposed correction (is_generative_ai=1 but ai_sophistication='classical_ml' (non-generative class)),product_deployment,0,classical_ml,office,DOL OCIO,,,,1,Creative Cloud,Adobe,,,,,,,inference_only,administrative,0
34699,wave3-P1,high,tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately),bespoke_application,1,general_llm,office,EPA OAR helpdesk,,,,0,,,,,,,,,rag_pipeline,it_operations,0
34700,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (is_generative_ai 2024=1 vs 2025=0; entry_type also shifted bespoke_application->product_deployment),bespoke_application,1,general_llm,office,EPA OAR emissions,,,,0,,,,,,,,,rag_pipeline,mission_critical,0
34703,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (is_generative_ai 2024=1 vs 2025=0; entry_type also shifted product_deployment->custom_system),product_deployment,1,general_llm,office,EPA OAR,,,,1,,,,,,,,,inference_only,administrative,1
34705,wave3-P1,medium,misclassified_lifecycle: deployment_scope→bureau to match dev_stage='Initiated',product_deployment,1,general_llm,bureau,EPA Office of Mission Support,,0,,1,Copilot for Security,Microsoft,1,,,,,,inference_only,cybersecurity,0
34706,wave3-P1,medium,misclassified_lifecycle: deployment_scope→bureau to match dev_stage='Initiated',product_feature,1,general_llm,bureau,EPA Office of Mission Support,,,,1,Now Assist,ServiceNow,,,,,,,inference_only,it_operations,0
34708,wave3-P1,medium,misclassified_lifecycle: deployment_scope→bureau to match dev_stage='Initiated',bespoke_application,0,classical_ml,bureau,EPA Office of Mission Support,,,,0,,,,,,,,,unknown,it_operations,0
34716,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,classical_ml,office,GSA FAS,,,,0,,,,,,,,,custom_trained,mission_critical,0
34724,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,nlp_specific,office,GSA IT,,,,0,,,,,,,,,custom_trained,it_operations,0
34725,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,nlp_specific,office,GSA IT,,,,1,ServiceNow Virtual Agent,ServiceNow,,,,,,,inference_only,it_operations,0
34726,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (ai_sophistication LLM-class shift computer_vision→general_llm),bespoke_application,0,computer_vision,office,GSA PBS,,,,1,,AWS,,,,,,1,inference_only,administrative,0
34731,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift general_llm→classical_ml),bespoke_application,1,general_llm,department,GSA SOC,,,,1,,,,,,,,,rag_pipeline,cybersecurity,0
34735,wave3-P1,medium,"tagging_error_2024: adopted proposed correction (updated is_generative_ai, ai_sophistication, is_general_llm_access, is_coding_tool, tool_product_name, tool_vendor)",product_deployment,1,general_llm,office,GSA PBS NCMMS,,1,0,1,Microsoft Teams,Microsoft,,,,,,,inference_only,it_operations,0
34738,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift computer_vision→general_llm),product_deployment,1,computer_vision,office,GSA PBS,,,,1,QBIQ,QBIQ,,,,,,,inference_only,administrative,0
34739,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight; tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately)",bespoke_application,1,general_llm,office,ACF,0,,,1,,,,,,,,,inference_only,administrative,
34740,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,ACF,0,,,1,,,,,,,,,inference_only,administrative,
34741,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,predictive_analytics,office,ACF,0,,,1,,,,,,,,,unknown,administrative,
34742,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,classical_ml,bureau,ACF,0,,,1,,,,,,,,,unknown,administrative,
34743,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,classical_ml,office,ACF,0,,,1,,,,,,,,,unknown,mission_critical,
34744,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,classical_ml,office,ACF,0,,,1,,,,,,,,,unknown,administrative,
34745,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,classical_ml,pilot,ACF,0,,,,,,,,,,,,unknown,administrative,
34746,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight; tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately)",bespoke_application,1,general_llm,office,ACF,0,,,,,,,,,,,,inference_only,administrative,
34747,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,office,ACF,0,,,,,,,,,,,,inference_only,administrative,
34748,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,ACF,0,,,1,,,,,,,,,inference_only,administrative,
34749,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (is_generative_ai 2024=0 vs 2025=1; scope bureau→enterprise_wide (≥2 tiers)),product_deployment,0,nlp_specific,bureau,ACF,0,,,1,,,,,,,,,unknown,mission_critical,
34750,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,ACF,0,,,1,,,,,,,,,inference_only,administrative,
34751,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,ACF,0,,,1,,,,,,,,,inference_only,administrative,
34752,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight; tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately)",bespoke_application,1,general_llm,bureau,ACF,0,,,,,,,,,,,,inference_only,administrative,
34753,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,classical_ml,bureau,ACF,0,,,0,,,,,,,,,custom_trained,administrative,
34754,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,classical_ml,bureau,AHRQ,0,,,1,,,,,,,,,unknown,administrative,
34755,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,AHRQ,0,,,1,,,,,,,,,inference_only,administrative,
34756,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,pilot,AHRQ,0,,,,,,,,,,,,inference_only,administrative,
34757,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,classical_ml,pilot,AHRQ,0,,,,,,,,,,,,unknown,administrative,
34758,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,classical_ml,pilot,AHRQ,0,,,,,,,,,,,,unknown,administrative,
34759,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,computer_vision,bureau,AHRQ,0,,,1,,,,,,,,,unknown,administrative,
34761,wave3-P1,high,internal_inconsistency: applied proposed correction (entry_type=product_deployment but tool_product_name is empty),bespoke_application,0,classical_ml,bureau,ASPR,0,,,1,,,,,,,,,unknown,mission_critical,
34762,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,classical_ml,bureau,ASPR,0,,,1,,,,,,,,,unknown,mission_critical,1
34766,wave3-P1,high,internal_inconsistency: applied proposed correction (entry_type=product_deployment but tool_product_name is empty),bespoke_application,0,classical_ml,bureau,ASPR,0,,,1,,,,,,,,,unknown,administrative,
34767,wave3-P1,high,internal_inconsistency: applied proposed correction (entry_type=product_deployment but tool_product_name is empty),bespoke_application,0,classical_ml,bureau,ASPR,0,,,1,,,,,,,,,unknown,administrative,1
34768,wave3-P1,high,internal_inconsistency: applied proposed correction (entry_type=product_deployment but tool_product_name is empty),bespoke_application,0,nlp_specific,bureau,ASPR,0,,,1,,,,,,,,,unknown,administrative,1
34771,wave3-P1,high,internal_inconsistency: applied proposed correction (entry_type=product_deployment but tool_product_name is empty),bespoke_application,0,predictive_analytics,bureau,ASPR,0,,,1,,,,,,,,,unknown,administrative,
34772,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight; tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately)",bespoke_application,1,general_llm,bureau,CDC,0,,,1,,,,,,,,,inference_only,administrative,
34773,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,CDC,0,,,0,,,,,,,,,inference_only,administrative,
34774,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,classical_ml,bureau,CDC,0,,,0,,,,,,,,,custom_trained,mission_critical,1
34775,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,CDC,0,,,0,,,,,,,,,rag_pipeline,administrative,
34776,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,CDC,0,,,0,,,,,,,,,inference_only,administrative,0
34777,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift general_llm→nlp_specific; scope bureau→enterprise_w),bespoke_application,1,general_llm,bureau,CDC,0,,,0,,,,,,,,,inference_only,mission_critical,
34778,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,CDC,0,,,0,,,,,,,,,rag_pipeline,administrative,
34779,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,CDC,0,,,,,,,,,,,,inference_only,mission_critical,
34780,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,1,general_llm,bureau,CDC,0,,,,Azure OpenAI,Microsoft/OpenAI,,1,,,,,rag_pipeline,administrative,1
34781,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,nlp_specific,bureau,CDC,0,,,1,,,,,,,,,unknown,mission_critical,
34782,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,CDC,0,,,,,,,,,,,,inference_only,administrative,
34783,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,classical_ml,bureau,CDC,0,,,1,,,,,,,,,unknown,administrative,
34784,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,computer_vision,bureau,CDC,0,,,0,,,,,,,,,custom_trained,mission_critical,
34785,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight; tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately)",bespoke_application,1,general_llm,bureau,CDC,0,,,1,,,,,,,,,inference_only,administrative,1
34786,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,nlp_specific,bureau,CDC,0,,,0,,,,,,,,,custom_trained,administrative,
34787,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight; tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately)",bespoke_application,1,general_llm,bureau,CDC,0,,,0,,,,,,,,,inference_only,administrative,
34788,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (is_generative_ai 2024=0 vs 2025=1; scope bureau→enterprise_wide (≥2 tiers)),bespoke_application,0,predictive_analytics,bureau,CDC,0,,,,,,,,,,,,custom_trained,mission_critical,
34789,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,1,general_llm,pilot,CDC,0,1,,,Azure OpenAI,Microsoft/OpenAI,,1,,,,,rag_pipeline,administrative,
34790,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,1,general_llm,pilot,CDC,0,1,,,Azure OpenAI,Microsoft/OpenAI,,1,,,,,rag_pipeline,administrative,
34791,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,classical_ml,bureau,CDC,0,,,0,,,,,,,,,custom_trained,administrative,
34792,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,classical_ml,bureau,CDC,0,,,0,,,,,,,,,custom_trained,mission_critical,
34793,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight; tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately)",bespoke_application,1,general_llm,bureau,CDC,0,,,0,,,,,,,,,inference_only,mission_critical,1
34794,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (scope bureau→enterprise_wide (≥2 tiers)),bespoke_application,1,general_llm,bureau,CDC,0,,,0,,,,,,,,,inference_only,administrative,
34795,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,nlp_specific,pilot,CDC,0,,,,,,,,,,,,unknown,mission_critical,
34796,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,nlp_specific,pilot,CDC,0,,,,,,,,,,,,unknown,administrative,
34797,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,pilot,CDC,0,,,,,,,,,,,,rag_pipeline,administrative,
34798,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,pilot,CDC,0,,,,,,,,,,,,rag_pipeline,administrative,1
34799,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,classical_ml,pilot,CDC,0,,,,,,,,,,,,unknown,administrative,
34800,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,pilot,CDC,0,,,,,,,,,,,,rag_pipeline,mission_critical,
34801,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight; tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately)",product_deployment,1,general_llm,pilot,CDC,0,,,,ChatGPT,OpenAI,,1,,,,,fine_tuned,mission_critical,1
34802,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,pilot,CDC,0,,,,,,,,,,,,inference_only,administrative,
34803,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (is_generative_ai 2024=1 vs 2025=0; scope bureau→enterprise_wide (≥2 tiers)),product_deployment,1,general_llm,bureau,CDC,0,,,,Azure OpenAI,Microsoft/OpenAI,,1,,,,,inference_only,administrative,
34804,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (scope bureau→enterprise_wide (≥2 tiers)),product_deployment,1,general_llm,bureau,CDC,0,,,,Azure OpenAI,Microsoft/OpenAI,,1,,,,,inference_only,administrative,
34808,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (ai_sophistication LLM-class shift general_llm→nlp_specific; scope bureau→enterprise_wide (≥2 tiers)),bespoke_application,1,general_llm,bureau,CDC,0,,,1,,,,,,,,,inference_only,administrative,
34809,wave3-P1,high,internal_inconsistency: applied proposed correction (entry_type=product_deployment but tool_product_name is empty),bespoke_application,0,classical_ml,bureau,CDC,0,,,1,,,,,,,,,unknown,administrative,
34811,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,classical_ml,bureau,CDC,0,,,0,,,,,,,,,custom_trained,mission_critical,
34812,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,nlp_specific,bureau,CDC,0,,,0,,,,,,,,,custom_trained,mission_critical,
34813,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,0,classical_ml,bureau,CDC,0,,,,,,,,,,,,custom_trained,administrative,1
34814,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,classical_ml,bureau,CDC,0,,,0,,,,,,,,,custom_trained,administrative,
34815,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",custom_system,0,predictive_analytics,bureau,CDC,0,,,0,,,,,,,,,custom_trained,mission_critical,0
34816,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,predictive_analytics,bureau,CDC,0,,,1,,,,,,,,,unknown,administrative,
34817,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight; tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately)",bespoke_application,1,general_llm,bureau,CDC,0,,,0,,,,,,,,,fine_tuned,administrative,
34818,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,predictive_analytics,bureau,CDC,0,,,1,,,,,,,,,unknown,mission_critical,
34819,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,computer_vision,bureau,CDC,0,,,1,,,,,,,,,unknown,mission_critical,
34821,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight; tagging_error_2025: kept Wave 1 (2024 tag was correct; 2025 row mistagged — handled separately)",product_deployment,1,general_llm,pilot,CDC,0,,,,ChatGPT,OpenAI,,1,,,,,inference_only,administrative,
34825,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,CDC,0,,,,,,,,,,,,rag_pipeline,administrative,1
34826,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,1,general_llm,bureau,CDC,0,,,,,,,,,,,,inference_only,mission_critical,
34827,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,classical_ml,bureau,CMS,0,,,1,,,,,,,,,unknown,administrative,
34828,wave3-P1,high,internal_inconsistency: applied proposed correction (entry_type=product_deployment but tool_product_name is empty),bespoke_application,0,classical_ml,bureau,CMS,0,,,1,,,,,,,,,unknown,administrative,
34829,wave3-P1,high,internal_inconsistency: applied proposed correction (entry_type=product_deployment but tool_product_name is empty),bespoke_application,0,computer_vision,bureau,CMS,0,,,1,,,,,,,,,unknown,mission_critical,
34831,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,classical_ml,bureau,CMS,0,,,1,,,,,,,,,unknown,administrative,
34833,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",bespoke_application,0,nlp_specific,bureau,CMS,0,,,,,,,,,,,,custom_trained,administrative,1
34834,wave3-P1,high,"drift_legitimate: kept Wave 1 (2024 tag) — agency changed posture between cycles, do not import 2025 hindsight",product_deployment,0,classical_ml,bureau,CMS,0,,,1,,,,,,,,,unknown,administrative,
34835,wave3-P1,medium,material_divergence (no proposed fix): kept Wave 1 — 2024 narrative is authoritative for 2024 row (is_generative_ai 2024=1 vs 2025=0; scope bureau→enterprise_wide (≥2 tiers)),bespoke_application,1,general_llm,bureau,CMS,0,,,1,,,,,,,,,inference_only,administrative,
