use_case_id_2024,tagged_by_agent,confidence,reasoning,entry_type,is_generative_ai,ai_sophistication,deployment_scope,scope_detail,is_enterprise_wide,is_general_llm_access,is_coding_tool,is_cots_commercial,tool_product_name,tool_vendor,is_microsoft_copilot,is_openai,is_anthropic,is_google,is_github_copilot,is_aws_ai,architecture_type,use_type,is_public_facing
35971,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,0,classical_ml,bureau,DEA,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
35973,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),product_deployment,1,general_llm,bureau,DEA,0,0,0,1,Salesforce,Salesforce,0,0,0,0,0,0,unknown,administrative,0
35974,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,1,general_llm,pilot,DEA,0,0,0,0,,,0,0,0,0,0,0,unknown,research,0
35975,wave3-P3,medium,material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0,custom_system,0,general_llm,bureau,DEA,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0
35976,wave3-P3,medium,material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0,custom_system,0,classical_ml,bureau,DEA,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
35980,wave3-P3,medium,material_divergence (gen_ai) — narrative shows generative markers; adopted gen_ai=1,custom_system,1,general_llm,bureau,DEA,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0
35984,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),generic_use_pattern,0,classical_ml,department,Department-wide,0,0,0,0,,,0,0,0,0,0,0,,mission_critical,0
35985,wave3-P3,low,material_divergence — narrative thin; kept wave1 tag,custom_system,0,classical_ml,enterprise_wide,Department-wide,1,0,0,0,,,0,0,0,0,0,0,custom_trained,cybersecurity,0
35988,wave3-P3,low,material_divergence — narrative thin; kept wave1 tag,generic_use_pattern,0,classical_ml,department,Department-wide,0,0,0,0,,,0,0,0,0,0,0,,mission_critical,0
35989,wave3-P3,medium,material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0,product_deployment,0,classical_ml,department,Department-wide,0,0,0,1,LexisNexis,LexisNexis,0,0,0,0,0,0,unknown,mission_critical,0
35990,wave3-P3,medium,material_divergence (gen_ai) — narrative shows generative markers; adopted gen_ai=1,product_deployment,1,general_llm,department,Department-wide,0,0,0,1,Percipio Skillsoft,Skillsoft,0,0,0,0,0,0,unknown,mission_critical,0
35992,wave3-P3,medium,material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0,generic_use_pattern,0,classical_ml,department,Department-wide,0,0,0,0,,,0,0,0,0,0,0,,mission_critical,0
35993,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,product_deployment,1,general_llm,department,Department-wide,0,0,0,1,Westlaw,Thomson Reuters,0,0,0,0,0,0,unknown,mission_critical,0
35996,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,1,general_llm,bureau,ENRD,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0
36000,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,0,classical_ml,bureau,EOUSA,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36003,wave3-P3,high,tagging_error_2024 — adopted Wave 2 corrections (and 2025 mirror where Wave 2 cited),product_deployment,0,general_llm,bureau,EOUSA,0,1,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36009,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,0,classical_ml,bureau,FBI,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36012,wave3-P3,low,material_divergence — narrative thin; kept wave1 tag,custom_system,0,predictive_analytics,enterprise_wide,FBI,1,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36022,wave3-P3,medium,material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0,custom_system,0,classical_ml,bureau,FBI,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36026,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,predictive_analytics,pilot,FBOP,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36034,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,classical_ml,pilot,FBOP,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36044,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,0,predictive_analytics,bureau,FBOP,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36056,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,classical_ml,pilot,FBOP,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36058,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,0,nlp_specific,bureau,JMD,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36059,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,0,nlp_specific,bureau,JMD,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36061,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),product_deployment,1,general_llm,pilot,JMD,0,0,0,1,Microsoft Copilot,Microsoft,1,0,0,0,0,0,inference_only,mission_critical,0
36068,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,predictive_analytics,pilot,OCDETF,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36069,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,1,general_llm,pilot,OCDETF,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0
36070,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,1,general_llm,pilot,OCDETF,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0
36071,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,1,general_llm,pilot,OCDETF,0,0,0,0,,,0,0,0,0,0,0,unknown,cybersecurity,0
36072,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,predictive_analytics,pilot,OCDETF,0,0,0,0,,,0,0,0,0,0,0,custom_trained,research,0
36073,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,predictive_analytics,pilot,OCDETF,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36074,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,1,general_llm,pilot,OCDETF,0,0,0,0,,,0,0,0,0,0,0,unknown,cybersecurity,0
36075,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,1,general_llm,pilot,OCDETF,0,0,0,0,,,0,0,0,0,0,0,unknown,cybersecurity,0
36076,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,classical_ml,pilot,OCDETF,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36077,wave3-P3,medium,material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0,custom_system,0,nlp_specific,bureau,OIG,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36078,wave3-P3,medium,material_divergence (gen_ai) — narrative shows generative markers; adopted gen_ai=1,product_deployment,1,general_llm,bureau,OIG,0,0,0,1,Azure OpenAI,Microsoft,0,1,0,0,0,0,inference_only,mission_critical,0
36079,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),product_deployment,1,general_llm,pilot,OIG,0,0,0,1,Azure OpenAI,Microsoft,0,1,0,0,0,0,inference_only,mission_critical,0
36083,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,product_deployment,0,classical_ml,bureau,OIG,0,0,0,1,Axon,Axon,0,0,0,0,0,0,,mission_critical,0
36085,wave3-P3,medium,tagging_error_2025 — kept wave1 2024 tag; 2025 fix is out-of-scope here,custom_system,1,general_llm,bureau,OJP,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0
36086,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),generic_use_pattern,0,nlp_specific,pilot,OJP,0,0,0,0,,,0,0,0,0,0,0,,mission_critical,0
36092,wave3-P3,medium,material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0,custom_system,0,general_llm,bureau,PAO,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0
36094,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),generic_use_pattern,0,classical_ml,bureau,PAO,0,0,0,0,,,0,0,0,0,0,0,,mission_critical,0
36099,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,generic_use_pattern,0,classical_ml,bureau,PARDON,0,0,0,0,,,0,0,0,0,0,0,,mission_critical,0
36101,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),product_deployment,0,classical_ml,bureau,PARDON,0,0,0,1,Westlaw,Thomson Reuters,0,0,0,0,0,0,,mission_critical,0
36105,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,nlp_specific,bureau,TAX,0,0,0,0,AWS Translate,AWS,0,0,0,0,0,1,custom_trained,mission_critical,0
36106,wave3-P3,high,tagging_error_2024 — adopted Wave 2 corrections (and 2025 mirror where Wave 2 cited),product_deployment,1,general_llm,bureau,TAX,0,1,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36108,wave3-P3,high,tool_vendor_unverified — cleared product/vendor not supported by narrative,product_deployment,0,classical_ml,bureau,TAX,0,0,0,0,,,0,0,0,0,0,0,,mission_critical,0
36109,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),product_deployment,0,computer_vision,bureau,USMS,0,0,0,1,Axon,Axon,0,0,0,0,0,0,,mission_critical,0
36113,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,computer_vision,bureau,USMS,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36114,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,classical_ml,bureau,USMS,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36116,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),product_deployment,0,computer_vision,bureau,USMS,0,0,0,1,Axon,Axon,0,0,0,0,0,0,,mission_critical,0
36119,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,0,classical_ml,bureau,USNCB,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36124,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),product_deployment,1,general_llm,pilot,USTP,0,0,0,1,Azure OpenAI,Microsoft,0,1,0,0,0,0,inference_only,mission_critical,0
36129,wave3-P3,low,material_divergence — narrative thin; kept wave1 tag,generic_use_pattern,1,general_llm,bureau,ED FSA,,1,,1,,,,,,,,,inference_only,administrative,0
36143,wave3-P3,low,material_divergence — narrative thin; kept wave1 tag,generic_use_pattern,1,general_llm,bureau,ED OCIO,,1,,1,,,,,,,,,inference_only,administrative,0
36177,wave3-P3,medium,material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0,product_deployment,0,classical_ml,office,ED OFO,,,,1,Skillsoft Percipio CAISY,Skillsoft,,,,,,,inference_only,administrative,0
36178,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,product_deployment,1,nlp_specific,office,ED OUS,,,,1,Otter.ai,Otter.ai,,,,,,,inference_only,administrative,1
36179,wave3-P3,low,material_divergence — narrative thin; kept wave1 tag,bespoke_application,1,general_llm,bureau,FSA EDMAPS,,,,1,Bedrock,AWS,,,,,,1,inference_only,administrative,0
36181,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,0,classical_ml,department,Department of Transportation,0,0,0,0,,,0,0,0,0,0,0,inference_only,mission_critical,0
36182,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,0,classical_ml,department,Department of Transportation,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0
36183,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,0,classical_ml,department,Department of Transportation,0,0,0,,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36185,wave3-P3,low,material_divergence — narrative thin; kept wave1 tag,custom_system,1,general_llm,enterprise_wide,"CAIO, HASS, Volpe",1,0,0,0,,,0,0,0,0,0,0,inference_only,mission_critical,0
36186,wave3-P3,low,material_divergence — narrative thin; kept wave1 tag,custom_system,1,general_llm,enterprise_wide,"CAIO, HASS, Volpe",1,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0
36207,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,predictive_analytics,bureau,FRA,0,0,0,,,,0,0,0,0,0,0,rag_pipeline,mission_critical,0
36212,wave3-P3,low,material_divergence — narrative thin; kept wave1 tag,custom_system,0,classical_ml,enterprise_wide,"CAIO, FAA, OST-R, Volpe, OCIO",1,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0
36222,wave3-P3,medium,material_divergence (soph) — narrative does not support LLM-class; kept wave1 sophistication,custom_system,0,classical_ml,bureau,FAA AJO,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0
36238,wave3-P3,high,drift_legitimate — kept 2024 tag as filed (agency changed posture in 2025),custom_system,0,classical_ml,bureau,FAA AVS,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0
36241,wave3-P3,medium,material_divergence (gen_ai) — narrative lacks GenAI markers; adopted gen_ai=0,custom_system,0,classical_ml,bureau,FAA AGC,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0
36253,wave3-P3,high,internal_inconsistency — entry_type=product_deployment lacks tool name; downgraded entry_type,generic_use_pattern,0,nlp_specific,enterprise_wide,,1,,,1,,,,,,,,,inference_only,administrative,
