uc_2024_id,uc_2025_id,lineage_status,agency_abbreviation,bureau,name_2024,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,name_2025,problem_statement_2025,expected_benefits_2025,system_outputs_2025,ai_classification_2025,vendor_name_2025,system_name_2025,bureau_2025,entry_type_2025,is_generative_ai_2025,ai_sophistication_2025,deployment_scope_2025,scope_detail_2025,is_enterprise_wide_2025,is_general_llm_access_2025,is_coding_tool_2025,is_cots_commercial_2025,tool_product_name_2025,tool_vendor_2025,is_microsoft_copilot_2025,is_openai_2025,is_anthropic_2025,is_google_2025,is_github_copilot_2025,is_aws_ai_2025,architecture_type_2025,use_type_2025,is_public_facing_2025,entry_type_2024,is_generative_ai_2024,ai_sophistication_2024,deployment_scope_2024,scope_detail_2024,is_enterprise_wide_2024,is_general_llm_access_2024,is_coding_tool_2024,is_cots_commercial_2024,tool_product_name_2024,tool_vendor_2024,is_microsoft_copilot_2024,is_openai_2024,is_anthropic_2024,is_google_2024,is_github_copilot_2024,is_aws_ai_2024,architecture_type_2024,use_type_2024,is_public_facing_2024,confidence_2024,reasoning_2024,tagged_by_agent_2024
34228,132147,continued,DHS,ICE,Title III Semantic Search and Summarization for Translated Content,"The Title III Semantic Search and Summarization functionality will augment translation and transcription services by extracting relevant data using machine learning and natural language processing for correlation and semantic search. Results can then be summarized using a large language model, giving users a tool to target relevant data only. This capability accelerates investigative analysis by rapidly identifying persons of interest, surfacing trends, and detecting networks or fraud, saving hundreds of man hours in manual analysis. HSI will use this tool to generate leads, and further action will be required by investigators and analysts as part of the full investigative process before any action is taken against an individual.","This will allow for the summarization of large data sets using a large language model, giving users a tool to target relevant data only.",None of the above.,,Initiated,Title III Semantic Search and Summarization for Translated Content,"This use case intends to solve the problem of efficiently searching through and analyzing large volumes of translated evidentiary data, which can be time-consuming and labor-intensive.","The Title III Semantic Search and Summarization functionality will augment translation and transcription services by extracting relevant data using machine learning and natural language processing for correlation and semantic search. Results can then be summarized using a large language model, giving users a tool to target relevant data only. This capability accelerates investigative analysis by rapidly identifying persons of interest, surfacing trends, and detecting networks or fraud, saving hundreds of man hours in manual analysis. HSI will use this tool to generate leads, and further action will be required by investigators and analysts as part of the full investigative process before any action is taken against an individual.","Outputs include semantic search results, concise data summaries, extracted key entities, identified trends and patterns, and generated investigative leads from large volumes of translated and transcribed evidentiary data.",Generative AI,,,ICE,product_deployment,1,general_llm,bureau,ICE,0,1,0,1,Aretec SEARCH,Aretec,0,0,0,0,0,0,inference_only,administrative,0,custom_system,1,general_llm,bureau,ICE,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0,medium,"""Title III Semantic Search and Summarization"" — LLM use, bureau (ICE).",wave1-C
34229,132150,continued,DHS,ICE,Digital Records Manager (DRM) User Assistance Chatbot,"This is an AI records search tool to help investigators more efficiently search and gather information. 

The Digital Records Manager (DRM) User Assistance Chatbot is intended to increase user efficiency by providing answers to commonly asked question without the need to manually refer to documentation or submit a help desk ticket.  A reduction in the volume of submitted help desk tickets is expected as a result.","The outputs of the DRM User Assistance Chatbot will be natural language responses to user questions, based on a custom Knowledge Base of DRM documentation artifacts, supported by the natural language capabilities of the backing LLM.",None of the above.,,Initiated,Digital Records Manager (DRM) User Assistance Chatbot,"The AI tool, the Digital Records Manager (DRM) User Assistance Chatbot, is designed to address the problem of efficiently searching and gathering information within the Investigative Case Management (ICM) system used by Homeland Security Investigations (HSI). Specifically, it provides immediate, on-demand assistance to investigators by allowing them to pose natural language questions about using the DRM application for case and media management.","This is an AI records search tool to help investigators more efficiently search and gather information. 

The Digital Records Manager (DRM) User Assistance Chatbot is intended to increase user efficiency by providing answers to commonly asked question without the need to manually refer to documentation or submit a help desk ticket.  A reduction in the volume of submitted help desk tickets is expected as a result.","The outputs of the DRM User Assistance Chatbot will be natural language responses to user questions, based on a custom Knowledge Base of DRM documentation artifacts, supported by the natural language capabilities of the backing LLM.",Natural Language Processing (NLP),,,ICE,product_deployment,1,general_llm,bureau,ICE,0,1,0,1,Aretec SEARCH,Aretec,0,0,0,0,0,0,inference_only,cybersecurity,0,custom_system,1,general_llm,bureau,ICE,0,0,0,,,,0,0,0,0,0,0,inference_only,administrative,0,medium,"""is an AI records search tool"" — LLM use, bureau (ICE).",wave1-C
34230,132151,continued,DHS,ICE,Burlington Finance Center Voice Bot,"Identify and verify the caller, retrieve the status of the bond, and share the bond status with the requester and/or answer administrative FAQs.","It will use Natural Language Understanding (NLU)/Natural Language Processing (NLP) to perform voice-to-text and text-to-voice translations, giving it the ability to recognize voices and meaning.  The BFC Voice Bot will be deterministic and will not use Generative AI.",None of the above.,,Initiated,Burlington Finance Center Voice Bot,This use case intends to solve the problem of the manual and time-consuming process of handling routine bond inquiries.,"Identify and verify the caller, retrieve the status of the bond, and share the bond status with the requester and/or answer administrative FAQs.","It will use Natural Language Understanding (NLU)/Natural Language Processing (NLP) to perform voice-to-text and text-to-voice translations, giving it the ability to recognize voices and meaning. The BFC Voice Bot will be deterministic and will not use Generative AI.  Language Translation Technology (LTT) will be used to translate inquiries from Spanish to English and responses from English to Spanish, if needed.",Natural Language Processing (NLP),,,ICE,custom_system,0,nlp_specific,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0,custom_system,1,general_llm,bureau,ICE,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0,medium,"""Identify and verify the caller, retrieve"" — LLM use, bureau (ICE).",wave1-C
34234,132327,continued,DHS,ICE,"Machine Translation
(Previously Language Translator)","The Rapid Analysis and Visualization Engine for Reporting (RAVEn) platform provides capabilities to upload data that may contain text in languages other than English. To support the agent/analyst analysis of the ingested data as well as to provide for the means to standardize searches across RAVEn data sources, RAVEn provides language translation capabilities to create text conversions between the original language and English. Data translation can be performed on ingest or on an ad hoc basis. Solution will provide translation support of, at minimum, plain text, word documents, and portable document formats using Natural Language Processing and machine learning.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,"Machine Translation
(Previously Language Translator)",,,,,,,ICE,custom_system,0,classical_ml,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,nlp_specific,bureau,ICE,0,0,0,,,,0,0,0,0,0,0,inference_only,mission_critical,0,medium,"""Rapid Analysis and Visualization Engine for"" — specialized NLP, bureau (ICE).",wave1-C
34235,132242,continued,DHS,ICE,Investigative Prioritization Aggregator,"The sheer volume of data associated with investigations often overwhelms human capabilities, making it challenging for HSI personnel to analyze evidence and identify key players in criminal networks. Currently, there is no effective mechanism to quantify the level of evidence related to a particular subject or entity, or to determine which actors within a network are the most influential. This is particularly critical in the context of the counter-opioid/fentanyl mission, where timely and accurate intelligence is essential.

To address this challenge, this project utilizes machine learning to assign point values to data, enabling the scoring of information associated with a given selector, such as a phone number or legal name. This scoring system helps to understand the importance of an entity to investigations and the potential consequences of removing or neutralizing that entity. By doing so, HSI personnel can focus on high-priority targets and associated criminal networks, ultimately enhancing their ability to disrupt and dismantle these threats.",The output is scored entity data (such as a phone number or legal name). This scoring system helps to understand the importance of an entity to investigations and the potential consequences of removing or neutralizing that entity.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Investigative Prioritization Aggregator,This use case intends to solve the problem of overwhelming data volumes that make it difficult for HSI personnel to prioritize high-value targets in criminal investigations.,"The sheer volume of data associated with investigations often overwhelms human capabilities, making it challenging for HSI personnel to analyze evidence and identify key players in criminal networks. Currently, there is no effective mechanism to quantify the level of evidence related to a particular subject or entity, or to determine which actors within a network are the most influential. This is particularly critical in the context of the counter-opioid/fentanyl mission, where timely and accurate intelligence is essential.

To address this challenge, this project utilizes machine learning to assign point values to data, enabling the scoring of information associated with a given selector, such as a phone number or legal name. This scoring system helps to understand the importance of an entity to investigations and the potential consequences of removing or neutralizing that entity. By doing so, HSI personnel can focus on high-priority targets and associated criminal networks, ultimately enhancing their ability to disrupt and dismantle these threats.",The output is scored entity data (such as a phone number or legal name). This scoring system helps to understand the importance of an entity to investigations and the potential consequences of removing or neutralizing that entity.,Classical/Predictive Machine Learning,Sandia National Laboratories,Repository for Analytics in a Virtualized Environment,ICE,bespoke_application,0,classical_ml,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,custom_trained,administrative,0,custom_system,0,classical_ml,bureau,ICE,0,0,0,1,,,0,0,0,0,0,0,inference_only,mission_critical,0,medium,"""sheer volume of data associated with"" — classical ML, bureau (ICE).",wave1-C
34236,132211,continued,DHS,ICE,Hurricane Score,"The Immigration and Customs Enforcement (ICE) Enforcement and Removal Operations (ERO) division would like to explore technology that could help lead to time savings and eliminate human error due to overburdened officers.  An AI generated hurricane score could also minimize the risk that a factor is overlooked due to officers being overburdened.  The hurricane score may be one factor that is used to inform the decision-making process. The “Hurricane Score” models the potential risk (1-5) that a noncitizen who is released from detention with the requirement to check in with ICE through monitoring will abscond from the program, with a higher number indicating a higher risk of absconding.","The Hurricane score model determines a probability of absconding and outputs a number (1-5), with a higher number indicating a higher risk of absconding. This number is used as one of many factors an officer uses when reviewing an ATD-ISAP case to determine the appropriate level of case management and technology for a noncitizen.",None of the above.,Developed in-house.,Operation and Maintenance,Hurricane Score,This use case intends to solve the problem of understanding which noncitizens in Enforcement and Removal Operations’ Alternatives to Detention - Intensive Supervision Appearance Program are most likely to abscond.,"The Hurricane Score helps officers quickly evaluate substantial amounts of case information across thousands of Alternatives to Detention - Intensive Supervision Appearance Program participants. By surfacing a risk indicator based on observed absconding patterns, it can provide additional insight that might not be apparent from manual review alone. This supports more consistent and efficient case reviews and helps officers allocate case management resources more effectively while maintaining individualized assessments.","Once individuals are enrolled in Enforcement and Removal Operations’ Alternatives to Detention - Intensive Supervision Appearance Program (ATD-ISAP), officers periodically review each case to determine whether the current level of case management and technology assignment remains appropriate or should be adjusted. During case reviews, an analyst or officer provides the Hurricane Score model with information already known about an ATD-ISAP participant, including case management details and participant actions. The model is a quasi-binomial, binary classification machine learning (ML) model trained on inactive ATD-ISAP case data to identify patterns associated with prior absconding behavior. Based on the provided inputs, the model outputs a score from 1 to 5, with higher scores indicating a higher model-estimated risk that the individual may abscond. Officers may then consider this score, along with many other factors, when determining whether current levels of case management or technology assignment remain appropriate or should be adjusted.",Classical/Predictive Machine Learning,,,ICE,custom_system,0,classical_ml,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0,custom_system,0,classical_ml,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,custom_trained,mission_critical,0,medium,"""Immigration and Customs Enforcement (ICE) Enforcement"" — classical ML, bureau (ICE).",wave1-C
34237,132301,continued,DHS,ICE,ICE Mobile Check-in Application,"The Check-In App is an opt-in capability that allows for low-risk adult noncitizens to securely check-in via an ICE Verified user account, verify their identity, identify their location, and satisfy check-in requirements thereby reducing in-person office visits and reducing manual processing work. AI-enabled capabilities within the ICE Check-In application give ICE the ability to scale its interactions to a greater number of noncitizens and reduce in-office presence at ICE facilities.","AI/ML is used for this face detection and tracking. Once captured, the photo is verified with a 1:1 verification using the CBP Traveler Verification Service. Verification of all requirements will satisfy check-in requirements. A failed verification will result in a review by an officer. The officer can request the user try again or request the user use the default in-person check-in process by making an appointment with their local ICE office.",None of the above.,Developed with contracting resources.,Operation and Maintenance,ICE Mobile Check-in Application,,,,,,,ICE,custom_system,0,classical_ml,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,unknown,mission_critical,0,custom_system,0,classical_ml,bureau,ICE,0,0,0,1,,,0,0,0,0,0,0,inference_only,mission_critical,1,high,"""Check-In App is an opt-in capability"" — classical ML, bureau (ICE).",wave1-C
34238,132275,continued,DHS,ICE,AI Assisted Compromise Email Detector (AACED),"The use case was developed to assist ICE SOC in reviewing a collection of emails between ICE personnel and Microsoft that were part of ED 24-02.  The use case provides a faster mechanism to the SOC analysts to determine indicators of compromise, reducing the level of effort for these individuals’ analysis exponentially.  To assist the analysts, Named Entity Recognition (NER) was used to detect PII and other associated keywords to increase analyst productivity, and reduce time required to analyze emails.",Outputs are named entities and generated text for specific questions. Chat interface for analyst to conduct Q&A with email as context.,None of the above.,Developed in-house.,Operation and Maintenance,AI Assisted Compromise Email Detector (AACED),This use case intends to solve the problem of the extensive manual effort required to review emails for signs of cyber compromise.,"The use case was developed to assist ICE SOC in reviewing a collection of emails between ICE personnel and Microsoft that were part of Emergency Directive 24-02.  The use case provides a faster mechanism to the SOC analysts to determine indicators of compromise, reducing the level of effort for these individuals’ analysis exponentially.  To assist the analysts, Named Entity Recognition (NER) was used to detect PII and other associated keywords to increase analyst productivity, and reduce time required to analyze emails.",Outputs are named entities and generated text for specific questions. Chat interface for analyst to conduct Q&A with email as context.,Classical/Predictive Machine Learning,,,ICE,custom_system,0,classical_ml,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,unknown,cybersecurity,0,custom_system,0,nlp_specific,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,inference_only,mission_critical,0,high,"""use case was developed to assist"" — specialized NLP, bureau (ICE).",wave1-C
34240,132277,continued,DHS,ICE,"Cybersecurity Threat Management, Detection, and Response","Machine Learning (ML) is used to analyze historical ICE cybersecurity data, create activity baselines, and detect anomalous behaviors for alerting. By integrating ML with other advanced analytics and correlation rules, AI identifies patterns indicative of security incidents, enabling SOC analysts to detect and respond to threats more quickly than previously possible.",The output of the analytics will be anomaly detection from patterns in security tool data correlated into alerts for SOC analysts.,None of the above.,Developed in-house.,Operation and Maintenance,"Cybersecurity Threat Management, Detection, and Response",This use case intends to solve the problem of detecting and responding to cybersecurity threats in a timely manner.,"These AI capabilities provide security analysts with modern tools to identify and respond to threats much more quickly than previously possible, minimizing potential damage to systems and data.","CD&I uses several AI-enabled cybersecurity tools to analyze this data. Machine learning (ML) models, such as classification and regression models, are used to analyze historical data and detect emerging threats through pattern recognition. Other ML capabilities include continuous monitoring of ICE cybersecurity data and the algorithmic identification of real-time cyber threats. This includes recognizing phishing patterns, malware signatures, or abnormal network traffic patterns across a variety of tools. Additionally, CD&I is in the process of integrating its open-source intelligence cybersecurity threat analysis platform with an LLM. This integration will allow platform users to summarize open-source intelligence on cybersecurity threats and more easily research and respond to potential cybersecurity events.",Classical/Predictive Machine Learning,Illumio; AttackIQ; Cofense; Splunk; Crowdstrike; Polarity,"Xploitation Platform Leveraging Offensive Information Technology, Phishing Defense Solution, Audit Log Management Solution (ALMS), Endpoint Detection and Response, EMVEC",ICE,product_deployment,0,classical_ml,bureau,ICE,0,0,0,1,Crowdstrike Falcon,Crowdstrike,0,0,0,0,0,0,inference_only,cybersecurity,0,custom_system,0,predictive_analytics,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,custom_trained,cybersecurity,0,high,"""Machine Learning (ML) is used to"" — predictive analytics, bureau (ICE).",wave1-C
34241,132243,continued,DHS,ICE,Translation and Transcription for Investigative Data,"HSI investigators often encounter data from various sources, including legal and administrative processes, enforcement actions, and open-source materials, in languages other than English. To unlock the value of this data, it must be translated into English before further analysis can be conducted. The Translation and Transcription Service leverages neural machine translation (NMT) models for text translation and automatic speech recognition (ASR) and deep neural network (DNN) models with normalization for voice-to-text transcription. This innovative approach enables users to quickly triage large datasets and identify key information relevant to investigations. Any data deemed critical for court proceedings is then submitted to certified human translators for final review, ensuring that government resources are allocated efficiently and only used for necessary translations and transcriptions.",The Translation and Transcription Service leverages neural machine translation (NMT) models for text translation and automatic speech recognition (ASR) and deep neural network (DNN) models with normalization for voice-to-text transcription.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Translation and Transcription for Investigative Data,This use case intends to solve the problem of the time-consuming process of translating and transcribing data for investigative purposes.,"HSI investigators often encounter data from various sources, including legal and administrative processes, enforcement actions, and open-source materials, in languages other than English. To unlock the value of this data, it must be translated into English before further analysis can be conducted. The Translation and Transcription Service leverages neural machine translation (NMT) models for text translation and automatic speech recognition (ASR) and deep neural network (DNN) models with normalization for voice-to-text transcription. This innovative approach enables users to quickly triage large datasets and identify key information relevant to investigations. Any data deemed critical for court proceedings is then submitted to certified human translators for final review, ensuring that government resources are allocated efficiently and only used for necessary translations and transcriptions.",The Translation and Transcription Service leverages neural machine translation (NMT) models for text translation and automatic speech recognition (ASR) and deep neural network (DNN) models with normalization for voice-to-text transcription.,Natural Language Processing (NLP),Booz Allen,"Repository for Analytics in a Virtualized Environment,",ICE,bespoke_application,0,nlp_specific,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,fine_tuned,administrative,0,custom_system,0,nlp_specific,bureau,ICE,0,0,0,1,,,0,0,0,0,0,0,rag_pipeline,mission_critical,0,high,"""HSI investigators often encounter data from"" — specialized NLP, bureau (ICE).",wave1-C
34242,132249,continued,DHS,ICE,Biometric Check-in for ATD-ISAP (SmartLINK),"ISAP Biometric Monitoring App is a technology option that allows participants to report in using a smartphone. This app verifies a participant’s identity, determine their location, and quickly collect status change information. The app adds functionality not available with telephonic and is less intrusive than a GPS unit. ISAP monitoring app limits in-person interactions of routine check-ins, allowing more time to be allocated to non-compliant participants, complex removal proceedings cases and docket management.","There are two outputs related to using ISAP Biometric Monitoring App. Either a participant “passes” (biometric match) or the photo is moved to a “pending review” status.  In either scenario, a human can evaluate the response.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Biometric Check-in for ATD-ISAP (SmartLINK),This use case intends to solve the problem of the need for frequent in-person check-ins for participants in the ATD-ISAP program.,"ISAP Biometric Monitoring App is a technology option that allows participants to report in using a smartphone. This app verifies a participant’s identity, determine their location, and quickly collect status change information. The app adds functionality not available with telephonic and is less intrusive than a GPS unit. ISAP monitoring app limits in-person interactions of routine check-ins, allowing more time to be allocated to non-compliant participants, complex removal proceedings cases and docket management.","There are two outputs related to using ISAP Biometric Monitoring App. Either a participant “passes” (biometric match) or the photo is moved to a “pending review” status.  In either scenario, a human can evaluate the response.",Computer Vision,BI,ISAP IV (SmartLink) IATSS,ICE,product_deployment,0,computer_vision,bureau,ICE,0,0,0,1,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,computer_vision,bureau,ICE,0,0,0,1,,,0,0,0,0,0,0,inference_only,mission_critical,0,medium,"""ISAP Biometric Monitoring App is a"" — computer vision, bureau (ICE).",wave1-C
34243,132118,continued,DHS,ICE,Email Analytics for Investigative Data,"HSI personnel encounter large volumes of legally acquired, multilingual email data that must be prepared (ingested, triaged, translated, searched and filtered) before it can be analyzed to support investigations. The Email Analytics application eliminates manual data preparation processes, and leverages machine learning to conduct spam message classification, translation, and entity extraction, including names, organizations, or locations. It also utilizes HSI's AI-enabled translation capabilities (see related use case “Translation and Transcription for Investigative Data”) for translation of emails in other languages to English. The output reduces time and resources spent preparing data, increases the analytic utility of the data, and allows HSI personnel to more quickly conduct analysis on the information.","The output is email data that has undergone spam message classification, translation, and entity extraction, including names, organizations, or locations.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Email Analytics for Investigative Data,This use case intends to solve the problem of the time-consuming and resource-intensive process of preparing multilingual email data for analysis.,"Homeland Security Investigations (HSI) personnel encounter large volumes of legally acquired, multilingual email data that must be prepared (ingested, triaged, translated, searched and filtered) before it can be analyzed to support investigations. The email analytics workflow eliminates manual data preparation processes, and leverages machine learning to conduct spam message classification, translation, and entity extraction, including names, organizations, or locations. It also utilizes HSI's AI-enabled translation capabilities (see related use case “Translation and Transcription for Investigative Data”) for translation of emails in other languages to English. The output reduces time and resources spent preparing data, increases the analytic utility of the data, and allows HSI personnel to more quickly conduct analysis on the information.","The output is email data that has undergone spam message classification, translation, and entity extraction, including names, organizations, or locations.",Natural Language Processing (NLP),,,ICE,custom_system,1,nlp_specific,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,nlp_specific,bureau,ICE,0,0,0,1,,,0,0,0,0,0,0,rag_pipeline,mission_critical,0,high,"""HSI personnel encounter large volumes of"" — specialized NLP, bureau (ICE).",wave1-C
34244,132304,continued,DHS,ICE,Mobile Device Analytics for Investigative Data,"Mobile device analytics capabilities were developed to meet the growing need for investigators to quickly and effectively review and analyze the massive amounts of data extracted from mobile devices obtained in court-ordered seizures through a warrant or other investigative due process. The solution empowers investigators and analysts to identify and extract critical evidence, relationships, and networks from mobile device data, leveraging machine learning capabilities to determine locations of interest. Present capabilities are limited to the use of an algorithm for clustering of geo-location data, allowing investigators to identify 'stops' and 'overlaps' of locations from lawfully seized phones, where a 'stop' is a location a phone may have remained for a period of time and an 'overlap' is a location where multiple phones may have visited. By streamlining the analysis process, these capabilities aim to enhance the efficacy of HSI agents and analysts by providing advanced data processing to identify the most relevant information for lead generation in a shorter amount of time than manually processing, ultimately contributing to the disruption and dismantling of criminal networks and the protection of national security.","Present capabilities are limited to the use of an algorithm for clustering of geo-location data, allowing investigators to identify 'stops' and 'overlaps' of locations from lawfully seized phones, where a 'stop' is a location a phone may have remained for a period of time and an 'overlap' is a location where multiple phones may have visited.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Mobile Device Analytics for Investigative Data,,,,,,,ICE,custom_system,0,classical_ml,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,classical_ml,bureau,ICE,0,0,0,1,,,0,0,0,0,0,0,rag_pipeline,mission_critical,0,high,"""Mobile device analytics capabilities were developed"" — classical ML, bureau (ICE).",wave1-C
34245,132326,continued,DHS,ICE,Identification Card and Travel Document Code Detection,"The Identification Card and Travel Document Code Detection service leverages mobile phone cameras to quickly and accurately read 2D Data Matrix Codes on US Driver's Licenses and ID cards, as well as Machine Readable Zones (MRZ) on travel documents like Passports and Passport cards. This innovative solution utilizes machine learning to enhance the detection of these codes, allowing for seamless scanning and automatic population of detected information into corresponding text fields within HSI mobile apps. By streamlining the code recognition process, the service significantly reduces the time required for users to read cards or documents, eliminating the need for manual data entry and resulting in more efficient, in-person interactions with individuals.",The output is a dataset of structured identification data.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Identification Card and Travel Document Code Detection,,,,,,,ICE,custom_system,0,classical_ml,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,classical_ml,bureau,ICE,0,0,0,1,,,0,0,0,0,0,0,rag_pipeline,mission_critical,0,high,"""Identification Card and Travel Document Code"" — classical ML, bureau (ICE).",wave1-C
34246,132282,continued,DHS,ICE,Normalization Services,"HSI utilizes artificial intelligence to enhance data accuracy and efficiency by verifying, validating, correcting, and normalizing various types of information, including addresses, phone numbers, names, and ID numbers. This process helps to eliminate data entry errors, detect intentional misidentification, and connect related information across multiple datasets, ultimately reducing the time and resources required for investigations. The machine learning-powered normalization services offered by HSI include converting ambiguous addresses into usable formats, identifying ID types from partial information, categorizing names with complex suffixes and family names, and standardizing phone numbers to the E164 format, including determining their originating county. By normalizing and improving the quality of investigative datasets, HSI is able to use more advanced tools to find correlations and leads that would have otherwise gone undetected without extensive manual effort.","The output includes normalized data that improves search capability during investigations. This includes normalizing data to update less well-defined addresses into usable addresses for analysis- (such as those using mile markers instead of a street number); inferring ID type based on user-provided ID value (such as distinguishing a SSN from a DL number without additional context); categorizing name parts while taking into account additional factors (including generational suffixes and multi-part family names); and validating and normalizing phone numbers to the E164 standard, including their identified county of origin.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Normalization Services,"This use case intends to solve the problem of data redundancies, inconsistencies difficult to integrate data that hinders the efficiency and accuracy of investigations.","HSI utilizes artificial intelligence to enhance data accuracy and efficiency by verifying, validating, correcting, and normalizing various types of information, including addresses, phone numbers, names, and ID numbers. This process helps to eliminate data entry errors, detect intentional misidentification, and connect related information across multiple datasets, ultimately reducing the time and resources required for investigations. The machine learning-powered normalization services offered by HSI include converting ambiguous addresses into usable formats, identifying ID types from partial information, categorizing names with complex suffixes and family names, and standardizing phone numbers to the E164 format, including determining their originating county. By normalizing and improving the quality of investigative datasets, HSI is able to use more advanced tools to find correlations and leads that would have otherwise gone undetected without extensive manual effort.","The output includes normalized data that improves search capability during investigations. This includes normalizing data to update less well-defined addresses into usable addresses for analysis- (such as those using mile markers instead of a street number); inferring ID type based on user-provided ID value (such as distinguishing a SSN from a DL number without additional context); categorizing name parts while taking into account additional factors (including generational suffixes and multi-part family names); and validating and normalizing phone numbers to the E164 standard, including their identified county of origin.",Classical/Predictive Machine Learning,Booz Allen,Repository for Analytics in a Virtualized Environment,ICE,bespoke_application,0,classical_ml,bureau,ICE,0,0,0,0,,,0,0,0,0,0,0,custom_trained,administrative,0,custom_system,0,classical_ml,bureau,ICE,0,0,0,1,,,0,0,0,0,0,0,inference_only,mission_critical,0,high,"""HSI utilizes artificial intelligence to enhance"" — classical ML, bureau (ICE).",wave1-C
34247,132161,continued,DHS,MGMT,JES and Appropriations Insight,"Purpose: Converts scanned financial tables from PDFs into structured, machine-readable data while maintaining multi-year spending relationships.
Benefits: Eliminates manual data entry, reduces errors, and significantly speeds up the process of consolidating historical financial data from legacy documents.",Structured tables in place of free text to provide a machine-readable dataset.,None of the above.,Developed with contracting resources.,Acquisition and/or Development,JES and Appropriations Insight,"Convert plaint text statements in Congressional reports to machine-readable tasks that can be managed in Outlook, Jira, or other project tracking software.","Purpose: Converts scanned financial tables from PDFs into structured, machine-readable data while maintaining multi-year spending relationships.
Benefits: Eliminates manual data entry, reduces errors, and significantly speeds up the process of consolidating historical financial data from legacy documents.",Structured tables in place of free text to provide a machine-readable dataset.,Natural Language Processing (NLP),,,MGMT,custom_system,0,nlp_specific,bureau,MGMT,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,classical_ml,bureau,MGMT,0,0,0,1,,,0,0,0,0,0,0,inference_only,mission_critical,0,medium,"""Purpose: Converts scanned financial tables from"" — classical ML, bureau (MGMT).",wave1-C
34250,132164,continued,DHS,MGMT,Spending Analysis and Budget Execution Risk (SABER) Model,"Purpose: Predicts potential budget execution issues by analyzing historical spending patterns across various Treasury accounts and classifications.
Benefits: Early identification of spending anomalies allows proactive budget management and reduces the risk of under/overspending.","Warnings, flags for review and comparison via prediction and classification.",None of the above.,Developed with contracting resources.,Acquisition and/or Development,Spending Analysis and Budget Execution Risk (SABER) Model,Identify account at risk for over- and under-spend.,"Purpose: Predicts potential budget execution issues by analyzing historical spending patterns across various Treasury accounts and classifications.
Benefits: Early identification of spending anomalies allows proactive budget management and reduces the risk of under/overspending.","Warnings, flags for review and comparison via prediction and classification.",Classical/Predictive Machine Learning,,,MGMT,custom_system,0,classical_ml,bureau,MGMT,0,0,0,0,,,0,0,0,0,0,0,unknown,administrative,0,custom_system,0,predictive_analytics,bureau,MGMT,0,0,0,1,,,0,0,0,0,0,0,inference_only,mission_critical,0,high,"""Purpose: Predicts potential budget execution issues"" — predictive analytics, bureau (MGMT).",wave1-C
