use_case_id,agency,use_case_name,prior_corrected_value,final_is_general_llm_access,final_deployment_scope,decision,confidence,search_attempted,search_query,evidence_url,evidence_quote,notes
9279,HHS,Agentic RAG Chatbot,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9288,HHS,Using LLM to optimize National Health Interview Survey (NHIS) case note information,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9298,HHS,Data Standardization with LLM,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9303,HHS,Respirator Selection Logic (RSL) Copilot,0,0,pilot,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9304,HHS,PPE Concerns Copilot,0,0,pilot,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9309,HHS,Delegations Repository Assistant,0,0,pilot,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9354,HHS,Contract Invoice Analyzer Assistant,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9363,HHS,Marketplace Qualified Health Plan Benefit AI Assistant (discovery),0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9364,HHS,AI Automation within the WETG Web Help Service Desk (discovery),0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9388,HHS,Eligibility & Enrollment Medicare Online (ELMO) Chatbot,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9409,HHS,Regulatory Starting Material,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9429,HHS,FOIA REDACTION (FRED) TOOL,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9444,HHS,AI-Powered Assistant for Pathogen Detection (AIPD),0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9460,HHS,Intelligent Document Processing to analyze current import entry documentation for potential discrepancies,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9462,HHS,Knowledge Navigator,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9465,HHS,PRF Program Chatbot,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9472,HHS,Code Conversion for PowerBI Migration,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9478,HHS,Program Compliance and Reporting Knowledge Base Chatbot,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9480,HHS,Applying for Grants Chat Bot,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9489,HHS,CSR Public Chatbot (CPC),0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9504,HHS,NBS Virtual Assistant,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9511,HHS,OIT Help Desk Chatbot,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9559,HHS,Detection of AI-Generated Reviewer Critiques,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9566,HHS,LibreChat,0,1,enterprise_wide,overturn,high,0,,,NHGRI-internal generative chat and image capabilities of LibreChat will provide an alternative to using publicly available chat services,LibreChat NHGRI: explicitly general-purpose chat alternative to ChatGPT.
9578,HHS,Virtual Assistant for the NIAMS Grant Management Applications,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9579,HHS,Grant award process efficiency,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9591,HHS,Portfolio analysis and grant summarizing program,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9592,HHS,RAG System For Travel Planning,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9601,HHS,NIH Travel Policy AI Chatbot,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9608,HHS,Applicant Help Chatbot,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9610,HHS,GrantSolutions AI Writing Assistant,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9613,HHS,GrantSolutions Helpdesk Agent,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9614,HHS,GrantSolutions Non?Competing Continuation Review Tool,0,0,enterprise_wide,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9631,HUD,FHA Resource Center Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9804,NASA,Coupled Loads Analysis Research Assistant (CLARA),0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9808,NASA,Advanced Air Mobility Digital Assistant,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9920,NASA,Software Issue Classification with LLM,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9938,NASA,Using LLMS for Documents and Requirements Analysis,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9947,NASA,Cache-Augmented Generation Document Search (converted to collective),0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9962,NASA,JSC SMA NT Paper WAD Data Extraction,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9983,NASA,RAG Chatbots: Enhancing User and Internal Support Through Dual Knowledge Systems,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
9985,NASA,Using ChatGSFC to Streamline Analysis and Reporting,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10049,NASA,IV&V AI Assistant,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10050,NASA,IV&V Process Accelerators through Generative AI Capabilities,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10060,NASA,BoundState (Compliance & Risk Engine),0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10101,NSF,M365 AI Builder pre-built GPT for Summarization,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10117,SBA,Internal OFO Chatbot Recommender,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10122,SBA,Chatbots for internal research,0,1,bureau,overturn,high,0,,,"Access AI chatbots (e.g., claud, chatgpt) to improve internal research",SBA Office of Advocacy — explicit deployment of Claude/ChatGPT for general internal research.
10124,SBA,Generative AI for SBA.gov product training,0,1,bureau,overturn,high,0,,,ChatGPT can serve as an interactive learning tool for training,SBA OCIO ChatGPT for product training — general ChatGPT use.
10125,SBA,"AI for Small Business Development w/Copilot, Gemini or ChatGPT",0,1,pilot,overturn,high,0,,,"AI for Small Business Development w/Copilot, Gemini or ChatGPT",Explicit naming of Copilot/Gemini/ChatGPT for general staff use in SBA district offices.
10126,SBA,ChatGPT for OMS Marketing,0,1,bureau,overturn,high,0,,,ChatGPT (OpenAI) allows users to input prompts/data and then provides answers and outlines,ChatGPT for OMS Marketing — general ChatGPT use.
10127,SBA,Gemini AI for Strategic Planning,0,1,bureau,overturn,high,0,,,"Synthesize multiple team research, threads and ideas for strategic planning purposes",Gemini AI for Strategic Planning — explicit general Gemini use.
10137,SBA,SBA.gov External Customer Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10140,SBA,Developer Code Assistant AI,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10141,SBA,Developer Code Assistant AI,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10158,SEC,EDGAR Technical Support Public Chatbot,0,0,bureau,confirm,low,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10176,SEC,Using AI Large Language Model chat for general tasks/questions,0,1,office,overturn,high,0,,,Using an AI Large Language Model chat for general tasks and answer questions,"SEC SEARCH — explicitly named ""general tasks/questions"" LLM chat."
10178,SEC,Extracting data from FOIA request forms,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10179,SEC,Knowledge base of federal securities law and chatbot,0,0,office,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10180,SEC,Knowledge base of crypto comments and chatbot,0,0,office,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10188,SEC,Disclosure Review Chatbot,0,0,office,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10189,SEC,Note-Taking Assistant,0,0,office,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10191,SEC,Chatbot with SEC Documents,0,0,office,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10200,SEC,Legal Research (Lexis+),0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10201,SEC,Legal Research (Westlaw Precision),0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10220,SSA,Generative Artificial Intelligence (AI) for Analytic Insights,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10225,SSA,Therapy Chatbot - Text-Based Mental Health Support for SSA Employees,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10232,SSA,Mainframe code modernization assistant,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10234,SSA,Vocational Assessment Assistant Tool  (VAAT),0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10237,SSA,Human Resource Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10244,State,BudgetChat AI Tool,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10247,State,Travel.State.Gov (TSG) Enhanced Search and Chatbot,0,0,bureau,confirm,low,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10279,State,Rosie Chat Bot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10282,State,AI SharePoint Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10283,State,Databricks Code Assistant,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10294,State,TIP Report Research Translation,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10386,Treasury,AskBEP AI ChatBot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10395,Treasury,Large Language Model (LLM) Chatbot for Proof of Concept,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10396,Treasury,Large Language Model (LLM) Coding for Proof of Concept,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10401,Treasury,Knowledge Retrieval Chatbot POC,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10412,Treasury,Research / Discovery on GenAI Product for HR,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10414,Treasury,Local LLMs Evaluation,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10416,Treasury,Establish localized Large Language Model (LLM),0,0,bureau,confirm,medium,0,,,,"Establish localized LLM is research/enablement effort, not yet a deployed broad chat assistant. Reverting to confirm=0."
10418,Treasury,Public Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10419,Treasury,SBSE - Payments Topics Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10425,Treasury,Volunteer Income Tax Assistance (VITA) Generative AI Chatbot Proof of Concept,0,0,bureau,confirm,low,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10428,Treasury,Digital Forensics Chatbot for IRS Employees,0,0,bureau,confirm,low,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10429,Treasury,Generative AI for Form 1040X: Support Tool for Amended Returns (STAR),0,0,bureau,confirm,low,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10431,Treasury,Taxpayer Services Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10433,Treasury,Employee Resource Center (ERC) Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10434,Treasury,Winnie Chatbot for Employee IT FAQs,0,0,bureau,confirm,low,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10444,Treasury,Modular Code Assistant (Explain & Refactor Small Methods) for Automation Test Application Development,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10449,Treasury,Modernization Accelerator - Legacy Applications Chatbot & Code Conversion,0,0,bureau,confirm,low,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10455,Treasury,Ticket Management Generative AI Pilot,0,0,pilot,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10467,Treasury,Enterprise Systems Testing Generative Pre-Trained Transformer (EST Knowledge Source and Documentation AI Tool),0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10528,USDA,FSA FLP Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10548,USDA,Use of LLMs for data extraction,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10559,USDA,ESRI Support Chat Bot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10569,USDA,Conservation Management Benefits Navigator (CMBN),0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10581,USDA,HR Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10584,USDA,Chatbot for Meat and Poultry Hotline & OPACE Efficiency,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10589,USDA,Incident Detection and Response Acceleration,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10606,USDA,GIS Help Desk Chat Bot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10617,USDA,Recreation site chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10632,USDA,Forest Vegetation Simulator (FVS) Helpdesk Chatbot RAG,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10649,USDA,PHIS Export Library Assistant,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10650,USDA,Chatbot for IT Customer Help Desk,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10651,VA,Employee Transactions for HR Decision-Making,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10728,VA,Federal EHR End User Peer Support Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10738,VA,Power Platform Solutioning Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10745,VA,Pyramid Analytics Generative AI Options,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10747,VA,Integration of Provar Manager with VA GPT,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10752,VA,iFAMS CSR Assistant,0,0,pilot,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10754,VA,Loan Guaranty Lender’s Handbook Chatbot,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10776,VA,TherapyTrainer,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10799,VA,Call Center Knowledge Navigator,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10871,VA,CT CoPilot,0,0,pilot,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10893,VA,Coordinated Care Tracking System (CCTS) Generative AI Support,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10912,VA,Articulate 360: AI Assistant,0,0,bureau,confirm,high,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
10993,VA,VA Chat Copilot Meta Pilot,0,1,pilot,overturn,low,0,,,VA Chat Copilot Meta Pilot — name suggests broad meta-pilot of VA chat copilot,"Name strongly suggests broad VA copilot pilot, but inventory empty/discontinued. Marking 1 with low confidence."
11000,VA,VCA & PPMS Chatbot,0,0,bureau,confirm,low,0,,,,Narrow workflow tool / specific dataset chatbot / classifier / extraction pipeline — not general-purpose LLM access.
