agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
HHS,CDER Publications,HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,,CDER Pubs,NCTR,c) Developed with both contracting and in-house resources,Yes,"Inefficient manual curation and categorization of publications by CDER authors. It aims to automate the process of organizing publications by focus areas for data call responses and identifying regulatory publications, replacing time-consuming manual review processes.","CDER Pubs is needed for the Science and Research Investments Tracking Archive (SARITA) for reporting of outcomes and to support the prioritization, management, and review of the quality and impact of CDER's science and research investments, helping ensure public accountability for research activities.","Accuracy of AI/ML data curation of publications feed, ability to categorize publications as regulatory or not regulatory, and ability to classify publications"
HHS,CDER Regulatory Science Research (RSR) Projects AI for Process Control in Advanced Manufacturing,HHS/FDA/CDER,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,b) Developed in-house,Yes,Need for better process control in continuous manufacturing and development of soft sensors for real-time release testing strategies.,"The outcomes of this work can be used to gain a better understanding of AI in advanced pharmaceutical manufacturing control, identify the associated risks, and help review future submissions involving this technology, ultimately supporting more efficient and reliable drug manufacturing.","The AI model demonstrated remarkable performance in setpoint tracking and disturbance rejection for a digital continuous manufacturing line, underscoring the potential of AI-based control strategies in enhancing product quality and regulatory assessment."
HHS,CI5: Development and refinement of toolkits for routine use in the EHR and claims Data Partner network,HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,Microsoft Teams,Sentinel,Contractor teams,c) Developed with both contracting and in-house resources,Yes,"This project is designed to solve the problem of inconsistent or inefficient data analysis capabilities across the EHR and claims Data Partner network. It aims to create standardized, reliable analytical tools that can be routinely deployed across different data partners to improve the consistency, quality, and efficiency of pharmacoepidemiologic analyses within the Sentinel System.","improved confounding control when using Electronic Health Record (EHR) data for drug safety studies, leading to more reliable conclusions about medication risks and benefits in real-world populations.","Regularized machine learning tools (e.g.,   Least Absolute Shrinkage and Selection Operator (LASSO)-based models) combined with targeted learning methods for improved large-scale covariate adjustment"
HHS,CMS Chat,HHS/CMS/OIT,deployed,Generative AI,1,1,0,general_llm,,CEDAR,Skyward IT Solutions,c) Developed with both contracting and in-house resources,Yes,Workforce productivity and operational efficiency,The expected benefits include significant productivity gains and enhanced operational efficiency through streamlined work.,"CMS Chat generates text-based responses including drafted content for emails and reports, document summaries and analysis, synthesized findings, brainstormed ideas, and answers to queries - all delivered through a conversational interface ."
HHS,CMS Labor Analysis Wizard (CLAW),HHS/CMS/OAGM,deployed,Natural Language Processing,0,0,0,nlp_specific,,CEDAR,Skyward Solutions,c) Developed with both contracting and in-house resources,Yes,"CLAW provides semi-automated analysis and insights into contractor-proposed labor for evaluation and negotiation purposes, enabling OAGM to make more informed procurement decisions that optimize contract terms and enhance the efficiency of the federal acquisition process.",CLAW enables  OAGM to make more informed procurement decisions that optimize contract terms and enhance the efficiency of the federal acquisition process.,"CLAW outputs normalize labor category classifications, historical price trend analysis, and comparative insights on contractor-proposed labor rates to support OAGM's contract evaluation and negotiation processes."
HHS,CSR Public Chatbot (CPC),HHS/NIH,deployed,Generative AI,1,0,0,general_llm,,CSR Public Chatbot (CPC),,b) Developed in-house,Yes,"This tool answers questions from the public, potential reviewers, and applicants by directly pulling relevant information from official government web pages, instead of searching FAQ lists.",Applicants and Reviewers can get their NIH grant applications and peer review questions answered quickly and efficiently,"This tool recommends original source material that seems to answer the user's question, and allows the user to check the accuracy of the answer."
HHS,Case Management Tool Case Creation & Automation,HHS/CMS/OIT,pilot,Agentic AI,1,0,0,classical_ml,,Medicare Enrollment & Premium Billing System (MEPBS),,a) Purchased from a vendor,Yes,Automate and optimize manual case creation for incoming documents/requests and simplify manual tasks,"Improved case completion volume, higher caseworker productivity","Creates a case in the system based on a scanned document from the public, automates simple functions, etc."
HHS,Category Subcategory Classification - Safety Reports Bot,HHS/FDA/CDER,deployed,Other,0,0,0,classical_ml,,Data Services Automation,Deloitte,c) Developed with both contracting and in-house resources,Yes,Manual analysis and data entry of safety report submissions is time-intensive and requires staff to review scanned PDFs and determine appropriate categories.,"Potentially reduces manual labor in processing safety report submissions, allowing FDA staff to focus on safety analysis and regulatory decision-making rather than data entry tasks.",To predict cat/subcat from IND submissions through the rule setup.
HHS,Center for Forecast and Analytics (CFA) Model Studio,HHS/CDC,pilot,Other,0,0,0,classical_ml,Palantir AIP,1 CDC Data Platform (1CDP),Palantir Technologies,c) Developed with both contracting and in-house resources,Yes,"This tool is intended to provide streamlined infrastructure around allowing users to bring their own models or discover existing ones and evaluate them in a streamlined way. For example, users can develop their models in their local machine, containerize them and deploy them using CFA Model Studio in the platform for further experimentation, parameter exploration and registry.","This tool is intended to extend the Natice Modeling Objectives capabilities on platform to reduce the effort and burden around bringing models on platform and especially allow for R based models for fine evaluation. Additionally,  adds flexibility for users to utilize their preferred modelling language and tools","Model Library is a tool where users can go to discover, upload, and test their various models. The outputs are typically test runs, and the ability to evaluate model performance"
HHS,ChIRP - A ChatGPT Model for the NIH Intramural Community,HHS/NIH,pilot,Generative AI,1,1,0,general_llm,ChatGPT,ChIRP,,b) Developed in-house,Yes,"We hoped to load text into the chatbot to assist in summarization and identification of prominent themes.  ChIRP was moderately helpful for our use case, primarily because we used it at a stage in development where documents could not be directly uploaded into the chatbot","Chatbots with the ability to scan, summarize, and compare document text could likely assist researchers working with large qualitative datasets.",We hoped to use ChIRP to thematically analyze text.
HHS,ChatBot for Safety Reporting Portal Adverse Events and Product problems submissions,HHS/FDA/ODT,deployed,Natural Language Processing,0,0,0,general_llm,ServiceNow Now Assist,Safety Reporting Portal (SRP),Druid,c) Developed with both contracting and in-house resources,Yes,"Increases data integrity and aid with routing the user to the correct commodity group to submit their adverse event or product problem. DRUID AI, a COTS tool, boasts a comprehensive suite of functionalities, encompassing conversational flows and seamless diverse data sources integrations such as SQL, ServiceNow, UiPath, API, and knowledge base services. Its sophisticated Natural Language Processing and Understanding capabilities empower precise interpretation of user queries across various languages and dialects.",Increased user satisfaction by saving time providing faster form completion and less confusion on where to report their adverse event or product problem.,"The AI routes to the correct form and helps the user to complete the report faster and endures data integrity. The outputs uses knowledgebase to answer questions, format responses, routes to correct forms, and uses API to submit the report to SRP without having to use the existing legacy app."
HHS,ChatGPT,HHS/OCR,pilot,Generative AI,1,1,0,general_llm,ChatGPT,N/A,Open AI,a) Purchased from a vendor,No,Staffing shortage,More efficient investigations.,ChatGPT is used to break down complex legal concepts in plain language and identify patterns in court rulins impacting Medicaid services.
HHS,"Child Welfare Information Automated Inquiry System

(Note: previously named ""Child Welfare Information Gateway OneReach Application"")",HHS/ACF,deployed,Natural Language Processing,0,0,0,nlp_specific,Amazon Connect,Child Welfare Information Automated Inquiry System,"Amazon Connect (current)

OneReach (previous, deprecated)",a) Purchased from a vendor,No,"How can Child Welfare Information Hotline callers get the right information faster without increasing staffing?

The Children's Bureau runs the Children Welfare Information Gateway, a connection to trusted resources on the child welfare continuum. The Information Gateway has a hotline for answering questions or requesting information: https://www.childwelfare.gov/stay-connected/contact/. Callers to the hotline range from those having more routine questions (such as asking for the contact information for their state's child welfare agency) to reporting more complex, nuanced situations.","Approximately a quarter of inquires to the Child Welfare Information Hotline are assisted by AI, freeing up time for staff to focus on more complex, nuanced cases. In the first 4 years, this amounts to ~2,500 inquiries assisted by AI.","The Information Gateway Hotline connects to a phone interactive voice response (IVR). The Information Gateway hotline maintains a database of state hotlines for reporting child abuse and neglect that it can connect a caller to based on their inbound phone area code. Additionally, the Information Gateway Hotline offers a limited FAQ texting service that utilizes natural language processing to answer user queries."
HHS,Citation Analysis and Survey Assistant (CASA - Nursing Home Survey CMS 2567),HHS/CMS/CCSQ,deployed,Natural Language Processing,0,0,0,general_llm,,CDRAP,,b) Developed in-house,Yes,"CASA enhances the efficiency and effectiveness of monitoring and reviewing nursing home surveys across the US. It enhances how the Quality, Safety, and Oversight Group (QSOG) and Survey Operations Group (SOG) assess how State Survey Agencies (SSAs) are citing nursing home deficiencies, reported on CMS Form 2567, by employing advanced natural language processing and machine learning technologies.","Speeds up the manual and time-consuming process of survey review and citing nursing home deficiencies, reported on CMS Form 2567, by employing advanced natural language processing and machine learning technologies.","An application which provides Nursing Home Oversight groups an interface to view, track and utilize all the features supported by aforementioned ML/AI powered processes."
HHS,Clinical Trial Predictor,HHS/NIH,deployed,Generative AI,0,0,0,general_llm,,,,b) Developed in-house,Yes,"Applications that propose clinical trials that are submitted to NOFOs that do not allow clinical trials cannot be funded, no matter how well they do in review, because they were not reviewed using all appropriate clinical trial criteria. This application allows NIH to identify clinical trial applications submitted to NOFOs that do not allow clinical trials so they can be withdrawn before being reviewed and potentially transferred to a NOFO that does allow clinical trials.","The AI tool predicts whether grant applications may involve clinical trials based on the text of their titles, abstracts, narratives, specific aims, and research strategies. It is very difficult to deal with misclassified CTs that make to review on a CT not allowed FOA: no matter how good the score is, the IC cannot fund them.  The CT prediction algorithm is used to help identify potential CTs on CT not allowed NOFOs, mainly the parent R01.","Input: IMPAC II application data, including titles, abstracts, narratives, specific aims, and research strategies. Output: Prediction of possible clinical trial submitted to a non-CT NOFO."
HHS,ClinicalTrials.gov Protocol Registration and Results System Review Assistant,HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,general_llm,,,N/A,c) Developed with both contracting and in-house resources,Yes,The quality control review process at ClinicalTrials.gov is time- and resource-intensive.,"Some potential benefits include increased efficiency, consistent reviews, resource optimization, and increased scalability.",Prediction of whether a quality issue is present in study registration or results records.
HHS,CoPilot Outlook,HHS/OCR,pilot,Generative AI,1,1,0,general_llm,Westlaw AI,N/A,Westlaw,a) Purchased from a vendor,No,Staffing shortage,Faster correspondence with public.,Previously used to revised emails
HHS,Collective Bargaining Compass,HHS/ACF,deployed,Generative AI,1,1,0,general_llm,Palantir AIP,ACF Discover,Palantir,a) Purchased from a vendor,Yes,"How can the HHS-NTEU collective bargaining agreement be more easily referenced?

The HHS NTEU Collective Bargaining Agreement and associated rules are over 400 pages long, covering numerous topics related to employer-labor relations.","Faster fact-finding on the HHS-NTEU collective bargaining agreement.

Rather than searching for relevant passages through keyword matching, people can ask their questions in natural language.","Suggested answer to a question, with thought process and links to relevant section of official document(s).

The Collective Bargaining Compass provides a secure Virtual Assistant interface permissioned only to select ACF managers.  Users type in questions about managing employees covered by the Collective Bargaining Agreement, and the Virtual Assistant provides a narrative of its thought process then suggests an answer based in the documentation, alongside links that take the user to the relevant section of the official document."
HHS,Complaint Analysis,HHS/CMS/OPOLE,pilot,Natural Language Processing,0,0,0,nlp_specific,,CMS AI Workspace,,b) Developed in-house,Yes,Conduct high volume case analysis to identify root causes/trends that can be validated by SMEs and act as a workforce multiplier.,"Reduce repeat issues delaying benefits or access to care, and improve health plan compliance with federal rules and regulations.","Identify trends, applicable regulatory citations, sample for validation, and recommended next steps."
HHS,Content Analysis POC,HHS/CMS/OIT,pilot,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,Yes,"Content analysis POC for the automated analysis of qualitative data including comments, complaints, stakeholder interviews, surveys, etc.","The content analysis POC will enhance productivity and operational efficiency by automating the analysis of qualitative data from comments, complaints, stakeholder interviews, and surveys, enabling CMS staff to process large volumes of feedback more quickly and systematically to improve healthcare programs and services.","The AI system outputs coded qualitative data and thematic analysis results, identifying patterns, themes, and insights from comments, complaints, stakeholder interviews, and surveys to support evidence-based decision-making."
HHS,CoreDF,HHS/FDA/CDER,pilot,Other,0,0,0,classical_ml,,CoreDF,IBM,c) Developed with both contracting and in-house resources,Yes,"Current nonclinical review processes require manual extraction and analysis of sponsor findings from lengthy PDF study reports, creating inefficiencies in data quality assessment and regulatory timeline.","Expedites nonclinical review by extracting and organizing key safety findings from study reports, allowing FDA reviewers to focus on scientific evaluation and safety assessment rather than manual data extraction.",Sponsor findings from non-clinical study reports
HHS,Creating a development network,HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,Microsoft Teams,Sentinel,Contractor teams,c) Developed with both contracting and in-house resources,Yes,The AI is intended to solve the problem of inconsistent data formats and inefficient access to unstructured clinical data across multiple healthcare sites. It aims to standardize EHR and claims data conversion into the Sentinel Common Data Model and develop processes for storing and extracting metadata from free text notes to enable timely execution of future Sentinel surveillance tasks.,"Methods project applying Natural Language Processing (NLP) to extract data from clinical notes to use in pharmacoepidemiology studies, improving FDA's ability to monitor drug safety using real-world healthcare data.",Creates a network of organizations that can support development of algorithms and use of AI tools such as Natural Language Processing (NLP).
HHS,CryoSPARC,HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,Structura Biotechnology,a) Purchased from a vendor,No,Prediction of protein flexibility and variability,Proprietary software that is used for cryoEM data processing. Some steps in the workflow use ML to evaluate the protein flexibility and variability in the dataset (https://cryosparc.com/). This tool is utilized by the Cryo-EM core in support of research projects within NIEHS DIR and DTT laboratories.,Deep learning - stochastic gradient descent
HHS,DAIT AIDS-Related Research Solution,HHS/NIH,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,DAIT AIDS-Related Research Solution,Deloitte,c) Developed with both contracting and in-house resources,Yes,DAIT POs need to identify grant applications that involve AIDS-related research (ARR) so they can evaluate them for additional funding.,"DAIT ARR suggests prioritization of grant applications that are likely to include AIDS-Related Research to assist POs in prioritizing which grants to select, which improved the review time and quality of review for ARR applications.","This application extracts text from grant applications as input, and then uses classification models to predict the priority and category of each grant application as the output. The output is shared along with other grant application metadata in a custom module."
HHS,DGMH AI Chatbot,HHS/CDC,pilot,Generative AI,1,1,0,general_llm,,,,b) Developed in-house,No,"Responding to inquiries is time-consuming for staff, especially when information is available but hard to find on public CDC webpages. The AI chatbot drafts initial responses using content from CDCs website, reducing turnaround time and freeing staff to focus on higher-priority tasks.","The chatbot will reduce turnaround time for responding to inquiries, improve consistency of responses, and allow staff to focus on other priorities. Evaluation will assess response accuracy, completeness, and revision needs, as well as consistency across similar inquiries.",The AI chatbot generates an initial draft response to inquiries using content from CDCs public-facing webpages. Each draft is reviewed and cleared through the existing CDC process before being sent.
HHS,DHDSP NOFO Technical Assistance Chatbot,HHS/CDC,deployed,Natural Language Processing,1,0,0,general_llm,,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,c) Developed with both contracting and in-house resources,No,"The Division for Heart Disease and Stroke Prevention (DHDSP) experienced numerous challenges in coordinating with grantees/recipients to support questions related to their programs. These challenges often resulted in inefficiencies such as inconsistent communication, limited accessibility to data, potential inaccuracies in responses, and delayed responses. 
To address these issues, the TA Chatbot was developed to reduce the administrative burden on staff related to their assigned Technical Assistance (TA) case load.","The chatbot is trained on hundreds of DHDSP NOFO specific and HHS policy documents that PDSB Project Officers, PDSB Data Team, and AREB Evaluation TA Providers would have to search through to find answers to recipient questions. Use of this chatbot will save hundreds of hours of staff time so they can focus on other tasks to support DHDSP-funded recipients.","The Technical Assistance chatbot incorporates a Large Language Model (LLM) AI to provide quick, accurate, plain-language answers to questions on grants policy and program processes, protocols, and requirements."
HHS,DHP Virtual Assistant,HHS/CDC,pilot,Natural Language Processing,1,0,0,general_llm,,EDAV (Enterprise Data Analytics and Visualization Platform),,b) Developed in-house,Yes,"To assist HIV researchers by retrieving relevant information related to HIV and HIV research, improving productivity and efficiency in literature review.",Expected to increase productivity among HIV researchers by streamlining information retrieval for HIV research.,The AI assistant uses retrieval augmented generation (RAG) to return information related to HIV based on a user's query and other documents.
HHS,DLS AI Assistant tool,HHS/CDC,pilot,Natural Language Processing,1,0,0,general_llm,,EDAV (Enterprise Data Analytics and Visualization Platform),N/A,c) Developed with both contracting and in-house resources,No,"Regulatory laboratory compliance has become increasingly complex, requiring scientists, lab personnel, and managers to understand laboratory quality regulations like the Clinical Laboratory Improvement Amendments (CLIA). The DLS AI Assistant is a tool designed to help scientists and lab workers by providing relevant guidance, such as the internal DLS Policy and Procedures Manual (DLS PPM) and external CLIA and International Organization for Standardization (ISO) regulations for laboratory quality. It offers personalized responses based on the user's level of expertise. In the final stage of the project, we plan to add a feature that will automatically evaluate Standard Operating Procedures (SOPs) to check if they comply with all relevant documents. However, the DLS AI Assistant is meant to assist and does not dictate compliance.","We estimate that 5-10% of all time spent within the DLS is focused on compliance efforts, such as documentation, training sessions, and audit preparations and participation. The DLS AI Assistant tool supports these quality improvement efforts by helping staff understand and follow laboratory regulations more efficiently. The goal is to streamline the review of compliance efforts without compromising quality. Additional benefits include increased harmonization and reduced time spent on evaluating edge cases. For the CDC, this tool adds another layer of checks and balances and enhances knowledge sharing, ultimately leading to better and more accurate laboratory methods.","Text-based information includes regulatory compliance details from both internal sources, such as the DLS Policy and Procedures Manual (DLS PPM), and external sources, like CLIA and International Organization for Standardization (ISO) regulations for laboratory quality."
HHS,Data Extraction from IND Safety Reports using OCR/AI Technologies,HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,,FAERS,ThinkTrends,a) Purchased from a vendor,No,Manual extraction of data from IND safety reports is labor-intensive and time-consuming for regulatory staff.,"Expedited processing of Investigational New Drug (IND) Safety Reports received by the Agency, enabling more rapid regulatory action in response to reported adverse events and better protection of clinical trial participants.","Using ThinkTrends, a COTS tool, extracted data is converted into E2B(R2) format for automatic ingestion into FAERS LSMV"
HHS,Data Ingestion and Content Explorer (DICE),HHS/FDA/HFP,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,"Trigent Solutions Inc, Digitrix LLC",c) Developed with both contracting and in-house resources,Yes,"Multiple stakeholders across HFP have the business need to search for content within artifacts and documents uploaded to various systems. For systems like CARA and CARTS, document search capabilities are limited due to the Appian technology stack utilized by these systems. As the Human Food Data Platform continues to grow, it will also need to provide SMEs with the capability to search within the data platform. Offices need a quicker way to search for content within documents and databases to find relevant data across a multitude of use cases including regulatory and compliance reviews, outbreak response investigation, and research tracking and administration. Additionally, multiple HFP offices have business processes requiring extracting structured data from unstructured documents for data analysis, regulatory reviews, and other business intelligence insights which are currently supported through manual operations. DICE will enable SMEs to obtain properly formatted structured data from unstructured data sources.","Accelerates the time for subject matter experts (SMEs) to find relevant data and content lost within images, hand-written documents, emails, and other artifacts and provides this in in a one-stop-shop user experience. Allows users to search through millions of documents quickly and makes data accessible to everyone in the HFP and not just those who have backend access. Extracting text from these artifacts makes it available for further analysis and natural language processing. Data can be further processed to detect sentiment, entities, key phrases, syntax, and topics. AWS and API based architecture brings a flexible and scalable framework to HFP to facilitate search use cases while enabling a cost-effective solution. Shared infrastructure for unstructured and structured intelligent search capabilities minimizes cost across CFSAN offices who have this same need.","The system includes a user interface that allows users to view returned search results, templatize unstructured documents using the intelligent document processing workflow, and view extracted text with confidence scores from unstructured documents."
HHS,Data Management and Sharing Plans - Assistant Review Tool,HHS/NIH,deployed,Generative AI,1,1,0,general_llm,,,,b) Developed in-house,Yes,This tool uses NLP to identify the areas in the grant application that deal with the Data Management and Sharing Plan (DMSP). It is designed to assist the reviewer in determining whether the application meets the NIH Data Management and Sharing requirement.,This tool improves productivity and efficiency by streamlining the process and pre-processing the DMS plan against a checklist. It assists the reviewer in their task. The reviewer makes the final determination based on the results and the text of the application.,The tool provides answers for the DMS plan PO checklist.
HHS,Deep Research for Public Health,HHS/CDC,pilot,Agentic AI,1,1,0,general_llm,OpenAI API,EDAV (Enterprise Data Analytics and Visualization Platform),OpenAI,a) Purchased from a vendor,No,"Public health agencies like the CDC face challenges in efficiently processing large volumes of complex information, conducting evidence-based research, and producing timely, high-quality analyses and reports to inform decision-making. Traditional workflows for tasks such as literature review, data analysis, policy evaluation, and communications are often time-consuming and resource-intensive. The problem addressed by integrating agentic AI models, such as OpenAIs Deep Research, is to enhance the efficiency, productivity, and rigor of these core public health functions by automating information retrieval, synthesis, and analysis, thereby enabling faster, more informed, and scalable decision-making while maintaining quality and transparency.","Empirical evidence from the report shows that the AI compressed tasks that would normally take days or months, into a single automated workflow, with 92% of subject matter experts reporting substantial productivity gains. Quantitative analysis from an internal study found that 94% of prompts resulted in successful, high-quality reports (median rating very good), with most completed in under 30 minutes. The AI demonstrated strong effectiveness in information retrieval, data analysis, and strategic planning across a wide range of public health domains, enabling faster, more informed decision-making and allowing CDC staff to focus on higher-level work that benefits public health outcomes.","The output from the AI system consists of detailed, report-style responses tailored to specific public health tasks and prompts. These reports typically include synthesized information from online sources, data analysis, summaries of scientific evidence, policy or legal analysis, and clear recommendations or findings, often with citations. The reports are structured, well-organized, and written in clear language, making them easy for CDC staff and subject matter experts to review and use. According to the evaluation, the outputs scored highly for clarity and reasoning transparency."
HHS,DeepEMhancer,HHS/NIH,deployed,Other,0,0,0,classical_ml,DeepEMhancer,,Open Source,a) Purchased from a vendor,No,Automated screening of CryoEM specimens,"Open-source software that is used to obtain final ""sharpened"" cryoEM maps (https://github.com/rsanchezgarc/deepEMhancer). This algorithm uses a ML model to estimate the noise in the model and refine the local areas of the map and is utilized by the Cryo-EM core in support of research projects within NIEHS DIR and DTT laboratories.","Input is cryoEM imaging data, outputs are enhanced images."
HHS,Detecting Overlapping Science (DOS),HHS/NIH,deployed,Natural Language Processing,0,0,0,nlp_specific,,Detecting Overlapping Science (DOS),,b) Developed in-house,Yes,This tool detects applications that represent potential duplicate funding (funding the same research in different projects). It examines applications as they are submitted to the NIH and sends a report to relevant personnel in the agency.,Detect and prevent duplicate funding with real-time examination of incoming grant applications in a speedy manner.,"This tool recommends a more careful examination of flagged applications to determine if an application is a duplicate of existing funding, in violation of NIH policy"
HHS,Detecting Stimulant and Opioid Misuse and Illicit Use,HHS/CDC,pilot,Natural Language Processing,0,0,0,nlp_specific,,,,b) Developed in-house,Yes,"To detect and analyze non-therapeutic (illicit or misuse) stimulant and opioid use from free-text clinical notes in EHRs, which is not possible using standard medical codes.","The AI models enable the extraction of novel insights from EHRs regarding non-therapeutic drug use, improving the statistical analysis of health data for the National Hospital Care Survey (NHCS). This supports more accurate public health statistics and may influence analysis of other datasets with EHR clinical notes.","Two machine learning models (one for internal use, one for public release) that, together with rule-based text analysis, determine whether a patient has used a drug therapeutically or non-therapeutically, providing new insights for health statistics."
HHS,Detection of AI-Generated Reviewer Critiques,HHS/NIH,pilot,Natural Language Processing,0,0,0,general_llm,,CSR Detection of AI Gen Reviewer Critiques (CSRDAIRC),,b) Developed in-house,Yes,"This tool detects if a given written critique was generated by AI tools, such as large language models (LLMs), as the reviewers are not allowed to write their critiques using these AI assistants. Flagged critiques are examined by NIH staff and discussed with the reviewers.",NIH policy mandates that reviewers produce independent analyses of grant applications based on their expertise and knowledge. The use of genAI to produce a written critique of a grant application is in violation of NIH policy and fails to provide an independent assessment of the application.,This tool outputs classifications of whether the reviewer critique was likely produced by Generative AI or not.
HHS,Detection of Implementation Science focus within incoming grant applications,HHS/NIH,deployed,Natural Language Processing,0,0,0,nlp_specific,,Dimensions for NIH,Digital Science,a) Purchased from a vendor,No,"This tool uses natural language processing and machine learning to calculate an Implementation Science score that is used to predict if a newly submitted grant application proposes to use science that can be categorized as ""Implementation Science.""",The AI report tool assigns the grant application to a particular division for routine grants management oversight and administration.,"For inputs, it leverages NHLBI application text (title/abstract) and classification categories in Dimensions for NIH. For outputs, the report provides NHLBI application metadata (unchanged) and a score for relevancy to implementation science."
HHS,Detection/Identification of Reviewer Expertise and Grant Application Content,HHS/NIH,deployed,Natural Language Processing,0,0,0,nlp_specific,,CSR Detection/Identification of Reviewer Expertise and Grant Application Content (CSRDREAC),,b) Developed in-house,Yes,"The AI is designed to detect and identify grant application content and reviewer expertise such as pediatric or other domains to support accurate matching and more efficient, informed decision-making","The tool is expected to enhance the agencys mission by improving the accuracy, fairness, and efficiency of processes such as reviewer assignment and grant application analysis. By automating the detection of relevant content and expertise, it reduces manual workload, ensures better alignment between reviewers and applications, and supports more informed decision-making. This leads to more equitable and effective funding outcomes, ultimately benefiting the general public through improved support for research and programs that address critical needs.","The AI systems outputs are classifications or labels indicating whether a grant application involves specific content areas (e.g., pediatric or other domains) and assessments of reviewer expertise based on biosketches, publications, and related data. These outputs are used to support accurate matching between applications and qualified reviewers."
HHS,Determining if multiple isolates share the same antimicrobial resistant plasmids using short read whole genome sequencing data,HHS/CDC,pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,,b) Developed in-house,No,Determining if multiple isolates share the same antimicrobial resistant plasmids using short read whole genome sequencing data.,"This will help in the early identification of outbreaks of antimicrobial resistant healthcare associated infections caused by the horizontal transmission of plasmids, which will help to increase the speed at which outbreaks are detected and addressed, potentially decreasing cases saving lives.",A probability estimating whether multiple isolates share the same antimicrobial resistant plasmid.
HHS,Develop an empirical algorithm to automate negative control identification in Sentinel System using the Data-driven Automated Negative Control Estimation (DANCE) algorithm,HHS/FDA/CDER,deployed,Natural Language Processing,0,0,0,nlp_specific,Microsoft Teams,Sentinel,Contractor teams,c) Developed with both contracting and in-house resources,Yes,"This AI project is designed to solve the problem of optimizing the Data-driven Automated Negative Control Estimation (DANCE) algorithm for real-world implementation in large electronic healthcare database studies. It aims to use plasmode simulation to refine the algorithm's performance and then validate the tailored approach through a multisite test case focused on safety endpoint detection, ensuring the method works effectively across different healthcare data environments.","Supports the use of plasmode simulation to evaluate and tailor implementation of DANCE in settings relevant to large electronic healthcare database studies and to apply the tailored DANCE algorithm to a test case incorporating a safety endpoint in a multisite implementation, improving FDA's ability to detect drug safety signals.",Electronic Health Record (EHR) data
HHS,Developing an Objective and Quantitative Endpoint for Atopic Dermatitis in Pediatric and Adult Populations,HHS/FDA/CDER,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,Emerald Innovations,a) Purchased from a vendor,Yes,"Intended to solve the problem of lacking objective, quantitative methods to assess nocturnal scratching in children with atopic dermatitis. It aims to create a digital endpoint that can accurately measure scratching behavior to evaluate the efficacy and performance of FDA-regulated treatments for atopic dermatitis and pruritus, addressing an unmet need in clinical assessment.","To advance novel endpoints in drug development, potentially leading to better ways to measure treatment effectiveness for skin conditions affecting children and adults.","A digital endpoint that can accurately measure scratching behavior to evaluate the efficacy and performance of FDA-regulated treatments for atopic dermatitis and pruritus, addressing an unmet need in clinical assessment."
HHS,Discover Financial Business Intelligence System (FBIS) Report Analysis (Sub-CAN Line Items),HHS/ACF,pilot,Agentic AI,1,0,0,general_llm,Palantir AIP,ACF Discover,Palantir,c) Developed with both contracting and in-house resources,Yes,"How can spend plans be more real-time and less manual to create and keep up to date?

The data used to create and monitor spend plans are spread across multiple out-of-the-box reports available in FBIS. Combing through them is time-intensive, making it more difficult to keep spend plans up to date in real-time. This task is especially challenging due to the unstandardized nature of sub-CAN (Congressional Appropriation Number) line item descriptions.","More efficient spend plan creation and monitoring.

This AI-enabled tool provides a resource for ACF budget managers to identify related line items across disparate reports in FBIS.","Suggested budget line items related to a user-provided description.

AI is used to both search for relevant data (CANs, categories, and sub-CAN line item descriptions) and aggregate information (e.g. supplier name, document number, total obligations, and user-provided projected costs) to create an up-to-date, real-time spend plan."
HHS,Discover User Assistant,HHS/ACF,deployed,Generative AI,1,0,0,general_llm,Palantir AIP,ACF Discover,Palantir,a) Purchased from a vendor,Yes,"How can ACF Discover users better understand how to use the platform?

ACF Discover is a relatively new platform designed to streamline various analyses and data maintenance responsibilities of ACF Executive Officers and other ACF administrative and management staff. When launched, ACF Discover users were trained with instructional documentation. However, some users still find it difficult to understand the different software modules and how to use them.","Easier navigation of the ACF Discover Staff Management platform

Rather than searching for relevant passages through keyword matching, people can ask their questions in natural language.","Suggested answer to question, with thought process and links to relevant section of official document(s).

The User Documentation Assistant provides a secure virtual assistant interface that is only available to ACF Discover Users.  Users are able to ask the assistant specific questions about the capabilities of ACF Discover along with how to leverage tools and applications. The Virtual Assistant is able to provide answers by referencing the User Reference guide."
