agency,use_case_name,bureau_component,stage_normalized,ai_classification_normalized,is_generative_ai,is_general_llm_access,is_coding_tool,ai_sophistication,tool_product_name,system_name,vendor_name,development_type,has_custom_code,problem_statement,expected_benefits,system_outputs
DHS,Trade Entity Risk Model,CBP,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Automated Targeting System (ATS),ManTech,b) Developed in-house,Yes,The need to continuously assess and identify trade entity risk to help better assess cargo threats.,"The Trade Entity Risk model enhances existing predictive threat models by compiling a risk profile that includes historical transaction data, relationships with trading partners, and relevant compliance information. This aggregated data helps create measurable risk indicators for trade entities.","The calculated risk measures produced by the Trade Entity Risk model can be integrated into broader AI and machine learning systems to improve the evaluation of cargo-related threats. This output supports the standardization of trade entity risk, facilitating better data development for future predictive models."
DHS,Traffic Jam,CBP,deployed,Computer Vision,0,0,0,computer_vision,,Traffic Jam,Marinus Analytics,a) Purchased from a vendor,No,"Access to a robust data source of potential runaways, missing children, and sex trafficking victims alongside the associated analytics tools to support CBP in our mission to protect the most vulnerable populations.","Traffic Jam leverages AI for facial recognition purposes and to draw together similar data points from a large pool of data in support of human trafficking and exploitation investigations.  Manually combing through available data takes an extensive amount of time and resources, with often less than desirable outcomes.  The AI solution in Traffic Jam is able to quickly identify the most relevant information and possible matching for immediate review, allowing officers and analysts to focus limited time in a high-tempo operational environment in the most effective manner possible.","The AI system is only used for the purposes of returning possible matches to query criteria within the Traffic Jam system.  The data submitted by the end user is not used to train or refine the AI model, submitted images are cached for 2 hours to facilitate user support but nothing is retained permanently in the Traffic Jam database.  Additionally, the information is reported back to CBP officers and agents to review for further research and determination of next steps."
DHS,Translation and Transcription for Investigative Data,ICE,deployed,Natural Language Processing,0,0,0,nlp_specific,,"Repository for Analytics in a Virtualized Environment,",Booz Allen,c) Developed with both contracting and in-house resources,Yes,This use case intends to solve the problem of the time-consuming process of translating and transcribing data for investigative purposes.,"HSI investigators often encounter data from various sources, including legal and administrative processes, enforcement actions, and open-source materials, in languages other than English. To unlock the value of this data, it must be translated into English before further analysis can be conducted. The Translation and Transcription Service leverages neural machine translation (NMT) models for text translation and automatic speech recognition (ASR) and deep neural network (DNN) models with normalization for voice-to-text transcription. This innovative approach enables users to quickly triage large datasets and identify key information relevant to investigations. Any data deemed critical for court proceedings is then submitted to certified human translators for final review, ensuring that government resources are allocated efficiently and only used for necessary translations and transcriptions.",The Translation and Transcription Service leverages neural machine translation (NMT) models for text translation and automatic speech recognition (ASR) and deep neural network (DNN) models with normalization for voice-to-text transcription.
DHS,Traveler Entity Resolution,CBP,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Automated Targeting System (ATS),,b) Developed in-house,Yes,"Traveler Entity Resolution AI/ML models aim to improve both security and operational efficiency by focusing on individuals who may present higher risks, by improving the certainty of traveler record matches to assist CBP personnel in identifying suspicious travelers for follow-on action.","To enhance the efficiency and effectiveness of screening passengers for potential security risks. The AI model assess traveler data such as travel patterns and historical records assisting CBP personnel to prioritize higher-risk individuals for further screening, streamlining the vetting process, allowing CBP personnel to focus resources on the most high-risk travelers, thereby improving border security while reducing the burden of manual screening.","The outputs are integrated into the Automated Targeting System (ATS), which generates notifications to recommend further inspection or follow-up actions. These recommendations assist CBP personnel in making real-time decisions about which travelers to prioritized for further screening. CBP personnel retain the final authority in the decision-making process, ensuring that human judgment remains central to border security operations."
DHS,Traveler Identity Verification Services (Vetting),CBP,deployed,Computer Vision,0,0,0,computer_vision,,Traveler Verification Service,NEC,c) Developed with both contracting and in-house resources,Yes,The use of the Traveler Verification Service (TVS) enables CBP to enhance the identification of possible threats by leveraging facial recognition technology to identify biometric matches to derogatory records that are not identified through existing biographic targeting and entity resolution mechanisms.,CBP's Traveler Identity Verification Services (Vetting) utilizes facial recognition technology to enhance threat identification by matching travelers' biometrics against records of concern.,"When the system identifies a potential match to concerning records, CBP personnel conducts a manual facial comparison to determine whether the record is likely associated with the individual."
DHS,Traveler Self-Service Mobile Identity Verification,CBP,deployed,Computer Vision,0,0,0,computer_vision,,Traveler Verification Service,NEC (algorithm only),c) Developed with both contracting and in-house resources,Yes,The use of the Traveler Verification Service (TVS) in these use cases enables biometric identity verification and facilitates travel.,"The TVS Biometric matching service is a cloud-based facial biometric matching service that enables CBP to match a passenger’s identity against a trusted source, throughout the travel continuum which improves traveler facilitation and reduces manual identity verification",Leverages DHS facial matching technologies to provide a match or no match response.
DHS,Unified Processing/Mobile Intake,CBP,deployed,Computer Vision,0,0,0,computer_vision,,Traveler Verification Service,NEC (Nippon Electric Company),c) Developed with both contracting and in-house resources,Yes,The need to use every available resource to identify individuals who may pose a threat to national security or may be members of terrorism or transnational criminal organizations.,"The objective is to facilitate the swift and accurate biometric identification of individuals encountered by CBP, thereby expediting their processing.",CBP utilizes facial matching technologies to verify identity. This process compares an individual's live photo against existing government photo holdings to confirm identity.
DHS,Unmanned Aircraft Collision Avoidance,CBP,deployed,Computer Vision,0,0,0,computer_vision,,Skydio X2D,Skydio and Xtender,a) Purchased from a vendor,No,"The use case solves the problem of navigating complex environments autonomously while ensuring obstacle avoidance in real time. By relying on AI-based 3D scanning functions instead of GPS, the system enhances safety and precision in drone operations, reducing the risk of collisions and enabling efficient, reliable use in diverse mission scenarios. It addresses the challenge of maintaining situational awareness and operational accuracy during unmanned aircraft missions, providing pilots with visual alerts to prevent potential collisions.",The platform operates on video feed only which in turn activates the obstacle avoidance on the aircraft where the AI capabilities are housed.  The system supports the streamlined intake process while maintaining the accuracy and reliability of identity verification.,"The pilot of the sUAS will receive a visual alert on the hand controller, indicating a possible collision."
DHS,User Entity and Behavior Analytics (UEBA) for Security Operations (SecOps) Anomaly Identification,USCIS,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,ESS,Gurucul,c) Developed with both contracting and in-house resources,Yes,"User Entity and Behavior Analytics (UEBA) assists USCIS Security Operations (SecOps) in identifying behavioral anomalies that most likely indicate malicious intent or heightened risk associated with user identities and endpoint hosts accessing the USCIS network. The analytics provide risk scoring, which helps USCIS SecOps to prioritize highest risk incidents first.","UEBA's purpose is to review USCIS system logs to determine when an entity is performing actions that are anomalous. An entity can be classified as a workstation, server or an internal USCIS system account. The UEBA ingests logs from systems to perform analytics based off of models that are manually created and maintained. UEBA uses the models to apply a risk score to the entity which the risk score is then used to create a case (or ticket) for Security Operations analyst review. The AI reviews the action of the analyst to adjust the risk scoring for future events. Output would assist in prioritizing cyber events for further manual investigation.",Output of the Machine Learning is an alert with all artifacts for the SOC to investigate. The alert is used as a recommendation to prioritize specific investigations in the SOC ticket queue.
DHS,User and Entity Behavior Analytics (UEBA),MGMT,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Vetting Identities for an Enterprise Workforce,CANDA Solutions,a) Purchased from a vendor,Yes,The Continuous Vetting Analytics Service (CVAS) sub-system in the Vetting Identities for an Enterprise Workforce (VIEW) system of record will solely be used to aggregate information provided by or authorized to be collected by an DHS applicant and then presents the aggregated information in a structured manner and present it to personnel security adjudicative specialist to help them prioritize workload and improve review processes.,"Enhanced Threat Detection: Identify patterns in user behaviors that deviate from normal baselines, signaling potential insider threats or security risks. Continuous Risk Assessment: Move from static vetting to a continuous vetting process by monitoring real-time activities and interactions with secure information.
Improved Incident Response: Enable rapid responses to high-risk behaviors, escalating alerts for timely intervention by security personnel.""","Behavioral Baseline Modeling: Develop a baseline for each individual based on regular access patterns, network usage, and interactions with classified data or secure areas.
Anomaly Detection: Employ machine learning models to detect deviations from established baselines, such as unusual access times, atypical access to high-sensitivity resources, or excessive data downloads.
Risk Scoring: Assign a risk score to each user based on observed anomalies, factoring in historical behavior, job role, and access level, allowing security teams to prioritize investigations.
Automated Alerts & Reporting: Generate automated alerts for high-risk behaviors or patterns of concern and deliver timely reports to personnel security teams for further investigation."""
DHS,Vault Access Log (SPVAA),CBP,deployed,Computer Vision,0,0,0,computer_vision,,Traveler Verification Service,NEC,c) Developed with both contracting and in-house resources,Yes,Automate identification of personnel entering into secure seized property vault.,"The system will enhance monitoring and minimizes the risk of unauthorized access, contributing to stronger security protocols for handling seized property.",Leverages DHS facial matching technologies to provide a match or no match response.
DHS,Verification Match Model,USCIS,deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Verification Information System,IBM,c) Developed with both contracting and in-house resources,Yes,"By consolidating these into a single, unified Verification Match Model within a separate microservice, the use case aims to improve the accuracy of responses and reduce the need for manual review. ML plays a key role in the continuous improvement of these models, ultimately reducing the need for manual case reviews.","Leveraging AI in the USCIS verification matching process of known records across systems is beneficial because it streamlines existing USCIS review by 1) improving associated system accuracy, 2) reducing human-error by automating person-and-record match scoring, and 3) matching at a higher volume than traditional tools or manual processes can capably achieve.",A recommendation and score that indicates person-and-record match probability used by verification systems (E-verify and SAVE) to improve accuracy in initial system response
DHS,Vessel Detection,CBP,deployed,Computer Vision,0,0,0,computer_vision,,,JHU APL,c) Developed with both contracting and in-house resources,Yes,"The system uses AI-enhanced technologies and analytics to improve maritime detection and tracking in areas with significant trade and recreational water vessel activity. The system increases situational awareness and responsiveness to potential threats, assisting human operators in identifying and classifying vessels of interest. Agents can define a search area with specific criteria, which is transmitted to sensors. Detected images are analyzed by AI algorithms that filter, detect, and categorize objects into Items of Interest (IoI) or other objects. IoIs are shared across detection systems and tracked seamlessly across multiple sensors, while non-relevant objects are excluded. This approach enhances efficiency in detecting and addressing IoIs, particularly during high-traffic periods, by providing alerts and tracking information to human operators.","Current surveillance technology does not have machine assisted classification of targets on screen, making it harder for human operators to decipher legitimate from illegitimate traffic in times of high volumes of legitimate traffic.  Project intends to support human operator identification and classification of potential illicit vessels.  Benefits would be more efficient detection and resolution of IOIs, especially during times of high-volume traffic.",Alerts and tracks of detected Items of Interest (IOI)s to human operator workstations.
DHS,idiCORE Subscriptions,TSA,deployed,Natural Language Processing,0,0,0,classical_ml,,,idiCORE,a) Purchased from a vendor,No,"This allows agents and analysts to quickly determine interrelationships and connections, facilitating faster and more accurate investigations.","Significantly enhances efficiency by saving analysts time in forming relative and associate interrelationships. It eliminates much of the guesswork, enabling analysts to focus on critical decisions and actions.",Analysts set up geographic boundaries for reporting alerts and make selections of topical areas for interest and the tool delivers information that meet the conditions set by the analyst.
DOE,ACORN (Autonomous Operation for Reactor Technologies),NE INL - NE Idaho National Laboratory (NE),pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Not available,Open source development,Developed with both contracting and in-house resources,Yes,"AI automatically identifies process models from simulation and operational data, solves for optimal control actions that can achieve user-defined objectives, executes actions and observes system responses",reduce labor and costs to performance operation tasks in advanced reactors and microreactors,optimal control actions
DOE,AGN-201 DT,NE INL - NE Idaho National Laboratory (NE),pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,,Not available,Developed with both contracting and in-house resources,No,Aid safeguards analysts for determining if a reactor is being used in a non-declared way.,Reduce the burden for inspectors by increasing synthesizing data and announcing anomalies.,Flag for when off-normal operations is detected along with expected material generated.
DOE,AI Assistant Phase 2 Simple Chat,ORNL - Oak Ridge National Laboratory (SC43 OIM),deployed,Generative AI,1,1,0,general_llm,,N/A,,Developed in house,Yes,Emplyees at ORNL more productive,Enhanced employee productivity,Natural language responses based on a wide variety of file and text based input.
DOE,AI Builder Document Scraping,NR HQ - Naval Reactors (NR),deployed,Computer Vision,0,0,0,computer_vision,,NR-NNL-CUI-ITN-PrimeNet_HA,Microsoft,Purchased from a vendor,No,Enhance and automate PDF scraping for large sets of PDF files.,Improved Microsoft PDF scraping model that allows the user to provide a training set for their PDFs.,Text and file output in Microsoft applications.
DOE,AI Chat Bot for IT User Services,PPPL - Princeton Plasma Physics Laboratory (SC43 OIM),pilot,Generative AI,1,0,0,general_llm,,,,Developed in house,No,"Interactive RAG chat bot model trained on existing, updated and new IT resource documentation in the user space. Platform will be used as an informative method for users to handle tier 1 IT issues and help guide to the correct place.","Interactive RAG chat bot model trained on existing, updated and new IT resource documentation in the user space. Platform will be used as an informative method for users to handle tier 1 IT issues and help guide to the correct place.",AI output will be recommendations and instructions based on training data from IT administrators in more user friendly responses
DOE,AI Incubator Sandbox,PNNL - Pacific Northwest National Laboratory (SC43 OIM),deployed,Agentic AI,1,1,0,agentic,,R&D User,,Developed in house,Yes,"Provide a secure, multimodal AI chatbot sandbox for experimentation without internet access.","Produce high-quality, contextually relevant, and coherent responses or content based on user input.","Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,AI and natural-language powered search,EE HQ - EE Headquarters (EE),deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,OpenText Axcelerate,OpenText,Purchased from a vendor,No,Solve records retrieval issues.,Efficienct retrieval of records.,Open Text will generate a search results report.
DOE,AI for Intelligent Automation,NE INL - NE Idaho National Laboratory (NE),deployed,Generative AI,1,1,0,general_llm,,"CS-SSP-123,Cybersecurity System Security Plan for Azure Platform",Not available,Developed with both contracting and in-house resources,Yes,workplace automation,"Improve the timeliness and quality of manual work processes through automation where generative AI can make comparisons and decisions using INL procedures and controlled documents, with humans performing final validation and approval.",Completion of forms for human validation and approval.
DOE,AI for Operations Center,ANL - Argonne National Laboratory (SC43 OIM),deployed,Natural Language Processing,0,0,0,nlp_specific,,ANL-General Computing - Moderate Enclave,,Developed in house,Yes,Reduce human effort and increase efficiency in identifying Lessons Learned to work planning.,Increase awareness and use of Lessons Learned.,Recommended Lessons Learned documents related to proposed and ongoing Work Projects.
DOE,AI used for predictive modeling and real time control of traffic systems,PNNL - Pacific Northwest National Laboratory (SC43 OIM),deployed,Reinforcement Learning,0,0,0,classical_ml,,R&D User,Microsoft,Developed with both contracting and in-house resources,No,"Produce high-quality, contextually relevant, and coherent responses or content based on user input.","Reduces traffic congestion, energy use, and greenhouse gas emissions.","Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,AI-Enabled Tech Desk Agent,PNNL - Pacific Northwest National Laboratory (SC43 OIM),pilot,Agentic AI,0,0,0,agentic,,R&D User,,Developed in house,Yes,Allow staff to resolve tech issues through an AI-enabled self-service chat agent.,"Improves staff support with faster, AI-driven issue resolution.","Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,AI-Enhanced Lab Assist,PNNL - Pacific Northwest National Laboratory (SC43 OIM),deployed,Generative AI,0,0,0,general_llm,,R&D User,,Developed in house,Yes,Detect trends in lab planning/control data to improve efficiency and knowledge sharing.,"Integrating lessons learned into Lab Assist Activity Planning to enhance operational efficiency, improve information sharing leveraging best practices, and foster a culture of continuous improvement.",Leverage AI for trend detection in working planning and control data.
DOE,Adaptive Cyber-Physical Resilience for Building Control Systems,PNNL - Pacific Northwest National Laboratory (SC43 OIM),deployed,Reinforcement Learning,0,0,0,classical_ml,,R&D User,PassiveLogic,Developed with both contracting and in-house resources,No,"How to maintain efficient, reliable, and secure operation of building control systems in the face of disruptions, changing conditions, or cyber-physical threats.",Improves drug safety and reduces adverse health impacts in vulnerable populations.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Advanced Fuels Campaign,NE INL - NE Idaho National Laboratory (NE),pilot,Other,0,0,0,classical_ml,,,Not available,Developed with both contracting and in-house resources,Yes,Not available,"Accelerates fuel development cycles and improves performance predictions, reducing R&D costs and time to deployment.",Information summaries
DOE,Advanced Long Term Environmental Monitoring Systems (ALTEMIS),SRS - SRNL - Savannah River Site - Savannah River National Laboratory (EM),pilot,Classical/Predictive Machine Learning,0,0,0,classical_ml,,SRNL-SRS ATO,Python,Developed in house,Yes,Reduce the cost of long-term monitoring using integrated sensing technologies and AI/ML to forecast groundwater plume migration and anomalies.,"Proactive, rather than reactive, monitoring of complex geochemical systems.","Spatiotemporal optimization of sensor locations, correlate proxy variables (e.g., pH, specific conductance, water table elevation, etc.) with contaminants, measure proxy variables with various sensing modalities, predict concentrations across space and time given proxy variables."
DOE,Advancing Market-Ready Building Energy Management by Cost-Effective Differentiable Predictive Control,PNNL - Pacific Northwest National Laboratory (SC43 OIM),deployed,Reinforcement Learning,0,0,0,classical_ml,,R&D User,,Developed in house,No,"Enhance building energy management with predictive control, safety verification, and optimization.","Lowers building energy costs while ensuring safe, resilient operations.","Lowers building energy costs while ensuring safe, resilient operations."
DOE,Anthropic Claude,NE INL - NE Idaho National Laboratory (NE),pilot,Generative AI,1,1,0,general_llm,Claude,CS-CAR-208 — Cybersecurity Cloud Service Interim Authorization to Test Anthropic Claude Enterprise,Anthropic,Developed with both contracting and in-house resources,No,"Generative AI tools like this solve the problem of time-consuming knowledge work by instantly providing expert-level assistance with writing, coding, research, and analysis. They automate repetitive tasks that require human expertise, allowing people","Boost employee productivity by helping to create content, assist in coding, and complex problem-solving tasks, while democratizing access to sophisticated capabilities like writing and design. This technology promises to accelerate innovation by serving as an intelligent collaborator, freeing humans to focus on higher-level strategic and creative work","The outputs of this tool is human-like text, code, and creative content that appears to be written by an expert. These tools produce coherent paragraphs, functional programming code, detailed analyses, creative stories, technical documentation, and conversational responses that are contextually relevant and professionally structured."
DOE,Anthropic Claude Pilot,LLNL - Lawrence Livermore National Laboratory (LFO),pilot,Generative AI,1,1,0,general_llm,Claude,Claude,Anthropic,Purchased from a vendor,No,Quick access to general knowledge.,Ability to quickly find and access general knowledge and business productivity,"General answers to questions, summarized documentation, document creation, general research."
DOE,Apple Intelligence,EMLA - EM Los Alamos Field Site (EM),deployed,Generative AI,1,0,0,general_llm,,"GSS, ICS",Apple,Purchased from a vendor,No,N/A,AI was automatically integrated into the product without an identified benefit to the organization.,N/A
DOE,Argo,ANL - Argonne National Laboratory (SC43 OIM),deployed,Generative AI,1,1,0,general_llm,,Argonne National Laboratory Information Technology Infrastructure,,Developed in house,Yes,Broad usage across science and lab-ops for use cases that could benefit with genAI techniques.,"Enables anyone within the Argonne community to leverage text-based generative AI with their Argonne-specific information and data, including sensitive research or operational data up to and including CUI.",Large language model responses (prediction-based) following user prompting.
DOE,AskGDR,NREL - National Renewable Energy Laboratory (EE),deployed,Generative AI,1,1,0,general_llm,OpenAI API,NREL Stratus AWS Compute Environment,"AWS, Azure, OpenAI",Developed in house,Yes,AskGDR serves as a virtual research assistant to GDR users.  It provides answers to a variety of user-provided questions using natural language processing and generative machine learning.  Users can get answers to questions about specific datasets.,Making data more accessible and user-friendly for the public.,The systems leverages Retrieval-Augmented Generation to find semantically relevent content which the AI (LLM) summarizes for the end user as a method to describe relevent content within the data catalog.
DOE,AskOEDI,NREL - National Renewable Energy Laboratory (EE),deployed,Generative AI,1,1,0,general_llm,OpenAI API,NREL Stratus AWS Compute Environment and NREL Azure System,"AWS, Azure, OpenAI",Developed in house,Yes,"AskOEDI serves as a virtual research assistant to OEDI users.  It provides answers to a variety of user-provided questions using natural language processing and generative machine learning.  Users can get answers to questions about specific datasets,",Making data more accessible and user-friendly for the public.,The systems leverages Retrieval-Augmented Generation to find semantically relevent content which the AI (LLM) summarizes for the end user as a method to describe relevent content within the data catalog.
DOE,AskPRIMR,NREL - National Renewable Energy Laboratory (EE),deployed,Generative AI,1,1,0,general_llm,OpenAI API,"NREL Stratus System, NREL Azure System","AWS, Azure, OpenAI",Developed in house,Yes,"The U.S. Department of Energy's Portal and Repository for Information on Marine Renewable Energy (PRIMRE) is an interconnected system of knowledge hubs that provide access to data, information, and other resources for the marine energy community.",Making data more accessible and user-friendly for the public.,The systems leverages Retrieval-Augmented Generation to find semantically relevent content which the AI (LLM) summarizes for the end user as a method to describe relevent content within the data catalog.
DOE,Bernie-AI: Infrastructure Planning Support POC,LLNL - Lawrence Livermore National Laboratory (LFO),pilot,Generative AI,1,0,0,general_llm,,Multiple,,Developed in house,Yes,"Quick access to specific building, and major asset information to be used for planning and predictive maintenance purposes",Ability to quickly find and access building and asset information to support planning activities,"Specific, data-driven answers to building and major asset use and impacts"
DOE,Boston Dynamics Spot Robotics,Y-12 - Consolidated Nuclear Security Y-12 (YFO),deployed,Computer Vision,0,0,0,computer_vision,,Stand alone command and control network,Boston Dynamics,Purchased from a vendor,Yes,Obstacle avoidance without human intervention,Automation of the robots movements,"Development and testing of robotic use for security and emergency responses, helping to decide on the ""best"" path for the robot to move"
DOE,CAISY,HC HQ -  Office of the Chief Human Capital Officer (HC),deployed,Reinforcement Learning,0,0,0,classical_ml,,PERCIPIO/CAISY,SKILLSOFT,Purchased from a vendor,No,The feature's main objective is to mimic real-life situations in the workplace using predefined scenarios,"1. CAISY provides interactive, scenario-based content powered by AI where a learner can practice new skills in a safe space. This AI simulation content allows learners to choose a role, practice specific skills by responding to AI prompts, and receive adaptive, personalized feedback to guide their development
2. The user  is introduced by an avatar that is generated with AI text-to-video. After the introduction, the learner can either interact by typing or using speech-to-text (STT) and text-to-speech (TTS) services for more immersive and natural interaction.
When the conversation is over, the learner will receive a rating and evaluation",speech-to-text (STT) and text-to-speech (TTS) services for more immersive and natural interaction.
DOE,COREII,NE INL - NE Idaho National Laboratory (NE),pilot,Generative AI,1,0,0,general_llm,,,1899-12-31 11:59:00,Developed with both contracting and in-house resources,Yes,"Support decision making for critical infrastructure OT cybersecurity operations. Provides a secure environment where senstive data can be ingested and retreived reliably. Reduces the time it takes to perform threat analysis, supply chain analysis, kn",Making information and knowledge easier to retreive and digest. Signficantly improves analysis time. Maximizes the transfer of knowledge to users of various backgrounds. Translates complex and complicated research results into accessible practical solutions.,Distillation of research results and findings into pratical decision making information.
DOE,ChatGPT,NE INL - NE Idaho National Laboratory (NE),pilot,Generative AI,1,1,0,general_llm,ChatGPT,CS-CAR-206 — Cybersecurity Cloud Service Interim Authorization to Test Open AI ChatGPT Enterprise,Open AI,Developed with both contracting and in-house resources,No,"Generative AI tools like this solve the problem of time-consuming knowledge work by instantly providing expert-level assistance with writing, coding, research, and analysis. They automate repetitive tasks that require human expertise, allowing people","Boost employee productivity by helping to create content, assist in coding, and complex problem-solving tasks, while democratizing access to sophisticated capabilities like writing and design. This technology promises to accelerate innovation by serving as an intelligent collaborator, freeing humans to focus on higher-level strategic and creative work","The outputs of this tool is human-like text, code, and creative content that appears to be written by an expert. These tools produce coherent paragraphs, functional programming code, detailed analyses, creative stories, technical documentation, and conversational responses that are contextually relevant and professionally structured."
DOE,ChatGPT Enterprise,LANL - Los Alamos National Lab (LAFO),deployed,Generative AI,1,1,0,general_llm,ChatGPT,ChatGPT Enterprise,OpenAI (SAAS hosting provider),Purchased from a vendor,No,"""General business productivity, research of AI models ""","General business productivity, research of AI models","Interactive text chat replies from user prompts, summaries of open/public/unrestricted documents user submitted for Retrieval Augmented Generation (RAG) through CustomGPTs"
DOE,Chatlab,NE INL - NE Idaho National Laboratory (NE),pilot,Generative AI,0,1,0,general_llm,,,Not available,Developed with both contracting and in-house resources,Yes,Not available,Not available,Not available
DOE,Claude Anthropic Enterprise,PNNL - Pacific Northwest National Laboratory (SC43 OIM),pilot,Generative AI,1,1,0,general_llm,Claude,R&D User,Anthropic,Purchased from a vendor,No,Deliver secure enterprise AI with Claude's large-context models and code generation.,"Offers secure, large-context AI tools for research and analysis.","Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Climate Weather Data,NE INL - NE Idaho National Laboratory (NE),deployed,Other,0,0,0,classical_ml,,,Not available,Developed with both contracting and in-house resources,Yes,Not available,speeds up climate model analysis,Not available
DOE,CoPilot,OREM - ORCC - Oak Ridge EM - Oak Ridge Cleanup Contract (EM),pilot,Other,1,1,0,general_llm,,GSS,Microsoft,Purchased from a vendor,No,Communication suggestions,better communication,"provides intelligent suggestions, and boosts productivity"
DOE,Cognitive Prescreen Tool (CPT),Y-12 - Consolidated Nuclear Security Y-12 (YFO),deployed,Classical/Predictive Machine Learning,0,0,0,classical_ml,,Automated Classification System,,Developed in house,Yes,Classification recommendations to assist the Derivative Classifier in making  a document's overall classification determination.,"Serve as a recommender to Derivative Classifier to assist with document review to improve process accuracy and efficiency, in that order.",Sensitive information detection bound to DOE classification guidance to help reduce IOSC and prevent information loss
DOE,Copilot Studio,ORNL - Oak Ridge National Laboratory (SC43 OIM),deployed,Generative AI,1,1,0,general_llm,Microsoft Copilot Studio,Cloud Enclave,Microsoft,Purchased from a vendor,No,Enhancing day to day processes.,1) Enhancing employee productivity and efficiency.,Customization                                                                  Low-Code Development                                                   GPT-Based Capabilities                                   Analytics                                                        Entities and Variables
DOE,Copilot for Microsoft 365,ORNL - Oak Ridge National Laboratory (SC43 OIM),deployed,Generative AI,1,1,0,general_llm,Microsoft 365 Copilot,Cloud Enclave,Microsoft,Purchased from a vendor,No,Enhancing day to day processes.,1) Enhancing employee productivity and efficiency.,Smart documentation Creation                                   Efficient Meeting Management                                     Data Insights and Analysis                                          Security and Compliance
DOE,Create Statement of Work (SOW) for Procurement,PNNL - Pacific Northwest National Laboratory (SC43 OIM),pilot,Generative AI,0,0,0,general_llm,,R&D User,,Developed in house,Yes,Ensure procurement SOWs meet standards through guided AI review and alignment checks.,Ensures compliance and quality in procurement processes.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,CrewAI,PNNL - Pacific Northwest National Laboratory (SC43 OIM),pilot,Agentic AI,1,1,0,agentic,,R&D User,CrewAI,Purchased from a vendor,No,Automate and orchestrate workflows across LLMs and cloud platforms.,Boosts efficiency by automating complex workflows across platforms.,"Produce high-quality, contextually relevant, and coherent responses or content based on user input."
DOE,Custom GenAI for ATR Fuel Conversion Project (FuelGPT),NE INL - NE Idaho National Laboratory (NE),pilot,Generative AI,1,0,0,general_llm,Custom In-House AI,aaportal.inl.gov/fuelgpt/ (internal),Open source development,Developed with both contracting and in-house resources,Yes,Engineers spending extensive time manually iterating through documents during the fuel conversion project.,Engineers save time by using the AI to quickly find answers and relevant source documents.,Engineers save time by using the AI to quickly find answers and relevant source documents.
DOE,Custom GenAI for Advanced Reactor Development (LotusAI),NE INL - NE Idaho National Laboratory (NE),pilot,Generative AI,1,1,0,general_llm,Custom In-House AI,aaportal.inl.gov/lotusai/ (internal),Open source development,Developed with both contracting and in-house resources,Yes,"Engineers spending extensive time manually iterating through documents during the development of the LOTUS Test Bed, and have to frequently answer user questions.","Engineers spending extensive time manually iterating through documents during the development of the LOTUS Test Bed, and have to frequently answer user questions.",Answers to Test Bed design and engineering questions with citations back to source documents.
DOE,Custom GenAI for Advanced Reactor Development (RickoverAI),NE INL - NE Idaho National Laboratory (NE),pilot,Generative AI,1,1,0,general_llm,Custom In-House AI,aaportal.inl.gov/rickoverai/ (internal),Open source development with INL Advanced Analytics Center of Excellence,Developed with both contracting and in-house resources,Yes,Reactor engineers spending extensive time manually iterating through documents during the reactor engineering process,Reactor engineers save time by using the AI to quickly find answers and relevant source documents.,Answers to reactor design and engineering questions with citations back to source documents.
DOE,Custom GenAI for eVinci Microreactor Engineering (MauroGPT),NE INL - NE Idaho National Laboratory (NE),pilot,Generative AI,1,0,0,general_llm,Custom In-House AI,aaportal.inl.gov/maurogpt2/ (internal),Open source development with INL Advanced Analystics Center of Excellence,Developed with both contracting and in-house resources,No,Reactor engineers spending extensive time manually iterating through documents during the reactor engineering process,Reactor engineers save time by using the AI to quickly find answers and relevant source documents.,Answers to reactor design and engineering questions with citations back to source documents.
DOE,Cyber Threat Enrichment,NE INL - NE Idaho National Laboratory (NE),deployed,Other,0,0,0,classical_ml,,,,Developed in house,Yes,Cyber threat analysis,"Enrich emerging cyber threat data with recent and past analysis data curated from the DOE-CESER Geo Threat Observable project and grid modernization project Deep Learning Malware using TBs of well structured cyber threat. Input vulnreability, weakness, malware inforamtion to find connections to well analyzed cyber threat including attack patterns, known exploited, spast mitigations and detections. When firmware binaries are analyzed and translated to structured threat used to create codified attack surfaces and Firmware or Software Bill of Materials (SBOM) for supply chain tracking",Structured Threat Information Expression (STIX) data format providing actionable and implementable codified contextual data for use in cyber security products or if firmware binaries analyzed and translated to STIX output is codified attack surfaces and SBOM.
