agency,use_case_name,verdict,confidence,reasoning
HHS,NIOSH Industry and Occupation Computerized Coding System (NIOCCS),system_integrated,medium,Replaces manual coding with automated industry/occupation code generation within the Modernization Platform NIOSH for downstream research use.
HHS,NLP Automated Referral,workflow_embedded,medium,"Produces top-three IC/PO recommendations from application text for staff to use in the referral process, replacing manual referral -- a recommendation step."
HHS,NanCI: Connecting Scientists,workflow_embedded,medium,Vector-matching recommendation feature within the NanCI app suggests similar papers to users based on their bookmarked collection.
HHS,NewsScape,workflow_embedded,medium,Ingests and summarizes external news articles daily into digestible 'news events' hosted in 1CDP; scans public sources rather than reading/writing identified agency systems.
HHS,Notebooks Hub,standalone_chat,high,"OpenAI-API-based coding assistant helping researchers write applications/dashboards -- a general coding copilot, not tied to a single process."
HHS,Nowcasting Burden and Infection Trends for Seasonal and Epidemic Pathogens,system_integrated,medium,"Produces recurring weekly public-facing and internal forecasts (Rt, hospital admissions) that feed CDC situational-awareness reporting."
HHS,Nowcasting Injury Trends,system_integrated,high,"Feeds 'an internal-facing, interactive dashboard' with week-to-week national injury-trend nowcasts."
HHS,OFR Robotics and Process Automation (ORPA),system_integrated,high,"RPA bots on fixed sequences (per audit correction) generate consolidated invoice PDFs for payment into UFMS and flag PCARD transactions against 200+ business rules -- scripted automation integrated with the financial system, not autonomous planning."
HHS,OSPIDA RPAB Scientific Coding Assistance Tool (CAT),system_integrated,medium,Scientific code predictions are displayed within the SCORS application used by RPAB staff for grant-coding review.
HHS,PDF information extraction for 889 Forms,system_integrated,medium,An OCR model triggered by a Power Automate flow reads uploaded 889 Forms and extracts text directly into a formatted SharePoint list.
HHS,PRF Program Chatbot,workflow_embedded,medium,"RAG chatbot answering GAO/FOIA/Litigation inquiries from a knowledge base of PRB programmatic documents, with sourced citations."
HHS,PRISM Ally,workflow_embedded,medium,RAG-based virtual assistant (Unison PRISM Ally) answering acquisition policy questions using vector search over a private knowledge repository.
HHS,Packaging Materials and Suppliers,system_integrated,medium,Extracts packaging-material/supplier data from unstructured documents to build an inventory within CDEROne Analytics supporting supply-chain analysis.
HHS,Pangolin Lineage Classification of SARS-CoV-2 Genome Sequences,workflow_embedded,medium,Classifies SARS-CoV-2 genome sequences into lineages to improve researcher retrieval/tracking -- a single classification step.
HHS,Person-level disambiguation for PubMed authors and NIH grant applicants,workflow_embedded,low,Entity-resolution/disambiguation tool harmonizing author/applicant name variants across PubMed and NIH grants -- a single data-harmonization step.
HHS,Portfolio Analytics,workflow_embedded,medium,Automated theme identification within CDC-authored publications for science prioritization/evaluation -- a single analytic flow.
HHS,PowerAutomate Delinquent Submissions,system_integrated,medium,"Stacked Power Automate flows (per audit correction) check dates against a SharePoint list of award recipients and send scheduled compliance-reminder emails -- fixed-sequence automation reading/writing a system of record, not autonomous planning."
HHS,Prediction of transformative breakthroughs,workflow_embedded,low,Thin portfolio-analytics tool predicting discoveries likely to be transformative breakthroughs; no system coupling described.
HHS,Process Large Amount of Submitted Docket Comments,system_integrated,medium,An AI/ML tool in CBER/HIVE automatically downloads and processes public dockets for deduplication/sentiment analysis and answers ad hoc VAERS queries for reviewers.
HHS,Product Label and Text Extraction System (PLATES),system_integrated,high,Extracted food-label data is standardized and 'published to downstream databases' after user review.
HHS,Production Operations Anomaly Analysis,system_integrated,medium,A production anomaly model monitors the Medicare Enrollment & Premium Billing System operations and flags deviations from its predictions.
HHS,Protein Modeling with AlphaFold,workflow_embedded,low,"AlphaFold used for protein structure prediction; a single-step modeling tool, thin filing with no system coupling described."
HHS,Ptolemy,workflow_embedded,medium,ML classifies/screens low-magnification CryoEM images as one step of the Cryo-EM specimen-screening pipeline.
HHS,PubMed Literature Review MCP Server,workflow_embedded,low,"Automates PubMed data analysis/synthesis into literature reviews for CMS teams; narrative describes retrieval+synthesis over one external corpus without described autonomous multi-system tool chaining, so it falls short of the agentic bar despite the 'MCP server'/agentic tag."
HHS,Publication Portfolio Analytics,system_integrated,medium,NLP topic modeling on CDC publications feeds organization-specific reports and 'an agency-wide dashboard' actively used by 105+ staff.
HHS,Qualitative Analysis,workflow_embedded,medium,Assists thematic coding/sentiment analysis of ACF survey and interview data that human reviewers then correct -- a single qualitative-analysis flow.
HHS,Quality Surveillance Dashboard (QSD),system_integrated,medium,Extracted unstructured text is pooled with other data to form a dashboard enabling consistent CDER manufacturing-facility assessment.
HHS,RAPID Analysis of Policy and Program Documents (RAPID),workflow_embedded,medium,"An internal web application to import/search/analyze policy documents and validate AI-generated answers -- a single policy-review flow, no external agency-system integration described."
HHS,RFI Comment Analysis POC,workflow_embedded,medium,POC producing coded/thematic analysis of RFI comments for CMS teams; no system-of-record integration described.
HHS,Rapid Intuitive Pathogen Surveillance (RIPS),system_integrated,medium,A production classifier scores the probability that an environmental food source is FDA-regulated to prioritize regulatory response to emerging outbreaks.
HHS,Real World Data/Evidence,system_integrated,medium,Extracts and tags industry submissions containing Real World Data/Evidence within CDEROne Analytics to support congressional reporting requirements.
HHS,Regulatory Starting Material,system_integrated,medium,Extracts Regulatory Starting Materials and suppliers from unstructured submissions to build a supply-chain inventory within CDEROne Analytics.
HHS,"Renamed: 356H Machine Learning (ML) Facility Supply Chain Role Classification
Previously: 356H ML Facility Supply Chain Role Classification",system_integrated,medium,Extracted facility supply-chain roles are 'displayed on a data-stewards screen for human verification and final determination' within CDEROne Analytics.
HHS,"Renamed: Application References
Previously: Application-DMF Reference",system_integrated,medium,Extracts DMF cross-references from submissions and 'exposes the data in a structured format for analysis' within CDEROne Analytics.
HHS,"Renamed: Extracting DMF Facilities from unstructured documents
Previously: DMF (Drug Master File) Facilities",system_integrated,medium,Extracts manufacturing-facility references from DMF submissions into a structured format within CDEROne Analytics.
HHS,"Renamed: FAR-based Facility Signal Detection Tool
Previously: Post-market Surveillance Reports Signal Detection and Cluster Analysis.",system_integrated,medium,Statistical process control and topic modeling on post-market surveillance reports identify problem clusters within CDEROne Analytics for triage/review.
HHS,"Renamed: Information Visualization Platform (InfoViP) to Support Analysis of FAERS safety reports
Previously: Information Visualization Platform (InfoViP) to Support Analysis of adverse event reports",system_integrated,high,NLP/ML directly analyze FAERS Individual Case Study Reports for duplicate detection and visualization within the named FAERS system.
HHS,"Renamed: Module 3 Facilities Extraction
Previously: Module 3 Faculties",system_integrated,medium,Extracts drug-manufacturing facility details from Module 3 submissions into a comprehensive inventory within CDEROne Analytics.
HHS,"Renamed: Risk-based FAR Review & Decision Support
Previously: Field Alert Reports (FAR) Prioritization Model",system_integrated,medium,Classifies Field Alert Report risk (low/medium/high) within CDEROne Analytics to prioritize reviewer attention on the highest-risk reports.
HHS,RepoAnalysis,workflow_embedded,low,Generates a summary of undocumented code repositories to aid search/reuse -- a single summarization flow.
HHS,Research Area Tracking Tool,workflow_embedded,medium,Produces probability estimates identifying which projects fall into a specific research field for analysis staff -- a single classification step.
HHS,Resource Capacity Planning,system_integrated,medium,A forecasting model predicts submission workload and directly supports fee-setting decisions for CDER's human drug review programs.
HHS,Respiratory Virus Response (RVR) Data Analysis Concept,workflow_embedded,medium,Generates key-takeaway summaries of SME interpretations for review/clearance -- a single summarization flow.
HHS,Reviewing Global Influenza Vaccine Literature,workflow_embedded,medium,"LLMs identify relevant abstracts from published literature, which are then manually reviewed -- a single literature-screening step."
HHS,Risk Assessment Module (RAM) for the National Diabetes Prevention Program (National DPP) Operations Center.,system_integrated,high,The Risk Assessment Module ingests organization-level program data within the DDT DPRP Portal and generates a ranked risk list that program managers act on directly.
HHS,SAM.gov RFI Comment Analysis POC,workflow_embedded,medium,POC producing vendor scoring/ranking reports from RFI comments for CMS procurement staff; no system-of-record integration described.
HHS,SCANS Facility Role Predictor,system_integrated,medium,AI classification is used to correct facility roles that were 'missed or misclassified in regulatory tracking systems.'
HHS,SRDMS NLP COI,system_integrated,high,"Ingests grant PDFs from the eRA system, extracts name entities, and displays them via a custom module within the SRDMS application."
HHS,School LLM initial abstract review process,system_integrated,medium,LLM-extracted abstract themes are presented in 'a user-friendly dashboard' health scientists use for research and decision-making.
HHS,Section 508 Azure OpenAI Chatbot,workflow_embedded,medium,Chatbot handling Section 508 compliance help-desk inquiries from a knowledge base of guidance documents.
HHS,Semi-Automated Nonresponse Detection for Surveys (SANDS),workflow_embedded,medium,Automated scoring/flagging of nonresponses in open-ended survey data -- a single data-quality step in survey processing.
HHS,Sentinel System Task Order to address an Emerging Safety Need,system_integrated,medium,NLP-supported chart review extracts data from EHRs to validate emerging safety signals within the Sentinel Operations Center's network.
HHS,Sequential Coverage Algorithm (SCA) and partial Expectation-Maximization (EM) estimation in Record Linkage,system_integrated,medium,ML automates development/selection of blocking groups for record linkage within the Consolidated Statistical Platform used by NCHS's Data Linkage Program.
HHS,Short-term Forecasting of Severe Outcomes for Seasonal and Epidemic Pathogens,system_integrated,medium,"Produces recurring weekly public-facing and internal severe-outcome forecasts (ED visits, hospital admissions) feeding CDC situational-awareness reporting."
HHS,Sidekick Comms bot Offering User-friendly Tips (SCOUT),workflow_embedded,medium,Generates plain-language web/social content that CDC experts review and edit before publication -- a single content-drafting flow.
HHS,Similar Opportunities (KNN),workflow_embedded,medium,Matches agency grant requirements to competent applicants -- a single matching/recommendation flow.
HHS,Smart Solution for Docket Management (SSDM),workflow_embedded,medium,"A pilot AWS-based tool deduplicates and tags public docket comments, producing a line-listing file and summary report for staff use; not yet an established system of record."
HHS,Structuring Notice of Concern Data,system_integrated,medium,AI-structured data parsed from scanned Notice of Concern documents is presented alongside the original for the PCAN team's review within ORR's Horizon case system.
HHS,Structuring and Validating Completeness of Case Data Information,system_integrated,medium,"Parsed CBP separation-case data 'can therefore be updated into the child's profile in ORR's data system,' directly feeding the ACF Horizon case-management system."
HHS,Study Section Clustering Tool (SSCT),workflow_embedded,medium,Clusters grant applications by scientific similarity within CSR GSS as recommendations that SMEs use to finalize study-section assignments.
HHS,Sub Can Line Finder,system_integrated,high,"Searches open-closed and requisition PO reports for sub-CAN line items and aggregates supplier/obligation data into the Spend Plan module, matching the amendment's search-and-aggregate pattern across identified agency reports."
HHS,"Supply Chain Resilience Program, Office of Supply Chain Resilience (OSCR) - Foresight",system_integrated,medium,A forecasting model predicts medical-device demand under various scenarios to support CDRH supply-chain resilience planning.
HHS,"Support tools that can be used in conjunction with Electronic Health Record (EHR) data, such as machine learning and natural language processing (NLP), and the use of Artificial Intelligence (AI) chart review tools",system_integrated,medium,AI-assisted EHR chart-review tools support urgent Sentinel Operations Center safety investigations within the FDA's operational surveillance network.
HHS,TB Case Browser Image Text Detection,system_integrated,medium,OCR (AWS Rekognition) screens uploaded DICOM images to gate PII/PHI ingress into the NIAID TB Portals imaging dataset -- embedded in the system's ingestion pipeline.
HHS,TB DEPOT (Tuberculosis Data Exploration Portal),system_integrated,medium,"A no-code analysis application reads structured TB Portals data (clinical, genomic, imaging) and exposes outputs via an API for research exploration."
HHS,TB Portals Outlier Detection Lambda Function,system_integrated,medium,An AWS Lambda function embedded in the TB Portals pipeline flags low-quality chest X-rays as outliers unsuitable for AI/ML training.
HHS,Text embedding analysis tool,workflow_embedded,low,"An exploratory text-embedding 'canvas' for clustering document sets; described as having 'no default output,' an ad hoc analysis tool rather than a production system."
HHS,The School Closure Awareness System,system_integrated,medium,"Classifies ~40,000 school/district Facebook accounts' posts into official school-closure categories every 24 hours to support CDC's emergency-response and reporting obligations."
HHS,Tool for PO Lookup Assignment (TPAL),workflow_embedded,medium,"Produces top-three IC/PO probability recommendations from free text for program staff, similar to the other referral-recommendation tools."
HHS,Topaz,workflow_embedded,medium,An open-source ML particle picker automatically selects imaging targets as one step of the Cryo-EM screening pipeline.
HHS,TowerScout: Automated cooling tower detection from aerial imagery for Legionnaires' Disease outbreak investigation,workflow_embedded,medium,"CV detects cooling towers in aerial imagery for a specific outbreak-investigation task, roughly 600x faster than manual search; an on-demand analysis tool rather than a continuous sensor-feed integration."
HHS,Transcribing Cognitive Interviews with Whisper,workflow_embedded,medium,Whisper generates transcripts of cognitive interviews for staff to use in qualitative survey research -- a single transcription step.
HHS,Unaccompanied Children Program Policy & Procedure Research Tool,workflow_embedded,medium,RAG-based research tool pulls evidence/citations from monitoring reports and policy documents to produce an initial compliance assessment; AI does not decide corrective actions.
HHS,Use case package 1: Empirical application of the Sentinel EHR and claims Data Partner network to address ARIA insufficient inferential requests (UC1),system_integrated,medium,NLP extracts unstructured EHR data to support pharmacoepidemiologic assessment within the FDA's operational Sentinel EHR/claims network.
HHS,Use case package 2 (UC2): Empirical application of the Sentinel EHR and claims Data Partner network to enhance ARIA insufficient inferential requests and atypical descriptive requests,system_integrated,medium,ML/NLP methods (including NLP-assisted chart review) are validated for use within the Sentinel Innovation Center network's ongoing drug-safety surveillance.
HHS,Use of Natural Language Processing for Topic Modeling to Automate Review of Public Comments to Notice of Proposed Rulemaking,workflow_embedded,medium,NLP topic modeling clusters public rulemaking comments by theme to aid manual review -- a single comment-analysis flow.
HHS,Using Databricks Genie for Routine Immunization Data Insights,system_integrated,medium,A plain-language query tool (Databricks Genie) generates code against the live ~5-billion-record immunization database for ongoing operational insights.
HHS,Using Generative AI for Stance Analysis of Public Comments on CDCs Proposed Rules,workflow_embedded,medium,GenAI performs stance/sentiment analysis on public rulemaking comments to aid analyst review -- a single comment-analysis flow.
HHS,Using LLM to optimize National Health Interview Survey (NHIS) case note information,workflow_embedded,medium,LLM review of NHIS case notes identifies additional problematic interview cases -- a single review-analysis flow.
HHS,Using Llama to summarize PubMed Central (PMC) full text articles that contain information on protein function,workflow_embedded,medium,"Llama summarizes PubMed Central articles on protein function; curators use the summaries to manually add annotations to RefSeq, so the AI itself does not write to the system of record."
HHS,Vaccine Tracking System (VTrckS) Conversational AI Pilot,system_integrated,medium,A conversational NL-query pilot reads live VTrckS vaccine order/distribution/provider data (via SAP HANA reporting) to answer operational questions without users learning the underlying data model.
HHS,Warp Intelligent Learning Engine (WILEE),system_integrated,medium,A production signal-detection model analyzes large datasets to prioritize emerging chemical/food-safety hazards for FDA/HFP action.
HHS,Writing code using AI,standalone_chat,medium,Palantir AIP coding assistant recommending PySpark code to novice users in the NIH Foundry platform -- a general coding copilot.
HHS,crYOLO,workflow_embedded,medium,An open-source ML particle picker automatically selects imaging targets as one step of the Cryo-EM screening pipeline.
HHS,cryoDGRN,workflow_embedded,medium,ML evaluates protein flexibility/variability as one step of the CryoEM research pipeline.
HHS,eSlate Bot,workflow_embedded,medium,RAG chatbot answering questions about eSlate nomination packages so CSR leadership can decide on slate approval.
HHS,emPOWER AI,system_integrated,medium,An Amazon Alexa Skill reads live public HHS emPOWER Map data to give first responders electricity-dependent-beneficiary counts by geography within seconds.
