"use_case_id","entry_kind","agency","use_case_name","current_product_id","current_product_name","vendor_name","system_name","problem_statement","expected_benefits","system_outputs","training_data_description","regex_hint","proposed_action","proposed_product_id","proposed_product_name","confidence","evidence_quote","notes"
"128968","use_case","DOC","Amazon Q Developer Pilot","19803","Amazon","","","","","","","","relink","19047","Amazon Q","high","Amazon Q Developer Pilot","Use case name explicitly says Amazon Q Developer; catalog has Amazon Q (general) and Amazon CodeWhisperer. Use Amazon Q as canonical product."
"129047","use_case","DOE","NLCOO AI for Lessons Learned tool","19803","Amazon","No Vendor Involved","Authorization to Operate Amazon Web Service Federal Risk and Authorization Management Program Infrastructure as a Service Cloud Service Provider, Amazon Web Service Information System Security Plan, SD-006-CP-002/L2","Provide best Lessons Learned based on the Problem a user is trying to address.","Better search to gain insights from exisitng lessons learned to improve how we do work.","Search list of relevant documents","Not trained on any agency or LANL data","","relink","19795","Amazon Web Services","medium","Authorization to Operate Amazon Web Service Federal Risk and Authorization Management Program Infrastructure as a Service Cloud Service Provider","system_name names AWS as IaaS; no specific Amazon AI service identified."
"129092","use_case","DOE","LANL AI Portal","19803","Amazon","Amazon Web Services (hosting provider)","Authorization to Operate Amazon Web Service Federal Risk and Authorization Management Program Infrastructure as a Service Cloud Service Provider, Amazon Web Service Information System Security Plan, SD-006-CP-002/L2","""Democratized access to open-source/open-weights Large Language Models (LLMs) for general purpose office productivity, research of AI models, software development, operational streamlining, code development ""","Democratized access to open-source/open-weights Large Language Models (LLMs) for general purpose office productivity, research of AI models, software development, operational streamlining, code development","Interactive text chat replies from user prompts, summaries of documents user submitted for Retrieval Augmented Generation (RAG),  Replies to API queries from enterprise and scientific applications","Not trained in-house, using open-source/open-weights models. Reliant on model provider transparency","","relink","19795","Amazon Web Services","high","Amazon Web Services (hosting provider)","vendor field names AWS as hosting provider; uses open-source models on AWS infra."
"129630","use_case","DOJ","AWS/cloud.gov -  Network Routing","19803","Amazon","Amazon","Redacted for cybersecurity purposes.","Support public complaint submission by enabling network routing technology to optimize speed of routing and re-route traffic around any configuration issues.","Expected benefits: Helps sustain reliable networks access to CRT networked infrastructure by CRT staff and by Public users for complaint submissions.","Decision and action relating to network routing and load management.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19795","Amazon Web Services","high","AWS/cloud.gov -  Network Routing","Use case name explicitly says AWS; generic AWS networking, no specific AI service."
"129769","use_case","DOJ","Voicemail Transcription, Translation and Summarization","19803","Amazon","Amazon","Redacted for cybersecurity purposes.","PARDON would like to leverage transcription, translation and summarization services available in the GCC high cloud environment to help reduce the processing time and level of effort associated with responding to voicemail inquiries.","Cost savings, reducing customer wait times, improving customer experiences, improving PARDON Attorney experiences, and improving multi-lingual access to the government.","The primary output from this use case is an email that provides an AI generated summary of the voicemail and includes the following attachments: the original voicemail (.wav file), a text file that includes the transcribed voicemail, and a text file that includes the translated voicemail (for non-English voicemails).  This email is sent to the shared PARDON inbox and processed with other email requests.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19049","AWS Transcribe","medium","leverage transcription, translation and summarization services","Voicemail Transcription use case — AWS Transcribe is the canonical AWS transcription service; translation/summary also implied."
"129906","use_case","DOL","PII Redaction","19803","Amazon","Amazon","PII Redaction","Using Amazon Web Services Personal Identifying Information scrubber for ITA text fields and Named Entity Recognition to remove additional names from the text fields.","Vastly more cost effective in using the AI tool. Reduction of FTE costs from months to hours.","Detection/Extraction","OSHA ITA","","relink","19696","Amazon Comprehend","high","Amazon Web Services Personal Identifying Information scrubber for ITA text fields and Named Entity Recognition","AWS PII scrubber + NER is Amazon Comprehend's PII detection / NER feature."
"129907","use_case","DOL","Workforce Recruitment Program (WRP) Website Chatbot Assistant","19803","Amazon","AWS PIID: NNG15SD22B
Synergy PIID: 1605DC19A0004","AWS","This use case cuts down on the number of emails that ODEP’s WRP team needs to respond to in their program inbox, wrp@dol.gov. It helps address routine questions with straightforward answers without requiring WRP staff involvement. It also provides much faster responses to WRP applicants and stakeholders, who would otherwise need to wait 2-3 business days for WRP staff to write a response to their email.","The chatbot helps the end user with basic information about the Workforce Recruitment Program and information on who to contact. This chatbot is managed by DOL staff. ODEP manages the script, while OCIO manages the technical aspects and updates to Amazon Lex.","Generate content from the WRP program","Agency provided list of questions and answers.","aws;lex","relink","19278","AWS Lex","high","ODEP manages the script, while OCIO manages the technical aspects and updates to Amazon Lex.","system_outputs explicitly names Amazon Lex."
"130191","use_case","FTC","IVR Automated Voice Assistant","19803","Amazon","Amazon","Sentinel Network Services","Reduce cost of call volume for requests for information which are low value contacts for law enforcements while maintaining positive customer experience.","Enhances user experience by providing RFIs (Request for Information) accessible 24x7 rather than limited to working hours.","Automated IVR voice responses to consumer inquiries.","N/A","","relink","19278","AWS Lex","medium","IVR Automated Voice Assistant","Vendor=Amazon, IVR Voice Assistant — Amazon Lex is the AWS IVR/conversational service. (Could also be Amazon Connect)."
"130192","use_case","FTC","GenAI Mail Scan","19803","Amazon","Amazon","Sentinel Network Services","The difficulties of interpreting handwritten and poorly formatted documents by staff leads to increased manual labor required to accurately read and enter data into all fields.","Automatic processing of handwritten mail received by the agency enhances accuracy, reduces manual labor, accelerates processing times, and improves data quality.","Data from consumer letters with key informationincluding names, addresses, phone numbers, and email detailsalong with relevant complaint content.","N/A","","relink","19069","AWS Textract","high","interpreting handwritten and poorly formatted documents","Vendor=Amazon, document scan/extract on handwritten mail — AWS Textract is the canonical service."
"130713","use_case","NARA","NARA@WORK Kendra Search","19803","Amazon","N/A","NARA@Work","The AI is intended to solve the problem of inefficient employee information discovery by replacing outdated keyword search with a natural language system that provides instant, context-aware answers from disparate agency resources.","NARA is implementing an AI-driven contextual information retrieval tool (e.g., Amazon Kendra) to modernize search functionality on the NARA@Work internal site. This will enable staff to use Natural Language Processing (NLP) to query a wide range of agency information (Work Life, Benefits, Policies, etc.) and receive ""Suggested Answers.""","This AI-powered tool will drive significant productivity gains across the agency by enabling staff to find critical information faster and more efficiently. By utilizing contextual retrieval and ""Suggested Answers,"" the system ensures higher quality and more accurate results compared to traditional search methods.","The data is internally (Intranet) available at internal site work.nara.gov","kendra","relink","19196","AWS Kendra","high","AI-driven contextual information retrieval tool (e.g., Amazon Kendra)","Expected benefits explicitly names Amazon Kendra."
"131118","use_case","NASA","GLOBE Program - Image processing","19803","Amazon","Mitchell Vantage Systems (MVS), subcontracted to Astrion","AWS","Processing photo images submitted to the GLOBE Program through the GLOBE Observer app. These photos relate to submissions of Clouds, Mosquito Habitat Mapper, Trees, and Land Cover observations. GLOBE data is processed through Amazon Rekognition SAAS (software as a service) tool to automate the image approval process (Amazon 2024).","The AI photo review system has dramatically reduced staff time needed to screen photos and therefore enabled NASA to process these crowdsourced data at a much faster speed. This leads to significantly more surface-based Earth system observations to enable science and societally relevant applications that would not be possible otherwise.","Object detection information, image approval/rejection decisions, automated blurring of detected faces and text for privacy protection, and flagging of images requiring human review.","Mostly uses pre-trained Amazon Rekognition models. System processes citizen science photos for validation but does not train custom models. However, a custom process was developed to evaluate the Rekognition results for decision making within the GLOBE context.","aws;rekognition","relink","19240","AWS Rekognition","high","GLOBE data is processed through Amazon Rekognition SAAS","Problem statement explicitly names Amazon Rekognition."
"131199","use_case","SBA","Amazon Q in Connect","19803","Amazon","https://aws.amazon.com/connect/q/","Veterans Certification - Contact Center application","Staff need quick access to relevant information and guidance to efficiently respond to inquiries and make decisions.","Faster content creation, improved consistency, reduced staff time on routine writing tasks, and enhanced quality of generated content.","GenAI customer service assistant for Real-time transcription & recommendations; automatically detects customer intent during calls and chats; provides agents with immediate, real-time generative responses and suggested actions from knowledge articles","Internal agency data and historical records relevant to the use case.","aws;connect","relink","19100","Amazon Connect","high","Amazon Q in Connect","Use case name is 'Amazon Q in Connect'; vendor URL is aws.amazon.com/connect/q/. Primary product is Amazon Connect (Q-in-Connect feature)."
"131219","use_case","SBA","Developer Code Assistant AI","19803","Amazon","Amazon Web Services (AWS)","Amazon Q Developer","Software developers spend significant time on repetitive coding tasks, writing boilerplate code, creating documentation, generating unit tests, and conducting code reviews. Legacy code modernization is complex and time-consuming. Understanding large codebases requires extensive manual analysis. Developers need context-aware assistance that understands company-specific code patterns and AWS best practices.","Accelerates software development by up to 57% through intelligent code completion and generation. Reduces time spent on documentation, unit testing, and code reviews through autonomous agentic capabilities. Transforms legacy applications automatically (e.g., .NET upgrades, Java version migrations). Improves code quality with AWS-specific best practices and security recommendations. Enables faster onboarding to complex codebases. Customizes to private repositories for company-specific relevance. Supports inline chat for contextual help. Provides CLI natural language translation for command-line efficiency.","Generative AI-powered coding assistant for building, operating, and transforming software with advanced agentic capabilities. Provides real-time code suggestions from snippets to full functions based on comments and existing code. Features inline chat in IDE, CLI completions, natural language-to-bash translation, and customization with private repositories for company-specific recommendations. Agentic capabilities autonomously perform multi-step tasks including unit testing, documentation, code reviews, refactoring, and legacy code transformation. Achieved highest scores on SWE-Bench Leaderboard. Input: natural language prompts, code context, GitHub issues, repository code. Output: code suggestions, full functions, documentation, unit tests, code reviews, pull requests, diagrams, refactored code.","Commercial vendor-managed training data including public code repositories and technical documentation","aws;q developer","relink","19047","Amazon Q","high","Amazon Q Developer","system_name explicitly says Amazon Q Developer."
"26077","consolidated","HHS","Summarizing the key points of a lengthy report using AI.","19802","Google","Microsoft 365 Copilot Chat, Consensus, Adobe AI Assistant, ChatGPT, Perplexity, Claude, Cortellis, OFF-X, Gemini, Gemma (open LLM, Google Deep Mind), Microsoft 365 Copilot, scite.AI","","Y","","","","gemini","relink","19043","Gemini","high","Gemini, Gemma (open LLM, Google Deep Mind)","commercial_examples (vendor_name field) names Gemini and Gemma; consolidated row for HHS summarization."
"26281","consolidated","EPA","Searching for agency information using a knowledge retrieval system.","19802","Google","Relativity, Microsoft365 Copilot, Google Search","","Y","","","","","delete_or_inferred","19802","Google","inferred","Relativity, Microsoft365 Copilot, Google Search","Only Google reference is Google Search (not an AI product per se); other commercial examples are Microsoft. Downgrade Google linkage to inferred."
"26645","consolidated","NTSB","Curating news articles and updates based on user preferences using AI.","19802","Google","Meltwater, Google News","","Y","","","","","delete_or_inferred","19802","Google","inferred","Meltwater, Google News","Google News is the only Google reference, not a specific AI product. Downgrade to inferred."
"26717","consolidated","SEC","Summarizing the key points of a lengthy report using AI.","19802","Google","VAO Ally, Intelligize+ AI, 
Microsoft Copilot 365, Bloomberg Government, 
Bloomberg Law, Google AI
Mode, Flashpoint Ignite AI, Flashpoint Echosec AI, Magnet Copilot","","Y","","","","","delete_or_inferred","19802","Google","inferred","Google AI
Mode","References 'Google AI Mode' (Google Search AI Mode) — not a distinct catalog product. Downgrade to inferred."
"26080","consolidated","HHS","Generating code using AI.","19803","Amazon","Credal + Claude and GPT API, Amazon Q Developer, GitHub Copilot, Anaconda AI Navigator, ChatGPT, Claude, Gemini, IntelliJ IDEA Ult, Logi AI Prompt Builder, Microsoft 365 Copilot, Plantir Foundry, Sourcegraph","","Y","","","","q developer","relink","19047","Amazon Q","high","Amazon Q Developer","commercial_examples names Amazon Q Developer."
"26740","consolidated","SBA","Generating code using AI.","19803","Amazon","Github CoPilot, Amazon Q Developer, Perplexity","","Y","","","","q developer","relink","19047","Amazon Q","high","Amazon Q Developer","commercial_examples names Amazon Q Developer."
