"use_case_id","entry_kind","agency","use_case_name","current_product_id","current_product_name","vendor_name","system_name","problem_statement","expected_benefits","system_outputs","training_data_description","regex_hint","proposed_action","proposed_product_id","proposed_product_name","confidence","evidence_quote","notes"
"129585","use_case","DOI","Integration of AI, specifically CoPilot for GitHub,  for BTFA Software Development Life Cycle Process for DME and O&M applications.","19801","Microsoft","Microsoft","","Reductions in BTFA Application and Database Staff has lead to increase workload for remaining staff for DME and O&M activities of applications and servers. This code is considered sophisticated in nature, code resides in Azure App Workspace (Web/Function/Logic Apps) and standalone applications and servers.","Due to reduce staffing, BTFA needs to integrate AI for its DME and O&M of  applications and servers (database/application/web/etc) which has sophisticated code base.  AI has show promise in reducing staff hours for all phases of SDLC.","changes in source code after review by application/dba staff along with appropriate testing before going to production.","No data is used","azure","relink","19035","GitHub Copilot","high","Integration of AI, specifically CoPilot for GitHub,  for BTFA Software Development Life Cycle Process for DME and O&M applications",""
"129591","use_case","DOJ","Azure Data Factory","19801","Microsoft","Microsoft","Redacted for cybersecurity purposes.","ATF recently enabled Azure Data Factory subscription in Azure, which included smart and intelligent features like anomaly detection, data quality analysis, data completeness, and prediction. While we do not use these features directly, they are embedded within the tools.","The embedded data analytic and data quality capabilities will increase the efficiency and effectiveness with which ATF is able to locate and analyze our data, and the quality and reliability of the resulting data.","Data extraction transformation/load pipelines used to integrate data from disparate datasets","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","azure","relink","19107","Azure Data Factory","high","Azure Data Factory",""
"129592","use_case","DOJ","Azure Zen 2 Storage","19801","Microsoft","Microsoft","Redacted for cybersecurity purposes.","ATF recently enabled Storage subscription in Azure, which included smart features automatic data indexing. While we do not use these features directly, they are embedded within the tools, enabling automatic data indexing based on the data fed into the system.","Automatic data indexing increases the efficiency and effectiveness with which ATF is able to locate and analyze our data.","A data index which aides in the retrieval and analysis of ATF data.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","azure","relink","19181","Microsoft Azure Platform","high","Azure Zen 2 Storage",""
"129626","use_case","DOJ","ChatBot","19801","Microsoft","","Redacted for cybersecurity purposes.","The Chatbot responds to the questions, allowing staff to focus on other priorities.","The Intelligent Bot tool is implemented using Question and Answer (QnA) Maker and the Language Understanding (LUIS) services which is developed using the Microsoft Azure Software As A Service (SAAS) infrastructure in the Cloud on the COPS website.  

This will allow COPS to easily implement a brand new knowledge base of questions and answers feature on the site which will respond via a chat box based on a question entered by the customer.","Response","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","azure","relink","19181","Microsoft Azure Platform","high","ding (LUIS) services which is developed using the Microsoft Azure Software As A Service (SAAS) infrastructure in the Cloud on the COPS website.",""
"129631","use_case","DOJ","Azure Platform/Tools - Network Routing","19801","Microsoft","Microsoft","Redacted for cybersecurity purposes.","Decision and action relating to network routing and load management.","Expected benefits: Helps sustain reliable networks access to CRT networked infrastructure by CRT staff.","Decision and action relating to network routing and load management.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19181","Microsoft Azure Platform","high","Azure Platform/Tools - Network Routing",""
"129697","use_case","DOJ","Automated Staffing Tool","19801","Microsoft","Microsoft","Redacted for cybersecurity purposes.","It will assess staffing levels within the FBOP.","The expected benefit of the AI use case is to maximize cost effectiveness of staffing needs for each institution.","Output reports provide how many positions are currently authorized within the FBOP.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","delete_or_inferred","","","high","vendor_name='Microsoft' with no specific product named in source text","No specific MS product named in source text"
"129728","use_case","DOJ","Generation of Graphs and Charts","19801","Microsoft","","","Create charts and graphs by describing the requested data to integrate.","Charts and graphs aide in reporting of HSTF investigations. Enabling this technology will reduce tremendously reduce the time which was used for formatting traditional Microsoft products.","Recommendation
Provide sample data to create charts and graphs to populate","","","delete_or_inferred","","","high","No specific Microsoft product named in source text","No specific MS product named in source text"
"129735","use_case","DOJ","Speech to Text Managed Service - Voice Transcription to Text","19801","Microsoft","Microsoft, OpenAI","Redacted for cybersecurity purposes.","Reducing turnaround times for transcribed services and to reduce the need for contracted transcription services of audio files","Cost savings towards less time and materials for an individual to fully process the recording and quicker turnaround of transcription delivery.","Speech-to-text recognition of spoken content within an audio file.  In addition, a summary of the transcribed content can be created.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","openai","relink","19214","Azure Speech","high","Speech to Text Managed Service - Voice Transcription to Text",""
"129737","use_case","DOJ","Internal Component-specific chatbot service","19801","Microsoft","Microsoft, OpenAI","Redacted for cybersecurity purposes.","Provide human-like conversational responses to conduct general information queries and suggestions towards improving text without feeding into a commercially exposed AI model.","Improve work efficiencies and curve user generative AI usage to an environment that is controlled and contained within GCCH and the DOJ OIG subscription vice a commercial service.  Furthermore, the information and models generated within the GCCH environment stays within GCCH and do not further the model of commercial products or services.","The AI provides generative AI human-like responses/answers to questions and/or statements from a user.  In addition, the output can be a generated summary of an inputted excerpt or publicly available information.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","openai","relink","19038","Azure OpenAI","high","Microsoft, OpenAI","Microsoft vendor + OpenAI → Azure OpenAI (federal/FedRAMP access pattern)"
"129767","use_case","DOJ","USTP AI Assistant","19801","Microsoft","","","Intended purpose is to enable USTP's IT team to understand the process to develop, test, tune and use Microsoft various AI services--Azure Open AI, Azure Open AI Foundry, Microsoft Copilot Studio.  A secondary purpose is understanding the full costs and time to develop and implement a use case from start to finish.  A tertiary purpose is to ensure the Generative AI service is providing useful responses and value given the cost and time to setup and deploy.","Intended benefits of using Microsoft AI services would be to enable USTP staff to find information quickly on relevant questions they may have.  The use cases tested in Pre-Deployment phase  would help reduce Help Desk calls and increase productivity of users enabling them to find technical information quickly. Potential to help generate new content based on pilot testing.","Given the outputs range due to the specific AI Assistants objective USTP will provide a couple of examples that are in Pre-Deployment Technical Feasibility testing now:

1). HR Assistant - Trained on USTP's SharePoint Intranet pages to answer common questions about various human resources support issues. 

2). Briefing Assistant - Review public documents that were previous submitted USTP briefs on specific bankruptcy cases to easily search and find these cases.","","azure;copilot","relink","19213","Azure AI Foundry","high","se Microsoft various AI services--Azure Open AI, Azure Open AI Foundry, Microsoft Copilot Studio.",""
"129806","use_case","DOJ","Microsoft Office 365, Teams, and Windows default features","19801","Microsoft","","Redacted for cybersecurity purposes.","Finding opportunities to optimally support DOJ personnel through existing Department-wide tools.","These capabilities help DOJ personnel achieve efficiencies through integrated AI assistance across O365 applications in a secure environment, including editorial/grammatical suggestions, data analysis, task automation, and enhanced search.","Improved user experience through qualitative and quantitative suggested improvements, analyses, visualizations.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19373","Microsoft 365","high","Microsoft Office 365, Teams, and Windows default features",""
"129808","use_case","DOJ","Knowledge retrieval and synthesis (Azure OpenAI Services)","19801","Microsoft","Microsoft","Redacted for cybersecurity purposes.","Azure OpenAI will help ATR review large volumes of document-based data quicker and more efficiently.","Enhance the speed and accuracy of legal analysis and review. This technology will allow ATR to quickly distill key information and insights, streamline workflows, reduce manual effort, and expedite legal analysis.","Text generation
Answers and insights to critical legal questions
Legal summaries 
Legal citation and document references","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","azure;openai","relink","19038","Azure OpenAI","high","Knowledge retrieval and synthesis (Azure OpenAI Services)",""
"129822","use_case","DOJ","Extracting Data from Receipts to Speed Travel Reimbursement or Provide Logbook Documentation","19801","Microsoft","Microsoft","Redacted for cybersecurity purposes.","Gas receipts need to be reconciled / logged into FIRM – the AI would capture the data and can be used to record the receipt (reducing loss of paper) and eventually upload into FIRM reducing human data entry and time. IN also inspects receipts as part of their inspection. The laboratories also audit their OGV logbooks more than once annually. This would be a great pilot to expand into scanning and recording information from other purchases into UFMS and automate that process as well.","Cost savings, live data entry of OGV use (miles and fuel consumption), streamlining of voucher packet creation","The output is a CSV file.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","delete_or_inferred","","","high","vendor_name='Microsoft' with no specific product named in source text","No specific MS product named in source text"
"129837","use_case","DOJ","Code Development","19801","Microsoft","GitHub, Microsoft","Redacted for cybersecurity purposes.","More efficient writing and maintenance of code.","Improve developer productivity and streamline development lifecycle.","Coding guidance and suggestions, with the tool providing real-time code completions based on comments and existing code.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","delete_or_inferred","","","high","vendor_name='Microsoft' with no specific product named in source text","No specific MS product named in source text"
"129848","use_case","DOJ","Azure AI Foundry Platform","19801","Microsoft","Microsoft","Redacted for cybersecurity purposes.","This AI solution is meant to provide chatbot responses in a secure enclave. In addition, this platform is meant to provide a generative AI that can be used for document review and other use cases as a comparison point to other commercially available alternatives.","Decreased cost to operate AI compared to other commercially available solutions.","Text outputs","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","","relink","19213","Azure AI Foundry","high","Azure AI Foundry Platform",""
"129855","use_case","DOJ","ATR Expert/Consulting with Bates White","19801","Microsoft","Bates White, using Microsoft Azure","Redacted for cybersecurity purposes.","The AI tool will ingest all the data sets and work to standardize them so that the Bates White expert and team can use the data to run economic models.","Assist in preliminary data processing, including document summarization, name standardization, and text extraction. This includes “cleaning” the data for additional processing, performing the equivalent of a “find and replace” function to standardize names. The Bates White system may use AI to summarize the general content of documents.","The output data may be provided to experts and support staffs working for the State Attorneys General who are cooperating with ATR on investigations and litigations. The output data will be returned to ATR for use by internal ATR economists.","The case owner relied on DOJ AI governance practices to select and prepare data, as well as evaluate performance.","azure","relink","19181","Microsoft Azure Platform","high","Bates White, using Microsoft Azure",""
"130019","use_case","ED","MS Copilot - Document Creation & Editing","19801","Microsoft","Microsoft","ETS-ISS","Manual drafting and editing inconsitency","Automate drafting, editing, and refining written materials for clarity and professionalism.","Drafted and edited letters, reports, proposals, and other written materials.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Document Creation & Editing","Ambiguous Copilot; defaulting to M365 Copilot"
"130020","use_case","ED","MS Copilot - Summarization","19801","Microsoft","Microsoft","ETS-ISS","Reviewing large volumes of feedback and documents","Generate concise summaries of feedback, reports, transcripts, and analytics for quick understanding.","Concise summaries of feedback, transcripts, reports, and analytics.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Summarization","Ambiguous Copilot; defaulting to M365 Copilot"
"130021","use_case","ED","MS Copilot - Data Analysis & Insights","19801","Microsoft","Microsoft","ETS-ISS","Challenges to xtracting insights from complex data","Analyze communications and documents to extract actionable insights and synthesize complex information.","Analytical reports, synthesized insights, and visualizations.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Data Analysis & Insights","Ambiguous Copilot; defaulting to M365 Copilot"
"130022","use_case","ED","MS Copilot - Process & Workflow Automation","19801","Microsoft","Microsoft","ETS-ISS","Inefficient and error prone manual workflows","Automate and streamline project planning, repetitive tasks, and documentation reviews to boost efficiency.","Automated workflows, scheduled tasks, and process dashboards.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Process & Workflow Automation","Ambiguous Copilot; defaulting to M365 Copilot"
"130023","use_case","ED","MS Copilot - Compliance & Risk Management","19801","Microsoft","Microsoft","ETS-ISS","Ensuring compliance and managing risk requires extensive review.","Support auditing, regulatory compliance, and risk assessment through automated checks and documentation.","Compliance checklists, audit reports, and risk assessments.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Compliance & Risk Management","Ambiguous Copilot; defaulting to M365 Copilot"
"130024","use_case","ED","MS Copilot - Collaboration & Communication","19801","Microsoft","Microsoft","ETS-ISS","Fragmented team coordination and feedback management","Facilitate team collaboration, organize feedback, and improve stakeholder communications.","Organized feedback, collaborative documents, and communication logs.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Collaboration & Communication","Ambiguous Copilot; defaulting to M365 Copilot"
"130025","use_case","ED","MS Copilot - Research & Knowledge Management","19801","Microsoft","Microsoft","ETS-ISS","Researching and managing knowledge is labor-intensive.","Conduct research, compare documents, and manage organizational knowledge for informed decision-making.","Research summaries, comparative analyses, and knowledge repositories.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Research & Knowledge Management","Ambiguous Copilot; defaulting to M365 Copilot"
"130026","use_case","ED","MS Copilot - Training & Education","19801","Microsoft","Microsoft","ETS-ISS","Creating and delivering training is resource-intensive.","Enhance training delivery, create educational materials, and support user learning on AI tools.","Training modules, educational briefings, and user guides.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Training & Education","Ambiguous Copilot; defaulting to M365 Copilot"
"130027","use_case","ED","MS Copilot - Project & Task Management","19801","Microsoft","Microsoft","ETS-ISS","Managing schedules and tracking progress is complex.","Manage schedules, track progress, and coordinate tasks to ensure timely project completion.","Project plans, schedules, status reports, and task trackers.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Project & Task Management","Ambiguous Copilot; defaulting to M365 Copilot"
"130028","use_case","ED","MS Copilot - Content Organization & Archiving","19801","Microsoft","Microsoft","ETS-ISS","Organizing and accessing digital content is cumbersome.","Organize, archive, and provide easy access to documents and digital content.","Organized archives, cataloged documents, and accessible repositories.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Content Organization & Archiving","Ambiguous Copilot; defaulting to M365 Copilot"
"130029","use_case","ED","MS Copilot - Grant & Program Management","19801","Microsoft","Microsoft","ETS-ISS","Monitoring grants and program eligibility is time-consuming.","Assist with grant eligibility, monitoring, and process efficiency for program management.","Eligibility reviews, monitoring reports, and process documentation.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Grant & Program Management","Ambiguous Copilot; defaulting to M365 Copilot"
"130030","use_case","ED","MS Copilot - Security & Privacy","19801","Microsoft","Microsoft","ETS-ISS","Reviewing and standardizing security/privacy documentation is complex.","Review and standardize security and privacy documentation, and educate users on best practices.","Security policies, privacy assessments, and educational materials.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Security & Privacy","Ambiguous Copilot; defaulting to M365 Copilot"
"130031","use_case","ED","MS Copilot - Business Process Improvement","19801","Microsoft","Microsoft","ETS-ISS","Identifying and implementing process improvements is challenging.","Drive process improvements, conduct impact analysis, and support continuous business optimization.","Process analysis reports, improvement recommendations, and updated workflows.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Business Process Improvement","Ambiguous Copilot; defaulting to M365 Copilot"
"130032","use_case","ED","MS Copilot - Technical Assistance & Code Generation","19801","Microsoft","Microsoft","ETS-ISS","Coding and technical support tasks are time-consuming for non-experts.","Generate and refine code for statistical and programming tasks to support technical operations.","Generated code, syntax examples, and refined scripts for various platforms.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Technical Assistance & Code Generation","Ambiguous Copilot; defaulting to M365 Copilot"
"130033","use_case","ED","MS Copilot - Creative & Productive Work Enhancement","19801","Microsoft","Microsoft","ETS-ISS","Generating creative ideas and optimizing work outputs can be difficult.","Boost creativity and productivity by assisting with idea generation and optimizing work outputs.","Creative concepts, optimized work products, and idea generation support.","None","","relink","19031","Microsoft 365 Copilot","medium","MS Copilot - Creative & Productive Work Enhancement","Ambiguous Copilot; defaulting to M365 Copilot"
"130038","use_case","EPA","Microsoft Power Automate (custom document processing model)","19801","Microsoft","Microsoft","Microsoft  Office 365","Saving time and money by extracting only useful information from lengthy utility bills and putting it into an easy to read format automatically.","Cost savings and reduced man hours.","AI extracts relevant data from lengthy documents.","RTP utility bills","365;office","relink","19393","Microsoft Power Platform","high","Microsoft Power Automate (custom document processing model)",""
"130070","use_case","FDIC","AI Assisted Data Collection","19801","Microsoft","","Microsoft Power Apps","The current process to extract structured data from bank provided PDF documents of consumer loan applications takes FDIC personnel a significant amount of time to manually transcribe data from PDF loan applications, leading to delays, high error rates, and increased costs. The AI solution is intended to automate data extraction, reducing transcription errors and enabling faster, more accurate collection of loan application data.","The FDIC will more effectively and efficiently utilize its examination resources by reducing manual components of data collection, reducing data transcription error rates and increasing speed of data collection.","The output is a data file of extracted data (csv, text file, json file) from consumer credit reports required to conduct examination analytics for compliance and fair lending reviews.","Consumer loan applications and credit reports from banks for supervised learning and creation of bank specific data collection models","","relink","19393","Microsoft Power Platform","high","Microsoft Power Apps",""
"130112","use_case","FDIC","OIG computer forensics investigation tools.","19801","Microsoft","Adobe, Auto Split, Microsoft, Scan Writer, Social Discovery","","Access and store information from electronic devices in support of criminal investigations.","Assists in law enforcement investigations.","Electronic files.","Not trained by FDIC.","","delete_or_inferred","","","high","vendor_name='Microsoft' with no specific product named in source text","No specific MS product named in source text"
"130113","use_case","FERC","Summarization & Policy Analysis for Regulatory Comments (originally Leverage AI in the Rulemaking Process Use Case)","19801","Microsoft","Zvolvant (Small Business)","Microsoft Azure Commercial","Addresses duration, efficiencies, and accuracies in initial comment analysis.","Reduces the time required for comment analysis as part of mission processes.","1.Groups public comments by topic and identifies the overall sentiment: positive, negative, or neutral toward each issue.
2.Provides interactive summaries and visualizations that help analysts quickly understand what commenters are saying and how many are engaged on each topic.
3.Enables analysts to ask questions about the comments and receive AI-generated answers, making it easier to explore large volumes of feedback efficiently.","This uses publicly submitted comments to train and fine-tune its models, and evaluates performance based on how accurately the system summarizes topics, detects sentiment, and responds to analyst queries and acceptance.","azure","relink","19181","Microsoft Azure Platform","high","Microsoft Azure Commercial",""
"130117","use_case","FERC","Gas Blanket Certificates (Permitting)","19801","Microsoft","Zvolvant (Small Business)","Microsoft Azure Commercial","It is designed to streamline the classification, tracking, and summarization of filings and issuances related to blanket certificates, reducing manual workload and improving consistency across document types.","Improves operational efficiency by automating repetitive tasks, enhances transparency in regulatory processes, and accelerates access to structured data for both internal analysts and stakeholders from the analyst's responses.","The system generates categorized summaries of filings and issuances, flags sensitive content, and produces searchable metadata tags that support downstream reporting and compliance reviews.","The system uses historical filings and issuances from FERC’s eLibrary and PIW systems, including scanned PDFs and structured metadata, to train and evaluate classification and summarization accuracy.","azure","relink","19181","Microsoft Azure Platform","high","Microsoft Azure Commercial",""
"130130","use_case","FHFA","Analytics, Indexing, and Anomaly Detection for Data Management on SQL Server","19801","Microsoft","Microsoft","GSS","Predictive analytics, automated indexing, and anomaly detection in data management and queries.","Efficiency and Risk Reduction","SQL Server incorporates AI for predictive analytics, automated indexing, and anomaly detection in data management and queries.","This is a subscription service from a third-party vendor and confidential business information of this nature is not available.","","relink","19447","SQL Server Management Studio","medium","ics, Indexing, and Anomaly Detection for Data Management on SQL Server","Generic SQL Server reference; closest catalog match is SSMS"
"130176","use_case","FRTIB","Microsoft CoPilot","19801","Microsoft","Microsoft","Microsoft M365","Provide GenAI assistance on agency business activities","Increase agency efficiency","General agency operation business","This is a subscription service from a third-party vendor and confidential business information of this nature is not available.","","relink","19031","Microsoft 365 Copilot","high","Microsoft CoPilot","M365 Copilot inferred from productivity context"
"130188","use_case","FTC","Microsoft 365 Copilot","19801","Microsoft","Microsoft","Azure SaaS","Staff performing manual, time-consuming activities, taking away focus from higher-value tasks.","Enhance general productivity of FTC staff to achieve agency mission more efficiently","Write, edit and summarize documents and project plans in Word, Excel, PowerPoint and Teams; Draft emails, chats and documents; Receive Outlook Coaching tips and suggestions on clarity, sentiment, and tone, and an overall message assessment and suggestions for improvement; Summarize chat content","N/A","azure;teams;outlook","relink","19031","Microsoft 365 Copilot","high","Microsoft 365 Copilot",""
"130278","use_case","HHS","Acquisition support: co-drafting acquisition packages","19801","Microsoft","Credal, Ask Sage, Microsoft","ACF Credal, Ask Sage (decommissioned), Microsoft Copilot Chat","How can ACF acquisition teams more efficiently draft acquisition packages? 

In addition to tailored performance work statements (PWS), acquisition packages include multiple documents that often require information based on the PWS. There are also instances where a recompete is issued that largely follows a previous contract, with some updates to volumes. Different contract awarding agencies have different formats. ACF's acquisition teams therefore commonly need to repackage information.","Increased efficiency in preparing acquisition packages so that more time is spent on the substance of scoping contracts and less time on rote drafting","Draft language for various parts of an acquisition package based on user-provided context and direction. 

For instance, based on a provided set of task narratives, a user may ask a large language model to draft the table of deliverables. Based on a draft set of requirements, a user may ask the large language model to provide an initial suggestion for organizing tasks. Based on a copy of a previous modification memo and an executed contract, a user may ask a large language model to draft a new modification memo to exercise the next option year.","RAG implementation using commercially-available LLMs and user-provided context on acquisition needs","copilot;teams","relink","19032","Microsoft 365 Copilot Chat","high","ACF Credal, Ask Sage (decommissioned), Microsoft Copilot Chat",""
"130279","use_case","HHS","Acquisition support: assisting reviews and co-drafting technical evaluation documents","19801","Microsoft","Credal, Ask Sage, Microsoft","ACF Credal, Ask Sage (decommissioned), Microsoft Copilot Chat","How can ACF teams more efficiently review contract proposals and summarize technical evaluation discussions?

In response to Requests for Information and Requests for Proposals, ACF teams receive responses from interested vendors. In the review process, ACF staff need to provide summarized comments for each response on potential suitability for delivering the work. These summaries are based on individual and group review against pre-established criteria. When there is a high volume of vendor responses, review teams have many summaries to write.","Increased efficiency in drafting technical evaluation documents, so that more time is spent on review and analysis and less time is spent on ""blank screen syndrome""","Draft language for technical evaluation documents, based on user-provided context, direction, analysis, and examples.

For example, the user may provide a statement on why they assess a proposal to be unsuitable based on the evaluation criteria, and then leverage the AI tool to draft language to pull and format specific examples with page citations from the proposal.

AI is only used to draft language and make it easier to find relevant passages in proposal materials. AI is not used to make final determinations. The technical evaluators review and revise as needed all AI-drafted language, verifying accuracy of any cited excerpts.","RAG implementation using commercially-available LLMs and received capability statements","copilot;teams","relink","19032","Microsoft 365 Copilot Chat","high","ACF Credal, Ask Sage (decommissioned), Microsoft Copilot Chat",""
"130332","use_case","HHS","NCIRD SmartFind ChatBots - Public and Internal","19801","Microsoft","N/A","Microsoft","Improving efficiency and effectiveness of internal partner mailbox email management and knowledge base maintenance for program staff, and previously, providing public-facing answers to FAQs.","The internal Knowledge-Bots SharePoint component helps program staff manage partner emails more efficiently and effectively, enabling shared knowledge base use across mailbox managers. The public-facing chatbots previously provided timely, agency-cleared answers to public and partner questions, supporting rapid information dissemination during the COVID-19 pandemic.","Conversational ChatBots that analyze free text questions and provide agency-cleared answers that best match the question. The system also flags complex or unanswerable queries for manual review.","Public-facing FAQs and other agency-reviewed information accessible publicly were used as the knowledge base for the public-facing chatbots. Internal chatbot uses internal knowledge base content.","","delete_or_inferred","","","high","No specific Microsoft product named in source text","No specific MS product named in source text"
"130346","use_case","HHS","Automating the distribution of CDC-State Department cables using AI models in the Global Health Center","19801","Microsoft","N/A","Microsoft","The output from the AI system is the automated and timely distribution of CDC-State Department cables. It delivers accurate, formatted messages directly to the intended recipients within seconds, ensuring fast and reliable communication without manual intervention.","This AI use case reduces cable distribution time from 24 hours to 30 seconds, greatly speeding up communication. It saves staff time, improves accuracy, and helps the CDC respond faster to health threats, supporting its mission to protect public health effectively.","The output from the AI system is the automated and timely distribution of CDC-State Department cables. It delivers accurate, formatted messages directly to the intended recipients within seconds, ensuring fast and reliable communication without manual intervention.","N/A","","delete_or_inferred","","","high","No specific Microsoft product named in source text","No specific MS product named in source text"
"130353","use_case","HHS","Machine Learning Techniques for Early Detection and Situational Awareness of Rabies Outbreaks","19801","Microsoft","","Microsoft","Rabies is enzootic in wildlife and modern-day surveillance techniques are too weak to fully capture the geographic extent of outbreaks nor early outbreak detection. Our ML algorithm uses public health surveillance data to ""fill in the gaps"" inherent in wildlife disease surveillance programs to accurately and rapidly detect outbreaks and deploy public health resources.","This model is currently being using in domestic and international settings for early rabies outbreak detection. This information is shared with relevant public health authorities to initiate preventive actions which often include: public awareness campaigns/social media, deployment of vaccines for animals and people, deployment of testing reagents to bolster surveillance.","Disease trend for real-time monitoring of rabies, Probabilities of disease occurrence over time and space. Spatiotemporal clustering with tiered risk classification differentiates stable circulation from emerging rabies transmission, improving situational awareness and guiding seasonally targeted surveillance and interventions, underscoring the need for real-time data sharing to strengthen outbreak response.","N/A","","delete_or_inferred","","","high","No specific Microsoft product named in source text","No specific MS product named in source text"
"130392","use_case","HHS","Federal Select Agents Program (FSAP) Customer Agent","19801","Microsoft","","Microsoft","FSAP users need support on the use of the FSAP system. Completing forms, managing entities, agents, and toxins. Updating permits, correcting data, conducting inspections, and related activities. The FSAP Customer Agent will provide answers to questions as users navigate the FSAP process.","Support will be provided to users without additional staffing requirements. Users will get fast and accurate solutions to questions instantly.","The output is text via an LLM which is trained on operations and management data. Output is via a both a chat window or copilot for internal use.","N/A","copilot","relink","19031","Microsoft 365 Copilot","medium","Output is via a both a chat window or copilot for internal use.","Ambiguous Copilot; defaulting to M365 Copilot"
"130586","use_case","HHS","NIAMS AI Chatbot Pilot","19801","Microsoft","Microsoft","","To provide a secure, protected environment for NIAMS staff (OD, EP, IRP and IT) to explore, test, and understand how to use AI to be more efficient with a wide variety of administrative tasks such as general research, summarizing/querying documents, drafting emails, generating programming code, and creating presentation outlines?, etc.","The Azure-hosted NIAMS GenAI Chatbot helps employees be more efficient with a wide variety of administrative tasks such as summarizing/querying documents, drafting emails, and creating presentation outlines?, etc.","Input: natural text in the form of user questions, user uploaded documents. Output: Generated text in the form of answers to user questions, generated answers (summaries/queries) based on user documents.","GPT 4.1 LLM","azure;gpt","relink","19038","Azure OpenAI","high","GPT 4.",""
"130640","use_case","HHS","Notebooks Hub","19801","Microsoft","Axle Informatics, Microsoft, OpenAI","","Helping scientists and researchers code their applications, dashboards, and data analyses more quickly, have higher code standards, and gain more insight from their data","More time can be spent on the subject matter exploration and understanding than on coding and analysis frameworks that help/support these goals. Current assessments indicate 40% speed increases to develop code and applications, with improvements increasing year-over-year","Python, R, Javascript, Java, etc. code","NA - Commercial or open source models used. Not trained in house.","openai","relink","19038","Azure OpenAI","high","Axle Informatics, Microsoft, OpenAI","Microsoft vendor + OpenAI → Azure OpenAI (federal/FedRAMP access pattern)"
"130641","use_case","HHS","Ask Aithena","19801","Microsoft","Axle Informatics, Microsoft, OpenAI","","Helps researchers stay on top of the latest research in their field and quickly get up to speed in new fields by providing conversational answers while also providing verifiable references for the user to read primary sources.","Increased productivity of researchers due to more time spent doing science and less time researching about other people's science","Text blurbs answering the user's questions and the references used to answer those questions.","NA - Commercial or open source models used. Not trained in house.","openai","relink","19038","Azure OpenAI","high","Axle Informatics, Microsoft, OpenAI","Microsoft vendor + OpenAI → Azure OpenAI (federal/FedRAMP access pattern)"
"130675","use_case","HHS","Leveraging NLP and LLMs to identify and characterize NIH prevention research via 160-topic taxonomy","19801","Microsoft","Microsoft Azure, Westat","Microsoft Azure","Semi-automate manual curation","More timely assessments of NIH spending in specific areas within prevention research.","Classification of grants by health conditions, risk factors, study designs, and prevention research type.","Publicly available grant information (ApplID, Grant Number, Title, Abstract, Public Health Relevance).","azure","relink","19181","Microsoft Azure Platform","high","Microsoft Azure",""
