id,agency_abbreviation,bureau,use_case_name,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,topic_area,lineage_status
36132,ED,GMPD,Generative AI Usage,"When prompted with written paragraphs, AI will provide code snippets in various languages",Excel or Power BI DAX formulas,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36133,ED,IES,Generative AI Usage,"When prompted with function descriptions, AI will provide snippets of R code for data analysis",code snippets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36134,ED,IES,Generative AI Usage,"When provided with outlines or ideas, AI provides sample paragraphs that may assist in the communications process",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36135,ED,IES,Generative AI Usage,"When prompted with SAS Syntax, AI will provide suggestions of code optimization opportunities",code snippets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36136,ED,OCDO,Generative AI Usage,"AI is used to train employees on prompt engineering, by comparing the performance of generated code snippets.",code snippets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36137,ED,OCDO,Generative AI Usage,AI is used to convert between related data types (county name to county FIPS code),data sets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36138,ED,OCDO,Generative AI Usage,AI is used to assist in training employees by generating paragraphs and images related to the topic,recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36139,ED,OCDO,Generative AI Usage,AI is used to generate mock data sets for testing,data sets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36140,ED,OCIO,Generative AI Usage,AI is used to generate sample snippets of code to inform users in language syntax and troubleshooting,code snippets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36141,ED,OCIO,Generative AI Usage,"When prompted with written paragraphs, AI will generate portions of outreach strategies, outline project plans, and brainstorm ideas",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36142,ED,OCIO,Generative AI Usage,AI is used to research and analyze public articles and policies to extract action items,Text and Data summaries.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36143,ED,OCIO,Generative AI Usage,"AI will be provided with fabricated examples of prohibited prompt information, to ensure proper filters and data loss prevention methods are in place",test results,Searching for information using AI.,,Operation and Maintenance,Other,renamed
36144,ED,OCIO,Generative AI Usage,"AI is leveraged to suggest descriptive paragraphs, workflow diagrams, and qualifications for public positions",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36145,ED,OCR,Generative AI Usage,"AI is provided with publicly available examples of document structures, and prompted to create new documents in this format",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36146,ED,OCR,Generative AI Usage,AI is used to create sample DAX code to assist in the creation of charts and tables for data analysis.,code snippets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36147,ED,OCO,Generative AI Usage,"AI is used to help with message communication in written paragraphs, helping to create text that will generate interest from viewers",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36148,ED,OCTAE,Generative AI Usage,AI provides examples of the latest technologies that can assist in the development of code,recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36149,ED,OCTAE,Generative AI Usage,"AI is provided with publicly available images, and asked to describe them for 508 accessibility compliance",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36150,ED,ODS,Generative AI Usage,AI is used to generate snippets of code that can be used for data visualization,code snippets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36151,ED,ODS,Generative AI Usage,"AI is used to create summaries of publicly available reports, policies, and media",Text and Data summaries.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36152,ED,ODS,Generative AI Usage,AI is used to generate email templates and drafts of content for public consumption,recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36153,ED,OESE,Generative AI Usage,"When prompted with paragraphs, AI provides code snippets to assist in data analysis and troubleshooting in power BI and python",code snippets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36154,ED,OESE,Generative AI Usage,AI is used to search publicly available awards and progress reports to identify trends in specific programs and provide summary narratives,Text and Data summaries.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36155,ED,OESE,Generative AI Usage,"AI provides public policy analysis, templates of written materials, sample paragraphs, and drafts of memos using publicly available data",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36156,ED,OET,Generative AI Usage,"AI is used to generate text for many uses, including: sample drafts for emails, potential blog posts for schools and districts, and social media posts, titles, blogs, and webinars.",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36157,ED,OFO,Generative AI Usage,"AI is prompted with written paragraphs, requesting a list of potential uses for AI in Department business",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36158,ED,OFO,Generative AI Usage,Code snippets are generated to assist in Data analysis and statistics,code snippets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36159,ED,OFO,Generative AI Usage,"Paragraphs are generated, assisting employees in project plan documentation, writing program communications and offerings, and identifying potential learning materials",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36160,ED,OGC,Generative AI Usage,"To assist in the identification of legal and civil rights issues, AI is used to find and summarize publicly available cases involving AI",Text and Data summaries.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36161,ED,OGC,Generative AI Usage,"AI is requested to provide summaries of the strengths and weaknesses of AI tools, and identify opportunities, risks, and benefits of AI usage",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36162,ED,OGC,Generative AI Usage,Approved AI tools are tested to evaluate their capability to provide legal information,recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36163,ED,OGC,Generative AI Usage,"AI is used to gather information and learn about the structure of contracts, state and federal laws, and collective bargaining.",Text and Data summaries.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36164,ED,OPE,Generative AI Usage,AI is tested to evaluate the breadth of available information surrounding Congressional Directives,Text and Data summaries.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36165,ED,OPE,Generative AI Usage,"When prompted with written paragraphs, AI generates Excel Macros and Complex Formulae.",code snippets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36166,ED,OPE,Generative AI Usage,"AI is used to research an synthesize topics for deeper discussion, brainstorm project ideas, and explore potential use cases for educators or department stakeholders",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36167,ED,OPE,Generative AI Usage,"Public AI tools are used to summarize publicly available documents form various federal sources, and identify sections of text relevant to specified topics.",Text and Data summaries.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36168,ED,OPE,Generative AI Usage,"AI tools provide drafts of narratives, marketing materials, public webinar scripts, and engagement related documents",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36169,ED,OSERS,Generative AI Usage,AI is tested to provide a review of the potential uses of AI and to provide a comprehensive understanding of the tools,Text and Data summaries.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36170,ED,OSERS,Generative AI Usage,AI is prompted to provide snippets of VBA Code and complex formulae for Excel,code snippets,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36171,ED,OSERS,Generative AI Usage,"Using written paragraphs, AI is prompted to create images representing the Team Values created by OSERS teams",Images and Icons,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36172,ED,OSERS,Generative AI Usage,AI tools provide summaries of accomplishment reports in scholarly and leadership fields,Text and Data summaries.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36173,ED,OSERS,Generative AI Usage,"AI tools provide summaries of publicly available assistance materials, publicly shared materials, and public development programs",Text and Data summaries.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36174,ED,OSERS,Generative AI Usage,"AI tools provide examples of paragraphs to augment written materials including blog posts, presentation for conferences, newsletters, and talking points",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36175,ED,OUS,Generative AI Usage,"Written paragraphs are generated to assist in drafting public remarks, summarizing public hearings, and extract bullets from publicly available documentation",recommendation of text paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36176,ED,OUS,Generative AI Usage,"AI is prompted to provide instances where AI technology can be used to assist in the higher education arena, helping to identify how AI policy should be shaped.",written paragraphs,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36177,ED,OFO,CAISY - Artificial Intelligence System Skillsoft Percipio Assessment for the Department Use,"CAISY is designed to enhance decision-making and operational efficiency by delivering real-time insights, predictive analytics, and intelligent automation. By streamlining repetitive tasks and improving situational awareness, it helps organizations reduce costs, boost productivity, and make more accurate, data-driven decisions.","Insights, analytics, and automated solutions",Searching for information using AI.,,Operation and Maintenance,Education & Workforce,continued
36178,ED,OUS,"Otter.ai - for Public-Facing Meetings, Webinars, and Hearings","Otter.AI is designed to enhance communication and productivity by providing real-time transcription and collaboration tools for meetings, interviews, lectures, and other audio interactions. It enables users to focus on conversations while generating accurate, searchable transcripts, improving accessibility, saving time, and streamlining the organization of critical information.",Written Paragraphs,Transcribing and summarizing a recorded meeting or interview using AI.,,Operation and Maintenance,Other,renamed
36179,ED,FSA,AWS Bedrock- Amazon Bedrock in FSA EDMAPS Assessment for the Department Use,"AWS Bedrock enables organizations to build and scale applications powered by foundation models, supporting use cases such as text generation, summarization, conversational AI, personalization, and content creation, with seamless integration into existing AWS services and infrastructure.",Written text,Searching for information using AI.,,Implementation and Assessment,Other,renamed
34698,EPA,Office of Mission Support,GovChat,The purpose of this application is to provide a generative AI chatbot tool to EPA staff. It is materialized as a web site user interface which users interact with on their web browser when on the EPA network.,"The Use Case produces a variety of output depending on what users use it for internally which can range from content, code, and other uses of ChatGPT. A rules of behavior requires that users do not use it for final decisions or recommendations. Additionally, users will potentially use this environment for a broad set of general AI uses. Individual use cases may be described if the system becomes widely adopted and patterns of use are determined.",None of the above.,Developed in-house.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),retired_2024
34699,EPA,Office of Air and Radiation,Transitioning historical help desk knowledge to new help desk software,The program has 20 years of help requests and responses in a customized open source help desk tool. We are mapping out a transition to Jira Service Desk but are not able to easily import 20 years of knowledge and answers to common questions. The project team plans to use generative AI to categorize questions and summarize responses. These outputs would serve as the knowledge base for the new help desk.,"Knowledge base to populate the new help desk system:
- Common questions
- Categories of questions
- Responses",Summarizing the key points of a lengthy report using AI.,,Initiated,Energy & the Environment,continued
34700,EPA,Office of Air and Radiation,Emission monitoring program knowledge management system search and summary,"Provide a chatbot to respond to EPA monitoring system analyst questions about the emission monitoring programs, including historical regulatory changes and the reasons for those changes.","Using preambles and regulatory text, respond to questions such as:
- What is the grace period for performing a relative accuracy quality assurance test?
- In what year were the monitoring performance criteria last updated and what was the justification?
- What monitoring options are available for an oil-fired power plant?",Searching for information using AI.,,Acquisition and/or Development,Energy & the Environment,continued
34701,EPA,Office of Reseach and Development,Identification of lead service lines in drinking water distribution systems using bioindicators/biomarkers,Explore the potential of predictive tools to identify lead service lines (LSLs). Alternative approach using bioindicators/biomarkers obtained from high-resolution microbiome profiles to identify LSLs without excavation.,Predict LSLs in DWDSs . Two outcomes (binary): LSL or non-LSL.,None of the above.,,Initiated,Science & Space,retired_2024
34702,EPA,Office of Research and Development,Generative AI for Study Evaluation and Document Chat,Reduce the time required to complete study evaluation and make it easier to find/recall information found in documents.,"The outputs are generated text based upon a prompt. The text is intended to help the user answer questions about a document, specifically about the quality of the information reported.",None of the above.,,Initiated,Science & Space,retired_2024
34703,EPA,Office of Air and Radiation,Natural Gas STAR Videos,"This is a commercial product that is not reflected in the list in the previous column. The purpose of using this AI tool was to simply create realistic audio narration files, without having to go through the lengthy and more expensive process of hiring a voice actor to read our scripts. The tool turns text into speech.",The AI tool did not make any of the decisions or predictions.  It only sounded out text that we created and supplied the tool.,None of the above.,,Acquisition and/or Development,Energy & the Environment,continued
34704,EPA,Office of Mission Support,Agency Records Management System (ARMS),"purpose: to improve accuracy of Records schedule prediction
expected benefit: reduce administrative burden on EPA staff",the machine learning model predicts records schedules,None of the above.,Developed in-house.,Operation and Maintenance,Mission-Enabling,renamed
34705,EPA,Office of Mission Support,Use of Microsoft CoPilot within the M365 Purview Security Suite,"Purview is one of the Agency’s tools to protect our Microsoft cloud data and endpoint devices.  Several potential use cases are possible with the addition of CoPilot into the product which is anticipated in upcoming releases within our GCC tenant.  Our proposed use of AI tools is limited in scope the Agency’s existing security boundary, data and Authority to Operate (ATO).

The expected benefits are faster answers to common questions about the nature of EPA's security and IT infrastructure environment.  We will be able to more effectively leverage the voluminous amount of data currently collected by Purview, Microsoft Security Center, and Defender agents to make decision in a more expedited fashion.  We will be able to act on results more quickly to help reduce security vulnerabilities and weaknesses.","a.	Security and infrastructure analysts will be able to use CoPilot to better understand and report on existing security vulnerabilities on Microsoft Windows devices. Purview currently delivers canned reports in our dashboard which shows existing vulnerabilities.  CoPilot can be queried to ask specific questions about the vulnerabilities, such as which computers are impacted and the potential mitigation strategy for specific vulnerabilities.
b.	CoPilot can be used to analyze and report on installed software, reporting on potential vulnerabilities and versions for each package.
c.	CoPilot can describe and summarize Data Loss Prevention (DLP) alerts that require Agency attention and help analysts to understand which types of sensitive data are triggering alerts and to improve our models.
d.	CoPilot can quickly respond to common questions about the environment without writing custom reports:  how many Windows 22H2 computers are in the environment?  How many systems are missing the latest Microsoft System Center Configuration Manager (SCCM) client?  How many computers are still unpatched for the Log4J vulnerability?  What is the last login for the workstation name: R07Smith123?",None of the above.,,Initiated,Mission-Enabling,retired_2024
34706,EPA,Office of Mission Support,Use of AI tools within the Agency’s instance of ServiceNow,"ServiceNow is used as the Agency’s primary service desk management system for resolving incidents, problems, change controls, knowledge management, inventory of systems and software including the central Configuration Management Datbase (CMDB).  Employees and IT professionals rely on this platform to obtain service, submit incidents, obtain reports and trends, and plan workloads and priorities to solve problems.  Our proposed use of AI tools is limited in scope the Agency’s existing security boundary, data and ATO.  The expected benefits are reduced numbers of service tickets and calls which will have a direct cost reduction.  Help desk and IT professionals throughout the agency will be able to leverage the vast trove of knowledge articles, asset inventory and history of hundreds of thousands of service tickets to find answers to challenging (and common) IT issues facing our workforce.","Several use cases have emerged to leverage ServiceNow's upcoming AI tools for employees to engage with an AI agent to ask technical questions to solve specific technical issues.  

For example:
b.	An employee may ask, how do I reset my password; the answer will provide a written response with steps based on our existing internal knowledge articles and a link to the Agency’s self-service password management page at pss.epa.gov.  This could divert thousands of calls away from service desk agents each year.
c.	A service desk agent may ask, how do I troubleshoot a problem a customer reports with the error message at Windows login, “domain not found.”  The response would be a list of steps both the technician and employee will need to preform to resolve the error.  This will save the technician a significant amount of time to search the ServiceNow knowledge articles, read the contents and relay instructions to the customer.
d.	A manager may ask the AI agent, how many computers in Region 10 require updates to the latest version of Windows 11 23H2?  How many installations of Adobe Acrobat (pro) are installed in HQ?  How many Dell Latitude 5340 computer have expired warranties agency-wide, provide a detailed list including service tags?",None of the above.,,Initiated,Mission-Enabling,retired_2024
34707,EPA,Office of Reseach and Development,Machine learning-assisted literature screening,"The purpose is to help scientists in screening references by using machine learning to rank references by title and abstract based on relevance as determined from a set of ""on topic"" and ""off topic"" references. The benefits are that scientists will more efficiently identify relevant references for consideration in the development of scientific assessments.","The machine learning tools support scientists in screening references by providing those references in a ranked order. That ranked order may or may not be based on seed references that are ""on topic"" and/or ""off topic. The screening tools build a model based on what the screener identifies for ""inclusion"" and ""exclusion"". This ranked set of references allows scientists to more quickly identify relevant references. Some of these tools also provide an estimate or recall, or the percentage of relevant references identified.",Searching for information using AI.,,Operation and Maintenance,Science & Space,renamed
34708,EPA,Office of Mission Support,Data Management and Analytics Platform (DMAP) Operations and Governance AI Use Cases,"Improve data quality, operational efficiency, and improved use of data to support mission outcomes","Proposed use of AI and ML to enhance DMAP mission needs and operational excellence in the following areas:

Automated Data Quality Assessment
•	AI-augmented data profiling
•	Auto-detect data anomalies, missing values, outliers
•	Generate comprehensive data quality reports
•	Recommend data cleaning and transformation strategies
•	Provide statistical insights about dataset characteristics
AI-Augmented Data Documentation Generation
•	AI to aid in creating human-readable data dictionaries
•	Generate insights into semantic relationships between data elements
•	AI-augmented data lineage and provenance tracking documentation
AI-Driven Data Enrichment Recommendations
•	Suggest potential external data sources for enrichment
•	Recommend feature engineering techniques
•	Identify potential data joins and correlations
•	Flag opportunities for data augmentation
Workflow and Pipeline Automation
•	AI to aid in Extract Transform Load/Extract Load Transform (ETL/ELT) pipeline configurations
•	Create reproducible data transformation scripts
•	Develop dynamic data routing and processing workflows
•	Implement intelligent error handling and recovery mechanisms
Intelligent Onboarding Assistant
•	Guide users through data and project onboarding processes and workflows
•	Provide contextual recommendations during onboarding process
•	Validate/audit project requirements and compliance needs
•	Offer interactive tutorials and best practices
Predictive Data Governance
•	Recommend data access controls
•	Detect potential compliance risks
•	Augment analysis/validation/auditing and recommendations for data sensitivity levels
•	Suggest data anonymization and masking strategies
Feature Engineering for ML and Analysis
•	Auto-generate initial machine learning features
•	Identify potential model training datasets
•	Recommend preprocessing techniques
•	Highlight dataset suitability for specific ML tasks
Semantic Data Discovery
•	Create semantic knowledge graphs
•	Enable natural language querying of datasets
•	Aid in identifying and recommending data relationships across disparate sources
•	Support data catalogue generation",None of the above.,,Initiated,Mission-Enabling,retired_2024
34709,EPA,Office of Land and Emergency Management,Intelligent Superfund Search & Chatbot capabilities,"The intended purpose of this AI use case is to modernize and enhance the EPA's Superfund Enterprise Management System (SEMS) document search and processing system through intelligent automation. Key expected benefits include:

1. Dramatic improvement in operational efficiency by reducing search time from months/weeks to minutes
2. Enhanced accuracy in document retrieval and information extraction
3. Better user experience through intuitive natural language search capabilities
4. Cost reduction through automated document processing
5. Improved compliance and quality control in environmental site management
6. Increased ability to process and derive insights from millions of technical documents
7. Better decision support for EPA staff managing contaminated sites","The AI system will generate the following outputs:

1. Intelligent Document Processing Results:
   - Extracted key entities (site locations, contaminants, responsible parties)
   - Document classifications and metadata
   - Automated summaries of technical reports

2. Search and Retrieval Outputs:
   - Relevant document recommendations based on natural language queries
   - Direct answers to specific questions with source citations
   - Cross-document insights and connections

3. Analysis and Decision Support:
   - Site contamination pattern analysis
   - Related case recommendations
   - Risk assessment summaries

4. Quality Assurance Outputs:
   - Confidence scores for extracted information
   - Source attribution for all provided information",Searching for information using AI.,,Acquisition and/or Development,Energy & the Environment,retired_2024
34710,EPA,Office of Enforcement and Compliance Assurance,Resource Conservation and Recovery Act (RCRA) Predictive Analytics,Risk scoring of Large Quantity Generators (LQGs) to support RCRA inspections,"Risk scoring (integers 0 to 4, inclusive) for LQGs",None of the above.,,Implementation and Assessment,Law & Justice,renamed
34711,EPA,Office of Enforcement and Compliance Assurance,Clean Water Act (CWA)Predictive Analytics,Identify high risk National Pollution Discharge Elimination System (NPDES) facilities that don't submit Discharge Monitoring Reports (DMRs),Risk scoring (Ranking from lowest to highest risk) for NPDES facilities that don't submit DMR's,None of the above.,,Initiated,Law & Justice,renamed
34712,EPA,Office of Enforcement and Compliance Assurance,Clean Air Act (CAA) Predictive Analytics,Risk scoring of Majors and Synthetic Minor Facilities to support CAA inspections,Decimal score between 0 and 1 for Major and Synthetic Minor CAA Facilities,None of the above.,,Initiated,Law & Justice,renamed
34713,EPA,Office of the Administrator,Extracting references from technical documents,"In response to OMB interest—which we agree with—in giving researchers more visibility when we cite their work, National Center for Environmental Economics (NCEE) is investigating various methods to document citations in economic analysis and other regulatory documents. We have explored using GovChat to extract references from regulatory documents.","Output would be lists of unique references by document, which can then be combined into a list with counts. The list could then be used to acknowledge researchers whose work is used by EPA.",Searching for information using AI.,,Initiated,Energy & the Environment,retired_2024
34714,EPA,Office of Water,Streamflow Duration Assessment Modeling,"Streams exhibit a diverse range of hydrologic regimes, and the hydrologic regime strongly influences the physical, chemical, and biological characteristics of active stream channels and their adjacent riparian areas. One important aspect of the hydrologic regime is streamflow duration—the length of time that a stream sustains flowing surface water. Determining streamflow duration class can help support a variety of regulatory and non-regulatory water resource management decisions. This random forest modeling supports prediction of the appropriate streamflow duration classification across a range of geographies. Full information is available at: https://www.epa.gov/streamflow-duration-assessment/random-forest-modeling","Prediction of whether a streamflow is “perennial,” “intermittent,” or “ephemeral”",None of the above.,,Operation and Maintenance,Science & Space,continued
34715,GSA,OGP,Solicitation Review Tool (SRT),"The SRT intakes SAM.gov data for all ICT solicitations. The system then compiles the data into a database to be used by machine learning algorithms. The first of these is a Natural Language Processing model that determines if a solicitation contains compliance language. If a solicitation does not have compliance language, then it is marked as non-compliant. Each agency is asked to review their data and validate the SRT predictions. GSA also conducts random manual reviews monthly.",Determination whether a solicitation is compliant or not. Text form.,None of the above.,Developed with both contracting and in-house resources.,Implementation and Assessment,Other,continued
34716,GSA,FAS,Acquisition Analytics,Takes Detailed Data on transactions and classifies each transaction within the Government-wide Category Management Taxonomy,Acquisition Analytics,None of the above.,Developed with both contracting and in-house resources.,Implementation and Assessment,Mission-Enabling,continued
34717,GSA,FAS,City Pairs Program Ticket Forecast and Scenario Analysis Tools,"Takes segment-level City Pair Program air travel purchase data and creates near-term forecasts for the current and upcoming fiscal year by month and at various levels of granularity including DOD vs Civilian, Agency, and Region.",City Pairs Program Ticket Forecast and Scenario Analysis Tools,None of the above.,Developed in-house.,Implementation and Assessment,Transportation,retired_2024
34718,GSA,FAS,Category Taxonomy Classifier,Classification of obligation transactions in to GWAS subcategories when existing FPDS coding scheme(PSC/NAICS) is insufficient for positive classification of a transaction.,Category Taxonomy Classifier,None of the above.,Developed in-house.,Implementation and Assessment,Mission-Enabling,retired_2024
34719,GSA,FAS,CPRM Contract Breach Forecast,Applies obligation forecasting to ITC contracts to provide situational awareness of risk of contract ceiling breach.,CPRM Contract Breach Forecast,None of the above.,Developed in-house.,Implementation and Assessment,Mission-Enabling,retired_2024
34720,GSA,FAS,Category Taxonomy Refinement Using NLP,Uses token extraction from product descriptions more accurately shape intended markets for PSCs.,N/A,None of the above.,Developed in-house.,Retired,Mission-Enabling,continued
34721,GSA,FAS,Key KPI Forecasts for GWCM,"Takes monthly historical data for underlying components used to calculate KPIs and creates near-term forecasts for the upcoming fiscal year. Pilot effort focuses on total agency/category spend (the denominator in multiple KPIs). If the pilot program is successful, the same methodology can be extended to other KPIs.",N/A,None of the above.,Developed with contracting resources.,Retired,Mission-Enabling,retired_2024
34722,GSA,GSA IT (IDT),Enterprise Brain,Enterprise Brain is a document repository by Tanjo (tanjo.ai) that leverages AI to improve document discovery.,N/A,None of the above.,Developed with contracting resources.,Retired,Other,retired_2024
34723,GSA,GSA IT (IDT),AWS Captcha Solver,"As part of a project to automate actions in AWS console using Selenium, we developed an AI model that can solve AWS's captcha so our automated system won't be blocked for being detected as a bot. The model is used in an AWS Lambda that uses a headless Selenium driver. The model was trained from scratch using Tensorflow. We have discussed making a more general form of this solution that could be applied to other AI/ML problems.",It outputs the solution to a captcha.,None of the above.,Developed in-house.,Initiated,Other,retired_2024
34724,GSA,GSA IT (IDT),ServiceNow Generic Ticket Classification,"We are building a model to take generic Service Now tickets and classify them so that they can be automatically re-routed to the correct team that handles these types of tickets. The process of re-routing generic tickets is currently done manually, so the model will allow us to automate it. The initial model will target the top 5 most common ticket types.",It outputs the most likely group that a Servicenow ticket should be assigned to.,None of the above.,Developed with contracting resources.,Initiated,Other,continued
34725,GSA,GSA IT (IDT),ServiceNow Virtual Agent (Curie),"Virtual agent that uses ML to provide predictive results for chat entries. A natural language chatbot (virtual assistant), we named Curie, as part of a multi-model customer service experience for employee's IT service requests leveraging knowledge-based articles.",Text response generated the most likely answer base on the user input.,None of the above.,Developed with contracting resources.,Initiated,Other,continued
34726,GSA,PBS,GREX AI Document Classification,"Office of Leasing and IT Modernization partnered in a pilot program to test the feasibility of using artificial intelligence (AI) and machine learning (ML) using the AWS cloud service from FAS to classify pdf documents emailed into G-REX. The pilot built the pipeline to train individual document types that are typically uploaded in PDF format. The pilot was successful at illustrating how valuable time could be saved by completing this project in production, improving accuracy of document type assignment.
The pilot utilized AWS FAS service, which would require additional funding. Appian announced they will provide the functionality as an out of the box feature in late 2024, early 2025, to be able to scan pdf document types if G-REX can move to the cloud. The cloud assessment is ongoing as of submission of the need.
This was an approved FY23 Need.",N/A,None of the above.,Developed with contracting resources.,Acquisition and/or Development,Government Services (includes Benefits and Service Delivery),renamed
34727,GSA,FAS (QP0A),Contract Acquisition Lifecycle Intelligence (CALI),"CALI tool is an automated machine learning evaluation tool built to streamline the evaluation of vendor proposals against the solicitation requirements to support the Source Selection process. CALI is offered by Octo Consulting as Infrastructure as a Service and is implemented and hosted within Amazon Web Services (AWS) public cloud US East and US West regions. Once the Contracting Officer (CO) has received vendor proposals for a solicitation and is ready to perform the evaluation process, the CO will initiate evaluation by sending solicitation documents along with all associated vendor proposal documents to Bizagi’s Source Selection module, which will pass all documents to CALI. CALI will process the documents, associated metadata and begin analyzing the proposals in four key areas: format compliance, forms validation, reps and certs compliance, and requirements compliance. The designated evaluation members can review the evaluation results in CALI and submit finalized evaluation results back to Source Selection in Bizagi. CALI is currently being trained with sample data from the EULAs under the Multiple Award Schedule program.",N/A,None of the above.,Developed with contracting resources.,Retired,Mission-Enabling,retired_2024
34728,GSA,FAS (TTS),Survey Comment Ham / Spam Tester,The website USA.gov receives a lot of survey comments. We need a way to determine which comments are worth the time of analysts reading and which are not.,"A determination of whether the data is ""worth reading""",None of the above.,Developed with both contracting and in-house resources.,Retired,Other,renamed
34729,GSA,FAS (TTS),Classifying Qualitative Data with Medallia,"USA.gov has a lot of customer-driven qualitative data to be classified into topics: survey comments from multiple surveys, web chat transcripts, contact center agent case notes, and search box queries. It is important to know the topics of the text chunks. This is very challenging because of the massive diversity of USA.gov's content and topics covered. The focus is on Medallia, which offers natural language processing in which users can create rules based on words and their relationships with other words to tag qualitative data with our topics (passports, tax refunds, etc.). Medallia also uses AI to do classifying on its own. However, value has not been derived from this functionality and it is therefore not in use.",Topic Groups / Classification,None of the above.,Developed with contracting resources.,Acquisition and/or Development,Other,retired_2024
34730,GSA,GSA,Elastic Machine Learning Threat Detection,Use AI to further analyze security logs and alert on anomalous data patterns for a human SOC analyst to review. The goal is for a human/AI partnership that can more effectively and quickly search through the data.,Write anomaly data to Security Information and Event Management (SIEM) tool and create alerts for Security Operations Center (SOC) team.,None of the above.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Other,renamed
34731,GSA,GSA,Elastic Machine Learning Threat Detection - Phase 2,"Leverage an LLM that has been given access to our security logs, to provide a more efficient search and discovery tool for SOC analysts. The benefit would be helping the SOC analyst find records of interest and/or associated logs quicker. It will also analyze logs automatically and suggest records of interest.",Text displayed on the user's screen,None of the above.,Developed with contracting resources.,Initiated,Other,renamed
34732,GSA,FAS / GSA IT (IC),Chatbot for Federal Acquisition Community,"The introduction of a chatbot will enable the GSA FAS NCSC to streamline the customer experience process, and automate providing answers to documented commonly asked questions through public facing knowledge articles. The end goal is this will reduce staffing requirements for NCSC’s live chat programs and allow the NCSC resources to be dedicated to other proactive customer services initiatives. Customers will still have the option to connect to a live agent if they choose by requesting an agent.",Text displayed on the user's screen,None of the above.,Developed with both contracting and in-house resources.,Initiated,Other,retired_2024
34733,GSA,GSA IT (IC),Document Workflow / Intelligent Data Capture and Extraction,"GSA is driving towards a more accurate and scalable document workflow platform. GSA seeks to intelligently capture, classify, and transfer critical data from unstructured and structured documents, namely PDF files, to the right process, workflow, or decision engine.",N/A,None of the above.,Developed with contracting resources.,Retired,Other,retired_2024
