id,agency_abbreviation,bureau,use_case_name,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,topic_area,lineage_status
34218,DHS,FEMA,FEMA OCFO GPT,"FEMA OCFO GPT - B is an internal facing GenAI tool to augment the FEMA workforce in generating initial responses to questions for the record and providing a preliminary response to the Program Office to use in their formal response to the request. It provides draft responses reducing the data gathering stage and providing additional time for analysis, response, and approval.  This has reduced the analyst initial level of effort versus individual research by 80% on initial surveys.""","FEMA OCFO GPT is an internal facing GenAI tool to augment the FEMA workforce in generating initial responses to questions for the record and providing a preliminary response to the Program Office to use in their formal response to the request.  FEMA OCFO GPT leverages public facing and internal deliberative documents (hearing testimony, answers sent to previous questions, and other relevant documents) to assist in answering questions the Agency receives.  The tool generates a draft response that is then refined/updated prior to providing a formal response.  This tool is leveraged in the data gathering stage and does not replace any current analysts work or Agency leadership review prior to submittal via the formal request for information or question from an internal stakeholder or external stakeholder.",None of the above.,,Retired,Mission-Enabling,renamed
34219,DHS,FEMA,OCFO Response Augmentation Suite,"1) FEMA OCFO GPT - B is an internal facing GenAI tool to augment the FEMA workforce in generating initial responses to questions for the record and providing a preliminary response to the Program Office to use in their formal response to the request. 
2) FEMA OCFO GPT provides draft responses reducing the data gathering stage and providing additional time for analysis, response, and approval.  This has reduced the analyst initial level of effort versus individual research by 80% on initial surveys.

1) Travel Policy GPT is an internal facing GenAI tool to augment the FEMA workforce in generating initial responses to questions regarding FEMA/DHS Travel Policy, including the JTR, and providing a preliminary response to the travel specialist to use in their formal response to the queries. 
2) The tool provides improved responses saving the end user 80-90% of the time versus regular engagement with the Travel Service Center.  The tool also allows travelers to ask specific questions that require Travel Service Center engagement, limiting the needed triage and speeding resoultion times.

1) Fiscal Policy GPT is an internal facing GenAI tool to augment the FEMA workforce in providing preliminary responses to questions regarding FEMA/DHS Fiscal Policy.
2) The tool provides improved responses saving the end user 80-90% of the time versus regular engagement with the DHS/FEMA OCFO Policy.  The tool also allows internal users to ask specific questions that require Fiscal Policy engagement, limiting the needed triage and speeding resoultion times.","FEMA OCFO GPT is an internal facing GenAI tool to augment the FEMA workforce in generating initial responses to questions for the record and providing a preliminary response to the Program Office to use in their formal response to the request.  FEMA OCFO GPT leverages public facing and internal deliberative documents (hearing testimony, answers sent to previous questions, and other relevant documents) to assist in answering questions the Agency receives.  The tool generates a draft response that is then refined/updated prior to providing a formal response.  This tool is leveraged in the data gathering stage and does not replace any current analysts work or Agency leadership review prior to submittal via the formal request for information or question from an internal stakeholder or external stakeholder.

Travel Policy GPT is an internal facing GenAI tool to augment the FEMA workforce in generating initial responses to questions regarding FEMA/DHS Travel Policy, including the JTR, and providing a preliminary response to the travel specialist to use in their formal response to the queries.  Travel Policy GPT leverages the JTR and internal travel policy documents to assist in answering questions the FEMA Travel Service Center receives.  The tool generates a draft response that is then refined/updated prior to providing a formal response.  This tool is leveraged in the data gathering stage and does not replace any current analysts work or leadership review, as required, prior to submittal via the formal request for information or question from a traveler traveling on FEMA's behalf or in accordance with their duties to support the FEMA mission.

Fiscal Policy GPT is an internal facing GenAI tool to augment the FEMA workforce in providing preliminary responses to questions regarding FEMA/DHS Fiscal Policy.  Fiscal Policy GPT will leverage the DHS FMPM and FEMA Fiscal Policy documents.  The tool is planned to generate a draft response with references to assist FEMA internal workforce in compliance with established policy.  This tool is leveraged in the data gathering stage and does not replace good judgement or in any way impact decisions on compliance with established Fiscal Policy.  The tool will display a disclaimer to this effect that will be cleared with FEMA/DHS OGC, as appropriate.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,continued
34220,DHS,FEMA,Incident Management Workforce Deployment Model (depmod),"The model is able to extract patterns from big data, combine these patterns in a way that mirrors a real-world process, and simulate likely outcomes to yield predictions in the form of relatable, mission-centric, metrics.",The system primarily outputs predictions that can then (optionally) be summarized and communicated as recommendations.,None of the above.,Developed with both contracting and in-house resources.,Operation and Maintenance,Mission-Enabling,continued
34221,DHS,FEMA,Individual Assistance (IA) & Public Assistance (PA) Projections,"The purpose of these supervised learning models is two-fold:

1.	For informational purposes: the models will produce predictions for to-be-determined quantities of interest. These quantities are often of interest to Agency personnel in the field, region, and headquarters, as well as DHS, OMB, NSC, and the Whitehouse.
2.	For decisional purposes: in addition to being informative, the model’s predictions are likely to be used for decision making. This may include implicit use (e.g., seeing that there are a large number of households that require assistance may motivate FEMA CFO to consider requesting additional funding for the Disaster Relief Fund) or explicit use (e.g., the number of estimated housing units required may be used to determine the number of housing units to order just-in-time).

Anticipated benefits of using supervised learning models include:
1.	Increased predictive performance: supervised learning models offer means of quantifying and choosing models with the best possible predictive performance.
2.	Timely prediction: supervised learning models can produce reasonably high performance predictions based on limited data.
3.	Quantification of uncertainty: supervised learning models are able to provide prediction intervals and predictive distributions in addition to point predictions to give users a sense of how uncertainty is inherent in the prediction.
4.	Rigor: supervised learning models are well founded on statistical learning theory and provide a level of mathematical rigor that speaks to the reliability and limitations of methods.","These supervised learning models produce predictions, not recommendations and not decisions (though they can be used to inform human users in making recommendations and decisions).

At minimum, these supervised learning models will produce point predictions for the different quantities of interest for disaster declarations. Additionally supervised learning models may produce prediction intervals or predictive distributions as feasible and appropriate for the given prediction problem. Often these outputs will be shared via business intelligence tools (e.g., Tableau or PowerBI) for wide internal FEMA use. Some predictions may be shared to a more restricted audience through simpler means (e.g., an excel workbook) as appropriate.",None of the above.,Developed in-house.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
34222,DHS,ICE,Voice Analytics for Investigative Data,"While conducting investigations, Homeland Security Investigations (HSI) encounters a significant volume of live and recorded content, requiring human language to be extracted and analyzed. Currently, this is achieved through manual processes that are extremely labor-intensive and expensive. To address this challenge, HSI has developed Voice Analytics, a cutting-edge technology that leverages machine learning and advanced speech processing techniques to perform multilingual speech transcription and translation on user-supplied audio files. This innovative solution enables HSI personnel to quickly identify new investigative leads and analyze the outputs against other law enforcement datasets, significantly improving the efficiency and effectiveness of their investigations compared to manual voice analytics processes.",This system outputs transcripted and translated audio files.,None of the above.,Developed with contracting resources.,Implementation and Assessment,Law & Justice,continued
34223,DHS,ICE,Semantic Search and Summarization for Investigative Reports,"Effective investigations require querying large volumes of unstructured reports to extract and summarize contextually-relevant information. Current lexical search methods are insufficient for finding such information. Semantic Search and Summarization enables contextually-relevant information extraction and summarization from large volumes of unstructured investigative reports. The output will enhance and optimize investigative analysis by accelerating person-of-interest identification, surfacing trends, and improving network or fraud detection.","The output consists of contextually relevant contents of reports that can be used in investigations to accelerate person-of-interest identification, surface trends, and improve network or fraud detection.",None of the above.,Developed with contracting resources.,Implementation and Assessment,Law & Justice,renamed
34224,DHS,ICE,Virtual Agent Chatbot for Human Capital,"The intended purpose of the ServiceNow Virtual Agent natural language understanding (NLU) is to facilitate seamless interactions between users and the chatbot. It aims to provide automated support for common Human Capital related questions and inquiries, enhancing efficiency and user experience.  By understanding natural language, the virtual agent can provide relevant and accurate responses, making it easier for users to get the help they need.  Reduce the amount of submitted inquiries that need to be manually processed by OHC. Reduce the amounts of clicks it takes for the user to find the information they are looking for.",The natural language understanding (NLU) will point towards pre-defined Human Capital related categories that are most relevant based on the users’ inquiries. Specific responses/answers to user questions and resources associated with the questions if applicable.,None of the above.,Developed with contracting resources.,Implementation and Assessment,Education & Workforce,retired_2024
34225,DHS,ICE,Machine Learning Translation Technology Initiative,"The solution will be used to facilitate non-critical communications only. When deployed to production, the solution should not be used alone, absent human quality control, when materials are vital to an individual’s rights or benefits, or when the source materials contain non-literal language (e.g., slang, metaphor), lack clear grammar or structure, contain abbreviations or acronyms, or are overly complex, technical, or wordy. If any interactions indicate the presence of legal or medical issues or a need for greater accuracy, ERO personnel are required to seek additional language assistance via bilingual staff or a professional language line. The solution was first spearheaded by U.S. Coast Guard for maritime usage with the support of DHS Science and Technology Directorate through the Silicon Valley Innovation Program (SVIP). ICE ERO received FY22 funding to initiate the proof of concept with the vendors vetted by USCG and DHS S&T through an interagency agreement. Solutions, in the form of mobile phone applications, are being developed under research and development phases and projected to completely meet ERO’s requirements by January 2026.","The Machine Learning Translation Technology Initiative will offer real-time communication/translation services to assist personnel in providing meaningful access to programs and services for limited English proficient (LEP) noncitizens. AI will be used to provide voice to text, text to voice, and voice to voice translations in at least 21 languages.",None of the above.,Developed with contracting resources.,Acquisition and/or Development,Law & Justice,renamed
34226,DHS,ICE,Policy Analyst Assistant,"The Student and Exchange Visitor Program (SEVP) uses AI to help policy analysts quickly find and summarize information about visa rules for students and schools. This saves time and helps analysts respond faster to questions.

This project is intended purpose is to enable SEVP Policy staff to provides responses to policy related inquiries and conduct policy research and analysis: It will be a tool embedded in workflow processes. The processes augmented by the AI includes responses for questions asked by SEVP internal staff and responses given to schools and students by SEVP personnel. For this process, the source of information for the responses will be from authoritative, pre-vetted documents. This reduces the workload on the Policy staff and allows them to focus on more complex policy and guidance issue. For these processes, the AI will assist with researching internal documents and information from regulations, applicable legislation, and other federal guidance. It will assist the policy analyst with summaries, citations, and initial drafts. The benefits includes faster, more consistent responses from Policy and the ability to handle additional work without adding staff.",The outputs provides answers to frequently asked policy and guidance questions and summaries and drafts for more in-depth analysis of policy issues. All responses go to an SEVP staff member and are not the final work product.,None of the above.,Developed with contracting resources.,Acquisition and/or Development,Government Services (includes Benefits and Service Delivery),continued
34227,DHS,ICE,SEVP Response Center Chatbot - SID (SEVIS Interactive Dialog),"AI provides SID the ability to understand voices and its deterministic question and answer workflow (1) enables SID to answer routine caller questions without a help desk agent, and (2) when a help desk agent is required, SID will create a ticket with a caller transcript to reduce the burden on the agent. This frees up the human agents to deal with more complex cases and issues with specific records.","SID answers frequently asked questions from callers. If the SID cannot answer a caller’s question, it turns the caller over to an agent in the response center. The chatbot captures the interaction with the caller and sends the information via an API to Student and Exchange Visitor Program Automated Management System (SEVPAMS).",None of the above.,Developed with contracting resources.,Acquisition and/or Development,Government Services (includes Benefits and Service Delivery),continued
34228,DHS,ICE,Title III Semantic Search and Summarization for Translated Content,"The Title III Semantic Search and Summarization functionality will augment translation and transcription services by extracting relevant data using machine learning and natural language processing for correlation and semantic search. Results can then be summarized using a large language model, giving users a tool to target relevant data only. This capability accelerates investigative analysis by rapidly identifying persons of interest, surfacing trends, and detecting networks or fraud, saving hundreds of man hours in manual analysis. HSI will use this tool to generate leads, and further action will be required by investigators and analysts as part of the full investigative process before any action is taken against an individual.","This will allow for the summarization of large data sets using a large language model, giving users a tool to target relevant data only.",None of the above.,,Initiated,Law & Justice,continued
34229,DHS,ICE,Digital Records Manager (DRM) User Assistance Chatbot,"This is an AI records search tool to help investigators more efficiently search and gather information. 

The Digital Records Manager (DRM) User Assistance Chatbot is intended to increase user efficiency by providing answers to commonly asked question without the need to manually refer to documentation or submit a help desk ticket.  A reduction in the volume of submitted help desk tickets is expected as a result.","The outputs of the DRM User Assistance Chatbot will be natural language responses to user questions, based on a custom Knowledge Base of DRM documentation artifacts, supported by the natural language capabilities of the backing LLM.",None of the above.,,Initiated,Mission-Enabling,continued
34230,DHS,ICE,Burlington Finance Center Voice Bot,"Identify and verify the caller, retrieve the status of the bond, and share the bond status with the requester and/or answer administrative FAQs.","It will use Natural Language Understanding (NLU)/Natural Language Processing (NLP) to perform voice-to-text and text-to-voice translations, giving it the ability to recognize voices and meaning.  The BFC Voice Bot will be deterministic and will not use Generative AI.",None of the above.,,Initiated,Government Services (includes Benefits and Service Delivery),continued
34231,DHS,ICE,RAVEn Compliance Automation Tool (CAT),Repository for Analytics in a Virtualized Environment (RAVEn) Compliance Automation Tool (CAT) is being developed as part of an effort to modernize HSI’s Form I-9 Inspection Process. The goal is to uses machine learning (ML) and automation to increase the speed and efficiency of ingesting and processing Forms I-9 data. Easy to use front-end interface workflow that increases work productivity and reduces manual entry. RAVEn CAT currently employs an Optical Recognition Service (OCR) model and software (Tesseract OCR) to identify pixel coordinates of handwritten and read/extract computer typed characters from ingested forms for processing. Additional research into opensource ML Object Detection models is being made to help further augment accuracy of text identification and extraction of ingested forms into the pipeline.,"This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,retired_2024
34232,DHS,ICE,Data Tagging and Classification,"The Homeland Security Investigations (HSI) Innovation Lab is developing an analytical platform called the Repository for Analytics in a Virtualized Environment (RAVEn). RAVEn facilitates large, complex analytical projects to support ICE’s mission to enforce and investigate violations of U.S. criminal, civil, and administrative laws. RAVEn also enables users to develop new tools to analyze trends and isolate criminal patterns as HSI mission needs arise. For more information, please read the DHS/ICE/PIA-055 - Privacy Impact Assessment 055 for the Repository for Analytics in a Virtualized Environment (RAVEn).  RAVEn leverages data tagging and classification to do the following: The Email Analytics Tool streamlines how special agents and criminal analysts search, filter, translate, and report on electronic communications evidence and will help investigators more effectively determine the structure and organization of criminal enterprises. The RAVEn - Lead Tracker is a centralized system where agents can send and receive leads and enter outcomes such as arrests and seizures. The goal is for all leads in the agency to be found in one place, rather than in various email inboxes. The overarching goal of Mobile Device Analytics is to improve the efficiency of agents and analysts in identifying pertinent evidence, relationships, and criminal networks from data extracted from mobile devices.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,retired_2024
34233,DHS,ICE,Facial Recognition Service,"The Facial Recognition Service is used during investigations conducted by Homeland Security Investigations (HSI) agents and analysts for identification of known individuals, as well as extracting faces for further investigations from perpetrators including child exploitation offenses, human rights atrocities, and war criminals.  This is a DHS HSI Innovation Lab/RAVEn project. The Repository for Analytics in a Virtualized Environment (RAVEn) facilitates large, complex analytical projects to support ICE’s mission to enforce and investigate violations of U.S. criminal, civil, and administrative laws. RAVEn also enables tools used to analyze trends and isolate criminal patterns as HSI mission needs arise.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,split
34234,DHS,ICE,"Machine Translation
(Previously Language Translator)","The Rapid Analysis and Visualization Engine for Reporting (RAVEn) platform provides capabilities to upload data that may contain text in languages other than English. To support the agent/analyst analysis of the ingested data as well as to provide for the means to standardize searches across RAVEn data sources, RAVEn provides language translation capabilities to create text conversions between the original language and English. Data translation can be performed on ingest or on an ad hoc basis. Solution will provide translation support of, at minimum, plain text, word documents, and portable document formats using Natural Language Processing and machine learning.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,,Retired,,continued
34235,DHS,ICE,Investigative Prioritization Aggregator,"The sheer volume of data associated with investigations often overwhelms human capabilities, making it challenging for HSI personnel to analyze evidence and identify key players in criminal networks. Currently, there is no effective mechanism to quantify the level of evidence related to a particular subject or entity, or to determine which actors within a network are the most influential. This is particularly critical in the context of the counter-opioid/fentanyl mission, where timely and accurate intelligence is essential.

To address this challenge, this project utilizes machine learning to assign point values to data, enabling the scoring of information associated with a given selector, such as a phone number or legal name. This scoring system helps to understand the importance of an entity to investigations and the potential consequences of removing or neutralizing that entity. By doing so, HSI personnel can focus on high-priority targets and associated criminal networks, ultimately enhancing their ability to disrupt and dismantle these threats.",The output is scored entity data (such as a phone number or legal name). This scoring system helps to understand the importance of an entity to investigations and the potential consequences of removing or neutralizing that entity.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34236,DHS,ICE,Hurricane Score,"The Immigration and Customs Enforcement (ICE) Enforcement and Removal Operations (ERO) division would like to explore technology that could help lead to time savings and eliminate human error due to overburdened officers.  An AI generated hurricane score could also minimize the risk that a factor is overlooked due to officers being overburdened.  The hurricane score may be one factor that is used to inform the decision-making process. The “Hurricane Score” models the potential risk (1-5) that a noncitizen who is released from detention with the requirement to check in with ICE through monitoring will abscond from the program, with a higher number indicating a higher risk of absconding.","The Hurricane score model determines a probability of absconding and outputs a number (1-5), with a higher number indicating a higher risk of absconding. This number is used as one of many factors an officer uses when reviewing an ATD-ISAP case to determine the appropriate level of case management and technology for a noncitizen.",None of the above.,Developed in-house.,Operation and Maintenance,Law & Justice,continued
34237,DHS,ICE,ICE Mobile Check-in Application,"The Check-In App is an opt-in capability that allows for low-risk adult noncitizens to securely check-in via an ICE Verified user account, verify their identity, identify their location, and satisfy check-in requirements thereby reducing in-person office visits and reducing manual processing work. AI-enabled capabilities within the ICE Check-In application give ICE the ability to scale its interactions to a greater number of noncitizens and reduce in-office presence at ICE facilities.","AI/ML is used for this face detection and tracking. Once captured, the photo is verified with a 1:1 verification using the CBP Traveler Verification Service. Verification of all requirements will satisfy check-in requirements. A failed verification will result in a review by an officer. The officer can request the user try again or request the user use the default in-person check-in process by making an appointment with their local ICE office.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34238,DHS,ICE,AI Assisted Compromise Email Detector (AACED),"The use case was developed to assist ICE SOC in reviewing a collection of emails between ICE personnel and Microsoft that were part of ED 24-02.  The use case provides a faster mechanism to the SOC analysts to determine indicators of compromise, reducing the level of effort for these individuals’ analysis exponentially.  To assist the analysts, Named Entity Recognition (NER) was used to detect PII and other associated keywords to increase analyst productivity, and reduce time required to analyze emails.",Outputs are named entities and generated text for specific questions. Chat interface for analyst to conduct Q&A with email as context.,None of the above.,Developed in-house.,Operation and Maintenance,Mission-Enabling,continued
34239,DHS,ICE,Intelligent Document Processing for Workflow Automation,"Business units within ICE leverage these services to automate repeatable, time-consuming processes such as invoice processing, and form entry validation and extraction. This platform will provide Optical Character Recognition and machine learning models to verify, extract, and classify information from ICE forms. Using AI to provide information extraction for these processes saves ICE personnel a significant amount of time while improving data quality and enabling automation.","This platform will provide Optical Character Recognition and machine learning models to verify, extract, and classify information from ICE forms.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,renamed
34240,DHS,ICE,"Cybersecurity Threat Management, Detection, and Response","Machine Learning (ML) is used to analyze historical ICE cybersecurity data, create activity baselines, and detect anomalous behaviors for alerting. By integrating ML with other advanced analytics and correlation rules, AI identifies patterns indicative of security incidents, enabling SOC analysts to detect and respond to threats more quickly than previously possible.",The output of the analytics will be anomaly detection from patterns in security tool data correlated into alerts for SOC analysts.,None of the above.,Developed in-house.,Operation and Maintenance,Mission-Enabling,continued
34241,DHS,ICE,Translation and Transcription for Investigative Data,"HSI investigators often encounter data from various sources, including legal and administrative processes, enforcement actions, and open-source materials, in languages other than English. To unlock the value of this data, it must be translated into English before further analysis can be conducted. The Translation and Transcription Service leverages neural machine translation (NMT) models for text translation and automatic speech recognition (ASR) and deep neural network (DNN) models with normalization for voice-to-text transcription. This innovative approach enables users to quickly triage large datasets and identify key information relevant to investigations. Any data deemed critical for court proceedings is then submitted to certified human translators for final review, ensuring that government resources are allocated efficiently and only used for necessary translations and transcriptions.",The Translation and Transcription Service leverages neural machine translation (NMT) models for text translation and automatic speech recognition (ASR) and deep neural network (DNN) models with normalization for voice-to-text transcription.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34242,DHS,ICE,Biometric Check-in for ATD-ISAP (SmartLINK),"ISAP Biometric Monitoring App is a technology option that allows participants to report in using a smartphone. This app verifies a participant’s identity, determine their location, and quickly collect status change information. The app adds functionality not available with telephonic and is less intrusive than a GPS unit. ISAP monitoring app limits in-person interactions of routine check-ins, allowing more time to be allocated to non-compliant participants, complex removal proceedings cases and docket management.","There are two outputs related to using ISAP Biometric Monitoring App. Either a participant “passes” (biometric match) or the photo is moved to a “pending review” status.  In either scenario, a human can evaluate the response.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34243,DHS,ICE,Email Analytics for Investigative Data,"HSI personnel encounter large volumes of legally acquired, multilingual email data that must be prepared (ingested, triaged, translated, searched and filtered) before it can be analyzed to support investigations. The Email Analytics application eliminates manual data preparation processes, and leverages machine learning to conduct spam message classification, translation, and entity extraction, including names, organizations, or locations. It also utilizes HSI's AI-enabled translation capabilities (see related use case “Translation and Transcription for Investigative Data”) for translation of emails in other languages to English. The output reduces time and resources spent preparing data, increases the analytic utility of the data, and allows HSI personnel to more quickly conduct analysis on the information.","The output is email data that has undergone spam message classification, translation, and entity extraction, including names, organizations, or locations.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34244,DHS,ICE,Mobile Device Analytics for Investigative Data,"Mobile device analytics capabilities were developed to meet the growing need for investigators to quickly and effectively review and analyze the massive amounts of data extracted from mobile devices obtained in court-ordered seizures through a warrant or other investigative due process. The solution empowers investigators and analysts to identify and extract critical evidence, relationships, and networks from mobile device data, leveraging machine learning capabilities to determine locations of interest. Present capabilities are limited to the use of an algorithm for clustering of geo-location data, allowing investigators to identify 'stops' and 'overlaps' of locations from lawfully seized phones, where a 'stop' is a location a phone may have remained for a period of time and an 'overlap' is a location where multiple phones may have visited. By streamlining the analysis process, these capabilities aim to enhance the efficacy of HSI agents and analysts by providing advanced data processing to identify the most relevant information for lead generation in a shorter amount of time than manually processing, ultimately contributing to the disruption and dismantling of criminal networks and the protection of national security.","Present capabilities are limited to the use of an algorithm for clustering of geo-location data, allowing investigators to identify 'stops' and 'overlaps' of locations from lawfully seized phones, where a 'stop' is a location a phone may have remained for a period of time and an 'overlap' is a location where multiple phones may have visited.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34245,DHS,ICE,Identification Card and Travel Document Code Detection,"The Identification Card and Travel Document Code Detection service leverages mobile phone cameras to quickly and accurately read 2D Data Matrix Codes on US Driver's Licenses and ID cards, as well as Machine Readable Zones (MRZ) on travel documents like Passports and Passport cards. This innovative solution utilizes machine learning to enhance the detection of these codes, allowing for seamless scanning and automatic population of detected information into corresponding text fields within HSI mobile apps. By streamlining the code recognition process, the service significantly reduces the time required for users to read cards or documents, eliminating the need for manual data entry and resulting in more efficient, in-person interactions with individuals.",The output is a dataset of structured identification data.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34246,DHS,ICE,Normalization Services,"HSI utilizes artificial intelligence to enhance data accuracy and efficiency by verifying, validating, correcting, and normalizing various types of information, including addresses, phone numbers, names, and ID numbers. This process helps to eliminate data entry errors, detect intentional misidentification, and connect related information across multiple datasets, ultimately reducing the time and resources required for investigations. The machine learning-powered normalization services offered by HSI include converting ambiguous addresses into usable formats, identifying ID types from partial information, categorizing names with complex suffixes and family names, and standardizing phone numbers to the E164 format, including determining their originating county. By normalizing and improving the quality of investigative datasets, HSI is able to use more advanced tools to find correlations and leads that would have otherwise gone undetected without extensive manual effort.","The output includes normalized data that improves search capability during investigations. This includes normalizing data to update less well-defined addresses into usable addresses for analysis- (such as those using mile markers instead of a street number); inferring ID type based on user-provided ID value (such as distinguishing a SSN from a DL number without additional context); categorizing name parts while taking into account additional factors (including generational suffixes and multi-part family names); and validating and normalizing phone numbers to the E164 standard, including their identified county of origin.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Law & Justice,continued
34247,DHS,MGMT,JES and Appropriations Insight,"Purpose: Converts scanned financial tables from PDFs into structured, machine-readable data while maintaining multi-year spending relationships.
Benefits: Eliminates manual data entry, reduces errors, and significantly speeds up the process of consolidating historical financial data from legacy documents.",Structured tables in place of free text to provide a machine-readable dataset.,None of the above.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling,continued
34248,DHS,MGMT,CFO Companion,"Provides authorized staff with an intuitive, conversational interface to query and analyze DHS CFO financial data and reports.
Benefits: Democratizes access to financial information, reduces time spent searching through documents, and enables quick self-service analytics without specialized database knowledge.",On-demand information retrieval via natural language processing.,None of the above.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling,renamed
34249,DHS,MGMT,Climate Change Assessment Tool,"Our Nationis already experiencing the adverse impacts from climate change, from sea-level rise, extreme heat, flooding, and drought, to changes in migration patterns and harmful effects on workforce health. DHS needs to be able to better understand and predict where extreme weather conditions will affect DHS assets, including our facilities and our workforce, in the near and long-term. In support of the DHS Climate Action Plan, this AI pilot will enable the detection and streamliinng the assessment of cost/benefit data driven decisions like the location of facilities, prioritization of O&M projects and the health and safety of the DHS workforce. 

Benefits include cost savings, time savings and improved access to critical data and ability to make decisions, improved health and safety of the workforce.",Outputs include the prediction and early detection of extreme weather risks and an integrated understanding of the affects this will have on critical DHS resources. A secondary output is cost-benefit recommendations.,None of the above.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling,retired_2024
34250,DHS,MGMT,Spending Analysis and Budget Execution Risk (SABER) Model,"Purpose: Predicts potential budget execution issues by analyzing historical spending patterns across various Treasury accounts and classifications.
Benefits: Early identification of spending anomalies allows proactive budget management and reduces the risk of under/overspending.","Warnings, flags for review and comparison via prediction and classification.",None of the above.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling,continued
34251,DHS,MGMT,AdaptiveMFA,"Adaptive Multi-factor Authentication (AMFA) introduces additional intelligence into Identity flows by taking into account the authentication context data during the authentication. Using the data, DHS is able to adapt security and authentication policies to enhance the security to DHS systems.","The input includes: device, network, location, travel, IP, and external data from third parties and endpoint security integrations. The output are Risk ratings HIGH, MEDIUM, LOW for each authentication attempt which can be configigured to require stricted access comtrol policies.",None of the above.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling,continued
34252,DHS,MGMT,ESEC Inquiry (STORM) Summarization,"ESEC-STORM AI employs Generative Artificial Intelligence (Gen-AI) technology to automate the creation of document summaries. This advanced system facilitates the automatic integration of these summaries into the System of Tracking, Operations, and Record Management (STORM), thereby optimizing the management of correspondence and information requests.","When a user creates a new work package and uploads a letter, it activates a Power Apps workflow that creates a summary.",None of the above.,Developed in-house.,Acquisition and/or Development,Mission-Enabling,continued
34253,DHS,OHS,One Health Threat Detection and Risk Assessment Platform (OH-TREADS) / Planner,"Visuals will be created using a broad variety of data pulled from open-source, public, and non-public sources. AI/ML will make it possible to ingest data from a variety of digital formats, and translate it to usuable information into machine-readable data. The volume of data, and lack of clear data collection standards, requires AI to help merge streams with different data ontologies while facilitating data interoperability with mis-paired data sets. Neither activity is, or can be, practically performed by people. AI/ML will be further used in Planner to generate risk and predictive scores in addtion to displaying relevant information and analyses that help analysts understand health security threats and broadly monitor the health security landscape. AI/ML is meant to provide comprehensive situational awareness for health surveillance and public health response, with target capabilities that: enable global situational awareness of current and potential health risks from a One Health perspective; assist in early warning of health threats by location, facility, and species; aid in rapid identification of health threats at population, facility, and greater geographic resolution; and support data-driven decision making to prevent, mitigate, and respond to health threats.","The main AI system outputs will be anomaly detection following the translation of information into a structured, machine-readable datasets. AI/ML is then used for risk identification and disease prediction that are overlayed on a map and displayed with other wholistic visuals. The visuals and analytics can then be combined with critical infrastructure locations, resources, or capabilities (feeral, state, local, tribal, and territorial) to aid response and decision making.",None of the above.,,Initiated,Health & Medical,continued
34254,DHS,MGMT,Sentiment Analysis and Topic Modeling (SenTop),"The initial purpose of the Sentiment Analysis and Topic Modeling (SenTop) project was to analyze survey responses for DHS’s Office of the Chief Procurement Officer related to contracting. However, it has evolved to be a general-purpose text analytics solution that can be applied to any domain or area. It has also been tested and used for HR topics. SenTop is a DHS-developed Python package for performing descriptive text analytics, specifically, sentiment analysis and topic modeling on free-form, unstructured text. SenTop uses several methods for analyzing text, including combining sentiment analyses and topic modeling into a single capability, permitting identification of sentiments per topic and topics per sentiment. Other innovations include the use of polarity and emotion detection, fully automated topic modeling, and multi-model/multi-configuration analyses for automatic model/configuration selection. The code has been established, performs an analysis, and provides a report, but it is only accessed and run by one person per customer request.","This use case is inactive. Please see the ""intended purpose and expected benefits"" for a full description of this use case.",None of the above.,Developed in-house.,Retired,,retired_2024
