id,agency_abbreviation,bureau,use_case_name,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,topic_area,lineage_status
34409,DOE,ANL - Argonne National Laboratory (SC43 OIM),WCD-AI,Recommend keyword-based search for relevant Lessons Learned published on DOE OPEXShare.,Recommended keywords for search based on user-authored Work Control Document.,None of the above.,Developed in-house.,Operation and Maintenance,Mission-Enabling (internal agency support),continued
34410,DOE,EE HQ - EE Headquarters (EE),OpenText for Records Management (File share auto-classification),Reduce time required to classify legacy records accumulated over 20 years.,OpenText will categorize each file located on the network drives.,None of the above.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34411,DOE,ANL - Argonne National Laboratory (SC43 OIM),OPQ-AI,"Significantly reduces person-hours for manual review of incoming people registrations to match with existing database records by recommending most likely matches, if an existing record is identified that matches with the registration details.",Recommendation of matched person record that already exists or that a new person record should be created.,None of the above.,Developed in-house.,Operation and Maintenance,Mission-Enabling (internal agency support),continued
34412,DOE,IM-50 - Architecture Engineering Technology and Innovation (IM),Funding Finder,The Funding Finder will aggregate FOAs from different DOE sources and enables users to ask questions when identifying opportunities and developing proposals.,Answers to questions about DOE FOAs.,None of the above.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34413,DOE,IM-50 - Architecture Engineering Technology and Innovation (IM),PDF Analyzer,PDF Analyzer will enable teams across the DOE to upload large PDFs and ask questions and generate content related to those PDFs.,PDF Analyzer will output the answers to a user's question along with the relevant sections of the PDF that the answer is based on.,None of the above.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34414,DOE,RL - Hanford - Richland Operations Office - Hanford (EM),Hanford  Service Ticket Lookup,"The purpose of the Hanford Service Ticket Lookup is to provide a single interface with for customers to ask questions and get to service tickets without having to navigate extensive menu's, tool bars, and search functions. Eventually, this will include service tickets from multiple platforms, providing the customer with a single interface to do all things service request related. Additionally, users can ask questions in natural language instead of needing to input specific search criteria.",The system outputs text respones from user prompts requesting information on grounded data related to Service Ticket Requests,Searching for information using AI.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34415,DOE,NE INL - NE Idaho National Laboratory (NE),INL AI Virtual Assitant (AiVA),"This chatbot uses commercial chatgpt-like capability to answer questions, provide coaching on processes, summarize and improve communications, and produce code in a variety of formats.  INL has been authorized and has planned activiites in 2025 to begin adding internal INL non-CUI data using RAG.  Examples include the employee handbook and approved controlled documents.","Outputs are consistent with commercial chatbot products, such as ChatGPT.",Improving the quality of written communications using AI tools.,Developed in-house.,Operation and Maintenance,Mission-Enabling (internal agency support),continued
34416,DOE,FNAL - Fermi National Accelerator (SC43 OIM),Unleashing AI Transformer Models on FPGAs for Accelerating LHC and Particle Physics,"This effort focuses on Transformer models for representation learning on Field Programmable Gate Arrays
(FPGA), in order to seamlessly integrate AI capabilities into particle physics experiments, specifically
focusing on the CMS level-1 (L1) trigger at the High-Luminosity LHC (HL-LHC) and real-time magnet
quench detection. While conventional methods for event identification have limitations, modern AI and
machine learning techniques offer superior alternatives.","This AI system has two fold use cases, represnetation learning for LHC Trigger and multi-modal magnet quench detection algorithms.",None of the above.,Developed in-house.,Acquisition and/or Development,Science & Space,continued
34417,DOE,RL - Hanford - Richland Operations Office - Hanford (EM),Hanford Procedure Search,"The purpose of the Hanford  Search is to provide greater service in our customers search for relevant proceedures, which is a main look-up for many of our employees. The benefits of the AI are that there is a single interface with multiple uses and the AI can provide better, more relevant search results.  Additionally, users can ask questions in natural language instead of needing to input specific search criteria.",The system outputs text respones from user prompts requesting information on grounded data related to the Hanford Procedure System,Searching for information using AI.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34418,DOE,NREL - National Renewable Energy Laboratory (EE),LLM EV,Making NREL EV-specific data more accessible for researchers and accelerating research in this field.,Outputs analysis results from these studies: https://www.sciencedirect.com/science/article/pii/S2666546824000971,Collaborating in real-time using AI-assisted tools in word processors.,Developed in-house.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34419,DOE,NREL - National Renewable Energy Laboratory (EE),AskPRIMR,Making data more accessible and user-friendly for the public.,The systems leverages Retrieval-Augmented Generation to find semantically relevent content which the AI (LLM) summarizes for the end user as a method to describe relevent content within the data catalog.,Collaborating in real-time using AI-assisted tools in word processors.,Developed in-house.,Operation and Maintenance,Mission-Enabling (internal agency support),continued
34420,DOE,KCNSC - Kansas City National Security Campus (KCFO),Coupa,AI functionality within Coupa drives better search functionailty and drives efficiency of sourcing and procurment processes.,Predictive analysis,Creating visual representations of data sets for reports and presentations using AI.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling (internal agency support),retired_2024
34421,DOE,PNNL - Pacific Northwest National Laboratory (SC43 OIM),GitHub Copilot with the OpenAI Codex,"This increases their productivity, allows them to focus more on innovation and research, and accelerates the development of high-quality software solutions for scientific research.","This increases their productivity, allows them to focus more on innovation and research, and accelerates the development of high-quality software solutions for scientific research.",None of the above.,,Initiated,Science & Space,continued
34422,DOE,NA-IM (Enterprise) – Office of the Associate Administrator for Information Management and Chief Information Officer (HQ-Enterprise) (NNSA HQ),First Alert DataMinr AI,"We use this AI service to provide spectial or situational awareness, incidents occuring around NNSA or DOE Site.  Emergency reporting, monitoring, speeds up emergency operations reporting. The AI is being used in place of a large team that would be required for coding and development of emergency services facilitation.  This would be a cost saving software for the Federal government.",Data aggregation and reflection.,Searching for information using AI.,,Operation and Maintenance,Emergency Management,continued
34423,DOE,SLAC - SLAC National Accelerator Laboratory (SC43 OIM),Yurts AI search function,Locating relevant information across multiple data sources at SLAC. The expected benefit SLAC intends to receive from the use of Yurts is improved data accessibility for the userbase at SLAC,Data summaries and recommendations,Searching for information using AI.,Developed with both contracting and in-house resources.,Implementation and Assessment,Mission-Enabling (internal agency support),continued
34424,DOE,PPPL - Princeton Plasma Physics Laboratory (SC43 OIM),"Interactive platform to help review and create ""Promoting Inclusive and Equitable Research"" Plans","A trained and informed model that can help to review PIER plans for accuracy, consistency and also to help integrate specific PPPL DEIA goals and initiatives, aligned with input from the user, helping to clearly define the goals of the research plan.",AI output will be revision suggestions to a user submitted PIER plan in order to align with PPPL specific goals and initiatives. It will also help to guide the user to create a more consistent plan with previously submitted/approved plans.,None of the above.,Developed in-house.,Initiated,Mission-Enabling (internal agency support),continued
34425,DOE,NREL - National Renewable Energy Laboratory (EE),Energy Wizard,Making NREL data more accessible for researchers and accelerating research.,The systems leverages Retrieval-Augmented Generation to find semantically relevent content which the AI (LLM) summarizes for the end user as a method to describe relevent content within the selected publications and research profiles.,Collaborating in real-time using AI-assisted tools in word processors.,Developed in-house.,Operation and Maintenance,Mission-Enabling (internal agency support),continued
34426,DOE,LANL - Los Alamos National Lab (LAFO),LANL AI Portal,"Democratized access to open-source/open-weights Large Language Models (LLMs) for general purpose office productivity, research of AI models, software development, operational streamlining, code development","Interactive text chat replies from user prompts, summaries of documents user submitted for Retrieval Augmented Generation (RAG),  Replies to API queries from enterprise and scientific applications",None of the above.,Developed in-house.,Implementation and Assessment,Mission-Enabling (internal agency support),continued
34427,DOE,IM-50 - Architecture Engineering Technology and Innovation (IM),Position Description Tool,Currently requirements are still be collected for this use case. The end goal of this use case is to  streamline the creation of position descriptions used as a critical component for hiring federal employees.,Position descriptions for federal roles.,None of the above.,,Initiated,Mission-Enabling (internal agency support),renamed
34428,DOE,LANL - Los Alamos National Lab (LAFO),ChatGPT Enterprise,"General business productivity, research of AI models","Interactive text chat replies from user prompts, summaries of open/public/unrestricted documents user submitted for Retrieval Augmented Generation (RAG) through CustomGPTs",None of the above.,Developed in-house.,Operation and Maintenance,Mission-Enabling (internal agency support),continued
34429,DOE,ANL - Argonne National Laboratory (SC43 OIM),Argo,"Enables anyone with the Argonne community to leverage text-based generative AI with their Argonne-specific information and data, including sensitive research or operational data up to and including CUI.",Large language model responses (prediction-based) following user prompting.,None of the above.,Developed in-house.,Operation and Maintenance,Mission-Enabling (internal agency support),continued
34430,DOE,PPPL - Princeton Plasma Physics Laboratory (SC43 OIM),AI Chat Bot for Facility Sustainability Practices,"Interactive RAG chat bot model trained on facility recycling, composting and trashing guidelines to inform users how to handle niche cases for sustainably getting rid of unwanted items. This should reduce confusion when throwing items out and also increase the amount of properly recycled items at PPPL.","AI output will be recommendations and instructions based on training data from facility data on recycling, trash and composting",None of the above.,Developed in-house.,Initiated,Mission-Enabling (internal agency support),continued
34431,DOE,NREL - National Renewable Energy Laboratory (EE),AskGDR,Making data more accessible and user-friendly for the public.,The systems leverages Retrieval-Augmented Generation to find semantically relevent content which the AI (LLM) summarizes for the end user as a method to describe relevent content within the data catalog.,Collaborating in real-time using AI-assisted tools in word processors.,Developed in-house.,Operation and Maintenance,Mission-Enabling (internal agency support),continued
34432,DOE,PA HQ -  Office of Public Affairs (PA),Topic Modeling for Energy.gov,"Minimize time spent through manual effort of reading and tagging 100,000 Energy.gov webpages.",A list of five tags that best categorize an Energy.gov webpage.,None of the above.,Developed with contracting resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34433,DOE,SRS - SRNL - Savannah River Site - Savannah River National Laboratory (EM),In-Situ Monitoring of Additively Manufactured Parts,Identify print defects during the printing process.,Layerwise annotated images of defects in print bed that can be registered to post print analysis or trigger a fixing process or a full stop to save on material.,None of the above.,Developed with contracting resources.,Implementation and Assessment,Science & Space,retired_2024
34434,DOE,Y-12 - Consolidated Nuclear Security Y-12 (NPO),Boston Dynamics Spot Robotics,Automation of the robots movements,"Development and testing of robotic use for security and emergency responses, helping to decide on the ""best"" path for the robot to move",None of the above.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34435,DOE,Y-12 - Consolidated Nuclear Security Y-12 (NPO),Elastic Stack Technology (ELK),Enable intelligent media cataloging to assist with data discovery,"Intelligent collection content searching using ElasticSearch, Logstash, and Kibana",Searching for information using AI.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34436,DOE,Y-12 - Consolidated Nuclear Security Y-12 (NPO),Raytheon Multimedia Monitoring System (M3S),Enable off-cloud transcription of pre-recorded video media to improve data discoverability,Off-cloud voice to text transcription technology for pre-recorded videos,Transcribing and summarizing a recorded meeting or interview using AI.,Developed with both contracting and in-house resources.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34437,DOE,Y-12 - Consolidated Nuclear Security Y-12 (NPO),Cognitive Prescreen Tool (CPT),"Serve as a recommender to Derivative Classifier to assist with document review to improve process accuracy and efficiency, in that order.",Sensitive information detection bound to DOE classification guidance to help reduce IOSC and prevent information loss,None of the above.,Developed in-house.,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
34438,DOE,FNAL - Fermi National Accelerator (SC43 OIM),Machine Learning for Linac Improved Performance,"Daily fluctuations in the Ion Source conditions as well af the effect of environmental changes to RF systems and cavities affect Linac beam. Results include increased beam loss resulting in increased beamline component irradiation, decreased beam intensity to downstream machines affecting Accelerator Complex deliverables, drifts in Linac beam energy directly affecting Booster losses. These drifts are not easily predictable since we do not have environmental control on the RF gallery, not enough instrumentaion in the Ion Source or Linac proper. To counter these effects, we are developing AI-based optimization and modeling, including Bayesian Optimization and surrogate model-based optimization, with the ultimate goal of (near) real-time RF compensation.",Outputs are proposed changes to RF system parameters (cavity phase settings and/or field gradients) to counter the effect of daily drift and to stabilize the output energy.,None of the above.,Developed in-house.,Acquisition and/or Development,Science & Space,continued
34439,DOE,FNAL - Fermi National Accelerator (SC43 OIM),Next-Generation Beam Cooling and Control with Optical Stochastic Cooling,This effort focuses on enhanced real-time control of the structure of circulating particle beams. The additional performance and capabilities provided may enable substantially greater operational flexibility and science reach at current and future DOE accelerator facilities.,The AI system will continuously infer the state of a circulating beam distribution and then use this inference in the execution of an RL-based control policy. The primary means of control is an advanced optical stochastic cooling system.,None of the above.,Developed in-house.,Acquisition and/or Development,Science & Space,continued
34440,DOE,FNAL - Fermi National Accelerator (SC43 OIM),high level synthesis for machine learning (previously hls4ml),hls4ml is used to implement specialized AI algorithms in embedded hardware.  This is valuable across a wide range of scientific applications for enabling real-time processing capabilitles.  This can accelerate sientific discovery and time to science thus enabling large cost savings and DOE scientific prestige.,It can be an AI algorithm from prediction to data compression to control (decision making).,None of the above.,Developed in-house.,Acquisition and/or Development,Science & Space,continued
34441,DOE,FNAL - Fermi National Accelerator (SC43 OIM),Streamining intelligent detectors for sPHENIX/EIC,AI tools are developed for embedded inference in real-time processing systems for scientific experiments  such as sPHENIX and upcoming EIC. This can accelerate sientific discovery and time to science thus enabling large cost savings and DOE scientific prestige.,It can be an AI algorithm from prediction to data compression to control (decision making).,None of the above.,Developed in-house.,Acquisition and/or Development,Science & Space,continued
34442,DOE,FNAL - Fermi National Accelerator (SC43 OIM),In-pixel AI for future tracking detectors,AI algorithms are implemented in on-detector electronics in order to reduce data size and enable processing at high rates.,"A recommendation of whether to save data based on AI classifier. Or, a fast inference of track parameters to be used for fast selection",None of the above.,Developed in-house.,Acquisition and/or Development,Science & Space,continued
34443,DOE,FNAL - Fermi National Accelerator (SC43 OIM),SONIC: AI acceleration as a service,SONIC is used to accelerate AI workloads on coprocessors in scientific experiments.  This can accelerate sientific discovery and time to science thus enabling large cost savings and DOE scientific prestige.,It can be an AI algorithm from prediction to data compression to control (decision making).,None of the above.,Developed in-house.,Acquisition and/or Development,Science & Space,continued
34444,DOE,FNAL - Fermi National Accelerator (SC43 OIM),READS: Real-time Edge AI for Distributed Systems,"READS has two sub-projects. The first project created the means to stream live Main Injector and Recycler accelerator beam loss monitor data. This data is then fed to an AI model deployed on an FPGA so that it can infer, in realtime, the origin of beam loss, either Main Injector or Recycler, for each beam loss monitor in the tunnel enclosure. The second project aimed to improve upon traditional resonant beam extraction regulation techiniques using AI for use in the Fermilab Delivery Ring and Mu2e.",The ML outputs of the system are inferences as to the origin of beam loss in the Main Injector acclerator enclosure and also suggested regulation ramps to best improve the Spill Duty Factor in the Delivery Ring for Mu2e,None of the above.,Developed in-house.,Acquisition and/or Development,Science & Space,continued
34445,DOE,FNAL - Fermi National Accelerator (SC43 OIM),Extreme data reduction for the edge,AI tools are developed for embedded inference in real-time processing systems for scientific experiments. This can accelerate sientific discovery and time to science thus enabling large cost savings and DOE scientific prestige.,It can be an AI algorithm from prediction to data compression to control (decision making).,None of the above.,Developed in-house.,Acquisition and/or Development,Science & Space,continued
34446,DOE,FNAL - Fermi National Accelerator (SC43 OIM),Machine Learning for Accelerator Operations Using Big Data Analytics / L-CAPE,"ML models are deployed for the FNAL's Linac.to detect, label andact upon faults.  The usage of ML will jimporve our fault labelingand detection.  This will allow for improved operatioal efficeincy, fault statistics, and preventitive maintenance. To my knowledge this is the first global accelerator operations ML system.",The ML outputs to a dashboard withfault labels and downtime predictiojns.The model will also try and predict dwwontime and possible actions.,None of the above.,Developed in-house.,Acquisition and/or Development,Science & Space,continued
34447,DOE,LM HQ - Office of Legacy Management (LM),Soil Moisture Modeling,Predicts soil moisture contents without adding more monitoring wells.,Prediction,Creating visual representations of data sets for reports and presentations using AI.,,Implementation and Assessment,Science & Space,continued
35886,DOJ,ATF,Adobe Suite Applications,"Purpose: Adobe Suite products support the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) in enhancing the quality and efficiency of multimedia content handling within their operations. The out-of-the-box artificial intelligence features included in these Adobe applications assist in tasks like image enhancement, optical character recognition (OCR), content-aware editing, and document formatting. These AI capabilities enable ATF to prepare high-quality documents and multimedia files for various purposes. By automating and improving these tasks, the AI tools help reduce manual workload, minimize errors, and increase operational efficiency. Overall, the use of AI in Adobe Suite products is designed to improve the effectiveness, accuracy, and professionalism of ATF's documentation and multimedia processing.

Expected benefits: The expected benefits of utilizing the AI features in Adobe Suite Products are broad and extend beyond FOIA-related activities. The AI capabilities in applications like Photoshop and Acrobat enhance productivity by automating routine tasks such as image editing, optical character recognition (OCR), and content-aware fill. This automation allows staff to process documents and multimedia content more quickly and accurately, leading to time savings and reduced operational costs. The improved efficiency helps in various functions, from preparing official documents to creating high-quality visual materials for communication purposes. Additionally, the AI tools contribute to better quality outputs, which can enhance public engagement and trust. Overall, the AI features in Adobe Suite Products support increased productivity, cost savings, and higher-quality work across a range of organizational activities.","The AI features within Adobe Suite products generate automated enhancements and suggestions to improve the efficiency and quality of multimedia content handling. In applications like Photoshop and Acrobat, the AI provides functionalities such as image enhancement, optical character recognition (OCR), content-aware editing, and automated formatting. For example, the AI tool might automatically adjust image lighting and colors, recognize and convert scanned text into editable formats, or suggest layout improvements for documents. These outputs assist users by automating routine tasks and enhancing the quality of the final product. These AI tools support staff in their work, but all actions are initiated and finalized by human users, ensuring that control remains with the individual operator.",None of the above.,,Operation and Maintenance,Mission-Enabling (internal agency support),continued
35887,DOJ,ATF,Airlines Reporting Corporation Travel Intelligence Program,"Purpose: The purpose of the AI use case in the Airlines Reporting Corporation Travel Intelligence Program is to examine travel data and highlight atypical routes or passenger movements more swiftly. Leveraging AI for pattern recognition and predictive insights reduces manual data inspection, speeds the identification of significant travel anomalies, and enables more prompt, well-informed decision-making. Overall, it refines resource deployment and fosters more accurate, efficient management of travel-related investigative activities.

Expected benefits: The expected benefit is reduced effort identifying unusual travel scenarios, focusing on significant itineraries/individuals.","The AI features generate alerts, highlight uncommon travel paths/profiles, suggesting beneficial attention areas.",None of the above.,,Operation and Maintenance,Law & Justice,renamed
35888,DOJ,ATF,Airship,"Purpose: Airship is an enterprise video management platform used to manage, secure, store, and analyze video surveillance obtained through criminal investigations. The airship platform includes AI-based capabilities for optical character recognition (OCR) for car license plates, airplane tail numbers, etc. and object detection (e.g., weapons, vehicles, bags, etc.) with customizable near-real-time alerts.

Expected benefits: AI features help to support agent monitoring of surveillance video streams to ensure rapid notifications when predefined events occur that are pertinent to a criminal investigation.","Bounding boxes for video frames and metadata regarding the detected object characteristics, alphanumeric digitized text from OCR",None of the above.,,Operation and Maintenance,Law & Justice,retired_2024
35889,DOJ,ATF,Alation Data Catalog,"Purpose: The AI feature within Alation’s Data Catalog make data easy to find, understand, and use. It leverages machine learning and natural language processing (NLP) to automatically organize and tag data, creating a “map” of available information from various sources within an organization. This means that anyone looking for specific data can use simple, plain-language search terms, and the AI feature will help them locate the most relevant information quickly. Alation’s AI feature also “learns” from how people interact with data, getting smarter over time about which data is most useful and how it’s typically used, helping it recommend relevant information more accurately.

In addition to making data easier to discover, Alation’s AI feature enhances data governance and security. It helps track where data comes from, who uses it, and how it’s being used, creating an audit trail that is vital for organizations that need to ensure compliance with data privacy and security regulations. This capability also helps keep data accurate and up-to-date, as Alation’s AI feature flags outdated or underused data assets. By making data both accessible and secure, Alation’s AI empowers organizations to make data-driven decisions with confidence, supporting everything from day-to-day operations to strategic planning.

Expected benefits: Alation’s AI feature provides benefits by simplifying data discovery, improving data accuracy, and enhancing security. With AI-driven search and recommendations, it enables users to quickly find relevant data across large, complex datasets, making information more accessible for decision-making. Its natural language search allows even non-technical users to locate data easily, reducing time spent on data retrieval. Additionally, Alation’s AI automates data organization and governance, helping to keep data accurate, up-to-date, and secure. By tracking data usage and ensuring only authorized access, it supports compliance and builds trust in data, empowering teams to make reliable, data-driven decisions.","The Alation Data Catalog AI system primarily produces outputs that are recommendations and predictive insights to enhance data discovery, governance, and usability. These outputs include data recommendations, where the AI suggests relevant datasets or reports based on user behavior and usage patterns, as well as search predictions, which anticipate what users are looking for and suggests relevant terms as they type. The system also generates informational insights, such as data lineage and usage trends, to help users understand data quality and provenance. Additionally, Alation’s AI feature provides governance alerts, flagging assets that may need review to ensure compliance and accuracy. Rather than making decisions, the AI outputs guide users toward more efficient and informed data management.",None of the above.,,Operation and Maintenance,Mission-Enabling (internal agency support),continued
35890,DOJ,ATF,Axon FUSUS (via HIDTA partners),"Purpose: This capability is not provided or managed by ATF. It provides ATF staff access to Axon FUSUS systems which are provided and managed by High Intensity Drug Trafficking Area (HIDTA) partner agencies. FUSUS integrates video and other data from public safety systems to support law enforcement investigations and increase situational awareness for real-time operations. This includes AI-enabled  analysis of participating video streams, with configurable real-time notifications to law enforcement.

Expected benefits: Increased situational awareness for real-time law enforcement operations.",Notifications to law enforcement based upon preconfigured alerts from AI-enabled analysis of data streams from participating security devices,None of the above.,,Operation and Maintenance,Law & Justice,continued
35891,DOJ,ATF,Azure Data Factory,"Purpose: ATF recently enabled Azure Data Factory subscription in Azure, which included smart and intelligent features like anomaly detection, data quality analysis, completeness and predictive function on data pipeline. ATF does not use these features directly.  These features are embedded within other tools.

Expected benefits: The embedded data analytics and data quality capabilities will increase the efficiency and effectiveness with which ATF is able to locate and analyze our data, and the quality and reliability of the resulting data.",Data extraction transformation/load pipelines used to integrate data from disparate datasets,None of the above.,,Acquisition and/or Development,Other,continued
35892,DOJ,ATF,Azure Zen 2 Storage,"Purpose: ATF recently enabled Storage subscription in Azure, which included smart features such as automatic data indexing. ATF does not use these features directly.  These features are embedded within other tools and enable automatic data indexing based on the data fed into the system. 

Expected benefits: Automatic data indexing increases the efficiency and effectiveness with which ATF is able to locate and analyze our data.",A data index which aides in the retrieval and analysis of ATF data.,None of the above.,,Acquisition and/or Development,Other,continued
35893,DOJ,ATF,Bloomberg Government - AKA BGOV,"Purpose: The purpose of the AI use case in Bloomberg Government (BGOV) is to enhance policy and regulatory analysis by automating data aggregation, pattern detection, and trend forecasting. Using AI, the system refines vast datasets into actionable insights, helping users quickly understand emerging issues and legislative shifts. By improving accuracy, the AI capabilities empower more informed strategic planning, better resource allocation, and improved overall comprehension of complex policy environments.

Expected benefits: The expected benefit is reduced guesswork in navigating complex public information, improving planning/strategy.","The AI features compile briefs, detect regulatory patterns, and compare data points into a coherent narrative.",None of the above.,,Operation and Maintenance,Mission-Enabling (internal agency support),renamed
35894,DOJ,ATF,CargoNet,"Purpose: The purpose of the AI use case in CargoNet is to detect and interpret patterns within logistics and theft incident data, automating the process of identifying unusual activities or recurring risks. By using AI for pattern recognition and anomaly detection, the system reduces the need for manual data sorting, improves the reliability of its findings, and focuses investigative resources where they are most needed. Ultimately, this approach elevates efficiency, accuracy, and responsiveness in addressing crime related to cargo security.

Expected benefits: The expected benefit is focusing efforts on deviating areas/goods/patterns to improve effectiveness of subsequent steps.","The AI features produce alerts, reveal clusters, and connect events to show underlying trends.",None of the above.,,Operation and Maintenance,Law & Justice,continued
35895,DOJ,ATF,CellHawk (via HIDTA partners),"Purpose: This capability is not provided or managed by ATF. It provides ATF staff read-only access to Cell Hawk data which is provided and managed by High Intensity Drug Trafficking Area (HIDTA) partner agencies.

Expected benefits: Link and trend analysis results provided by this system provide law enforcement personnel with increased insights into subjects' activities in the context of criminal investigations.",Link and trend analysis diagrams showing entities involved in criminal investigations and known cellphone-based communications between them,None of the above.,,Operation and Maintenance,Law & Justice,renamed
35896,DOJ,ATF,Coinbase,"Purpose: Coinbase applies machine learning and analytical models to digital asset transactional data, identifying unusual or high-risk activities more swiftly. By automating anomaly detection, risk scoring, and pattern recognition, the system minimizes manual review, speeds up the detection of irregular transactions, and increases analytical accuracy. This leads to more efficient resource use, reduced human error, and a strategic focus on transactions that genuinely require closer examination.

Expected benefits: The expected benefit is more efficient resource allocation, prioritizing unusual transactions over a full review.","The AI features provide risk alerts, highlight suspicious groups, and explain why activities differ from norms.",None of the above.,,Operation and Maintenance,Law & Justice,continued
35897,DOJ,ATF,Digital.ai,"Purpose: Digial.ai is  ATF's enterprise tool for managing agile software development projects. It is used to capture user stories (requirements) and manage the processes of prioritization, implementation, testing, and close-out of the user stories. None of the AI features available within digital.ai are currently in use, but the use case is being reported because they are available within the product. AI features involve analysis of project status, supporting automated test generation, and automating software releases. ATF uses other non-AI products for these purposes.

Expected benefits: ATF is not using any of the available AI features.",ATF has not evaluated the AI features in detail since other non-AI products are currently being used to serve the purposes for which Digital.ai uses AI.,None of the above.,,Acquisition and/or Development,Mission-Enabling (internal agency support),continued
35898,DOJ,ATF,DocketScope,"Purpose: This product interfaces with regulations.gov and uses text analytics on publicly submitted comments identify duplicate language submitted amongst comments and to sort them. The user still has to review each comment, but with the aid of DocketScope, the user knows which are repeat comments and which are uniquely written comments. 

Expected benefits: This product cuts down on the amount of personnel hours spent reviewing comments. By focusing on reading the duplicate comments once and identifying those issues, the agency is better able to focus personnel on reviewing the unique comments. This tool has saved ATF money otherwise spent in overtime work during rulemaking projects with tight deadlines.","Using text analytics, this tool categorizes comments with identical language.  This tool allows the user to focus on different clusters of comments to review.  Instead of reading 10,000 duplicate comments, the user reviews the comment once.",Searching for information using AI.,,Operation and Maintenance,Mission-Enabling (internal agency support),retired_2024
35899,DOJ,ATF,Dun & Bradstreet Business Establishments Data,"Purpose: The purpose of the AI use case in Dun & Bradstreet Business Establishments Data is to analyze business information, detect irregularities, and assess potential risks more efficiently. AI-driven data integration, anomaly detection, and trend analysis automate what would otherwise be intensive manual evaluations. This approach improves the speed and reliability of identification of questionable business activities, aids resource prioritization, and heightens overall accuracy and responsiveness in addressing potential issues.

Expected benefits: The expected benefit is more directed attention on atypical organizations, improving efficiency and reducing randomness.","The AI features generate risk indicators, show relationships, help rank businesses meriting closer look.",None of the above.,,Operation and Maintenance,Law & Justice,continued
35900,DOJ,ATF,Evidence.com - Axon,"Purpose: ATF's use of Axon body-worn cameras and the associated evidence.com service are integral to ensuring ATF's compliance with  Executive Order 14074 and DOJ policy documented in DOJ OIG, Inspector General Manual, Volume III, Chapter 236, Body Worn Camera Program. Body camera videos are transferred to the Axon Evidence.com service, which includes AI-based features for performing recognition of heads in videos for the purpose of redaction. ATF has performed limited testing of these capabilities, but is not operationally using them.

Expected benefits: Evidence.com provides AI-based features that identify the presence of heads in videos and can perform automated redaction. This would increase the efficiency of redacting video evidence for release. However, ATF is not operationally using them.","Evidence.com AI capabilities will output bounding boxes around heads that are identified in videos, for input to redaction processes. These AI functions are not being operationally used.",None of the above.,,Operation and Maintenance,Law & Justice,renamed
35901,DOJ,ATF,Federal Docket Management System,"Purpose: This system allows agencies to receive comments that are submitted electronically in response to rulemaking initiatives. The system has features that categorize comments based on text analytics, allow agencies to make those comments public facing or redact them, and allow agencies to download the comments. 

Expected benefits: This product makes agency review and processing of electronic comments received in the context of rulemaking more efficient.  The features in FDMS allow agencies to bulk post up to 1,000 comments allowing the public to see their comments faster.",It is the place where agencies receive comments that are electronically submitted in response to a rulemaking. It allows agencies to make those comments public facing.,Searching for information using AI.,,Operation and Maintenance,Mission-Enabling (internal agency support),continued
35902,DOJ,ATF,FINDER,"Purpose: ATF uses the AI features in FINDER is to sift through violent crime and firearms trafficking data more efficiently. By employing machine learning to highlight significant patterns, suspects, or trends, the AI feature automates tasks that would normally require manual, resource-intensive reviews. This leads to quicker identification of essential insights, improves operational effectiveness, and ensures that effort is directed at the most pertinent leads, enhancing both speed and precision in investigative processes.

Expected benefits: The expected benefit is more strategic attention to areas that may reduce negative outcomes or enhance preparedness.","The AI features map trends, highlight recurrent factors, and propose focus points, reducing manual data reviews.",None of the above.,,Operation and Maintenance,Law & Justice,continued
35903,DOJ,ATF,First Two,"Purpose: ATF uses the AI features in First Two to link individuals to specific locations and visualize spatial relationships that might be important. By automating map-based data correlation, pattern discovery, and geospatial analysis, the system reduces manual data plotting and interpretation. This results in quicker recognition of significant activity areas, improved allocation of resources to critical locations, and overall enhancement of operational responsiveness and strategic planning.

Expected benefits: The expected benefit is more efficient focus on frequently visited places/people, enhancing resource allocation where location matters.","The AI features visualize activity geographically, spotlight frequent places, and suggest beneficial attention areas.",None of the above.,,Operation and Maintenance,Law & Justice,continued
