id,agency_abbreviation,bureau,use_case_name,purpose_benefits,outputs,commercial_ai,dev_method,dev_stage,topic_area,lineage_status
35487,FHFA,DBR,Public Comments Summarization and Topic Classifications Pilot Project,To summarize and classify comments received by FHFA during public comment processes.,"This tool uses natural language processing to rapidly summarize and classify certain comments received from the public, increasing FHFA staff efficiency.",None of the above.,Developed in-house.,Initiated,Mission-Enabling,continued
35488,FHFA,OBFM,Virtual Acquisition Office (VAO) Ally,"VAO Ally is a built-in, useable feature as part of the overall VAO subscription. VAO Ally can reduce the amount of time necessary to research acquisition-related policy/guidance questions and scenarios by parsing through multiple information resources and providing responses/answers based on a user’s question searched.","VAO Ally provides a summarized response/answer to the user’s question within the overall web-based VAO subscription. Additionally, VAO Ally provides the source materials (e.g., VAO content, regulatory resources such as the FAR, etc.) that supported its answer/output.",Searching for information using AI.,,Implementation and Assessment,Mission-Enabling,continued
35489,FHFA,OCIO,"Analytics,, Search, Queries and LLM integration for data management on Oracle","Oracle Enterprise 23AI has built in AI for predictive analytics, AI Vector search, Natural Language queries and integration with Large Language Models","Oracle Enterprise 23AI has built in AI for predictive analytics, AI Vector search, Natural Language queries and integration with Large Language Models",Searching for information using AI.,,Acquisition and/or Development,Mission-Enabling,continued
35490,FHFA,OCIO,Python modules to support AI/ML,Multiple Python modules are installed to support AI and ML,Multiple Python modules are installed to support AI and ML,Inputting large amounts of data from paper forms into a digital system using AI.,,Implementation and Assessment,Mission-Enabling,continued
35491,FHFA,OCIO,R modules to support AI/ML,Multiple R modules are installed to support AI and ML,Multiple R modules are installed to support AI and ML,Inputting large amounts of data from paper forms into a digital system using AI.,,Implementation and Assessment,Mission-Enabling,continued
35492,FHFA,OCIO,Security and network monitoring using Cisco Identify Services engine,"Improves security visibility, segmentation, and threat response by analyzing network traffic and user behavior in real-time, enabling automatic detection, isolation, and resolution of potential security risks.","Cisco Identity Services Engine (ISE) uses AI for network visibility, segmentation, and threat response by analyzing network traffic and user behavior.",Identifying unusual patterns in system logs from a single incident report using AI.,,Implementation and Assessment,Mission-Enabling,continued
35493,FHFA,OCIO,Desktop productivity using Microsoft 365,"To help foster smart recommendations, data insights, and enhanced collaboration.","Microsoft 365 suite (Teams, SharePoint, Excel, PowerPoint, Word) uses AI for various functionalities like language translation, smart recommendations, data insights, and enhanced collaboration.",Collaborating in real-time using AI-assisted tools in word processors.,,Implementation and Assessment,Mission-Enabling,retired_2024
35494,FHFA,OCIO,Virtual Desktop using Citrix,"Citrix uses AI to optimize virtual desktops, manage workloads, and enhance security with behavioral analysis and threat detection.","Citrix uses AI for optimizing virtual desktop performance, managing workloads, and enhancing security through behavioral analysis and threat detection.",Identifying unusual patterns in system logs from a single incident report using AI.,,Implementation and Assessment,Mission-Enabling,continued
35495,FHFA,OCIO,"Analytics, Indexing, and Anomaly Detection for Data Management on SQL Server","Predictive analytics, automated indexing, and anomaly detection in data management and queries.","SQL Server incorporates AI for predictive analytics, automated indexing, and anomaly detection in data management and queries.",Identifying unusual patterns in system logs from a single incident report using AI.,,Implementation and Assessment,Mission-Enabling,continued
35496,FHFA,OCIO,Workflow automation and predictive analytics using ServiceNow,"Help to automate workflows, predictive analytics, and providing intelligent service management solutions.","ServiceNow utilizes AI for automating workflows, predictive analytics, and providing intelligent service management solutions.",Logging and analyzing time spent on tasks using AI-powered time management tools.,,Implementation and Assessment,Mission-Enabling,continued
35497,FHFA,OCIO,Security and Compliance in file sharing and collaboration using Kiteworks,"Enhances security and compliance in file sharing and collaboration by detecting anomalies and potential threats in real-time.""",Kiteworks employs AI to enhance security and compliance in file sharing and collaboration by detecting anomalies and potential threats.,Identifying unusual patterns in system logs from a single incident report using AI.,,Implementation and Assessment,Mission-Enabling,continued
35498,FHFA,OCIO,"Network monitoring, anomaly detection through Whats Up Gold and Flowmon integration","Uses AI for network visibility, anomaly detection, and security through Flowmon integration","Uses AI for network visibility, anomaly detection, and security through Flowmon integration.",Identifying unusual patterns in system logs from a single incident report using AI.,,Implementation and Assessment,Mission-Enabling,continued
35499,FHFA,OCIO,Mathematical formula transcription using Commonlook Online,Commonlook Online is used to translate complex mathematical formula into plain language for publicly released documents.,Commonlook Online is used to translate complex mathematical formula into plain language for publicly released documents.,Improving the quality of written communications using AI tools.,,Implementation and Assessment,Mission-Enabling,continued
35500,FHFA,OCIO,Mobile Worker Productivity using Apple iOS platform,"The Apple iOS platform provides multiple applications with Natural Language Processing (NLP) capability.  This is a predictive word  technology where the platfom makes an assumption in real time of the word that user is going to type, and allows for a single tap selection.",The Apple iOS platform provides multiple applications with Natural Language Processing (NLP) capability.  This is a predictive word technology where the platform makes an assumption in real time of the word that user is going to type and allows for a single tap selection.,Improving the quality of written communications using AI tools.,,Operation and Maintenance,Mission-Enabling,retired_2024
35551,FTC,BCP,Automatic PSC Classification,FTC receives uncategorized complaints from multiple channels and contents of comments varies widely by source.,Product and Service code,None of the above.,Developed with contracting resources.,Operation and Maintenance,Other,continued
35552,FTC,BCP,Group Duplicate Complaints,"Consumers submit multiple complaints for the same issue using various channels, which impacts the ability of Law Enforcement to quickly search and identify leads.",Links to duplicate complaints,None of the above.,Developed with contracting resources.,Operation and Maintenance,Other,continued
35553,FTC,BCP,Chatbot,Delivers unattended chat 24/7 for Identity Tehft.gov and ReportFraud.gov after business hours. Assisted chat is only available during business hours.,Chats,None of the above.,Developed with contracting resources.,Operation and Maintenance,Government Services (includes Benefits and Service Delivery),continued
35554,FTC,BCP,Word Cloud,Uses natural language processing to visually explore complaints using word cloud and assist Law Enforcement to reduce the time required to analyze search results,word cloud,None of the above.,Developed with contracting resources.,Operation and Maintenance,Other,continued
35555,FTC,BCP,Graph Analytics,Assist Law Enforcement in identifying connections between complaints,node diagram,None of the above.,Developed with contracting resources.,Operation and Maintenance,Other,continued
35556,FTC,BCP,Developer productivity,"FTC is integrating Generative AI (Gen AI), specifically Azure OpenAI GPT-4 (AOI), into our workflow to boost development efficiency.",Application code,None of the above.,Developed with contracting resources.,Initiated,Other,continued
35010,HUD,Ginnie Mae,Counterparty Risk Anomaly Detection,"Ginnie Mae is responsible for analyzing counterparty risk profiles of mortgage issuers who participate in Ginnie Mae’s program. Ginnie Mae analyzes data from multiple sources to identify potential risks and areas of focus. To enhance the identification of data patterns, Ginnie Mae uses machine learning algorithms, specifically clustering and genetic techniques. These algorithms detect potential risk areas, enabling a focused approach to subsequent analysis by Ginnie Mae staff.",Data patterns,None of the above.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,continued
35011,HUD,Ginnie Mae,Subledger Data Quality Machine Learning,"Ginnie Mae analyzes Master Sub-Servicer (MSS) transaction data on a monthly cadence. Through its use of machine learning models, Ginnie Mae has enhanced its ability to identify data inconsistencies and exceptions associated with its MSS transaction data. By automating the analysis of a significant number of MSS transactions, the machine learning algorithms enhance the efficiency and accuracy of key reporting processes.",The AI solution identifies data anomalies.,None of the above.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,continued
35012,HUD,Ginnie Mae,Automating Draft Counterparty Credit Narrative Reports,"Ginnie Mae performs counterparty credit reviews of mortgage issuers who participate in Ginnie Mae’s program. The reviews are based on written analysis and financial data. As an initial step in counterparty credit reviews, Ginnie Mae uses Natural Language Generation (NLG) to implement coded rules and generate draft narratives. This application of AI enables processing efficiency and reduces errors that can occur in a manual process.",Draft memos/reports,None of the above.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,renamed
35013,HUD,Office of the Chief Financial Officer (OCFO),Voice of the Customer,"The Office of the Chief Financial Officer, Customer Experience Team works across the department to develop a deep understanding of who our customers are and how we can best serve their needs. The Voice of the Customer application brings the best-in-class voice transcription, speech, and text analytics to customer feedback surveys,  contact center calls and chats. It allows HUD to unlock critical insights that provide deeper understanding of how to support and manage our program/service delivery and contact center providers, and ultimately to improve customers’ experiences.","A data analytics dashboard that transforms customer feedback into succinct, easy-to-understand metrics, such as customer satisfaction rates across different customer interaction and call center topics.",None of the above.,Developed with contracting resources.,Operation and Maintenance,Mission-Enabling,continued
35014,HUD,Office of the Chief Financial Officer (OCFO),Quantitative Text Analysis,"Analysis of large amounts of text for patterns (commonly appearing words, common word clusters, etc.)","The outputs are charts and graphs showing which words appear most commonly across the documents, which words appear clustered together most often, and the sentiment of the words, etc.",Summarizing the key points of a lengthy report using AI.,Developed with contracting resources.,Retired,Mission-Enabling,continued
35015,HUD,Office of Public Affairs (OPA),Translation of Digital Media,"OPA is using Google Translate to translate information on public-facing websites. On every HUD.gov webpage, there is an “Español” button that calls Google Translate to translate the page into Spanish. From there, a Google Translate banner appears on the page allowing for the translation into any available language. This is a free, off-the-shelf solution with no customization. It is also an interim solution to improve language access at HUD while a permanent solution is being developed in line with HUD’s Language Access Plan in response to Executive Order 13166.",Translated content on HUD.gov,None of the above.,Developed in-house.,Operation and Maintenance,Mission-Enabling,continued
35557,NARA,,AI Pilot Project to Screen and Flag for Personally Identifiable Information (PII) in Digitized Archival Records,"NARA is using AI to automatically find and remove sensitive personal information from its digitized historical records. This will make the process faster, more accurate, and better protect privacy while allowing for greater public access to these records. The AI will also help NARA manage its vast collection and adapt to future privacy needs.","This AI use case will produce redacted records, a prioritized list for redaction, and a tool for staff to redact unpublished records.",Digitizing text from scanned documents or smart forms for archival purposes using AI.,Developed in-house.,Acquisition and/or Development,Mission-Enabling,continued
35558,NARA,,Freedom of Information Act (FOIA) Discovery AI Pilot,"NARA is piloting the use of AI to improve its responses to Freedom of Information Act requests. This includes AI tools for finding relevant records and automatically redacting sensitive information, which will make the process faster, more accurate, and compliant with privacy laws.",This AI use case will output relevant records matching FOIA requests and redacted versions of those records with sensitive information removed.,Searching for information using AI.,Developed in-house.,Acquisition and/or Development,Mission-Enabling,continued
35559,NARA,,Auto-fill of Descriptive Metadata for Archival Descriptions,"NARA is using AI to automatically create descriptions (metadata) for its digital archives. This will save archivists time, make records easier to find, and help the public better understand the information in the National Archives Catalog.","This AI use case will create more complete and informative descriptions for records, making them easier to find in the National Archives Catalog.",Digitizing text from scanned documents or smart forms for archival purposes using AI.,Developed in-house.,Acquisition and/or Development,Mission-Enabling,continued
35560,NARA,,AI based Semantic Search for National Archives Catalog,"NARA is using AI to create a smarter search engine for its online catalog. This new search understands the meaning behind your search, not just the keywords, and can even find hidden connections between documents. This will make research faster, easier, and more insightful.","This AI search tool will provide better search results and show connections between records, making research easier and more insightful.",Searching for information using AI.,Developed in-house.,Acquisition and/or Development,Mission-Enabling,renamed
35561,NARA,,AI Pilot for National Declassification Center (NDC) at NARA,"NARA plans to use AI to automate the declassification of documents, making the process faster, more accurate, and transparent. This will improve efficiency, ensure consistency in applying declassification rules, and ultimately make more information available to the public.","This AI use case will output declassified documents with sensitive information redacted, ready for public release.",None of the above.,,Planned,Mission-Enabling,retired_2024
35562,NARA,,Develop a Custom AI Model to Power Generative AI- Capabilities,"NARA plans to build a custom AI model trained on its own data, which will improve the performance of its AI applications. This will lead to more accurate and relevant results, a better user experience, and new possibilities for using AI in managing and accessing records.",This AI use case will output an AI model that is specifically trained on NARA's data and designed to meet NARA's unique needs.,None of the above.,,Planned,Mission-Enabling,retired_2024
35563,NARA,,Develop a Natural Language Based Chat Interface (like ChatGPT) to Interact With the Archival Documents,"NARA plans to develop an AI-powered chat interface, similar to ChatGPT, that will allow users to easily explore its digital archives by asking questions in everyday language. This will make historical documents more accessible and engaging, leading to more efficient research and a deeper understanding of history.",This AI will create a chat interface that lets users easily get information from NARA's archives by having a conversation with it.,None of the above.,,Planned,Mission-Enabling,continued
35564,NARA,,Topic Summarizer and Entity Extraction using AI,NARA plans to use AI to automatically create descriptions for its digital objects. This will free up archivists' time and make it easier for people to find and understand the digital materials in NARA's system.,This AI use case will output enriched metadata making NARA's digital assets more accessible and easier to manage.,None of the above.,,Planned,Mission-Enabling,continued
35565,NARA,,Automated Data Discovery and Classification Pilot,"NARA plans to test how well AI can automatically organize and categorize its data. This pilot project will help NARA understand its data better, find information faster, improve efficiency, and manage risks more effectively.","This AI pilot will categorize data, improve search, and potentially train AI to identify new document types.",None of the above.,,Planned,Mission-Enabling,continued
35016,NASA,Ames Research Center,NextGen Advanced Methods: Air Traffic Control System Command Center (ATCSCC) Webinar Speech2Text and Analysis,"The Advanced Methods project explores the use of innovative and emerging technologies to drive post operational analysis of Traffic Management for aircraft. Technologies such as machine learning, (ML), artificial intelligence (AI), and advanced data analytics for use in improving the FAA's traffic flow management. In this specific use case, our aim is to use deep learning to convert live ATCSCC webinar meeting conversation to text, and then apply natural language processing to the converted text data for later analysis and review.",Text from speech to text and NLP of air traffic management content.,None of the above.,Developed with both contracting and in-house resources.,In production,Natural Language Processing,renamed
35017,NASA,Ames Research Center,NextGen Data Analytics: Letters of Agreement,"Today, operation constraints are documented via Standard Operating Procedures (SOP) and Letters of Agreement (LOA) and are not made available to the public in a consistent manner. SOPs are specific to an air traffic control facility and specify the procedures necessary for safe operation in the sector. LOA outline agreements establishing procedures and responsibilities between two parties (including crossing restrictions, holding patters, emergency procedure coordination, etc.) The LOA/SOPs are published internally as scanned PDFs and are the responsibility of the facility to maintain. To reduce the manual effort of tagging the documents for ease of reference, there is an opportunity to use modern data analytics and machine learning to produce and disseminate constraints in a standardized manner. 
Providing LOAs or SOPs to stakeholders will enable flight planners (pilots and vendors) to study or ingest this information and thereby plan flight trajectories that remain consistent with air traffic constraints. It is also fundamental to Next Gen capabilities to share accurate data for purposes of creating new noise abatement procedures; improve NAS information for common situational awareness and alignment to implement new tools to assist in future time-based flow management.",Test-based digitized SOPs and LOAs.,None of the above.,Developed with both contracting and in-house resources.,In production,Natural Language Processing,continued
35018,NASA,Jet Propulsion Laboratory,AEGIS: Autonomous Exploration for Gathering Increased Science,"AEGIS enables intelligent targeting and data acquisition by planetary rovers. It uses computer vision techniques to identify targets (e.g., rocks) in wide angles images of the rover's surrounding terrain. If targets are found that match scientists specificiations, they are then measured autonomously using remote sensing instruments. AEGIS was first used on the MER Mission. It is currently in use on the MSL Mission to acquire data for the ChemCam instrument. It is planned for use in Spring of 2022 on the M2020 Mission to acquire data for the SuperCam instrument.","Recommendations of relevant objects, e.g., Mars rocks, for scientific examination.",None of the above.,Developed with both contracting and in-house resources.,In production,Deep Learning,continued
35019,NASA,Jet Propulsion Laboratory,ASPEN Mission Planner,"Based on AI techniques, ASPEN is a modular, reconfigurable application framework which is capable of supporting a wide variety of planning and scheduling applications. ASPEN provides a set of reusable software components that implement the elements commonly found in complex planning/scheduling systems, including: an expressive modeling language, a resource management system, a temporal reasoning system, and a graphical interface.  ASPEN has been used for many space missions including: Modified Antarctic Mapping Mission, Orbital Express, Earth Observing One, and ESA's Rosetta Orbitter.",Plan and schedule recommendations to optimize Science from Scientific Sensors,None of the above.,Developed with both contracting and in-house resources.,In mission,Statistical Methods,continued
35020,NASA,Jet Propulsion Laboratory,CLASP Coverage Planning & Scheduling,"The Compressed Large-scale Activity Scheduling and Planning (CLASP) project is a long-range scheduler for space-based or aerial instruments that can be modeled as pushbrooms 1D line sensors dragged across the surface of the body being observed. It addresses the problem of choosing the orientation and on/off times of a pushbroom instrument or collection of pushbroom instruments such that the schedule covers as many target points as possible, but without oversubscribing memory and energy. Orientation and time of observation is derived from geometric computations that CLASP performs using the SPICE ephemeris toolkit.  CLASP allows mission planning teams to start with a baseline mission concept and simulate the mission's science return using models of science observations, spacecraft operations, downlink, and spacecraft trajectory. This analysis can then be folded back into many aspects of mission design -- including trajectory, spacecraft design, operations concept, and downlink concept. The long planning horizons allow this analysis to span an entire mission.  Actively in use for optimized scheduling for the NISAR Mission, ECOSTRESS mission (study of water needs for plant areas), EMIT mission (mineralogy of arid dusty regions), OCO-3 (atmospheric CO2) and more as well as used for numerous missions analysis and studies (e.g. 100+).","Estimates of scientific mission outcomes / results, based on optimized scheduling of spacecraft and sensors.",None of the above.,Developed with both contracting and in-house resources.,In mission,Statistical Methods,continued
35021,NASA,Jet Propulsion Laboratory,Enhanced AutoNav for Perseverance Rover on Mars,"AutoNav on the Perseverance Rover autonomously plans a safe path based on stereo navigation camera images, based on multiple technologies including a tree search for decision making, Dijkstra algorithm for global path planning, stereo processing for 3D terrain reconstruction, and Approximate Clearance Evaluation (ACE) for safety checks. It is deployed on Perserverance rover and being used for autonomous driving on Mars.",Recommended navigation path for Mars Rover.,None of the above.,Developed with both contracting and in-house resources.,In production,Classification,continued
35022,NASA,Jet Propulsion Laboratory,Mars2020 Rover (Perseverance),"Research, experiments, and engineering to empower future rovers with onboard autonomy; planning, scheduling & execution; path planning; onboard science; image processing; terrain classification; fault diagnosis; and location estimation.  This is a multi-faceted effort and includes experimentation and demonstrations on-site at JPL's simulated mars navigation yard.  The M2020 onboard scheduler incrementally constructs a feasible schedule by iterating through activities in priority-first order. When considering each activity it computes the valid time intervals for placement, taking into account preheating, maintenance heating, and wake/sleep of the rover as required. After an activity is placed (other than a preheat/maintenance or wake/sleep), the activity is never reconsidered by the scheduler for deletion or moving. Therefore the scheduler can be considered non backtracking, and only searches in the sense that it computes valid timeline intervals for legal activity placement.  Meta Search: Because the onboard scheduler will be invoked many times in a given sol (Martian Day) with a range of possible contexts (due to execution variations), its non backtracking nature leaves its vulnerable to brittleness. In order to mitigate this potential brittleness, the Copilot systems perform a monte carlo based stochastic analysis to set meta parameters of the scheduler - primarily activity priority but also potentially preferred time and temporal constraints.",Mission-priority-based recommendations for scheduling Mars2020 Rover activities.,None of the above.,Developed with both contracting and in-house resources.,In production,Other,continued
35023,NASA,Jet Propulsion Laboratory,MLNav (Machine Learning Navigation),"Accelerates path planning of rovers and other types of vehicles through ML-based heuristics, while guaranteeing safety through conventional, model-based collision checking. Integrated with M2020's Enhanced AutoNav (ENav) and tested with the real terrain data from Mars on ENav simulator. Uses U-net for the ML-based heuristics, trained by simulation-generated terrain data.",Path planning recommendations for Mars2020 Rover,None of the above.,Developed with both contracting and in-house resources.,In production,Deep Learning,continued
35024,NASA,Jet Propulsion Laboratory,Perseverance Rover on Mars - Terrain Relative Navigation,"3D machine vision via dual cameras to inform convolutional neural networks for rover navigation path planning.  Physics / momentum - based Terrain Relative Navigation (TRN).  Enhanced AutoNavigation (Enav) plans feasible paths using multiple techniques, to include random forests.  Approximate Clearance Evaluation (ACE) assesses obstacles to deterimine if the suspension of the rover can clear them (drive over them) or needs to route around them.  Additional, more complex AIML techniques are being planned and tested for future rovers at JPL.  TRN was also used to provide precision landing for the Perseverance Rover in the entry, descent, and landing process to get the rover to the surface of Mars.",Real-time terrain-relative navigation recommendations.,None of the above.,Developed with both contracting and in-house resources.,In production,Deep Learning,continued
35025,NASA,Jet Propulsion Laboratory,SPOC (Soil Property and Object Classification),"Using a convolutional neural network (CNN), SPOC (Soil Property and Object Classification) takes rover images and classifies the terrain type (e.g., sand, soil) from visual appearance. This ability enables rover to drive more safely. It is trained by labeled images from MER (Mars Exploration Rover), MSL (Mars Science Laboratory), and Mars 2020 rovers, annotated by tens of thousands of citizen scientsts through the AI4Mars project. SPOC deployed on MSL's ground operation system and onboard test on M2020 is being considered.  SPOC is one of many inputs to navigation.","Terrain image classifications such as soil, sand, rock, etc.",None of the above.,Developed with both contracting and in-house resources.,In production,Deep Learning,continued
35026,NASA,Jet Propulsion Laboratory,Volcano SensorWeb,"The Sensor Web Project uses a network of sensors linked by software and the internet to an autonomous satellite observation response capability. This system of systems is designed with a flexible, modular, architecture to facilitate expansion in sensors, customization of trigger conditions, and customization of responses.  This system has been used to implement a global surveillance program to study volcanos. We have also run sensorweb tests to study flooding, cryosphere events, and atmospheric phenomena.  Specifically, in our application, we use low resolution, high coverage sensors to trigger observations by high resolution instruments. Note that there are many other rationales to network sensors into a sensorweb. For example automated response might enable observation using complementary instruments such as imaging radar, infra-red, visible, etc. Or automated response might be used to apply more assets to increase the frequency of observation to improve the temporal resolution of available data.  Our sensorweb project is being used to monitor the Earth's 50 most active volcanos. We have also run sensorweb experiments to monitor flooding, wildfires, and cryospheric events (snowfall and melt, lake freezing and thawing, sea ice formation and breakup.)",Detection and classification of volcano-related features.,None of the above.,Developed with both contracting and in-house resources.,In production,AIML Platform/Environment,continued
35027,NASA,Langley Research Center,NASA OCIO STI Concept Tagging Service,An API (application program interface) for exposing topic models created with the STI (Scientific & Technical Information) concept training repository.,API standards,None of the above.,Developed with both contracting and in-house resources.,In production,Natural Language Processing,continued
35028,NASA,Langley Research Center,Autonomous WAiting Room Evaluation (AWARE),"Using an existing security camera and YOLO Machine Learning model to detect and count number of people waiting for service at Langley's Badge & Pass Office. When a predetermined threshold of people is exceeded, automated texts and emails are sent to request additional help at the service counters.",Count of current customers in waiting area,None of the above.,Developed with both contracting and in-house resources.,In production,Deep Learning,continued
35029,NASA,Jet Propulsion Laboratory,Onboard Planner for Mars2020 Rover (Perseverance),"The M2020 onboard scheduler incrementally constructs a feasible schedule by iterating through activities in priority-first order. When considering each activity it computes the valid time intervals for placement, taking into account preheating, maintenance heating, and wake/sleep of the rover as required. After an activity is placed (other than a preheat/maintenance or wake/sleep), the activity is never reconsidered by the scheduler for deletion or moving. Therefore the scheduler can be considered non backtracking, and only searches in the sense that it computes valid timeline intervals for legal activity placement.  Meta Search: Because the onboard scheduler will be invoked many times in a given sol (Martian Day) with a range of possible contexts (due to execution variations), its non backtracking nature leaves its vulnerable to brittleness. In order to mitigate this potential brittleness, the Copilot systems perform a monte carlo based stochastic analysis to set meta parameters of the scheduler - primarily activity priority but also potentially preferred time and temporal constraints.      Also: Research, experiments, and engineering to empower future rovers with onboard autonomy; planning, scheduling & execution; path planning; onboard science; image processing; terrain classification; fault diagnosis; and location estimation.  This is a multi-faceted effort and includes experimentation and demonstrations on-site at JPL's simulated mars navigation yard.",Planning and scheduling recommendations,None of the above.,Developed with both contracting and in-house resources.,In mission,Other,continued
35030,NASA,Jet Propulsion Laboratory,"SensorWeb: Volcano, Flood, Wildfire, and others.","The Sensor Web Project uses a network of sensors linked by software and the internet to an autonomous satellite observation response capability. This system of systems is designed with a flexible, modular, architecture to facilitate expansion in sensors, customization of trigger conditions, and customization of responses.  This system has been used to implement a global surveillance program to study volcanos. We have also run sensorweb tests to study flooding, cryosphere events, and atmospheric phenomena.  Specifically, in our application, we use low resolution, high coverage sensors to trigger observations by high resolution instruments. Note that there are many other rationales to network sensors into a sensorweb. For example automated response might enable observation using complementary instruments such as imaging radar, infra-red, visible, etc. Or automated response might be used to apply more assets to increase the frequency of observation to improve the temporal resolution of available data.  Our sensorweb project is being used to monitor the Earth's 50 most active volcanos. We have also run sensorweb experiments to monitor flooding, wildfires, and cryospheric events (snowfall and melt, lake freezing and thawing, sea ice formation and breakup.)","Identification and labelling of terrain, climate and weather features",None of the above.,Developed with both contracting and in-house resources.,In mission,Statistical Methods,continued
35031,NASA,Jet Propulsion Laboratory,"Global, Seasonal Mars Frost Maps",Global frost Martian maps dervied from five remote sensing datasets and processed with tools like CNNs and other data science techniques. Publicly available on JMARS,Frost maps,None of the above.,Developed with both contracting and in-house resources.,In production,Deep Learning,continued
35032,NASA,Jet Propulsion Laboratory,Purchase Card Management System (PCMS),Purchase card application uses ML model to suggest if a purchase may be a taggable asset or a chemical.,Metadata tagging recommendation,None of the above.,Developed with both contracting and in-house resources.,In production,NLP,continued
35033,NASA,Jet Propulsion Laboratory,New Technology and Software Reporting (NTR),"NTR application uses ML model to suggest a Technology Category (e.g. Aerospace, Robotics) for the new technology being reported",Category classification,None of the above.,Developed with both contracting and in-house resources.,In production,NLP,continued
36246,NCUA,NCUA,Native Editor,Helps staff be more efficient and better in their written work.,Provides recommendations based on inputted content.,Improving the quality of written communications using AI tools.,,Operation and Maintenance,Other,retired_2024
36247,NCUA,NCUA,Insights,Helps employees be more efficient in their daily work.,Analyze and make recommendations,Logging and analyzing time spent on tasks using AI-powered time management tools.,,Operation and Maintenance,Other,retired_2024
36248,NCUA,NCUA,iPhone Facial Recognition Technology,Saves staff time accessing information on their agency-issued phones.,Facial recognition,Unlocking smartphones or other devices without the need for passwords or PINs using AI-based facial recognition technology.,,Operation and Maintenance,Other,retired_2024
36249,NCUA,NCUA,Image Editor,Save time creating and editing graphics and videos.,"Image retrieval, image editor.",Creating visually appealing presentations using AI-driven design suggestions.,,Operation and Maintenance,Other,retired_2024
36250,NCUA,NCUA,Image Creator,Save time creating and editing graphics and videos.,"Writing, image creation, and image editor.",Creating visually appealing presentations using AI-driven design suggestions.,,Operation and Maintenance,Other,retired_2024
36251,NCUA,NCUA,Visual Content Creator,Save time creating and editing graphics and videos.,"Allows users to create and edit visual content for print, web, etc.",Creating visually appealing presentations using AI-driven design suggestions.,,Operation and Maintenance,Other,retired_2024
36252,NCUA,NCUA,Image Editor,Creates WCAG AA compliant color combinations.,"Tool that helps check or create brand colors for usability, contrast, and harmony.",Creating visually appealing presentations using AI-driven design suggestions.,,Operation and Maintenance,Other,retired_2024
36253,NCUA,NCUA,Language Translator,"Neural machine translation service that delivers fast, high-quality, and customizable language translation.",Language translation to localize content and translate large volumes of text.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36254,NCUA,NCUA,Website Hosting,"Efficiencies, automations, continuous monitoring, compliance.",Provides recommendations based on input.,Identifying unusual patterns in system logs from a single incident report using AI.,,Operation and Maintenance,Other,retired_2024
36255,NCUA,NCUA,Modeling,Measure the impact of economic scenarios on credit union financial performance and capital adequacy.,Potential impact from economic scenarios,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36256,NCUA,NCUA,Cybersecurity Audit and Analysis,"Saves staff time and ensures Consistent, relevant, accurate and grammatically correct content.",Information retrieval and ensure accuracy.,Searching for information using AI.,,Operation and Maintenance,Other,retired_2024
36257,NCUA,NCUA,Document Management,"Consistent, relevant, accurate and grammatically correct content.","Generated text, automated reports, summarized content, and data insights.",Collaborating in real-time using AI-assisted tools in word processors.,,Operation and Maintenance,Other,retired_2024
36258,NCUA,NCUA,Coding,"Improves code quality and development process, reducing manual effort","Generated code suggestions, refactored code, automated test cases, and documentation.",Improving the quality of written communications using AI tools.,,Operation and Maintenance,Other,retired_2024
36259,NCUA,NCUA,Machine Learning Data Validation,Improve Call Report data quality,Provide lists of potential data outliers for each credit union,None of the Above,Developed in-house.,Operation and Maintenance,Mission-Enabling,continued
36260,NCUA,NCUA,Supervisory Stress Testing,Estimate loan default probability for Supervisory Stress Testing.,Analyzes credit union data to predict cash flows under economic stress scenarios,None of the Above,Developed in-house.,Operation and Maintenance,Mission-Enabling,continued
36261,NCUA,NCUA,Risk Indicator Model,Support credit union supervision,Projected supervisory resource considerations,None of the Above,,Initiated,Mission-Enabling,continued
35034,NSF,OCIO,"ServiceNow GenAI ""Now Assist""","ServiceNow GenAI is a FedRAMP High certified system to accelerate digital transformation using Now Assist. Automatically generate content such as responses, work notes, and knowledgebase articles related to customer service experience. Increase productivity and speed to delivery with intelligent recommendations. Resolve issues swiftly with chatbots that understand human language.",Increase productivity and speed to delivery with intelligent recommendations. Resolve issues swiftly with chatbots that understand human language.,Collaborating in real-time using AI-assisted tools in word processors.,,Acquisition and/or Development,Mission-Enabling,continued
35035,NSF,CISE/OAD,Budget Area Topic Classification Tool,"The Budget Area Topic Classification Tool uses a pre-trained BERT model ('bert-base-uncased') to classify proposals into 1 of 8 budget areas: Advanced Manufacturing, AI, Advanced Wireless, Clean Energy, Microelectronics & Semiconductors, Quantum, or Trustworthy AI. This approach is semi-supervised in nature as the training data is comprised of pre-tagged CISE proposals from prior years. Upon training the model to learn the multi-label structure of the underlying data, the model's accuracy and discriminatory power was tested using a hold-out sample (i.e. 80/20 split).",The model outputs a numerical vector of probabilities representing the likelihood that a given proposal belongs to 1 or more categories. A cut-off value can then be set for determining final classification for a given proposal.,Summarizing the key points of a lengthy report using AI.,,Acquisition and/or Development,Mission-Enabling,continued
