_pass_dir,_agent,entry_kind,entry_id,canonical_name,evidence_quote,confidence,_drop_reason
linkage_pass_2026-05,agent_a,use_case,66377,ORR Unaccompanied Children Policy Research Tool,via add_product,strong,no signature for old_id=66377 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66515,L&M Policy Research Comment Triaging,via add_product,strong,no signature for old_id=66515 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66558,CMS Medicare AI Customer Insights,via add_product,strong,no signature for old_id=66558 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66565,CMS AI Agent Orchestrator,via add_product,strong,no signature for old_id=66565 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66583,CMS Integrated Data Repository Customer Analytic Environment,via add_product,strong,no signature for old_id=66583 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66584,CMS IDR Support Bot,via add_product,strong,no signature for old_id=66584 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66585,CMS ELMO Chatbot,via add_product,strong,no signature for old_id=66585 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66591,FDA 356H ML Facility Supply Chain Role Classification,via add_product,strong,no signature for old_id=66591 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66597,FDA Annual Report CMC Extraction,via add_product,strong,no signature for old_id=66597 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66598,FDA Application-DMF Reference Extraction,via add_product,strong,no signature for old_id=66598 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66599,FDA DMF Facilities Extraction,via add_product,strong,no signature for old_id=66599 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66602,FDA Module 3 Facilities Extraction,via add_product,strong,no signature for old_id=66602 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66603,FDA Packaging Materials and Suppliers Extraction,via add_product,strong,no signature for old_id=66603 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66605,FDA Real World Data/Evidence Identification,via add_product,strong,no signature for old_id=66605 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66606,FDA Regulatory Starting Materials Extraction,via add_product,strong,no signature for old_id=66606 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66609,FDA HIVE AI Pilot,via add_product,strong,no signature for old_id=66609 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66611,FDA CDER Pubs,via add_product,strong,no signature for old_id=66611 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66616,FDA Safety Reports Categorization Bot,via add_product,strong,no signature for old_id=66616 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66617,FDA IND Safety Reports OCR,via add_product,strong,no signature for old_id=66617 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66644,FDA Smart Solution for Docket Management,via add_product,strong,no signature for old_id=66644 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66658,HRSA AI Audit Resolution Assistant,via add_product,strong,no signature for old_id=66658 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66659,HRSA Knowledge Navigator,via add_product,strong,no signature for old_id=66659 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66662,HRSA PRF Program Chatbot,via add_product,strong,no signature for old_id=66662 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66687,NIAID DAIT AIDS Research Prioritization,via add_product,strong,no signature for old_id=66687 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66691,HHS FITARA Tool,via add_product,strong,no signature for old_id=66691 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66694,NIH eRA Internal Referral Module,via add_product,strong,no signature for old_id=66694 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66702,NCI MOSSAIC SEER NLP,via add_product,strong,no signature for old_id=66702 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66704,NIAMS GenAI Chatbot,via add_product,strong,no signature for old_id=66704 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66716,NIH SRDMS NLP COI Module,via add_product,strong,no signature for old_id=66716 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66727,NIH Grants Virtual Assistant,via add_product,strong,no signature for old_id=66727 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66749,NIAID TB Portals (TB DEPOT),via add_product,strong,no signature for old_id=66749 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66750,NIAID TB Portals Outlier Detection,via add_product,strong,no signature for old_id=66750 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66757,MirBot,via add_product,strong,no signature for old_id=66757 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66773,NIAID OSPIDA Scientific Coding Assistance Tool,via add_product,strong,no signature for old_id=66773 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66793,NIH Prevention Research NLP,via add_product,strong,no signature for old_id=66793 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66798,NIH Travel Policy AI Chatbot,via add_product,strong,no signature for old_id=66798 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66802,HealthData.gov AI Harvest Service,via add_product,strong,no signature for old_id=66802 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66804,Grants.gov Similar Opportunities,via add_product,strong,no signature for old_id=66804 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66805,Grants.gov Applicant Help Chatbot,via add_product,strong,no signature for old_id=66805 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66806,GrantSolutions Text Analyzer Tool,via add_product,strong,no signature for old_id=66806 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66807,GrantSolutions AI Writing Assistant,via add_product,strong,no signature for old_id=66807 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66808,GrantSolutions Recipient Risk Tool,via add_product,strong,no signature for old_id=66808 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66809,GrantSolutions Non-Competing Continuation Approval Tool,via add_product,strong,no signature for old_id=66809 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66810,GrantSolutions Helpdesk Agent,via add_product,strong,no signature for old_id=66810 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66811,GrantSolutions Non-Competing Continuation Review Tool,via add_product,strong,no signature for old_id=66811 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66818,Ginnie Mae Counterparty Risk Anomaly Detection,via add_product,strong,no signature for old_id=66818 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66819,Ginnie Mae Subledger Data Quality ML,via add_product,strong,no signature for old_id=66819 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66820,Ginnie Mae Automated Draft Narrative Reports,via add_product,strong,no signature for old_id=66820 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66830,NARA A1 Museum AI,via add_product,strong,no signature for old_id=66830 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,66857,FAA NextGen LOA/SOP Analytics,via add_product,strong,no signature for old_id=66857 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67237,NASA CAAP Cost Analytics,via add_product,strong,no signature for old_id=67237 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67302,AFRL Voice Recorder Transcription,via add_product,strong,no signature for old_id=67302 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67325,SBA GovCon Match,via add_product,strong,no signature for old_id=67325 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67374,SEC FOIA Form Extraction,via add_product,strong,no signature for old_id=67374 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67413,SSA Quick Disability Determinations Model,via add_product,strong,no signature for old_id=67413 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67421,Espyr Therapy Chatbot,via add_product,strong,no signature for old_id=67421 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67439,State Department Declassification Review AI,via add_product,strong,no signature for old_id=67439 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67457,State Department AI Research Engine (AIRE),via add_product,strong,no signature for old_id=67457 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67463,State FACTS Info Foreign Assistance NLP,via add_product,strong,no signature for old_id=67463 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67465,FA.gov PII Picker,via add_product,strong,no signature for old_id=67465 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67466,State Integrated Country Strategy Turbo,via add_product,strong,no signature for old_id=67466 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67467,FA.gov RedactAid,via add_product,strong,no signature for old_id=67467 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67481,State Department Walter Support Bot,via add_product,strong,no signature for old_id=67481 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67487,State Department WHA/EX Information Management,via add_product,strong,no signature for old_id=67487 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67490,Azure AI Translator,via add_product,strong,no signature for old_id=67490 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67492,State NIV Adjudication Review Recommendation Engine,via add_product,strong,no signature for old_id=67492 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67496,State LCALA Consular Language Augmentation,via add_product,strong,no signature for old_id=67496 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67720,USDA FSA FLP Chatbot,via add_product,strong,no signature for old_id=67720 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67733,USDA Equine Operations Dataset,via add_product,strong,no signature for old_id=67733 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67736,USDA NASSportal Intranet Agent,via add_product,strong,no signature for old_id=67736 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67752,Chiral Wildlife Deterrent System,via add_product,strong,no signature for old_id=67752 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67755,USDA Oregon State Forest Mapping,via add_product,strong,no signature for old_id=67755 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67772,USDA ARS GovChat,via add_product,strong,no signature for old_id=67772 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67783,USDA NRCS NETS Automated Waterway Design,via add_product,strong,no signature for old_id=67783 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67804,Wildfire.org Turbo Plan,via add_product,strong,no signature for old_id=67804 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67805,USDA Forest Plan Review AI,via add_product,strong,no signature for old_id=67805 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67806,USDA TreeSearch AI,via add_product,strong,no signature for old_id=67806 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67807,USDA Forest Service Infosec Chatbot,via add_product,strong,no signature for old_id=67807 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67808,USDA Bugnet,via add_product,strong,no signature for old_id=67808 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67809,USDA Recreation Site Chatbot,via add_product,strong,no signature for old_id=67809 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67813,USDA Forest Health ML Survey,via add_product,strong,no signature for old_id=67813 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67822,USDA Marbled Murrelet Habitat Mapping,via add_product,strong,no signature for old_id=67822 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67823,Washington Forest Inventory Maps,via add_product,strong,no signature for old_id=67823 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67830,USDA Recreation One Stop AI,via add_product,strong,no signature for old_id=67830 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67837,USDA VegScape/CropCASMA,via add_product,strong,no signature for old_id=67837 (not in inputs or backups)
linkage_pass_2026-05,agent_a,use_case,67842,USDA AgCloud Helpdesk Chatbot,via add_product,strong,no signature for old_id=67842 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,64929,Google Colab,via add_product,strong,no signature for old_id=64929 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65066,Adobe Sensei,via add_product,strong,no signature for old_id=65066 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65256,OpenText Records Management,via add_product,strong,no signature for old_id=65256 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,65963,Bloomberg Law AI,via add_product,strong,no signature for old_id=65963 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,66348,Amazon SageMaker,via add_product,strong,no signature for old_id=66348 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,66864,Google Coral TPU,via add_product,strong,no signature for old_id=66864 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,67785,Google Earth Engine,via add_product,strong,no signature for old_id=67785 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,68152,Elsevier ClinicalKey AI,via add_product,strong,no signature for old_id=68152 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9839,Litera Compare,via add_product,strong,no signature for old_id=9839 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9852,Konica Minolta Dispatcher Paragon,via add_product,strong,no signature for old_id=9852 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9853,TVEyes Media Monitoring,via add_product,strong,no signature for old_id=9853 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9857,Doble Test Assistant,via add_product,strong,no signature for old_id=9857 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9884,DRUID AI,via add_product,strong,no signature for old_id=9884 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,9984,Supportbench,via add_product,strong,no signature for old_id=9984 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9884,Supportbench,via add_product,strong,no signature for old_id=9884 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,9984,ManageEngine ServiceDesk Plus,via add_product,strong,no signature for old_id=9984 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9884,ManageEngine ServiceDesk Plus,via add_product,strong,no signature for old_id=9884 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9885,Apple News,via add_product,strong,no signature for old_id=9885 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,9985,MediaViz AI,via add_product,strong,no signature for old_id=9985 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9885,MediaViz AI,via add_product,strong,no signature for old_id=9885 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,9985,Google News Brief,via add_product,strong,no signature for old_id=9985 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,10225,Google News Brief,via add_product,strong,no signature for old_id=10225 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,10365,Google News Brief,via add_product,strong,no signature for old_id=10365 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9885,Google News Brief,via add_product,strong,no signature for old_id=9885 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9898,Azure Synapse Analytics,via add_product,strong,no signature for old_id=9898 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,9991,Google Calendar,via add_product,strong,no signature for old_id=9991 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10044,Genesys Cloud CX,via add_product,strong,no signature for old_id=10044 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10061,VA GPT,via add_product,strong,no signature for old_id=10061 (not in inputs or backups)
linkage_pass_2026-05,agent_b,use_case,10430,Microsoft Viva,via add_product,strong,no signature for old_id=10430 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10070,Microsoft Viva,via add_product,strong,no signature for old_id=10070 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10167,CWTSatoTravel,via add_product,strong,no signature for old_id=10167 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10213,Vyond,via add_product,strong,no signature for old_id=10213 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10318,Mural,via add_product,strong,no signature for old_id=10318 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10480,OpenAI Codex,via add_product,strong,no signature for old_id=10480 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10484,Zendesk AI,via add_product,strong,no signature for old_id=10484 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10523,HackerOne AI,via add_product,strong,no signature for old_id=10523 (not in inputs or backups)
linkage_pass_2026-05,agent_b,consolidated,10523,NetApp ARP/AI,via add_product,strong,no signature for old_id=10523 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,65085,Ex Libris Alma/Primo,via add_product,strong,no signature for old_id=65085 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,66484,Lectora AI,via add_product,strong,no signature for old_id=66484 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,67246,LibreChat,via add_product,strong,no signature for old_id=67246 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,67442,Cognitec FaceVACS,via add_product,strong,no signature for old_id=67442 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,67519,NaturalReader,via add_product,strong,no signature for old_id=67519 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,67913,Planmeca Romexis,via add_product,strong,no signature for old_id=67913 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,67932,RedSeal,via add_product,strong,no signature for old_id=67932 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,68053,Cortechs NeuroQuant,via add_product,strong,no signature for old_id=68053 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,68054,Siemens MAGNETOM,via add_product,strong,no signature for old_id=68054 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,68055,Hologic 3D Quorum,via add_product,strong,no signature for old_id=68055 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,68114,Verathon BladderScan Prime PLUS,via add_product,strong,no signature for old_id=68114 (not in inputs or backups)
linkage_pass_2026-05,agent_c,use_case,68171,Canon Aquilion ONE AiCE,via add_product,strong,no signature for old_id=68171 (not in inputs or backups)
linkage_pass_2026-05,fixup_validity,use_case,66024,Amazon Comprehend,via add_product,strong,no signature for old_id=66024 (not in inputs or backups)
linkage_pass_2026-05,fixup_validity,use_case,66700,NanCI,via add_product,strong,product 'NanCI' not in catalog
linkage_pass_2026-05,fixup_validity,use_case,67782,VegSpec,via add_product,strong,product 'VegSpec' not in catalog
