canonical_name,category,gen_ai,confidence,reasoning,model,labeled_at,source
Esri ArcGIS AI,vision,0,medium,ArcGIS GeoAI's productized capability is deep-learning feature extraction/object detection on satellite and aerial imagery; plain GIS alone would be none.,claude-fable-5,2026-07-05T00:00:00Z,llm
Everlaw AI Assistant,nlp,1,medium,Ediscovery AI that classifies/reviews documents for responsiveness with generative assistance.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Exiger DDIQ,nlp,0,medium,Due-diligence engine applying NLP to adverse-media and documents for risk scoring.,claude-fable-5,2026-07-05T00:00:00Z,llm
Expert.ai Cogito,nlp,0,high,NLP engine that tags and classifies research articles.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FA.gov PII Picker,nlp,0,medium,"Detects PII in text, an NLP entity-extraction task.",claude-fable-5,2026-07-05T00:00:00Z,llm
FA.gov RedactAid,doc_processing,0,medium,Document redaction tool identifying and removing sensitive content from documents.,claude-fable-5,2026-07-05T00:00:00Z,llm
FBOP Pathfinder,none,0,low,Employee career-pathways guidance tool; the underlying AI capability (recommendation) is outside the vocabulary and details are thin.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FDA 356H ML Facility Supply Chain Role Classification,doc_processing,0,medium,Deloitte CDEROne tool that extracts and classifies facility/supply-chain roles from unstructured 356H submissions.,claude-fable-5,2026-07-05T00:00:00Z,llm
FDA 356H ML Facility Supply Chain Role Classification,nlp,0,medium,Deloitte CDEROne tool that extracts and classifies facility/supply-chain roles from unstructured 356H submissions.,claude-fable-5,2026-07-05T00:00:00Z,llm
FDA Annual Report CMC Extraction,doc_processing,0,medium,Extracts CMC changes from unstructured annual-report documents; gen_ai hint conflicts as this is extraction not generation.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FDA Application-DMF Reference Extraction,doc_processing,0,medium,Extracts Drug Master File references from unstructured application documents (intelligent document processing).,claude-fable-5,2026-07-05T00:00:00Z,llm
FDA DMF Facilities Extraction,doc_processing,0,medium,Extracts facility references from unstructured Type II DMF documents.,claude-fable-5,2026-07-05T00:00:00Z,llm
FDA HIVE AI Pilot,genai_platform,1,low,SAIC HIVE generative-AI pilot for IND review; LLM platform inferred.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FDA IND Safety Reports OCR,doc_processing,0,high,OCR/AI extraction of FAERS data from IND safety report documents.,claude-fable-5,2026-07-05T00:00:00Z,llm
FDA Module 3 Facilities Extraction,doc_processing,0,medium,Extracts manufacturing facilities from unstructured Module 3 submissions; gen_ai hint overridden as this is extraction.,claude-fable-5,2026-07-05T00:00:00Z,llm
FDA Packaging Materials and Suppliers Extraction,doc_processing,0,medium,Extracts packaging materials and supplier data from unstructured submissions.,claude-fable-5,2026-07-05T00:00:00Z,llm
FDA Real World Data/Evidence Identification,doc_processing,0,medium,Identifies and classifies unstructured submissions containing Real World Data/Evidence.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FDA Real World Data/Evidence Identification,nlp,0,medium,Identifies and classifies unstructured submissions containing Real World Data/Evidence.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FDA Regulatory Starting Materials Extraction,doc_processing,0,medium,Extracts Regulatory Starting Materials and their suppliers from unstructured documents.,claude-fable-5,2026-07-05T00:00:00Z,llm
FDA Safety Reports Categorization Bot,nlp,0,medium,Classifies safety reports into category/subcategory via text classification.,claude-fable-5,2026-07-05T00:00:00Z,llm
FDA Smart Solution for Docket Management,nlp,0,medium,"Analyzes public comments on FDA dockets; text-analytics rather than a chat surface, so gen_ai hint overridden.",claude-fable-5,2026-07-05T00:00:00Z,llm
FERC Zvolvant Inspection AI,vision,0,medium,Computer vision analysis of dam and pipeline inspection imagery.,claude-fable-5,2026-07-05T00:00:00Z,llm
FERC Zvolvant Interconnection Assistant,assistant,1,low,"Assistant supporting interconnection request responses, inferred generative.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FERC Zvolvant Market Surveillance,none,0,low,Market-surveillance and fraud-detection analytics with no vocabulary capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FINDER (ATF),search,0,low,Sifts/searches violent-crime and firearms-trafficking data (search/retrieval).,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FLIR 280 HD,none,0,low,Thermal imaging camera hardware with no clearly productized AI analysis.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FOIAXpress AI,doc_processing,1,low,FOIA document processing with review/redaction and likely generative summarization.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FRTIB AVA,chatbot,1,medium,Converge AVA virtual assistant answering participant questions about the TSP.,claude-fable-5,2026-07-05T00:00:00Z,llm
FRTIB Fraud Detection,none,0,medium,Fraud/abuse detection analytics platform; fraud analytics does not map to a listed capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
FS Pro,none,0,low,Foreign Service productivity tool with no specified AI capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FSA Aidan Chatbot,chatbot,0,medium,Federal Student Aid virtual-assistant chatbot.,claude-fable-5,2026-07-05T00:00:00Z,llm
FTC Sentinel Analytic Sandbox,none,0,low,An analytics sandbox environment for the Sentinel network with no specific AI capability described.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FTC Sentinel Chatbot,chatbot,0,medium,Automated chatbots for ReportFraud.ftc.gov and IdentityTheft.gov (conversational front-end).,claude-fable-5,2026-07-05T00:00:00Z,llm
FTC Sentinel Developer Productivity,assistant,1,medium,AI coding-productivity/code-quality assistant for developers.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FTC Sentinel Graph Analytics,none,0,low,Graph analytics linking complaints; relationship analytics does not map to a listed AI capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
FTC Sentinel PSC Classification,nlp,0,high,Automatically classifies consumer complaints by PSC (text classification).,claude-fable-5,2026-07-05T00:00:00Z,llm
Federal Docket Management System,none,0,low,Regulatory docket management system with no specific AI capability described.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Fiji ImageJ,vision,0,medium,Scientific image-analysis platform (microscopy) commonly used with ML plugins.,claude-fable-5,2026-07-05T00:00:00Z,llm
FirstTwo,none,0,low,OSINT data aggregation for lookups; no listed AI capability class.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Fivecast,nlp,0,medium,OSINT analytics applying NLP over open-source text data.,claude-fable-5,2026-07-05T00:00:00Z,llm
Flashpoint,none,0,low,Threat-intelligence/investigative data platform; security intel does not map to a listed capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Flock Safety,vision,0,high,License-plate-reader camera network with AI vehicle recognition and analytics.,claude-fable-5,2026-07-05T00:00:00Z,llm
Flowmon,none,0,high,Network traffic monitoring/anomaly detection; security analytics outside the vocabulary.,claude-fable-5,2026-07-05T00:00:00Z,llm
Freed AI Medical Scribe,speech,1,high,Ambient medical scribe: transcription plus generative clinical-note drafting.,claude-fable-5,2026-07-05T00:00:00Z,llm
GAIA AI,vision,0,low,Named computer-vision product with limited detail.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
GE Healthcare AMX Portable X-ray,vision,0,medium,AI-enabled portable X-ray whose imaging AI (Critical Care Suite) analyzes radiographs for findings.,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare Critical Care Suite,vision,0,high,On-device AI that detects pneumothorax and tube placement on chest X-rays.,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare Discovery MI,vision,0,medium,PET/CT scanner using deep-learning image reconstruction and analysis.,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare EchoPAC,vision,0,medium,Cardiac ultrasound analysis software with automated AI measurement of echo images.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
GE Healthcare FastStroke CT Perfusion 4D,vision,0,high,AI CT perfusion analysis for stroke imaging quantification.,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare LOGIQ Ultrasound,vision,0,medium,Ultrasound system with AI-assisted image acquisition and measurement.,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare Omni Legend PET/CT,vision,0,medium,PET/CT scanner with AI-based image reconstruction and analysis.,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare SIGNA Artist (AIR Recon DL),vision,0,high,MRI with AIR Recon DL deep-learning image reconstruction.,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare TrueFidelity CT,vision,0,high,CT using deep-learning image reconstruction to denoise and enhance images.,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare Venue Fit,vision,0,medium,Point-of-care ultrasound with AI-assisted image interpretation.,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare Vivid E Ultrasound,vision,0,medium,Cardiac ultrasound with AI automated measurements on echo images.,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare Vivid iq,vision,0,medium,Portable cardiac ultrasound with AI-assisted image analysis.,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare Voluson Expert,vision,0,medium,OB/GYN ultrasound with AI-assisted image measurement (SonoAI-style features).,claude-fable-5,2026-07-05T00:00:00Z,llm
GE Healthcare Xeleris V,vision,0,medium,Nuclear medicine processing workstation with AI-based image quantification.,claude-fable-5,2026-07-05T00:00:00Z,llm
Gemini,genai_platform,1,high,"Google's general-purpose LLM offered both as a chat/API surface and as embedded assistants (Code Assist, Workspace).",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Gemini,assistant,1,high,"Google's general-purpose LLM offered both as a chat/API surface and as embedded assistants (Code Assist, Workspace).",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Genesys Cloud CX,chatbot,1,medium,Contact-center platform with virtual agents/bots and agent-assist copilots.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Genesys Cloud CX,assistant,1,medium,Contact-center platform with virtual agents/bots and agent-assist copilots.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Genetec Security Center,vision,0,medium,Physical-security platform whose AI component is video analytics over camera feeds.,claude-fable-5,2026-07-05T00:00:00Z,llm
Ginnie Mae Automated Draft Narrative Reports,nlp,0,low,"Custom NLG system drafting narrative reports from financial data; likely template/analysis-driven generation rather than a generative model, but details are thin.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Ginnie Mae Counterparty Risk Anomaly Detection,none,0,medium,Anomaly-detection analytics over counterparty risk data — data-science analytics outside the capability vocabulary.,claude-fable-5,2026-07-05T00:00:00Z,llm
Ginnie Mae Subledger Data Quality ML,none,0,low,ML for financial data-quality checks; no listed capability class fits.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
GitHub Copilot,assistant,1,high,AI pair-programming copilot embedded in the developer workflow — a rubric-listed assistant.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Glassbeam Clinsights,none,0,low,Medical device machine-data analytics; no listed AI capability class.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
GlobalComm Video Surveillance,vision,0,medium,Video surveillance with computer-vision analysis.,claude-fable-5,2026-07-05T00:00:00Z,llm
Google,none,0,low,Bare brand placeholder with no specific product named in snippets.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Google Agentspace,search,1,medium,"Enterprise agentic search over org data grounded in Gemini, bundled with NotebookLM.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Google Agentspace,assistant,1,medium,"Enterprise agentic search over org data grounded in Gemini, bundled with NotebookLM.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Google Calendar,none,0,high,Calendar/productivity app with no distinct AI capability from the closed vocabulary.,claude-fable-5,2026-07-05T00:00:00Z,llm
Google Chrome Generative AI,assistant,1,medium,Chrome's embedded generative writing/help features act as an in-browser copilot.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Google Cloud Platform,ml_platform,1,low,"Umbrella cloud brand that agencies use to host and run ML and generative models (Vertex), though the entry is broad.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Google Cloud Platform,genai_platform,1,low,"Umbrella cloud brand that agencies use to host and run ML and generative models (Vertex), though the entry is broad.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Google Cloud Vision,vision,0,high,"Image analysis API for object detection, labeling, and OCR.",claude-fable-5,2026-07-05T00:00:00Z,llm
Google Colab,none,0,medium,"Hosted notebook/dev environment, not itself a labeled AI capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
Google Coral TPU,none,0,high,"ML accelerator hardware, not a software capability class.",claude-fable-5,2026-07-05T00:00:00Z,llm
Google Distributed Cloud,genai_platform,1,low,QC correction: Snippets pair it with OpenAI models it hosts on-prem; hosting/serving generative models meets the genai_platform definition even for an infra product.,claude-fable-5,2026-07-05T00:00:00Z,qc_corrected
Google Earth Engine,none,0,medium,"Geospatial data-analytics platform (GIS), outside the capability vocabulary.",claude-fable-5,2026-07-05T00:00:00Z,llm
Google Lens,vision,0,high,Image-recognition product identifying objects and text in photos.,claude-fable-5,2026-07-05T00:00:00Z,llm
Google Maps,none,0,high,Mapping and routing service; navigation is not a listed AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Google News Brief,nlp,1,low,"Generates short news summaries, a summarization/analysis capability.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Google Pixel,vision,1,low,Phone whose headline AI is biometric Face Unlock (vision) plus generative photo editing.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Google Translate,translation,0,high,Machine translation between human languages.,claude-fable-5,2026-07-05T00:00:00Z,llm
Google Vertex AI,ml_platform,1,high,Full data-science platform that also serves and orchestrates generative models.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Google Vertex AI,genai_platform,1,high,Full data-science platform that also serves and orchestrates generative models.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Google Workspace,none,0,low,Productivity suite; its Gemini assistant is catalogued separately.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Grammarly,assistant,1,high,"Writing assistant embedded in user workflows, with generative rewrite/compose (GrammarlyGO) on top of grammar NLP.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
GrantSolutions,none,0,low,Grants-management platform; snippets give no evidence of a specific vocabulary AI capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
GrantSolutions AI Writing Assistant,assistant,1,high,Generative writing assistant embedded in the GrantSolutions workflow.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
GrantSolutions Helpdesk Agent,chatbot,1,medium,QC correction: A helpdesk support virtual agent is the task-specific dialog product class (chatbot) rather than a workflow copilot.,claude-fable-5,2026-07-05T00:00:00Z,qc_corrected
GrantSolutions Recipient Risk Tool,none,0,low,Recipient risk-scoring analytics with no clear vocabulary capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
GrantSolutions Text Analyzer Tool,nlp,0,high,Text analytics tool for analyzing grant-related text.,claude-fable-5,2026-07-05T00:00:00Z,llm
Grants.gov Applicant Help Chatbot,chatbot,0,high,Chatbot answering Grants.gov applicant questions (conversational front-end).,claude-fable-5,2026-07-05T00:00:00Z,llm
Grants.gov Similar Opportunities,search,0,medium,KNN similarity retrieval recommending related grant opportunities.,claude-fable-5,2026-07-05T00:00:00Z,llm
Griffeye Analyze,vision,0,high,Forensic image/video classifiers to triage CSAM and illicit imagery.,claude-fable-5,2026-07-05T00:00:00Z,llm
Grok,genai_platform,1,high,xAI's general-purpose LLM chat/API surface.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Gurucul UEBA,none,0,medium,User/entity behavior analytics for security; security ML alone does not qualify.,claude-fable-5,2026-07-05T00:00:00Z,llm
H2O GPTe,genai_platform,1,high,h2oGPTe generative AI platform powering an assistant.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
HHS FITARA Tool,doc_processing,0,low,Deloitte-built FITARA compliance tool typed as document AI; capability inferred from type with thin evidence.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
HRSA AI Audit Resolution Assistant,assistant,1,medium,Mindpetal-built AI assistant on UiPath that helps resolve Provider Relief Fund audits within the workflow.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
HRSA Knowledge Navigator,chatbot,1,medium,Generative Q&A bot answering program (loan repayment/scholarship) questions.,claude-fable-5,2026-07-05T00:00:00Z,llm
HRSA PRF Program Chatbot,chatbot,1,high,PRF program chatbot answering applicant questions.,claude-fable-5,2026-07-05T00:00:00Z,llm
Harvey,assistant,1,high,Domain-specific generative AI legal assistant.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
HealthData.gov AI Harvest Service,nlp,0,low,AI metadata harvesting/classification of datasets for the catalog.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
HeyGen,speech,1,medium,Generates synthetic talking-avatar videos with AI voice and image synthesis.,claude-fable-5,2026-07-05T00:00:00Z,llm
HeyGen,vision,1,medium,Generates synthetic talking-avatar videos with AI voice and image synthesis.,claude-fable-5,2026-07-05T00:00:00Z,llm
Hologic 3D Quorum,vision,0,high,Mammography imaging AI that identifies clinically relevant regions across image slices.,claude-fable-5,2026-07-05T00:00:00Z,llm
Hologic Genius AI Detection,vision,0,high,AI detection (CADe) on mammography images.,claude-fable-5,2026-07-05T00:00:00Z,llm
Hootsuite,nlp,1,low,Social-media management with AI social analytics (nlp) and AI content generation.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Hyperscience,doc_processing,0,high,Rubric-listed intelligent document processing platform.,claude-fable-5,2026-07-05T00:00:00Z,llm
IBM ARGOS,nlp,0,low,IBM Watson-family text-processing tool; nlp inferred from product type with little detail.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
IBM CoreDF,doc_processing,0,low,IBM Watson-family document-processing tool inferred from product type.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
IBM Watson,ml_platform,0,medium,IBM Watson AI platform with core ML and NLP services.,claude-fable-5,2026-07-05T00:00:00Z,llm
IBM Watson,nlp,0,medium,IBM Watson AI platform with core ML and NLP services.,claude-fable-5,2026-07-05T00:00:00Z,llm
IBM watsonx Code Assistant,assistant,1,high,Generative code assistant including mainframe (Z) modernization variant.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
ID.me,vision,0,medium,Identity verification via facial matching (vision) and ID-document verification/extraction (doc processing).,claude-fable-5,2026-07-05T00:00:00Z,llm
ID.me,doc_processing,0,medium,Identity verification via facial matching (vision) and ID-document verification/extraction (doc processing).,claude-fable-5,2026-07-05T00:00:00Z,llm
IDEMIA CAT-2/AutoCAT,vision,0,high,Credential authentication with camera performing facial biometric matching.,claude-fable-5,2026-07-05T00:00:00Z,llm
INL Classified Subject Area GenAI,nlp,1,low,QC correction: The described capability is subject-area categorization of documents (text classification) — a GenAI-powered application not an LLM platform.,claude-fable-5,2026-07-05T00:00:00Z,qc_corrected
INL Intelligent Automation,assistant,1,low,QC correction: GenAI applied over INL procedures and controlled documents for workflow automation reads as an embedded assistant not a model platform.,claude-fable-5,2026-07-05T00:00:00Z,qc_corrected
ISO ClaimSearch,none,0,low,Claims database with fraud analytics; predictive analytics outside the vocabulary.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Ideation ReadyAI,genai_platform,1,high,Platform hosting FEMA GPTs built on Azure OpenAI.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Illumio,none,0,high,Zero-trust network segmentation security product; no listed AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Imaris,vision,0,medium,Microscopy image analysis with ML-based segmentation and tracking.,claude-fable-5,2026-07-05T00:00:00Z,llm
Informatica,none,0,low,Data integration/catalog platform; its CLAIRE ML metadata features don't clearly map to a capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Invariant Acoustic Signature AI,none,0,medium,Gunshot acoustic-signature detection; audio analysis with no matching capability class.,claude-fable-5,2026-07-05T00:00:00Z,llm
JAWS Screen Reader,speech,0,high,Screen reader providing text-to-speech accessibility.,claude-fable-5,2026-07-05T00:00:00Z,llm
KESTREL,vision,0,low,"Maxar imagery-derived predictor of aircraft landing locations, an imagery-analysis task.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Kiteworks,none,0,high,"Secure file-sharing/governance platform, no AI capability.",claude-fable-5,2026-07-05T00:00:00Z,llm
KnowBe4 PhishER,none,0,high,Phishing incident-response security tooling; no listed AI capability.,claude-fable-5,2026-07-05T00:00:00Z,llm
Knowtex Ambient Scribe,speech,1,high,Ambient clinical scribe: speech-to-text capture of encounters with generative drafting of clinical notes.,claude-fable-5,2026-07-05T00:00:00Z,llm
Koios DS Breast,vision,0,high,AI decision support analyzing breast ultrasound images.,claude-fable-5,2026-07-05T00:00:00Z,llm
Konica Minolta Dispatcher Paragon,none,0,high,Print/output management software with no AI capability class.,claude-fable-5,2026-07-05T00:00:00Z,llm
LANL AI Portal,genai_platform,1,medium,Los Alamos internal portal providing staff access to LLM chat/models — a general LLM surface.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
LIGER Generative AI Toolkit,genai_platform,1,medium,Generative AI toolkit for building GenAI capabilities.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
LISA Chatbot,chatbot,1,medium,Named generative chatbot built on AWS.,claude-fable-5,2026-07-05T00:00:00Z,llm
Lambient AI Scribe,speech,1,medium,Ambient AI clinical scribe transcribing and drafting notes (speech-to-text plus generation).,claude-fable-5,2026-07-05T00:00:00Z,llm
Lantheus aPROMISE,vision,0,high,AI analysis of PSMA PET/CT medical images for lesion quantification.,claude-fable-5,2026-07-05T00:00:00Z,llm
LaserAI,nlp,0,medium,ML screening and extraction from scientific literature (text classification/extraction).,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Lasso Security,none,0,medium,AI/LLM security monitoring tool; security analytics does not qualify.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Lectora AI,assistant,1,low,E-learning authoring tool with embedded generative course-creation assistant.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Leica Aivia,vision,0,high,Machine-learning object classification and segmentation for microscopy imaging.,claude-fable-5,2026-07-05T00:00:00Z,llm
Lenel OnGuard,none,0,high,Physical access-control system; security hardware outside the vocabulary.,claude-fable-5,2026-07-05T00:00:00Z,llm
Lexical Intelligence,nlp,0,medium,Text/lexical analytics NLP product.,claude-fable-5,2026-07-05T00:00:00Z,llm
Lexis+ AI,assistant,1,high,Generative legal-research assistant combining semantic retrieval with drafting.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Lexis+ AI,search,1,high,Generative legal-research assistant combining semantic retrieval with drafting.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Lexis+ Protege,assistant,1,high,Personalized generative AI legal assistant embedded in the Lexis workflow.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
LexisNexis,search,0,low,Legal/public-records research brand whose core is retrieval over content.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
LexisNexis Risk Solutions,search,0,low,Public-records and identity/fraud data service centered on record search.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
LibreChat,genai_platform,1,high,Open-source general-purpose LLM chat interface fronting multiple model APIs.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Litera Compare,none,0,medium,Document comparison/redlining tool without a listed AI capability class.,claude-fable-5,2026-07-05T00:00:00Z,llm
Litera TOA Builder,nlp,0,medium,Extracts legal citations from documents to build tables of authorities.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Llama,genai_platform,1,high,Meta's open-weight generative LLM family; the gen-AI hint of 0 is wrong — Llama is unambiguously a generative model platform.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Lookout,none,0,high,"Mobile/endpoint security product, none of the listed capabilities.",claude-fable-5,2026-07-05T00:00:00Z,llm
Lumivero NVivo,nlp,0,medium,Qualitative data analysis with AI-assisted text coding and theme detection.,claude-fable-5,2026-07-05T00:00:00Z,llm
Lyssn,speech,0,medium,AI analysis of conversation recordings combining transcription and text analytics.,claude-fable-5,2026-07-05T00:00:00Z,llm
Lyssn,nlp,0,medium,AI analysis of conversation recordings combining transcription and text analytics.,claude-fable-5,2026-07-05T00:00:00Z,llm
MAPPRITE,genai_platform,1,low,DOE tool flagged as LLM-based; insufficient detail beyond the generative hint.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
MCG Energy Solutions Integrated Asset Manager,none,0,high,Wholesale-energy bid/scheduling/settlement software; no listed AI capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
MIT Lincoln Lab Speech Translation,speech,0,high,Automates transcription and translation of Spanish and Mandarin audio — both capabilities productized.,claude-fable-5,2026-07-05T00:00:00Z,llm
MIT Lincoln Lab Speech Translation,translation,0,high,Automates transcription and translation of Spanish and Mandarin audio — both capabilities productized.,claude-fable-5,2026-07-05T00:00:00Z,llm
MSHA AI Headset,vision,0,low,"AI head-gear for mine safety, inferred camera-based hazard detection (vision).",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Magnet Forensics,vision,1,medium,Forensic media categorization (vision) plus the Magnet Copilot generative assistant.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Magnet Forensics,assistant,1,medium,Forensic media categorization (vision) plus the Magnet Copilot generative assistant.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Mark43,assistant,1,medium,Public-safety records platform with AI-assisted report-writing copilot.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Matroid I4 Viewer,vision,0,high,Matroid computer-vision object/video detection viewer.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
MaxQ AI CT CoPilot,vision,0,high,AI detection of intracranial hemorrhage on CT medical imaging.,claude-fable-5,2026-07-05T00:00:00Z,llm
Medallia,nlp,0,medium,Experience management with text sentiment analysis and speech/call analytics.,claude-fable-5,2026-07-05T00:00:00Z,llm
Medallia,speech,0,medium,Experience management with text sentiment analysis and speech/call analytics.,claude-fable-5,2026-07-05T00:00:00Z,llm
MediaViz AI,vision,0,low,QC correction: Media/image analysis is supported but nothing evidences generative output; the gen-AI hint appears spurious so gen_ai=0.,claude-fable-5,2026-07-05T00:00:00Z,qc_corrected
Medtronic CareLink,none,0,low,Remote cardiac-device monitoring network; data telemetry rather than a listed capability.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Medtronic GI Genius,vision,0,high,Real-time computer-vision polyp detection on colonoscopy video.,claude-fable-5,2026-07-05T00:00:00Z,llm
Medtronic LINQ II,none,0,low,Insertable cardiac monitor with signal-based arrhythmia detection; no listed capability fits.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Medtronic O-arm O2,none,0,low,"Intraoperative imaging scanner hardware, not an AI analysis product.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Meltwater,nlp,0,medium,Media-monitoring and social analytics (text/sentiment nlp).,claude-fable-5,2026-07-05T00:00:00Z,llm
Merlin,genai_platform,1,medium,DOE KCNSC general-purpose LLM ('Merlin').,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Microsoft,none,0,low,Vendor-level umbrella entry with no identifiable product or capability; snippets are just the vendor name.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Microsoft 365,none,0,medium,"Productivity suite umbrella; the AI capabilities (Copilot, Copilot Chat) are separate catalog entries.",claude-fable-5,2026-07-05T00:00:00Z,llm
Microsoft 365 Apps for Enterprise,none,0,low,"Office apps licensing SKU; the gen-AI hint likely reflects Copilot, which is a separate catalog product.",claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
Microsoft 365 Copilot,assistant,1,high,Enterprise LLM copilot embedded in Office apps — the rubric's worked example for assistant.,claude-fable-5,2026-07-05T00:00:00Z,qc_confirmed
