agency,use_case_name,cohort,bureau_component,current_is_generative_ai,is_general_llm_access,ai_sophistication,ai_classification,ai_classification_normalized,stage_normalized,operational_date,tool_product_name,system_name,vendor_name,problem_statement,expected_benefits,system_outputs,fired_keywords
DOJ,Pacer Search,under_declared,Department of Justice / PARDON,0,0,general_llm,Generative AI,Generative AI,deployed,01/2020,,Redacted for cybersecurity purposes.,Techsmith,Validate identity,The service provides more confidence that the correct person has been identified,PII about the individual.,
DOJ,Parse and Capture Data Submitted by Laboratories to the NFLIS Program,under_declared,Department of Justice / DEA,0,0,nlp_specific,Agentic AI,Agentic AI,pre_deployment,,,,,Collecting and entering information from registrants in the National Forensic Laboratory Information System (NFLIS) program takes considerable time and effort and is prone to human error,"Cost savings, reduced customer wait times, and improved accuracy of reporting.",Extraction of information into a matrix of rows and columns which links identified substances to individual drug exhibits.,
DOJ,Percipio Skillsoft,under_declared,Department of Justice / Department Wide,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,Helps employees identify relevant training courses.,Interactive tool customizes learning environments for the workforce's individual needs.,Training recommendations.,
DOJ,Prisoner Assessment Tool Targeting Estimated Risk and Needs (PATTERN),under_declared,Department of Justice / OJP,0,0,predictive_analytics,Agentic AI,Agentic AI,deployed,07/2025,,Redacted for cybersecurity purposes.,,The intended use is to predict the risk of recidivism for incarcerated adults.,Addressing the risk of recidivism with appropriate programming and services to reduce the likelihood of reengagement with the justice system.,Recidividism risk calculations.,
DOJ,Qualtrics,over_contradict,Department of Justice / ENRD,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,Qualtrics,,,"Qualtrics is a cloud-based service that can send out survey and record responses. ENRD uses it to send out questionnaires to its own employees to gather feedback on issues such as training needs and student feedback on training sessions. ENRD also uses Qualtrics to collect victim impact statements and to collect public input in environmental justice matters. Qualtrics includes a sentiment analysis feature, but ENRD has not used it. Sentiment analysis can review narrative responses from respondents and summarize the overall sentiment of a group of respondents and surface insights and issues from a large number of responses.",It can provide immediate analysis of respondent sentiment and surface insights. It can reduce the number of hours and effort to read and score narrative responses and summarize the overall opinion on the subject.,Survey responses and reports summarizing data from responses.,
DOJ,"R (Forecasting, predictive analytics, data/statistical analysis)",under_declared,Department of Justice / ATR,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,Forecasting market conditions using various data sources for economic analyses.,"Provides ATR with the ability to analyze, summarize, synthesize, and manage various data sources and data formats to support economic and statistical analysis of corporation and market conditions. ATR relies heavily on data analytical tools to support micro - and macro-level analysis.","predictive model outputs
statistical analysis
natural language processing
text analytics
forecasting predictions
optimization recommendations
risk analysis scores
anomaly detection 
customer segmentation groupings
decision tree analysis paths",
DOJ,ServiceNow,over_contradict,Department of Justice / Department Wide,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,09/2019,ServiceNow Now Assist,Redacted for cybersecurity purposes.,ServiceNow,ServiceNow automates IT helpdesk tickets triage and classification and can handle routine inquires and simple tasks to free up resources to focus on higher priority issues.,"To automate engagement with IT helpdesk personnel for IT requests. ServiceNow is a cloud-based platform that digitizes and automates workflows. It provides IT support to common and simple requests 24/7, and virtual agents handle common inquires that free staff for higher priority issues. Consistent processing could help reduce errors and increase efficiency.","Automated service requests
Incident resolution recommendations
Virtual agency responses
Data insights and analytics reports
Search results and recommendations 
Documented and categorized knowledge-based articles.",agent; workflow
DOJ,Speech to Text Managed Service - Voice Transcription to Text,over_contradict,Department of Justice / OIG,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,04/2024,OpenAI API,Redacted for cybersecurity purposes.,"Microsoft, OpenAI",Reducing turnaround times for transcribed services and to reduce the need for contracted transcription services of audio files,Cost savings towards less time and materials for an individual to fully process the recording and quicker turnaround of transcription delivery.,"Speech-to-text recognition of spoken content within an audio file.  In addition, a summary of the transcribed content can be created.",openai
DOJ,"Stata (Forecasting, predictive analytics, data/statistical analysis)",under_declared,Department of Justice / ATR,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,Forecasting market conditions using various data sources for economic analyses.,"Provides ATR with the ability to analyze, summarize, synthesize, and manage various data sources and data formats to support economic and statistical analysis of corporation and market conditions. ATR relies heavily on data analytical tools to support micro - and macro-level analysis.","predictive model outputs
statistical analysis
natural language processing
text analytics
forecasting predictions
optimization recommendations
risk analysis scores
anomaly detection 
customer segmentation groupings
decision tree analysis paths",
DOJ,Summarization Tool,over_contradict,Department of Justice / FBI,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,01/2025,,Redacted for cybersecurity purposes.,,Summarization,Faster FBI operations,Data summarization,
DOJ,Thomson Reuters Drafting Assistant Tool for MS Word,over_unspecified,Department of Justice / FBOP,1,0,general_llm,,Unspecified,retired,,,,,,,,assistant
DOJ,Thomson Reuters Vigilant Vehicle Manager,over_contradict,Department of Justice / ATF,1,0,computer_vision,Computer Vision,Computer Vision,deployed,09/2020,,Redacted for cybersecurity purposes.,Motorola,"The purpose of the AI use case in Thomson Reuters Vigilant Vehicle Manager is to intelligently organize, correlate, and analyze large volumes of license plate and vehicle sightings data. By automating the identification of recurring patterns and providing data-driven insights, it streamlines the workflow for identifying vehicles that may warrant attention. The AI capabilities reduce time-consuming manual reviews, improve accuracy in spotting significant trends, and help allocate investigative resources more effectively for timely and well-informed actions.",License plate reader systems are used by law enforcement to assist with identification of vehicles associated with criminal investigations. ATF has no role in training or managing AI capabilities which are incidental to providing the service.,"The AI features produce overviews of vehicle activity, highlight recurring patterns, and point to areas for further review.",workflow
DOJ,USTP AI Assistant,over_contradict,Department of Justice / USTP,1,1,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,Microsoft Copilot Studio,,,"Intended purpose is to enable USTP's IT team to understand the process to develop, test, tune and use Microsoft various AI services--Azure Open AI, Azure Open AI Foundry, Microsoft Copilot Studio.  A secondary purpose is understanding the full costs and time to develop and implement a use case from start to finish.  A tertiary purpose is to ensure the Generative AI service is providing useful responses and value given the cost and time to setup and deploy.",Intended benefits of using Microsoft AI services would be to enable USTP staff to find information quickly on relevant questions they may have.  The use cases tested in Pre-Deployment phase  would help reduce Help Desk calls and increase productivity of users enabling them to find technical information quickly. Potential to help generate new content based on pilot testing.,"Given the outputs range due to the specific AI Assistants objective USTP will provide a couple of examples that are in Pre-Deployment Technical Feasibility testing now:

1). HR Assistant - Trained on USTP's SharePoint Intranet pages to answer common questions about various human resources support issues. 

2). Briefing Assistant - Review public documents that were previous submitted USTP briefs on specific bankruptcy cases to easily search and find these cases.",copilot; generative ai; assistant
DOJ,UiPath Document Understanding,under_declared,Department of Justice / USMS,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"Reduce errors and delays in manual data interpretation and data entry. Potential for significant time savings, additional security and reliability since staff are not working through multiple applications to get the same task done.","Use case  helps improve customer experience. It simplifies the processing of complex, unstructured data, expediting decision-making processing, onboarding, and servicing. Automating document processing also reduces the risk of errors. By mitigating the risk of human error, data input errors, missed information, and incorrect procedures are less likely to occur. The result is improved compliance, reduced time people spend on rework, and less losses for the agency.","Extract and interpret data from a wide range of document types and formats, including images, PDFs, handwriting, signatures, checkboxes, and tables.",
DOJ,Unmanned Aerial Systems (UAS),over_contradict,Department of Justice / ATF,1,0,computer_vision,Computer Vision,Computer Vision,deployed,01/2024,,Redacted for cybersecurity purposes.,Airship AI Holdings Inc.,"Airship is an enterprise video management platform used to manage, secure, store, and analyze video surveillance obtained through criminal investigations. The airship platform includes AI-based capabilities for optical character recognition (OCR) for car license plates, airplane tail numbers, etc. and object detection with customizable near-real time alerts.",AI features help to support agent monitoring of surveillance video streams to ensure rapid notifications when predefined events occur that are pertinent to a criminal investigation.,"Bounding boxes for video frames and metadata regarding the detected object characteristics, alphanumeric digitized text from OCR",agent
DOJ,Veritone Redact,under_declared,Department of Justice / ATF,0,0,general_llm,Generative AI,Generative AI,deployed,11/2024,,Redacted for cybersecurity purposes.,aiWARE,The purpose of the AI use case in Veritone Redact is to support ATF in processing Freedom of Information Act (FOIA) requests by automating the redaction of sensitive information within audio and video files.,"The expected benefits of the AI use case in Veritone Redact involve enhancing the efficiency and accuracy of redacting sensitive information within audio and video files. By automating the identification and redaction of personally identifiable information and other confidential content, the AI reduces the time and effort required from staff to process multimedia materials. This leads to faster turnaround times for releasing information, thereby reducing customer wait times for FOIA requests. The AI-driven redaction process also helps ensure compliance with privacy laws and regulations, minimizing the risk of inadvertently disclosing sensitive information. These efficiencies result in cost savings through reduced labor hours and improved resource allocation. Overall, the AI in Veritone Redact is expected to improve operational efficiency, enhance compliance, and support timely access to information for the public.",The AI system in Veritone Redact outputs recommendations and automated actions to support the redaction of sensitive information within audio and video files. It intelligently identifies personally identifiable information and other confidential content that may need to be redacted under legal exemptions. All suggested redactions are reviewed and approved by human staff to ensure compliance with legal standards.,
DOJ,"Voicemail Transcription, Translation and Summarization",under_declared,Department of Justice / PARDON,0,0,general_llm,Generative AI,Generative AI,pilot,09/2025,,Redacted for cybersecurity purposes.,Amazon,"PARDON would like to leverage transcription, translation and summarization services available in the GCC high cloud environment to help reduce the processing time and level of effort associated with responding to voicemail inquiries.","Cost savings, reducing customer wait times, improving customer experiences, improving PARDON Attorney experiences, and improving multi-lingual access to the government.","The primary output from this use case is an email that provides an AI generated summary of the voicemail and includes the following attachments: the original voicemail (.wav file), a text file that includes the transcribed voicemail, and a text file that includes the translated voicemail (for non-English voicemails).  This email is sent to the shared PARDON inbox and processed with other email requests.",
DOJ,Westlaw (AI assisted legal research),over_contradict,Department of Justice / Department Wide,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,10/2019,Westlaw AI,Redacted for cybersecurity purposes.,Thomson Reuters,Addresses manual process of conducting legal research.,Performs legal research and improves accuracy and efficiency of legal research.,"Recommends caselaw and other legal materials (statutes, regulations, scholarly articles, etc.) and, in some circumstances, an overview of the law in response to queries.",
DOJ,Westlaw (People Search),over_contradict,Department of Justice / PARDON,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,01/2024,Westlaw AI,Redacted for cybersecurity purposes.,Westlaw,Improve the accuracy and comprehensiveness of a clemency applicant's personal data.,"Allows the retrieval of personal data for an individual such as historical addresses.

Improve the accuracy and comprehensiveness of a clemency applicant's personal data.",Summary,
DOL,Audio Transcription,under_declared,OWCP||VETS||WHD,0,0,general_llm,Generative AI,Generative AI,deployed,03/22/2023 00:00:00,,Azure,Azure PIID: NNG15SD60B,"The AI is intended to ensure accurate records of voicemails for tracking and follow-up purposes on claims.  The transcription service allows more time for the claims examiner to focus on more critical tasks such as decisions on claims as opposed to spending time documenting the call themselves.  Having more time to focus on critical tasks, in turn, enables higher levels of customer service.",Transcription of speech to text for records keeping using natural language processing models.,Text transcription,
DOL,Automatic Data Processing Workflow with Form Recognizer (9130/9178 Reconciliation Project),over_unspecified,ETA,1,0,computer_vision,,Unspecified,retired,,,,,,,,workflow
DOL,Automatic Document Processing,under_declared,OWCP,0,0,general_llm,Generative AI,Generative AI,deployed,05/29/2023 00:00:00,,Azure,"Synergy PIID: 1605DC19A0004
Azure PIID: NNG15SD60B","The AI is intended to allow the claims examiner more time to focus on more critical adjudication tasks.  The CM-929 and CM-908 forms amount to tens of thousands of incoming correspondence on an annual basis.  Claims examiners were cumulatively spending an excess amount of time each year reviewing the forms only for indications of a change in circumstances (based on a check-the-box indicator) or similar notice.  This would then be followed by the entry of a code signifying receipt in the Automated Support Package.  Only a very small number of forms received each year require a modification of benefits.  AI is easily able to handle this task, and ensures that forms indicating a change in circumstances are reviewed by a human, while the remainder are processed by the AI, reducing wait times in other areas of the adjudication process for claimants.",Automatic processing of continuation of benefits form to extract pre-defined selection boxes. AI tool will extract data from the forms.,AI tool will extract data from the forms for further processing,
DOL,Case Recording summarization,over_unspecified,OSHA,1,1,classical_ml,,Unspecified,retired,,,,,,,,
DOL,ETA Grants Monitoring Tool through Doc Explorer,under_declared,ETA,0,0,general_llm,Generative AI,Generative AI,deployed,07/05/2025 00:00:00,,Azure Open AI and AWS,N/A,"Automates review of grant documents to detect anomalies, delays, and compliance issues.
Improves consistency and accuracy in monitoring across programs.","Saves time during site visit. Enhances monitoring efficiency and ensures accurate, timely use of Grants",Summaries and Question answer,
DOL,Notice of Deficiency (NOD) Text Generation using Generative AI model,over_unspecified,ETA,1,1,general_llm,,Unspecified,retired,,,,,,,,generative ai
DOL,Website Chatbot Assistant,over_unspecified,OTAA,1,0,general_llm,,Unspecified,retired,,,,,,,,chatbot; assistant
DOT,AI Operations Laboratory (OPSLAB),under_declared,CAIO,0,0,agentic,Agentic AI,Agentic AI,pre_deployment,,,,,"Provides operational AI use case developers with access to shared environments with all OCIO-cleared AI functionality for use case experimentation, development, and initial data and model risk management identification and mitigation.",,The OPSLAB shared service accelerates AI-enabled operational use case development at the Department by providing AI developers  with direct access to an established platform that contains all available AI tools for that environment rather than making chan,
DOT,Advanced Research and Testing (ART) Network,under_declared,"CAIO, Volpe, OST-R",0,0,agentic,Agentic AI,Agentic AI,pre_deployment,10/24/2024 12:00:00 AM,,,,"The ART Network is the shared service environment for AI research and development activities that provides researchers with access to a rapid AI innovation, exploration, development, and sharing platform using secure and approved IT infrastructure.",,The ART Network shared service accelerates AI-enabled research at the Department by providing researchers with direct access to an established platform that contains all available AI tools for that environment rather than making changes to an existing env,
DOT,Case and Document Management Copilot,over_contradict,FAA AGC,1,1,general_llm,Other,Other,pre_deployment,,,,,"The Copilot would be natively embedded across an application to deliver a consistent user experience that can answer questions, generate content, and dynamically automate any action.",,"The copilot includes a library of actions, which are pre-programmed capabilities that enable the copilot to not only answer questions using business data, but also string together workflows to get things done in support of users.",copilot
DOT,"Enterprise ""Ask Dottie"" ChatBot Capability",over_contradict,"CAIO, HASS, Volpe",1,1,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,Secure enterprise AI-enabled question and answer ChatBot capabilities for natural language querying of documents and data.,,Provides the Department with secure enterprise-wide LLM ChatBot capabilities that can be tailored to specific use cases.,chatbot
DOT,Human Resources Policy Manual (HRPM) LLM Document Search,over_contradict,FAA AHR,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,04/01/2024 12:00:00 AM,,,,To allow employees to quickly and easily (via natural language processing) ask Human Resource policy questions and quickly receive back an easy to understand response.,,The system outputs HR policy in response to questions which are input by users (employees).,llm
DOT,Identification of Similar Continued Operational Safety (COS) Events,over_contradict,FAA AVS,1,0,classical_ml,Other,Other,deployed,01/02/2024 12:00:00 AM,Palantir AIP,,,"AIR is utilizing AI within Palantir Foundry (i.e., Foundry's ""Artificial Intelligence Platform"" (AIP)) to search, find and link similar types of events (e.g., Continued Operational Safety (COS) event reports, Notices of Noncompliance (NCN), semantic searc",,The output aggregates information from disparate sources to provide an integrated view of events that are similar.,
DOT,Predictive Analytics Using Autonomous Track Geometry Measurement System (ATGMS) Data,over_contradict,FRA,1,0,predictive_analytics,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,pre_deployment,,,,,"Description: Leveraging large volumes of these recursive track geometry measurements to develop and implement automated machine-learning-based processes for analyzing, predicting, and reporting track locations of concern, including those with significant",,"Inspection report that includes the trending of track geometry measures and time to failure (i.e., maintenance and safety limits).",autonomous
DOT,Prognosis and Diagnosis Based on Contributing Factors to Safety Risk,over_contradict,FAA AJO,1,1,general_llm,Other,Other,pre_deployment,,,,,To increase expainability and interpretability of changes in safety risk based on contributing factors from and LLM tuned to Human Factors Common Taxonomy.,,What are the Human Factors Common Taxonomy factors that are associated with a change in safety risk in the NAS.,llm
DOT,Public Comment Analyzer (PCA),under_declared,OST,0,0,general_llm,Agentic AI,Agentic AI,deployed,02/14/2025 12:00:00 AM,,,,"The business goal of this project is to use a powerful language model to analyze public comments. The model will:
•	Categorize comments into different topics
•	Detect the sentiment (positive, negative, or neutral) of the comments
•	Generate summaries of the comments
•	Provide daily updates on the comments
•	Allow secure access to the information",The anticipated benefits are: Improve the accuracy of the analysis; reduction of human analysis required to review all public comments; streamline the process of reviewing comments; keep feedback up to date to help inform decision making. It will allow subject matter experts (SMEs) to more quickly review summaries of the submitted comments and obtain additional details where and as needed. It will also provide SMEs with the general sentiments of public comments,Data is available on Regulations.gov.,
DOT,Remote Maintenance Monitoring (RMM) Analyzer Copilot,over_contradict,FAA AJO,1,1,general_llm,Other,Other,pre_deployment,10/30/2024 12:00:00 AM,,,,"The intended purpose of the AI is to serve as a ""Copilot"" for technical operations, allowing users to interact with complex data in plain language. This Copilot will retrieve, interpret, and present relevant information from the Instrument Landing Systems",,"""Enhanced Accessibility: Users can pose questions in plain language, bypassing the need for technical know-how on data filtering or analysis, making data insights available to a broader range of personnel.
Time Efficiency: By quickly retrieving relevant d",copilot
DOT,Tech Ops LLM Document Search,over_contradict,FAA AJO,1,0,general_llm,Other,Other,pre_deployment,05/01/2024 12:00:00 AM,,,,"The AI system designed for Tech-Ops personnel is a comprehensive support tool that enhances efficiency by providing rapid, contextually accurate answers drawn from a central Knowledge Library. This Knowledge Library contains Technical Instruction Manuals,",,"Direct Answers to Queries: When a technician inputs a question in plain language, the AI generates a concise, relevant answer drawn directly from the Technical Instruction Manuals, Maintenance Handbooks, or other materials in the Knowledge Library. This r",llm
DOT,Transportation AI-enabled Network (TrAIN),under_declared,CAIO,0,0,agentic,Agentic AI,Agentic AI,pre_deployment,,,,,"The TrAIN is the set of shared service environments for operational AI use cases that provides AI developers with a pre-established, secure AI-enabled environments for development, testing and deployment under the Chief AI Officer's compliance and risk ma",,The TrAIN shared service accelerates AI-enabled operational use case deployment at the Department by providing AI developers  with direct access to an established platform that contains all available AI tools for that environment rather than making change,
ED,Aidan Chat-bot,over_contradict,Federal Student Aid,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,2021-05-16 00:00:00,,DCC,Accenture,Easing the access to information for borrowers,"Federal Student Aid's (FSA) virtual assistant uses natural language processing to answer common financial aid questions and help customers get information about their federal aid on StudentAid.gov. In just over two years, Aidan has interacted with over 2.6 million unique customers, resulting in more than 11 million user messages.","Text answers, presented in a chat interface with users",assistant
ED,Generative AI and Foundation Model Integration,over_contradict,Federal Student Aid,1,1,general_llm,Other,Other,deployed,2024-11-13 00:00:00,AWS Bedrock,EDMAPS,Amazon Web Services,Providing access to multi-vendor suite of AI tools & models,"AWS Bedrock enables organizations to build and scale applications powered by foundation models, supporting use cases such as text generation, summarization, conversational AI, personalization, and content creation, with seamless integration into existing AWS services and infrastructure.",Textual answers to general purpose questions,generative ai; conversational ai; bedrock
ED,IPAC RPA Bot,over_contradict,Office of Finance and Operations,1,0,classical_ml,Other,Other,deployed,2024-02-01 00:00:00,,ENT_Tech,iCatalyst Inc,Reducing the manual data processing steps from inter-agency financial requests,"The IPAC Workflow bot downloads a date range csv file from the Treasury Department's IPAC system, reformats the entries to fit the ED system, and uploads them to the ED SharePoint sites and the Financial system, ensuring data quality and reliability.",Tables containing collected financial transaction data,workflow
EPA,Briefcam,over_contradict,OECA,1,0,computer_vision,Computer Vision - AI that processes and interprets visual data (e.g.; images and videos).,Computer Vision,pilot,,,,,Speed the review and improve the accuracy of captured surveillance footage.,This product will help increase case investigation speed by greatly reducing the amount of time Special Agents spend reviewing video footage.,Briefcam produces a summary video containing bookmarked images to the surveillance footage location the event is identified from.,agent
EPA,Document comparison,under_declared,Region 8,0,0,general_llm,Generative AI,Generative AI,pilot,10/01/2025 00:00:00,,AI-Work,,Review and comparison of two documents,cutting back on the number of templates that we maintain.,text and comparison between two documents.,
EPA,Helpdesk chat assistant for common data system tasks,over_contradict,OFA,1,0,general_llm,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,09/12/2025 00:00:00,ServiceNow Now Assist,ServiceNow,ServiceNow,"The Chat Bot implementation increases Help Desk tier 0 resolution, resulting in higher customer satisfaction and better use of Help Desk resources.",Improving customer wait time.  Increasing Helpdesk agents' availability to resolve more complex IT incidents.,IT solutions recommendations,assistant; agent
EPA,Microsoft Power Automate (custom document processing model),over_contradict,OFA,1,0,classical_ml,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,09/01/2025 00:00:00,Custom In-House AI,Microsoft  Office 365,Microsoft,Saving time and money by extracting only useful information from lengthy utility bills and putting it into an easy to read format automatically.,Cost savings and reduced man hours.,AI extracts relevant data from lengthy documents.,
EPA,SF182 Form and Policy Assistant,over_contradict,OFA,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,pilot,08/01/2024 00:00:00,,,,This AI feature will solve the problem of the substantial confusion and miscommunication involved in submitting SF182 Training Requests.,"Significant reduction in FAQs, emails, messages, SF182 discrepancies, employee frustration, costs associated with improper SF182 routing and training cancellations.","The AI tool provides recommendations. These are recommendations on how to fill out the SF182, what fields need to be filled out based on other variables associated with the training request, and policy-driven responses that are not intuitive or easy to comprehend from the end-user's perspective.",assistant
EPA,Transitioning historical help desk knowledge to new help desk software,over_unspecified,OAR,1,0,classical_ml,,Unspecified,retired,,,,,,,,
FDIC,CFOO Admin Chatbot,over_contradict,Division of Finance,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,01/2023,,Internal Chatbot RASA,,Compiling data from internal FDIC website and targeted documents to answer questions about CFOO admin. The AI solution is intended to increase user access to already available data in a more digestible form. This helps internal employees self solve problems quickly when engaging with administrative issues.,"Makes information more readily available , searchable and readable. This internal solution improves operational efficiency of the agency.","An answer to the users question the user asks the bot. This addresses topics on internal division administrative questions including office maintenance, training, HR questions, policy, and security.",chatbot
FDIC,CFOO Travel Chatbot,over_contradict,Division of Finance,1,0,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,09/2020,,Internal Chatbot RASA,,Compiling data from internal FDIC website and targeted documents to answer questions about FDIC travel. The AI solution is intended to increase user access to already available data in a more digestible form. This helps internal employees self solve problems quickly when engaging with travel issues.,"Makes information more readily available, searchable and readable. This internal solution improves operational efficiency of the agency.","An answer to the users question the user asks the bot. This addresses internal agency questions on travel including directives, policy, training, limits, and alerts.",chatbot
FDIC,Criminal Background Investigation,under_declared,Division of Administration and Office of Inspector General,0,0,general_llm,Generative AI,Generative AI,deployed,Jan-03,,CLEAR,CLEAR,"By automating the verification process for conducting background screenings, the tool helps FDIC make faster and more informed hiring and investigatory decisions.","Improving the time in completing background screening.  Reduce inaccurate and/or incomplete information on individuals.  Reduce the manual verification process, which can be cumbersome and place a heavy administration burden on HR staff. Protects FDIC insured institutions from high risk individuals.",Aggregation of public records used to evaluate risk.,
FDIC,Data Extraction from Contract PDF Files,under_declared,Division of Administration,0,0,general_llm,Generative AI,Generative AI,pre_deployment,,,,,"Reduce the time to extract specific information from electronic forms, saving time and reducing errors from this manual process.",The AI model will extract specific information (dates) from an electronic form. This will turn a manual process into an automated one saving worker time and increasing accuracy.,The output will be a spreadsheet that flags any contract actions that do not meet FDIC procurement standards- specifically wherein the contracting officer signs after the effective date.,
FDIC,Plain Language Policy Assistant,over_unspecified,Chief Information Officer Organization,1,0,general_llm,,Unspecified,retired,,,,,,,,assistant
FDIC,Social Listening,over_contradict,"Office of Communications, Division of Complex Institution Supervision & Resolution, Legal Division, Division of Risk Management Supervision",1,1,general_llm,Natural Language Processing (NLP),Natural Language Processing,deployed,01/2023,Meltwater,,Meltwater,"There are many social media sites that provide information useful to the FDIC's fulfillment of its mission; searching each independently is time consuming and inefficient. Summary of results for social and news items on the FDIC, liquidity risks, banking industry, and other relevant topics helps users to support mission.","Access to a centralized online tool that searches numerous social media sites expedites analysis of publicly available information. Utilized for social listening about policy issues, potential liquidity risks, banks,  and more to help support mission.",Outputs help to inform as to issues that may impact the FDIC's fulfillment of its mission. Outputs reflect the search results of prompts related to searches focused on mentioning the FDIC and trends affecting the ability of the FDIC to fulfill its mission.,llm
FDIC,Trust Document Entity Extraction - LLM,over_contradict,Division of Resolutions and Receiverships,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,pre_deployment,,,,,"The current trust document review process is labor intensive and may require further reviews by legal experts, hence, prolonging the processing time. By leveraging the use of a Large Language Model to automate the extraction of key information from trust agreements to match and verify customer form input, this will lead to a faster, accurate and efficient workflow for claims specialists.","The current trust document review process is labor intensive and may require further reviews by legal experts, hence, prolonging the processing time.  Using a LLM to automate the extraction of data will reduce manual effort and improve the quality of data extracted from trust documents.","By using the LLM, the extracted data will include key data elements, such as grantor/settler and beneficiaries from Trust Agreements along with the original Trust Agreement, which will be presented to users through an application user interface. This will  automate the extraction of key information from trust agreements to match and verify customer form inputs.",llm; large language model; workflow
FERC,Gas Blanket Certificates (Permitting),under_declared,FERC,0,0,general_llm,Generative AI,Generative AI,pilot,2025-11-24 00:00:00,,Microsoft Azure Commercial,Zvolvant (Small Business),"It is designed to streamline the classification, tracking, and summarization of filings and issuances related to blanket certificates, reducing manual workload and improving consistency across document types.","Improves operational efficiency by automating repetitive tasks, enhances transparency in regulatory processes, and accelerates access to structured data for both internal analysts and stakeholders from the analyst's responses.","The system generates categorized summaries of filings and issuances, flags sensitive content, and produces searchable metadata tags that support downstream reporting and compliance reviews.",
FERC,Summarization & Policy Analysis for Regulatory Comments (originally Leverage AI in the Rulemaking Process Use Case),over_contradict,FERC,1,0,nlp_specific,Natural Language Processing (NLP),Natural Language Processing,deployed,2025-10-15 00:00:00,,Microsoft Azure Commercial,Zvolvant (Small Business),"Addresses duration, efficiencies, and accuracies in initial comment analysis.",Reduces the time required for comment analysis as part of mission processes.,"1.Groups public comments by topic and identifies the overall sentiment: positive, negative, or neutral toward each issue.
2.Provides interactive summaries and visualizations that help analysts quickly understand what commenters are saying and how many are engaged on each topic.
3.Enables analysts to ask questions about the comments and receive AI-generated answers, making it easier to explore large volumes of feedback efficiently.",
FHFA,"Analytics,, Search, Queries and LLM integration for data management on Oracle",over_unspecified,OCIO,1,0,general_llm,,Unspecified,retired,,,,,,,,llm
FHFA,Mathematical formula transcription using Commonlook Online,under_declared,OCIO,0,0,general_llm,Generative AI,Generative AI,deployed,10/01/2024 00:00:00,,,Commonlook Online,Commonlook Online is used to translate complex mathematical formula into plain language for publicly released documents.,Efficiency,Commonlook Online is used to translate complex mathematical formula into plain language for publicly released documents.,
FHFA,Virtual Acquisition Office (VAO) Ally,under_declared,OCFO,0,0,general_llm,Generative AI,Generative AI,deployed,07/01/2024 00:00:00,,,VAO Ally,VAO Ally is part of the overall VAO subscription. VAO Ally reduces the amount of time necessary to research acquisition-related policy/guidance questions and scenarios by parsing through multiple resources and providing responses/answers based on a user’s question searched.,Efficiency,VAO Ally provides a summarized response/answer to the user’s question within the overall web-based VAO subscription. VAO Ally provides the source materials that supported its answer/output.,
FHFA,Workflow automation and predictive analytics using ServiceNow,over_contradict,OCIO,1,0,predictive_analytics,Classical/Predictive Machine Learning,Classical/Predictive Machine Learning,deployed,03/01/2023 00:00:00,ServiceNow Now Assist,ServiceNow,ServiceNow,"Help to automate workflows, predictive analytics, and providing intelligent service management solutions.",Efficiency,"ServiceNow utilizes AI for automating workflows, predictive analytics, and providing intelligent service management solutions.",workflow
FRB,Monitoring Earnings Conference Calls,over_contradict,Division of Monetary Affairs,1,1,general_llm,Natural Language Processing,Natural Language Processing,pre_deployment,,,,,Need to identify mentions of using genAI alongside research and development,Information on R&D at reported organizations,Call transcripts with keywords,genai
FRTIB,Contact Center AI,under_declared,Agency Wide,0,0,general_llm,Generative AI,Generative AI,deployed,10/1/2023 0:00,,Converge,Accenture Federal Services (AFS),Assist participant Service Representative interaction with plan participants,"Help with knowledgebase search, transcription and scripts","Transcriptions, knowledge articles",
