use_case_id_2024,tagged_by_agent,entry_type,is_generative_ai,ai_sophistication,deployment_scope,confidence,reasoning,is_general_llm_access,is_coding_tool,is_cots_commercial,tool_product_name,tool_vendor,is_microsoft_copilot,is_openai,is_anthropic,is_google,is_github_copilot,is_aws_ai,is_enterprise_wide,architecture_type,has_model_training,use_type,is_public_facing,scope_detail,is_product_capability_entry
36254,wave1-F,generic_use_pattern,0,classical_ml,enterprise_wide,low,"'Efficiencies, automations, continuous monitoring, compliance' for website hosting.",,,,,,,,,,,,1,inference_only,,it_operations,,,1
36255,wave1-F,custom_system,0,predictive_analytics,office,medium,'Measure the impact of economic scenarios on credit union financial performance' — supervisory econ modeling.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,,
36256,wave1-F,generic_use_pattern,0,classical_ml,enterprise_wide,low,'Cybersecurity Audit and Analysis … Information retrieval' — cyber pattern.,,,,,,,,,,,,1,inference_only,,cybersecurity,,,1
36257,wave1-F,generic_use_pattern,1,general_llm,enterprise_wide,medium,"'Generated text, automated reports, summarized content' for document management — GenAI office pattern.",,,,,,,,,,,,1,inference_only,,administrative,,,1
36258,wave1-F,generic_use_pattern,1,coding_assistant,office,medium,"'Generated code suggestions, refactored code, automated test cases' — coding assistant pattern.",,1,,,,,,,,,,0,inference_only,,it_operations,,,1
36259,wave1-F,custom_system,0,predictive_analytics,office,medium,'Improve Call Report data quality … lists of potential data outliers' — in-house data validation ML.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,,
36260,wave1-F,custom_system,0,predictive_analytics,office,medium,'Estimate loan default probability for Supervisory Stress Testing' — in-house credit model.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,,
36261,wave1-F,custom_system,0,predictive_analytics,office,medium,'Support credit union supervision … projected supervisory resource considerations' — risk indicator model.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,,
35034,wave1-F,product_deployment,1,general_llm,enterprise_wide,high,"Names 'ServiceNow GenAI ""Now Assist""' — FedRAMP High ServiceNow GenAI deployment.",,,1,Now Assist,ServiceNow,,,,,,,1,inference_only,,it_operations,,OCIO,
35035,wave1-F,bespoke_application,0,nlp_specific,office,high,'Uses a pre-trained BERT model (bert-base-uncased) to classify proposals' — fine-tuned BERT classifier.,,,,,,,,,,,,0,fine_tuned,1,mission_critical,,CISE/OAD,
35036,wave1-F,product_deployment,1,general_llm,office,high,Names 'Wellsaid … to generate placeholder voice over' — COTS voice generation.,,,1,WellSaid,WellSaid Labs,,,,,,,0,inference_only,,administrative,,OLPA,
35037,wave1-F,product_feature,1,general_llm,office,high,Names 'Photoshop's AI-powered tools … retouching of portraits' — Adobe product feature.,,,1,Photoshop,Adobe,,,,,,,0,inference_only,,administrative,,OLPA,1
35038,wave1-F,custom_system,0,nlp_specific,office,medium,"'Similar proposals submitted to NSF in the past, scored by their similarity' — text similarity model.",,,,,,,,,,,,0,custom_trained,1,mission_critical,,EDU/DRL,
35039,wave1-F,product_deployment,1,coding_assistant,pilot,high,"'AWS CodeWhisperer, Amazon Q and Bedrock … developer productivity' — AWS coding pilot.",,1,1,CodeWhisperer / Amazon Q,AWS,,,,,,1,0,inference_only,,it_operations,,OCIO,
35040,wave1-F,product_feature,1,general_llm,office,medium,'Airtable is a low code platform that incorporates Open AI' — Airtable AI feature.,,,1,Airtable AI,Airtable,,1,,,,,0,inference_only,,administrative,,TIP-ITE-ENGINES,1
35041,wave1-F,product_feature,1,general_llm,office,medium,'Airtable AI is prompted to look at the potential reviewers Linked In profile' — Airtable AI capability.,,,1,Airtable AI,Airtable,,1,,,,,0,inference_only,,administrative,,TIP-ITE-ENGINES,1
35042,wave1-F,bespoke_application,0,nlp_specific,office,low,'Efficient Tagging for the 10 Key Technology Areas' — NLP tagging of TIP awards.,,,,,,,,,,,,0,unknown,,mission_critical,,TIP/OAD,
35043,wave1-F,bespoke_application,1,general_llm,pilot,medium,'Develop and pilot an AI chat bot (or the like) that answers users text queries' on federal statistical data.,,,,,,,,,,,,0,rag_pipeline,,mission_critical,1,SBE/NCSES,
35044,wave1-F,generic_use_pattern,1,general_llm,pilot,low,"'No tool has been selected yet, exploring tools that may help with sorting requests' — FOIA pilot.",,,,,,,,,,,,0,unknown,,administrative,,OD/OGC,
35045,wave1-F,bespoke_application,1,general_llm,office,medium,'Exploring using a ChatGPT integration with NSF's Digital Asset Management system' for alt-text.,,,,ChatGPT,OpenAI,,1,,,,,0,inference_only,,administrative,,OD/OLPA,
35046,wave1-F,custom_system,0,nlp_specific,office,medium,'Application of BERTopic modeling (or a similar NLP method) is applicable to a portfolio analysis'.,,,,,,,,,,,,0,custom_trained,1,research,,OIA/EAC,
35047,wave1-F,custom_system,0,nlp_specific,office,medium,'Unsupervised NLP to identify topical themes within responses' — open-source topic model.,,,,,,,,,,,,0,custom_trained,1,research,,OD/OIA,
35048,wave1-F,product_deployment,0,computer_vision,office,high,"Names 'AWS product, Textract, as a character recognition tool' — COTS OCR.",,,1,Textract,AWS,,,,,,1,0,inference_only,,research,,OD/OIA,
35049,wave1-F,bespoke_application,1,general_llm,pilot,medium,'Ask NSF initial pilot … chatbot can be rapidly created using an AI Platform'.,,,,,,,,,,,,0,rag_pipeline,,administrative,,OCIO/DDAI,
35566,wave1-F,bespoke_application,1,general_llm,enterprise_wide,medium,'Draft voice to text transcription of investigation recordings' — generative transcription pilot.,,,,,,,,,,,,1,inference_only,,mission_critical,,,
35567,wave1-F,bespoke_application,0,nlp_specific,enterprise_wide,medium,'Semantic search of agency library of safety recommendation and report texts'.,,,,,,,,,,,,1,rag_pipeline,,mission_critical,,,
35050,wave1-F,bespoke_application,1,general_llm,bureau,high,'USA Class will provide draft PD content generated through large language models (LLMs)' — bespoke LLM app.,,,,,,,,,,,,0,rag_pipeline,,administrative,,HRS/HRSES,
35051,wave1-F,product_deployment,1,general_llm,enterprise_wide,high,'Copilot for Microsoft 365 is an AI-powered addition to the Microsoft 365 suite' — agency-wide Copilot deployment.,1,,1,Microsoft 365 Copilot,Microsoft,1,,,,,,1,inference_only,,administrative,,OCIO/CTO,
35568,wave1-F,custom_system,1,general_llm,office,medium,"'Artificial data that mimics the features, structures, and statistical attributes of end user/pensioner data' — synthetic data generation.",,,,,,,,,,,,0,unknown,,it_operations,,OIT,
35569,wave1-F,generic_use_pattern,0,classical_ml,office,medium,'Analyzing large data sets of end user activity to detect anomalies and potential security events'.,,,,,,,,,,,,0,inference_only,,cybersecurity,,OIT,1
35570,wave1-F,product_deployment,1,general_llm,office,high,Names 'Lexis +AI' for 'Legal Research'.,,,1,Lexis+ AI,LexisNexis,,,,,,,0,inference_only,,administrative,,OGC,
35571,wave1-F,generic_use_pattern,1,general_llm,enterprise_wide,low,"'Improved productivity, collaboration, information and communications' — generic GenAI productivity pattern.",,,,,,,,,,,,1,inference_only,,administrative,,,1
35572,wave1-F,generic_use_pattern,1,general_llm,enterprise_wide,low,"'Search results, translation, questions answered' — generic AI search pattern.",,,,,,,,,,,,1,inference_only,,administrative,,,1
35573,wave1-F,generic_use_pattern,0,predictive_analytics,enterprise_wide,low,"'Pattern identification, simulations, optimization and forecasting' — generic predictive pattern.",,,,,,,,,,,,1,inference_only,,it_operations,,,1
35574,wave1-F,generic_use_pattern,0,nlp_specific,enterprise_wide,low,"'Scheduling and managing social media posts using AI, including sentiment analysis' — generic pattern.",,,,,,,,,,,,1,inference_only,,administrative,,,1
35575,wave1-F,generic_use_pattern,0,classical_ml,enterprise_wide,low,'Optimized navigation for traffic and other purposes' — generic navigation pattern.,,,,,,,,,,,,1,inference_only,,administrative,,,1
35576,wave1-F,bespoke_application,1,general_llm,office,medium,'Enhances the review of public comment letters' producing summaries — generative summarization application.,,,,,,,,,,,,0,unknown,,mission_critical,,OIT,
35577,wave1-F,custom_system,0,classical_ml,office,low,'Automating the identification of failures to file certain forms' by investment companies — classifier (planning).,,,,,,,,,,,,0,unknown,,mission_critical,,Division of Investment Management,
35578,wave1-F,bespoke_application,1,general_llm,office,medium,'AI-generated text aggregating and summarizing federal acquisition policy' — generative acquisition assistant.,,,,,,,,,,,,0,rag_pipeline,,administrative,,Office of Acquisitions,
35579,wave1-F,bespoke_application,1,general_llm,office,medium,'Provides results to staff inquiries … knowledge articles and services' — HR knowledge search.,,,,,,,,,,,,0,rag_pipeline,,administrative,,OHR,
35580,wave1-F,custom_system,0,nlp_specific,office,medium,'Searches and extracts information from certain 8-K filings (HTML files and images)' — in-house extraction.,,,,,,,,,,,,0,unknown,,mission_critical,,Division of Corporation Finance,
35581,wave1-F,product_deployment,1,general_llm,office,low,'Improves communication and collaboration skills' via training transcription tool — likely COTS GenAI feedback.,,,1,,,,,,,,,0,inference_only,,administrative,,OHR,
35582,wave1-F,generic_use_pattern,1,general_llm,pilot,low,'Tests new mobile phone AI features' — exploratory pattern.,,,,,,,,,,,,0,unknown,,it_operations,,OIT,
35583,wave1-F,product_deployment,1,general_llm,office,low,'Allows staff to make and edit work-related videos' with AI-driven design — COTS video editor.,,,1,,,,,,,,,0,inference_only,,administrative,,OHR,
35584,wave1-F,custom_system,0,nlp_specific,office,medium,'Classifies staff comments' to improve CF review — in-house text classifier.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Division of Corporation Finance,
35585,wave1-F,custom_system,0,nlp_specific,office,medium,'Identifies potentially non-compliant 302 certifications of EDGAR filings' — contracted NLP review.,,,,,,,,,,,,0,unknown,,mission_critical,,OIT,
35586,wave1-F,custom_system,0,classical_ml,office,low,'Identification of anomalous cybersecurity alerts for review' — alert triage ML.,,,,,,,,,,,,0,unknown,,cybersecurity,,OIT,
35587,wave1-F,custom_system,0,nlp_specific,office,medium,'Identify audit reports included in EDGAR filings that are potentially non-compliant' — NLP compliance scan.,,,,,,,,,,,,0,unknown,,mission_critical,,OIT,
35588,wave1-F,bespoke_application,1,general_llm,office,medium,'Summaries of disclosures and answers to user-selected questions' — generative disclosure review.,,,,,,,,,,,,0,rag_pipeline,,mission_critical,,OCDO,
35589,wave1-F,bespoke_application,1,general_llm,office,medium,'Provides public users quick answers to technical questions about accessing EDGAR' — public-facing RAG chatbot.,,,,,,,,,,,,0,rag_pipeline,,mission_critical,1,EDGAR Business Office,
35590,wave1-F,custom_system,0,nlp_specific,office,medium,'Identifies when required signatures are potentially missing in EDGAR filings' — NLP compliance check.,,,,,,,,,,,,0,unknown,,mission_critical,,OIT,
35591,wave1-F,custom_system,1,general_llm,office,medium,'Analyzes earnings call transcripts and EDGAR filing disclosure of risk factors' — summarization/comparison.,,,,,,,,,,,,0,unknown,,mission_critical,,OIT,
35592,wave1-F,generic_use_pattern,1,general_llm,pilot,low,'Tests workflows to inform guidance for future AI use case development' — FinHub exploration.,,,,,,,,,,,,0,unknown,,research,,FinHub,
35593,wave1-F,generic_use_pattern,1,general_llm,pilot,low,'Tests web-based AI features' — exploring AI products for enterprise use.,,,,,,,,,,,,0,unknown,,it_operations,,OIT,
35594,wave1-F,custom_system,0,nlp_specific,office,medium,'Identifies certain similarities in names across data sources' — entity-matching NLP.,,,,,,,,,,,,0,unknown,,mission_critical,,EXAMS,
35595,wave1-F,custom_system,0,nlp_specific,office,medium,'Automates conversion of plain-language text into machine-readable standardized notations'.,,,,,,,,,,,,0,unknown,,mission_critical,,EXAMS,
35596,wave1-F,custom_system,0,predictive_analytics,office,medium,'Identifies potentially manipulative trading activity' in registrant data — trade-surveillance ML.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,EXAMS,
35597,wave1-F,generic_use_pattern,1,general_llm,pilot,low,'Experimentation using technology to determine if appropriate to enhance examiner efficiency'.,,,,,,,,,,,,0,unknown,,research,,EXAMS,
35598,wave1-F,custom_system,0,nlp_specific,office,medium,'Natural Language Processing Techniques to Search and Analyze Certain Filings'.,,,,,,,,,,,,0,unknown,,mission_critical,,EXAMS,
35599,wave1-F,custom_system,0,predictive_analytics,office,medium,'Machine Learning/Artificial Intelligence Techniques to Predict Entities With Certain Risk Characteristics'.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,EXAMS,
35600,wave1-F,custom_system,0,nlp_specific,office,medium,'Help staff more efficiently search and analyze disclosure text' — in-house filings parser.,,,,,,,,,,,,0,unknown,,mission_critical,,EXAMS,
35601,wave1-F,custom_system,0,predictive_analytics,office,medium,'Identifies accounts with certain activity of interest' — surveillance ML.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,EXAMS,
35602,wave1-F,product_deployment,1,coding_assistant,office,medium,'Helps staff with coding-related tasks … outputs code responsive to the user's request' — coding assistant.,,1,,,,,,,,,,0,inference_only,,it_operations,,ENF & DERA,
35603,wave1-F,product_deployment,0,nlp_specific,office,medium,'Optical Character Recognition (OCR) for Records Analysis' — COTS OCR.,,,1,,,,,,,,,0,inference_only,,mission_critical,,ENF,
35847,wave1-F,custom_system,0,predictive_analytics,office,medium,'Extreme load analysis … likelihood of peaks in energy demand' — in-house RShiny statistical model.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Enterprise Planning,
35848,wave1-F,custom_system,0,nlp_specific,office,medium,'Intelligent search capability to quickly find' inventory items — in-house catalog search.,,,,,,,,,,,,0,unknown,,administrative,,Supply Chain,
35849,wave1-F,custom_system,0,computer_vision,office,medium,'Monitoring of vegetation around transmission line' via NV5 LiDAR/CV — vegetation CV analytics.,,,,,,,,,,,,0,unknown,,mission_critical,,Right of Way,
35850,wave1-F,custom_system,0,nlp_specific,office,medium,"'Use NLP to classify condition reports as C, E, or WO level' — in-house NLP classifier.",,,,,,,,,,,,0,custom_trained,1,mission_critical,,Enterprise Analytics & Innovation,
35851,wave1-F,custom_system,0,nlp_specific,office,medium,'Use NLP to search through CRs … topic modeling' — in-house condition-report NLP search.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Enterprise Analytics & Innovation,
35852,wave1-F,custom_system,0,predictive_analytics,office,medium,'Predictive analytics and confidence levels to track materials' through supply chain.,,,,,,,,,,,,0,unknown,,administrative,,Supply Chain,
35853,wave1-F,custom_system,0,computer_vision,office,medium,'Helicopter image data' search engine — in-house CV indexing.,,,,,,,,,,,,0,unknown,,mission_critical,,Enterprise Analytics & Innovation,
35854,wave1-F,custom_system,0,computer_vision,office,high,'Use computer vision to detect rate of change of water temperature with thermal image data … dam leakage'.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Enterprise Analytics & Innovation,
35855,wave1-F,custom_system,0,predictive_analytics,office,medium,'Groundwater evaluation Tool … statistical analysis of groundwater monitoring data' — in-house statistical tool.,,,,,,,,,,,,0,unknown,,mission_critical,,Generation Projects & Fleet Strategy,
35856,wave1-F,custom_system,0,predictive_analytics,office,medium,'GMET is an R Shiny application that uses Phreeqc geochemical models' — in-house scientific modeling.,,,,,,,,,,,,0,unknown,,mission_critical,,Generation Projects & Fleet Strategy,
35857,wave1-F,custom_system,0,predictive_analytics,office,medium,'Linear model to predict hourly unitized charging load' for EVs — in-house regression.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Commercial Energy Solutions,
35858,wave1-F,custom_system,0,predictive_analytics,office,medium,'KNN regression to predict hourly unitized impact of an upgraded CWHP' — in-house ML.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Commercial Energy Solutions,
35859,wave1-F,custom_system,0,predictive_analytics,office,medium,'DR dispatch simulation to demonstrate hourly unitized impact of an EE/DR smart thermostat'.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Commercial Energy Solutions,
35860,wave1-F,custom_system,0,predictive_analytics,office,medium,'Set of ~200 linear models for other EE & BE measures' — in-house regression models.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Commercial Energy Solutions,
35861,wave1-F,custom_system,0,predictive_analytics,office,medium,'Light-weight MLOps tool for the modeling of energy efficiency and electrification measure-level impact shapes'.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Commercial Energy Solutions,
35862,wave1-F,custom_system,0,predictive_analytics,office,medium,'Generate sample bills … expected shape/magnitude of new behind-the-meter solar arrays' — internal model.,,,,,,,,,,,,0,unknown,,mission_critical,,Commercial Energy Solutions,
35863,wave1-F,custom_system,0,predictive_analytics,office,low,'3-class allocation of TVA's total monthly fuel cost' — internal allocator (rule-based; minimal AI).,,,,,,,,,,,,0,unknown,,administrative,,Commercial Energy Solutions,
35864,wave1-F,custom_system,0,predictive_analytics,office,low,'Visualization and export tool for the outputs of ES&P's system planning processes' — internal portfolio tool.,,,,,,,,,,,,0,unknown,,administrative,,Commercial Energy Solutions,
35865,wave1-F,custom_system,0,classical_ml,office,medium,'Clustering and nearest neighbor models to analyze analog signal data' — classical ML for diagnostics.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Monitoring Diagnostics Management,
35866,wave1-F,custom_system,0,predictive_analytics,office,high,'Predict energy and demand out to 30 years' — long-horizon load forecasting.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Enterprise Planning,
35867,wave1-F,product_deployment,0,computer_vision,office,medium,Names 'ArcGIS' platform for 'image processing and image analysis' — Esri COTS GIS with AI features.,,,1,ArcGIS,Esri,,,,,,,0,inference_only,,mission_critical,,GIS,
35868,wave1-F,generic_use_pattern,0,classical_ml,department,medium,'Automated tooling … detection of anomalous behavior across the network' — SOC anomaly tooling.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Network/Cyber,
35869,wave1-F,generic_use_pattern,0,classical_ml,department,medium,"'SIEM Alerting Models … faster alerting, review, and response to terabytes of log data'.",,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35870,wave1-F,generic_use_pattern,0,classical_ml,department,medium,'Prioritizing severity' across thousands of vulnerabilities — vulnerability-management ML.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35871,wave1-F,generic_use_pattern,0,classical_ml,department,medium,'Mathematical and probabilistic based' threat models against 'billions of data points' — ATP.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35872,wave1-F,generic_use_pattern,0,classical_ml,department,medium,'Real-time exchange of machine-readable cyber threat indicators' — adaptive cyber protection.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35873,wave1-F,custom_system,0,classical_ml,department,medium,'Proprietary machine learning models help discover the systems and applications belonging to TVA' — ASM tooling.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35874,wave1-F,generic_use_pattern,0,classical_ml,department,medium,'Automated detection capabilities leveraging deep packet inspection' — XDR-style threat detection.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35875,wave1-F,generic_use_pattern,0,classical_ml,department,medium,'AI-generated signals regarding normative human behavior' for email protection.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35876,wave1-F,product_deployment,0,nlp_specific,office,medium,Names 'Natural Reader … Text-to-speech desktop software' — COTS TTS.,,,1,NaturalReader,NaturalReader,,,,,,,0,inference_only,,administrative,,Workforce Development,
35877,wave1-F,custom_system,0,predictive_analytics,office,medium,'Multi-scale graph neural network-based autoregressive model … trained on historical weather data' — river forecasting GNN.,,,,,,,,,,,,0,custom_trained,1,mission_critical,,Riverfleet Management Services,
35878,wave1-F,generic_use_pattern,0,classical_ml,department,medium,'AI-enriched threat intelligence' for SOC analysts — SOAR/SecOps AI assist.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35879,wave1-F,generic_use_pattern,0,classical_ml,department,medium,Duplicate 'Advanced Threat Protection' entry — same 'mathematical and probabilistic' ATP tooling.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35880,wave1-F,generic_use_pattern,0,classical_ml,department,medium,'Augmented by a proprietary machine learning algorithm' protecting web applications.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Network,
35881,wave1-F,generic_use_pattern,0,classical_ml,department,medium,'Detection of anomalous behavior across the network' — SOC intrusion-detection tooling.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35882,wave1-F,generic_use_pattern,0,classical_ml,department,low,"'Analysis of files, URLs, Hashes … if contents are malicious' — malware analysis ML.",,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35883,wave1-F,generic_use_pattern,0,classical_ml,department,low,'Near real-time delivery of relevant and actionable threat information' — threat intel feed with ML enrichment.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Cybersecurity,
35884,wave1-F,product_feature,0,nlp_specific,enterprise_wide,medium,"'Auto-complete search queries, natural language support, and typo handling' on the enterprise portal.",,,,,,,,,,,,1,inference_only,,administrative,,T&I Operations,
35885,wave1-F,generic_use_pattern,0,classical_ml,department,medium,'Real-time visibility into network communications … OT systems' — OT-network anomaly detection.,,,,,,,,,,,,0,inference_only,,cybersecurity,,Transmission,
35604,wave1-F,product_deployment,1,general_llm,enterprise_wide,high,Title 'Microsoft Copilot for Internal Employees' enhancing 'workplace productivity and collaboration across its internal teams'.,1,,1,Microsoft 365 Copilot,Microsoft,1,,,,,,1,inference_only,,administrative,,OCIO,
35605,wave1-F,bespoke_application,1,general_llm,department,high,"'Integrates Latakoo, which utilizes OpenAI's Whisper technology for transcription'.",,,1,Latakoo/Whisper,Latakoo/OpenAI,,1,,,,,0,inference_only,,mission_critical,,OCIO,
35606,wave1-F,bespoke_application,1,general_llm,department,medium,'AI generates multiple versions of titles' — CMS-integrated content enhancement.,,,,,,,,,,,,0,unknown,,mission_critical,,OCIO,
35607,wave1-F,bespoke_application,1,general_llm,department,medium,'AI integrated with our content management system (CMS) to streamline multilingual content production'.,,,,,,,,,,,,0,unknown,,mission_critical,,OCIO,
35608,wave1-F,bespoke_application,1,general_llm,department,medium,"'AI-driven agent … respond to natural language questions, offering tailored guidance' — CMS guide agent.",,,,,,,,,,,,0,rag_pipeline,,administrative,,OCIO,
35609,wave1-F,bespoke_application,1,general_llm,department,medium,"'Multi-article summaries, smart search responses, and interactive highlights' for CMS users.",,,,,,,,,,,,0,unknown,,mission_critical,,OCIO,
35610,wave1-F,bespoke_application,1,general_llm,department,medium,'AI-generated audio narrations' for accessibility on long-form articles.,,,,,,,,,,,,0,inference_only,,mission_critical,1,OCIO,
35611,wave1-F,bespoke_application,1,general_llm,department,medium,"'AI is being tested to automate the generation of descriptive metadata, such as content summaries and SEO tags'.",,,,,,,,,,,,0,unknown,,mission_critical,,OCIO,
35612,wave1-F,product_deployment,1,general_llm,enterprise_wide,high,Title 'Microsoft Copilot Integration' producing 'Text-based summaries and AI generated text'.,1,,1,Microsoft 365 Copilot,Microsoft,1,,,,,,1,inference_only,,administrative,,ASCD/IT,
35613,wave1-F,product_deployment,1,general_llm,office,high,Names 'Relativity One' producing 'Text-based summaries and AI generated text' — eDiscovery GenAI.,,,1,Relativity aiR,Relativity,,,,,,,0,inference_only,,mission_critical,,OGC,
35614,wave1-F,product_deployment,0,classical_ml,enterprise_wide,high,Names 'Lookout uses AI and machine learning to detect and respond to cyberattacks' for mobile security.,,,1,Lookout,Lookout,,,,,,,1,inference_only,,cybersecurity,,,
35615,wave1-F,product_deployment,0,classical_ml,enterprise_wide,high,Names 'Qualys uses AI to detect threats in real time'.,,,1,Qualys Cloud Detection and Response,Qualys,,,,,,,1,inference_only,,cybersecurity,,,
35616,wave1-F,product_deployment,0,classical_ml,enterprise_wide,high,Names 'Crowdstrike uses AI to detect and respond to threats in real-time'.,,,1,Falcon,CrowdStrike,,,,,,,1,inference_only,,cybersecurity,,,
35617,wave1-F,product_deployment,0,nlp_specific,office,medium,'Exiger's DDIQ platform produces consolidated publicly available data on searched subjects' — COTS due diligence.,,,1,DDIQ,Exiger,,,,,,,0,inference_only,,mission_critical,,,
