use_case_id,agency,use_case_name,current_entry_type,final_entry_type,decision,reason_code,confidence,search_attempted,search_query,evidence_quote,notes
8885,ED,Azure AI Internal General Q&A,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names azure ai; custom signal: ENT_Tech,
8955,EPA,AI Assistants in Esri Tools,product_deployment,product_deployment,keep_current,clear_vendor_named,high,no,,vendor_name='ESRI' identifies a commercial product vendor (esri),rule fired but already matched current entry_type
8959,EPA,Helpdesk chat assistant for common data system tasks,product_deployment,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names servicenow now assist; custom signal: use_case_name='Helpdesk chat assistant for common data system tasks',
8974,EPA,Agency Records Management System,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Savan Group', system_name='Agency Records Management System (ARMS)', insufficient signal to reclassify",
8979,EPA,RCRA PA,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='University of Chicago Energy and Environment Lab', system_name='Environmental Compliance and History Online', insufficient signal to reclassify",
8998,FDIC,Automatically-Scored Writing Assessment (AWA),bespoke_application,bespoke_application,keep_current,vendor_unrecognized_no_system_name,low,no,,"vendor='Personnel Decisions Research Institutes, LLC (PDRI)'; ambiguous",
9014,FDIC,Trust Document Entity Extraction,bespoke_application,bespoke_application,keep_current,integrator_built,low,no,,vendor='Deloitte' is system integrator,
9034,FERC,Improve Safety Inspections Use Case,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Zvolvant (Small Business)', system_name='N/A', insufficient signal to reclassify",
9035,FERC,Enhance Market Surveillance and Fraud Detection Use Case,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Zvolvant (Small Business)', system_name='N/A', insufficient signal to reclassify",
9036,FERC,Support Interconnection Request Responses Use Case,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Zvolvant (Small Business)', system_name='N/A', insufficient signal to reclassify",
9037,FERC,Gas Blanket Certificates (Permitting),bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Zvolvant (Small Business)', system_name='Microsoft Azure Commercial', insufficient signal to reclassify",
9099,FTC,Automatic PSC Classification,bespoke_application,bespoke_application,keep_current,integrator_built,low,no,,vendor='Leidos' is system integrator,
9100,FTC,Group Duplicate Complaints,bespoke_application,bespoke_application,keep_current,integrator_built,low,no,,vendor='Leidos' is system integrator,
9101,FTC,Chatbot,bespoke_application,bespoke_application,keep_current,integrator_built,low,no,,vendor='Leidos' is system integrator,
9102,FTC,Word Cloud,bespoke_application,bespoke_application,keep_current,integrator_built,low,no,,vendor='Leidos' is system integrator,
9103,FTC,Graph Analytics,bespoke_application,bespoke_application,keep_current,integrator_built,low,no,,vendor='Leidos' is system integrator,
9104,FTC,Analytic Sandbox,bespoke_application,bespoke_application,keep_current,integrator_built,low,no,,vendor='Leidos' is system integrator,
9105,FTC,Developer Productivity,bespoke_application,bespoke_application,keep_current,integrator_built,low,no,,vendor='Leidos' is system integrator,
9109,FTC,CRC Call Summarization,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,vendor='Microsoft' (LLM/cloud API); custom signal: Sentinel Network Services,
9110,FTC,Azure Databricks Assistance,product_deployment,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names databricks; custom signal: Sentinel Network Services,
9111,FTC,IVR Automated Voice Assistant,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Amazon', system_name='Sentinel Network Services', insufficient signal to reclassify",
9112,FTC,GenAI Mail Scan,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Amazon', system_name='Sentinel Network Services', insufficient signal to reclassify",
9113,FTC,Azure ML,product_deployment,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,vendor='Microsoft' (LLM/cloud API); custom signal: Sentinel Network Services,
9114,FTC,DNC IVR Audio File Transcription,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,vendor='Microsoft' (LLM/cloud API); custom signal: Sentinel Network Services,
9174,HHS,Design Your Facility,custom_system,custom_system,keep_current,no_clear_signals,low,no,,vendor and development_type both blank/unhelpful,
9175,HHS,Discover Financial Business Intelligence System (FBIS) Report Analysis (Sub-CAN Line Items),bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names palantir; custom signal: ACF Discover,
9176,HHS,Grant Spend Health Analysis,custom_system,custom_system,keep_current,no_clear_signals,low,no,,vendor and development_type both blank/unhelpful,
9177,HHS,Structuring and Validating Completeness of Case Data Information,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names palantir; custom signal: ACF Horizon,
9178,HHS,Structuring Notice of Concern Data,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names palantir; custom signal: ACF Horizon,
9179,HHS,Unaccompanied Children Program Policy & Procedure Research Tool,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='MIT Lincoln Labs', system_name='ACF Horizon', insufficient signal to reclassify",
9180,HHS,Unaccompanied Children Process Model Digital Twins,custom_system,custom_system,keep_current,no_clear_signals,low,no,,vendor and development_type both blank/unhelpful,
9195,HHS,Document Review for Alignment with Executive Orders: Position Descriptions,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names palantir; custom signal: ACF Upstream,
9196,HHS,Document Review for Alignment with Executive Orders: Grant Materials,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,"narrative names palantir; custom signal: ACF Upstream, ACF Credal",
9197,HHS,Grant management support: structuring information in applications,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,"narrative names palantir; custom signal: ACF Upstream, ACF Credal",
9198,HHS,Acquisition support: co-drafting acquisition packages,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,"vendor='Credal, Ask Sage, Microsoft' (LLM/cloud API); custom signal: ACF Credal, Ask Sage (decommissioned), Microsoft Copilot Chat",
9199,HHS,Acquisition support: assisting reviews and co-drafting technical evaluation documents,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,"vendor='Credal, Ask Sage, Microsoft' (LLM/cloud API); custom signal: ACF Credal, Ask Sage (decommissioned), Microsoft Copilot Chat",
9200,HHS,AHRQ Search,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='RIVA Solutions', system_name='ahrq.gov', insufficient signal to reclassify",
9208,HHS,emPOWER AI,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Communications Training & Analysis Corporation (CTAC)', system_name='HHS emPOWER Map (emPOWER)', insufficient signal to reclassify",
9223,HHS,Identify infrastructure supports for physical activity (e.g. sidewalks) in satellite and roadway images,custom_system,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9226,HHS,NewsScape,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names palantir; custom signal: 1 CDC Data Platform (1CDP),
9228,HHS,RAPID Analysis of Policy and Program Documents (RAPID),custom_system,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9230,HHS,Sidekick Comms bot Offering User-friendly Tips (SCOUT),custom_system,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9233,HHS,Short-term Forecasting of Severe Outcomes for Seasonal and Epidemic Pathogens,custom_system,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9234,HHS,CDC Chatbot - Enterprise Data Assistant,custom_system,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9246,HHS,School LLM initial abstract review process,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9247,HHS,CDC Chatbot,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9248,HHS,EDAV Virtual Assistant - Eva ( Microbot Service) - Bot as a Service (BaaS),bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9249,HHS,EDAV Azure DataFactory - Pipeline failure Analysis,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9250,HHS,1CDP (SEDRIC) AIP for Advanced Foodborne Outbreak Investigation (AI Summarization and Receipt Reading),bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names palantir; custom signal: 1 CDC Data Platform (1CDP),
9253,HHS,NCIRD SmartFind ChatBots - Public and Internal,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9256,HHS,Risk Assessment Module (RAM) for the National Diabetes Prevention Program (National DPP) Operations Center.,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9258,HHS,Sequential Coverage Algorithm (SCA) and partial Expectation-Maximization (EM) estimation in Record Linkage,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9259,HHS,TowerScout: Automated cooling tower detection from aerial imagery for Legionnaires' Disease outbreak investigation,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9266,HHS,Nowcasting Burden and Infection Trends for Seasonal and Epidemic Pathogens,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9267,HHS,Automating the distribution of CDC-State Department cables using AI models in the Global Health Center,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9268,HHS,DHDSP NOFO Technical Assistance Chatbot,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9270,HHS,DLS AI Assistant tool,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9272,HHS,ATSDR Toxicological Assistant chatbot,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9283,HHS,Leveraging AI for the Creation of Synthetic Datasets,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9299,HHS,Using Databricks Genie for Routine Immunization Data Insights,product_deployment,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names databricks; custom signal: EDAV (Enterprise Data Analytics and Visualization Platform),
9300,HHS,Vaccine Tracking System (VTrckS) Conversational AI Pilot,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9310,HHS,OFR Robotics and Process Automation (ORPA),bespoke_application,product_deployment,reclassify,clear_vendor_named,high,no,,vendor_name='UIPath' identifies a commercial product vendor (uipath),
9315,HHS,CDC Vault and Stacks Metadata Extraction,bespoke_application,bespoke_application,keep_current,mixed_dev_no_vendor,low,no,,development_type='c) Developed with both contracting and in-house resources'; ambiguous,
9317,HHS,Center for Forecast and Analytics (CFA) Model Studio,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names palantir; custom signal: 1 CDC Data Platform (1CDP),
9318,HHS,AI-assisted comment triaging tool,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_no_system_name,low,no,,"vendor='L&M Policy Research, LLC'; ambiguous",
9331,HHS,CMS Labor Analysis Wizard (CLAW),bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Skyward Solutions', system_name='CEDAR', insufficient signal to reclassify",
9333,HHS,AI Workspace,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Skyward Solutions', system_name='CEDAR', insufficient signal to reclassify",
9345,HHS,CMS Chat,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Skyward IT Solutions', system_name='CEDAR', insufficient signal to reclassify",
9361,HHS,Medicare AI Customer Insights,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,vendor='commonFont and AWS' (LLM/cloud API); custom signal: Public Website Shared Services,
9362,HHS,Medicare AI Drug Search,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,vendor='Oddball and AWS' (LLM/cloud API); custom signal: Medicare Authenticated eXperience,
9368,HHS,AI Agent Orchestrator POC,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Noblis', system_name='CEDAR', insufficient signal to reclassify",
9373,HHS,PubMed Literature Review MCP Server,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Skyward IT Solutions', system_name='CEDAR', insufficient signal to reclassify",
9385,HHS,C3PO: CMS Comprehensive Cybersecurity and Privacy Optimization,bespoke_application,bespoke_application,keep_current,bespoke_wrap_on_vendor_api,medium,no,,narrative names openai api; custom signal: use_case_name='C3PO: CMS Comprehensive Cybersecurity and Privacy Optimization',
9386,HHS,Integrated Data Repository (IDR) Customer Analytic Environment (CAE),bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='GDIT', system_name='Integrated Data Repository (IDR) Cloud', insufficient signal to reclassify",
9387,HHS,IDR Support Bot,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='GDIT', system_name='Integrated Data Repository (IDR) Cloud', insufficient signal to reclassify",
9388,HHS,Eligibility & Enrollment Medicare Online (ELMO) Chatbot,bespoke_application,bespoke_application,keep_current,integrator_built,low,no,,"vendor='Peraton, Inc.' is system integrator",
9394,HHS,"Renamed: 356H Machine Learning (ML) Facility Supply Chain Role Classification
Previously: 356H ML Facility Supply Chain Role Classification",bespoke_application,bespoke_application,keep_current,integrator_built,low,no,,vendor='Deloitte' is system integrator,
9395,HHS,"Renamed: Risk-based FAR Review & Decision Support
Previously: Field Alert Reports (FAR) Prioritization Model",bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='In-house (CDER staff) and contractor teams', system_name='CDEROne Analytics: FISMA-high environment', insufficient signal to reclassify",
9396,HHS,Analytics-Driven Supplement Evaluation (ASE),bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='In-house (CDER staff)', system_name='Other/CDEROne', insufficient signal to reclassify",
9397,HHS,"Renamed: FAR-based Facility Signal Detection Tool
Previously: Post-market Surveillance Reports Signal Detection and Cluster Analysis.",bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='In-house (CDER staff)', system_name='CDEROne Analytics: FISMA-high environment', insufficient signal to reclassify",
9398,HHS,MedWatch Dashboard,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='In-house (CDER staff)', system_name='CDEROne Analytics: FISMA-high environment', insufficient signal to reclassify",
10242,State,FOIA Web ML Document Indexer,custom_system,custom_system,keep_current,no_clear_signals,low,no,,vendor and development_type both blank/unhelpful,
10243,State,AI-Augmented Declassification Review,bespoke_application,bespoke_application,keep_current,integrator_built,low,no,,vendor='Deloitte' is system integrator,
10360,Treasury,OCC.Chat,custom_system,custom_system,keep_current,development_type_inhouse,high,no,,development_type='Developed in-house'; vendor blank,rule fired but already matched current entry_type
10361,Treasury,OCC.InfoAssist,custom_system,custom_system,keep_current,development_type_inhouse,high,no,,development_type='Developed in-house'; vendor blank,rule fired but already matched current entry_type
10362,Treasury,Rulemaking Comment Analytics,product_deployment,product_deployment,keep_current,no_clear_signals,low,no,,vendor and development_type both blank/unhelpful,
10490,USDA,ARS Project Mapping,custom_system,custom_system,keep_current,no_clear_signals,low,no,,vendor and development_type both blank/unhelpful,
10491,USDA,NAL Automated Indexing,bespoke_application,bespoke_application,keep_current,vendor_unrecognized_with_system_name,low,no,,"vendor='Expert AI (Cogito)', system_name='ARSAzure', insufficient signal to reclassify",
