agency,use_case_name,source_text,decision,mapped_products,proposed_new,confidence,reasoning
Treasury,Research / Discovery on GenAI Product for HR,N/A N/A Research / Discovery on GenAI Product for HR AI Enablers (Enterprise solutions that enable AI to integrate into IT services infrastructures) Conducting initial research/discovery on AI product,false_positive,,,medium,"""Conducting initial research/discovery on AI product"" -- discovery activity; no product identified."
Treasury,Research / Discovery on GenAI Product for IT,N/A N/A Research / Discovery on GenAI Product for IT AI Enablers (Enterprise solutions that enable AI to integrate into IT services infrastructures) Conducting initial research/discovery on AI product,false_positive,,,medium,"""Conducting initial research/discovery on AI product"" -- discovery activity; no product identified."
Treasury,Research Suitability,"N/A N/A Research Suitability The AI is intended to reduce the manual workload involved in reviewing and scoring materials used for symposiums. Evaluators currently spend considerable time assessing relevance, quality, and technical rigor. The AI helps streamline this process by providing an initial, consistent rating that supports quicker filtering and prioritization. By speeding up the presentation reference material selection process, the AI allows subject-matter experts to focus on deeper eva",agency_internal_system,,,low,"""providing an initial, consistent rating that supports quicker filtering and prioritization"" -- internal scoring aid; no product named."
Treasury,Resource Assignment Optimization,"N/A N/A Resource Assignment Optimization The AI is intended to reduce the manual effort involved in reviewing open positions and identifying available staff who may be a good fit. Currently, analysts and managers must sort through resource lists, skill profiles, and job requirements individually. The AI helps automate this matching process by applying predefined rules and logic, making it easier to identify potential matches quickly and consistently. The AI improves workforce efficiency by helpi",agency_internal_system,,,medium,"""The AI helps automate this matching process by applying predefined rules and logic"" -- internal resource-matching tool; no product named."
Treasury,Resume Ranking Engine,N/A N/A Resume Ranking Engine Career alignment problem by bridging the gap between employees and job opportunities. Employees struggle to understand how well their resume aligns with specific job roles. AI will help to analyze the resume and job descriptions automatically. Rank roles by fit score so employees can know where to focus. Highlight gaps in skills or experience with actionable suggestions. Provide section by section scoring so the employee will know exactly what needs improvement. Inc,agency_internal_system,,,medium,"""AI will help to analyze the resume and job descriptions automatically. Rank roles by fit score"" -- internally described tool; no vendor."
Treasury,Resume Scanner,N/A N/A Resume Scanner N/A N/A,unclear,,,low,"Title-only row (""Resume Scanner"", rest is N/A) -- cannot tell whether a COTS screening product or an internal tool."
Treasury,Robotic Process Automation for Form 941-X Extraction,N/A N/A Robotic Process Automation for Form 941-X Extraction N/A N/A,unclear,,,low,"Title-only row (""Robotic Process Automation for Form 941-X Extraction"", rest is N/A) -- the RPA platform (possibly UiPath) is not identified."
Treasury,Rulemaking Comment Analytics,"N/A N/A Rulemaking Comment Analytics The rulemaking process generates large volumes of public comments that require timely and consistent analysis. Manual review is labor-intensive, slow, and prone to variability, creating delays in identifying sentiment, themes, and stakeholder concerns. We need a more efficient, scalable method to analyze these comments so regulators can make informed decisions within required timeframes. The Comment Analytics use case leverages Gen AI to rapidly analyze publi",agency_internal_system,,,low,"""We need a more efficient, scalable method to analyze these comments"" -- internal rulemaking analytics; no product named."
Treasury,SBSE - Payments Topics Chatbot,N/A N/A SBSE - Payments Topics Chatbot Provide self service capabilities to taxpayers seeking information about certain tax topics. This chatbot provides means for the taxpayers to receive information without need to speak with an Agent.  The benefits include reduced taxpayer burden as well as increased internal IRS operational efficiencies.,agency_internal_system,,,medium,"""This chatbot provides means for the taxpayers to receive information without need to speak with an Agent"" -- IRS public-facing chatbot; vendor platform not named."
Treasury,Safeguards,"N/A N/A Safeguards The Office of Safeguards needs an AI assistant that can access its documents (e.g., IRM, Publication 1075, SOPs [PDFs/Word Docs], configuration checklists [excel], NIST documents [PDF] to generate responses and products. Ideally, the AI will be able to provide researched responses to questions employees may have. Additionally, it would also be able to review agency and IRS responses on documents (docx, xlsx) to ensure they're appropriate. The documents may be up to 400 pages. ",false_positive,,,medium,"""The Office of Safeguards needs an AI assistant that can access its documents"" -- aspirational requirement; no product or system exists in the text."
Treasury,Sandbox for Large Language Model Research,"N/A N/A Sandbox for Large Language Model Research This sandbox would enable IRS Criminal Investigation (CI) to research, test, and customize Large Language Model (LLM) AI tools to increase operational efficiencies within IRS-CI.  This will positively benefit IRS-CI by operationalizing functional LLM tools for our agency, reducing the administrative burden and increasing access to a shared agency knowledge base. The sandbox will benefit our agency by enabling IRS-CI to research, test, and customi",agency_internal_system,,,medium,"""This sandbox would enable IRS Criminal Investigation (CI) to research, test, and customize Large Language Model (LLM) AI tools"" -- internal sandbox environment; no product named."
Treasury,Software Code Generation,"N/A N/A Software Code Generation Developing software code and producing the associated documentation requires significant time and technical expertise. Routine coding tasks, boilerplate creation, and documentation drafting can slow down development cycles and divert staff from higher-value design and analysis work. The AI is intended to assist by generating code snippets, templates, and initial documentation drafts, reducing manual effort and accelerating development processes. The AI increases ",unclear,,,low,"""The AI is intended to assist by generating code snippets, templates, and initial do[cumentation]"" -- a code-generation tool is in use/planned but unnamed."
Treasury,Statistical Information Services Customer Correspondence Analytics,"N/A N/A Statistical Information Services Customer Correspondence Analytics Statistics of Income (SOI) has collected years' worth of customer correspondence.  While having this information has been useful for historical documentation proposes, it is apparent that moving forward we need to evaluate the trends in requests, identify areas of demand, topics of interest, and areas for internal improvement.  Through the use of AI, we intend to summarize and evaluate the previous several years' worth of",agency_internal_system,,,low,"""we need to evaluate the trends in requests, identify areas of demand"" -- internal SOI correspondence analytics; no product named."
Treasury,Sub-Asset Maintenance Model,"N/A N/A Sub-Asset Maintenance Model This model helps reduce downtime by forecasting when sub-asset machines will need maintenance, enabling proactive servicing and improved asset reliability. SAMM model helps forecast when sub-asset machines will require maintenance, reducing unexpected breakdowns, improving asset reliability, and optimizing maintenance schedules to support mission continuity.",agency_internal_system,,,high,"""SAMM model helps forecast when sub-asset machines will require maintenance"" -- named internal model."
Treasury,Survey Analysis,"N/A N/A Survey Analysis The AI is intended to address the difficulty of manually reviewing and interpreting large volumes of open-ended survey comments. Analysts often spend significant time reading through text responses to identify themes, concerns, or sentiment. The AI helps streamline this process by quickly mining, organizing, and highlighting meaningful insights from the survey data. By accelerating the analysis of survey feedback, the AI enables the agency to better understand employee or",agency_internal_system,,,low,"""The AI helps streamline this process by quickly mining, organizing, and highlighting meaningful insights"" -- internal survey-analysis use; no product named."
Treasury,Synthetic Data Engine,"N/A N/A Synthetic Data Engine This AI based synthetic data generator provides synthetic data for a robust, large-scale dataset consistent with US Population Data Heuristics for testing and advanced analytics by dimensionalizing over 180 elements of socioeconomic data and over 300 dimensions, aging people, households and businesses over time, and tightly correlating the synthetic data to actual familial and socioeconomic attributes of US taxpayers. Generate synthetic data for testing IRS tax proc",unclear,,,low,"""This AI based synthetic data generator provides synthetic data ... consistent with US Population Data Heuristics"" -- a sophisticated generator that could be COTS or bespoke; not named."
Treasury,Tax Disclosure Text Clustering,"N/A N/A Tax Disclosure Text Clustering This project takes written data from uncertain tax disclosures, cleans up errors in the text, incorporates additional attachment information not present in the Compliance Data Warehouse (CDW), and groups the disclosures into semantically similar topics. This creates a single source to find uncertain tax disclosure declarations and additional information to facilitate review. The process follows three steps: 1) extraction of text from Form 8275-R, Regulation",agency_internal_system,,,high,"""This project takes written data from uncertain tax disclosures ... groups the disclosures into semantically similar topics"" -- internal IRS model."
Treasury,Taxpayer 90,N/A N/A Taxpayer 90 N/A N/A,unclear,,,low,"Title-only row (""Taxpayer 90"", rest is N/A) -- opaque name; genuinely undecidable."
Treasury,Taxpayer Services Chatbot,"N/A N/A Taxpayer Services Chatbot This project implemented the Taxpayer Services chatbot, which provides self-service Frequently Asked Questions (FAQ) to taxpayers and international taxpayers regarding refunds, status of refunds, amended returns, Employer Identification Number (EIN), Earned Income Tax Credit (EITC), change of address, identity theft, extension to file topics. The Intent Engine, using Natural Language Processing (NLP) and AI algorithms classifies taxpayers' utterances (questions)",agency_internal_system,,,medium,"""This project implemented the Taxpayer Services chatbot ... The Intent Engine, us[ing] Natural Language Processing"" -- IRS chatbot; vendor platform not named."
Treasury,Treasury Readability,"N/A N/A Treasury Readability Government contract descriptions are indecipherable to the average American. Treasury Acquisition Procedures Update No. 25-05 requires that contract descriptions in the Federal Procurement Data System provide a clear and concise plain language description of products or services acquired under a specific contract. Under the Federal Funding Accountability and Transparency Act (FFATA) et seq, the IRS must publish contract spending reports for viewing by policymakers an",agency_internal_system,,,medium,"""Treasury Acquisition Procedures Update No. 25-05 requires that contract descriptions ... provide a clear and concise plain language description"" -- internal GenAI application for FPDS descriptions; no product named."
Treasury,Using AI to analyze Taxpayer Burden Survey open-ended responses,N/A N/A Using AI to analyze Taxpayer Burden Survey open-ended responses Large amounts of qualitative data need to be coded to convert to quantitative data for analysis. Reduced level of effort and objective summarization of qualitative data; Complete data from surveys,agency_internal_system,,,low,"""Large amounts of qualitative data need to be coded to convert to quantitative data"" -- internal survey-analysis use; no product named."
Treasury,Using Text Summarization for Open-Ended Survey Responses,N/A N/A Using Text Summarization for Open-Ended Survey Responses Analyzing open-ended survey responses is very time intensive. This project seeks to reduce the time that analysis takes. Open-ended survey responses can capture more nuanced information than closed response questions. Using AI to summarize these responses will enable Small Business/Self-Employed (SB/SE) Research to better leverage open-ended responses to provide our customers with more nuanced information.,agency_internal_system,,,low,"""Using AI to summarize these responses will enable Small Business/Self-Employed (SB/SE) Research"" -- internal use; no product named."
Treasury,Vendor Risk Analytics,"N/A N/A Vendor Risk Analytics Research on vendor risk analytic methods using supervised learning to assess contractor responsibility and whether a prospective vendor would perform successfully. AI can predict potential vendor inability to perform successfully. This capability has the potential to prevent costly, mission-impacting contracting issues. Seminal research and model training in this area was conducted by IRS and Navy personnel who published this paper (https://calhoun.nps.edu/handle/10",agency_internal_system,,,medium,"""Research on vendor risk analytic methods using supervised learning ... Seminal research and model training"" -- internal research models."
Treasury,Visualization Alt-Text Generation,"N/A N/A Visualization Alt-Text Generation Charts, figures, and tables often lack descriptive alt-text, which is essential for accessibility and compliance with federal standards. Creating accurate alt-text manually is time-consuming and requires staff to interpret visual information and translate it into clear, concise narrative descriptions. The AI is intended to automate this process by analyzing visual elements and generating draft alt-text, reducing manual workload and improving consistency ",agency_internal_system,,,low,"""The AI is intended to automate this process by analyzin[g]"" charts for alt-text -- internal application; no product named."
Treasury,Volunteer Income Tax Assistance (VITA) Generative AI Chatbot Proof of Concept,N/A N/A Volunteer Income Tax Assistance (VITA) Generative AI Chatbot Proof of Concept N/A N/A,agency_internal_system,,,low,"Title-only row (""VITA Generative AI Chatbot Proof of Concept"", rest is N/A) -- internal POC chatbot; no vendor info."
Treasury,Winnie Chatbot for Employee IT FAQs,N/A N/A Winnie Chatbot for Employee IT FAQs N/A N/A,agency_internal_system,,,medium,"Title ""Winnie Chatbot for Employee IT FAQs"" -- named internal IRS employee chatbot (""Winnie""); rest of the row is N/A."
Treasury,Zero Paper AI Routing for Digitalization,"N/A N/A Zero Paper AI Routing for Digitalization The Zero-Paper Initiative (ZPI) aims to eliminate the flow of paper into the IRS. As a result, all non-tax, mail submissions from taxpayers will be scanned through external vendors to enable the routing of digital documents and their associated data to the IRS for further processing/review. The digital documents and associated data will be routed downstream to various business units and processing systems based on the form type and other similar c",agency_internal_system,,,medium,"""The Zero-Paper Initiative (ZPI) aims to eliminate the flow of paper into the IRS ... digital documents and associated data will be routed do[wnstream]"" -- internal routing capability; scanning vendors unnamed."
Treasury,eDiscovery Software,"N/A N/A eDiscovery Software Contextual Research (Exploring policies, regulations, trends, and strategic topics) OCC is investigating the potential use of eDiscovery software. Reaching out to other Bureaus to get a preliminary interest/requirements list put together.",unclear,,,medium,"""OCC is investigating the potential use of eDiscovery software. Reaching out to other Bureaus"" -- a commercial eDiscovery product is contemplated but none is named."
USDA,AI for regional forest mapping and monitoring,"Oregon State University  AI for regional forest mapping and monitoring The purpose of this model is to use existing satellite images and forest survey data from the USDA Forest Service to create detailed maps of forest structures. Continuing research to understand and communicate errors and uncertainties in mapping and to improve algorithms over time. In addition to basic and applied research innovations, the application provides maps of forest structure (e.g., tree density and size, timber volu",map_to_existing,USDA Oregon State Forest Mapping,,high,"""Oregon State University ... use existing satellite images and forest survey data from the USDA Forest Service to create detailed maps of forest structures"" -- matches catalog USDA Oregon State Forest Mapping (USDA Forest Service / Oregon State University)."
USDA,ARGUS AI Supply Chain Interference,"ACCRETE AI Government ARGUS ARGUS AI Supply Chain Interference Identify potential risks in the supply chain. As a specialty-focused information resource, ARGUS AI Supply Chain Influences core strength is its ability to collect, organize, and summarize open-source information relating to suppliers.",map_to_existing,ACCRETE ARGUS,,high,"""ACCRETE AI Government ARGUS ... ARGUS AI Supply Chain Influence"" -- catalog ACCRETE ARGUS."
USDA,Annual Soil Refresh Data Staging Server Automation,UIPath Studio UIPath Studio Annual Soil Refresh Data Staging Server Automation The process for adding new data to the Staging Server is repetitive and time consuming. We utilize the commercial software UIPath Studio with computer vision to automate this process. Automates a portion of this process so that it can be done more efficiently and reduce the number of labor hours spent.,map_to_existing,UiPath Enterprise RPA,,high,"""We utilize the commercial software UIPath Studio with computer vision to automate this process"" -- UiPath Studio is the authoring component of UiPath's RPA platform; catalog entry is UiPath Enterprise RPA."
USDA,Automated Road Mapping,"RedCastle Resources  Automated Road Mapping Road and trail maps are essential for effective fire response, forest management, and public safety in wildland areas. Unfortunately, many existing maps are outdated or incomplete. Forest Service employees currently rely on time-consuming and labor-intensive methods like GPS mapping. Effective implementation may enable the Forest Service to more comprehensively manage road network data at lower cost. Improved data can increase safety on federal lands.",propose_new,,USDA Automated Road Mapping (USDA Forest Service / RedCastle Resources),medium,"""RedCastle Resources  Automated Road Mapping ... Forest Service employees currently rely on time-consuming and labor-intensive methods like GPS mapping"" -- contractor-built FS road-mapping tool; catalog has RedCastle Forest Health but no road-mapping entry, so proposing one following the catalog's naming convention."
USDA,Axon+ Copilot Studio Chatbot,Microsoft  Axon+ Copilot Studio Chatbot To cut down the time staff spend searching our intranet for information to administer programs & projects and deliver answers that they would not be able to find otherwise. Time savings for employees searching for internal information.,map_to_existing,Microsoft Copilot Studio,,high,"""Microsoft  Axon+ Copilot Studio Chatbot ... searching our intranet for information"" -- a Copilot Studio chatbot on the Forest Service intranet; ""Axon+"" is the intranet/chatbot name, not Axon Enterprise, so the heuristic Axon hit is rejected."
USDA,Bugnet,"Oregon State University  Bugnet Detect and map locations of tree damage caused by insects and disease, separate from fire and harvest-caused damage. The detection of forest damage using satellite imagery and AI is a safer, faster, and cost-efficient way to monitor forest conditions across entire states and in difficult to reach locations.",map_to_existing,USDA Bugnet,,high,"""Bugnet Detect and map locations of tree damage caused by insects and disease"" by Oregon State University -- catalog USDA Bugnet."
USDA,Chatbot for IT Customer Help Desk,"Steampunk AgCloud Chatbot for IT Customer Help Desk The chatbot assists USDA staff with IT issues by answering common questions and initiating a support request if additional help is needed. Faster resolution of IT issues for customers, cost avoidance through fewer requests to helpdesk, decreased burden on helpdesk staff.",map_to_existing,USDA AgCloud Helpdesk Chatbot,,high,"""Steampunk AgCloud Chatbot for IT Customer Help Desk"" -- catalog USDA AgCloud Helpdesk Chatbot (USDA / Steampunk)."
USDA,Digital Soil Mapping,"The R Project for Statistical Computing; Arc Soil Inference Engine; System for Automatic Geoscientific Analyses; Google Earth Engine; Google Compute Platform Digital Soil Mapping The purpose of this project is to implement new soil map products at local, regional, and national scales to provide more explicit soil information than traditional soil mapping products. The expected benefits are that AI streamlines the data development process, creates more consistent and detailed maps, and provides o",map_to_existing,Google Earth Engine ;; Google Cloud Platform,,medium,"Compound: ""The R Project for Statistical Computing; Arc Soil Inference Engine; System for Automatic Geoscientific Analyses; Google Earth Engine; Google Compute Platform"" -- Google Earth Engine is in catalog and ""Google Compute Platform"" is read as Google Cloud Platform. R and SAGA are open-source (non-commercial) tools and the Arc Soil Inference Engine is an internal NRCS ArcGIS tool; none are catalog products."
USDA,Equine Operations and Populations Dataset for the U.S.,"Colorado State University  Equine Operations and Populations Dataset for the U.S. The purpose of this case is to develop a dataset that addresses the problem of not having complete information about where horse farms are located and how many horses they have. Developing this dataset/model provides detailed data on horse farm locations and populations, which is essential for emergency preparedness and response and for predicting the spread of equine (horse or members of the horse family) diseases",map_to_existing,USDA Equine Operations Dataset,,high,"""Colorado State University ... develop a dataset that addresses the problem of not having complete information about where horse farms are located"" -- catalog USDA Equine Operations Dataset."
USDA,Forest Health Detection Monitoring,RedCastle Resources  Forest Health Detection Monitoring This project monitors forest health by detecting tree damage through changes in light patterns collected by satellites. This detection method helps the Forest Health Protection program monitor forested areas that can't be checked on the ground or with aerial surveys.,map_to_existing,RedCastle Forest Health,,high,"""RedCastle Resources  Forest Health Detection Monitoring ... detecting tree damage through changes in light patterns collected by satellites"" -- catalog RedCastle Forest Health."
USDA,Forest Health Protection: Survey and mapping of forest damage from insects and diseases using machine learning,"Kikaha Solutions, LLC Natural Resources and Environment (NRE) Forest Service (FS) Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS), USFS Geospatial Platform Forest Health Protection: Survey and mapping of forest damage from insects and diseases using machine learning Forest Health Protection is responsible for surveying ~500 million acres of forest for forest damage and mapping the risk of mortality from insects and diseases. Cost savings, increased work efficiency,",map_to_existing,USDA Forest Health ML Survey ;; ATLAS (Forest Service),,high,"""Kikaha Solutions, LLC ... Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS), USFS Geospatial Platform ... Survey and mapping of forest damage from insects and diseases"" -- catalog USDA Forest Health ML Survey (USDA FS / Kikaha Solutions) plus the named ATLAS platform."
USDA,Forest habitat mapping for marbled murrelets,American Museum of Natural History  Forest habitat mapping for marbled murrelets Mapping marbled murrelet nesting habitat across the Pacific Northwest over the last 30+ years. High accuracy maps that can be used by land managers for planning and monitoring requirements under the Northwest Forest Plan.,map_to_existing,USDA Marbled Murrelet Habitat Mapping,,high,"""American Museum of Natural History ... Mapping marbled murrelet nesting habitat across the Pacific Northwest"" -- catalog USDA Marbled Murrelet Habitat Mapping."
USDA,IOL Focus Group and Survey Sensemaking,"Google Google NotebookLM, Google Earth Engine IOL Focus Group and Survey Sensemaking Processing and interpretation of questionnaires and transcripts can be slow and tedious. Using Google NotebookLM can improve the process. Cost savings, time savings, mission execution, and reduced timelines for large-scale projects.",map_to_existing,NotebookLM ;; Google Earth Engine,,high,"""Google NotebookLM, Google Earth Engine ... Using Google NotebookLM can improve the process"" -- both products are in catalog; the bare leading ""Google"" vendor token is excluded per the generic-vendor rule."
USDA,Incident Invoice Document Understanding,"UI Path  Incident Invoice Document Understanding Staff is overburdened by manual document handling, resulting in less time to focus on high-value strategic tasks. This tool automates data extraction from forms and invoices. Enhanced workflow efficiency, better knowledge management, improved accuracy and consistency, frees up staff to focus on strategic tasks rather than manual document handling.",map_to_existing,UiPath Enterprise RPA,,high,"""UI Path  Incident Invoice Document Understanding ... automates data extraction from forms and invoices"" -- UiPath Document Understanding is a module of UiPath's platform; catalog's UiPath entry is UiPath Enterprise RPA."
USDA,NAL Automated Indexing,"Expert AI (Cogito) ARSAzure NAL Automated Indexing Library content grows rapidly every year as knowledge expands, but it isn't possible for a small team of librarians to organize it manually, efficiently, and accurately at scale. This system automatically assigns word tags to agricultural research articles from a controlled list of terms provided by the National Agricultural Library Thesaurus (NALT). The tags can be used to look up and retrieve articles. Using these tags benefits users by making",map_to_existing,Expert.ai Cogito,,high,"""Expert AI (Cogito) ... automatically assigns word tags to agricultural research articles"" -- catalog Expert.ai Cogito; ""ARSAzure"" is the internal hosting environment, not a product."
USDA,NETS automated waterway design,"Spatial Front Incorporated NRCS Engineering Tools Suite (NETS) NETS automated waterway design Surveying for and creating engineering designs for relatively simple practices is time consuming and limits getting programs implemented for producers in a timely manner Reduces producer wait times for practice designs, reduces time investment in simple engineering survey and designs, efficiently uses taxpayer resources.",map_to_existing,USDA NRCS NETS Automated Waterway Design,,high,"""Spatial Front Incorporated NRCS Engineering Tools Suite (NETS) NETS automated waterway design"" -- catalog USDA NRCS NETS Automated Waterway Design (USDA NRCS / Spatial Front)."
USDA,Rangeland Analysis Platform,"Google Cloud, University of Montana, New Mexico State University Rangeland Analysis Platform Rangeland Analysis Platform Provides ranchers and land managers with information to detect and manage invasive species spread, wildfire risks, woody species encroachment, wildlife habitat condition, and wind erosion risks with high precision across the western U.S. The Rangeland Analysis Platform (RAP) allows users to track changes in plant growth and coverage over time. By monitoring the condition of ag",map_to_existing,Rangeland Analysis Platform,,high,"""The Rangeland Analysis Platform (RAP) allows users to track changes in plant growth and coverage"" -- exact catalog entry; ""Google Cloud"" in the vendor field is hosting infrastructure, excluded per the generic-vendor rule."
USDA,Recreation One Stop use of AI,"Booz Allen Hamilton Recreation.gov Recreation One Stop use of AI There is an administrative burden in booking sites and planning trips to Forest Service land. Recreation One Stop is a tool to support bookings and provide alternatives where there is no availability, provide awareness via recommendations of various inventories to support trip planning, and to capture large amounts of content into a summarized version for easier readability within ratings and reviews. Benefits to the public include",map_to_existing,USDA Recreation One Stop AI,,high,"""Booz Allen Hamilton Recreation.gov Recreation One Stop use of AI ... a tool to support bookings and provide alternatives"" -- catalog USDA Recreation One Stop AI (USDA FS / Booz Allen)."
USDA,Recreation site chatbot,University of Washington  Recreation site chatbot Estimating recreation use at recreation sites. Addressing requirements of the federal Expanding Public Lands Outdoor Recreation Experiences (EXPLORE) Act.,map_to_existing,USDA Recreation Site Chatbot,,high,"""University of Washington  Recreation site chatbot Estimating recreation use at recreation sites"" -- catalog USDA Recreation Site Chatbot (USDA FS / University of Washington)."
USDA,TreeSearch,"Google Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) TreeSearch There is opportunity to streamline the usability of the US Forest Service (USFS) TreeSearch website, the primary database for Forest Service-sponsored research. Currently, Forest Plan Revision team members would search the USFS TreeSearch database of over 60,000 documents manually to find relevant publications to support their work. This AI solution would expedite the team's research process by provi",map_to_existing,USDA TreeSearch AI ;; ATLAS (Forest Service),,high,"""Google Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) TreeSearch ... streamline the usability of the US Forest Service (USFS) TreeSearch website"" -- catalog USDA TreeSearch AI (USDA FS / Google) plus the named ATLAS platform; bare ""Google"" not mapped separately."
USDA,Turbo plan,"Wildfire.org Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) Turbo plan Accelerating environmental planning with tools and services to achieve the Wildfire Crisis Strategy with specific focus around National Environmental Policy Act planning and appraisal process optimization. Meet and exceed the Wildfire Crisis Strategy, accelerate the pace and scale of preparedness planning before a catastrophic wildfire, reduce the time and cost of planning, standardize the plan",map_to_existing,Wildfire.org Turbo Plan ;; ATLAS (Forest Service),,high,"""Wildfire.org Advanced platform for Technical Learning and Analytics in the Sciences (ATLAS) Turbo plan ... Accelerating environmental planning"" -- catalog Wildfire.org Turbo Plan plus the named ATLAS platform."
USDA,VegScape/CropCASMA Data Portals,"George Mason University  VegScape/CropCASMA Data Portals Shows crop conditions and soil moisture availability, which serve as inputs to increase the quality of crop modeling Supplements weekly Crop Progress and Condition Reports, provides direct input into disaster assessments on agriculture, and provides early disaster anomaly warnings",map_to_existing,USDA VegScape/CropCASMA,,high,"""George Mason University  VegScape/CropCASMA Data Portals Shows crop conditions and soil moisture availability"" -- catalog USDA VegScape/CropCASMA."
USDA,Washington state forest inventory maps,"University of Washington - Natural Resource Spatial Informatics Group  Washington state forest inventory maps The AI use case produces informational forest maps for the state of Washington, which may be used to support environmental monitoring and planning. The AI system improves access and usability of forest data by creating informational maps for end users.",map_to_existing,Washington Forest Inventory Maps,,high,"""University of Washington - Natural Resource Spatial Informatics Group  Washington state forest inventory maps"" -- catalog Washington Forest Inventory Maps."
USDA,Wildlife Deterrent System,"Chiral Software  Wildlife Deterrent System The purpose of the AI device is to keep coyotes out of a fenced area by blocking their entry through a gap in the fence, while still allowing other wildlife to pass through. The benefits include making ecological research possible that couldn't be done otherwise, and saving time by reducing the need to watch camera footage and manually control the fence.",map_to_existing,Chiral Wildlife Deterrent System,,high,"""Chiral Software  Wildlife Deterrent System ... keep coyotes out of a fenced area"" -- catalog Chiral Wildlife Deterrent System."
VA,Ambient Scribing with Patient Chart Exploration,"Ambient Scribing with Patient Chart Exploration The typical clinical workflow in primary care is complex, with numerous interruptions and areas of friction. I want to understand how AI could augment my flow by replacing the lower-tier cognitive work and allowing me to focus on making decisions and providing counseling. Much of this cognitive load is now invisible, even to myself. For example, for a patient with diabetes, I may spend time hunting down the appropriate labs and medication history a",false_positive,,,high,"""I want to understand how AI could augment my flow by replacing the lower-tier cognitive work"" -- exploratory clinician narrative; no product named; heuristic hits (Aretec SEARCH, Aware Biometrics) are spurious substring matches."
VA,Clinician-Administered PTSD Scale for DSM-5 (CAPS-5) Clinician Training Simulator,"Clinician-Administered PTSD Scale for DSM-5 (CAPS-5) Clinician Training Simulator The level of effort required to train clinicians, researchers, and examiners to administer and score the Clinician-Administered PTSD Scale for DSM-5.

The CAPS-5 Clinician Training Simulator comprises three online courses, available in TMS and TRAIN, that provide instruction in the administration and scoring of the CAPS-5. The courses use voice recognition, 3-D technology, and artificial intelligence to create an i",agency_internal_system,,,high,"""The CAPS-5 Clinician Training Simulator comprises three online courses, available in TMS and TRAIN"" -- VA-built training simulator, not a commercial product; heuristic ChatGPT/Gemini hits not supported by the text."
VA,Deep-Learning approaches to develop candidate lists of terms for use in text searches,Deep-Learning approaches to develop candidate lists of terms for use in text searches The intended use is to increase the comprehensiveness of term lists to be used in text-matching approaches to identifying concepts of interest in free-text medical record notes. Text-matching approaches are an efficient method for identifying text of interest in medical notes.  The success of text-matching approaches depends on the quality of term lists used to search for a concept of interest.  While humans ca,agency_internal_system,,,medium,"""The intended use is to increase the comprehensiveness of term lists to be used in text-matching approaches"" -- VA internal research method/models; no commercial product named in the text."
VA,Electronic Mammogram Reporting (eMAMR),"Electronic Mammogram Reporting (eMAMR) Clinical data extraction from diverse and unstructured sources remains a bottleneck for healthcare providers and agencies. For example, providers may need to re-enter the same patient information across different consults, which is inefficient and takes away valuable clinical time. Existing processes are manual, time-consuming, and prone to errors, which leads to delays in integrating critical patient information (such as PDFs and scanned records) into Elec",agency_internal_system,,,medium,"""Electronic Mammogram Reporting (eMAMR) Clinical data extraction from diverse and unstructured sources"" -- VA internal clinical data-extraction system; no commercial product named in the text."
VA,Integration of Provar Manager with VA GPT,"Integration of Provar Manager with VA GPT Streamline the creation of test cases. This approach saves time, reduces manual effort, and ensures that testing is both efficient and aligned with project's goals. Seamless testing of Customer Relationship Management (CRM) applications developed in Salesforce that support Department of Veteran Affairs services. Reducing time to deliver and ensuring accurate match of the requirements vs deliverables.",propose_new,VA GPT ;; Salesforce,Provar Manager (Provar),high,"""Integration of Provar Manager with VA GPT ... testing of Customer Relationship Management (CRM) applications developed in Salesforce"" -- VA GPT and Salesforce are catalog entries; Provar Manager is a real commercial test-management product (vendor Provar) missing from the catalog."
VA,National Training Team | Schools — FAQ Gen AI Dashboard,"National Training Team | Schools — FAQ Gen AI Dashboard Categorization of large volume question submissions with suggested generated answers based on past-provided information. increased efficiency. There are currently six permanent members of the NTT|S staff and approximately 40,000 SCOs. It is physically impossible for a staff this size to answer all of the questions they ask in a given session. The model reduces the count of overall questions to a reasonable amount answerable by a subject mat",agency_internal_system,,,high,"""FAQ Gen AI Dashboard Categorization of large volume question submissions ... The model reduces the count of overall questions"" -- VA internal dashboard/model; heuristic hits (Microsoft Teams, Adobe) do not appear in the text."
VA,OpenAI Embedding Generation for Future Vector Search of Banking Data,"OpenAI Embedding Generation for Future Vector Search of Banking Data The current design of a long term document for a banking partner consists of cloud blob storage which are registered into a database with metadata. A future phase will require full-text document search. We can OCR this information now, and implementing vector embeddings would dramatically help individuals find the specific documents. PNC bank will save documents for 7 years and wants to be able to find specific documents. Incre",map_to_existing,OpenAI API,,high,"""OpenAI Embedding Generation for Future Vector Search ... implementing vector embeddings would dramatically help"" -- OpenAI embeddings consumed programmatically; catalog OpenAI API."
