agency,use_case_name,source_text,decision,mapped_products,proposed_new,confidence,reasoning
DOJ,"Microsoft Office 365, Teams, and Windows default features","Redacted for cybersecurity purposes. Microsoft Office 365, Teams, and Windows default features Finding opportunities to optimally support DOJ personnel through existing Department-wide tools. These capabilities help DOJ personnel achieve efficiencies through integrated AI assistance across O365 applications in a secure environment, including editorial/grammatical suggestions, data analysis, task automation, and enhanced search.",map_to_existing,Microsoft 365 ;; Microsoft Teams,,high,"""Microsoft Office 365, Teams, and Windows default features"" — O365 maps to Microsoft 365, Teams to Microsoft Teams; Windows default features have no catalog entry."
DOJ,Nlets Nationwide License Plate Reader Pointer Index,Thomson Reuters Redacted for cybersecurity purposes. Nlets Nationwide License Plate Reader Pointer Index Law enforcement usage of Optical Character Recognition (OCR) to assist with license plate reading under DOJ Policy.  LPR data is managed and maintained by other entities for law enforcement purposes. Quick notification of results from license plate queries.,map_to_existing,Nlets LPR Pointer Index,,high,"""Nlets Nationwide License Plate Reader Pointer Index"" — catalog Nlets LPR Pointer Index."
DOJ,Object Classification Tool - Field Office Security Camera,AI Model Provider Redacted for cybersecurity purposes. Object Classification Tool - Field Office Security Camera Object anomaly detection Enhanced security,false_positive,,,high,"Vendor text ""AI Model Provider"" is an anonymized FBI placeholder, not a product name."
DOJ,Open Source Investigative Tool,Vendor proprietary Redacted for cybersecurity purposes. Open Source Investigative Tool USMS uses this tool for authorized investigative lead generation which will improve efficiencies of public safety and law enforcement missions. More efficient screening of leads for potential investigative actions.,false_positive,,,medium,"Vendor text ""Vendor proprietary"" is a redaction placeholder, not a product name; USMS investigative tool unidentifiable from text."
DOJ,Pathfinder,Azure Redacted for cybersecurity purposes. Pathfinder To assist FBOP employees with career pathways. The system generates assessments based on user input.  It scores the assessments taken to provide a user with options for career pathways.,map_to_existing,FBOP Pathfinder,,high,"""Pathfinder ... assist FBOP employees with career pathways"" — catalog FBOP Pathfinder; ""Azure"" is only the hosting platform."
DOJ,Policy Chatbot,AI Model Provider Redacted for cybersecurity purposes. Policy Chatbot Chatbot for policy Faster FBI operations,false_positive,,,high,"Vendor text ""AI Model Provider"" is an anonymized FBI placeholder, not a product name."
DOJ,ProLaw,"Thomson Reuters Redacted for cybersecurity purposes. ProLaw ProLaw assists PRAO attorneys in searching a large quantity of prior PRAO inquiries and advice (stored within the database) to identify relevant historical inquiry files that will assist the attorneys in determining how PRAO has advised on similar matters in the past. The benefits of ProLaw is that it enables PRAO to store digitally, consistent with the component's records retention schedule, all PRAO inquiry files and then quickly sear",map_to_existing,ProLaw,,high,"""ProLaw assists PRAO attorneys in searching"" — exact catalog product (Thomson Reuters)."
DOJ,Procurement Data Triage Tool,AI Model Provider Redacted for cybersecurity purposes. Procurement Data Triage Tool To assist analysts in manual review More efficient and comprehensive procurement decisions,false_positive,,,high,"Vendor text ""AI Model Provider"" is an anonymized FBI placeholder, not a product name."
DOJ,Speech to Text Managed Service - Voice Transcription to Text,"Microsoft, OpenAI Redacted for cybersecurity purposes. Speech to Text Managed Service - Voice Transcription to Text Reducing turnaround times for transcribed services and to reduce the need for contracted transcription services of audio files Cost savings towards less time and materials for an individual to fully process the recording and quicker turnaround of transcription delivery.",map_to_existing,Azure Speech,,medium,"""Speech to Text Managed Service"" with vendors ""Microsoft, OpenAI"" — Azure's managed speech-to-text (incl. OpenAI Whisper models) is the Azure Speech service."
DOJ,Thomson Reuters CLEAR,"Thomson Reuters Redacted for cybersecurity purposes. Thomson Reuters CLEAR The purpose of the AI use case in Thomson Reuters Clear is to consolidate and analyze diverse records, creating coherent profiles of individuals and entities. By applying AI-driven data integration, entity resolution, and intelligent filtering, it automates traditionally manual tasks. This leads to faster identification of subjects of interest, improved accuracy in linking related data points, and a more strategic use of ",map_to_existing,Thomson Reuters CLEAR,,high,"""Thomson Reuters CLEAR"" — exact catalog product."
DOJ,Thomson Reuters CLEAR - License Plate Recognition,"Thomson Reuters Redacted for cybersecurity purposes. Thomson Reuters CLEAR - License Plate Recognition CLEAR LPR enables investigators to identify location history for license plates, connect addresses and individuals of interest to a vehicle's location and obtain images of a vehicle. CRM uses CLEAR LPR to aid in investigations. Streamline investigations, reducing the need to search multiple platforms, while saving costs and allowing investigators to more quickly identify relevant information.",map_to_existing,Thomson Reuters CLEAR,,high,"""CLEAR LPR enables investigators to identify location history for license plates"" — the LPR module of catalog Thomson Reuters CLEAR."
DOJ,Thomson Reuters Vigilant Vehicle Manager,"Motorola Redacted for cybersecurity purposes. Thomson Reuters Vigilant Vehicle Manager The purpose of the AI use case in Thomson Reuters Vigilant Vehicle Manager is to intelligently organize, correlate, and analyze large volumes of license plate and vehicle sightings data. By automating the identification of recurring patterns and providing data-driven insights, it streamlines the workflow for identifying vehicles that may warrant attention. The AI capabilities reduce time-consuming manual revie",map_to_existing,Motorola License Plate Recognition,,medium,"""Thomson Reuters Vigilant Vehicle Manager"" with vendor Motorola — Vigilant LPR is Motorola Solutions' product; catalog Motorola License Plate Recognition."
DOJ,USTP AI Assistant,"USTP AI Assistant Intended purpose is to enable USTP's IT team to understand the process to develop, test, tune and use Microsoft various AI services--Azure Open AI, Azure Open AI Foundry, Microsoft Copilot Studio.  A secondary purpose is understanding the full costs and time to develop and implement a use case from start to finish.  A tertiary purpose is to ensure the Generative AI service is providing useful responses and value given the cost and time to setup and deploy. Intended benefits of ",map_to_existing,Azure OpenAI ;; Azure AI Foundry ;; Microsoft Copilot Studio,,high,"""use Microsoft various AI services--Azure Open AI, Azure Open AI Foundry, Microsoft Copilot Studio"" — three catalog products named."
DOJ,Veritone Digital Media Hub,"Veritone Redacted for cybersecurity purposes. Veritone Digital Media Hub Expedites the identification and labeling of photos. The Veritone Digital Media Hub includes AI features that allow PAO to search our event photo databases and identify objects in those photo catalogs.
Increased efficiency of searches of archival images so that PAO can find and continue using assets.",propose_new,,Veritone Digital Media Hub (Veritone),medium,"""Veritone Digital Media Hub includes AI features that allow PAO to search our event photo databases"" — a specific Veritone commercial product (aiWARE DMH) not in catalog; umbrella Veritone entry exists but catalog prefers specific products."
DOJ,Veritone Illuminate,Veritone Redacted for cybersecurity purposes. Veritone Illuminate Veritone Illuminate is a cloud-based application that provides machine translation and audio and video analysis transcription to aid human review in investigations. The product allows us to leverage artificial intelligence (AI) to systematically turn unstructured data (audio and video files) into structured data. The structured data can be easily searchable and provide more value to our cases. Converts audio and video files to tex,map_to_existing,Veritone Illuminate,,high,"""Veritone Illuminate is a cloud-based application that provides machine translation and ... transcription"" — exact catalog product."
DOJ,Westlaw (AI assisted legal research),Thomson Reuters Redacted for cybersecurity purposes. Westlaw (AI assisted legal research) Addresses manual process of conducting legal research. Performs legal research and improves accuracy and efficiency of legal research.,map_to_existing,Westlaw AI,,high,"""Westlaw (AI assisted legal research)"" from Thomson Reuters — catalog Westlaw AI."
DOJ,Westlaw (People Search),"Westlaw Redacted for cybersecurity purposes. Westlaw (People Search) Improve the accuracy and comprehensiveness of a clemency applicant's personal data. Allows the retrieval of personal data for an individual such as historical addresses.

Improve the accuracy and comprehensiveness of a clemency applicant's personal data.",map_to_existing,Westlaw AI,,medium,"""Westlaw (People Search) ... retrieval of personal data for an individual"" — people-search (PeopleMap) feature of Westlaw; closest catalog entry Westlaw AI."
DOJ,reCAPTCHA,Google Redacted for cybersecurity purposes. reCAPTCHA Uses reCAPTCHA to distinguish between a human and bot request. It provides verification and security to our websites.,map_to_existing,reCAPTCHA,,high,"""Uses reCAPTCHA to distinguish between a human and bot request"" — exact catalog product."
DOL,AI Headset,"ResolveSoft 1605TA-25-F-00018 MSHA AI Head Gear AI Headset Inspection: An AI headset offers a hands-free, voice-controlled solution that enhances the efficiency, safety, and accuracy of MSHA inspectors using the Inspection Application System (IAS). By enabling inspectors to access inspection checklists, capture photos and videos, and input data through voice commands, the headset reduces reliance on manual data entry and handheld devices in mining environments. It also supports real-time communi",map_to_existing,MSHA AI Headset,,high,"Vendor ""ResolveSoft"", system ""MSHA AI Head Gear"" — catalog MSHA AI Headset (ResolveSoft)."
DOL,Audio Transcription,"Azure PIID: NNG15SD60B Azure Audio Transcription The AI is intended to ensure accurate records of voicemails for tracking and follow-up purposes on claims.  The transcription service allows more time for the claims examiner to focus on more critical tasks such as decisions on claims as opposed to spending time documenting the call themselves.  Having more time to focus on critical tasks, in turn, enables higher levels of customer service. Transcription of speech to text for records keeping using",map_to_existing,Azure Speech,,medium,"""Azure Audio Transcription ... Transcription of speech to text"" of voicemails — Azure's transcription service is Azure Speech; only ""Azure"" named generically."
DOL,Automatic Document Processing,"Synergy PIID: 1605DC19A0004
Azure PIID: NNG15SD60B Azure Automatic Document Processing The AI is intended to allow the claims examiner more time to focus on more critical adjudication tasks.  The CM-929 and CM-908 forms amount to tens of thousands of incoming correspondence on an annual basis.  Claims examiners were cumulatively spending an excess amount of time each year reviewing the forms only for indications of a change in circumstances (based on a check-the-box indicator) or similar notice.",unclear,,,low,"Vendors ""Synergy PIID ... Azure PIID ..."" for check-the-box form review; no Azure service named — could be Azure AI Document Intelligence or a custom Synergy-built model; undecidable from text."
DOL,CE Interview Imputations,"N/A BLS Internal
System CE Interview Imputations Imputes missing expenditure values in the Consumer Expenditure Interview Survey when respondents answer “don’t know” or refuse to provide an expense amount. Uses more sophisticated statistical techniques to estimate missing values",agency_internal_system,,,high,"""N/A BLS Internal System CE Interview Imputations"" — BLS-built statistical imputation tool, not a commercial product."
DOL,CE Interview Item Code Estimation,"N/A BLS Internal
System CE Interview Item Code Estimation Recommends expense classification categories for Consumer Expenditure Interview Survey expense responses. Improves data quality by identifying potentially incorrect misclassifications from data collection for human review",agency_internal_system,,,high,"""BLS Internal System CE Interview Item Code Estimation"" — BLS-built classification recommender, not a commercial product."
DOL,CFOI Record Matching,"N/A BLS Internal
System CFOI Record Matching The Census of Fatal Occupational Injuries (CFOI) collects and publishes a complete count of work-related fatal injuries and descriptive data on their circumstances. The CFOI Record Matching programs matches records from various sources, including Occupational Safety and Health Administration (OSHA) Information System (OIS) files, news articles, and Quarterly Census of Employment and Wages (QCEW), to identify missing or inconsistent data in CFOI. Effic",agency_internal_system,,,high,"""BLS Internal System CFOI Record Matching"" — BLS-built record-matching programs, not a commercial product."
DOL,CPS OTC Prediction,"N/A BLS Internal
System CPS OTC Prediction The BLS productivity office publishes measures of hours worked by major sector and industry. As part of the calculation for this measure, BLS uses Current Employment Statistics (CES) data on hours paid is used to estimate hours for payroll workers. Additional adjustments are made to this measure, such as removing paid time off (PTO), adding off-the-clock (OTC) hours, and adding in hours worked by self-employed and unpaid family workers. BLS uses the Cur",agency_internal_system,,,high,"""BLS Internal System CPS OTC Prediction"" — BLS-built hours-worked estimation model, not a commercial product."
DOL,"Comment Actionability
Likelihood Score","N/A BLS Internal
System Comment Actionability
Likelihood Score Many comments submitted through the BLS.gov customer satisfaction survey are not actionable (i.e., do not provide an issue or explanation of what could improve the user experience). Non-actionable submissions increase the burden on those tasked with reviewing comments. The tool reduces the burden on those tasked with reviewing these comments by providing them with a means to sort them by how actionable they are likely to be.",agency_internal_system,,,high,"""BLS Internal System Comment Actionability Likelihood Score"" — BLS-built comment triage tool, not a commercial product."
DOL,"Computer-Assisted Coding: 
SOII Autocoder","N/A BLS Internal
System Computer-Assisted Coding: 
SOII Autocoder The Survey of Occupational Injuries and Illnesses (SOII) collects hundreds of thousands of narratives describing cases of work-related injury and illness annually. Using narratives and other relevant information, SOII Autocoder automatically assigns classifications for SOII elements, which include worker occupation, nature of the injury, part of body affected, event that resulted in the injury, source and secondary source (if it e",agency_internal_system,,,high,"""BLS Internal System ... SOII Autocoder automatically assigns classifications"" — BLS-built autocoder, not a commercial product."
DOL,"Computer-Assisted Review:
ORS Autocoder","N/A BLS Internal
System Computer-Assisted Review:
ORS Autocoder The Occupational Requirements Survey (ORS) collects and publishes information about specific work-related requirements. Every year, thousands of collected data must be reviewed manually by human staff. The ORS Autocoder, on a regular basis, autocodes and clears certain edit flags from records which it deems to be good, allowing human staff to focus on reviewing data that are more likely to be incorrect. Efficiency and data quality i",agency_internal_system,,,high,"""BLS Internal System ... The ORS Autocoder ... autocodes and clears certain edit flags"" — BLS-built autocoder, not a commercial product."
DOL,ETA Grants Monitoring Tool through Doc Explorer,"N/A Azure Open AI and AWS ETA Grants Monitoring Tool through Doc Explorer Automates review of grant documents to detect anomalies, delays, and compliance issues.
Improves consistency and accuracy in monitoring across programs. Saves time during site visit. Enhances monitoring efficiency and ensures accurate, timely use of Grants",map_to_existing,Azure OpenAI,,medium,"System ""Azure Open AI and AWS"" hosting the internal ETA Doc Explorer grants-monitoring tool — Azure OpenAI is the named catalog platform; plain ""AWS"" is vendor-generic and skipped."
DOL,"Expenditure Classification 
Autocoder","1605TA-21-F-00064 BLS Internal
System Expenditure Classification 
Autocoder Assigns expense classification categories to reported expenses from Consumer Expenditure Diary Survey respondents. Efficiency of expenditure classification efforts",map_to_existing,BLS Expenditure Classification Autocoder,,high,"""Expenditure Classification Autocoder [a]ssigns expense classification categories ... Consumer Expenditure Diary Survey"" — catalog BLS Expenditure Classification Autocoder; vendor field is just a contract PIID."
DOL,Generative AI AssistantI  ( AI Center),"Synergy PIID: 1605DC19A0004
Azure PIID: NNG15SD60B Azure Open AI and AWS Generative AI AssistantI  ( AI Center) Private and secure in-house solution to evaluate business use cases that can solve problems using Generative AI models and semantic search. Example use cases include text summarization, text analysis, and document comparisons. Private, secure in-house generative AI with semantic search accelerates text summarization, analysis, and document comparison to improve efficiency and decision ",map_to_existing,Azure OpenAI,,medium,"""Azure Open AI and AWS Generative AI Assistant ... in-house solution"" — DOL AI Center assistant built on Azure OpenAI (catalog); plain ""AWS"" vendor-generic."
DOL,Hololens,BGC/CLIRIO Hololens Hololens AI used to train Inspectors to visually inspect  unsafe areas from a safe location. Vastly more cost effective in using the AI tool. Reduction of FTE costs from months to hours.,propose_new,Microsoft HoloLens,Clirio (Clirio),medium,"""BGC/CLIRIO Hololens ... train Inspectors to visually inspect unsafe areas"" — HoloLens maps to catalog Microsoft HoloLens; Clirio (BGC Engineering spin-out) is the AR inspection software, a real product missing from catalog."
DOL,Note Taking Bot,"Synergy PIID: 1605DC19A0004
Azure PIID: NNG15SD60B AUNTEE BOT Note Taking Bot The bot will take the transcript and summarize the meeting notes An AI bot that converts meeting transcripts into concise, searchable notes improves productivity and information sharing by reducing manual effort.",map_to_existing,DOL Auntee Bot,,high,"System ""AUNTEE BOT"" meeting-notes summarizer — catalog DOL Auntee Bot."
DOL,OEWS Occupation Autocoder,N/A BLS Internal system OEWS Occupation Autocoder The input is state-submitted response files that include occupation title and sometimes job description of the surveyed units. The autocoder reads the job title and assigns up to two 6-digit Standard Occupational Classification (SOC) codes along with their probabilities as recommendations for human coders. Codes above a certain threshold are appended to the submitted response file and sent back to states to assist them with their SOC code assignm,agency_internal_system,,,high,"""BLS Internal system OEWS Occupation Autocoder"" — BLS-built SOC autocoder, not a commercial product."
DOL,PII Redaction,Amazon PII Redaction PII Redaction Using Amazon Web Services Personal Identifying Information scrubber for ITA text fields and Named Entity Recognition to remove additional names from the text fields. Vastly more cost effective in using the AI tool. Reduction of FTE costs from months to hours.,map_to_existing,Amazon Comprehend,,medium,"""Amazon Web Services Personal Identifying Information scrubber ... Named Entity Recognition"" — AWS's PII-detection/NER service is Amazon Comprehend; plain AWS/Amazon otherwise vendor-generic."
DOL,PPI Price Tolerance Prediction,"N/A BLS Internal
System PPI Price Tolerance Prediction Recommends price tolerance boundaries for industries based on historical and seasonal trends. Improve statistical quality of price outlier detection.",agency_internal_system,,,high,"""BLS Internal System PPI Price Tolerance Prediction"" — BLS-built statistical model, not a commercial product."
DOL,QCEW NAICS Autocoder,"N/A BLS Internal
System QCEW NAICS Autocoder The primary data source for the Quarterly Census of Employment and Wages (QCEW) is administrative data from state unemployment insurance programs. Some of these records are submitted without a valid North American Industry Classification System (NAICS) code. The tool is intended to reduce the burden on human reviewers of these uncoded records by recommending the most likely NAICS codes. It also reduces the burden on the program office by reducing prin",agency_internal_system,,,high,"""BLS Internal System QCEW NAICS Autocoder"" — BLS-built autocoder, not a commercial product."
DOL,Sample Refinement: Frame API,"N/A BLS Internal
System Sample Refinement: Frame API BLS establishment-based surveys, such as the Survey of Occupational Injuries and Illnesses (SOII), the National Compensation Survey (NCS), and the Occupational Requirements Survey (ORS), use the Longitudinal Database (LDB) as the frame for their survey samples. For each of these programs, there is a significant time-lag between when the sample is drawn for a program and when data collection begins. A critical and time-consuming part of data co",agency_internal_system,,,high,"""BLS Internal System Sample Refinement: Frame API"" — BLS-built survey-frame tool, not a commercial product."
DOL,Scanner Data Product Classification,"N/A BLS Internal 
system Scanner Data Product Classification BLS receives bulk data from some corporations related to the cost of goods they sell and services they provide. Consumer Price Index (CPI) staff have hand-coded a segment of the items in these data into Entry Level Item (ELI) codes. To accept and make use of these bulk data transfers at scale, BLS has begun to use machine learning to label data with ELI codes. The machine learning model takes as input word frequency counts from item de",agency_internal_system,,,high,"""BLS Internal system Scanner Data Product Classification"" — BLS-built ML labeling of ELI codes, not a commercial product."
DOT,Conversational Multi-modal Chatbot (Google Gemini),"Google  Conversational Multi-modal Chatbot (Google Gemini) DOT needs a large language model that can integrate with word processing, email, presentations and shared drives. Google Gemini will allow DOT employees to Generate reports that automatically align with specific Operating Administration (Mode) format;  Generate custom visuals and slide outlines directly inside presentation.",map_to_existing,Gemini,,high,"""Conversational Multi-modal Chatbot (Google Gemini)"" — catalog Gemini."
DOT,Identification of Similar Continued Operational Safety (COS) Events,"Identification of Similar Continued Operational Safety (COS) Events AIR is utilizing AI within Palantir Foundry (i.e., Foundry's ""Artificial Intelligence Platform"" (AIP)) to search, find and link similar types of events (e.g., Continued Operational Safety (COS) event reports, Notices of Noncompliance (NCN), semantic searc",map_to_existing,Palantir AIP,,high,"""AI within Palantir Foundry (i.e., Foundry's 'Artificial Intelligence Platform' (AIP))"" — catalog Palantir AIP."
DOT,Report Sumarization (Google NotebookLM),"Google  Report Sumarization (Google NotebookLM) DOT employees need an environment to upload custum Retrieval-Augmented Generation (RAG). NotebookLM allows employees to upload documents that create a private RAG environment.  NotebookLM also condense long PDFs, articles, or transcripts into bulleted executive summaries, podcast style audio or action items",map_to_existing,NotebookLM,,high,"""Report Sumarization (Google NotebookLM)"" — catalog NotebookLM."
ED,Aidan Chat-bot,"Accenture DCC Aidan Chat-bot Easing the access to information for borrowers Federal Student Aid's (FSA) virtual assistant uses natural language processing to answer common financial aid questions and help customers get information about their federal aid on StudentAid.gov. In just over two years, Aidan has interacted with over 2.6 million unique customers, resulting in more than 11 million user messages.",map_to_existing,FSA Aidan Chatbot,,high,"""Aidan Chat-bot ... Federal Student Aid's (FSA) virtual assistant"" built by Accenture — catalog FSA Aidan Chatbot."
ED,Azure AI Internal General Q&A,iCatalyst Inc ENT_Tech Azure AI Internal General Q&A Providing information to agency staff regarding provided documents Rag Chatbot used in the secure resolution of internal questions.,agency_internal_system,,,medium,"""Rag Chatbot used in the secure resolution of internal questions"" — bespoke iCatalyst-built RAG chatbot for ED ENT_Tech, not a commercial product (catalog iCatalyst RPA is a different bot)."
ED,CAISY - Artificial Intelligence System Skillsoft Percipio Assessment for the Department Use,"Skillsoft EDSPO CAISY - Artificial Intelligence System Skillsoft Percipio Assessment for the Department Use Enhancing user experience and knowledge gained from training platform CAISY is designed to enhance decision-making and operational efficiency by delivering real-time insights, predictive analytics, and intelligent automation. By streamlining repetitive tasks and improving situational awareness, it helps organizations reduce costs, boost productivity, and make more accurate, data-driven dec",map_to_existing,Skillsoft Percipio CAISY,,high,"""CAISY - Artificial Intelligence System Skillsoft Percipio Assessment"" — catalog Skillsoft Percipio CAISY."
ED,Comment Categorization,"iCatalyst Inc ENT_Tech Comment Categorization Reducing required manual processing of public comments Rag Chatbot referencing collected FAFSA Comments from public mailbox. Comments are provided to Bot, which provides statistics on the content, scope, and sentiment of the comments while grouping them for resolution",agency_internal_system,,,medium,"""Rag Chatbot referencing collected FAFSA Comments"" — bespoke iCatalyst-built comment-categorization bot for ED, not a commercial product."
ED,Customer Service Support,"iCatalyst Inc ENT_Tech Customer Service Support Easing access to solutions and information for customer support reprezentatives RAG Chatbot supporting customer service reps answering StudentAid.gov troubleshooting questions by using details from a provided document, including ticket numbers, issues, fixes, and confidence levels, while avoiding topics outside the document’s scope.",agency_internal_system,,,medium,"""RAG Chatbot supporting customer service reps"" — bespoke iCatalyst-built support bot for ED, not a commercial product."
ED,Generative AI - Capability Evaluation,"OpenAI & Google Distributed Cloud  Generative AI - Capability Evaluation Ease the access to information and generate materials for Department staff Using AI, a study is performed identifying places where AI is commonly used to improve business processes.",propose_new,,Google Distributed Cloud (Google),medium,"Vendor ""OpenAI & Google Distributed Cloud"" — Google Distributed Cloud is a specific Google product missing from catalog; ""OpenAI"" is vendor-only with no product named (generic-vendor rule)."
ED,Generative AI - Code Generation,"OpenAI & Google Distributed Cloud  Generative AI - Code Generation Ease the access to information and generate materials for Department staff When given written paragraphs as prompts, AI generates code snippets in a variety of programming languages. This capability allows users to quickly obtain relevant code tailored to their specific requirements.",propose_new,,Google Distributed Cloud (Google),medium,"Same vendor string ""OpenAI & Google Distributed Cloud"" — GDC is a real Google product absent from catalog; OpenAI vendor-only, not mapped."
ED,Generative AI - Data Manipulation,"OpenAI & Google Distributed Cloud  Generative AI - Data Manipulation Ease the access to information and generate materials for Department staff AI is used to automate the conversion between related data types, such as translating a county name into its corresponding county FIPS (Federal Information Processing Standards) code, recognizing and mapping the relationship between different forms of data.",propose_new,,Google Distributed Cloud (Google),medium,"Same vendor string ""OpenAI & Google Distributed Cloud"" — GDC is a real Google product absent from catalog; OpenAI vendor-only, not mapped."
ED,Generative AI - Design Generation,OpenAI & Google Distributed Cloud  Generative AI - Design Generation Ease the access to information and generate materials for Department staff AI will create paragraphs and images to augment visual designs for web design and communication.,propose_new,,Google Distributed Cloud (Google),medium,"Same vendor string ""OpenAI & Google Distributed Cloud"" — GDC is a real Google product absent from catalog; OpenAI vendor-only, not mapped."
ED,Generative AI - Idea Suggestion,"OpenAI & Google Distributed Cloud  Generative AI - Idea Suggestion Ease the access to information and generate materials for Department staff When prompted with written paragraphs, AI suggests possible courses of actions for given scenarios.",propose_new,,Google Distributed Cloud (Google),medium,"Same vendor string ""OpenAI & Google Distributed Cloud"" — GDC is a real Google product absent from catalog; OpenAI vendor-only, not mapped."
ED,Generative AI - Image Generation,"OpenAI & Google Distributed Cloud  Generative AI - Image Generation Ease the access to information and generate materials for Department staff AI is prompted to create images, icons, and other visual aids representing the Team Values created by OSERS teams.",propose_new,,Google Distributed Cloud (Google),medium,"Same vendor string ""OpenAI & Google Distributed Cloud"" — GDC is a real Google product absent from catalog; OpenAI vendor-only, not mapped."
ED,Generative AI - Information Summarization,"OpenAI & Google Distributed Cloud  Generative AI - Information Summarization Ease the access to information and generate materials for Department staff When provided with publicly available documents or articles, AI extracts key points, generates summaries, and identifies relevant action items. This helps users quickly grasp the essential information and determine next steps without having to read the entire content.",propose_new,,Google Distributed Cloud (Google),medium,"Same vendor string ""OpenAI & Google Distributed Cloud"" — GDC is a real Google product absent from catalog; OpenAI vendor-only, not mapped."
ED,Generative AI - Mock Data Generation,"OpenAI & Google Distributed Cloud  Generative AI - Mock Data Generation Ease the access to information and generate materials for Department staff AI is used to generate mock data sets for testing purposes. These simulated datasets help assess system performance, validate models, and ensure the accuracy of data-driven processes without using real-world data.",propose_new,,Google Distributed Cloud (Google),medium,"Same vendor string ""OpenAI & Google Distributed Cloud"" — GDC is a real Google product absent from catalog; OpenAI vendor-only, not mapped."
ED,Generative AI - System Testing,"OpenAI & Google Distributed Cloud  Generative AI - System Testing Ease the access to information and generate materials for Department staff AI will be provided with fabricated examples of prohibited prompt information, to ensure proper filters and data loss prevention methods are in place",propose_new,,Google Distributed Cloud (Google),medium,"Same vendor string ""OpenAI & Google Distributed Cloud"" — GDC is a real Google product absent from catalog; OpenAI vendor-only, not mapped."
ED,Generative AI - Text Generation,"OpenAI & Google Distributed Cloud  Generative AI - Text Generation Ease the access to information and generate materials for Department staff AI generates summaries and outlines for projects and presentations, helping to organize key points and structure content effectively. This assists users in quickly preparing for discussions, reports, or presentations by focusing on the most relevant information.",propose_new,,Google Distributed Cloud (Google),medium,"Same vendor string ""OpenAI & Google Distributed Cloud"" — GDC is a real Google product absent from catalog; OpenAI vendor-only, not mapped."
ED,Generative AI and Foundation Model Integration,"Amazon Web Services EDMAPS Generative AI and Foundation Model Integration Providing access to multi-vendor suite of AI tools & models AWS Bedrock enables organizations to build and scale applications powered by foundation models, supporting use cases such as text generation, summarization, conversational AI, personalization, and content creation, with seamless integration into existing AWS services and infrastructure.",map_to_existing,AWS Bedrock,,high,"""AWS Bedrock enables organizations to build and scale applications powered by foundation models"" — catalog AWS Bedrock."
ED,IPAC RPA Bot,"iCatalyst Inc ENT_Tech IPAC RPA Bot Reducing the manual data processing steps from inter-agency financial requests The IPAC Workflow bot downloads a date range csv file from the Treasury Department's IPAC system, reformats the entries to fit the ED system, and uploads them to the ED SharePoint sites and the Financial system, ensuring data quality and reliability.",map_to_existing,iCatalyst RPA,,high,"""IPAC RPA Bot"" by iCatalyst Inc — catalog iCatalyst RPA (iCatalyst Inc)."
