agency,use_case_name,source_text,decision,mapped_products,proposed_new,confidence,reasoning
DHS,Unified Processing/Mobile Intake,"NEC (Nippon Electric Company) Traveler Verification Service Unified Processing/Mobile Intake The need to use every available resource to identify individuals who may pose a threat to national security or may be members of terrorism or transnational criminal organizations. The objective is to facilitate the swift and accurate biometric identification of individuals encountered by CBP, thereby expediting their processing.",map_to_existing,Traveler Verification Service ;; NEC NeoFace,,high,'NEC (Nippon Electric Company) Traveler Verification Service Unified Processing/Mobile Intake' - TVS plus NEC algorithm.
DHS,User and Entity Behavior Analytics (UEBA),CANDA Solutions Vetting Identities for an Enterprise Workforce User and Entity Behavior Analytics (UEBA) The Continuous Vetting Analytics Service (CVAS) sub-system in the Vetting Identities for an Enterprise Workforce (VIEW) system of record will solely be used to aggregate information provided by or authorized to be collected by an DHS applicant and then presents the aggregated information in a structured manner and present it to personnel security adjudicative specialist to help them prioritiz,map_to_existing,CANDA UEBA,,high,'CANDA Solutions Vetting Identities for an Enterprise Workforce User and Entity Behavior Analytics (UEBA)' - catalog 'CANDA UEBA'.
DHS,Vault Access Log (SPVAA),"NEC Traveler Verification Service Vault Access Log (SPVAA) Automate identification of personnel entering into secure seized property vault. The system will enhance monitoring and minimizes the risk of unauthorized access, contributing to stronger security protocols for handling seized property.",map_to_existing,Traveler Verification Service ;; NEC NeoFace,,high,'NEC Traveler Verification Service Vault Access Log (SPVAA)' - TVS facial matching (NEC algorithm) repurposed for vault access logging.
DHS,Verification Match Model,"IBM Verification Information System Verification Match Model By consolidating these into a single, unified Verification Match Model within a separate microservice, the use case aims to improve the accuracy of responses and reduce the need for manual review. ML plays a key role in the continuous improvement of these models, ultimately reducing the need for manual case reviews. Leveraging AI in the USCIS verification matching process of known records across systems is beneficial because it streaml",map_to_existing,USCIS Verification Match Model,,high,'IBM Verification Information System Verification Match Model' - catalog 'USCIS Verification Match Model'.
DOC,GenAI platform and applications for general productivity,"GenAI platform and applications for general productivity SCOUT LLM helps staff create content, simplify complex topics, and explore new ideas while ensuring data security. It stays current with the rapidly evolving LLM landscape by offering access to top-tier models from OpenAI, Anthropic, Meta, among others. Additionally, it provides robust customization options to fine-tune outputs",agency_internal_system,,,medium,"'SCOUT LLM helps staff create content ... offering access to top-tier models from OpenAI, Anthropic, Meta' - SCOUT is a Commerce-built GenAI gateway platform brokering commercial models, not itself a commercial product; no catalog entry."
DOE,ACORN (Autonomous Operation for Reactor Technologies),"Open source development Not available ACORN (Autonomous Operation for Reactor Technologies) AI automatically identifies process models from simulation and operational data, solves for optimal control actions that can achieve user-defined objectives, executes actions and observes system responses reduce labor and costs to performance operation tasks in advanced reactors and microreactors",agency_internal_system,,,high,"'Open source development' vendor on ACORN (Autonomous Operation for Reactor Technologies) - a DOE national-lab research system for reactor control, not a commercial product."
DOE,AGN-201 DT,Not available  AGN-201 DT Aid safeguards analysts for determining if a reactor is being used in a non-declared way. Reduce the burden for inspectors by increasing synthesizing data and announcing anomalies.,agency_internal_system,,,medium,"'Not available' vendor; AGN-201 DT is a lab-built digital twin of the AGN-201 research reactor for safeguards analysis - government research system, no commercial product named."
DOE,AI Builder Document Scraping,Microsoft NR-NNL-CUI-ITN-PrimeNet_HA AI Builder Document Scraping Enhance and automate PDF scraping for large sets of PDF files. Improved Microsoft PDF scraping model that allows the user to provide a training set for their PDFs.,map_to_existing,Microsoft AI Builder,,high,'Microsoft ... AI Builder Document Scraping ... Improved Microsoft PDF scraping model' - catalog 'Microsoft AI Builder'.
DOE,AI Drafting of Operational Procedures and Training Materials,"SRNS - OT In House Staff  AI Drafting of Operational Procedures and Training Materials ""To automate and enhance the drafting of operational  procedures and training materials, reducing time, effort, and errors."" ""Reduced development time, reduced errors, and rework, 
better context understanding, and improved standardization and formatting, cutting time spent on document creation by half.""",map_to_existing,SRNS AI Drafting Assistant,,high,'SRNS - OT In House Staff  AI Drafting of Operational Procedures and Training Materials' - catalog 'SRNS AI Drafting Assistant' (Savannah River Nuclear Solutions).
DOE,AI for Intelligent Automation,"Not available CS-SSP-123,Cybersecurity System Security Plan for Azure Platform AI for Intelligent Automation workplace automation Improve the timeliness and quality of manual work processes through automation where generative AI can make comparisons and decisions using INL procedures and controlled documents, with humans performing final validation and approval.",map_to_existing,INL Intelligent Automation,,high,'AI for Intelligent Automation ... using INL procedures and controlled documents' - catalog 'INL Intelligent Automation' (DOE Idaho National Lab).
DOE,AI-Form and Questionnaire Assistant,"SRNS - OT In House Staff  AI-Form and Questionnaire Assistant ""To automate and enhance the completion of standard  forms and questionnaires used onsite at SRNS. This AI aims to reduce time, effort, errors, and enhance context understanding, consistent formatting, and independent outputs from the system."" Reduced development time, reduced errors and rework,  better context understanding, and improved standardization and formatting, reducing time spent on forms by half.",map_to_existing,SRNS AI Form and Questionnaire Assistant,,high,'SRNS - OT In House Staff  AI-Form and Questionnaire Assistant' - catalog 'SRNS AI Form and Questionnaire Assistant'.
DOE,AI-Tailored Learning Management Solutions,"SRNS - OT In House Staff  AI-Tailored Learning Management Solutions To improve the quality, relevance, and delivery of training materials, ensuring they are tailored and effective for users. Improved training materials, dynamic learning tailored to user needs, real-time feedback, comprehensive evaluation, and higher staff effectiveness and readiness.",map_to_existing,SRNS AI Tailored Learning,,high,'SRNS - OT In House Staff  AI-Tailored Learning Management Solutions' - catalog 'SRNS AI Tailored Learning'.
DOE,APT Analytics,Microsoft R&D User APT Analytics Automate analysis of atom probe tomography (APT) data for faster scientific insights. Speeds up materials research through automated nanoscale data analysis.,map_to_existing,APT Analytics,,high,'APT Analytics Automate analysis of atom probe tomography (APT) data' - exact catalog entry 'APT Analytics' (DOE); bare 'Microsoft' is generic.
DOE,Advanced Fuels Campaign,"Not available  Advanced Fuels Campaign Not available Accelerates fuel development cycles and improves performance predictions, reducing R&D costs and time to deployment.",false_positive,,,medium,"Vendor 'Not available'; 'Advanced Fuels Campaign' is a DOE R&D program name, not a product - nothing attributable in the text."
DOE,Advanced Long Term Environmental Monitoring Systems (ALTEMIS),"Python SRNL-SRS ATO Advanced Long Term Environmental Monitoring Systems (ALTEMIS) Reduce the cost of long-term monitoring using integrated sensing technologies and AI/ML to forecast groundwater plume migration and anomalies. Proactive, rather than reactive, monitoring of complex geochemical systems.",agency_internal_system,,,high,"ALTEMIS (Advanced Long Term Environmental Monitoring Systems) is an SRNL-developed monitoring research system; vendor field 'Python' is a programming language, not a vendor."
DOE,ChatGPT Enterprise,"OpenAI (SAAS hosting provider) ChatGPT Enterprise ChatGPT Enterprise ""General business productivity, research of AI models "" General business productivity, research of AI models",map_to_existing,ChatGPT,,high,'OpenAI (SAAS hosting provider) ChatGPT Enterprise' - maps to catalog 'ChatGPT' (no separate Enterprise-tier entry).
DOE,Chatlab,Not available  Chatlab Not available Not available,unclear,,,low,'Not available  Chatlab Not available Not available' - a named tool with zero vendor or description; cannot tell whether internal or commercial.
DOE,Climate Weather Data,Not available  Climate Weather Data Not available speeds up climate model analysis,false_positive,,,medium,"Vendor 'Not available'; 'Climate Weather Data' with only 'speeds up climate model analysis' - no product named, nothing attributable."
DOE,Computer Vision for Defect Detection,"SRNS - OT In House Staff  Computer Vision for Defect Detection ""To automate and enhance the detection of  visible defects in products, improving quality control and reducing production errors."" Improved product quality, reduced production costs, less need for manual inspections, and enhanced productivity. The AI system will lead to significant cost savings and better consistency in products over time.",map_to_existing,SRNS Computer Vision Defect Detection,,high,'SRNS - OT In House Staff  Computer Vision for Defect Detection' - catalog 'SRNS Computer Vision Defect Detection'.
DOE,Copilot Studio,Microsoft Cloud Enclave Copilot Studio Enhancing day to day processes. 1) Enhancing employee productivity and efficiency.,map_to_existing,Microsoft Copilot Studio,,high,'Microsoft Cloud Enclave Copilot Studio' - catalog 'Microsoft Copilot Studio'.
DOE,Copilot for Microsoft 365,Microsoft Cloud Enclave Copilot for Microsoft 365 Enhancing day to day processes. 1) Enhancing employee productivity and efficiency.,map_to_existing,Microsoft 365 Copilot,,high,'Copilot for Microsoft 365' - catalog 'Microsoft 365 Copilot'.
DOE,Deep Learning Malware Analysis for reusable cyber defenses.,Not available  Deep Learning Malware Analysis for reusable cyber defenses. Not available Identify commonalities in malware,false_positive,,,medium,Vendor 'Not available'; 'Deep Learning Malware Analysis for reusable cyber defenses' describes a research capability ('Identify commonalities in malware') with no product named.
DOE,DevSec Ops AI,"Not available CS-SSP-123,Cybersecurity System Security Plan for Azure Platform DevSec Ops AI Not available accelerates secure software delivery",unclear,,,low,'Not available ... DevSec Ops AI ... accelerates secure software delivery' - generic name on the INL Azure platform; could be internal automation or unnamed commercial tooling.
DOE,Drone Imagery Analysis,TBD LMGSS Drone Imagery Analysis AI used to allow drone to improve human safety in imagery collection and analysis. Simple and efficient asset inspection with improved safety factor.,false_positive,,,medium,Vendor field is literally 'TBD' for LM drone imagery analysis - no product exists to attribute yet.
DOE,EDMS Admin,Not available EDMS EDMS Admin Machine-readable information is difficult to quickly summarize by humans. By enabling summaries of information in our electronic document management system we have a previously-unavailable capability that addresses this problem. Reduces administrative burden through intelligent automation of routine tasks.,unclear,,,low,"Vendor 'Not available'; 'summaries of information in our electronic document management system' - an AI summarizer bolted onto a generic EDMS, tool unnamed; undecidable."
DOE,EES&T Communications Impact,"Not available  EES&T Communications Impact Not available Provides actionable insights into communication effectiveness, enabling data-driven improvements in outreach and stakeholder engagement.",agency_internal_system,,,medium,Vendor 'Not available'; 'EES&T Communications Impact' is a named internal lab-division analytics application with no commercial vendor.
DOE,EES&T Document Processing,"Not available  EES&T Document Processing Not available Cuts manual processing time and improves data accessibility by automating document classification and extraction, increasing operational efficiency.",agency_internal_system,,,medium,"Vendor 'Not available'; 'EES&T Document Processing' is a named internal lab-division application ('automating document classification and extraction'), no commercial vendor."
DOE,ESH&Q NEPA App,"Not available  ESH&Q NEPA App Not available Speeds up environmental review processes and improves compliance accuracy, reducing delays in project approvals.",agency_internal_system,,,medium,"Vendor 'Not available'; 'ESH&Q NEPA App' is a named internal lab application for environmental review, no commercial vendor."
DOE,EnerGPT,"Accenture Federal Services, Google OCIO Google Cloud Platform EnerGPT Improves efficiency of DOE staff. EnerGPT aims to enhance user productivity and reduce time spent on redundant tasks .",map_to_existing,EnerGPT,,high,"'Accenture Federal Services, Google OCIO Google Cloud Platform EnerGPT' - catalog 'EnerGPT'; the GCP mention is hosting infrastructure ('OCIO Google Cloud Platform' system), excluded as a platform-only edge."
DOE,EnerGPT Canvas,"Accenture Federal Services, Google OCIO Google Cloud Platform EnerGPT Canvas Improves the speed and accuracy DOE employees are able to draft, edit, and produce content. Allowing DOE users to edit their projects using AI in one single platform.",map_to_existing,EnerGPT,,high,'EnerGPT Canvas ... Allowing DOE users to edit their projects using AI' - a feature of catalog product 'EnerGPT'; GCP mention is hosting-only.
DOE,Energy Wizard,"AWS, Azure, OpenAI NREL Stratus AWS Compute Environment, NREL Azure System, and NREL Google Cloud Platform Energy Wizard The tool aims to explore and extract meaningful insights from NREL's vast database of publications including but not limited to technical reports, presentations, and conference papers. There are over 56,000 publications in the NREL research hub and t Making NREL data more accessible for researchers and accelerating research.",map_to_existing,OpenAI API,,medium,"'AWS, Azure, OpenAI ... Energy Wizard' - Energy Wizard is an NREL-built publications-insight tool; OpenAI is the named model provider (catalog 'OpenAI API'); plain AWS/Azure are hosting mentions, excluded."
DOE,GenAI for Classified Subject Area Categorization,"Open source development with INL Advanced Analytics Center of Excellence aaportal.inl.gov/sorterai/ (internal) GenAI for Classified Subject Area Categorization Help users, DCs and classification analysts more quickly determine Classified Subject Areas. Help users, DCs and classification analysts more quickly determine Classified Subject Areas.",map_to_existing,INL Classified Subject Area GenAI,,high,'Open source development with INL Advanced Analytics Center of Excellence ... GenAI for Classified Subject Area Categorization' - catalog 'INL Classified Subject Area GenAI'.
DOE,Geo Threat Observable for structure cyber threat related to the energy sector,"Not available  Geo Threat Observable for structure cyber threat related to the energy sector Not available Correlations, recommendations and predictions for improved cyber response.",false_positive,,,medium,Vendor 'Not available'; 'Geo Threat Observable for structure cyber threat related to the energy sector' with only a generic benefit line - no product named.
DOE,Georeference Figures,"Tesseract LMGSS Georeference Figures AI-powered georeferencing will improve automation, speed, and efficiency. Manual georeferencing is expensive. Georeferenced of historical paper maps.",map_to_existing,Tesseract OCR,,high,Vendor 'Tesseract' for georeferencing historical paper maps - catalog 'Tesseract OCR' (Open Source).
DOE,GitHub Co-Pilot,"GitHub Hanford Accreditation Boundary (HAB) GitHub Co-Pilot quicker, more complete, and safer code development quicker, more complete, and safer code development",map_to_existing,GitHub Copilot,,high,"'GitHub Hanford Accreditation Boundary (HAB) GitHub Co-Pilot quicker, more complete, and safer code development' - catalog 'GitHub Copilot'."
DOE,GitHub Copilot,Microsoft GitHub Enterprise GitHub Copilot Enhancement of developer productivity Cost savings and efficiency,map_to_existing,GitHub Copilot,,high,'Microsoft GitHub Enterprise GitHub Copilot Enhancement of developer productivity' - catalog 'GitHub Copilot'.
DOE,GitHub Copilot with the OpenAI Codex,"OpenAI R&D User GitHub Copilot with the OpenAI Codex Accelerate coding tasks with AI-assisted code suggestions and automation. This increases their productivity, allows them to focus more on innovation and research, and accelerates the development of high-quality software solutions for scientific research.",map_to_existing,GitHub Copilot ;; OpenAI Codex (legacy model),,high,'GitHub Copilot with the OpenAI Codex' - both 'GitHub Copilot' and 'OpenAI Codex (legacy model)' are catalog entries.
DOE,Google Agentspace / NotebookLM,Google R&D User Google Agentspace / NotebookLM Unify enterprise data and enable large-scale agent deployment with Google Agentspace. Improves enterprise knowledge use and team productivity at scale.,map_to_existing,Google Agentspace ;; NotebookLM,,high,'Google Agentspace / NotebookLM ... enable large-scale agent deployment with Google Agentspace' - both catalog entries.
DOE,Google Chrome Generative AI,Google GSS Google Chrome Generative AI N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Google Chrome Generative AI,,high,'Google GSS Google Chrome Generative AI' - exact catalog entry.
DOE,Groundwater Modeling,PEST LMGSS Groundwater Modeling Solves critical challenges in water modeling by providing forward-looking monitoring. Forward cast ground water behavior,map_to_existing,PEST (Parameter Estimation),,high,'PEST LMGSS Groundwater Modeling ... Forward cast ground water behavior' - catalog 'PEST (Parameter Estimation)'.
DOE,Hanford  Service Ticket Lookup,"Microsoft Azure OpenAI Hanford  Service Ticket Lookup  The purpose of the Hanford Service Ticket Lookup is to provide a single interface with for customers to ask questions and get to service tickets without having to navigate extensive menu's, tool bars, and search functions. Eventually, this will include service tickets from multiple platforms, providing the customer with a single interface to do all things service request related. Additionally, users can ask questions in natural language inst",map_to_existing,Azure OpenAI,,high,'Microsoft Azure OpenAI Hanford  Service Ticket Lookup' - internal Hanford app built on Azure OpenAI (catalog entry); the lookup app itself is bespoke.
DOE,Hanford Popfon Search,"Microsoft Azure OpenAI Hanford Popfon Search  The purpose of the Hanford Popfon Search is to provide similar functionality to our employee look-up application without needing multiple applications. The benefits of the AI are that there is a single interface with multiple uses and the previous application, which is older in architecture, can be retired, providing a safer, more secure, and cost effective alternative. Additionally, users can ask questions in natural language instead of needing to i",map_to_existing,Azure OpenAI,,high,'Microsoft Azure OpenAI Hanford Popfon Search' - internal Hanford app built on Azure OpenAI.
DOE,Hanford Procedure Search,"Microsoft Azure OpenAI Hanford Procedure Search  The purpose of the Hanford  Search is to provide greater service in our customers search for relevant proceedures, which is a main look-up for many of our employees. The benefits of the AI are that there is a single interface with multiple uses and the AI can provide better, more relevant search results.  Additionally, users can ask questions in natural language instead of needing to input specific search criteria.",map_to_existing,Azure OpenAI,,high,'Microsoft Azure OpenAI Hanford Procedure Search' - internal Hanford app built on Azure OpenAI.
DOE,Hanford Search,"Microsoft Azure OpenAI Hanford Search  The purpose of the Hanford  Search is to provide similar functionality to our Hanford Search application without needing multiple applications. The benefits of the AI are that there is a single interface with multiple uses and the AI can provide better, more relevant search results.  Additionally, users can ask questions in natural language instead of needing to input specific search criteria.",map_to_existing,Azure OpenAI,,high,'Microsoft Azure OpenAI Hanford Search' - internal Hanford app built on Azure OpenAI.
DOE,LANL AI Portal,"Amazon Web Services (hosting provider) Authorization to Operate Amazon Web Service Federal Risk and Authorization Management Program Infrastructure as a Service Cloud Service Provider, Amazon Web Service Information System Security Plan, SD-006-CP-002/L2 LANL AI Portal ""Democratized access to open-source/open-weights Large Language Models (LLMs) for general purpose office productivity, research of AI models, software development, operational streamlining, code development "" Democratized access t",map_to_existing,LANL AI Portal,,high,"'Amazon Web Services (hosting provider) ... LANL AI Portal Democratized access to open-source/open-weights Large Language Models' - catalog 'LANL AI Portal'; AWS is explicitly hosting-only, excluded."
DOE,Lex Natural Language Interface,"Microsoft NREL Stratus System, NREL Azure System Lex Natural Language Interface Find insights in a database with a LLM summarizing the results Create an efficient and user-friendly system that enables users to query project data, such as funding, AUs (allocation units), project focus, and fiscal years, with natural language prompts.",unclear,,,low,"'Microsoft NREL Stratus System, NREL Azure System Lex Natural Language Interface' - despite the name, vendor is Microsoft and hosting is Azure, so this is likely an NREL-built NL query tool rather than AWS Lex; name collision makes it undecidable."
DOE,MOOSE-LLM,"Open source  MOOSE-LLM Tools like MOOSE for multiphysics modeling have a steep learning curve. They demand considerable domain-specific knowledge, which makes it hard for newcomers to get started. Improves user experience and reduces training time by enabling natural language assistance within the MOOSE simulation framework.",agency_internal_system,,,high,"'Open source  MOOSE-LLM ... natural language assistance within the MOOSE simulation framework' - MOOSE is INL's open-source multiphysics framework; MOOSE-LLM is a lab-built research assistant, not a commercial product."
DOE,Machine Learning to support Operational Efficiency,"SRNS - OT In House Staff  Machine Learning to support Operational Efficiency Reducing risk of losing institutional knowledge associated with an aging workforce.  Ensure time to proficiency for junior operators is minimized through storing and accessing institutional knowledge to understand how operational efficiency can be im Less unanticipated downtime, improved decision making and improved manufacturing processes with optimized output.",map_to_existing,SRNS Operational Efficiency ML,,high,'SRNS - OT In House Staff  Machine Learning to support Operational Efficiency' - catalog 'SRNS Operational Efficiency ML'.
DOE,Microsoft 365,Microsoft GSS Microsoft 365 N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft 365,,high,'Microsoft GSS Microsoft 365' - exact catalog entry.
DOE,Microsoft 365 Apps for Enterprise,Microsoft GSS Microsoft 365 Apps for Enterprise N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft 365 Apps for Enterprise,,high,'Microsoft GSS Microsoft 365 Apps for Enterprise' - exact catalog entry.
DOE,Microsoft 365 Copilot,"Microsoft 365 Copilot Modern enterprise search among Microsoft 365 content, AI integration into daily business applications, improvemed management of email and messaging. Increased efficiency for routine tasks using Microsoft 365 applications",map_to_existing,Microsoft 365 Copilot,,high,'Microsoft 365 Copilot Modern enterprise search among Microsoft 365 content' - exact catalog entry.
DOE,Microsoft 365 Copilot (Productivity Suite),"Microsoft R&D User Microsoft 365 Copilot (Productivity Suite) Automate and streamline productivity tasks in Microsoft 365 apps for staff efficiency. This helps PNNL streamline workflows, improve efficiency, and allow researchers to focus more on innovation and less on administrative tasks, ultimately accelerating scientific research and operational effectiveness.",map_to_existing,Microsoft 365 Copilot,,high,'Microsoft 365 Copilot (Productivity Suite)' - catalog 'Microsoft 365 Copilot'.
DOE,Microsoft AI Builder,"Microsoft  Microsoft AI Builder Microsoft AI Builder solves the problem that most businesses want to use AI but lack the technical expertise and resources to build it themselves. It provides easy-to-use, pre-built AI tools that business users can implement without needing data scie Microsoft AI Builder democratizes AI development by enabling business users to easily create custom AI models and automation solutions without extensive coding. It integrates with the Microsoft Power Platform to add A",map_to_existing,Microsoft AI Builder,,high,'Microsoft AI Builder solves the problem that most businesses want to use AI but lack the technical expertise' - exact catalog entry.
DOE,Microsoft Azure Authoring Tools,Microsoft GSS Microsoft Azure Authoring Tools N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft Azure Authoring Tools,,high,'Microsoft GSS Microsoft Azure Authoring Tools' - exact catalog entry.
DOE,Microsoft Azure PowerShell,Microsoft GSS Microsoft Azure PowerShell N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft Azure PowerShell,,high,'Microsoft GSS Microsoft Azure PowerShell' - exact catalog entry.
DOE,Microsoft Azure Quantum Elements,"Microsoft Corporation R&D User Microsoft Azure Quantum Elements Accelerate chemistry and materials discovery using AI, HPC, and quantum-ready tools. Speeds discovery of new materials and chemicals for energy solutions.",map_to_existing,Microsoft Azure Quantum Elements,,high,'Microsoft Corporation R&D User Microsoft Azure Quantum Elements' - exact catalog entry.
DOE,Microsoft Copilot,Microsoft GSS Microsoft Copilot N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft 365 Copilot Chat,,medium,'Microsoft GSS Microsoft Copilot ... AI was automatically integrated into the product' - an auto-bundled GSS install of plain 'Microsoft Copilot' (the free chat assistant) is closest to catalog 'Microsoft 365 Copilot Chat'; medium because the inventory name is ambiguous between Copilot tiers.
DOE,Microsoft Copilot (Pilot),"Microsoft Microsoft Copilot Microsoft Copilot (Pilot) Improve general office productivity Content creation and drafting, data analysis and summerization, personalized learning and research",map_to_existing,Microsoft 365 Copilot,,medium,"'Microsoft Copilot (Pilot) Improve general office productivity Content creation and drafting, data analysis' - a deliberate productivity pilot, best matching catalog 'Microsoft 365 Copilot'; medium due to tier ambiguity."
DOE,Microsoft Copilot Studio,"Microsoft R&D User Microsoft Copilot Studio Build enterprise conversational AI agents that securely connect to data and workflows. Enables secure, scalable automation of enterprise workflows.",map_to_existing,Microsoft Copilot Studio,,high,'Microsoft Copilot Studio Build enterprise conversational AI agents' - exact catalog entry.
DOE,Microsoft Copilot for Security,"Microsoft R&D User Microsoft Copilot for Security Strengthen cybersecurity with AI-driven threat detection, response, and vulnerability management. Proactively identify, mitigate, and respond to threats. Copilot assists in real-time monitoring, threat detection, incident response automation, and vulnerability management.",map_to_existing,Microsoft Copilot for Security,,high,'Microsoft Copilot for Security Strengthen cybersecurity with AI-driven threat detection' - exact catalog entry.
DOE,Microsoft Discovery,"Microsoft R&D User Microsoft Discovery Speed up transparent, governed R&D discovery with AI agents and graph knowledge engines. Accelerates innovation with transparent, AI-driven R&D processes.",map_to_existing,Microsoft Discovery,,high,"'Microsoft Discovery Speed up transparent, governed R&D discovery' - exact catalog entry."
DOE,Microsoft Edge,Microsoft GSS Microsoft Edge N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft Edge,,high,'Microsoft GSS Microsoft Edge' - exact catalog entry.
DOE,Microsoft Exchange Server,Microsoft GSS Microsoft Exchange Server N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft Exchange Server,,high,'Microsoft GSS Microsoft Exchange Server' - exact catalog entry.
DOE,Microsoft OneDrive,Microsoft GSS Microsoft OneDrive N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft OneDrive,,high,'Microsoft GSS Microsoft OneDrive' - exact catalog entry.
DOE,Microsoft OneDrive MUI,Microsoft GSS Microsoft OneDrive MUI N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft OneDrive,,high,'Microsoft OneDrive MUI' - MUI (multilingual UI) variant of catalog 'Microsoft OneDrive'.
DOE,Microsoft OneNote,Microsoft GSS Microsoft OneNote N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft OneNote,,high,'Microsoft GSS Microsoft OneNote' - exact catalog entry.
DOE,Microsoft OneNote MUI,Microsoft GSS Microsoft OneNote MUI N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft OneNote,,high,'Microsoft OneNote MUI' - MUI variant of catalog 'Microsoft OneNote'.
DOE,Microsoft Outlook MUI,Microsoft GSS Microsoft Outlook MUI N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft Outlook,,high,'Microsoft Outlook MUI' - MUI variant of catalog 'Microsoft Outlook'.
DOE,Microsoft Power BI Desktop,Microsoft GSS Microsoft Power BI Desktop N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft Power BI,,high,'Microsoft Power BI Desktop' - desktop client of catalog 'Microsoft Power BI'.
DOE,Microsoft Power Platform capability that provides AI to automate processes in Power Apps and Power Automate,"Microsoft R&D User Microsoft Power Platform capability that provides AI to automate processes in Power Apps and Power Automate Automate workflows and processes within Microsoft Power Apps and Power Automate. By leveraging AI for automation, PNNL can automate routine tasks such as data entry, reporting, and workflow management, freeing up researchers and staff to focus on higher-value activities.",map_to_existing,Microsoft Power Platform,,high,'Microsoft Power Platform capability that provides AI to automate processes in Power Apps and Power Automate' - catalog 'Microsoft Power Platform'.
DOE,Microsoft PowerPoint MUI,Microsoft GSS Microsoft PowerPoint MUI N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft PowerPoint,,high,'Microsoft PowerPoint MUI' - MUI variant of catalog 'Microsoft PowerPoint'.
DOE,Microsoft Project,Microsoft GSS Microsoft Project N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft Project,,high,'Microsoft GSS Microsoft Project' - exact catalog entry.
DOE,Microsoft ScreenSketch,Microsoft GSS Microsoft ScreenSketch N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft ScreenSketch,,high,'Microsoft GSS Microsoft ScreenSketch' - exact catalog entry.
DOE,Microsoft Search in Bing,Microsoft GSS Microsoft Search in Bing N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft Search in Bing,,high,'Microsoft GSS Microsoft Search in Bing' - exact catalog entry.
DOE,Microsoft Skype App,Microsoft GSS Microsoft Skype App N/A AI was automatically integrated into the product without an identified benefit to the organization.,map_to_existing,Microsoft Skype,,high,'Microsoft GSS Microsoft Skype App' - catalog 'Microsoft Skype'.
