kind,old_id,agency,name
uc,8355,DOI,Coastal Change Likelihood: Synthesizing change factors using supervised learning
uc,8356,DOI,Improving Prediction Capabilities for Barrier Island Landscape Change
uc,8357,DOI,Lake-wide monitoring and assessment of Great Lakes fisheries with autonomous vehicles and image analysis
uc,8358,DOI,RSCC and TCA projects [2024 INV#WO0000000108017]
uc,8359,DOI,Storm Induced Erosion Response Network
uc,8360,DOI,Accelerating scientific discovery through AI-driven literature synthesis and meta-analysis using large language models [2024 INV#WO0000000201793]]
uc,8361,DOI,Enhancing U.S. critical mineral supply chains through AI and remote sensing mapping of legacy mine sites and tailings
uc,8362,DOI,Improving recreation opportunities and access to public lands through machine learning and transportation planning
uc,8363,DOI,Catalog of stock ponds using machine learning
uc,8364,DOI,Experimental Forecast for River Chlorophyll
uc,8365,DOI,Multiple machine-learning estimation of groundwater levels and trends for the regional Mississippi River Valley alluvial aquifer
uc,8366,DOI,Lake Champlain Cyanobacteria Bloom modeling
uc,8367,DOI,Forest metrics at Redwood National and State Parks
uc,8368,DOI,Predicting post-fire tree mortality
uc,8369,DOI,Fire Effects at Whiskeytown National Recreation Area and Lava Beds National Monument
uc,8370,DOI,Global food-and-water security-support analysis data (GFSAD) project [2024 INV#WO0000000107073]
uc,8371,DOI,Using deep learning to classify potential piping plover habitat along the Upper Missouri River
uc,8372,DOI,Diploid Detector/Triploid Tracker for Grass Carp
uc,8373,DOI,Frog vocalization recognition from digital recordings
uc,8374,DOI,Patterns in the Landscape  Analyses of Cause and Effect
uc,8375,DOI,Reducing elevation error in coastal wetland digital elevation models
uc,8376,DOI,Developing land cover maps for barrier islands using satellite imagery
uc,8377,DOI,Detecting and tracking reed canarygrass (Phalaris arundinacea) invasion in the Upper Mississippi River floodplain using remote sensing and artifial intelegence.
uc,8378,DOI,Hydrologic predictions for the Upper Mississippi River System using a hybrid deep learning approach.
uc,8379,DOI,Estimates of Habitat Suitability of Reed Canarygrass (Phalaris arundinacea) in Upper Mississippi River Floodplain Forest Understories
uc,8380,DOI,Integrate High-resolution Satellite Remote Sensing Data with  Automated Machine Learning Techniques to Enhance Water Quality Assessment
uc,8381,DOI,Invasive Carp Harvest Predictive Model
uc,8382,DOI,Submersed Aquatic Vegetation Vulnerability Evaluation Application (SAVVEA)
uc,8383,DOI,U.S. Wind Turbine Database
uc,8384,DOI,PFAS model of soils in the northeast
uc,8385,DOI,PFAS Groundwater Model
uc,8386,DOI,ATLAS
uc,8387,DOI,Flor-AI: Developing a Remotely Sensed Image Classification Method for Inventory and Monitoring of Flora in Digital UAS Imagery
uc,8388,DOI,Automating the Detection and Classification of Wildlife in Aerial Imagery [2024 INV#WO0000000109409]
uc,8389,DOI,Automated identification of ducks from hunter-submitted photos using deep learning models
uc,8390,DOI,Automated photographic identification of Eastern box turtles
uc,8391,DOI,Machine learning in remote sensing-based wildfire and natural resource risk assessments
uc,8392,DOI,Pathogen identification in salmon
uc,8393,DOI,Telemetry Analysis Learning Algorithm (TALA)
uc,8394,DOI,LANDFIRE
uc,8395,DOI,Invasive Grass Mapping
uc,8396,DOI,Evapotranspiration mapping and monitoring
uc,8397,DOI,National Land Cover Database (NLCD) [2024 INV#WO0000000107887]
uc,8398,DOI,DARPAs CriticalMAAS [2024 INV#WO0000000108419; WO0000000096527]
uc,8399,DOI,"Willamette Regional IWAAs, gradient boosted ML stream temperature modeling."
uc,8400,DOI,"Mapping wood and wood hazards in the Willamette Basin, Oregon"
uc,8401,DOI,Automated power line extraction using deep learning
uc,8402,DOI,Aveva Predictive Analytics (APA)
uc,8403,DOI,FBMS UPC Chatbot
uc,8404,DOI,General Land Office Records  Modernization
uc,8405,DOI,AI Trapline for Fire
uc,8406,DOI,RUDD AI Development of a Small Language Model for Land Use Planning Decisions Consolidation
uc,8407,DOI,Assessment Inventory and Monitoring (AIM) Chatbot
uc,8408,DOI,NEPA Document Generation
uc,8409,DOI,GraphRAG Comment Analysis and Management Solution
uc,8410,DOI,User guides/training provided in chat form
uc,8411,DOI,Using Machine Learning to Automate Crack Mapping and Structural Health Monitoring
uc,8412,DOI,Seasonal Water Supply Forecasting: Pyforecast [2024 INV#DOI-69]
uc,8413,DOI,Piloting Machine Learning Inflow Forecasts Across Reclamation [2024 INV#DOI-58]
uc,8414,DOI,Machine Learning Refines Quagga Habitat Suitability [2024 INV#DOI-74 (NEW)]
uc,8415,DOI,Machine Learning Applied to Geotechnical Engineering: Statistical Methods Applied to Seismic Analysis [2024 INV#DOI-71 (NEW)]
uc,8416,DOI,Machine Learning for Chemical Savings at Reverse Osmosis Plants [2024 INV#DOI-73 (NEW)]
uc,8417,DOI,Improved Processing and Analysis of Test and Operating Data from Rotating Machines [2024 INV#DOI-62]
uc,8418,DOI,DocketScope
uc,8419,DOI,Geothermal Energy Assessments
uc,8420,DOI,Lithium Potential Assessments
uc,8421,DOI,Mineral Resource Assessments
uc,8422,DOI,Water Time-Series Record Automation Framework development
uc,8423,DOI,Using advanced computing techniques for mobile monitoring platforms [2024 INV#WO0000000109492]
uc,8424,DOI,Using advanced computing techniques for image-based monitoring [2024 INV#WO0000000109674]
uc,8425,DOI,AI for Offshore Energy: Innovative Technology Streamlines Marine Wildlife Surveys [2024 INV#DOI-66]
uc,8426,DOI,CONUS EcoFlows Planning & Prototype [2024 INV#WO0000000109732]
uc,8427,DOI,"Nutrient, Salinity, sediment, temperature, and drought model development"
uc,8428,DOI,Water Use Model Development [2024 INV#WO0000000109669]
uc,8429,DOI,AI-Powered Wildlife Monitoring on National Wildlife Refuges
uc,8430,DOI,Implementation of Artificial Intelligence to Estimate Population Size of a Migratory Bird from Aerial Thermal Imagery [2024 INV#DOI-67]
uc,8431,DOI,Atlas.ti (Qualitative Data Analysis Software)
uc,8432,DOI,FOIA Record Pre-Review Tool
uc,8433,DOI,Document Review Platform Generative AI
uc,8434,DOI,Microsoft eDiscovery Attorney-Client Privilege Detection
uc,8435,DOI,FOIA Request Lexical Similarity Tool in the Document Review Platform (Term Frequency  Inverse Document Frequency (TF-IDF) - Cosine)
uc,8436,DOI,Enabling FOIA Request Clustering Capability in the Document Review Platform (Density Based Algorithm alongside Term Frequency  Inverse Document Frequency (TF-IDF))
uc,8437,DOI,FOIA Request Clustering Tool (Embedding based clustering alongside Term Frequency  Inverse Document Frequency (TF-IDF))
uc,8438,DOI,FOIA Request Conceptual Similarity Tool (Semantic Similarity Score Generation)
uc,8439,DOI,Performance Modeling / Performance Forecasting
uc,8440,DOI,AI data harvesting project  ECOSphere [2024 INV#DOI-62]
uc,8441,DOI,Comprehensive Condition Assessment
uc,8442,DOI,ePermits: Chatbot Implementation and Permit Application Wizard Tools
uc,8443,DOI,ePermits: Cognitive Search Capability
uc,8444,DOI,Anomaly Detection for Financial Transactions Related to DOI Programs
uc,8445,DOI,DiscoverDOI
uc,8446,DOI,Effects of vehicle traffic on space use and road crossings of caribou in the Arctic [2024 INV#WO0000000110111]
uc,8447,DOI,IA Tribal Consultation Clearinghouse
uc,8448,DOI,BIA-GEO Assist
uc,8449,DOI,Automate Project Execution of FI&R (Facilities Improvement and Repair) Projects
uc,8450,DOI,Non-Generative AI use for Trust Information Analysis and Reporting Tool [2024 INV#WO0000000110516]
uc,8451,DOI,"Integration of AI, specifically CoPilot for GitHub,  for BTFA Software Development Life Cycle Process for DME and O&M applications."
uc,8452,DOJ,Adobe Suite Applications
uc,8453,DOJ,Airlines Travel Intelligence Program
uc,8454,DOJ,Unmanned Aerial Systems (UAS)
uc,8455,DOJ,Alation Data Catalog
uc,8456,DOJ,Axon FUSUS (via HIDTA partners)
uc,8457,DOJ,Azure Data Factory
uc,8458,DOJ,Azure Zen 2 Storage
uc,8459,DOJ,Bloomberg Government
uc,8460,DOJ,CargoNet
uc,8461,DOJ,Cell Hawk (via HIDTA partners)
uc,8462,DOJ,Coinbase
uc,8463,DOJ,Digital.ai
uc,8464,DOJ,Dun & Bradstreet Business Establishments Data
uc,8465,DOJ,Axon Evidence.com
uc,8466,DOJ,Federal Docket Management System
uc,8467,DOJ,FINDER
uc,8468,DOJ,First Two
uc,8469,DOJ,LexisNexis Accurint
uc,8470,DOJ,LexisNexis Babel Street
uc,8471,DOJ,Mark43 Public Safety Records
uc,8472,DOJ,National Insurance Crime Bureau ISO ClaimSearch
uc,8473,DOJ,Operational Planning Analytics Risk Management Solution (OPARMS)
uc,8474,DOJ,Palantir (via access to external state LE system)
uc,8475,DOJ,ShotSpotter (via access to external state/local systems)
uc,8476,DOJ,Southwest Border Transaction Record Analysis Center (SWBTRAC)
uc,8477,DOJ,Spokeo
uc,8478,DOJ,Thomson Reuters CLEAR
uc,8479,DOJ,TransUnion TLOxp Online Investigative Services
uc,8480,DOJ,Veritone Redact
uc,8481,DOJ,Whooster
uc,8482,DOJ,Commercial LPR (via HIDTA partners)
uc,8483,DOJ,ELSAG/Leonardo (via HIDTA partners)
uc,8484,DOJ,Thomson Reuters Vigilant Vehicle Manager
uc,8485,DOJ,Veritone Illuminate
uc,8486,DOJ,"SAS (Forecasting, predictive analytics, data/statistical analysis)"
uc,8487,DOJ,"R (Forecasting, predictive analytics, data/statistical analysis)"
uc,8488,DOJ,"Stata (Forecasting, predictive analytics, data/statistical analysis)"
uc,8489,DOJ,"Matlab (Forecasting, predictive analytics, data/statistical analysis)"
uc,8490,DOJ,"Databricks (Forecasting, predictive analytics, data/statistical analysis)"
uc,8491,DOJ,Salesforce
uc,8492,DOJ,ChatBot
uc,8493,DOJ,BMC Helix ITSM
uc,8494,DOJ,Thomson Reuters CLEAR - License Plate Recognition
uc,8495,DOJ,Veritone
uc,8496,DOJ,AWS/cloud.gov -  Network Routing
uc,8497,DOJ,Azure Platform/Tools - Network Routing
uc,8498,DOJ,Camtasia
uc,8499,DOJ,Cloudflare Turnstile
uc,8500,DOJ,Dragon
uc,8501,DOJ,Evidence.com
uc,8502,DOJ,DEA Drug Signature Program Models
uc,8503,DOJ,LPR: DEA DEASIL Program
uc,8504,DOJ,LPR: State Partner
uc,8505,DOJ,LPR: Federal Partner
uc,8506,DOJ,LPR: Commercial Solution
uc,8507,DOJ,Friction Ridge Print Comparisons
uc,8508,DOJ,Automated Count of Items in Photos
uc,8509,DOJ,Body Worn Camera (BWC) Audio-Video Software AI Tools
uc,8510,DOJ,Supply Chain Analytics
uc,8511,DOJ,Data & Analytics: Database Tools
uc,8512,DOJ,Data & Analytics: Healthcare Fraud Detection
uc,8513,DOJ,Data & Analytics: Threat and Security Incident Monitoring
uc,8514,DOJ,Data & Analytics: Transportation OCR
uc,8515,DOJ,Data & Analytics: Chemistry Instrument Library
uc,8516,DOJ,Data & Analytics: Gunshot Detection System
uc,8517,DOJ,Financial and Cryptocurrency Analysis: Federal Partner
uc,8518,DOJ,Financial and Cryptocurrency Analysis: Commercial Solution
uc,8519,DOJ,Controlled Substances Act (CSA): Automation of Reports and Consolidated Orders System (ARCOS) Data Summarization
uc,8520,DOJ,Controlled Substances Act (CSA): Transaction Data Ranking
uc,8521,DOJ,Intelligence Data Platform
uc,8522,DOJ,Call Center Management and Service Delivery Support
uc,8523,DOJ,Generative AI R&D Sandbox
uc,8524,DOJ,Instructional System Design Online Courses
uc,8525,DOJ,Autonomous Drone Detection and Monitoring
uc,8526,DOJ,Nuclear Magnetic Resonance (NMR) Spectra Prediction
uc,8527,DOJ,Automated IT Services and Application Monitoring
uc,8528,DOJ,BriefCatch
uc,8529,DOJ,Cybersecurity Defense Tools
uc,8530,DOJ,eLitigation Tools
uc,8531,DOJ,Digital Forensics
uc,8532,DOJ,LexisNexis (AI assisted legal research)
uc,8533,DOJ,Percipio Skillsoft
uc,8534,DOJ,ServiceNow
uc,8535,DOJ,Westlaw (AI assisted legal research)
uc,8536,DOJ,Parallel Search from CaseText
uc,8537,DOJ,Qualtrics
uc,8538,DOJ,SimplyFile
uc,8539,DOJ,Veritone
uc,8540,DOJ,Critical Mention
uc,8541,DOJ,Evidence.com
uc,8542,DOJ,Flashpoint Ignite
uc,8543,DOJ,Insider Threat Management and User Activity Monitoring
uc,8544,DOJ,Object Classification Tool - Field Office Security Camera
uc,8545,DOJ,"Data Synthesis, Sentiment, Filtering, and Location Linking"
uc,8546,DOJ,Facial Recognition Technology
uc,8547,DOJ,OCR and Translation
uc,8548,DOJ,License Plate Reader 1
uc,8549,DOJ,Enterprise Telecommunications Information System
uc,8550,DOJ,Facial Recognition Technology and Data Mapping Tools
uc,8551,DOJ,Human Language Extraction and Translation Technology
uc,8552,DOJ,Attrition and Background Models Capability
uc,8553,DOJ,Audio and Video Recording Management Tool
uc,8554,DOJ,License Plate Reader 2
uc,8555,DOJ,License Plate Reader 3
uc,8556,DOJ,National Crime Information Center
uc,8557,DOJ,National Data Exchange
uc,8558,DOJ,National Instant Criminal Background Check System
uc,8559,DOJ,Next Generation Identification
uc,8560,DOJ,TIPS
uc,8561,DOJ,Facial Recognition Technology and Data Mapping Tools - 2
uc,8562,DOJ,"Language Translation,  Optical Character Recognition (OCR), Object Detection, Language Detection, Alert Noise Reduction"
uc,8563,DOJ,ASCVD (Atherosclerotic Cardiovascular Disease) Risk Estimator
uc,8564,DOJ,Automated Medication Dispensing Cabinet
uc,8565,DOJ,Automated Staffing Tool
uc,8566,DOJ,Aztec Learning Software
uc,8567,DOJ,BRAVO Classification
uc,8568,DOJ,Building Automation Systems
uc,8569,DOJ,Community Treatment Pipeline Screening
uc,8570,DOJ,Descript
uc,8571,DOJ,Google Translate
uc,8572,DOJ,InterQual
uc,8573,DOJ,Medical Claims Adjudication
uc,8574,DOJ,Medical Designations Calculator
uc,8575,DOJ,NLETs Arrest Classification
uc,8576,DOJ,Pathfinder
uc,8577,DOJ,Prisoner Assessment Tool Targeting Estimated Risk and Needs (PATTERN)
uc,8578,DOJ,Prisoner Assessment Tool Targeting Estimated Risk and Needs (PATTERN)
uc,8579,DOJ,Psychological Test Interpretation - Pearson Assessments
uc,8580,DOJ,reCAPTCHA
uc,8581,DOJ,Static-99 Sex Offender Data System (SODS)
uc,8582,DOJ,The R Project for Statistical Computing
uc,8583,DOJ,Thomson Reuters Drafting Assistant Tool for MS Word
uc,8584,DOJ,"TruNarc, Smith Detection"
uc,8585,DOJ,Trunet Systems
uc,8586,DOJ,Truview
uc,8587,DOJ,UAS Threat Detector
uc,8588,DOJ,UpToDate
uc,8589,DOJ,Veritone
uc,8590,DOJ,Wellsaid
uc,8591,DOJ,Perimeter Detection Fence (FLIR)
uc,8592,DOJ,Exiger Supply Chain Risk Management - DDIQ Research Engine
uc,8593,DOJ,Exiger Supply Chain Risk Management - DDIQ Due Diligence Analytics
uc,8594,DOJ,CoPilot
uc,8595,DOJ,Savan Group Intelligent Records Consolidation Tool
uc,8596,DOJ,Salesforce
uc,8597,DOJ,Enhanced Proactive Financial Analysis Techniques for Fusion Desktop
uc,8598,DOJ,FinCEN Data Summarization
uc,8599,DOJ,Generation of Graphs and Charts
uc,8600,DOJ,Generation of Large Test Data Sets
uc,8601,DOJ,Machine Learning for Decision Support for Fusion Desktop
uc,8602,DOJ,Machine Learning for Decision Support for DOJ MIS
uc,8603,DOJ,Narrative Analysis for Fusion Desktop
uc,8604,DOJ,Narrative Analysis for DOJ MIS
uc,8605,DOJ,Train ML on Intelligence Analyst Best Practices
uc,8606,DOJ,Speech to Text Managed Service - Voice Transcription to Text
uc,8607,DOJ,Inspection Productivity Tool
uc,8608,DOJ,Internal Component-specific chatbot service
uc,8609,DOJ,Dragon
uc,8610,DOJ,Informatica - CLAIRE
uc,8611,DOJ,Nlets Nationwide License Plate Reader Pointer Index
uc,8612,DOJ,Axon
uc,8613,DOJ,SAS Enterprise Miner - Grant risk assessment model
uc,8614,DOJ,MACO Project: Law Enforcement CAD Data Autocoder
uc,8615,DOJ,Offense Text Auto-Coder (OTAC) - Automated offense coder from offense charge text strings used for the BJS National Pretrial Reporting Program
uc,8616,DOJ,Rapid Offense Text Autocoder (ROTA) - Automated offense coder from offense charge text strings used for the BJS Criminal Cases in State Courts
uc,8617,DOJ,Research Abstract Screening for CrimeSolutions
uc,8618,DOJ,Adobe
uc,8619,DOJ,Hootsuite
uc,8620,DOJ,Veritone Digital Media Hub
uc,8621,DOJ,Lexis Nexis (People Search)
uc,8622,DOJ,Pacer Search
uc,8623,DOJ,Westlaw (People Search)
uc,8624,DOJ,AWS Transcribe
uc,8625,DOJ,AWS Translate
uc,8626,DOJ,JAWS (Text-to-Speech Assistant for Accessibility)
uc,8627,DOJ,Trial Presentation Software
uc,8628,DOJ,Deposition Transcript Management
uc,8629,DOJ,Axon Video Retention Solution (VRS) - object recognition and redaction
uc,8630,DOJ,Facial Recognition Technology
uc,8631,DOJ,JMIS: JARS
uc,8632,DOJ,JMIS: Route Optimizer
uc,8633,DOJ,UiPath OCR activity
uc,8634,DOJ,Unmanned Aerial Systems (UAS)
uc,8635,DOJ,Video Transcription Tool
uc,8636,DOJ,Axon Video Retention Solution (VRS) - Transcription
uc,8637,DOJ,Open Source Investigative Tool
uc,8638,DOJ,JPATS Mobile App (Biometrics)
uc,8639,DOJ,Aware
uc,8640,DOJ,Language Weaver
uc,8641,DOJ,Thomson Reuters CLEAR
uc,8642,DOJ,USTP AI Assistant
uc,8643,DOJ,Writing assistant
uc,8644,DOJ,"Voicemail Transcription, Translation and Summarization"
uc,8645,DOJ,Veritone
uc,8646,DOJ,UiPath Document Understanding
uc,8647,DOJ,UFMS ChatBot
uc,8648,DOJ,Translation tool
uc,8649,DOJ,Transcription
uc,8650,DOJ,Table of Contents / Table of Authorities Word plugin
uc,8651,DOJ,Systran Translate Server
uc,8652,DOJ,System Performance Monitoring
uc,8653,DOJ,Synthetic data generation for software testing
uc,8654,DOJ,Symphony AD-Hoc Batch Processing
uc,8655,DOJ,Summarizing Inspection Actions and Results for Future Inspectors
uc,8656,DOJ,Summarization Tool
uc,8657,DOJ,Stream Processing & Analytics
uc,8658,DOJ,Storyblocks
uc,8659,DOJ,Smartphone and tablet operating systems and features
uc,8660,DOJ,Sentiment Analysis Tool
uc,8661,DOJ,Search Tool for Prioritization
uc,8662,DOJ,Search Tool
uc,8663,DOJ,Redaction Tool 2
uc,8664,DOJ,Redaction Tool 1
uc,8665,DOJ,Record Digitization
uc,8666,DOJ,Public Comment Analysis
uc,8667,DOJ,ProLaw
uc,8668,DOJ,Procurement Data Triage Tool
uc,8669,DOJ,Administrative Chatbot
uc,8670,DOJ,Policy Chatbot
uc,8671,DOJ,PLX
uc,8672,DOJ,Pega GenAI
uc,8673,DOJ,Palantir
uc,8674,DOJ,Optical Character Recognition Tool 3
uc,8675,DOJ,Optical Character Recognition Tool 1
uc,8676,DOJ,Optical Character Recognition Tool 2
uc,8677,DOJ,Object Detection Tool 2
uc,8678,DOJ,Object Detection Tool 1
uc,8679,DOJ,NIST Compliance Recommender
uc,8680,DOJ,NetDocuments
uc,8681,DOJ,Named Entity Recognition
uc,8682,DOJ,"Microsoft Office 365, Teams, and Windows default features"
uc,8683,DOJ,Link Analysis and Chart Creation from Narrative Summaries
uc,8684,DOJ,Knowledge retrieval and synthesis (Azure OpenAI Services)
uc,8685,DOJ,Internal Finance ChatBot
uc,8686,DOJ,Intelligent Workflow Optimization
uc,8687,DOJ,Immigration Hearing Transcription and Translation/Interpretation Services
uc,8688,DOJ,Immigration Case Filing Intake and Processing
uc,8689,DOJ,Immigration Case and Filing Content Summary
uc,8690,DOJ,Image processing
uc,8691,DOJ,Graph Analytics & Visualization
uc,8692,DOJ,Grant Risk Assessment Model v3
uc,8693,DOJ,Goblin
uc,8694,DOJ,Geospatial Tools
uc,8695,DOJ,"Generating Recommendations, Outlines, and Summaries"
uc,8696,DOJ,FOIA Production Tools
uc,8697,DOJ,Fingerprint (Friction Ridge) Optical Character Recognition (OCR)
uc,8698,DOJ,Extracting Data from Receipts to Speed Travel Reimbursement or Provide Logbook Documentation
uc,8699,DOJ,EOIR Adjudicator Notice/Order Writing Assistance
uc,8700,DOJ,Entity Resolution
uc,8701,DOJ,Entity Extraction and Summarization
uc,8702,DOJ,Enabling eDiscovery Platform AI
uc,8703,DOJ,Email Organization Plugin
uc,8704,DOJ,Document Processing
uc,8705,DOJ,Diagram Creation
uc,8706,DOJ,Data Triage and Processing
uc,8707,DOJ,Data Triage
uc,8708,DOJ,Data outlier detection
uc,8709,DOJ,Data Call Code Assist Tool
uc,8710,DOJ,Customer Service AI Agent/ChatBot
uc,8711,DOJ,Conduit AI
uc,8712,DOJ,CoHost AI (Podcast hosting service feature)
uc,8713,DOJ,Code Development
uc,8714,DOJ,Cocounsel AI
uc,8715,DOJ,Claims Program Predictive Fraud Analytics
uc,8716,DOJ,Civil Rights Public Reporting Portal
uc,8717,DOJ,Chatbot to Answer Internal Employee Policy Queries
uc,8718,DOJ,Chatbot
uc,8719,DOJ,Case Management System Integration
uc,8720,DOJ,Camtasia
uc,8721,DOJ,Business Intelligence Tools
uc,8722,DOJ,Business Form Generation
uc,8723,DOJ,Bloomberg (AI Assisted Legal Research)
uc,8724,DOJ,Big Data Visualization Tools
uc,8725,DOJ,Background Searches
uc,8726,DOJ,Azure AI Foundry Platform
uc,8727,DOJ,AWS Textract
uc,8728,DOJ,AWS Rekognition
uc,8729,DOJ,Audio Clarity Tool
uc,8730,DOJ,Audio and Written Transcription and Translation
uc,8731,DOJ,Audiate
uc,8732,DOJ,ATR Generative Artificial Intelligence Test
uc,8733,DOJ,ATR Expert/Consulting with Bates White
uc,8734,DOJ,AI-powered Legal Research
uc,8735,DOJ,AI-generated Content Detector
uc,8736,DOJ,AI-Enabled Workflow Automation
uc,8737,DOJ,AI-enabled Legal Argument Harmonization
uc,8738,DOJ,AI-enabled Compliance Verification
uc,8739,DOJ,AI-Enabled Briefing Assistant
uc,8740,DOJ,AI-driven Fraud Detection
uc,8741,DOJ,AI-assisted Settlement Data and Risk Analysis
uc,8742,DOJ,AI-assisted Legacy Code Modernization
uc,8743,DOJ,AI Sandbox for exploration and education on AI
uc,8744,DOJ,AI Powered Data Governance
uc,8745,DOJ,AI Personal Assistant
uc,8746,DOJ,AI Meeting Assistant
uc,8747,DOJ,Mass Claim Tool
uc,8748,DOJ,AI Evidence and Claim Consolidation
uc,8749,DOJ,AI Cloud Environments
uc,8750,DOJ,AI CLIN Generation
uc,8751,DOJ,AI Chatbot
uc,8752,DOJ,Adobe Premiere
uc,8753,DOJ,Adobe Photoshop
uc,8754,DOJ,Acquisition Support Tool
uc,8755,DOJ,Simulate Regulatory Audits to Train Diversion Investigators and Improve Audit Protocols
uc,8756,DOJ,Parse and Capture Data Submitted by Laboratories to the NFLIS Program
uc,8757,DOJ,Managing Document Digital Signatures
uc,8758,DOJ,Creating and Maintaining IT Security Packages for Authorizations
uc,8759,DOJ,Community Outreach Chatbot that Helps the Public Consume Prevention Resources
uc,8760,DOJ,Chatbot to Answer Diversion Registrants' Queries About Registration and Compliance Issues
uc,8761,DOJ,Capture and Convert Structured Data from Scanned Case Documents to Support Advanced Analysis and Trend Forecasting
uc,8762,DOJ,Auditing Diversion Registrant Inventories of Controlled Substances
uc,8763,DOJ,Analyzing Prescription Monitoring Program Data
uc,8764,DOJ,Analyze Financial Reports to Identify Linkages Across Investigations
uc,8765,DOJ,Creating and Maintaining IT Security Packages for Authorizations
uc,8766,DOL,Determine Occupation Codes from Text (NIOCCS)
uc,8767,DOL,Language Translation
uc,8768,DOL,Audio Transcription
uc,8769,DOL,Text to Speech Conversion
uc,8770,DOL,Claims Document Processing
uc,8771,DOL,Website Chatbot Assistant
uc,8772,DOL,Hololens
uc,8773,DOL,Official Document Validation
uc,8774,DOL,Electronic Records Management
uc,8775,DOL,Call Recording Analysis
uc,8776,DOL,Automatic Document Processing
uc,8777,DOL,Automatic Data Processing Workflow with Form Recognizer (9130/9178 Reconciliation Project)
uc,8778,DOL,Generative AI AssistantI  ( AI Center)
uc,8779,DOL,Occupation Code Suggestion For Job Duties Data
uc,8780,DOL,Notice of Deficiency (NOD) Text Generation using Generative AI model
uc,8781,DOL,Case Recording summarization
uc,8782,DOL,OEWS Occupation Autocoder
uc,8783,DOL,Scanner Data Product Classification
uc,8784,DOL,"Expenditure Classification 
Autocoder"
uc,8785,DOL,PII Redaction
uc,8786,DOL,Workforce Recruitment Program (WRP) Website Chatbot Assistant
uc,8787,DOL,Initial Determinations for incoming applications
uc,8788,DOL,Web Scraping to Identify Potentially Fraudulent Multiple Employer Welfare Arrangements (MEWAs)
uc,8789,DOL,Worker PLUS Microsimulation Program
uc,8790,DOL,"Computer-Assisted Coding: 
SOII Autocoder"
uc,8791,DOL,CFOI Record Matching
uc,8792,DOL,OIICS Coding
uc,8793,DOL,Note Taking Bot
uc,8794,DOL,CPS OTC Prediction
uc,8795,DOL,Sample Refinement: Frame API
uc,8796,DOL,CE Interview Item Code Estimation
uc,8797,DOL,CE Interview Imputations
uc,8798,DOL,QCEW NAICS Autocoder
uc,8799,DOL,"Comment Actionability
Likelihood Score"
uc,8800,DOL,"Computer-Assisted Review:
ORS Autocoder"
uc,8801,DOL,PPI Price Tolerance Prediction
uc,8802,DOL,EBSA Case File Summarization
uc,8803,DOL,AI Headset
uc,8804,DOL,NLP Processing tool for ILAB
uc,8805,DOL,DAISI ( DOL AI Search Insights)
uc,8806,DOL,ETA Grants Monitoring Tool through Doc Explorer
uc,8807,DOT,USDOT Compliance Plan for OMB Memorandum M-24-10 (September 2024)
uc,8808,DOT,Advanced Research and Testing (ART) Network
uc,8809,DOT,AI Operations Laboratory (OPSLAB)
uc,8810,DOT,Transportation AI-enabled Network (TrAIN)
uc,8811,DOT,AI Support and Collaboration Center (AISCC)
uc,8812,DOT,Enterprise Personal Productivity Assistant Capability
uc,8813,DOT,"Enterprise ""Ask Dottie"" ChatBot Capability"
uc,8814,DOT,Certified Professional Controller (CPC) On-Board Success Evaluator
uc,8815,DOT,Automated Delay detection using voice processing
uc,8816,DOT,Technical Operations Predictive Maintenance
uc,8817,DOT,Airborne Safety Metric (ASM)
uc,8818,DOT,Surface Safety Metric (SSM)
uc,8819,DOT,Surface Report Classifiier (SCM/Auto-Class)
uc,8820,DOT,Pilot-Controller Voice to Text Transcription
uc,8821,DOT,Detection of Unmanned Aircraft Systems (UAS) Encounter
uc,8822,DOT,Human Performance Taxonomy labeling
uc,8823,DOT,Regulatory Compliance Mapping Tool
uc,8824,DOT,JASC Code classification in Safety Difficulty Reports (SDR)
uc,8825,DOT,Offshore Precipitation Capability (OPC)
uc,8826,DOT,Course Deviation Identification for Multiple Airport Route Separation (MARS)
uc,8827,DOT,Improve and Speed up the Certification Service Oversight Process Using Intelligent Document Review
uc,8828,DOT,Determining Surface Winds with Machine Learning Software
uc,8829,DOT,Remote Oceanic Meteorological Information Operations (ROMIO)
uc,8830,DOT,Head Kinematics Prediction
uc,8831,DOT,Crash Parameter Prediction
uc,8832,DOT,Crushed Aggregate Gradation Evaluation System
uc,8833,DOT,Automatic Track Change Detection Demonstration and Analysis
uc,8834,DOT,Predictive Analytics Using Autonomous Track Geometry Measurement System (ATGMS) Data
uc,8835,DOT,Integration of small Unmanned Aircraft System (sUAS) Geospacial Information System (GIS) Technologie
uc,8836,DOT,"Geolocating and Identifying Vehicle Hard Brake, Acceleration and Seat Belt Usage with CV Data"
uc,8837,DOT,"Path to Advanced Novel Data Analytics (PANDA), a data science lab."
uc,8838,DOT,Exploratory Advanced Research group of projects
uc,8839,DOT,Enterprise Knowledge Graph and Advanced AI Data Structures Collaboration Group
uc,8840,DOT,Transportation Use Case Knowledge Repository (TrUCKR)
uc,8841,DOT,NETT Council AI Coordination and Activities (AICA) Working Group
uc,8842,DOT,DOT Workforce Acquisitions and Training Team
uc,8843,DOT,"NETT Council Safety, Rights, and Security Review (SR2) Committee"
uc,8844,DOT,DOT AI Procurement Team
