use_case_id,agency,use_case_name,heuristic_label,llm_label,llm_confidence,development_type,vendor_name,llm_reasoning
9110,FTC,Azure Databricks Assistance,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Microsoft,development_type='both' + vendor but no build-engineering signals — default to deployment
9111,FTC,IVR Automated Voice Assistant,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Amazon,vendor='Amazon'; weak signals overall
9112,FTC,GenAI Mail Scan,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Amazon,vendor='Amazon'; weak signals overall
9113,FTC,Azure ML,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Microsoft,development_type='both' + vendor but no build-engineering signals — default to deployment
9114,FTC,DNC IVR Audio File Transcription,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Microsoft,vendor='Microsoft'; weak signals overall
9174,HHS,Design Your Facility,custom_system,custom_system,low,,,no clear signals
9175,HHS,Discover Financial Business Intelligence System (FBIS) Report Analysis (Sub-CAN Line Items),bespoke_application,product_deployment,medium,c) Developed with both contracting and in-house resources,Palantir,'both' but text reads deployment-only with 1 deploy-signal(s)
9176,HHS,Grant Spend Health Analysis,custom_system,custom_system,low,,,no clear signals
9177,HHS,Structuring and Validating Completeness of Case Data Information,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Palantir,vendor='Palantir'; weak signals overall
9178,HHS,Structuring Notice of Concern Data,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Palantir,vendor='Palantir'; weak signals overall
9179,HHS,Unaccompanied Children Program Policy & Procedure Research Tool,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,MIT Lincoln Labs,vendor='MIT Lincoln Labs'; weak signals overall
9180,HHS,Unaccompanied Children Process Model Digital Twins,custom_system,custom_system,low,,,no clear signals
9195,HHS,Document Review for Alignment with Executive Orders: Position Descriptions,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Palantir,development_type='both' + vendor but no build-engineering signals — default to deployment
9196,HHS,Document Review for Alignment with Executive Orders: Grant Materials,bespoke_application,product_deployment,medium,c) Developed with both contracting and in-house resources,"Palantir, Credal",'both' but text reads deployment-only with 1 deploy-signal(s)
9197,HHS,Grant management support: structuring information in applications,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,"Palantir, Credal",development_type='both' + vendor but no build-engineering signals — default to deployment
9198,HHS,Acquisition support: co-drafting acquisition packages,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,"Credal, Ask Sage, Microsoft",development_type='both' + vendor but no build-engineering signals — default to deployment
9199,HHS,Acquisition support: assisting reviews and co-drafting technical evaluation documents,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,"Credal, Ask Sage, Microsoft",development_type='both' + vendor but no build-engineering signals — default to deployment
9200,HHS,AHRQ Search,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,RIVA Solutions,vendor='RIVA Solutions'; weak signals overall
9208,HHS,emPOWER AI,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Communications Training & Analysis Corporation (CTAC),development_type='both' + vendor but no build-engineering signals — default to deployment
9223,HHS,Identify infrastructure supports for physical activity (e.g. sidewalks) in satellite and roadway images,bespoke_application,product_deployment,medium,c) Developed with both contracting and in-house resources,N/A,'both' but text reads deployment-only with 1 deploy-signal(s)
9226,HHS,NewsScape,bespoke_application,product_deployment,medium,c) Developed with both contracting and in-house resources,Palantir Technologies,'both' but text reads deployment-only with 1 deploy-signal(s)
9228,HHS,RAPID Analysis of Policy and Program Documents (RAPID),bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,vendor='N/A'; weak signals overall
9230,HHS,Sidekick Comms bot Offering User-friendly Tips (SCOUT),bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9233,HHS,Short-term Forecasting of Severe Outcomes for Seasonal and Epidemic Pathogens,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,vendor='N/A'; weak signals overall
9234,HHS,CDC Chatbot - Enterprise Data Assistant,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9246,HHS,School LLM initial abstract review process,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9247,HHS,CDC Chatbot,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9248,HHS,EDAV Virtual Assistant - Eva ( Microbot Service) - Bot as a Service (BaaS),bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9249,HHS,EDAV Azure DataFactory - Pipeline failure Analysis,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9250,HHS,1CDP (SEDRIC) AIP for Advanced Foodborne Outbreak Investigation (AI Summarization and Receipt Reading),bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Palantir Technologies,vendor='Palantir Technologies'; weak signals overall
9253,HHS,NCIRD SmartFind ChatBots - Public and Internal,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,vendor='N/A'; weak signals overall
9256,HHS,Risk Assessment Module (RAM) for the National Diabetes Prevention Program (National DPP) Operations Center.,bespoke_application,product_deployment,medium,c) Developed with both contracting and in-house resources,N/A,'both' but text reads deployment-only with 1 deploy-signal(s)
9258,HHS,Sequential Coverage Algorithm (SCA) and partial Expectation-Maximization (EM) estimation in Record Linkage,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,vendor='N/A'; weak signals overall
9259,HHS,TowerScout: Automated cooling tower detection from aerial imagery for Legionnaires' Disease outbreak investigation,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,vendor='N/A'; weak signals overall
9266,HHS,Nowcasting Burden and Infection Trends for Seasonal and Epidemic Pathogens,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,vendor='N/A'; weak signals overall
9267,HHS,Automating the distribution of CDC-State Department cables using AI models in the Global Health Center,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9268,HHS,DHDSP NOFO Technical Assistance Chatbot,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9270,HHS,DLS AI Assistant tool,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9272,HHS,ATSDR Toxicological Assistant chatbot,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9283,HHS,Leveraging AI for the Creation of Synthetic Datasets,bespoke_application,product_deployment,medium,c) Developed with both contracting and in-house resources,N/A,'both' but text reads deployment-only with 1 deploy-signal(s)
9299,HHS,Using Databricks Genie for Routine Immunization Data Insights,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9300,HHS,Vaccine Tracking System (VTrckS) Conversational AI Pilot,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9310,HHS,OFR Robotics and Process Automation (ORPA),bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,UIPath,development_type='both' + vendor but no build-engineering signals — default to deployment
9315,HHS,CDC Vault and Stacks Metadata Extraction,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,N/A,development_type='both' + vendor but no build-engineering signals — default to deployment
9317,HHS,Center for Forecast and Analytics (CFA) Model Studio,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Palantir Technologies,vendor='Palantir Technologies'; weak signals overall
9318,HHS,AI-assisted comment triaging tool,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,"L&M Policy Research, LLC","vendor='L&M Policy Research, LLC'; weak signals overall"
9331,HHS,CMS Labor Analysis Wizard (CLAW),bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Skyward Solutions,vendor='Skyward Solutions'; weak signals overall
9333,HHS,AI Workspace,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Skyward Solutions,vendor='Skyward Solutions'; weak signals overall
9345,HHS,CMS Chat,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Skyward IT Solutions,vendor='Skyward IT Solutions'; weak signals overall
9361,HHS,Medicare AI Customer Insights,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,commonFont and AWS,vendor='commonFont and AWS'; weak signals overall
9362,HHS,Medicare AI Drug Search,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Oddball and AWS,vendor='Oddball and AWS'; weak signals overall
9368,HHS,AI Agent Orchestrator POC,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Noblis,vendor='Noblis'; weak signals overall
9373,HHS,PubMed Literature Review MCP Server,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Skyward IT Solutions,vendor='Skyward IT Solutions'; weak signals overall
9385,HHS,C3PO: CMS Comprehensive Cybersecurity and Privacy Optimization,bespoke_application,product_deployment,medium,c) Developed with both contracting and in-house resources,Connsci and OpenAI,'both' but text reads deployment-only with 1 deploy-signal(s)
9386,HHS,Integrated Data Repository (IDR) Customer Analytic Environment (CAE),bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,GDIT,development_type='both' + vendor but no build-engineering signals — default to deployment
9387,HHS,IDR Support Bot,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,GDIT,vendor='GDIT'; weak signals overall
9388,HHS,Eligibility & Enrollment Medicare Online (ELMO) Chatbot,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,"Peraton, Inc.","vendor='Peraton, Inc.'; weak signals overall"
9394,HHS,"Renamed: 356H Machine Learning (ML) Facility Supply Chain Role Classification
Previously: 356H ML Facility Supply Chain Role Classification",bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Deloitte,vendor='Deloitte'; weak signals overall
9395,HHS,"Renamed: Risk-based FAR Review & Decision Support
Previously: Field Alert Reports (FAR) Prioritization Model",bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,In-house (CDER staff) and contractor teams,vendor='In-house (CDER staff) and contractor teams'; weak signals overall
9396,HHS,Analytics-Driven Supplement Evaluation (ASE),bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,In-house (CDER staff),vendor='In-house (CDER staff)'; weak signals overall
9397,HHS,"Renamed: FAR-based Facility Signal Detection Tool
Previously: Post-market Surveillance Reports Signal Detection and Cluster Analysis.",bespoke_application,product_deployment,medium,c) Developed with both contracting and in-house resources,In-house (CDER staff),'both' but text reads deployment-only with 1 deploy-signal(s)
9398,HHS,MedWatch Dashboard,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,In-house (CDER staff),vendor='In-house (CDER staff)'; weak signals overall
10242,State,FOIA Web ML Document Indexer,custom_system,custom_system,low,,,no clear signals
10243,State,AI-Augmented Declassification Review,bespoke_application,product_deployment,medium,c) Developed with both contracting and in-house resources,Deloitte,'both' but text reads deployment-only with 1 deploy-signal(s)
10360,Treasury,OCC.Chat,bespoke_application,product_deployment,low,Developed in-house,N/A,vendor='N/A'; weak signals overall
10361,Treasury,OCC.InfoAssist,bespoke_application,product_deployment,low,Developed in-house,N/A,vendor='N/A'; weak signals overall
10362,Treasury,Rulemaking Comment Analytics,product_deployment,product_deployment,low,N/A,N/A,vendor='N/A'; weak signals overall
10490,USDA,ARS Project Mapping,custom_system,custom_system,low,,,no clear signals
10491,USDA,NAL Automated Indexing,bespoke_application,product_deployment,low,c) Developed with both contracting and in-house resources,Expert AI (Cogito),vendor='Expert AI (Cogito)'; weak signals overall
