action,agency_abbreviation,uc_2024_slugs,uc_2025_slugs,confidence,reasoning
reject_rename,DOI,doi-machine-learning-applied-to-geotechnical-engineering-statistical-methods-applied-2,doi-machine-learning-approach-to-predict-the-composition-of-seafloor-massive-sulfide,high,2024 predicts seismic crest movement of embankment dams; 2025 predicts seafloor massive sulfide composition. The 2025 INV# stamp (WO0000000108420) references a different 2024 row (the Mendenhall fellow's sulfide work).
reject_rename,DOI,doi-machine-learning-for-tsunami-source-zones-2,doi-machine-learning-for-avalanche-frequency-modeling,high,2024 selects tsunami source zones via unsupervised ML; 2025 models avalanche return periods via random forest. Different hazards.
reject_rename,DOI,doi-machine-learning-working-group,doi-multiple-machine-learning-estimation-of-groundwater-levels-and-trends-for-the-re,high,2024 is a Reclamation ML staff working group/networking effort; 2025 estimates groundwater levels for the Mississippi alluvial aquifer. Unrelated.
reject_rename,DOI,doi-mendenhall-postdoctoral-fellow-using-machine-learning,doi-ia-tribal-consultation-clearinghouse,high,2024 is a Mendenhall fellow's ML work on seafloor sulfide composition; 2025 is an Indian Affairs Tribal Consultation Clearinghouse webpage. Unrelated.
reject_rename,DOI,doi-modeling-sediment-abundance-in-the-eastern-snake-river-plain-aquifer-using-super,doi-hydrologic-predictions-for-the-upper-mississippi-river-system-using-a-hybrid-dee,high,2024 models sediment abundance in the Snake River Plain aquifer; 2025 predicts discharge/water-surface elevation in the Upper Mississippi. Different basins and targets.
reject_rename,DOI,doi-national-extent-groundwater-quality-prediction-for-the-integrated-water-availabi,doi-random-forest-models-for-predicting-water-quality-of-inland-waters-from-remotely,medium,2024 predicts groundwater quality nationally for water-availability assessments; 2025 predicts surface inland-water quality from remote-sensed imagery via random forest. Different water bodies and inputs.
reject_rename,DOI,doi-national-temperature-observations,doi-willamette-regional-iwaas-gradient-boosted-ml-stream-temperature-modeling,medium,2024 is water-temperature data collection/QA workflows; 2025 is gradient-boosted ML stream-temperature prediction for the Willamette basin. Different scope and method.
reject_rename,DOI,doi-national-wildlife-disease-database-2,doi-u-s-wind-turbine-database,high,2024 is a national wildlife disease database; 2025 detects wind turbines in satellite imagery. 'Database' is the only overlap.
reject_rename,DOI,doi-nps-acquisition-management-workload-software,doi-atlas-ti-qualitative-data-analysis-software,high,2024 drafts procurement packages; 2025 Atlas.ti is qualitative social-science data analysis software. Unrelated.
reject_rename,DOI,doi-photogrammetric-data-set-crack-mapping-technology-search,doi-using-machine-learning-to-automate-crack-mapping-and-structural-health-monitorin,medium,"Both concern ML-based crack mapping of Reclamation concrete structures from imagery; same problem, outputs, and bureau. The 2024 entry is the technology search and the 2025 entry the operational workflow — a genuine continuation."
reject_rename,DOI,doi-pilot-using-machine-learning-to-harvest-data-for-standardized-species-conservati,doi-piloting-machine-learning-inflow-forecasts-across-reclamation-2024-inv-doi-58,high,2024 is FWS ML harvesting of species conservation data; 2025 is Reclamation ML reservoir inflow forecasting. The INV#DOI-58 stamp references a different 2024 row; fuzzy mispair on the word 'piloting'.
reject_rename,DOI,doi-potential-applications-of-ai-models-to-uas-post-fire-mapping-data-analysis-and-i,doi-ai-trapline-for-fire,medium,2024 evaluates AI for UAS post-fire damage/vegetation/erosion mapping; 2025 AI Trapline scrapes weather websites to build national fire-weather synopses. Different problems despite both touching wildfire.
reject_rename,DOI,doi-predicting-inundation-dynamics-of-small-forested-wetlands-2,doi-reducing-elevation-error-in-coastal-wetland-digital-elevation-models,high,2024 predicts wetting/drying of small forested wetlands; 2025 reduces elevation error in coastal wetland DEMs. Both use random forest but solve different problems.
reject_rename,DOI,doi-prediction-of-suitable-habitat-for-esa-listed-species,doi-improving-prediction-capabilities-for-barrier-island-landscape-change,medium,2024 predicts ESA-listed species habitat via species distribution models; 2025 predicts barrier-island landscape change. Different domains.
reject_rename,DOI,doi-predictive-ai-applications-for-wildlife-monitoring-seeotter-a-custom-built-softw,doi-predictive-ai-applications-for-estimating-water-quality-constituents-as-causal-f,high,2024 SeeOtter does image-based sea otter population monitoring; 2025 estimates water-quality constituents driving harmful algal blooms. Name overlap only.
reject_rename,DOI,doi-rag-knowledge-base-of-agent-procedures,doi-parsing-large-quantities-of-text-data-2024-inv-wo0000000113692,high,2024 is a customer-support RAG knowledge base; 2025 parses news articles for Upper Colorado water events. The INV# stamp points to an unrelated 2024 row.
reject_rename,DOI,doi-retrieval-augmented-generation-using-usgs-documentation,doi-evapotranspiration-mapping-and-monitoring,high,2024 builds a RAG chatbot on USGS documentation; 2025 maps evapotranspiration via remote sensing. Unrelated.
reject_rename,DOI,doi-seasonal-temporary-wetland-floodplain-delineation-using-remote-sensing-and-deep-,doi-coastal-change-likelihood-synthesizing-change-factors-using-supervised-learning,medium,2024 delineates seasonal wetlands/floodplains via CNNs; 2025 predicts decadal coastal change with an SVM framework. Different problem and method.
reject_rename,DOI,doi-shoreline-modeling-2,doi-remote-sensing-coastal-change-shoreline-change,medium,"Both concern AI prediction of shoreline change, but 2024 evaluates LSTM/CNN/Transformer models against physics-based models while 2025 does rapid satellite-imagery classification. Different methods/scope; narratives too thin to confirm a 1:1 link."
reject_rename,DOI,doi-socs-documents-analysis,doi-nepa-document-generation,medium,"2024 is BOEM SOCS portal LLM analysis of environmental documents; 2025 generates NEPA documents from ePlanning templates. Related theme but different system, bureau, and workflow."
reject_rename,DOI,doi-use-of-ai-for-developing-bioacoustic-and-remote-camera-imagery-wildlife-species-,doi-flor-ai-developing-a-remotely-sensed-image-classification-method-for-inventory-a,medium,2024 narrative is actually rainfall/flood forecasting in Great Smoky Mountains; 2025 Flor-AI is UAS lupine detection on Necedah NWR. Disjoint problems and systems.
reject_rename,DOI,doi-zero-shot-segmentation-to-expedite-quaternary-geologic-mapping-2,doi-epermits-chatbot-implementation-and-permit-application-wizard-tools,high,2024 is zero-shot image segmentation for geologic mapping; 2025 is an ePermits chatbot/application wizard. Unrelated.
confirm_rename,DOJ,doj-data-and-analytics-data-synthesis-filtering-and-linking-procurement-id-15f06722c,doj-procurement-data-triage-tool,medium,Both describe a tool that triages/categorizes publicly available procurement information to assist analyst review; the 2024 name carries the same procurement ID and the 2025 filing renamed it Procurement Data Triage Tool.
confirm_rename,DOJ,doj-drone-technology,doj-autonomous-drone-detection-and-monitoring,high,Both are the DEA drone use case for AI autonomous navigation/obstacle avoidance supporting drone operators; narratives are near-verbatim with the 2025 filing expanding the outputs list.
confirm_rename,DOJ,doj-thomsonreuters-clear-ai-assisted-legal-research,doj-ai-powered-legal-research,high,Both describe AI-assisted legal research synthesizing case law and recommending precedents; the 2025 filing renamed the use case and explicitly states it builds on existing Westlaw/Lexis subscriptions.
recover_match,DOJ,doj-jaws,doj-jaws-text-to-speech-assistant-for-accessibility,high,"Both are JAWS text-to-speech accessibility software for visually impaired personnel, producing audio descriptions of visual objects and summaries of text. The 2025 filing only expanded the name, so the matcher missed it."
reject_rename,DOJ,doj-adobe-acrobat,doj-adobe-premiere,high,Adobe Acrobat OCR for FOIA/Privacy Act document search vs Adobe Premiere video and transcript editing for public-relations videos. Different products and problems.
reject_rename,DOJ,doj-airship,doj-palantir,high,Airship is an enterprise video-management/surveillance OCR-and-object-detection platform; Palantir here is case-information integration and case-management summarization. Different products and disjoint problems.
reject_rename,DOJ,doj-aws-ai-testbed,doj-aws-textract,high,AWS AI Testbed is a general environment for testing AWS AI tools; AWS Textract (USMS) is OCR of partner-agency PDFs to prepopulate intake screens. Different scope and purpose.
reject_rename,DOJ,doj-chatgpt,doj-ufms-chatbot,high,2024 ChatGPT is general writing/grammar improvement; the 2025 UFMS ChatBot is an application-support assistant for Unified Financial Management System users. Different tools and purposes.
reject_rename,DOJ,doj-clearview-ai,doj-pega-genai,high,"Clearview AI is facial-recognition lead generation (CEOS, discontinued); Pega GenAI is a developer workflow/code generation tool. Unrelated."
reject_rename,DOJ,doj-clearview-ai-2,doj-conduit-ai,high,Clearview AI (USMS) is facial-recognition lead generation; Conduit AI is a generative-AI document-review platform. Different products despite both being investigative tools.
reject_rename,DOJ,doj-cyber-network-analysis-for-ocdetf-mis,doj-public-comment-analysis,high,OCDETF cyber network anomaly monitoring vs DOJ public-comment categorization and deduplication. Entirely different missions.
reject_rename,DOJ,doj-data-analytics-financial-and-cryptocurrency-transactions-3,doj-data-synthesis-sentiment-filtering-and-location-linking,medium,2024 is DEA financial/cryptocurrency transaction pattern analysis; 2025 is generic data triage with sentiment/location linking for threat detection. Disjoint problems and outputs.
reject_rename,DOJ,doj-data-analytics-tools-publicly-available-10,doj-data-call-code-assist-tool,medium,Generic DEA public-data analytics vs an administrative data-call code-assist tool. Different problem; arbitrary pairing of a duplicate 2024 row.
reject_rename,DOJ,doj-data-analytics-tools-publicly-available-2,doj-data-analytics-transportation-ocr,medium,"The 2024 row is generic DEA public-data search/monitoring; the 2025 Transportation OCR fingerprints seized drug exhibits to identify cartels. Specific, distinct problem and outputs."
reject_rename,DOJ,doj-data-analytics-tools-publicly-available-3,doj-data-analytics-healthcare-fraud-detection,medium,"Generic DEA public-data analytics in 2024 vs a specific health-care fraud detection use case (HCFAC, Medicare/Medicaid) in 2025. The matcher paired one of nine identical 2024 rows by name; no genuine narrative continuity."
reject_rename,DOJ,doj-data-analytics-tools-publicly-available-4,doj-geospatial-tools,medium,Generic DEA public-data analytics vs DOJ geospatial mapping/visualization. Different problem and outputs; arbitrary pairing of one duplicate 2024 row.
reject_rename,DOJ,doj-data-analytics-tools-publicly-available-5,doj-data-triage,medium,Generic DEA public-data analytics vs a generic FBI Data Triage row. No bilateral evidence of the same system; arbitrary pairing of a duplicate 2024 row.
reject_rename,DOJ,doj-data-analytics-tools-publicly-available-6,doj-big-data-visualization-tools,medium,Generic DEA public-data analytics vs open-source data-visualization tools (document review). Distinct problem; arbitrary pairing of one of nine duplicate 2024 rows.
reject_rename,DOJ,doj-data-analytics-tools-publicly-available-7,doj-graph-analytics-visualization,medium,Generic DEA public-data analytics vs graph analytics for case-link visualization. No continuity of system; arbitrary pairing of a duplicate 2024 row.
reject_rename,DOJ,doj-data-analytics-tools-publicly-available-8,doj-data-analytics-threat-and-security-incident-monitoring,medium,Generic DEA public-data analytics vs DEA threat/security-incident monitoring with entity resolution. Distinct problem and outputs; arbitrary pairing of a duplicate 2024 row.
reject_rename,DOJ,doj-data-analytics-tools-publicly-available-9,doj-sentiment-analysis-tool,medium,Generic DEA public-data analytics vs an FBI recruitment/hiring sentiment-analysis tool. Unrelated problem; arbitrary pairing of a duplicate 2024 row.
reject_rename,DOJ,doj-docketscope,doj-adobe-photoshop,high,DocketScope is text analytics for deduplicating regulations.gov public comments; Adobe Photoshop is generative image enhancement for public-relations photos. Unrelated.
reject_rename,DOJ,doj-document-text-extraction-and-language-translation-tool,doj-entity-extraction-and-summarization,medium,2024 is OCR/translation/biometric detection on tenprint cards; 2025 is generic FBI entity extraction and summarization (data triage). Different problem and outputs.
reject_rename,DOJ,doj-eeg-live-captioning,doj-ai-enabled-compliance-verification,high,EEG Live Captioning is real-time Section 508 event captioning; the 2025 use case is civil-rights compliance-certification verification. Different problems.
reject_rename,DOJ,doj-evidence-com-axon-3,doj-ai-evidence-and-claim-consolidation,medium,Evidence.com/Axon is body-cam transcription/redaction/report drafting; the 2025 use case is litigation record synthesis and duplicate-claim detection for high-value torts. Different systems and missions.
reject_rename,DOJ,doj-federal-bureau-of-prisons-inmate-population-projections,doj-data-triage-and-processing,high,FBOP inmate population forecasting vs generic FBI transcription/translation/object-detection data triage. Entirely unrelated.
reject_rename,DOJ,doj-foia-gov-virtual-assistant,doj-writing-assistant,high,FOIA.gov Virtual Assistant is a public-facing FOIA-portal navigation wizard; the 2025 Writing assistant is a generic FBI written-comment quality tool. Unrelated.
reject_rename,DOJ,doj-gemini,doj-goblin,medium,"2024 Gemini is grammar checking and content generation; the 2025 Goblin row has an empty narrative, so there is no bilateral evidence of the same use case."
reject_rename,DOJ,doj-grammarly,doj-diagram-creation,high,Grammarly is writing-quality improvement; Diagram Creation is GenAI image/diagram generation for briefs and trial demonstratives. Different tools and outputs.
reject_rename,DOJ,doj-lexisnexis-ai-assisted-legal-research-2,doj-ai-assisted-legacy-code-modernization,high,LexisNexis legal research for clemency applications vs AI-assisted legacy code translation/refactoring. Entirely different problems.
reject_rename,DOJ,doj-motorola-solutions-vigilant-learn,doj-immigration-case-and-filing-content-summary,high,Vigilant-LEARN is license-plate/vehicle pattern recognition; the 2025 use case is EOIR immigration-filing summarization. Entirely different problems and components.
reject_rename,DOJ,doj-obr-indexing,doj-ocr-and-translation,medium,"OBR Indexing is ATF firearms-trace GCA form field recognition; the 2025 OCR and Translation is FBI digitization/translation. Both use OCR but describe different systems, programs (ATF vs FBI), and mission outputs."
reject_rename,DOJ,doj-oncue,doj-netdocuments,high,OnCue is a trial-presentation exhibit display tool; NetDocuments AI gives predictive file-saving suggestions in OPR's document repository. Different products and purposes.
reject_rename,DOJ,doj-prisoner-assessment-tool-targeting-estimated-risk-and-needs-pattern-2,doj-smartphone-and-tablet-operating-systems-and-features,high,PATTERN is a recidivism-risk assessment tool; the 2025 use case is optimizing DOJ-issued smartphone/tablet OS features. Completely unrelated.
reject_rename,DOJ,doj-prisoner-movement-management-jpmm-jpats,doj-case-management-system-integration,high,JPMM/JPATS uses facial recognition to identify prisoners in transit; the 2025 use case is AI-assisted case-management coding and completion estimation. Different problems.
reject_rename,DOJ,doj-salesforce-2,doj-systran-translate-server,high,Salesforce CRM Analytics Plus (AI features not in use) vs Systran Translate Server machine translation. Different products and purposes.
reject_rename,DOJ,doj-salient-factor-score,doj-trial-presentation-software,high,Salient Factor Score is an actuarial parole-risk assessment device; Trial Presentation Software displays exhibits/video in court. Different problems and outputs.
reject_rename,DOJ,doj-servicenow-2,doj-customer-service-ai-agent-chatbot,medium,2024 ServiceNow is an internal IT-helpdesk automation platform; 2025 is a public-facing EOIR website navigation chatbot. Different audiences (internal staff vs public) and components.
reject_rename,DOJ,doj-social-media-products,doj-foia-production-tools,high,Social Media Products is auto-captioning/alt-text on social platforms; FOIA Production Tools (FOIAXpress) automates FOIA document classification/redaction/deduplication. Unrelated.
reject_rename,DOJ,doj-thomson-reuters-clear-2,doj-uipath-document-understanding,high,Thomson Reuters CLEAR searches public records for investigations; UiPath Document Understanding automates unstructured-document data entry. Different products and purposes.
reject_rename,DOJ,doj-vendor-ai-assistant,doj-ai-enabled-briefing-assistant,high,Vendor AI Assistant is a GenAI code-assistant for USTP system modernization; the 2025 AI-Enabled Briefing Assistant is a RAG legal-drafting tool for the Federal Programs Branch. Different problems.
reject_rename,DOJ,doj-veritone-2,doj-record-digitization,medium,2024 Veritone (ENRD) is media transcription/translation/redaction for litigation discovery; 2025 Record Digitization is EOIR converting paper immigration case files to electronic records. Different components and problems.
reject_rename,DOJ,doj-veritone-3,doj-aws-rekognition,high,"Veritone (FBOP) redacts videos/transcripts for FOIA; AWS Rekognition (USMS) is facial indexing to prevent duplicate Capture System records. Different products, components, and problems."
reject_rename,DOJ,doj-veritone-4,doj-entity-resolution,high,Veritone (NSD) is media transcription/translation; the 2025 Entity Resolution use case builds a searchable index of records by distinct individual. Different problems and outputs.
reject_rename,DOJ,doj-westlaw-ai-assisted-legal-research-2,doj-cohost-ai-podcast-hosting-service-feature,high,Westlaw legal research for clemency applications vs CoHost AI podcast production for public relations. Unrelated.
reject_rename,DOJ,doj-zoom-auto-captioning,doj-ai-enabled-workflow-automation,high,"Zoom Auto Captioning is speech-to-text captioning (CRT, disabled); the 2025 use case is OIL immigration-litigation NLP triage and translation. Different systems and problems."
reject_rename,DOL,dol-abbyy-finereader,dol-ai-headset,high,2024 ABBYY FineReader is desktop OCR software; 2025 AI Headset is a hands-free wearable for MSHA field inspections. Completely unrelated.
reject_rename,DOL,dol-adobe-acrobat-professional-latest-version,dol-comment-actionability-likelihood-score,high,2024 Adobe Acrobat is document-workflow/OCR software; 2025 is a logistic-regression model scoring how actionable BLS.gov survey comments are. No relationship.
reject_rename,DOL,dol-autodesk,dol-qcew-naics-autocoder,high,2024 Autodesk Civil 3D is civil-engineering CAD software; 2025 QCEW NAICS Autocoder is a random-forest classifier assigning industry codes. No relationship.
reject_rename,DOL,dol-data-ingestion-of-payroll-forms,dol-nlp-processing-tool-for-ilab,high,2024 is a custom ML form-extraction model outputting JSON key/value pairs; 2025 ILAB NLP tool is a RAG conversational query/synthesis tool for evaluation reports. Different problems and outputs. (The genuine 2024 counterpart is 'Form Recognition model for Benefits Forms' — see notes.md.)
reject_rename,DOL,dol-dol-intranet-website-chatbot-assistant,dol-generative-ai-assistanti-ai-center,medium,"2024 is a narrow procurement-Q&A intranet chatbot; 2025 'Generative AI Assistant (AI Center)' is a broad in-house GenAI platform for summarization, analysis and document comparison. Scope and purpose differ enough that this is a new platform, not a rename."
reject_rename,DOL,dol-dragon-naturally-speaking,dol-daisi-dol-ai-search-insights,high,2024 Dragon is speech-to-text dictation software; 2025 DAISI is an AI-powered intranet search/summarization assistant. Different products and functions.
reject_rename,DOL,dol-periscope-mobile-app,dol-ebsa-case-file-summarization,high,2024 Periscope is a discontinued live-video mobile app; 2025 is EBSA investigative document-review summarization. No relationship whatsoever.
reject_rename,DOL,dol-webex-meeting-transcription,dol-ppi-price-tolerance-prediction,high,2024 is Webex meeting transcription; 2025 PPI Price Tolerance Prediction recommends price-outlier boundaries from historical trends. Entirely unrelated.
reject_rename,DOL,dol-westlaw-precision-cocounsel,dol-computer-assisted-review-ors-autocoder,high,2024 Westlaw is legal-research software; 2025 ORS Autocoder autocodes Occupational Requirements Survey records. Different products and purposes.
reject_rename,ED,ed-generative-ai-usage,ed-generative-ai-idea-suggestion,medium,"The 2024 'Generative AI Usage' row describes producing summaries/outlines, not idea suggestion; ED's 51 interchangeable duplicate 2024 rows were genuinely restructured into named 2025 categories, so the fuzzy pairing is arbitrary rather than a 1:1 lineage."
reject_rename,ED,ed-generative-ai-usage-2,ed-generative-ai-image-generation,high,"The 2024 row describes generating code snippets, not image generation; arbitrary fuzzy pairing among ED's interchangeable duplicate 2024 'Generative AI Usage' rows."
reject_rename,ED,ed-generative-ai-usage-3,ed-generative-ai-design-generation,medium,"The 2024 row describes suggesting courses of action, not web/visual design generation; arbitrary pairing among ED's restructured duplicate 'Generative AI Usage' rows."
reject_rename,ED,ed-generative-ai-usage-5,ed-generative-ai-text-generation,medium,"Content partially overlaps (text assistance), but the 2024 rows are 51 functionally interchangeable duplicates that ED genuinely restructured into named 2025 categories; no defensible 1:1 lineage to this specific pair."
reject_rename,ED,ed-generative-ai-usage-6,ed-generative-ai-code-generation,high,"The 2024 row describes creating paragraphs/images for web design, not code generation; arbitrary fuzzy pairing among ED's interchangeable duplicate 2024 rows."
reject_rename,ED,ed-generative-ai-usage-7,ed-generative-ai-mock-data-generation,high,"The 2024 row describes generating code snippets and DAX formulas, not mock data; arbitrary pairing among ED's restructured duplicate rows."
reject_rename,ED,ed-generative-ai-usage-8,ed-generative-ai-data-manipulation,high,"The 2024 row describes generating R code for data analysis, not data-type conversion; arbitrary pairing among ED's interchangeable duplicate rows."
reject_rename,ED,ed-generative-ai-usage-9,ed-generative-ai-capability-evaluation,high,"The 2024 row describes generating sample paragraphs for communications, not evaluating AI capabilities; arbitrary pairing among ED's restructured duplicate rows."
confirm_rename,EPA,epa-machine-learning-assisted-literature-screening,epa-living-literature-review-semi-automated-literature-screening,high,Both describe an ML system that ranks/prioritizes scientific references by title and abstract relevance to speed evidence-review screening; the 2025 filing renamed it Living Literature Review and expanded the NAAQS/Clean Air Act context.
reject_rename,EPA,epa-generative-ai-for-study-evaluation-and-document-chat,epa-document-comparison,medium,The 2024 use case is GenAI study evaluation and document Q&A chat; Document comparison reviews/compares two documents to reduce templates. Related theme but different problems and outputs.
reject_rename,EPA,epa-identification-of-lead-service-lines-in-drinking-water-distribution-systems-usin,epa-identifying-outliers-in-reported-emissions-data,high,"The 2024 use case predicts lead service lines from microbiome bioindicators; the 2025 use case identifies outliers in reported emissions data. Different domains; the 2025 narrative is empty, giving no continuity evidence."
confirm_rename,FDIC,fdic-invoice-and-contract-data-extraction,fdic-data-extraction-from-contract-pdf-files,high,Both extract data from contract PDFs to a spreadsheet to support reconciliation/compliance checks; the 2025 filing narrowed the scope to contract date extraction and renamed it.
recover_match,FDIC,fdic-deposit-insurance-determination,fdic-provisional-holds-model,high,Both are the FDIC model that supports deposit-insurance determinations by computing provisional holds on deposit accounts during a failed-bank resolution; the 2025 filing renamed it after its provisional-holds output.
reject_rename,FDIC,fdic-ai-coding-assistant,fdic-restitution-order-ai-assistance,high,A developer code-suggestion assistant and a restitution-order data identification/tracking tool are unrelated; matched on 'assistant'/'assistance'.
reject_rename,FDIC,fdic-content-creation,fdic-background-check-web-application,high,A Corporate University training-content generation tool and a Division of Resolutions CLEAR-based contact-lookup web app are unrelated use cases.
reject_rename,FDIC,fdic-deposit-insurance-determination,fdic-oig-computer-forensics-investigation-tools,high,Deposit-insurance document extraction for provisional holds and OIG computer-forensics investigation tools are unrelated; different division and purpose.
reject_rename,FDIC,fdic-document-indexing,fdic-social-listening,high,The RADD document-indexing system and a social-media listening/search tool are unrelated; the fuzzy matcher paired generic document/search vocabulary.
reject_rename,FDIC,fdic-fdic-narrative-reports-generation,fdic-corporate-impact-analysis-object,medium,Quarterly narrative-report generation from financial data points and an Office of Legislative Affairs tool summarizing legislative impact are different problems in different offices despite both producing summaries.
reject_rename,FDIC,fdic-post-examination-survey-comment-analysis,fdic-digital-asset-liquidity-risk-analysis,high,Categorizing post-examination survey comments and Chainalysis-based digital-asset liquidity tracing are unrelated use cases; matched only on 'analysis'.
reject_rename,FDIC,fdic-structured-interview-si-tool,fdic-enterprise-fdic-chat,high,A personnel structured-interview platform and an enterprise generative-AI chat assistant are unrelated; the matcher paired noise.
confirm_rename,FRB,frb-earnings-calls-search-tool,frb-monitoring-earnings-conference-calls,medium,"Both are tools for working with public earnings/conference-call transcripts (querying sections, identifying keyword mentions such as R&D/genAI); the 2025 filing renames and narrows the earnings-call search/monitoring capability."
reject_rename,FRB,frb-bank-subsidiary-identification,frb-bank-examiner-search-engine,high,2024 identifies auto loans issued by bank finance-company subsidiaries; 2025 Bank Examiner Search Engine retrieves documents for examiners during exams. Unrelated.
reject_rename,FRB,frb-document-organization-tool,frb-data-quality-prioritization-dashboard,high,2024 Document Organization Tool labels reference documents to improve searchability; 2025 Data Quality Prioritization Dashboard prioritizes call-report data edits. Unrelated.
reject_rename,FRB,frb-institutional-profile-dashboard,frb-virtual-benefits-assistant,high,2024 Institutional Profile Dashboard gives leadership info on district FR Y-9C reporters; 2025 Virtual Benefits Assistant answers employee benefits questions. Completely unrelated.
reject_rename,FRB,frb-research-and-development-analysis,frb-financial-system-data-analysis,high,2024 Research and Development Analysis quantifies industry R&D intensity as a time series; 2025 Financial System Data Analysis models counterparty exposures and produces risk scores. Different problems and outputs.
confirm_rename,GSA,gsa-grex-ai-document-classification,gsa-assist-ecf-autoclassification-and-summary,medium,Both address AI/ML auto-classification of PDF documents in GSA leasing/contracting workflows (G-REX pilot to classify uploaded PDFs; ASSIST ECF auto-classification and summary of acquisition documents). The 2025 filing reframes the same document-auto-classification capability within ASSIST ECF.
confirm_rename,GSA,gsa-survey-comment-ham-spam-tester,gsa-public-comments-analysis,low,2024 Survey Comment Ham/Spam Tester triages USA.gov survey comments for analyst attention; 2025 Public Comments Analysis processes large volumes of public comments on agency rules via regulations.gov. Both AI-assisted comment processing but the input (USA.gov survey comments vs regulatory dockets) differs - flagged low confidence; could reasonably be a reject.
reject_rename,GSA,gsa-category-taxonomy-classifier,gsa-strategic-atlas,high,2024 Category Taxonomy Classifier classifies obligation transactions into GWAS subcategories; 2025 Strategic Atlas monitors GSA strategy execution. Unrelated.
reject_rename,GSA,gsa-chatbot-for-federal-acquisition-community,gsa-cybersecurity-chatbot,high,2024 Chatbot for Federal Acquisition Community answers acquisition FAQ for NCSC live-chat; 2025 Cybersecurity Chatbot supports GSA IT compliance documentation. Different domains.
reject_rename,GSA,gsa-city-pairs-program-ticket-forecast-and-scenario-analysis-tools,gsa-no-code-text-and-sentiment-analysis-with-xm-discover,high,2024 City Pairs forecasts air-travel ticket purchases; 2025 is no-code text/sentiment analysis with XM Discover. Unrelated.
reject_rename,GSA,gsa-contract-acquisition-lifecycle-intelligence-cali,gsa-lot-description-generation,high,2024 CALI evaluates vendor proposals against solicitation requirements for source selection; 2025 Lot Description Generation auto-generates auction lot descriptions. Unrelated.
reject_rename,GSA,gsa-cprm-contract-breach-forecast,gsa-assist-global-search-and-inference,high,2024 CPRM Contract Breach Forecast predicts contract ceiling-breach risk; 2025 ASSIST Global Search is AI-powered information retrieval in the ASSIST system. Unrelated.
reject_rename,GSA,gsa-enterprise-brain,gsa-enterprise-chatbot-gsai,medium,2024 Enterprise Brain is a Tanjo document-discovery repository; 2025 Enterprise Chatbot (GSAi) is an enterprise-wide productivity LLM chatbot for drafting/research/coding. Different products despite the 'Enterprise' name; GSAi is a distinct new tool.
reject_rename,GSA,gsa-oas-kudos-chatbot,gsa-ocfo-chatbot,high,2024 OAS Kudos Chatbot captures employee peer recognitions via Dialogflow; 2025 OCFO Chatbot answers financial inquiries. Different offices and purposes.
confirm_rename,HHS,hhs-center-for-forecasting-and-outbreak-analytics-disease-modeling,hhs-center-for-forecast-and-analytics-cfa-model-studio,medium,"Both are CDC Center for Forecasting and Outbreak Analytics modeling efforts on the same 1CDP platform; the 2025 'CFA Model Studio' is the renamed, productized continuation of the 2024 CFA disease-modeling use case."
confirm_rename,HHS,hhs-chat-client-resource-library,hhs-resource-library-assistant,high,Both describe a chatbot over the CMS QPP Resource Library that answers user questions from a knowledge base of preloaded program documents; renamed 'Chat Client - Resource Library' to 'Resource Library Assistant'.
confirm_rename,HHS,hhs-chatcdc-cdc-enterprise-generative-ai-chatbot-data-extraction,hhs-cdc-chatbot-enterprise-data-assistant,high,Both describe the CDC enterprise generative-AI chatbot on the EDAV platform that lets staff extract and answer questions from large document sets; the 2025 filing consolidated the prior 'Data Extraction' sub-case into 'CDC Chatbot - Enterprise Data Assistant'.
confirm_rename,HHS,hhs-foia-document-review-redaction-automation,hhs-foia-redaction-fred-tool,medium,Both describe AI/GenAI automation of FOIA document review and redaction within HHS with the same outputs (recommended redactions for human QA); the 2025 CDER 'FRED' tool is the named continuation of HHS's FOIA-redaction use case.
confirm_rename,HHS,hhs-global-gib-initiative-for-influenza-vaccine-equity-giive-ensuring-universal-acce,hhs-reviewing-global-influenza-vaccine-literature,high,Both describe LLM-assisted review of large volumes of published abstracts to identify global influenza vaccine access/equity literature for epidemiologist follow-up on the same EDAV platform; the 2025 filing renamed and tightened the narrative.
confirm_rename,HHS,hhs-knowledge-management-platform,hhs-knowledge-management-solution,high,Both are the same CMS knowledge-management system on CEDAR using NLP/knowledge graphs/LLMs to make structured and unstructured data accessible for decision-making; renamed 'Platform' to 'Solution'.
recover_match,HHS,hhs-smart-search,hhs-aws-kendra-search-tool,high,Both are the SAMHSA AWS Kendra search capability over the SAMHSA STORE content repository; the 2024 'Smart Search' was renamed to name the underlying Kendra service. Batch-2 adjudication explicitly identified this as the genuine partner for the 2025 Kendra tool.
reject_rename,HHS,hhs-508-accessibility-automation-for-documents,hhs-smart-solution-for-docket-management-ssdm,high,2024 CMS 508 accessibility automation vs 2025 FDA docket-management public-comment tool; different bureau and process.
reject_rename,HHS,hhs-a-cluster-based-machine-learning-approach-for-evaluating-factors-associated-with,hhs-filer-evaluation-prioritization-using-risk-based-decision-machine-learning-appro,high,2024 NIH plasma-biomarker cluster ML for dementia (retired) vs 2025 FDA filer risk-scoring ML; only 'machine learning' overlaps.
