queue_id,use_case_id,source_text,decision,mapped_canonical_product,proposed_new_product_name,proposed_vendor,confidence,search_attempted,search_query,evidence_url,notes
3281,8482,Flock Safety Redacted for cybersecurity purposes. Commercial LPR (via HIDTA partners) This capability is not provided or managed by ATF. It provides ATF staff access to Flock license plate reader systems which are provided and managed by High Intensity Drug Trafficking Area (HIDTA) partner agencies.,service_contractor_only,,,,high,no,,db_row_8482,no product name; redacted/N/A/internal-only string
3282,8483,Leonardo US Cyber and Security Solutions LLC Redacted for cybersecurity purposes. ELSAG/Leonardo (via HIDTA partners) This capability is not provided or managed by ATF. It provides ATF staff access to ELSAG license plate reader systems which are provided and managed by High Intensity Drug Trafficking Area (HIDTA) partner agencies.,service_contractor_only,,,,high,no,,db_row_8483,no product name; redacted/N/A/internal-only string
3283,8485,Veritone Redacted for cybersecurity purposes. Veritone Illuminate Veritone Illuminate is a cloud-based application that provides machine translation and audio and video analysis transcription to aid human review in investigations. The product allows us to leverage artificial intelligence (AI) to systematically turn unstructured data (audio and video files) into structured data. The structured data can be easily searchable and provide more value to our cases.,seed_new_alias,,Veritone Illuminate,Veritone,high,no,,db_row_8485,already proposed in earlier round; product_type=media_analysis
3284,8493,"BMC Redacted for cybersecurity purposes. BMC Helix ITSM BMC Helix's ITSM AI capabilities include Proactive Problem Management and Incident Correlation, which will allow CRM's IT Service Desk to more efficiently identify issues, resolve incidents, automate case routing, and perform root cause analysis.",seed_new_alias,,BMC Helix ITSM,BMC,high,no,,db_row_8493,already proposed in earlier round; product_type=itsm
3285,8494,"Thomson Reuters Redacted for cybersecurity purposes. Thomson Reuters CLEAR - License Plate Recognition CLEAR LPR enables investigators to identify location history for license plates, connect addresses and individuals of interest to a vehicle's location and obtain images of a vehicle. CRM uses CLEAR LPR to aid in investigations.",seed_new_alias,,Thomson Reuters CLEAR,Thomson Reuters,high,no,,db_row_8494,already proposed in earlier round; product_type=data_analytics
3286,8495,"Veritone Redacted for cybersecurity purposes. Veritone Improve transcription and translation of written, video, and audio files",seed_new_alias,,Veritone,Veritone,high,no,,db_row_8495,pattern match; product_type=media_analysis
3287,8496,Amazon Redacted for cybersecurity purposes. AWS/cloud.gov -  Network Routing Support public complaint submission by enabling network routing technology to optimize speed of routing and re-route traffic around any configuration issues.,service_contractor_only,,,,high,no,,db_row_8496,no product name; redacted/N/A/internal-only string
3288,8497,Microsoft Redacted for cybersecurity purposes. Azure Platform/Tools - Network Routing Decision and action relating to network routing and load management.,seed_new_alias,,Microsoft Azure Platform,Microsoft,high,no,,db_row_8497,pattern match; product_type=cloud_platform
3289,8499,Cloudflare Redacted for cybersecurity purposes. Cloudflare Turnstile Prevents bots from automatically submitting spam complaints through public web portal.,service_contractor_only,,,,high,no,,db_row_8499,no product name; redacted/N/A/internal-only string
3290,8500,Nuance Communications Redacted for cybersecurity purposes. Dragon Use natural language processing to convert spoken audio to text for employees with vision or mobility limitations.,service_contractor_only,,,,high,no,,db_row_8500,no product name; redacted/N/A/internal-only string
3291,8523,NVIDIA Redacted for cybersecurity purposes. Generative AI R&D Sandbox The purpose of this use case is to create a R&D environment to enable DEA to test and prototype Generative AI based solutions.,service_contractor_only,,,,high,no,,db_row_8523,no product name; redacted/N/A/internal-only string
3292,8528,Lawcatch LLC Redacted for cybersecurity purposes. BriefCatch Addresses errors found in manual legal writing.,service_contractor_only,,,,high,no,,db_row_8528,no product name; redacted/N/A/internal-only string
3293,8529,"CrowdStrike, Zscaler, Splunk, Lookout, Palo Alto Networks, and Cisco Secure Network Analytics Redacted for cybersecurity purposes. Cybersecurity Defense Tools Addresses manual process of detecting unknown cybersecurity threats.",map_to_existing,Palo Alto Networks,,,high,no,,db_row_8529,alias match: 'palo alto networks'
3294,8530,"CloudNine Law, Everlaw, Relativity, and Nuix. Redacted for cybersecurity purposes. eLitigation Tools Addresses errors and speed delays found in exclusively manual human review of  voluminous electronic information.",seed_new_alias,,Relativity,Relativity,high,no,,db_row_8530,already proposed in earlier round; product_type=ediscovery
3295,8531,"These tools include, for example, Cellebrite, Magnet Axiom and Griffeye Redacted for cybersecurity purposes. Digital Forensics Addresses key problems in processing digital data related to law enforcement including efficiency in processing digital evidence, automating time consuming tasks such as organizing and classifying data, and accuracy in evidence analysis.",service_contractor_only,,,,medium,no,,db_row_8531,leading contractor names; no recognizable product
3296,8538,"TechHit Redacted for cybersecurity purposes. SimplyFile SimplyFile uses AI to learn a user’s email filing habits and then predict where they will want to move each email by displaying a list of suggested filing locations they can select from. This allows users to file their emails with a single button click, rather than having to click and drag them to the correct folders.",seed_new_alias,,SimplyFile,TechHit,high,no,,db_row_8538,already proposed in earlier round; product_type=productivity
3297,8540,Critical Mention Redacted for cybersecurity purposes. Critical Mention Identification of  public data,service_contractor_only,,,,high,no,,db_row_8540,no product name; redacted/N/A/internal-only string
3298,8541,Axon Redacted for cybersecurity purposes. Evidence.com Inefficient and costly manual evidence review,service_contractor_only,,,,high,no,,db_row_8541,no product name; redacted/N/A/internal-only string
3299,8544,AI Model Provider Redacted for cybersecurity purposes. Object Classification Tool - Field Office Security Camera Object anomaly detection,service_contractor_only,,,,high,no,,db_row_8544,no product name; redacted/N/A/internal-only string
3300,8548,AI Service Provider Redacted for cybersecurity purposes. License Plate Reader 1 License plate reader technology assists in locating vehicles associated with persons of interest.,service_contractor_only,,,,high,no,,db_row_8548,no product name; redacted/N/A/internal-only string
3301,8551,AI Service Provider Redacted for cybersecurity purposes. Human Language Extraction and Translation Technology Machine translation of  documents and digital files,service_contractor_only,,,,high,no,,db_row_8551,no product name; redacted/N/A/internal-only string
3302,8554,AI Service Provider Redacted for cybersecurity purposes. License Plate Reader 2 License plate reader technology assists in locating vehicles associated with persons of interest.,service_contractor_only,,,,high,no,,db_row_8554,no product name; redacted/N/A/internal-only string
3303,8555,AI Service Provider Redacted for cybersecurity purposes. License Plate Reader 3 License plate reader technology assists in locating vehicles associated with persons of interest.,service_contractor_only,,,,high,no,,db_row_8555,no product name; redacted/N/A/internal-only string
3304,8562,"AI Service Provider Redacted for cybersecurity purposes. Language Translation,  Optical Character Recognition (OCR), Object Detection, Language Detection, Alert Noise Reduction Autonomous Detection and Monitoring",service_contractor_only,,,,high,no,,db_row_8562,no product name; redacted/N/A/internal-only string
3305,8563,American College of Cardiology Redacted for cybersecurity purposes. ASCVD (Atherosclerotic Cardiovascular Disease) Risk Estimator The ASCVD is used as a preventative measure to identify inmates that are at risk for heart disease in order to provide more aggressive treatment to reduce that risk.,service_contractor_only,,,,high,no,,db_row_8563,no product name; redacted/N/A/internal-only string
3306,8564,BD Pyxis Redacted for cybersecurity purposes. Automated Medication Dispensing Cabinet To log into the system faster and more securely by utilizing a fingerprint scanner.,service_contractor_only,,,,high,no,,db_row_8564,no product name; redacted/N/A/internal-only string
3307,8565,Microsoft Redacted for cybersecurity purposes. Automated Staffing Tool It will assess staffing levels within the FBOP.,service_contractor_only,,,,high,no,,db_row_8565,no product name; redacted/N/A/internal-only string
3308,8567,"SAS Redacted for cybersecurity purposes. BRAVO Classification Uses statistical techniques to predict potential for misconduct for newly admitted inmates. In turn, this prediction is used to assign appropriate security levels.",service_contractor_only,,,,high,no,,db_row_8567,no product name; redacted/N/A/internal-only string
3309,8569,SAS Redacted for cybersecurity purposes. Community Treatment Pipeline Screening This is an FBOP-developed tool to identify individuals due to be released to the community who require clinical review for additional treatment services once released into pre-release confinement.,service_contractor_only,,,,high,no,,db_row_8569,no product name; redacted/N/A/internal-only string
3310,8570,Descript Redacted for cybersecurity purposes. Descript AI synchronizes audio files to video,service_contractor_only,,,,high,no,,db_row_8570,no product name; redacted/N/A/internal-only string
3311,8571,Google Redacted for cybersecurity purposes. Google Translate FBOP employees have periodically used Google Translate to translate documents and notifications for the Spanish speaking population from English to Spanish.,seed_new_alias,,Google Translate,Google,high,no,,db_row_8571,already proposed in earlier round; product_type=translation
3312,8573,Quantum Choice from Plexis Redacted for cybersecurity purposes. Medical Claims Adjudication Uses Quantum Choice (QC) to adjudicate medical claims and analyze the data within the system.,service_contractor_only,,,,high,no,,db_row_8573,no product name; redacted/N/A/internal-only string
3313,8574,SAS Redacted for cybersecurity purposes. Medical Designations Calculator Initial medical and mental health care levels.,service_contractor_only,,,,high,no,,db_row_8574,no product name; redacted/N/A/internal-only string
3314,8575,SAS Redacted for cybersecurity purposes. NLETs Arrest Classification Uses statistical techniques to classify text descriptions of arrests,service_contractor_only,,,,high,no,,db_row_8575,no product name; redacted/N/A/internal-only string
3315,8576,Azure Redacted for cybersecurity purposes. Pathfinder To assist FBOP employees with career pathways.,service_contractor_only,,,,high,no,,db_row_8576,no product name; redacted/N/A/internal-only string
3316,8579,Pearson Assessments Redacted for cybersecurity purposes. Psychological Test Interpretation - Pearson Assessments Psychological test interpretation assistance.,service_contractor_only,,,,high,no,,db_row_8579,no product name; redacted/N/A/internal-only string
3317,8580,Google Redacted for cybersecurity purposes. reCAPTCHA Uses reCAPTCHA to distinguish between a human and bot request.,service_contractor_only,,,,high,no,,db_row_8580,no product name; redacted/N/A/internal-only string
3318,8584,"TruNarc, Smiths Detection Redacted for cybersecurity purposes. TruNarc, Smith Detection This AI will test suspected mail for narcotics.",service_contractor_only,,,,high,no,,db_row_8584,no product name; redacted/N/A/internal-only string
3319,8585,Advanced Technologies Group Redacted for cybersecurity purposes. Trunet Systems Uses biometric (fingerprints and vocal) identification.,service_contractor_only,,,,high,no,,db_row_8585,no product name; redacted/N/A/internal-only string
3320,8586,"Advanced Technologies Group Redacted for cybersecurity purposes. Truview Analysis of data held within the TRU, visiting, case management, and volunteer systems.",service_contractor_only,,,,high,no,,db_row_8586,no product name; redacted/N/A/internal-only string
3321,8588,UpToDate Redacted for cybersecurity purposes. UpToDate This tool is used for research for clinical practice guidance.  The user can submit a condition and the tool compiles a list of treatments and information that is currently being recommended in the medical field.,seed_new_alias,,UpToDate,Wolters Kluwer,high,no,,db_row_8588,already proposed in earlier round; product_type=clinical_decision_support
3322,8592,Exiger Redacted for cybersecurity purposes. Exiger Supply Chain Risk Management - DDIQ Research Engine Provides DOJ with capabilities to perform Supply Chain Risk Management assessments to support agency cybersecurity posture.,seed_new_alias,,Exiger DDIQ,Exiger,high,no,,db_row_8592,already proposed in earlier round; product_type=supply_chain
3323,8593,Exiger Redacted for cybersecurity purposes. Exiger Supply Chain Risk Management - DDIQ Due Diligence Analytics Provides DOJ with capabilities to perform Supply Chain Risk Management assessments to support agency cybersecurity posture.,seed_new_alias,,Exiger DDIQ,Exiger,high,no,,db_row_8593,already proposed in earlier round; product_type=supply_chain
3324,8609,"Nuance Communications (owned by Microsoft) Redacted for cybersecurity purposes. Dragon Automated word processing dictation and speech transcription.  The application is speech recognition software that initiates commands on a device or takes dictation into a word processing application.  The application assists individuals with reasonable accommodations related to and/or difficulty typing, seeing, or navigating a Windows operating system environment.",service_contractor_only,,,,high,no,,db_row_8609,no product name; redacted/N/A/internal-only string
3325,8610,"Informatica Redacted for cybersecurity purposes. Informatica - CLAIRE Manual scanning and cataloging of data sets related to data analytics' mass data correction, business rules translation, data/column similarity, data anomaly detection, data relationship inference, data domain inference, data volume projections, cost of data breach, natural language description of code, business term associations, schema mapping, entity extraction, smart data visualization, and economic value of data.",seed_new_alias,,Informatica,Informatica,high,no,,db_row_8610,pattern match; product_type=data_catalog
3326,8611,Thomson Reuters Redacted for cybersecurity purposes. Nlets Nationwide License Plate Reader Pointer Index Law enforcement usage of Optical Character Recognition (OCR) to assist with license plate reading under DOJ Policy.  LPR data is managed and maintained by other entities for law enforcement purposes.,service_contractor_only,,,,high,no,,db_row_8611,no product name; redacted/N/A/internal-only string
3327,8612,"Axon Redacted for cybersecurity purposes. Axon No AI utilized.  But, the use case captures raw video and audio footage that are accessed only to the extent needed for prosecution or investigation purposes.  AI functionalities for analysis, voice transcription, and redaction are not utilized or relevant for our use.",service_contractor_only,,,,high,no,,db_row_8612,no product name; redacted/N/A/internal-only string
3328,8619,Hootsuite Redacted for cybersecurity purposes. Hootsuite Optimizes social media posting,service_contractor_only,,,,high,no,,db_row_8619,no product name; redacted/N/A/internal-only string
3329,8620,Veritone Redacted for cybersecurity purposes. Veritone Digital Media Hub Expedites the identification and labeling of photos.,seed_new_alias,,Veritone,Veritone,high,no,,db_row_8620,pattern match; product_type=media_analysis
3330,8621,Lexis Nexis Redacted for cybersecurity purposes. Lexis Nexis (People Search) Improve the accuracy and comprehensiveness of a clemency applicant's personal data.,service_contractor_only,,,,high,no,,db_row_8621,no product name; redacted/N/A/internal-only string
3331,8622,Techsmith Redacted for cybersecurity purposes. Pacer Search Validate identity,service_contractor_only,,,,high,no,,db_row_8622,no product name; redacted/N/A/internal-only string
3332,8625,Amazon Web Services Redacted for cybersecurity purposes. AWS Translate Creates machine translation of foreign language documents to facilitate review and evaluation of evidence.,service_contractor_only,,,,high,no,,db_row_8625,no product name; redacted/N/A/internal-only string
3333,8626,Freedom Scientific Inc. Redacted for cybersecurity purposes. JAWS (Text-to-Speech Assistant for Accessibility) Visually impaired personnel need assistance interpreting pictures and other visual objects and interacting with documents in a non-linear way,service_contractor_only,,,,high,no,,db_row_8626,no product name; redacted/N/A/internal-only string
3334,8627,"OnCue Technology, LLC Redacted for cybersecurity purposes. Trial Presentation Software Assists in presenting documents and video in a courtroom setting",service_contractor_only,,,,high,no,,db_row_8627,no product name; redacted/N/A/internal-only string
3335,8629,"Axon Enterprise, Inc. Redacted for cybersecurity purposes. Axon Video Retention Solution (VRS) - object recognition and redaction The Object Recognition AI capabilities present in the Axon Evidence Redaction suite creates first-pass results for potential desired redactions of individual's faces, license plates and computer terminals.  The AI is intended to reduce manual work effort and reduce the time it takes to redact video and audio footage.",service_contractor_only,,,,high,no,,db_row_8629,no product name; redacted/N/A/internal-only string
3336,8636,"Axon Enterprise, Inc. Redacted for cybersecurity purposes. Axon Video Retention Solution (VRS) - Transcription The Transcription AI capabilities present in the Axon Evidence Digital Evidence Management System creates first-pass results for transcription of spoken language in video and audio files into text.  The AI is intended to reduce manual work effort and reduce the time it takes to transcribe words spoken in video and audio files into typed text.",service_contractor_only,,,,high,no,,db_row_8636,no product name; redacted/N/A/internal-only string
3337,8637,Vendor proprietary Redacted for cybersecurity purposes. Open Source Investigative Tool USMS uses this tool for authorized investigative lead generation which will improve efficiencies of public safety and law enforcement missions.,service_contractor_only,,,,high,no,,db_row_8637,no product name; redacted/N/A/internal-only string
3338,8638,Rank One Computing Redacted for cybersecurity purposes. JPATS Mobile App (Biometrics) Quicker identification of prisoner record from mobile manifest,service_contractor_only,,,,high,no,,db_row_8638,no product name; redacted/N/A/internal-only string
3339,8639,Aware Technologies Redacted for cybersecurity purposes. Aware This commercial tool allows USNCB to ingest and process biometric information shared by domestic and international partners.,service_contractor_only,,,,high,no,,db_row_8639,no product name; redacted/N/A/internal-only string
3340,8641,Thomson Reuters Redacted for cybersecurity purposes. Thomson Reuters CLEAR Access to large data sets used for locating persons of interest.,seed_new_alias,,Thomson Reuters CLEAR,Thomson Reuters,high,no,,db_row_8641,already proposed in earlier round; product_type=data_analytics
3341,8644,"Amazon Redacted for cybersecurity purposes. Voicemail Transcription, Translation and Summarization PARDON would like to leverage transcription, translation and summarization services available in the GCC high cloud environment to help reduce the processing time and level of effort associated with responding to voicemail inquiries.",service_contractor_only,,,,high,no,,db_row_8644,no product name; redacted/N/A/internal-only string
3342,8645,"Veritone Redacted for cybersecurity purposes. Veritone Improve transcription and translation of written, video, and audio files",seed_new_alias,,Veritone,Veritone,high,no,,db_row_8645,pattern match; product_type=media_analysis
3343,8650,"Levit & James, acquired by Litera Redacted for cybersecurity purposes. Table of Contents / Table of Authorities Word plugin Efficient generation of tables of contents and tables of authorities",service_contractor_only,,,,high,no,,db_row_8650,no product name; redacted/N/A/internal-only string
3344,8651,Systran Redacted for cybersecurity purposes. Systran Translate Server CRM uses Systran Translate Server for machine translation.,seed_new_alias,,Systran Translate,Systran,high,no,,db_row_8651,pattern match; product_type=translation
3345,8662,AI Service Provider Redacted for cybersecurity purposes. Search Tool Better search results,service_contractor_only,,,,high,no,,db_row_8662,no product name; redacted/N/A/internal-only string
3346,8667,Thomson Reuters Redacted for cybersecurity purposes. ProLaw ProLaw assists PRAO attorneys in searching a large quantity of prior PRAO inquiries and advice (stored within the database) to identify relevant historical inquiry files that will assist the attorneys in determining how PRAO has advised on similar matters in the past.,service_contractor_only,,,,high,no,,db_row_8667,no product name; redacted/N/A/internal-only string
3347,8668,AI Model Provider Redacted for cybersecurity purposes. Procurement Data Triage Tool To assist analysts in manual review,service_contractor_only,,,,high,no,,db_row_8668,no product name; redacted/N/A/internal-only string
3348,8670,AI Model Provider Redacted for cybersecurity purposes. Policy Chatbot Chatbot for policy,service_contractor_only,,,,high,no,,db_row_8670,no product name; redacted/N/A/internal-only string
3349,8673,Palantir Redacted for cybersecurity purposes. Palantir Integration and analysis of case information.,service_contractor_only,,,,high,no,,db_row_8673,no product name; redacted/N/A/internal-only string
3350,8680,"Inonde, NetDocuments Redacted for cybersecurity purposes. NetDocuments The AI functionality of NetDocuments consists of predictive suggestions for saving files, such as Word documents and Outlook emails.  Through machine learning, NetDocuments predicts the OPR matter into which it thinks the end user should save a specific file.  The AI feature is intended to make the process of saving files into the pertinent matter number more efficient and streamlined.",service_contractor_only,,,,high,no,,db_row_8680,no product name; redacted/N/A/internal-only string
3351,8696,"FOIA Xpress, Forum One, Adobe, and Polydelta Redacted for cybersecurity purposes. FOIA Production Tools Enhances and streamlines the processing of Freedom of Information Act (FOIA) requests. Automates tasks such as document classification, intelligent identification and redaction of sensitive or confidential information, and deduplication of documents.",service_contractor_only,,,,high,no,,db_row_8696,no product name; redacted/N/A/internal-only string
3352,8698,Microsoft Redacted for cybersecurity purposes. Extracting Data from Receipts to Speed Travel Reimbursement or Provide Logbook Documentation Gas receipts need to be reconciled / logged into FIRM – the AI would capture the data and can be used to record the receipt (reducing loss of paper) and eventually upload into FIRM reducing human data entry and time. IN also inspects receipts as part of their inspection. The laboratories also audit their OGV logbooks more than once annually. This would be a great pilot to expand into scanning and recording information from other purchases into UFMS and automate that process as well.,service_contractor_only,,,,high,no,,db_row_8698,no product name; redacted/N/A/internal-only string
3353,8706,"AI Service Provider Redacted for cybersecurity purposes. Data Triage and Processing Transcription, translation, summarization, and object detection in audio and video",service_contractor_only,,,,high,no,,db_row_8706,no product name; redacted/N/A/internal-only string
3354,8711,Conductor Redacted for cybersecurity purposes. Conduit AI Platform is meant to provide a generative AI that can be used for document review and other use cases as a comparison point to other commercially available alternatives.,service_contractor_only,,,,high,no,,db_row_8711,no product name; redacted/N/A/internal-only string
3355,8712,Buzz sprout Redacted for cybersecurity purposes. CoHost AI (Podcast hosting service feature) Completing an entire production hosted and published.,service_contractor_only,,,,high,no,,db_row_8712,no product name; redacted/N/A/internal-only string
3356,8713,"GitHub, Microsoft Redacted for cybersecurity purposes. Code Development More efficient writing and maintenance of code.",service_contractor_only,,,,high,no,,db_row_8713,no product name; redacted/N/A/internal-only string
3357,8714,Thomson Reuters Redacted for cybersecurity purposes. Cocounsel AI Platform is meant to provide a generative AI that can be used for document review and other use cases as a comparison point to other commercially available alternatives.,service_contractor_only,,,,high,no,,db_row_8714,no product name; redacted/N/A/internal-only string
3358,8720,TechSmith Redacted for cybersecurity purposes. Camtasia This allows USMS training content creators to generate on-screen presenters and realistic narration from text for global accessibility.,service_contractor_only,,,,high,no,,db_row_8720,no product name; redacted/N/A/internal-only string
3359,8721,"Tableau, PowerBI Redacted for cybersecurity purposes. Business Intelligence Tools Assists with data discovery and visualization.",service_contractor_only,,,,high,no,,db_row_8721,no product name; redacted/N/A/internal-only string
3360,8725,"TransUnion Risk and Alternative Data Solutions, Inc. Redacted for cybersecurity purposes. Background Searches To perform background searches to inform an EOIR character and fitness determination for individuals applying to be an EOIR accredited representative.",service_contractor_only,,,,high,no,,db_row_8725,no product name; redacted/N/A/internal-only string
3361,8726,"Microsoft Redacted for cybersecurity purposes. Azure AI Foundry Platform This AI solution is meant to provide chatbot responses in a secure enclave. In addition, this platform is meant to provide a generative AI that can be used for document review and other use cases as a comparison point to other commercially available alternatives.",seed_new_alias,,Azure AI Foundry,Microsoft,high,no,,db_row_8726,already proposed in earlier round; product_type=general_llm
3362,8730,MIT Lincoln Laboratory Redacted for cybersecurity purposes. Audio and Written Transcription and Translation This technology automates the transcription and translation of Spanish and Mandarin Chinese audio files from lawfully seized devices and authorized communications.,service_contractor_only,,,,high,no,,db_row_8730,no product name; redacted/N/A/internal-only string
3363,8731,Techsmith Redacted for cybersecurity purposes. Audiate This allows USMS training content creators to utilize text-to-speech generation with audio from a wide range of voices and tones without the need of additional actors.,service_contractor_only,,,,high,no,,db_row_8731,no product name; redacted/N/A/internal-only string
3364,8733,"Bates White, using Microsoft Azure Redacted for cybersecurity purposes. ATR Expert/Consulting with Bates White The AI tool will ingest all the data sets and work to standardize them so that the Bates White expert and team can use the data to run economic models.",service_contractor_only,,,,high,no,,db_row_8733,no product name; redacted/N/A/internal-only string
3365,8752,Adobe Redacted for cybersecurity purposes. Adobe Premiere Seamless editing of videos and speech transcripts.,service_contractor_only,,,,high,no,,db_row_8752,no product name; redacted/N/A/internal-only string
3366,8754,"Virtual Acquisition Office (VAO) Ally Redacted for cybersecurity purposes. Acquisition Support Tool The problem VAO Ally is intended to solve is the time and resource burden of navigating complex procurement regulations in an office that is already operating lean, even at near full staffing. . Ally quickly summarizes public-domain contracting regulations, simplifying technical language, and providing easy access to relevant rules and resources. This reduces the time staff spend searching for answers, minimizes the risk of misinterpretation, and allows contracting professionals to focus on the judgment-based, legally binding decisions that only they can make.",seed_new_alias,,VAO Ally,GSA,high,no,,db_row_8754,already proposed in earlier round; product_type=agent_platform
3367,8768,"Azure PIID: NNG15SD60B Azure Audio Transcription The AI is intended to ensure accurate records of voicemails for tracking and follow-up purposes on claims.  The transcription service allows more time for the claims examiner to focus on more critical tasks such as decisions on claims as opposed to spending time documenting the call themselves.  Having more time to focus on critical tasks, in turn, enables higher levels of customer service.",seed_new_alias,,Azure Speech,Microsoft,high,no,,db_row_8768,pattern match; product_type=transcription
3368,8772,BGC/CLIRIO Hololens Hololens AI used to train Inspectors to visually inspect  unsafe areas from a safe location.,seed_new_alias,,Microsoft HoloLens,Microsoft,high,no,,db_row_8772,already proposed in earlier round; product_type=computer_vision
3369,8776,"Synergy PIID: 1605DC19A0004
Azure PIID: NNG15SD60B Azure Automatic Document Processing The AI is intended to allow the claims examiner more time to focus on more critical adjudication tasks.  The CM-929 and CM-908 forms amount to tens of thousands of incoming correspondence on an annual basis.  Claims examiners were cumulatively spending an excess amount of time each year reviewing the forms only for indications of a change in circumstances (based on a check-the-box indicator) or similar notice.  This would then be followed by the entry of a code signifying receipt in the Automated Support Package.  Only a very small number of forms received each year require a modification of benefits.  AI is easily able to handle this task, and ensures that forms indicating a change in circumstances are reviewed by a human, while the remainder are processed by the AI, reducing wait times in other areas of the adjudication process for claimants.",seed_new_alias,,Azure AI Document Intelligence,Microsoft,high,no,,db_row_8776,pattern match; product_type=document_ai
3370,8782,N/A BLS Internal system OEWS Occupation Autocoder The input is state-submitted response files that include occupation title and sometimes job description of the surveyed units. The autocoder reads the job title and assigns up to two 6-digit Standard Occupational Classification (SOC) codes along with their probabilities as recommendations for human coders. Codes above a certain threshold are appended to the submitted response file and sent back to states to assist them with their SOC code assignment.,service_contractor_only,,,,high,no,,db_row_8782,no product name; redacted/N/A/internal-only string
3371,8783,"N/A BLS Internal 
system Scanner Data Product Classification BLS receives bulk data from some corporations related to the cost of goods they sell and services they provide. Consumer Price Index (CPI) staff have hand-coded a segment of the items in these data into Entry Level Item (ELI) codes. To accept and make use of these bulk data transfers at scale, BLS has begun to use machine learning to label data with ELI codes. The machine learning model takes as input word frequency counts from item descriptions. Logistic regression is then used to estimate the probability of each item being classified in each ELI category based on the word frequency categorizations. The highest probability category is selected for inclusion in the data. Any selected classifications that do not meet a certain probability threshold are flagged for human review. Benefits: real-time turnaround, productivity improvements, cost savings.",service_contractor_only,,,,high,no,,db_row_8783,no product name; redacted/N/A/internal-only string
3372,8784,"1605TA-21-F-00064 BLS Internal
System Expenditure Classification 
Autocoder Assigns expense classification categories to reported expenses from Consumer Expenditure Diary Survey respondents.",service_contractor_only,,,,medium,no,,db_row_8784,leading contractor names; no recognizable product
3373,8785,Amazon PII Redaction PII Redaction Using Amazon Web Services Personal Identifying Information scrubber for ITA text fields and Named Entity Recognition to remove additional names from the text fields.,agency_internal_system_name,,,,low,no,,db_row_8785,Big-tech vendor named but no specific AI product identified; treating as agency program
3374,8786,"AWS PIID: NNG15SD22B
Synergy PIID: 1605DC19A0004 AWS Workforce Recruitment Program (WRP) Website Chatbot Assistant This use case cuts down on the number of emails that ODEP’s WRP team needs to respond to in their program inbox, wrp@dol.gov. It helps address routine questions with straightforward answers without requiring WRP staff involvement. It also provides much faster responses to WRP applicants and stakeholders, who would otherwise need to wait 2-3 business days for WRP staff to write a response to their email.",service_contractor_only,,,,medium,no,,db_row_8786,leading contractor names; no recognizable product
3375,8789,"DOLQ129633247 N/A Worker PLUS Microsimulation Program The Worker PLUS model was developed as an evolutionary iteration of the Paid Family and Medical Leave 
Simulator Model developed by Albelda and Clayton-Matthews (the ACM model)",service_contractor_only,,,,high,no,,db_row_8789,no product name; redacted/N/A/internal-only string
3376,8790,"N/A BLS Internal
System Computer-Assisted Coding: 
SOII Autocoder The Survey of Occupational Injuries and Illnesses (SOII) collects hundreds of thousands of narratives describing cases of work-related injury and illness annually. Using narratives and other relevant information, SOII Autocoder automatically assigns classifications for SOII elements, which include worker occupation, nature of the injury, part of body affected, event that resulted in the injury, source and secondary source (if it exists) that caused the injury. This process used to be performed entirely by human staff.",service_contractor_only,,,,high,no,,db_row_8790,no product name; redacted/N/A/internal-only string
3377,8791,"N/A BLS Internal
System CFOI Record Matching The Census of Fatal Occupational Injuries (CFOI) collects and publishes a complete count of work-related fatal injuries and descriptive data on their circumstances. The CFOI Record Matching programs matches records from various sources, including Occupational Safety and Health Administration (OSHA) Information System (OIS) files, news articles, and Quarterly Census of Employment and Wages (QCEW), to identify missing or inconsistent data in CFOI.",service_contractor_only,,,,high,no,,db_row_8791,no product name; redacted/N/A/internal-only string
3378,8793,"Synergy PIID: 1605DC19A0004
Azure PIID: NNG15SD60B AUNTEE BOT Note Taking Bot The bot will take the transcript and summarize the meeting notes",service_contractor_only,,,,medium,no,,db_row_8793,leading contractor names; no recognizable product
3379,8794,"N/A BLS Internal
System CPS OTC Prediction The BLS productivity office publishes measures of hours worked by major sector and industry. As part of the calculation for this measure, BLS uses Current Employment Statistics (CES) data on hours paid is used to estimate hours for payroll workers. Additional adjustments are made to this measure, such as removing paid time off (PTO), adding off-the-clock (OTC) hours, and adding in hours worked by self-employed and unpaid family workers. BLS uses the Current Population Survey (CPS) dataset to identify the amount of hours that are worked off-the-clock (OTC) by workers. There are some workers in the CPS dataset that do not report whether their time off was paid, or whether they get paid hourly or not. This data needs to be imputed to calculate the ratio of total hours worked to paid hours worked. A random forest model is used to predict the responses for workers that did not report this information by training it on characteristics (such as industry, occupation, education level, age, etc.) of respondents that have reported that information.",service_contractor_only,,,,high,no,,db_row_8794,no product name; redacted/N/A/internal-only string
