use_case_id,agency,use_case_name,vendor_name,system_name,development_type,ai_classification,problem_statement,expected_benefits,pre_classification
78565,VA,Augmented Reality and Virtual Museum,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",AI will enable visitors to submit queries regarding the VA's history and be presented the most suitable information within the VA's curated public domain historical information database.,"Utilization of AI will enable the VA to present the most relevant information to the general public with the easiest access, eliminating the need for them to otherwise search the VA Virtual Museum's extensive catalog of publicly available information. It will provide Veterans, employees and the public with accurate information that illustrates the VA's service to veterans.",va_dark
78566,VA,AI + Digital Process Automation (DPA) Business Process Flow Improvement Solution for Contract Closeout Modernization – Pilot Project,,,,Agentic AI: AI systems that perform tasks or make decisions autonomously with minimal human intervention.,"The AI and Digital Process Automation (DPA) solution pilot for the VA's Strategic Acquisition Center aims to modernize the manual and labor-intensive federal acquisition contract closeout process by automating repetitive tasks, enhancing accuracy, ensuring regulatory compliance, and improving oversight. By integrating AI-driven financial reviews and real-time data analytics, the solution aims to reduce errors, shorten closeout timeframes, and optimize resource allocation, ultimately creating a more efficient, accurate, and compliant process in line with Federal Acquisition Regulation (FAR), VA Acquisition Regulation (VAAR), and VA Financial Policy.","The AI and Digital Process Automation (DPA) solution for the VA’s Strategic Acquisition Center will enhance efficiency by automating repetitive tasks, thereby reducing contract closeout times and minimizing errors. This will ensure regulatory compliance with FAR and VAAR, provide cost savings through optimized resource allocation, and improve oversight and transparency. The streamlined process will reduce administrative backlogs and ensure better use of public funds, ultimately supporting the VA's mission by enabling more efficient service delivery and financial management, benefiting both veterans and taxpayers.",va_dark
78567,VA,Federal EHR End User Peer Support Chatbot,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","Federal EHR end user support meets peak in the first three months after roll-out. The current model of super user support is not sustainable when EHRM-IO restarts deployment with an accelerated schedule (i.e., 13 sites in 2026). This tool will alleviate the burden on super users by answering the basic, frequently asked questions by a Retrieval-Augmented Generation (RAG) over LLM model, allowing the super users to address the more complex questions.","This use case will lead to increased efficiency, staff satisfaction, enhanced patient outcomes, and help successfully accomplish the VA secretary's strategic goal of Federal EHR deployment",va_dark
78568,VA,Policy Knowledge Base,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"VA cybersecurity staff are challenged of managing and staying updated with an extensive array of documentation related to policies, processes, directives, and frameworks, which are essential for maintaining compliance and ensuring the security and privacy of VA information systems.  VA RMF program continues to rely on human decision-making for risk-based decisions. This human-centric approach requires extensive involvement from various roles and generation/consumption of large amounts of artifacts and staffing resources.",The AI model can help analysts quickly locate and reference the relevant VA policies to validate compliance and identify non-compliance.,va_dark
78569,VA,E2 HelpBot,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","EEO Users browse through documents like the User Guides or knowledge articles to understand E2 functionality. Additionally, many Help Desk Tickets are entered for support on E2 functions as well. We plan to develop an internal HelpBot using an LLM model (GPT 4.0) that can assist users to ask the Help Bot questions, reducing user frustration and time to figure out how to perform a task. This use case will provide a knowledgebase to assist users to get information on EEO processes.",Increased Efficiency,va_dark
78570,VA,Compliance Made Easy,,,,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",AI is being added to a new version of Compliance Made Easy (CME) in development to assist with grammar and tone checks along with tracking Style Guide updates. This is intended to improve compliance with VA Style Guide and reduce staffing time for correspondence.,Increased efficiency in developing and processing correspondence.,va_dark
78572,VA,Enterprise Precision Scanning and Indexing (EPSI) NEXT,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","The integration of AI into EPSI aims to solve several key problems: reducing the time-consuming and error-prone manual processing and summarization of PDF medical records, and addressing inefficiencies in the current workflow for transferring and integrating documents into both VistA and the VA EHR modernization systems. By automating these processes, including the summarization of documents, AI minimizes human errors and accelerates document handling, leading to faster and more accurate updates to the VA electronic health records.  Additionally, AI enhances the scalability and future-proofing of the system. It enables EPSI to efficiently manage increasing volumes of medical records without a proportional increase in resource usage and positions the system to adapt to future technological advancements. This ensures that the VA can maintain high standards of efficiency and accuracy in medical record handling as it transitions to using the modernized VA EHR system.","The integration of AI into EPSI offers numerous benefits for the VA and the general public. Enhanced patient outcomes are achieved through improved accuracy and faster service delivery, as AI minimizes human errors and accelerates the integration of medical records into the VA EHR systems. Cost savings are realized through optimized resource use and more efficient processes, allowing the agency to redirect efforts to other critical areas. Efficiency is increased with streamlined workflows and scalable operations, enabling the system to handle more records seamlessly. Improved data management ensures consistent data quality and better accessibility for healthcare providers, leading to more reliable patient records. Lastly, AI integration future-proofs the system by keeping it adaptable to technological advancements, maintaining efficiency and relevance over time. These benefits collectively support the VA's mission of providing high-quality healthcare to veterans while enhancing operational efficiency.",va_dark
78578,VA,Tachyon AI,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"Tachyon ""1E Intelligence"" is expected to provide deeper and more meaningful insights into the digital experience of VA employees and customers, including better visibility into the performance of endpoint devices. It is also expected to enhance the Software Asset Management features and increase the effectiveness of User Sentiment gathering.  This version will include additional features like “1E Intelligence”, which leverages various types of AI (predictive, causal, generative, cloud, edge, “Digital Twin”) to enhance insights into the digital employee experience, device performance, and software reclamation.","Helps to transform complex data into clear and actionable insights, ensuring digital workplace leaders can make informed decisions that boost uptime, increase operational efficiency, and ultimately result in improved patient care.",va_dark
78580,VA,Ingestion of TRM and VASI,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",Lack of connection between the Technical Reference Model (TRM) and instances of the technology in use in the TRM.,Ease identification of the use of specific technology at the VA and reduce time spent identifying how and where technology is being used.,va_dark
78582,VA,VetsEZ Middleware Development,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","The HDM middleware environment supports large-scale, secure health data transport across VA systems, but much of its underlying codebase is legacy (e.g., MUMPS, Java, .NET Framework) and complex, with inconsistent documentation and a heavy reliance on senior SMEs.  This leads to: Ongoing technical debt as well-functioning but aging middleware components require careful, phased modernization; Longer onboarding times when new developers need to interpret complex, high-value legacy code without comprehensive documentation; Resource dependencies where mid-tier developers require more direct SME involvement for certain modernization and refactoring tasks; Variation in code patterns that can affect consistency in security, performance, and maintainability across platforms; Slower adoption of modern architectures such as containerized microservices and FHIR integrations.  How AI Solves It: Explain legacy code in plain language, creating complete documentation for knowledge preservation and onboarding; Refactor code for maintainability, performance, and security, reducing technical debt; Generate standardized, efficient middleware code aligned with VA modernization goals; Produce AI-augmented unit tests to detect defects earlier (“shift-left” testing) and increase coverage; All outputs will still undergo human review, VA security scanning, and governance to ensure compliance with Federal Information Security Management Act (FISMA) High standards and VA TRM policy.","For the VA’s Mission: Faster code modernization – AI-assisted refactoring and generation will help transition middleware components from older platforms (MUMPS, Java, .NET Framework) to secure, containerized microservices.  Improved developer efficiency – By automating repetitive coding & documentation tasks, developers can focus more on high-value modernization work and less on manual rework.  Knowledge preservation – AI-generated code explanations and documentation reduce the risk of key-person dependency and improve continuity across teams. Higher code quality  – AI-augmented unit tests and standardized patterns will strengthen maintainability and alignment with FISMA High requirements. Accelerated delivery cycles – With AI enabling mid-tier developers to work more independently, releases can move through the DevSecOps pipeline faster while maintaining quality and compliance. For the General Public / Veterans: Improved reliability of VA systems – Modernized, better-tested middleware helps ensure health and benefits data flows securely and consistently. Faster implementation of new services – Reduced development cycle times allow Veterans to benefit sooner from new integrations, such as Fast Healthcare Interoperability Resources (FHIR)-based interoperability with community care providers. Sustained continuity of operations – Documentation and knowledge capture ensure that mission-critical systems can be maintained and improved even as staff transitions occur.",va_dark
78583,VA,EDU Synthetic Test Data POC,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","To generate mock data which allows VBA education service to leverage non-prod, non-pii environments for more robust testing.","Faster, automated testing is a key outcome of being able to generate life-like yet identity-obscured data.",va_dark
78584,VA,Pyramid Analytics Generative AI Options,,,,"Natural Language Processing: AI that processes, interprets, and shares information in human language.","Pyramid Analytics is a scalable business intelligence application/platform that uses VA data sources for building and maintaining data reporting content. The application/platform has several tools, including dashboard and report creation tools and has 57,000+registered users at VA.",Increased efficiency in finding information faster,va_dark
78587,VA,BillieGPT POC,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","It will exist to assist School employees (School certifying officials) in general use, policy, and procedures for handling Veterans cases from the school's perspective. Gives info directly to school officials rather than having them call in to the VA call centers for assistance.","Better outcomes for student veterans, increased efficiency",va_dark
78590,VA,Potential Fraud or Waste,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","Quickly develop predictive analytics based on historical values captured and assessed within the Data Analytics Service (DAS) Dashboard.  The dashboards allow various purchase card managers to monitor purchase card spending of employees.  The dashboards help monitor for fraud, waste, and abuse, and assist in providing oversight for compliance with purchase card laws and policies. We have now incorporated advanced data analytics within the dashboard.    The Advanced data Analytics model generates an expected received date for items.  It then flags items that have gone beyond the expected generated date by flagging items that were received late (possible waste) and/or items that have not been received yet (possible fraud).  This has the potential to save the analyst time by investigating cases that have been flagged as opposed to investigating potentially an entire dataset, which is what they have been doing up until now.  The model analyzes all purchase card transactions including ordered, delivery, and received dates as its inputs.  It outputs expected received dates.  The intended users of the product are purchase card managers.","- Delivers high value to Customers, Partners, and Stakeholders by enhancing user efficiency and analytical capacity. - Customers receive quick responses to data analysis questions, - Customers can communicate requests to the Chatbot using natural langue format, - Provides quick and accurate answers to inquiries - Provides 24/7 support - Reduces support team emails - Provides support for ad hoc data analytics requests - Improves scalability to support customers.",va_dark
78591,VA,iFAMS CSR Assistant,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","The pilot deployment will simplify retrieval of knowledge content to resolve user support requests and enable the customer support representative (CSR) to confirm accuracy of steps presented to improve knowledge content. It will be internal facing in pilot to assess usability, efficiency, and correctness with CSR representatives.","Improved customer satisfaction, cost efficiency, consistency of communication, reduced human error.",va_dark
78592,VA,Smart Claim Check,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",Smart Claim Check (SCC) reduces avoidable claims processing errors by addressing the problem of manually reviewing extensive documentation by Veterans Service Representatives (VSRs) to identify and resolve issues. Claims processing errors that can be avoided in the claims process leads to extended wait times for Veterans to receive the benefits to which they are entitled. SCC leverages natural language processing (NLP) and machine learning (ML) to analyze past deferral data and identify common patterns and themes.,"By leveraging these technologies described in #12, Smart Claim Check can automatically review claim documentation, identify common patterns, and offer structured recommendations, including context-specific guidance from the M21-1 manual, confidence scores, and links to relevant sections, thereby expediting the claims review process and reducing avoidable re-work and extended processing times.",va_dark
78593,VA,Loan Guaranty Lender’s Handbook Chatbot,,,,Reinforcement Learning: AI trained through trial and error using rewards and penalties to optimize decision-making policies.,Loan Guaranty Service (LGY) has many policy and procedural documents that are difficult to know and retrieve information for. This AI tool is designed to make the knowledge retrieval process more efficient and improve consistency.,"Increase efficiency and consistency in knowledge retrieval from source documents (manuals, SOPs, other policy & procedural documents).",va_dark
78594,VA,Education Call Center (ECC) Next Gen POC,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","To give easier access to information like approved, current procedures or helpful tips to call center employees that engage directly with Veterans. This is a high turnover position within VA so this would lighten the training barrier and supply our Veterans with better information.",Increased efficiency and improved communication outcomes with Veterans about their benefits. Perhaps improve turnover at the call centers.,va_dark
78595,VA,AI Personal Assistance POC,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",Help VBA Education Data Analysts create queries and interpret data which can be used for decision making.,Increased efficiency,va_dark
78596,VA,Generative Annotations,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","Veteran Service Representatives (VSRs) are required to annotate documents relevant to a Veteran claim so that subsequent reviewers are able to quickly reference information to make claim decisions. Currently in order to annotate documents, VSRs have to read large bodies of text and manually summarize them which is time consuming and increases cognitive load.",Increased efficiency,va_dark
78597,VA,ASKA: Automated Support and Knowledge Assistance,,,,"Natural Language Processing: AI that processes, interprets, and shares information in human language.","ASKA is an internal support tool for VBA Public Contact staff. It connects approved policy and procedural content from SharePoint to a searchable question and answer bot. Staff can ask common questions about public contact, FOIA, congressional inquiries, and other customer service duties. ASKA does not use or process PII, claims data, or make any automated decisions, it simply returns standard reference answers an directs staff to relevant SOP or job aids. We are currently using many different websites to obtain information which delays services to the public, Veterans and Service members. Having a tool available to provide this information will help provide this service at a faster rate.",Increase efficiency and productivity for public services,va_dark
78598,VA,VBA Mail Management Services (MMS) - Modification,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","We are shifting data capture from back-office processing to the point of first contact. The system validates VA forms in front of the user interactively as it is being submitted, allowing the submitter to verify and correct errors immediately (reduces churn). This will help with claims modernization.",To prevent claims processing inefficiencies in data quality at intake.,va_dark
78600,VA,PINGOO.AI,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Enhanced patient health literacy through education and patient engagement.,A more educated patient population and improved health literacy as well as reduced physician burden.,va_dark
78601,VA,Digizens,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","Patient compliance with treatment plans. Solves the problem of costly clinical trials modeling behavior.   Digizens is an AI that creates a digital cohort of individuals who can then take part in clinical trials related to compliance with certain tasks. Various messaging can be relayed to the digital individuals in order to measure effectiveness of messaging in real world scenarios without the risk of harm to real individuals. Population based behavior modeling based on communication, messaging, and compliance. These models can be run prior to engaging actual participants in various studies to optimize adherence and outcomes.",Improved patient compliance with more effective messaging. Lows risk cost effective clinical trials related to patient behavior.,va_dark
78602,VA,Sentiment analysis for app feedback,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"Analyzing and summarizing feedback provided by patients and providers for VA Mobile Apps. Identifies trends and makes inferences of ""App Feedback"" data to provide a scalable solution.",Reducing working hours and providing VA app developers with user feedback analysis and trends.,va_dark
78603,VA,BlueTeam AI,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",Ensure trustworthy and governed GenAI and AI modeling through collaboration with the VA Innovation Unit on monitoring network for LLM traffic and other AI-indicated data and routing the data through a rules engine.,BlueTeam AI enables network monitoring capabilities to provide governance and guardrails for LLM Generative AI use for the enterprise.,va_dark
78604,VA,BessISSTANT,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",Decrease time needed for technicians to find information in service manuals.,Increased efficiency.,va_dark
78606,VA,Policy AId,,,,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",Policy lookup is a time-consuming task in the VA. This challenge was identified as an ideal candidate for generative AI product development.,The AI model would be producing text and relevant material relating to the medical center's policy in relation to the user's query.,va_dark
78607,VA,Clinical Pathways for Cancer Patients,,,,"Natural Language Processing: AI that processes, interprets, and shares information in human language.","The VA National Oncology Program (NOP) has invested in creating clinical pathways that guide providers to provide high quality evidence-based standard of care treatments to Veterans with cancer. However, it is currently unclear how many or how often providers are ‘on pathway’ or are concordant with this recommendation. The work will focus on leveraging AI to assess the degree of adoption of various pathways. For example, the VA NOP proposes to develop, evaluate, and implement an informatics workflow that is capable of extracting information regarding whether a Veteran with prostate cancer has been offered access to germline and somatic genetic testing. This will assess care quality across the VA in terms of genetic testing in Veterans with prostate cancer and provide the necessary information to engage in quality improvement efforts. The work will follow the framework NOP developed to assess germline genetic testing in Veterans with breast cancer, in response to the Advances in Mammography and Medical Options (MAMMO) for Veterans Act of 2022. Briefly, Veterans receiving care for prostate cancer in the VA will be identified using electronic health information in the VA Corporate Data Warehouse and their latest relevant clinical notes will be retrieved.","Increase efficiency: it will speed up providers' review of patients' treatment plans based on the National Oncology Program guideline, since patients' pathway information will be highlighted. This makes it easier for the providers to make better treatment decisions for the patient, therefore potentially improving patient outcomes.",va_dark
78608,VA,Glassbeam Clinsights,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,The system medical device data and then uses AI to predict medical device failure. So it uses wear and tear data to determine if the components are failing to prevent patient harm.,It expects to detect medical device component wear and reports it to HTM to give the tech the knowledge that a part is failing so that it can be replaced before it wears out or breaks.,va_dark
78610,VA,Using AI to read PDFs and parse the information to SharePoint list,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"Deviation forms are submitted via email, the AI will grab the pre selected PDF information and parse the data into a SharePoint List. Due to the size of the files received the AI will save hours off the Analysts workload. The problem to be solved is parsing the Party administrators contractual deviations from the submitted PDF forms.",Increased efficiency,va_dark
78612,VA,SIM VOX for training nursing scenarios,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",AI is intended for teaching and clinical training to improve nursing clinical decisions by putting them through a simulated scenario that they may encounter in real life. SIM VOX is an AI Software used to for simulation scenarios on nursuing competencies with mannequins.,Improving clinical and patient outcomes.,va_dark
78614,VA,SCORE (Structured Clinical Output Rating Engine),,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","SCORE (Structured Clinical Output Rating Engine) uses o3-mini LLM to grade the quality of clinical notes that have either been created by a human or AI and provides feedback to the user.    When a transcript of the patient encounter is available, SCORE employs embedding-based semantic analysis to enhance patient safety and documentation accuracy. Embeddings convert text into numerical vectors that capture meaning, enabling the system to measure how semantically similar—or different—statements are between the clinical note and the source transcript.   This capability powers two critical safety detectors:   Hallucination Detection identifies factual-sounding claims in the note that lack support in the transcript. This is essential for AI-generated documentation, where models may produce plausible but ungrounded statements about medications, allergies, diagnoses, or procedures. Claims with weak transcript support are flagged with risk levels (high/medium/low) based on their potential clinical impact.   Contradiction Detection finds instances where the note and transcript discuss the same clinical topic but present conflicting information—such as differing medication dosages, mismatched vital signs, or inverted symptom reports (e.g., ""denies chest pain"" versus ""reports chest pain"").",Improve clinical documentation quality through standardized evaluation and scoring and create efficiency for documentation audit staff.,va_dark
78615,VA,TherapyTrainer,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",Simulation and feedback for training in evidence-based psychotherapies. This technology is intended to allow therapists to have just-in-time support and feedback when learning a new treatment. Problem to be solved: Problems scaling training; there are limited available experts to provide consultation and feedback.,more rapid training and skill acquisition; more therapists available to provide high quality evidence-based care.,va_dark
78616,VA,Internal QMS Processes Revamp,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","1. Planning & Restructuring Assistant: Utilize GPT-4x (or more advanced available models with reasoning capabilities) to analyze current QMS structures, identify optimization opportunities, and generate actionable restructuring plans.  2. Document Classification System: Implement GPT-4x with structured output to automatically classify, tag, and organize QMS documentation based on content, purpose, and relevance.  3. Code Development Support: Assist developers with code generation, optimization.  4. VBECS Knowledge Base: Build a Retrieval Augmented Generation (RAG) system using embeddings to create a searchable repository of VBECS system knowledge.  5. Intelligent RAG Access Agent: Create an agentic interface using GPT-4x that can intelligently navigate the VBECS knowledge base to retrieve precise information and answer complex queries.  AI does not directly output SOPs. Instead, it provides information and guidance to assist a human in drafting the SOPs. The final output is created by a person based on the tool’s suggestions and support.",Assists us with meeting regulatory deadlines in February 2026.,va_dark
78617,VA,Using LLMs to assist with data extraction,,,,"Natural Language Processing: AI that processes, interprets, and shares information in human language.","We are investigating the ability of Large Language Models (LLMs) to automate the extraction of discrete data elements from clinical notes. The National Radiation Oncology Program (NROP) office is using Quality Measures to evaluate the quality of care to veterans receiving radiotherapy inside of the VA and in the community. While a much value was found in the data collected in prior projects, the manual data extraction process was expensive, time consuming and still error prone. The purpose of this work is to determine the feasibility of using modern AI technology to reduce the burden of collecting this information from clinical notes.  AI will be used to automate data extraction from free text notes which is not possible at scale because of the cost and the level of human labor required.","Extracting this discrete data will help to track changes in treatment quality over time, identify care gaps and provide data which could later be used for building predictive models to improve care and become a resource for VA researchers.",va_dark
78618,VA,Pre-COVA,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"Incorrectly or unmatched products are not automatically migrated to the new federal EHR upon go-live, requiring facility staff to manually review and enter to prescriptions to be available for Veterans to request.  This would improve the efficiency and accuracy of that matching.","It is intended to improve product matching efficiency and accuracy, improving patient safety and availability of prescriptions post Federal EHR go-live.",va_dark
78619,VA,PestScore VA: AI-Driven Pest Risk Forecasting,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"VA facilities currently rely on fragmented, inconsistent pest control documentation methods, ranging from hand written logs to variable digital records. This make it difficult to detect early warning signs, track pest trends or ensure system-wide compliance with IPM standards. Additionally, leadership lacks real-time visibility into pest activity across departments or sites. PestScore VA solves this by creating a standardized AI enhanced system that enables predictive insights and uniform pest risk documentation, enhancing transparency, documentation, and proactive care.","1. Predictive Insight: The AI forecasts pest activity using hybrid logic (trends plus probability), helping teams act before outbreaks escalate.  2. Standardized Reporting: Uniform, clean reports help facilities meet regulatory and environmental standards more easily.  3. Operational Efficiency: Technicians enter familiar data (notes, sightings), and  AI handles analysis, saving time without increasing workload.  4. Environmental Health: Supports less toxic, preventive pest strategies that align with patient safety and VA sustainability goals.  5. Leadership Visibility: Allows decision makers to compare zones or hospitals at a glance, helping allocate resources intelligently.",va_dark
78620,VA,Image Quality Control Tool,,,,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).","Currently, patients submit images to My VA Images, then a provider reviews the images. If a patient submits a low quality image, they must await a response from the provider, who must then request that the patient submit another image. This causes unnecessary delays in patients receiving care regarding their dermatological conditions.  If the image is low quality (blurry, too light, too dark, too far, too close, not centered, or distracting background), this model will prompt patients to submit another image immediately following their submission.","Increased efficiency due to immediate review and qualification of images submitted to My VA Images, simplifying the process for both patients and providers. Improved relations with patients and lower patient frustration with the overall process due to the simplified process.",va_dark
78621,VA,AI for Monitoring Veterans' Diagnoses,,,,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",Providing Timely care to veterans.,"This AI tool will ensure timely care for veterans especially when there's a new diagnosis for a chronic condition, and it needs much improved coordination of care between facilities and community care. This will reduce readmissions, hospitalizations and enhance quality of care and life expectancy for veterans. This will save VA in millions of dollars spent in ER care, acute care, readmissions and hospitalizations.",va_dark
78622,VA,Automated AI review for Competitive Procedures,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","Provide guidance, while maintaining human in the loop, for various aspects of the reviewing processes where competitive procedures include multiple objective and subjective metrics (with potential application to R & D grants and contracts).  This enables faster processes, unbiased and additional perspectives for competitive review processes.","Provides cost savings, increased efficiency, and process enhancements",va_dark
78623,VA,Healing in Your Hands Wellness Tools for VA Staff and Veterans,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","This AI wellness tool is designed to close a real gap in the VA: the lack of quick, easy-to-access emotional support for both staff and Veterans in the moments they need it most.  Right now, if a nurse finishes a high-stress call or a Veteran walks into the clinic feeling anxious, there’s no immediate, built-in way to help them calm down, refocus, or reset before moving forward. Most wellness efforts happen after the fact—or are generic resources that people have to go looking for.  This project changes that by putting wellness directly in their hands—through a simple QR code they can scan anywhere in the building. From there, they can instantly access calming tools like breathing exercises, affirmations, or therapeutic coloring pages—customized for staff or Veterans—without logging in, downloading an app, or navigating a complex system.  It solves the problem of accessibility, timing, and relevance—giving people the right kind of support exactly when and where they need it.","To develop a set of interactive, AI-supported wellness tools that can be deployed across VA facilities and remotely, enhancing daily emotional health, reducing burnout, and supporting mental wellness for both staff and veteran populations.",va_dark
78624,VA,VA Health Connect (VAHC) Customer Relationship Management (CRM) - contact quality analysis,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"There are very few tools available to evaluate the content of a Clinical Contact Center (CCC) Contact to provide insight into the purpose, tenor of the call, satisfaction of the Veteran, and identify Medical Support Assistant (MSA) training opportunities. AI will provide a window into the overall quality of the call based on the purpose, content, and resolution of the contact.","Improved insight into the quality of cases received by the CCC to identify training opportunities, trends, identify opportunities to provide Veteran self-service options.",va_dark
78626,VA,Abridge Ambient Scribe,,,a) Purchased from a vendor,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",This solution is intended to solve the following problems:  - Clinician burnout by decreasing clinical documentation burden which is resulting in  - Clinicians focusing on their computer rather than the Veteran during the visit by reducing clinical documentation during patient visits - Poor quality and unstandardized clinical documentation,- Reduced clinician burnout  - Improved Veteran satisfaction with healthcare experiences  - Future: Improved billing/coding which can provide financial benefit to the VA,va_dark
78627,VA,Knowtex Ambient Scribe,,,a) Purchased from a vendor,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",This solution intends to reduce clinician burnout and improve documentation quality.,"Reduced clinician burnout, increased efficiency, improved documentation quality",va_dark
78628,VA,Secure Access Service Edge (SASE),,,a) Purchased from a vendor,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"The AI is intended to identify, prevent, and mitigate risks from unauthorized data access, exfiltration, and misuse of sensitive information, including PHI/PII in cloud applications and network traffic. It addresses gaps in visibility, compliance enforcement, and threat detection across a hybrid work environment.","- Improved data security by automatically detecting and alerting/blocking risky or non-compliant data transfers in real time.  - Operational efficiency by automating policy enforcement and reducing manual review workload. - Enhance compliance with federal mandates by monitoring PHI/PII across all access points, thereby maintaining trust with Veterans and the public through stronger protection of sensitive information.",va_dark
78629,VA,Lung Cancer Prediction Model,,,b) Developed in-house,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"1. Treatment often proves difficult when diagnosed in advanced stages - long term outcomes are significantly improved when detected early. Screening programs are underutilized and definitively lacking in specific populations 2. This includes individuals at highest risk of lung cancer including US veterans. The Dayton VA Medical Center (DVAMC) initiative is intended to aid in detection of suspicious pulmonary nodules, expedite referrals for further evaluation and improve access to timely cancer care. In patients undergoing screening CTs, approx 50% of adults will have at least one lung nodule in their lifetime 3. Tools that provide aided detection and personalized risk of development of lung cancer may identify individuals that could require additional or more frequent screening. Sybil is a deep learning model to predict future lung cancer risk from a single low-dose chest computed tomography scan (LDCT) 4. The AI model utilizes one LDCT and the assistance of a radiologist to predict the risk of a patient developing lung cancer within six years. No additional clinical data is required. It has been validated on 3 independent data sets totaling almost 30K LDCTs. When a CT is processed by the algorithm, a series of 6 numbers corresponding to the patients aggregated risk of developing lung cancer in over 6 years. The hope is Sybil will allow lung cancer screening programs to be better utilized and promote increased care for at risk populations.","When fully implemented, it can be used to personalize screening regime, calling high risk patients out earlier to identify cancers in the early stages and potentially reducing the screening burden on low risk patients.",va_dark
78630,VA,Patient Care Services Integration Platform (PCSIP),,,a) Purchased from a vendor,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",1. Improve patient flow at VAMCs so that 20% more Veterans are provided care with existing staff and resources. 2. Enable use of FDA approved devices in FISMA compliant manner. 3. Optimize veteran journey from direct care to community care and back.,"1. Improve patient flow at VAMCs so that 20% more Veterans are provided care with existing staff and resources. 2. Enable use of FDA approved devices in FISMA compliant manner so that staff can get the job done easily from VA provided workstations for authentication, authorization, access for read and write to multiple clinical systems  3. Optimize veteran journey from direct care to community care and back.",va_dark
78631,VA,CITC Automated Fax Relabeling,,,b) Developed in-house,"Natural Language Processing: AI that processes, interprets, and shares information in human language.","Speed intake of outside medical records. Currently the VA system as a whole gets millions of pages of faxes a day. The subset of these related to care in the community (CITC) contain results of care that the VA itself has paid for in non-VA facilities. As CITC use increases, the burden of processing these faxes (uploading them and making them useful for VA physicians) is increasing. Delays in upload time lead to missing information about non-VA care.",Enhancing patient outcomes (results of care that we are paying for is made more quickly available within the VA); increased efficiency (reduce or eliminate tedious nursing work of manually renaming faxes).,va_dark
