use_case_id,agency,use_case_name,vendor_name,system_name,development_type,ai_classification,problem_statement,expected_benefits,pre_classification
63408,NASA,Near-Reality Slosh Model using AIML,,,,Classical/Predictive Machine Learning,Liquid slosh for aircraft and spacecraft is a highly challenging topic; traditional slosh modeling & simulation approaches are very computationally expensive. This project seeks to use AIML techniques such as neural networks to create ML surrogate models to accurately approximate traditional techniques.,Time saving for slosh model generation,dark_sample
63421,NASA,Use of AI for UAV power train monitoring,,,,Classical/Predictive Machine Learning,Use of PyTorch feedforward neural networks to monitor the health of electronic speed controllers and motors.,Use of PyTorch feedforward neural networks to monitor the health of electronic speed controllers and motors.,dark_sample
63427,NASA,Troupe Rover Demonstration,,,,Agentic AI,"The Troupe Rover demonstration project is implementing an algorithm called ""SafeMAP"" or Safe Multi-Agent Planner. SafeMAP is used in distributed multi-rover or multi-uav system to plan the actions of a group of collaborating agents working on a shared goal.","The Troupe Rover demonstration project is implementing an algorithm called ""SafeMAP"" or Safe Multi-Agent Planner. SafeMAP is used in distributed multi-rover or multi-uav system to plan the actions of a group of collaborating agents working on a shared goal.",dark_sample
63432,NASA,Oceanic cold pool detection using scatterometer winds,,,,Computer Vision,Use a U-Net convolutional neural network to detect oceanic cold pools in spaceborne scatterometer wind observations.,Use a U-Net convolutional neural network to detect oceanic cold pools in spaceborne scatterometer wind observations.,dark_sample
63434,NASA,PASSION Computer,,,,Computer Vision,To develop a pipeline for processing raw overlappagram (other word?) images through the various data products. To produce the final data product in a timely manner.,To develop a pipeline for processing raw overlappagram (other word?) images through the various data products. To produce the final data product in a timely manner.,dark_sample
63439,NASA,"SensorWeb: Volcano, Flood, Wildfire, and others.",,Multiple approved space-based systems,b) Developed in-house,Classical/Predictive Machine Learning,The Sensor Web Project uses a network of sensors linked by software and the internet to an autonomous satellite observation response capability.,"This system of systems is designed with a flexible, modular, architecture to facilitate expansion in sensors, customization of trigger conditions, and customization of responses. This system has been used to implement a global surveillance program to study volcanos. We have also run sensorweb tests to study flooding, cryosphere events, and atmospheric phenomena. Specifically, in our application, we use low resolution, high coverage sensors to trigger observations by high resolution instruments. Note that there are many other rationales to network sensors into a sensorweb. For example automated response might enable observation using complementary instruments such as imaging radar, infra-red, visible, etc. Or automated response might be used to apply more assets to increase the frequency of observation to improve the temporal resolution of available data. Our sensorweb project is being used to monitor the Earth's 50 most active volcanos. We have also run sensorweb experiments to monitor flooding, wildfires, and cryospheric events (snowfall and melt, lake freezing and thawing, sea ice formation and breakup.)",dark_sample
63447,NASA,OCFO External Performance Reporting,,,,Generative AI,Gen AI uses performance data provided by MDs to write a draft summary performance report,Gen AI uses performance data provided by MDs to write a draft summary performance report,dark_sample
63452,NASA,Coupled Loads Analysis Research Assistant (CLARA),,,,Generative AI,chat assistant to support loads analysts during computation.,time savings for loads analysts,dark_sample
63455,NASA,Atomistic Force Field Accelerator (ARFFA),,,,Classical/Predictive Machine Learning,Training of machine learning models of physically informed neural network interatomic force fields for molecular dynamics simulations of material systems of interest at the atomic level,Training of machine learning models of physically informed neural network interatomic force fields for molecular dynamics simulations of material systems of interest at the atomic level,dark_sample
63471,NASA,Implement machine learning in NMIS to assist with mishap coding,,Code V DATA CENTER,b) Developed in-house,Classical/Predictive Machine Learning,Leverage Machine Learning to train computers to review mishap and close call data in NMIS to suggest event coding characteristics to help mishap program managers classify events more efficiently.,"Reduce manual work, increase time and efficiency, and free up skilled subject matter experts for more complex tasks.",dark_sample
63487,NASA,Automated Quality Control Scheme for GPM Satellite Precipitation Products,,,,Classical/Predictive Machine Learning,Automated Quality Control Scheme for GPM Satellite Precipitation Products,Automated Quality Control Scheme for GPM Satellite Precipitation Products,dark_sample
63490,NASA,Autonomous Obstacle Avoidance of Mobile Robots using Reinforcement Learning,,,,Classical/Predictive Machine Learning,Autonomous Obstacle Avoidance of Mobile Robots using Reinforcement Learning,Autonomous Obstacle Avoidance of Mobile Robots using Reinforcement Learning,dark_sample
63500,NASA,Code Assistant Pilot Study,,,,Classical/Predictive Machine Learning,Link prediction,Dataset Recommender,dark_sample
63510,NASA,ESDIS VisML,,,,Classical/Predictive Machine Learning,ESDIS VisML,ESDIS VisML,dark_sample
63516,NASA,GAIT: Generative AI Teleoperations for Robotics,,,,Classical/Predictive Machine Learning,GAIT: Generative AI Teleoperations for Robotics,GAIT: Generative AI Teleoperations for Robotics,dark_sample
63523,NASA,Identification of dust from MODIS/VIIRS sensors using ML,,,,Classical/Predictive Machine Learning,Identification of dust from MODIS/VIIRS sensors using ML,Identification of dust from MODIS/VIIRS sensors using ML,dark_sample
63526,NASA,Improving uncertainty characterization for PACE polarimeters,,,,Classical/Predictive Machine Learning,Improving uncertainty characterization for PACE polarimeters,Improving uncertainty characterization for PACE polarimeters,dark_sample
63534,NASA,Machine-learning based radiative transfer model and LWP/IWP,,,,Classical/Predictive Machine Learning,Machine-learning based radiative transfer model and LWP/IWP,Machine-learning based radiative transfer model and LWP/IWP,dark_sample
63538,NASA,MAVEN observation of Kelvin-Helmholtz Vortices using Statistical and Machine Learning Techniques,,,,Classical/Predictive Machine Learning,MAVEN observation of Kelvin-Helmholtz Vortices using Statistical and Machine Learning Techniques,MAVEN observation of Kelvin-Helmholtz Vortices using Statistical and Machine Learning Techniques,dark_sample
63542,NASA,NASA Evolutionary Programming Analytic Center (NEPAC),,,,Classical/Predictive Machine Learning,NASA Evolutionary Programming Analytic Center (NEPAC),NASA Evolutionary Programming Analytic Center (NEPAC),dark_sample
63558,NASA,Rangelands Water Monitoring and Forecasting System,,,,Classical/Predictive Machine Learning,Rangelands Water Monitoring and Forecasting System,Rangelands Water Monitoring and Forecasting System,dark_sample
63565,NASA,Science Keyword Link Prediction,,,,Classical/Predictive Machine Learning,Science Keyword Link Prediction,Science Keyword Link Prediction,dark_sample
63577,NASA,Towards an Integrated Observation System for OH: A Case Study in the Tropics,,,,Computer Vision,Towards Learning-based Visual Perception with GAVIN: the Goddard AI Verification and INtegration Tool Suite,Towards an Integrated Observation System for OH: A Case Study in the Tropics,dark_sample
63581,NASA,Data Augmentation Pipeline for Zero-Shot Sim-to-Real Transfer in Vision-Based Robot Navigation,,,,Generative AI,"We developed a data augmentation pipeline to enhance the training of vision-based navigation models for robotics, addressing the challenges of limited real-world data.","By combining foundation model-based segmentation with CycleGAN for sim-to-real style transfer, our approach generates realistic, labeled images from synthetic data, enabling models to better generalize to real-world environments. This innovative capability enhances vision-based navigation tasks, such as vehicle pose estimation and road segmentation, significantly closing the sim-to-real gap in robotic perception applications.",dark_sample
63630,NASA,Transiting Exoplanet Survey Satellite (TESS) Neural Network (NN),,,,Computer Vision,The Transiting Exoplanet Survey Satellite (TESS) is a NASA mission focused on exploring and finding exoplanets around nearby stars using the transiting method. TESS telescope covers a large field of view of 96 sq. deg in a single exposure. It has four cameras arranged vertically pointing from the ecliptic plane toward the poles.,"Thanks to this configuration and observing schedule, TESS is able to observe asteroids with a high duty cycle. Current techniques to search for asteroid signals on images rely on the shift-and-stack method, which relies on testing all possible combinations of direction and speed an object can move across the image to maximize the detection signal and find the asteroid’s track. This method is computationally expensive, and only attainable when the parameter space (direction-velocity) is constrained, usually to the main direction (e.g. orbits parallel to the ecliptic plane) and low speeds (main belt asteroids). This introduces a bias against fast-moving asteroids and high-inclination orbits (vertical tracks). To solve this, we implemented a rotationally invariant neural network (NN) model that performs semantic segmentation to find moving objects in TESS FFIs.We constructed a custom training set using 64x64x64 cubes of pixel flux time series and truth masks with the tracks of known asteroids from the JPL Horizon Ephemeris system. Our NN model can find known and new asteroids with all kinds of track orientations, showing no bias against objects moving at high inclination orbits, or fast-moving asteroids, or tracks with a change in direction. This NN model detects ~90% of known asteroids down to apparent visual magnitude 20th and has a detection limiting magnitude of ~20.5. This is on par with current implementations of the shift-and-stack method but without the bias introduced by limiting the range of track direction and velocity.",dark_sample
63636,NASA,Neural Posterior Estimation for X-ray reflection spectroscopy: Training on complex physical models and AGN Observation-Driven Parameter Grids.,,,,Classical/Predictive Machine Learning,"The development of an automated inference tool tailored to extract key physical parameters from obscured AGN (active galactic nuclei) X-ray spectra by means of more complex physical models than ever before with machine learning. For our pilot work, we use the decoupled X-ray reflection MYTorus model with separate direct and scattered (""reflected"") continua, as well as narrow Fe K fluorescense.","Such a complex model poses a significant computational challenge for traditional inference techniques. To address this, we construct a physically informed, observation-driven training grid, based on the parameter space spanned by nearby AGN observed with NuSTAR. We use this grid to train a Neural Posterior Estimation (NPE) model within a simulation-based inference (SBI) context. The parameters inferred are the photon index (Γ), the global and line-of-sight equivalent neutral hydrogen column densities (N_Hs and N_Hz), and the reflection scaling factor (A_S), each with associated uncertainties.",dark_sample
63641,NASA,Multimodal Earth Observation Workflow for Machine Learning (MEOW-ML):  A Case Study in Canopy Height Model and Canopy Height Change Prediction,,,,Classical/Predictive Machine Learning,"Here we introduce an updated version of Multimodal Earth Observation Workflow for Machine Learning (MEOW-ML), an end-to-end data fusion and artificial intelligence (AI) and machine learning (ML) framework tailored for Earth Observation (EO). MEOW-ML supports the full AI/ML lifecycle, from data preparation to model training and evaluation.","It speeds up the iterative loops of data processing and model architecture development, and, critically, enables the integration of heterogeneous data sources. A primary intent for MEOW-ML is its application in the design of New Observing Strategies (NOS) which require very large data sets with data of diverse types acquired by a variety of sensors potentially aboard multiple sub-orbital and orbital platforms.  MEOW-ML can be used to test various combinations of data types, qualities and resolutions to optimize the design of an NOS.",dark_sample
63647,NASA,Correcting NASA NPOL weather radar beam blockage using machine learning approaches,,,,Classical/Predictive Machine Learning,Our objective is to fill in blocked radar data using Convolutional Neural Networks (CNN). This project is in the early stages in preparing the data and model for training.,This project will help fill in NASA NPOL blocked radar data from the Global Precipitation Measurement (GPM) mission Ground Validation (GV) field campaigns to better validate rainfall from space.,dark_sample
63658,NASA,Instantaneous photosynthetically available radiation models for ocean waters using neural networks,,,,Classical/Predictive Machine Learning,Neural network forward models were developed to predict subsurface vertical profile of instantaneous photosynthetically available radiation (IPAR) for both open ocean and coastal waters.,The models can be used to estimate IPAR profiles on open ocean and coastal waters efficiently. The models are integrated into joint retrieval algorithm (FastMAPOL/component) for satellite retrieval of IPAR using polarimetric measurments.,dark_sample
63663,NASA,PIX4DCloud,,,,Generative AI,Geostationary spectrometer based foundation model (ABI-FM) and evaluation on benefits for 3D cloud and convection related downstream tasks,A new all-sky EO-FM model. A thorough evaluation for downstream task benefits. A suite of 3D cloud prediction model from spetrometers.,dark_sample
63666,NASA,Developing an ML-based subcolumn generator,,,,Classical/Predictive Machine Learning,ML generator for cloudy and precipitating subcolumns to be used in global climate models.,Improvement of cloud and precipitation processes in global climate models for more realism and better performance.,dark_sample
63689,NASA,ML-Driven Wide Field Instrument (WFI) Image Calibration,,,,Classical/Predictive Machine Learning,"This machine learning-driven project aims to expedite the image calibration process for Roman Wide Field Instrument (WFI) data by developing an automated calibration system. Leveraging advanced AI algorithms, we aim to increase the speed and efficiency of image calibration, particularly for large-scale astronomical surveys and observations.","Faster calibration processes across all detector outputs Streamlined calibration workflows enable faster processing times, accelerating scientific discoveries.",dark_sample
63697,NASA,IV&V AI Assistant,,,,Generative AI,"This project delivers a NASA IV&V AI Assistant powered by LibreChat with Retrieval-Augmented Generation (RAG) to provide a secure, conversational interface for NASA IV&V engineers. The Assistant enables users to interact directly with NASA program documents, asking questions that span subject matter expertise and program-specific content relevant to software assurance activities, including accelerated system understanding, analysis process planning, and context specific lessons learned and potential risk considerations. Initial development and evaluation are conducted with synthetic data hosted on AWS (Cloud – Other). Beginning in FY26, the project will transition to beta and production phases, operating on local on-premises HPC infrastructure with access to real ITAR-level NASA mission data, IV&V process data, and lessons learned.","The initial deployment of the NASA IV&V AI Assistant will leverage the LibreChat platform with automated embedding and Retrieval Augmented Generation (RAG) to provide end-users with efficient access to relevant, necessary knowledge to complete analysis activities and generalized inference capabilities. More advanced iterations are anticipated to include fine-tuning on IV&V-specific datasets such as historical issues, risks, and lessons learned. By integrating GenAI-powered search and chain-of-thought reasoning into IV&V workflows, the Assistant will enable engineers to rapidly locate critical information, streamline analysis activities, and enhance overall productivity. This accelerated capability is expected to positively impact the mission projects supported by NASA IV&V by enabling earlier identification of issues and delivery of analysis assurance conclusions.",dark_sample
63712,NASA,Lunar Foundation Model for Planetary Sciences,,,,Classical/Predictive Machine Learning,"Foundation Model trained on LRO WAC, NAC, and RTM imagery to assist lunar scientists with AI applications regarding the surface processes of the moon","Foundation Model trained on LRO WAC, NAC, and RTM imagery to assist lunar scientists with AI applications regarding the surface processes of the moon",dark_sample
63716,NASA,"Object classification, change detection, and anomaly detection in LiDAR and other point cloud datasets.",,,,Classical/Predictive Machine Learning,"Leveraging AI for point cloud analysis may advance accuracy and efficiency of: •Point cloud classification, enhancing capabilities for LiDAR based autonomy and navigation.  •Change detection, enriching scientific investigations of geomorphology and surface processes. •Anomaly detection, enhancing inspection of hardware and monitoring of manufacturing processes.","Leveraging AI for point cloud analysis may advance accuracy and efficiency of: •Point cloud classification, enhancing capabilities for LiDAR based autonomy and navigation.  •Change detection, enriching scientific investigations of geomorphology and surface processes. •Anomaly detection, enhancing inspection of hardware and monitoring of manufacturing processes.",dark_sample
63717,NASA,RDUST Regolith Dust Universal System Tracker,,,b) Developed in-house,Classical/Predictive Machine Learning,AI for real-time dust environment simulation and analysis,AI for real-time dust environment simulation and analysis,dark_sample
63720,NCUA,Supervisory Stress Testing,N/A,N/A,b) Developed in-house,Classical/Predictive Machine Learning,"Forecasts loan performance (repayment, defaults) to support stress testing and risk analysis",Estimate loan default probability for Supervisory Stress Testing.,dark_sample
63804,SEC,EDGAR Filing Audit Report Solution,,,,,,,dark_sample
63860,SSA,Pre-Effectuation Review (PER) / Targeted Denial Review (TDR) Models,,PER TDR,b) Developed in-house,Classical/Predictive Machine Learning,This AI use case identifies high likelihood of error in certain claims and refers them for review. This use case reduces incorrect benefits payment.,"Pre-Effectuation Review (PER) and Targeted Denial Review (TDR) benefit public, taxpayers, and claimants in ensuring that SSA provides benefits for those who qualify for benefits based on the SSA policy and guidelines.",dark_sample
63893,State,Consular Affairs FaceVACS,,,,Classical/Predictive Machine Learning,"To automatically check passport photo quality during the Online Passport Renewal (OPR) process, providing instant feedback to ensure submitted images meet requirements.",Instant feedback to ensure submitted images meet requirements.,dark_sample
63905,State,FOIA 360 AI Matching Tool,,,,,,,dark_sample
63919,State,Automatic Detection of Authentic Material,N/A,N/A,b) Developed in-house,Natural Language Processing (NLP),"The need to detect/identify authentic materials in target languages, reducing the time to develop language curricula and tests.",Reduced staff hours and improved variety of materials in foreign languages.,dark_sample
63937,State,Senturion Alpha,,,,,,,dark_sample
63951,TVA,CAP Automation,,,,,,"Use NLP to classify condition reports as C, E, or WO level",dark_sample
63970,TVA,Natural Reader,,,,,,Text-to-speech desktop software for individual use.,dark_sample
63983,TVA,Transmission analytics,,,,,,,dark_sample
63985,TVA,ChatSPP,,,,,,"Increased efficiency and productivity, faster searching and access to information",dark_sample
63993,TVA,Environmental Documentation,,,,,,Increased efficiency and productivity,dark_sample
64013,Treasury,Regulation Statutory and Common Name Indexing,N/A,N/A,N/A,Generative AI,"Compliance OCC staff frequently need to reference regulations by both their alphabetical identifiers (e.g., Regulation Z) and their full statutory names. Manually searching for these connections across regulatory materials is repetitive and time-consuming. The AI is intended to simplify this process by quickly generating a clear mapping between alphabetical regulation names and their corresponding statutory titles, improving speed and accuracy during compliance reviews.","The AI enhances staff efficiency by enabling faster access to accurate regulatory identifiers, reducing time spent on basic regulatory lookups. This supports the agency’s mission by improving consistency and reducing errors in examinations, training materials, and supervisory communications. The public benefits from more precise and efficient regulatory oversight, contributing to stronger consumer protections.",dark_sample
64040,Treasury,AI-Driven Predictive Maintenance for Mint Manufacturing Equipment and Production Assets,N/A,N/A,N/A,Classical/Predictive Machine Learning,"The system is intended to identify patterns in equipment performance and lifecycle data to predict mechanical failures before they occur. Currently, maintenance relies on fixed schedules or reactive responses after failures, resulting in unplanned downtime, potential safety issues, and increased maintenance costs. The solution shall analyze machine data to anticipate component degradation and recommend optimal maintenance intervals.","Predictive maintenance capabilities will improve equipment uptime, support safer manufacturing operations, extend the usable life of key assets, and reduce costs associated with emergency repairs and production stoppages. Increased operational reliability directly supports the Mint's mission to deliver circulating and numismatic products on schedule for the nation and for collectors. Better maintenance forecasting also supports resource optimization and reduces waste.",dark_sample
64045,Treasury,GenAI Productivity Tool Pilot,N/A,N/A,Purchased from a vendor,Generative AI,"Transcribing, summarizing, or other efforts that improve the accessibility of a virtual meeting or interview using AI. (Meeting Summarization and Recap - Generating notes, action items, and summaries from meetings). Generating first drafts of documents, briefing, or communication materials using AI. Content Generation & Refinement (Drafting, rewriting, and improving documents, emails, presentations, and plans). Summarizing the key points of a lengthy report using AI. (Content Summarization - Summarizing emails, chats, meetings, and documents). Code Assistance - Generating, debugging, and documenting code. Data Analysis and Manipulation (Excel formulas, macros, forecasting, and SQL-based data work). Contextual Research (Exploring policies, regulations, trends, and strategic topics). Knowledge Retrieval (Locating known information and presenting or analyzing the information). Document Comparison and Alignment (Comparing versions of documents for consistency and alignment). Email and Task Automation (Automating rules, reminders, and scheduling). How-To Guidance (Step-by-step instructions for tools and workflows). Editing images, videos, or other public affairs materials using AI. Scheduling and managing social media posts using AI.",Pilot AI productivity solution in Fiscal Service tenant to determine business value,dark_sample
64051,Treasury,FORMS AI,N/A,N/A,Developed with both contracting and in-house resources,Generative AI,Data Analysis and Manipulation,DDM-Debt is looking to utilize Machine Learning/GenAI solution to production in their FORMS system. The ML/GenAI solution automates the classification and routing of documents to the appropriate business units and roles.,dark_sample
64074,Treasury,Taxpayer Services Chatbot,N/A,N/A,In-house & Contractor,Natural Language Processing (NLP),"This project implemented the Taxpayer Services chatbot, which provides self-service Frequently Asked Questions (FAQ) to taxpayers and international taxpayers regarding refunds, status of refunds, amended returns, Employer Identification Number (EIN), Earned Income Tax Credit (EITC), change of address, identity theft, extension to file topics. The Intent Engine, using Natural Language Processing (NLP) and AI algorithms classifies taxpayers' utterances (questions) into intents (requests). The answers provided to the taxpayers are not created by Generative AI. The responses of the chatbot and business logic is predetermined by content owners. This AI tool aims to classify/navigate to a correct predetermined response.",This chatbot provides means for the taxpayers to receive information without need to speak with an Agent.  The benefits include reduced taxpayer burden as well as increased internal IRS operational efficiencies.,dark_sample
64078,Treasury,Synthetic Data Engine,N/A,N/A,Vendor,Classical/Predictive Machine Learning,"This AI based synthetic data generator provides synthetic data for a robust, large-scale dataset consistent with US Population Data Heuristics for testing and advanced analytics by dimensionalizing over 180 elements of socioeconomic data and over 300 dimensions, aging people, households and businesses over time, and tightly correlating the synthetic data to actual familial and socioeconomic attributes of US taxpayers.",Generate synthetic data for testing IRS tax processing systems and significantly reduce the risk of exposing taxpayer information while enabling more comprehensive testing of functional test cases. This system can now use to simulate fraud cases for testing negative and positive automated test cases.,dark_sample
64108,Treasury,Integrate Word Processor AI for Digitalization,N/A,N/A,In-house & Contractor,Classical/Predictive Machine Learning,"The intended purpose of the Digitalization Enablement Platform (DEP) and the integration of AI into processing taxpayer submitted documents is to minimize the transcription and storage of paper documents, streamline case management, and enhance the accuracy and efficiency with which taxpayer information is extracted, organized, and made accessible. The expected benefits include a massive reduction in physical storage requirements, cost savings, improved data security, a reduction in backlogged cases, and improved service.","Use of this system automates what formally required IRS staff to transcribe data form taxpayer submitted forms. This OCR automation, allows for the faster processing of taxpayer submissions and for efficiencies of IRS staff time.",dark_sample
64109,Treasury,AI Voiceover Generation for eLearning Development,N/A,N/A,Vendor,Generative AI,Voiceover generation for training courses. With return-to-office mandates in place we are unable to record narration voiceovers for training courses as we have historically done using live employees and microphone recording kits.,"Increased quality, a more diverse selection of voices, much more rapid voiceover generation and revision, increased development efficiency.",dark_sample
64124,Treasury,GenAI Procurement Tool,N/A,N/A,Purchased from a vendor,Classical/Predictive Machine Learning,"Streamlines government procurement and contract management by automating compliance checks, bid analysis, and acquisition workflows. It directly supports federal acquisition compliance by validating documentation against procurement rules (such as FAR and DFARS), ensuring audit-readiness, and maintaining transparent, traceable records of contract decisions—minimizing risks of non-compliance in acquisition processes.","Improves Procurement Efficiency & Accountability — supports Treasury’s goal of ensuring responsible use of federal funds and maintaining integrity in acquisition and financial operations. Simplifies procurement and contract management for Treasury acquisition teams by automating bid review, data analysis, and documentation. It helps staff make faster, data-driven decisions while increasing transparency and reducing administrative burden.",dark_sample
64133,USDA,ARS Project Mapping,,,,,,,dark_sample
64135,USDA,Predictive Modeling of Invasive Pest Species,,,,Classical/Predictive Machine Learning,Imported agricultural products may contain pests. The purpose of this model is to assist in determining if imported agricultural products from other countries to have pests.,"Benefits include more reliable discovery and quarantine of pests, preventing pest invasion and making trade safer.",dark_sample
64137,USDA,LCAT - Land Change Analysis Technique,,,b) Developed in-house,Classical/Predictive Machine Learning,Generating landcover from imagery,"Benefits include reduced waste, fraud, and abuse; informed decision making; land use planning and crop reporting; habitat management",dark_sample
64158,USDA,Digital Imagery (no-change) for NRI Program,,,,Computer Vision,AI algorithms are used to look at landscape images and detect if the landscape has changed from year to year.,"About 72,000 aerial images are interpreted by dozens of technicians each year to collect data for the National Resources Inventory (NRI) program. This case would decrease the number of labor hours required of technicians to manually interpret images.",dark_sample
64164,USDA,Foodborne Illness Source Attribution,,,b) Developed in-house,Classical/Predictive Machine Learning,"The Interagency Food Safety Analytics Collaboration (IFSAC) - a partnership between the Centers for Disease Control and Prevention (CDC), the U.S. Food and Drug Administration (FDA), and the Food Safety and Inspection Service (FSIS) - has used computer-based methods to predict the likely sources of foodborne illnesses in humans.","Expected benefits include improving our understanding of what foods contribute the most to illnesses, which can help in creating measures and policies to reduce illnesses and improve food safety.",dark_sample
64175,USDA,Ticket Templatization,,,,,,,dark_sample
64185,USDA,NASS Automated Editing Tool,,,,Classical/Predictive Machine Learning,"The purpose of this model is to determine if an answer on a survey is valid or invalid. If an answer is classified as invalid, a model will then suggest a corrected value.",The main benefit is reducing labor hours on redundant data cleaning tasks. It could possibly increase the accuracy of National Agricultural Statistics Service data.,dark_sample
64195,USDA,Spread and Balance Sample Design,,,b) Developed in-house,Classical/Predictive Machine Learning,"The purpose of this tool is to produce samples that are well spread and balanced, reducing sampling cost and error.",Providing better information about our natural resources for less spend,dark_sample
64209,USDA,QUIC-Fire processing and analysis,,,,,,,dark_sample
64215,USDA,Plum Island handwriting and text extraction from scanned pdfs,,,,Natural Language Processing (NLP),To reduce manual intervention and automate searchability of Plum Island lab manuals and scientific documents.,Time savings that could translate to more personnel cycles on scientific needs as opposed to manual labor searches.,dark_sample
64217,USDA,NWRC LSS Bioinformatic Coding,,,b) Developed in-house,Classical/Predictive Machine Learning,Troubleshoot code used in analysis,Time savings for employees is the main expected benefit,dark_sample
64245,USDA,Amphibians reveal unexpectedly large differences in potential environmental change responses among ecologically similar habitat specialists,,,,Classical/Predictive Machine Learning,Estimating environmental suitability for amphibians,The expected benefit of this use case is to create cost savings,dark_sample
64275,USDA,Forest Vegetation Simulator (FVS) Helpdesk Chatbot RAG,,,,Generative AI,"The Chatbot will respond to questions from users of the model (for both public and federal users), reducing staff time spent responding to questions.","Solution enhances user support, reduces staff burden, and strengthens the quality of FVS.",dark_sample
64296,VA,Clinical AI Agent,,,,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).","Administrative tasks, manual documentation, and complex workflows within the Electronic Health Record (EHR) cause lower clinical efficiency and operational effectiveness.","By implementing Clinical Al Agent (CAA), VA providers will leverage new technology to decrease time completing documentation and administrative tasks during a Veteran visit. This leads to increased end user satisfaction, reduced provider burnout, and ensures providers are spending time prioritizing Veteran care.",dark_sample
64333,VA,Fall Prediction Tool,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"The Morse Fall Scale (MFS), as it is currently utilized, often fails to accurately assess fall risk, highlighting the need for more precise and timely fall risk assessment tools to prevent falls.",The goal is to provide a more accurate fall assessment score than the existing Morse Fall Score which could improve patient safety outcomes. Better assessing fall risk and applying proper fall prevention interventions would also translate to cost avoidance and savings.,dark_sample
64350,VA,Nursing Career Path Tool,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,"It will solve several critical leadership challenges within the VA system, including: - Identification of leadership potential - Workforce optimization - Centralized training and development resources properly matched with different levels of leadership stages - Support for leadership talent identification (qualified leaders to assume detail position) - Enhanced veteran centric care and operational efficiency  - Cost-efficiency (recruitment, retention)  The tool aims to systematically review staff qualifications, identify leadership levels, collate VA-wide resources, and assist leadership in talent identification and assignment for vacant leadership positions. By leveraging AI technology, the VA can ensure the right nursing talent is developed and effectively placed in leadership roles, ultimately improving service delivery and staff satisfaction.","Provide a structured and data-driven approach to nursing career development and succession planning within the VA. This tool aims to create a well-organized and efficient process for identifying, developing, and placing nursing (potential) leaders within the VA, ultimately enhancing patient care, reducing costs, and improving overall operational efficiency. It will also better align staff qualifications with leadership roles, improve succession planning, reduce gaps in leadership positions, and increased staff engagement and satisfaction through clear career progression paths.",dark_sample
64356,VA,ML Model for medication prediction,,,,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,Pharmacy inventory management,- Removes ambiguity for users by guiding them through eligibility and next steps.,dark_sample
64357,VA,Leveraging Acoustic-Linguistic Analytics and Social Determinants to Enhance Suicide Prevention Efforts in Veterans Crisis Line Interventions,,,,"Natural Language Processing: AI that processes, interprets, and shares information in human language.","This project leverages machine learning (ML) and data analytics to enhance suicide prevention efforts by improving risk prediction, crisis intervention effectiveness, and understanding of social and environmental factors influencing Veteran suicide risk. It will develop a data processing pipeline to extract and analyze VCL call data directly from call audio recordings, enabling multimodal ML models that integrate linguistic, acoustic, and contextual features to identify imminent suicide risk. Additionally, it will evaluate crisis intervention effectiveness and link VCL call data with external datasets to assess environmental stressors such as noise pollution. Finally, models will be validated on a larger dataset within the Veterans Affairs (VA) Cloud to ensure scalability and internally-sustainable integration into VCL workflows, delivering artificial intelligence (AI)-driven decision-support tools and actionable policy insights to improve crisis response strategies.",Improve VCL protocols and procedures; improve suicide prevention efforts; increase efficiency; enhance patient outcomes.,dark_sample
64364,VA,Romexis Dental Imaging Software,,,,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",Automates process and speeds up dental x-ray reads.,"Improves workflow, enhances dental implant planning, and automates tasks",dark_sample
