product_id,canonical_name,vendor,product_type,is_generative_ai,is_frontier_llm,parent_canonical_name,aliases,edge_count
5129,Skyward CEDAR/CLAW,Skyward IT Solutions,agent_platform,0,0,,Skyward CEDAR/CLAW,0
5113,Smiths Detection TruNarc,Smiths Detection,forensics,0,0,,"TruNarc|Smiths Detection TruNarc|TruNarc, Smiths Detection",1
5015,Snowflake Cortex,Snowflake,ml_platform,1,0,,Snowflake Cortex|Snowflake AI,0
5112,ShotSpotter,SoundThinking,audio_analysis,0,0,,ShotSpotter|SoundThinking ShotSpotter,1
5011,Splunk,Splunk,security_tool,0,0,,Splunk,11
5114,Spokeo,Spokeo,investigative_data,0,0,,Spokeo,1
5395,Sprinklr,Sprinklr,social_listening,0,0,,Sprinklr,2
5029,Sprout Social,Sprout Social,productivity,1,0,,Sprout Social|SproutSocial,6
5187,CryoSPARC,Structura Biotechnology,scientific_ml,0,0,,CryoSPARC,1
5173,SumTotal,SumTotal,training,0,0,,SumTotal,1
5027,Synthesia,Synthesia,computer_vision,1,0,,Synthesia,2
5162,Systran Translate,Systran,translation,0,0,,Systran Translate,2
5400,Tabnine,Tabnine,coding_assistant,0,0,,Tabnine|Tabnine AI Pair Programmer,2
5160,SimplyFile,TechHit,productivity,0,0,,SimplyFile,1
5116,Techsmith Audiate,TechSmith,media_analysis,1,0,,Audiate|Techsmith Audiate|TechSmith Audiate,2
5117,TekSynap SimplifAI,TekSynap,general_llm,1,0,,TekSynap SimplifAI|SimplifAI,1
5273,FLIR 280 HD,Teledyne FLIR,physical_security,0,0,,FLIR 280 HD,1
5401,Tenable,Tenable,security_tool,0,0,,Tenable,3
5264,DocketScope,"The Regulatory Group, Inc.",document_ai,0,0,,DocketScope,3
5068,CoCounsel,Thomson Reuters,legal_research,1,0,,CoCounsel|Cocounsel AI|Thomson Reuters CoCounsel|Casetext CoCounsel,2
5104,ProLaw,Thomson Reuters,legal_research,0,0,,ProLaw|Thomson Reuters ProLaw,1
5125,Thomson Reuters CLEAR,Thomson Reuters,data_analytics,0,0,,Thomson Reuters CLEAR,2
5001,Westlaw AI,Thomson Reuters,legal_research,1,0,,Westlaw|Thomson Reuters/Westlaw Drafting Assistant|Westlaw AI|Westlaw Precision|Thomson Reuters Westlaw,14
5404,ThruVision TAC 16,ThruVision,physical_security,0,0,,ThruVision TAC 16 Passive Body Scanner|ThruVision TAC 16,1
5405,ThruWave NII 3D Imaging Tool,ThruWave,physical_security,0,0,,ThruWave  Non-Intrusive Inspection (NII) 3D Imaging Tool|ThruWave NII 3D Imaging Tool,1
5115,TLOxp,TransUnion,investigative_data,0,0,,TLOxp|TLO|TransUnion TLOxp,1
5179,PLATES/FoodTrak,Trigent Solutions,document_ai,0,0,,PLATES/FoodTrak,0
5149,TRM Labs Blockchain Analysis Platform,TRM Labs,blockchain_analytics,0,0,,TRM Labs Blockchain Analysis Platform|TRM Labs  Blockchain Analysis,1
5408,UiPath Enterprise RPA,UiPath,rpa,0,0,,UiPath; Microsoft; Apryse; Personable Inc. Enterprise Robotic Process Automation|UiPath Enterprise RPA,1
5156,Ultralytics YOLO,Ultralytics,computer_vision,0,0,,Ultralytics YOLO,0
5120,Unison PRISM,Unison,supply_chain,0,0,,Unison|Unison PRISM|PRISM,5
5108,Rangeland Analysis Platform,University of Montana / NRCS,scientific_ml,0,0,,Rangeland Analysis Platform|RAP,2
5153,SpyglassGPT,Unknown,general_llm,0,0,,SpyglassGPT,1
5078,EnerGPT,Unknown / DOE-targeted vendor,general_llm,1,0,,EnerGPT,3
5410,Upstream Tech HydroForecast,Upstream Tech,scientific_ml,0,0,,Upstream Tech HydroForecast|Piloting Machine Learning Inflow Forecasts Across Reclamation,1
5128,ATLAS (Forest Service),USDA Forest Service,data_analytics,0,0,,ATLAS (Forest Service),0
5414,Vectra AI,Vectra Networks,security_tool,0,0,,Vectra Networks|Vectra AI,2
5063,CargoNet,Verisk,investigative_data,0,0,,CargoNet|Verisk CargoNet,1
5087,ISO ClaimSearch,Verisk,investigative_data,0,0,,ISO ClaimSearch|National Insurance Crime Bureau ISO ClaimSearch|NICB ISO ClaimSearch,1
5126,Veritone,Veritone,media_analysis,0,0,,Veritone,5
5158,Veritone Illuminate,Veritone,media_analysis,0,0,Veritone,Veritone Illuminate,1
5121,Verkada,Verkada,physical_security,0,0,,Verkada,2
5021,WellSaid Labs,WellSaid Labs,nlp_specific,1,0,,WellSaid Labs|Wellsaid Labs|WellSaid|Wellsaid,2
5157,Whooster,Whooster,data_analytics,0,0,,Whooster,1
5041,Wiz,Wiz,security_tool,0,0,,Wiz,2
5161,UpToDate,Wolters Kluwer,clinical_decision_support,0,0,,UpToDate,1
5291,Grok,xAI,general_llm,1,0,,Grok|xAI Grok Pilot,2
5034,Zoom,Zoom,productivity,1,0,,Zoom|Zoom AI|Zoom AI Companion,4
5012,Zscaler,Zscaler,security_tool,0,0,,Zscaler,2
