agency_abbreviation,ai_classification_2025,ai_sophistication_2025,architecture_type_2025,bureau,commercial_ai,deployment_scope_2025,dev_method,dev_stage,entry_type_2025,expected_benefits_2025,is_coding_tool_2025,is_cots_commercial_2025,is_enterprise_wide_2025,is_general_llm_access_2025,is_generative_ai_2025,is_microsoft_copilot_2025,lineage_status,name_2025,outputs,problem_statement_2025,proposed_ai_sophistication,proposed_architecture_type,proposed_confidence,proposed_deployment_scope,proposed_entry_type,proposed_is_anthropic,proposed_is_aws_ai,proposed_is_coding_tool,proposed_is_cots_commercial,proposed_is_enterprise_wide,proposed_is_general_llm_access,proposed_is_generative_ai,proposed_is_github_copilot,proposed_is_google,proposed_is_microsoft_copilot,proposed_is_openai,proposed_is_public_facing,proposed_reasoning,proposed_scope_detail,proposed_tool_product_name,proposed_tool_vendor,proposed_use_type,purpose_benefits,system_name_2025,system_outputs_2025,tool_product_name_2025,tool_vendor_2025,uc_2024_id,uc_2025_id,use_case_id_2024,use_case_name,use_type_2025,vendor_name_2025,w2_flags_json,w2_reasoning,w2_tagged_by,wave1_ai_sophistication,wave1_architecture_type,wave1_confidence,wave1_deployment_scope,wave1_entry_type,wave1_is_anthropic,wave1_is_aws_ai,wave1_is_coding_tool,wave1_is_cots_commercial,wave1_is_enterprise_wide,wave1_is_general_llm_access,wave1_is_generative_ai,wave1_is_github_copilot,wave1_is_google,wave1_is_microsoft_copilot,wave1_is_openai,wave1_is_public_facing,wave1_reasoning,wave1_scope_detail,wave1_tool_product_name,wave1_tool_vendor,wave1_use_type
HHS,,classical_ml,unknown,NIH,None of the above.,enterprise_wide,Developed with contracting resources.,Acquisition and/or Development,custom_system,,0,0,1,0,0,0,continued,Synonymy prediction in the UMLS Metathesaurus,"Input: UMLS Metathesaurus (new concepts).

Output: Synonymy with existing Metathesaurus concepts. Concepts are typically text words or phrases for example """"Lung Cancer"""", """"heart attack"""". This is used yearly when it is time to add new concepts to the UMLS Metathesaurus.",,,,,,,,,,,,,,,,,,,,,,,,"Developing artificial intelligence (AI) approaches (neural networks) to predict synonymy among biomedical concepts in the Unified Medical Language System (UMLS) Metathesaurus, with application to the insertion of new concepts into the UMLS Metathesaurus.  This is used during new concept integration into the UMLS Metathesaurus and is only intended to interact with the new concepts that will be added and existing UMLS Metathesaurus concepts.  There is no training or intended use of this product for sensitive data. Preliminary results indicate the performance of the system should be sufficient to support the insertion of new terms into the UMLS Metathesaurus. 

Support UMLS Metathesaurus editing.  This should dramatically reduce the time needed to integrate new concepts into the UMLS Metathesaurus and increase the consistency.",,,,,34994,134150,34994,Synonymy prediction in the UMLS Metathesaurus,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,predictive_analytics,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'Synonymy prediction in the UMLS Meta' → predictive_analytics.,NIH,,,mission_critical
HHS,Computer Vision,computer_vision,custom_trained,NIH,None of the above.,enterprise_wide,Developed with contracting resources.,Operation and Maintenance,bespoke_application,Provides additional protection against PII/PHI ingress into the TB Portals imaging dataset in a far more automated process.,0,0,1,0,0,0,continued,TB Case Browser Image Text Detection,The tool detects and counts instances of text and if above a threshold throws a warning to the user who is uploading the image. User must then affirmatively bypass to upload.,"Without OCR technology, validation of text on images is manually intensive and, without proper controls, can create the risk of sensitive information coming into the system.",,,,,,,,,,,,,,,,,,,,,,,"The NIAID TB Portals Program is a multi-national collaboration for tuberculosis (TB) data sharing and analysis to advance TB research.

A tool that uses AWS Recognition managed AI service to detect text in images which could be potentially Personally Identifiable Information (PII)/ Protected Health Information (PHI) in TB Portals data.",NIAID TB Portals,"User uploads a DICOM image, which is converted and passed to the AWS Rekognition service. Output is a JSON block with predictions on the location of text within an image.",,,34995,134151,34995,TB Case Browser Image Text Detection,administrative,"Deloitte, Guidehouse, Research Data and Communication Technologies Corp.","[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,classical_ml,unknown,medium,bureau,product_deployment,,,,1,0,,0,,,,,,Named product deployment: 'The NIAID TB Portals Program is a multi-national collaboration for tuberculosis (TB' → classical_ml.,NIH,,,mission_critical
HHS,Classical/Predictive Machine Learning,classical_ml,custom_trained,NIH,None of the above.,enterprise_wide,Developed in-house.,Operation and Maintenance,custom_system,"There are many occasions in which Division Directors, Branch Chiefs, and Program Officers wish to receive suggestions for the most appropriate people to talk to about a project proposal or where to send a proposal that might not be appropriate for NIGMS.",0,0,1,0,0,0,continued,Tool for PO Lookup Assignment (TPAL),"Input: Free form text in an online textbox. 

Output: Top three most relevant ICs and POs and their probabilities.",This tool helps NIGMS program staff determine the most appropriate SME at NIGMS and/or the most appropriate IC for a research proposal.,,,,,,,,,,,,,,,,,,,,,,,"Similar to publicly reported IRM use case. The Tool for PO Assignment Lookup (TPAL) provides NIGMS Program staff with the ability to automatically search for?appropriate?Program Officers (POs), including their corresponding Program Area Codes (PACs), and NIH ICs?to assign?or reassign?project proposals, or to provide advice to prospective applicants. TPAL uses natural language processing and machine learning to predict the three most relevant NIGMS POs, including their corresponding PACs, and the three most relevant NIH ICs from the project description/abstract text entered into a textbox. Note that because the PO and IC prediction algorithms are independent of each other, TPAL will always try to provide the most relevant program? officers, even when NIGMS is not one of the top three recommended NIH ICs.  

There are many occasions in which Division Directors, Branch Chiefs, and Program Officers wish to receive suggestions for the most appropriate people to talk to about a project proposal or where to send a proposal that might not be appropriate for NIGMS.",,Input: Free form text in an online textbox. Output: Top three most relevant ICs and POs and their probabilities.,,,34997,134152,34997,Tool for PO Lookup Assignment (TPAL),administrative,,"[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,nlp_specific,custom_trained,medium,bureau,custom_system,,,,0,0,,0,,,,,,In-house nlp_specific system: 'plicants. TPAL uses natural language'.,NIH,,,mission_critical
HHS,,classical_ml,unknown,NIH,None of the above.,enterprise_wide,Developed in-house.,Operation and Maintenance,custom_system,,0,0,1,0,0,0,continued,Transformative Research Award Anonymization Check (TRAAC),"Input: PDF files including text and images from two sections of the NIH grant applications.

Output: Spreadsheets containing records of identified text/phrases as well as PDF files with text/phrases highlighted.",,,,,,,,,,,,,,,,,,,,,,,,"This tool helps to determine whether grant applications for NIH Director's Transformative Research Awards are properly anonymized by quickly detecting information that might identify the applicant in the Specific Aims or Research Strategy sections. 

This tool automatically screens many pages and highlights any text that might allow identification of the applicants. The highlighted text is then examined by subject matter experts. This streamlines content screening and aids both NIH staff and the external scientific community in making more rapid and efficient determinations about whether anonymity has been compromised.",,,,,34998,134153,34998,Transformative Research Award Anonymization Check (TRAAC),research,,"[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,classical_ml,custom_trained,medium,bureau,custom_system,,,,0,0,,0,,,,,,In-house classical_ml system: 'This tool helps to determine whether grant applications for NIH Director's Transformative'.,NIH,,,mission_critical
HHS,,classical_ml,unknown,NIH,None of the above.,enterprise_wide,,Retired,custom_system,,0,0,1,0,0,0,continued,Machine learning pipeline for mining citations from full-text scientific articles,"The pipeline harvests full-text pdfs, converts them to xml, and uses a Long Short-Term Memory (LSTM) recurrent neural network model that discriminates between reference text and other text in the scientific article. The LSTM-identified references are then passed through our Citation Resolution Service.",,,,,,,,,,,,,,,,,,,,,,,,"The NIH Office of Portfolio Analysis developed a machine learning pipeline to identify scientific articles that are freely available on the internet  and do not require an institutional library subscription to access. The pipeline harvests full-text pdfs, converts them to xml, and uses a Long Short-Term Memory (LSTM) recurrent neural network model that discriminates between reference text and other text in the scientific article. The LSTM-identified references are then passed through our Citation Resolution Service. For more information see the publication describing this pipeline: Hutchins et al 2019 (https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000385#sec003).

Retired use case",,,,,34999,134154,34999,Machine learning pipeline for mining citations from full-text scientific articles,administrative,,"[""drift_legitimate""]",scope grew narrow->broad (office->enterprise_wide); likely real rollout,wave2a-continued,classical_ml,unknown,medium,office,custom_system,,,,,0,,0,,,,,,In-house classical_ml system: 'Machine learning pipeline for mining'.,NIH,,,mission_critical
HHS,,classical_ml,unknown,NIH,None of the above.,enterprise_wide,,Retired,custom_system,,0,0,1,0,0,0,continued,Machine learning system to predict translational progress in biomedical research,A machine learning system that detects whether a research paper is likely to be cited by a future clinical trial or guideline.,,,,,,,,,,,,,,,,,,,,,,,,"A machine learning system that detects whether a research paper is likely to be cited by a future clinical trial or guideline. Translational progress in biomedicine can therefore be assessed and predicted in real time based on information conveyed by the scientific community’s early reaction to a paper. For more information see the publication describing this system: Hutchins et al 2019 (https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000416)

Retired use case",,,,,35000,134155,35000,Machine learning system to predict translational progress in biomedical research,research,,"[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,predictive_analytics,unknown,medium,bureau,custom_system,,,,,0,,0,,,,,,In-house predictive_analytics system: 'to predict translational progr'.,NIH,,,mission_critical
HHS,,,,OASH,None of the above.,,Developed in-house.,Operation and Maintenance,,,,,,,,,retired_2024,,"HHSGPT uses a closed tool to generate suggestions, responses, edits, and information that may be useful for OIDP tasks related to infectious diseases or HIV information/policies. Team members have been using it for editing, brainstorming, idea generating, drafting text, revisions, gap analysis, organization/structure, evaluations, etc.",,,,,office,,,,,,,,,,,,,,,,,,,"Limited OIDP staff have been selected to have access to HHSGPT, an internal generative AI tool in its pilot phase. Team members have been using it for editing, brainstorming, idea generating, drafting text, revisions, gap analysis, organization/structure, evaluations, etc. HHSGPT has been used to assess national strategies, such as the 2026-2030 vaccine national strategy, the 2026-2030 viral hepatitis strategy, and others. When utilizing HHSGPT, we work to report back how this use has reduced labor burden and note any interesting findings when using the tool. Use reporting is done on an Excel file.",,,,,,,35004,Utilizing HHSGPT Pilot for writing/editing,,,"[""misclassified_lifecycle""]",dev_stage='Operation and Maintenance' but deployment_scope='pilot' — silently dropped live system,wave2b-retired,general_llm,inference_only,high,pilot,bespoke_application,,,,0,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'Utilizing HHSGPT Pilot for writing/e' → general_llm.,OASH,,,administrative
HHS,,classical_ml,unknown,SAMHSA,None of the above.,enterprise_wide,,Initiated,custom_system,,0,0,1,0,0,0,continued,DECIDE,"DECIDE will use generative AI to automate the process of extracting data from various sources, then comparing across data sources to determine (a) whether a grantee has accurately reported the demographic data of the population they serve and (b) how much progress they have made towards decreasing health disparities for the vulnerable population they have identified.",,,,,,,,,,,,,,,,,,,,,,,,"At present, SAMHSA's Office of Behavioral Health Equity (OBHE) manually reviews grantee organizations' progress towards achieving their health disparity reduction goals. This process involves manually extracting Disparity Impact Statements, annual reports, enrollment data, and external population data to verify the accuracy of grantees' reported progress. This is a time-consuming process, thus the development of an AI-based tool for doing this review is in development.

DECIDE will reduce the administrative burden on OBHE staff and allow them to provide feedback to grantees more quickly.",,,,,35006,134245,35006,DECIDE,administrative,,"[""drift_legitimate"", ""material_divergence"", ""tagging_error_2025""]",is_generative_ai 2024=1 vs 2025=0; scope grew narrow->broad (pilot->enterprise_wide); likely real rollout; narrative mentions genai marker; 2025 tag of 0 likely wrong,wave2a-continued,general_llm,inference_only,medium,pilot,bespoke_application,,,,,0,,1,,,,,,"In-house wrapper/RAG over foundation model: 'reports, enrollment data, and extern' → general_llm.",SAMHSA,,,mission_critical
HHS,,classical_ml,unknown,SAMHSA,None of the above.,enterprise_wide,,Initiated,custom_system,,0,0,1,0,0,0,continued,Document drafting and editing,"The document drafting and editing tool will serve as a writing assistant to help SAMHSA employees present their ideas clearly and effectively. It will function similarly to a standard large language model chatbot, allowing the user to query the model to perform specific writing tasks, such as outlining and proofreading.",,,,,,,,,,,,,,,,,,,,,,,,"SAMHSA employees routinely write internal reports, public-facing written products, and other documents. Some parts of the writing process, such as structuring thoughts into an outline and proofreading, can be enhanced through the use of AI.

The document drafting and editing tool will increase employee productivity and help produce polished written work products.",,,,,35007,134246,35007,Document drafting and editing,administrative,,"[""drift_legitimate"", ""material_divergence"", ""tagging_error_2025""]",is_generative_ai 2024=1 vs 2025=0; scope grew narrow->broad (pilot->enterprise_wide); likely real rollout; narrative mentions genai marker; 2025 tag of 0 likely wrong,wave2a-continued,general_llm,inference_only,medium,pilot,bespoke_application,,,,,0,,1,,,,,1,In-house wrapper/RAG over foundation model: 'larly to a standard large' → general_llm.,SAMHSA,,,administrative
HHS,,classical_ml,unknown,SAMHSA,None of the above.,enterprise_wide,,Initiated,custom_system,,0,0,1,1,0,0,continued,Document summarization,"The document summarization tool will allow users to upload documents and produce a summary of these documents. The tool will have enhanced data privacy mechanisms. Additionally, the tool will not use any SAMHSA-provided input as training data, ensuring that private information stays private to SAMHSA.",,,,,,,,,,,,,,,,,,,,,,,,"SAMHSA employees routinely read and summarize large amounts of documentation for grantmaking, management, and other day-to-day work. Ingesting and condensing such vast amounts of information can take time away from SAMHSA's most important mission-driven work.

The document summarization tool will expedite day-to-day workflows and help employees ingest large amounts of information more quickly.",,,,,35008,134247,35008,Document summarization,administrative,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; scope grew narrow->broad (pilot->enterprise_wide); likely real rollout,wave2a-continued,general_llm,inference_only,medium,pilot,bespoke_application,,,,,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'Document summarization SAMHSA employe' → general_llm.,SAMHSA,,,administrative
HHS,Classical/Predictive Machine Learning,classical_ml,inference_only,SAMHSA,None of the above.,enterprise_wide,,Initiated,product_deployment,The SAMHSA STORE houses a tremendous wealth of mission-critical information for public consumption and utilization. Kendra provides an efficient and comprehensive way for the public to access this information.,0,1,1,0,0,0,renamed,AWS Kendra Search tool,"Kendra is not generative AI and does not provide AI-generated responses to queries. Kendra operates within strict guardrails to ensure the security and privacy of information, particularly concerning the handling of sensitive data like Personally Identifiable Information (PII).",Kendra address the technical limitations of efficient access to public information.,,,,,,,,,,,,,,,,,,,,,,,"SAMHSA.gov team would like to procure ""Kendra"" to implement a smart search on store.samhsa.gov—improving access to the Federal Government’s leading source of behavioral health information. Currently the search on store.samhsa.gov relies on key words pulled from document titles, descriptions, and manually generated tags. Both anecdotal evidence and results of usability testing have demonstrated that the Store’s search capability is the single greatest barrier to users accessing materials they need

Kendra will allow for scanning of all documents in the store to respond more accurately to consumer queries while providing a faster search.",Kendra,A comprehensive scan of SAMHSA STORE materials based on a public query in an efficient and effective User Experience.,Aretec SEARCH,Aretec,35009,134248,35009,Smart Search,administrative,AWS,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift general_llm→classical_ml; scope pilot→enterprise_wide (≥2 tiers); scope rollout pilot→enterprise_wide,wave2a-renamed-split,general_llm,inference_only,medium,pilot,bespoke_application,,,,,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'not generative AI and does not' → general_llm.,SAMHSA,,,mission_critical
HUD,Natural Language Processing (NLP),nlp_specific,custom_trained,Ginnie Mae,None of the above.,bureau,Developed with contracting resources.,Operation and Maintenance,bespoke_application,"The AI solution ensures greater accuracy in reporting, time savings, and eliminates manual steps that are prone to error.",0,0,0,1,0,0,renamed,"Automated Draft Narrative Reports

Previously ""Automating Draft Counterparty Credit Narrative Reports""; have since expanded to general enterprise use.",Draft memos/reports,Ginnie Mae uses Natural Language Generation (NLG) to implement coded rules and generate draft narratives/memos. This application of AI enables processing efficiency and reduces errors that can occur in a manual process.,,,,,,,,,,,,,,,,,,,,,,,"Ginnie Mae performs counterparty credit reviews of mortgage issuers who participate in Ginnie Mae’s program. The reviews are based on written analysis and financial data. As an initial step in counterparty credit reviews, Ginnie Mae uses Natural Language Generation (NLG) to implement coded rules and generate draft narratives. This application of AI enables processing efficiency and reduces errors that can occur in a manual process.",Ginnie Mae Reporting and Feedback System (RFS),Draft memos/reports,,,35012,134251,35012,Automating Draft Counterparty Credit Narrative Reports,mission_critical,"Deloitte Consulting, LLC","[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift general_llm→nlp_specific,wave2a-renamed-split,general_llm,unknown,medium,bureau,bespoke_application,,,,,0,,1,,,,,,'Automating Draft Counterparty Credit Narrative Reports' — generative draft memos.,Ginnie Mae,,,mission_critical
HUD,Generative AI,general_llm,inference_only,Office of the Chief Financial Officer (OCFO),None of the above.,bureau,Developed with contracting resources.,Operation and Maintenance,product_deployment,"The Voice of the Customer application brings the best-in-class voice transcription, speech, and text analytics to customer feedback surveys,  contact center calls and chats. It allows HUD to unlock critical insights that provide deeper understanding of how to support and manage our program/service delivery and contact center providers, and ultimately to improve customers’ experiences.",0,1,0,1,1,0,continued,Voice of the Customer,"A data analytics dashboard that transforms customer feedback into succinct, easy-to-understand metrics, such as customer satisfaction rates across different customer interaction and call center topics.","The Office of the Chief Financial Officer, Customer Experience Team works across the department to develop a deep understanding of who our customers are and how we can best serve their needs.",,,,,,,,,,,,,,,,,,,,,,,"The Office of the Chief Financial Officer, Customer Experience Team works across the department to develop a deep understanding of who our customers are and how we can best serve their needs. The Voice of the Customer application brings the best-in-class voice transcription, speech, and text analytics to customer feedback surveys,  contact center calls and chats. It allows HUD to unlock critical insights that provide deeper understanding of how to support and manage our program/service delivery and contact center providers, and ultimately to improve customers’ experiences.",Voice of the Customer (VoC),"Text visualizations in reports/dashboards to trend, baseline, and identify key drivers of overall customer sentiment and service delivery performance.",Qualtrics,Qualtrics,35013,134252,35013,Voice of the Customer,mission_critical,Medallia; Qualtrics,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; entry_type also shifted custom_system->product_deployment; agency added generative AI between cycles,wave2a-continued,nlp_specific,unknown,medium,office,custom_system,,,,,0,,0,,,,,,"'Data analytics dashboard that transforms customer feedback into succinct, easy-to-understand metrics'.",OCFO Customer Experience,,,administrative
HUD,,classical_ml,unknown,Office of Public Affairs (OPA),None of the above.,bureau,Developed in-house.,Operation and Maintenance,custom_system,,0,0,0,0,0,0,continued,Translation of Digital Media,Translated content on HUD.gov,,,,,,,,,,,,,,,,,,,,,,,,"OPA is using Google Translate to translate information on public-facing websites. On every HUD.gov webpage, there is an “Español” button that calls Google Translate to translate the page into Spanish. From there, a Google Translate banner appears on the page allowing for the translation into any available language. This is a free, off-the-shelf solution with no customization. It is also an interim solution to improve language access at HUD while a permanent solution is being developed in line with HUD’s Language Access Plan in response to Executive Order 13166.",,,,,35015,134254,35015,Translation of Digital Media,administrative,,"[""material_divergence""]",deployment_scope NARROWED enterprise_wide->bureau (2 tiers); entry_type also shifted product_deployment->custom_system,wave2a-continued,nlp_specific,inference_only,high,enterprise_wide,product_deployment,,,,1,1,,0,,1,,,1,'Google Translate to translate information on public-facing websites' — Google Translate deployment.,OPA,Google Translate,Google,mission_critical
NASA,Classical/Predictive Machine Learning,agentic,custom_trained,Jet Propulsion Laboratory,None of the above.,bureau,Developed with both contracting and in-house resources.,In production,custom_system,"AEGIS enables intelligent targeting and data acquisition by planetary rovers. It uses computer vision techniques to identify targets (e.g., rocks) in wide angles images of the rover's surrounding terrain. If targets are found that match scientists specificiations, they are then measured autonomously using remote sensing instruments. AEGIS was first used on the MER Mission. It is currently in use on the MSL Mission to acquire data for the ChemCam instrument. It is planned for use in Spring of 2022 on the M2020 Mission to acquire data for the SuperCam instrument.",0,0,0,0,1,0,continued,AEGIS: Autonomous Exploration for Gathering Increased Science,"Recommendations of relevant objects, e.g., Mars rocks, for scientific examination.","AEGIS enables intelligent targeting and data acquisition by planetary rovers. It uses computer vision techniques to identify targets (e.g., rocks) in wide angles images of the rover's surrounding terrain. If targets are found that match scientists specificiations, they are then measured autonomously using remote sensing instruments. AEGIS was first used on the MER Mission. It is currently in use on the MSL Mission to acquire data for the ChemCam instrument. It is planned for use in Spring of 2022 on the M2020 Mission to acquire data for the SuperCam instrument.",,,,,,,,,,,,,,,,,,,,,,,"AEGIS enables intelligent targeting and data acquisition by planetary rovers. It uses computer vision techniques to identify targets (e.g., rocks) in wide angles images of the rover's surrounding terrain. If targets are found that match scientists specificiations, they are then measured autonomously using remote sensing instruments. AEGIS was first used on the MER Mission. It is currently in use on the MSL Mission to acquire data for the ChemCam instrument. It is planned for use in Spring of 2022 on the M2020 Mission to acquire data for the SuperCam instrument.",Mars2020 Rover,"Recommendations of relevant objects, e.g., Mars rocks, for scientific examination.",,,35018,134331,35018,AEGIS: Autonomous Exploration for Gathering Increased Science,mission_critical,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,computer_vision,custom_trained,high,bureau,custom_system,,,,,0,,0,,,,,,"'Computer vision techniques to identify targets (e.g., rocks)' on Mars rovers — AEGIS CV.",JPL,,,research
NASA,Classical/Predictive Machine Learning,classical_ml,inference_only,Jet Propulsion Laboratory,None of the above.,bureau,Developed with both contracting and in-house resources.,In mission,custom_system,"CLASP allows mission planning teams to start with a baseline mission concept and simulate the mission's science return using models of science observations, spacecraft operations, downlink, and spacecraft trajectory. This analysis can then be folded back into many aspects of mission design -- including trajectory, spacecraft design, operations concept, and downlink concept. The long planning horizons allow this analysis to span an entire mission. Actively in use for optimized scheduling for the NISAR Mission, ECOSTRESS mission (study of water needs for plant areas), EMIT mission (mineralogy of arid dusty regions), OCO-3 (atmospheric CO2) and more as well as used for numerous missions analysis and studies (e.g. 100+).",0,0,0,0,0,0,continued,CLASP Coverage Planning & Scheduling,"Estimates of scientific mission outcomes / results, based on optimized scheduling of spacecraft and sensors.","The Compressed Large-scale Activity Scheduling and Planning (CLASP) project is a long-range scheduler for space-based or aerial instruments that can be modeled as pushbrooms 1D line sensors dragged across the surface of the body being observed. It addresses the problem of choosing the orientation and on/off times of a pushbroom instrument or collection of pushbroom instruments such that the schedule covers as many target points as possible, but without oversubscribing memory and energy. Orientation and time of observation is derived from geometric computations that CLASP performs using the SPICE ephemeris toolkit.",,,,,,,,,,,,,,,,,,,,,,,"The Compressed Large-scale Activity Scheduling and Planning (CLASP) project is a long-range scheduler for space-based or aerial instruments that can be modeled as pushbrooms 1D line sensors dragged across the surface of the body being observed. It addresses the problem of choosing the orientation and on/off times of a pushbroom instrument or collection of pushbroom instruments such that the schedule covers as many target points as possible, but without oversubscribing memory and energy. Orientation and time of observation is derived from geometric computations that CLASP performs using the SPICE ephemeris toolkit.  CLASP allows mission planning teams to start with a baseline mission concept and simulate the mission's science return using models of science observations, spacecraft operations, downlink, and spacecraft trajectory. This analysis can then be folded back into many aspects of mission design -- including trajectory, spacecraft design, operations concept, and downlink concept. The long planning horizons allow this analysis to span an entire mission.  Actively in use for optimized scheduling for the NISAR Mission, ECOSTRESS mission (study of water needs for plant areas), EMIT mission (mineralogy of arid dusty regions), OCO-3 (atmospheric CO2) and more as well as used for numerous missions analysis and studies (e.g. 100+).",Deployed on multiple remote sensing spacecraft,"Estimates of scientific mission outcomes / results, based on optimized scheduling of spacecraft and sensors.",Microsoft Teams,Microsoft,35020,134334,35020,CLASP Coverage Planning & Scheduling,administrative,,"[""material_divergence""]",ai_sophistication crossed cluster agentic->classical_ml,wave2a-continued,agentic,custom_trained,medium,bureau,custom_system,,,,,0,,0,,,,,,'CLASP … long-range scheduler for space-based or aerial instruments' — autonomous scheduler.,JPL,,,research
NASA,Classical/Predictive Machine Learning,agentic,inference_only,Jet Propulsion Laboratory,None of the above.,bureau,Developed with both contracting and in-house resources.,In production,custom_system,"AutoNav on the Perseverance Rover autonomously plans a safe path based on stereo navigation camera images, based on multiple technologies including a tree search for decision making, Dijkstra algorithm for global path planning, stereo processing for 3D terrain reconstruction, and Approximate Clearance Evaluation (ACE) for safety checks.",0,0,0,0,1,0,continued,Enhanced AutoNav for Perseverance Rover on Mars,Recommended navigation path for Mars Rover.,"AutoNav on the Perseverance Rover autonomously plans a safe path based on stereo navigation camera images, based on multiple technologies including a tree search for decision making, Dijkstra algorithm for global path planning, stereo processing for 3D terrain reconstruction, and Approximate Clearance Evaluation (ACE) for safety checks.",,,,,,,,,,,,,,,,,,,,,,,"AutoNav on the Perseverance Rover autonomously plans a safe path based on stereo navigation camera images, based on multiple technologies including a tree search for decision making, Dijkstra algorithm for global path planning, stereo processing for 3D terrain reconstruction, and Approximate Clearance Evaluation (ACE) for safety checks. It is deployed on Perserverance rover and being used for autonomous driving on Mars.",Mars2020 Rover,Recommended navigation path for Mars Rover.,Aretec SEARCH,Aretec,35021,134336,35021,Enhanced AutoNav for Perseverance Rover on Mars,administrative,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,agentic,custom_trained,high,bureau,custom_system,,,,,0,,0,,,,,,'AutoNav on the Perseverance Rover autonomously plans a safe path' — onboard autonomy.,JPL,,,research
NASA,Agentic AI,agentic,inference_only,Jet Propulsion Laboratory,None of the above.,bureau,Developed with both contracting and in-house resources.,In production,custom_system,"Meta Search: Because the onboard scheduler will be invoked many times in a given sol (Martian Day) with a range of possible contexts (due to execution variations), its non backtracking nature leaves its vulnerable to brittleness. In order to mitigate this potential brittleness, the Copilot systems perform a monte carlo based stochastic analysis to set meta parameters of the scheduler - primarily activity priority but also potentially preferred time and temporal constraints.",0,0,0,0,1,0,continued,Mars2020 Rover (Perseverance),Mission-priority-based recommendations for scheduling Mars2020 Rover activities.,"Research, experiments, and engineering to empower future rovers with onboard autonomy; planning, scheduling & execution; path planning; onboard science; image processing; terrain classification; fault diagnosis; and location estimation.",agentic,,,bureau,custom_system,,,0,,,0,1,,,,,,,,Aretec SEARCH,Aretec,,"Research, experiments, and engineering to empower future rovers with onboard autonomy; planning, scheduling & execution; path planning; onboard science; image processing; terrain classification; fault diagnosis; and location estimation.  This is a multi-faceted effort and includes experimentation and demonstrations on-site at JPL's simulated mars navigation yard.  The M2020 onboard scheduler incrementally constructs a feasible schedule by iterating through activities in priority-first order. When considering each activity it computes the valid time intervals for placement, taking into account preheating, maintenance heating, and wake/sleep of the rover as required. After an activity is placed (other than a preheat/maintenance or wake/sleep), the activity is never reconsidered by the scheduler for deletion or moving. Therefore the scheduler can be considered non backtracking, and only searches in the sense that it computes valid timeline intervals for legal activity placement.  Meta Search: Because the onboard scheduler will be invoked many times in a given sol (Martian Day) with a range of possible contexts (due to execution variations), its non backtracking nature leaves its vulnerable to brittleness. In order to mitigate this potential brittleness, the Copilot systems perform a monte carlo based stochastic analysis to set meta parameters of the scheduler - primarily activity priority but also potentially preferred time and temporal constraints.",Mars2020 Rover,Mission-priority-based recommendations for scheduling Mars2020 Rover activities.,Aretec SEARCH,Aretec,35022,134339,35022,Mars2020 Rover (Perseverance),administrative,,"[""drift_legitimate"", ""material_divergence"", ""tagging_error_2024""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles; narrative mentions LLM/genai marker; Wave 1 missed it,wave2a-continued,agentic,custom_trained,high,bureau,custom_system,,,,,0,,0,,,,,,"'Onboard autonomy; planning, scheduling & execution; path planning; onboard science' — rover autonomy stack.",JPL,,,research
