agency_abbreviation,ai_classification_2025,ai_sophistication_2025,architecture_type_2025,bureau,commercial_ai,deployment_scope_2025,dev_method,dev_stage,entry_type_2025,expected_benefits_2025,is_coding_tool_2025,is_cots_commercial_2025,is_enterprise_wide_2025,is_general_llm_access_2025,is_generative_ai_2025,is_microsoft_copilot_2025,lineage_status,name_2025,outputs,problem_statement_2025,proposed_ai_sophistication,proposed_architecture_type,proposed_confidence,proposed_deployment_scope,proposed_entry_type,proposed_is_anthropic,proposed_is_aws_ai,proposed_is_coding_tool,proposed_is_cots_commercial,proposed_is_enterprise_wide,proposed_is_general_llm_access,proposed_is_generative_ai,proposed_is_github_copilot,proposed_is_google,proposed_is_microsoft_copilot,proposed_is_openai,proposed_is_public_facing,proposed_reasoning,proposed_scope_detail,proposed_tool_product_name,proposed_tool_vendor,proposed_use_type,purpose_benefits,system_name_2025,system_outputs_2025,tool_product_name_2025,tool_vendor_2025,uc_2024_id,uc_2025_id,use_case_id_2024,use_case_name,use_type_2025,vendor_name_2025,w2_flags_json,w2_reasoning,w2_tagged_by,wave1_ai_sophistication,wave1_architecture_type,wave1_confidence,wave1_deployment_scope,wave1_entry_type,wave1_is_anthropic,wave1_is_aws_ai,wave1_is_coding_tool,wave1_is_cots_commercial,wave1_is_enterprise_wide,wave1_is_general_llm_access,wave1_is_generative_ai,wave1_is_github_copilot,wave1_is_google,wave1_is_microsoft_copilot,wave1_is_openai,wave1_is_public_facing,wave1_reasoning,wave1_scope_detail,wave1_tool_product_name,wave1_tool_vendor,wave1_use_type
VA,,classical_ml,unknown,VBA: Veterans Benefits Administration,None of the above.,bureau,Developed with contracting resources.,Initiated,custom_system,,0,0,0,0,0,0,continued,Synthetic Data Creation,Synthetic beneficiary population data,,,,,,,,,,,,,,,,,,,,,,,,"Synthetic (non-PII) test data creation, using Generative AI, at the scale and representation of the diverse characteristics of the beneficiary population necessary to support EDU UAT.",,,,,35732,135619,35732,Synthetic Data Creation,administrative,,"[""drift_legitimate"", ""material_divergence"", ""tagging_error_2025""]",is_generative_ai 2024=1 vs 2025=0; scope grew narrow->broad (pilot->bureau); likely real rollout; narrative mentions genai marker; 2025 tag of 0 likely wrong,wave2a-continued,general_llm,inference_only,medium,pilot,bespoke_application,,,,1,0,,1,,,,,,"In-house wrapper/RAG over foundation model: 'using Generative AI, at the scale' → general_llm.",VBA,,,mission_critical
VA,,classical_ml,unknown,VBA: Veterans Benefits Administration,None of the above.,bureau,Developed with both contracting and in-house resources.,Acquisition and/or Development,custom_system,,0,0,0,0,0,0,continued,Billie GPT,Generative AI response to the user query,,,,,,,,,,,,,,,,,,,,,,,,Generative AI knowledge portal to support School Certifying Officials in addressing questions regarding VA education benefits and use of the Enrollment Manager System.,,,,,35733,135620,35733,Billie GPT,administrative,,"[""material_divergence"", ""tagging_error_2025""]",is_generative_ai 2024=1 vs 2025=0; narrative mentions genai marker; 2025 tag of 0 likely wrong,wave2a-continued,general_llm,inference_only,high,bureau,bespoke_application,,,,,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'the Enrollment Manager System' → general_llm.,VBA,,,mission_critical
VA,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",agentic,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed with contracting resources.,Operation and Maintenance,product_deployment,"Accelerates radiology workflows: Workflow Box is a software application that enables the routing of image data and structures to automatic image processing workflows, including atlas based contouring, image registration based re-contouring and machine learning based contouring. Workflow Box data routing and contouring workflows support CT, MR and RTSTRUCT image data and structures. Workflow Box supports the routing of data to and from DICOM nodes within a hospital network.",0,1,0,0,1,0,continued,Workflow Box,Described in FDA documentation for this device (https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181572.pdf).,"Workflow Box is a data routing and image processing tool which automatically applies contours to data that is sent to one or more of the included image processing workflows. Contours generated by Workflow Box may be used as an input to clinical workflows, including, but not limited to, radiation therapy treatment planning. Workflow Box must be used in conjunction with appropriate software to review and edit results generated automatically by Workflow Box components. For example, image visualization software must be used to facilitate the review and edit of contours generated by Workflow Box component applications. Workflow Box is intended to be used by trained medical professionals. Workflow Box is not intended to automatically detect lesions.",,,,,,,,,,,,,,,,,,,,,,,FDA-cleared medical device to assist clinicians and improve healthcare outcomes.,,Workflow Box is a data routing and image processing tool which automatically applies contours to data which is sent to one or more of the included image processing workflows.,,,35736,135463,35736,Workflow Box,mission_critical,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,classical_ml,unknown,high,bureau,product_deployment,,,,1,0,,0,,,,,,FDA-cleared medical device for VHA imaging/clinical use; 'FDA-cleared medical device to assist clinicians and improve healthcare outcomes'.,VHA,,,mission_critical
VA,"Generative AI: AI that generates new or synthetic content (e.g., images, videos, audio, text, code).",general_llm,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed in-house.,Initiated,custom_system,"The HTM112 AI Tutor delivers measurable benefits across training effectiveness, operational efficiency, and patient safety outcomes:
• Accelerated Learning: Reduces time spent searching course materials by over 80%
• Personalized Support: Provides individualized assistance tailored to each learner
• Improved Retention: Offers immediate clarification and reinforcement, Adds ability to create learning aids to improve recall and retention back on the job
• 24/7 Accessibility: Ensures continuous learning support
• Instructor Resource Optimization: Frees instructors from repetitive questions
• Reduced Training Administration: Streamlines content delivery and reduces manual support requests
• Scalable Knowledge Management: Provides consistent, verified information access across HTM staff 
• Cost-Effective Continuous Education: Reduces need for refresher training
• Improved Technical Competency: Better-trained HTM professionals enhance the reliability and safety 
• Faster Issue Resolution: On-demand access to networking knowledge reduces equipment downtime and improves patient care continuity
• Standardized Best Practices: Ensures consistent application of networking procedures
• Risk Mitigation: Reduces potential for networking-related equipment failures 
• Knowledge Preservation: Maintains institutional knowledge for future HTM professionals
• Continuous Professional Development: Supports career advancement
• Enhanced Workforce Readiness: Ensures HTM staff remain current with VA standards",0,0,0,1,0,0,renamed,HTM112 Tutor,Chatbot responses,"While current VA and Healthcare Technology Management (HTM) courses offer tailored content, the HTM112 Tutor elevates the learning experience by providing individualized and personal support that adapts to each learner's unique pace, style and specific knowledge gaps. It serves as a learning enhancement tool, not a replacement for instruction, by increasing accessibility to information and fostering an individualized learning journey. This ultimately boosts course efficiency and overall training effectiveness.",,,,,,,,,,,,,,,,,,,,,,,RAG chatbot using technical service manuals to aid Healthcare Technology Management staff in medical device maintenance and troubleshooting,,"The HTM112 Tutor is built on the Summit AI Assistant (SAA) platform, utilizing RAG technology. All content has been curated, cleansed, and verified for accuracy to ensure factual grounding, transparency, and access to current, domain-specific information across all generated outputs:
Conversational Responses:
• Direct, accurate answers to networking and HTM-related questions with source attribution
• ""I'm not sure"" responses when queries fall outside the verified knowledge base or course scope
• Contextual explanations tailored to the user's specific learning needs
• Relevant excerpts from course transcripts, presentations, and lab materials
• Precise citations with page numbers, section references, and source document identification
• Cross-references to related course materials and resources
• Clear explanations of complex networking concepts with practical examples
• Comprehensive topic and lesson summaries
• Interactive learning aids including quizzes, knowledge checks, and flashcards
• Step-by-step procedural guides and troubleshooting checklists
• Personalized study recommendations based on individual learning gaps
• Targeted guidance for completing hands-on exercises
• Troubleshooting support for lab-related technical issues
• Progress-based hints and explanations to facilitate independent learning
All outputs maintain consistency with official VHA HTM training standards and include transparent source attribution to support verification and further study.",,,35739,135566,35739,HTM-LLM,administrative,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; scope pilot→bureau (≥2 tiers); scope rollout pilot→bureau,wave2a-renamed-split,general_llm,rag_pipeline,high,pilot,bespoke_application,,,,0,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'HTM-LLM RAG chatbot using t' → general_llm.,VHA,,,administrative
VA,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",computer_vision,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed with contracting resources.,Operation and Maintenance,product_deployment,Accelerate ultrasound workflows.,0,1,0,0,1,0,continued,"Voluson Expert 22, Voluson Expert 20, Voluson Expert 18",Described in FDA documentation for this device (https://www.accessdata.fda.gov/cdrh_docs/pdf23/K231965.pdf).,"The systems are full-featured Track 3 ultrasound systems, primarily for general radiology use and specialized for OB/GYN with particular features for real-time 3D/4D acquisition. They consist of a mobile console with keyboard control panel; color LCD/TFT touch panel, color video display and optional image storage and printing devices. They provide high performance ultrasound imaging and analysis and have comprehensive networking and DICOM capability. They utilize a variety of linear, curved linear, matrix phased array transducers including mechanical and electronic scanning transducers, which provide highly accurate real-time three-dimensional imaging supporting all standard acquisition modes.
https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-enabled-medical-devices The systems are all intended for diagnostic ultrasound imaging and fluid flow analysis.",,,,,,,,,,,,,,,,,,,,,,,FDA-cleared medical device to assist clinicians and improve healthcare outcomes.,,Recommended image contours.,,,35749,135465,35749,"Voluson Expert 22, Voluson Expert 20, Voluson Expert 18",administrative,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,classical_ml,unknown,high,bureau,product_deployment,,,,1,0,,0,,,,,,FDA-cleared medical device for VHA imaging/clinical use; 'FDA-cleared medical device to assist clinicians and improve healthcare outcomes'.,VHA,,,mission_critical
VA,,classical_ml,unknown,VHA: Veterans Health Administration,None of the above.,bureau,,Initiated,custom_system,,0,0,0,0,0,0,continued,Biotronik Home Monitoring System,It filters possible arrhythmia events in to those that are false positive and those that are true positive.,,,,,,,,,,,,,,,,,,,,,,,,"The Biotronik home monitoring system collects data transmitted by patients with implanted cardiac monitors from their homes for review by clinicians on a password protected Web page. Transmissions are made by the monitors when certain criteria are met suggesting an important heart rhythm abnormality is present. A proprietary industry-created AI system evaluates the transmitted data and classifies whether the findings that triggered the transmissions are true arrhythmias or false positives. The home monitoring system for BioMonitor IV implanted cardiac monitor uses AI to detect false positives for atrial fibrillation, bradycardia, tachycardia and pauses. These technologies leverage machine learning algorithms and vast datasets to provide more accurate diagnoses and patient care. The staff of the VA National Cardiac Device Surveillance program and the patients’ providers at local VA clinics use this AI when evaluating patient implanted cardiac monitor transmissions.",,,,,35751,135595,35751,Biotronik Home Monitoring System,it_operations,,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,wave2a-continued,classical_ml,unknown,medium,pilot,custom_system,,,,,0,,0,,,,,,In-house classical_ml system: 'chnologies leverage machine learning algorithms'.,VHA,,,mission_critical
VA,,general_llm,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed in-house.,Initiated,custom_system,,0,0,0,1,1,0,continued,"Synthetic Data Generation:  Experimenting with OpenSource, Third Party and GenAI",Synthetic patient clinical and demographic data,,,,,,,,,,,,,,,,,,,,,,,,Improve agility of research and operational dev,,,,,35752,135632,35752,"Synthetic Data Generation:  Experimenting with OpenSource, Third Party and GenAI",administrative,,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,wave2a-continued,general_llm,inference_only,low,pilot,bespoke_application,,,,0,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'and GenAI Improve agility of' → general_llm.,VHA,,,administrative
VA,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,classical_ml,unknown,VHA: Veterans Health Administration,None of the above.,bureau,,Initiated,product_deployment,Minimize work related to the review of false positive alert transmissions.,0,1,0,0,0,0,continued,CareLink Home Monitoring,It eliminates false positive atrial fibrillation and pause events recorded by Medtronic implanted loop recorders when you are reviewing data from these devices on the Medtronic Carelink web page.,Address high frequency of false positive alerts in patients with implanted Medtronic electrocardiogram (EKG) loop recorders,,,,,,,,,,,,,,,,,,,,,,,The CareLink home monitoring system collects data transmitted by patients with implanted cardiac monitors from their homes for review by clinicians on a password protected Web page. Transmissions are made by the monitors when certain criteria are met suggesting an important heart rhythm abnormality is present. A proprietary industry-created AI system evaluates the transmitted data and classifies whether the findings that triggered the transmissions are true arrhythmias or false positives. The home monitoring system for Carelink Reveal Linq and Linq II uses AI deep learning algorithms flowing into the CareLink network to remove false AFib and false pause episodes. The staff of the VA National Cardiac Device Surveillance program and the patients’ providers at local VA clinics use this AI when evaluating patient implanted cardiac monitor transmissions.,,"Filters out false positive loop recorder transmissions: the CareLink home monitoring system collects data, transmitted by patients with implanted cardiac monitors from their homes, for review by clinicians on a password protected Web page. Transmissions are made by the monitors when certain criteria are met, suggesting an important heart rhythm abnormality is present. A proprietary industry-created AI system evaluates the transmitted data and classifies the findings that triggered the transmissions as true arrhythmias or false positives. The home monitoring system for Carelink Reveal Linq and Linq II uses AI deep learning algorithms, flowing into the CareLink network, to remove false Atrial fibrillation (AFib) and false pause episodes.",,,35753,135466,35753,CareLink Home Monitoring,it_operations,,"[""drift_legitimate""]",scope grew narrow->broad (pilot->bureau); likely real rollout,wave2a-continued,classical_ml,unknown,medium,pilot,custom_system,,,,,0,,0,,,,,,In-house classical_ml system: 'and classifies whether the find'.,VHA,,,mission_critical
VA,Classical/Predictive Machine Learning: Models trained on data to make predictions or classifications based on identified patterns or relationships.,classical_ml,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed in-house.,Operation and Maintenance,custom_system,"The effectiveness of the targeted prevention program was tested during a randomized staged roll-out of the targeted prevention program using a stepped wedge evaluation design. The targeted prevention program utilizes the STORM model to identify patients for interdisciplinary case review (i.e. by a team of clinicians which includes those with pain, behavioral health and recovery expertise). Inclusion in the mandate for team-based case review of patients, the predictive model estimated that ""very high"" risk of overdose or suicide events in the next year was associated with a significant 22% reduction in all-cause mortality within 4 months of inclusion (Strombotne et al., 2023). https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9060407/ 
Inclusion in the case review program was also found to reduce all-cause mortality and reduce likelihood of opioid analgesic discontinuation, in the subpopulation of patients on long-term opioid analgesics (Li et al., 2023).",0,0,0,0,0,0,renamed,Stratification Tool for Opioid Risk Mitigation (STORM),"The STORM predictive model estimates the risk of having an overdose or suicide-related event in next year for all patients currently receiving a VA opioid analgesic prescription with nightly updates.  For all other active VHA patients, the STORM predictive model estimates the hypothetical risk of having an overdose or suicide-related event in next year, if the patient was prescribed or otherwise had access to low, medium, or high dose opioid analgesics.  These risk estimates are provided to clinicians on a family of dashboards, both as percentage likelihood of an event in the next year, and as a categorical grouping of estimated low, medium, high or very high risk.   Paired with this risk estimate is a summary of all risk factors identified and considered in generating the risk estimate for that patient, and recommendations for risk mitigation and treatment options to consider.  These recommendations are tailored based on patient characteristics identified in the medical record (e.g. Medications for opioid use disorder are recommended for patients seen for an opioid use disorder diagnosis) and patient receipt of these interventions is tracked and displayed on the dashboard.  The STORM dashboards are used by clinicians as an informational tool to summarize and organize medical record information to support risk reviews during treatment planning (e.g. when considering an opioid prescription), for management of patients prescribed opioids or treated for opioid use disorder, and for interdisciplinary case reviews of very high risk patients to ensure safe and effective care coordination and treatment planning across health care providers.","Patients exposed to opioid drugs often have complex medical needs and are at risk of multiple negative outcomes, including overdose, suicide, development of addiction, and other behavioral health challenges. Numerous strategies have been developed to minimize risks and treat conditions that underly them, but coordination of care across patient treatment providers and conditions can be challenging and interventions to reduce risk can be time consuming.  Decision support to systems are needed to ensure recognition of a patient’s current conditions and consideration and tracking of recommended interventions. Risk estimation is needed to ensure that the most complex and at-risk patients receive adequate clinical attention in time-constrained health care environments.",,,,,,,,,,,,,,,,,,,,,,,"The STORM model is a predictive model to estimate risk of a suicide or overdose-related health care event or death in the next year.  The model uses patient level predictors extracted from the patient’s medical records (into the VA’s Corporate Data Warehouse), such as diagnoses, prescriptions, and health care utilization, etc.  
This predictive model is used for three purposes. (1) Primary use case is to identify patients at elevated risk of suicide or overdose-related events for referral to an interdisciplinary team for clinical case review.  This team makes treatment recommendations to share with treating providers and documents them in the medical record. The STORM algorithm is used to identify patients to refer to this program at each facility.  Assignment to this case management program has been shown to reduce all-cause mortality in patients estimated at “very high” risk on the STORM predictive model by 22% in the next 4 months. (2) Secondary use case is to help risk stratify patients based on prior health care interactions to support augmentation of risk mitigation interventions and treatments for patients with patterns of care associated with risk of suicide or overdose events. Risk estimates are provided as a sorting/filtering and informational feature on the STORM clinical decision support system.  This decision support system enables population management of patients prescribed opioids or with opioid use disorders, as well as providing curated information to support treatment planning for individual patients. (3) The last use case is to meet the requirements of the Comprehensive Addiction Recovery Act (CARA) mandating that clinicians use VA decision support tools to review patient risks prior to initiating opioid therapy for pain.  Direct synchronized links from the VISTA medical record to the STORM report integrate this decision support summary information into clinician workflows as a support for risk assessment before writing and initial opioid prescription.  Each of these use cases is built into existing clinical workflows completed by overlapping, but different health care providers. For use case 1, designated interdisciplinary risk review teams at each health care system use the risk estimates to determine which patient require risk review.  For use case 2, VA health care providers (e.g., opioid prescribers) and teams (e.g., primary care and general mental health teams) use the risk estimates in combination with decision support recommendations of interventions to consider facilitate and augment risk assessment and treatment planning for their patients on opioid analgesics or being treated for opioid use disorder.  For use case 3, VA medication prescribers or their delegated team members use the categorized risk scores in the context of curated descriptive data from the patient’s medical record to review risk factors and consider risk and benefits of treatment options for pain management before prescribing opioids.  Risk considerations are documented in a clinical note for tracking.   Use of STORM is expected to improve decision-making about opioid prescribing and treatment of patients with opioid use disorders, as well as consistency of use of clinical practice guideline recommended treatment practices for safe management of patients exposed to opioids.  STORM also focuses on ensuring recognition of patient risks and facilitating care coordination across treatment providers for complex patients with multiple interacting disorders. By improving use of risk mitigation practices and treatment interventions, we expect STORM will reduce adverse outcomes for patients exposed to opioids.  Program evaluations support this expectation, finding that implementation of the targeted interdisciplinary review requirements associated with use case 1 significantly reduced all cause mortality in the targeted patient population. 

Links: https://psycnet.apa.org/buy/2017-03732-004
https://www.tandfonline.com/doi/10.1080/08897077.2018.1540376
https://link.springer.com/article/10.1007/s11606-022-07622-1
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10698768/",,"The STORM predictive model provides an estimate of the likelihood of an overdose, suicide event, or death in the next year, documented in a health care system.",,,35755,135468,35755,Stratification Tool for Opioid Risk Mitigation (STORM) predictive model,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift general_llm→classical_ml,wave2a-renamed-split,general_llm,inference_only,medium,bureau,bespoke_application,,,,0,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'to summarize and organize medic' → general_llm.,VHA,,,mission_critical
VA,,,,VHA: Veterans Health Administration,None of the above.,,Developed with contracting resources.,Operation and Maintenance,,,,,,,,,retired_2024,,Described in FDA documentation for this device (https://www.accessdata.fda.gov/cdrh_docs/pdf18/K181247.pdf).,,,,,,bespoke_application,,,,,,,,,,,,,,,,,,FDA-cleared medical device to assist clinicians and improve healthcare outcomes.,,,,,,,35756,Vitrea CT Brain Perfusion,,,"[""internal_inconsistency""]",entry_type=product_deployment but tool_product_name is empty,wave2b-retired,computer_vision,unknown,high,bureau,product_deployment,,,,1,0,,0,,,,,,FDA-cleared medical device for VHA imaging/clinical use; 'FDA-cleared medical device to assist clinicians and improve healthcare outcomes'.,VHA,,,mission_critical
VA,,classical_ml,unknown,OSVA: Office of the Secretary,Inputting large amounts of data from paper forms into a digital system using AI.,enterprise_wide,,Implementation and Assessment,custom_system,,0,0,1,0,0,0,continued,2268 Next Generation (2268NextGen),The AI Builder provides digital data from a PDF Document.,,,,,,,,,,,,,,,,,,,,,,,,"We receive information via a PDF VA Form. AI builder, a Microsoft product, “reads” the PDF VA Form and the information is transferred to a D-365 CRM database. This transfer of information from the PDF document to the database minimizes the need for human intervention and typographical errors.",,,,,35762,135617,35762,2268 Next Generation (2268NextGen),administrative,,"[""drift_legitimate""]",scope grew narrow->broad (bureau->enterprise_wide); likely real rollout,wave2a-continued,classical_ml,unknown,medium,bureau,custom_system,,,,,0,,0,,,,,,In-house classical_ml system: 'We receive information via a PDF VA Form'.,OSVA,,,administrative
VA,"Computer Vision: AI that processes and interprets visual data (e.g., images and videos).",computer_vision,unknown,VHA: Veterans Health Administration,None of the above.,bureau,Developed with contracting resources.,Operation and Maintenance,product_deployment,Accelerates radiology workflows.,0,1,0,0,1,0,continued,Syngo Application Software,Described in FDA documentation for this device (https://www.accessdata.fda.gov/cdrh_docs/pdf17/K170747.pdf).,"The Syngo Application Software is a medical software for real-time viewing, image manipulation, 3D-visualization, communication, and storage of medical images and data on exchange media. It is used for diagnostic image viewing and post-processing and for viewing and post-processing during interventional procedures.",,,,,,,,,,,,,,,,,,,,,,,FDA-cleared medical device to assist clinicians and improve healthcare outcomes.,,Performs image fusion.,,,35763,135474,35763,Syngo Application Software,mission_critical,,"[""drift_legitimate"", ""material_divergence""]",is_generative_ai 2024=0 vs 2025=1; agency added generative AI between cycles,wave2a-continued,classical_ml,unknown,high,bureau,product_deployment,,,,1,0,,0,,,,,,FDA-cleared medical device for VHA imaging/clinical use; 'FDA-cleared medical device to assist clinicians and improve healthcare outcomes'.,VHA,,,mission_critical
VA,,classical_ml,unknown,VHA: Veterans Health Administration,Improving the quality of written communications using AI tools.,bureau,,Operation and Maintenance,custom_system,,0,0,0,0,0,0,renamed,Vocational Rehabilition Services (VRS) Employment Support,The output is resumes and mock interview questions.,,,,,,,,,,,,,,,,,,,,,,,,We are using ChatGPT to support veterans in resume development as well as mock interview question if the veteran is interested.,,,,,35767,135633,35767,VRS Employment Support,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift general_llm→classical_ml,wave2a-renamed-split,general_llm,inference_only,high,bureau,product_deployment,,,,,0,,1,,,,1,,Named product deployment: 'using ChatGPT to support veterans' → general_llm.,VHA,ChatGPT,OpenAI,mission_critical
VA,"Natural Language Processing: AI that processes, interprets, and shares information in human language.",nlp_specific,inference_only,VHA: Veterans Health Administration,Searching for information using AI.,bureau,,Acquisition and/or Development,product_deployment,Improve ability to identify Veterans at high-risk for suicide and intervene to reduce the risk of suicide.,0,1,0,0,0,0,renamed,Predict Patient Suicide,"OUR INPUT, OUTPUT, AND INTENDED USER In the “Please add anything else you would like to share” box below we describe in more detail why it is necessary to use AI to find information about gun access or OUD (versus either not having the information or getting that information without using AI). We also describe how we build and test AI models to determine whether a patient has gun access or is actively using opioids. First, however, we think it is important to describe how human clinicians in VHA will use our AI.   The INPUT to our AI models is simply the notes that have already been written on patients. These only contain information volunteered by the patient. The OUTPUT of our models will be simply indicators that a patient **may** have access to a gun or **may** have an active substance use disorder, along with a presentation of the text that leads the AI algorithm to reach its conclusion.   However, the INTENDED USE of the output is that a human mental health clinician be notified about patients at risk, then read the note or notes that led to the determination that the patient was at risk. The clinician may conclude that the AI was incorrect (this occurs about 12-16% of the time with our current models) and drop the issue. Alternatively, the clinician may decide that the patient does have the risk factor and that the risk factor needs to be addressed.   There is no planned interaction between the AI and the patient, nor does the AI make any clinical decisions. Rather, it is a tool to help point clinicians to potentially critical information that they might not otherwise have been aware of.   OUR AI METHOD We begin by creating a list of common terms centered around gun access or OUD. We then pull thousands of pieces of clinical text with these terms in them, and have physicians determine whether the risk factor is present or not. (A term can be present, but the patient can still not have the risk factor in a variety of ways. It could be that “the patient’s brother has a gun” or “the patient has NO gun” or “the patient used to use Fentanyl, but quit”.) The text that has been assessed by physicians is called “labeled data”. We then give our NLP models some of the labeled data, so they can learn what positive and negative examples look like.   For each risk factor, we develop 4 non-neural AI text classification models: random forest, bagging, gradient boosting, and logistic regression with ridge penalization. We also implement two large language models, BioBERT and Bio-ClinicalBERT.   Subsequently, we test each algorithm on other data for which we have (but don’t give the algorithm) the label and ask each algorithm to produce its own labels. We then compare each algorithm’s conclusions to the physicians’ conclusions. That is how we know that our algorithms so far, will be incorrect about 12-16% of the time. Over time, we hope to improve the performance of these algorithms. For example, the large language models are relatively new additions to the AI toolkit and perform better than the non-neural models. We expect further advances over time. However, the current level of accuracy is already higher than many commonly used diagnostic tests, such as mammograms or erythrocyte sedimentation rates.   WHERE DO WE DO THIS WORK? Our team currently uses the Summit Data Platform (SDP) – formerly called the Health Data and Analytics Platform (HDAP) – maintained by the VA Office of Information Technology. This is an Azure Machine Learning environment.",Prevention of Veteran suicide is VHA’s top clinical priority. We use AI to identify patients with key risk factors for death by suicide. It is a tool that can help point clinicians to potentially critical information that they might not otherwise have been aware of.,,,,,,,,,,,,,,,,,,,,,,,"Prevention of Veteran suicide is VHA’s top clinical priority. We use AI to identify patients with two key risk factors for death by suicide: 1) having access to a gun, and 2) having an active opioid use disorder. This project is funded by and developed with input from the Office of Suicide Prevention.

THREE REASONS KNOWING ABOUT ACCESS TO GUNS IS CRITICAL TO SUICIDE PREVENTION
First, when a person attempts suicide using a gun, the death rate is about 85%. For the most common method of attempting suicide—drug overdose—the death rate is less than 5%. Second, Veterans are more likely to own a gun and know better how to use it than other patients, so Veterans’ death rate when attempting suicide using a gun is even higher. Third, there are things clinicians can do to protect Veterans from their guns while they are suicidal, such as counselling them to give the guns or the ammunition to friends or family until they feel better.  This is always voluntary, but Veterans very often agree to it, because they see and fear the risk. 

WHY KNOWING WHICH PATIENTS HAVE ACTIVE OPIOID USE IS CRITICAL TO SUICIDE PREVENTION
Patients who die by suicide almost always have a prior history of emotional and mental health difficulties. When they die by suicide, it’s usually not due to that history, but rather because some bad life event (such as breaking up with their spouse) happens and then they have an overwhelming impulse to end their lives. 

Opioid use disorder (OUD) contributes to suicide risk in two ways. First, it makes bad life events much more common. It’s hard to keep a job or have good relationships with OUD. Second, OUD also increases impulsivity. That is, among patients who have just lost their jobs, those with OUD are more likely to have the impulse to end their lives. (Among substance use disorders, we focus on OUD because it is very common and there are good treatments available.)


WHY USE AI TO DETERMINE ACCESS TO GUNS?
The need for AI arise from how information is stored in an electronic health record. For historical reasons, when a clinician sees a patient, there are codes they can use to record what diseases (e.g., diabetes) the patient has, but there is no code for having access to a gun. VHA has considered asking all patients during intake for each visit whether they have access to a gun, but this is time consuming and can cause concern among patients about why they’re always being asked about guns. 

AI, specifically natural language processing (NLP) of clinical notes, offers another way to know which patients have guns. We have developed NLP algorithms that are very good at assessing from notes whether a patient owns or has access to a gun. But we use only notes already written by clinicians, any mention of gun access came voluntarily from the patient. However, to find this information, we need a method that can go through notes quickly, and NLP provides that method. 

WHY USE AI TO ASSESS WHETHER PATIENTS HAVE SUBSTANCE USE DISORDERS?
OUD is a disease, and there are disease codes available to record it. However, because there are many different states you can be in with OUD (e.g., actively using vs in rehab vs sober for years), there are over 100 possible ways to code OUD. Most clinical settings (like outpatient clinics and ERs) have short list of commonly used codes for clinicians to pick from, but that may not offer up much specificity. So most clinics will only put on their list a single code, “opioid use, unspecified” and leave off all the more specific codes. Thus, typical coding practice does not differentiate between a patient who is currently using opioids or one who is 10 years sober (and, if you live along time with OUD, it is usually because you spend much of that time sober). That differentiation is important because the increase in impulsivity with OUD is only during active opiate use.

NLP can again be useful, because descriptions of OUD in clinical notes are likely to be much more specific than the codes used",,Identification of patients with suicide risk factors.,Aware Biometrics,Aware,35770,135308,35770,Using Artificial Intelligence to Predict Suicide,administrative,,"[""material_divergence""]",is_generative_ai 2024=1 vs 2025=0; ai_sophistication LLM-class shift general_llm→nlp_specific,wave2a-renamed-split,general_llm,inference_only,medium,office,bespoke_application,,,,,0,,1,,,,,,In-house wrapper/RAG over foundation model: 'also implement two large language' → general_llm.,VHA,,,mission_critical
